form_key	n_sources	whitneyroots	mws	cslorig_etym	sanskritlex	mwderiv	whitneyroots_mw_L	whitneyroots_class	whitneyroots_homonym	whitneyroots_records	mws_whitney_id	mws_dcs_status	cslorig_oracle_pairs	sanskritlex_rows	mwderiv_rows	mwderiv_classes	slp1_native
saśca	1	0	0	1	0	0				0			7	0	0		saSca
saṃbhaktau	1	0	0	1	0	0				0			1	0	0		saMBaktO
saṃdarbhe	1	0	0	1	0	0				0			1	0	0		saMdarBe
saṃjñāyām	1	0	0	1	0	0				0			1	0	0		saMjYAyAm
saṃjñāyāṃ	1	0	0	1	0	0				0			12	0	0		saMjYAyAM
saṃstyāne	1	0	0	1	0	0				0			2	0	0		saMstyAne
saṃvaraṇe	1	0	0	1	0	0				0			2	0	0		saMvaraRe
saṃvṛtau	1	0	0	1	0	0				0			2	0	0		saMvftO
saṅgrāma	1	0	0	1	0	0				0			32	0	0		saNgrAma
saṅketa	1	0	0	1	0	0				0			1	0	0		saNketa
saṅkhyāne	1	0	0	1	0	0				0			1	0	0		saNKyAne
saṅkocane	1	0	0	1	0	0				0			1	0	0		saNkocane
scale	1	0	0	0	1	0				0			0	1	0		
scatter	1	0	0	0	1	0				0			0	3	0		
scatter (?)	1	0	0	0	1	0				0			0	1	0		
scratch	1	0	0	0	1	0				0			0	3	0		
see	1	0	0	0	1	0				0			0	3	0		
see, consider	1	0	0	0	1	0				0			0	1	0		
seek aid	1	0	0	0	1	0				0			0	1	0		
seek, desire	1	0	0	0	1	0				0			0	1	0		
seem, please	1	0	0	0	1	0				0			0	1	0		
seiṣe	1	0	0	0	1	0				0			0	1	0		
sek	2	0	0	1	0	1				0			2	0	1	VERB:V:1	sek
sekṛ	1	0	0	1	0	0				0			1	0	0		sekf
selṛ	1	0	0	1	0	0				0			7	0	0		self
send	1	0	0	0	1	0				0			0	2	0		
send ṛorth	1	0	0	0	1	0				0			0	1	0		
separate	1	0	0	0	1	0				0			0	1	0		
serve	1	0	0	0	1	0				0			0	1	0		
set	1	0	0	0	1	0				0			0	1	0		
set in motion ?	1	0	0	0	1	0				0			0	1	0		
sev	4	1	1	1	0	1	252262	I		1	856	matched	33	0	1	VERB:V:1	sev
shake	1	0	0	0	1	0				0			0	3	0		
share	1	0	0	0	1	0				0			0	1	0		
shear	1	0	0	0	1	0				0			0	1	0		
shine	1	0	0	0	1	0				0			0	11	0		
shorten	1	0	0	0	1	0				0			0	1	0		
shrink	1	0	0	0	1	0				0			0	1	0		
shrink, curl	1	0	0	0	1	0				0			0	1	0		
si	4	1	1	1	0	1	243722	IX,V	1	1	840	matched	14	0	4	VERB:V:1;SEE:1;ind:1;f:1	si
sic	4	1	1	1	0	1	244032	VI	1	1	841	matched	71	0	3	f:2;VERB:V:1	sic
sidh	4	1	1	1	0	1	244298,244301	I,IV	2,3	2	842,843	homonym_shared	39	0	3	VERB:V:3	siD
sing	1	0	0	0	1	0				0			0	5	0		
sink	1	0	0	0	1	0				0			0	2	0		
sip	1	0	0	0	1	0				0			0	1	0		
sit	1	0	0	0	1	0				0			0	2	0		
siv	3	1	0	1	0	1	244996	IV		1			22	0	1	VERB:V:1	siv
siṛt	1	0	0	0	1	0				0			0	1	0		
skabh	2	0	0	1	0	1				0			3	0	1	VERB:V:1	skaB
skambh	4	1	1	1	0	1	254241	I,IX,V		1	858	matched	9	0	1	VERB:V:1	skamB
skanbhuḥ	1	0	0	1	0	0				0			50	0	0		skanBuH
skand	4	1	1	1	0	1	254077	I		1	857	matched	39	0	1	VERB:V:1	skand
skhad	2	0	0	1	0	1				0			1	0	1	VERB:V:1	sKad
skhada	1	0	0	1	0	0				0			43	0	0		sKada
skhal	4	1	1	1	0	1	254272	I		1	861	matched	14	0	1	VERB:V:1	sKal
sku	4	1	1	1	0	1	254257	IX,V		1	859	matched	6	0	1	VERB:V:1	sku
skudi	1	0	0	1	0	0				0			10	0	0		skudi
skumbh	2	0	0	1	0	1				0			1	0	1	VERB:V:1	skumB
skund	2	0	0	1	0	1				0			1	0	1	VERB:V:1	skund
skṛ	2	0	1	0	0	1				0	860	unmatched	0	0	1	NONE:1	
slay	1	0	0	0	1	0				0			0	1	0		
sleep	1	0	0	0	1	0				0			0	2	0		
smear	1	0	0	0	1	0				0			0	3	0		
smell	1	0	0	0	1	0				0			0	1	0		
smi	4	1	1	1	0	1	257075	I		1	893	matched	19	0	1	VERB:V:1	smi
smite	1	0	0	0	1	0				0			0	1	0		
smiṭa	1	0	0	1	0	0				0			7	0	0		smiwa
smother (?)	1	0	0	0	1	0				0			0	1	0		
smīla	1	0	0	1	0	0				0			3	0	0		smIla
smṛ	4	1	1	1	0	1	257112	I	2	1	894	matched	32	0	2	NONE:1;VERB:V:1	smf
snarl	1	0	0	0	1	0				0			0	1	0		
sneeṣe	1	0	0	0	1	0				0			0	1	0		
snih	4	1	1	1	0	1	256298	I,IV,X	1	1	876	matched	7	0	3	VERB:V:1;f:1;m:f:n:1	snih
snort	1	0	0	0	1	0				0			0	1	0		
snu	4	1	1	1	0	1	256456	II	1	1	877	matched	9	0	5	VERB:V:1;SEE:1;m:n:1;f:1;NONE:1	snu
snā	4	1	1	1	0	1	256200	II,IV	1	1	875	matched	34	0	2	VERB:V:1;m:f:n:1	snA
so	3	1	0	1	0	1	252524	IV	1	1			25	0	2	VERB:V:1;f:1	so
sob	1	0	0	0	1	0				0			0	1	0		
sound	1	0	0	0	1	0				0			0	8	0		
spadi	1	0	0	1	0	0				0			5	0	0		spadi
spand	4	1	1	1	0	1	256488	I		1	878	matched	15	0	1	VERB:V:1	spand
sparddha	1	0	0	1	0	0				0			1	0	0		spardDa
spardh	3	1	0	1	0	1	256521	I		1			12	0	1	VERB:V:1	sparD
spardha	2	0	0	1	0	1				0			18	0	2	m:f:n:1;f:1	sparDa
sparś	2	0	0	1	0	1				0			16	0	1	VERB:V:1	sparS
spaś	4	1	1	1	0	1	256550		1	1	879	unmatched	4	0	4	VERB:V:3;m:1	spaS
spaśa	2	0	0	1	0	1				0			45	0	1	m:1	spaSa
speak	1	0	0	0	1	0				0			0	5	0		
speak barbarously	1	0	0	0	1	0				0			0	1	0		
sphal	3	0	1	1	0	1				0	887	unmatched	11	0	1	VERB:V:1	sPal
sphala	1	0	0	1	0	0				0			4	0	0		sPala
sphar	3	0	1	1	0	1				0	886	matched	7	0	1	VERB:V:1	sPar
sphara	2	0	0	1	0	1				0			2	0	1	m:1	sPara
sphaṭ	3	0	1	1	0	1				0	885	unmatched	1	0	1	VERB:V:1	sPaw
sphiṭa	1	0	0	1	0	0				0			6	0	0		sPiwa
sphiṭṭa	1	0	0	1	0	0				0			2	0	0		sPiwwa
sphoṭane	1	0	0	1	0	0				0			1	0	0		sPowane
sphul	3	1	0	1	0	1	257015	VI		1			14	0	1	VERB:V:1	sPul
sphur	4	1	1	1	0	1	256968	VI	1	1	890	matched	33	0	2	VERB:V:1;NONE:1	sPur
sphurchā	1	0	0	1	0	0				0			4	0	0		sPurCA
sphurj	2	0	0	1	0	1				0			2	0	1	VERB:V:1	sPurj
sphuḍa	1	0	0	1	0	0				0			2	0	0		sPuqa
sphuḍi	1	0	0	1	0	0				0			9	0	0		sPuqi
sphuṭ	4	1	1	1	0	1	256860	I,VI		1	889	matched	34	0	1	VERB:V:1	sPuw
sphuṭir	1	0	0	1	0	0				0			2	0	0		sPuwir
sphā	1	0	1	0	0	0				0	888	unmatched	0	0	0		
sphāy	3	1	0	1	0	1	256812	I		1			10	0	1	VERB:V:1	sPAy
sphāyī	1	0	0	1	0	0				0			30	0	0		sPAyI
sphūrj	3	0	1	1	0	1				0	891	matched	4	0	1	VERB:V:1	sPUrj
sphūrjā	2	0	0	1	0	1				0			29	0	1	m:f:n:1	sPUrjA
sphṛ	1	0	1	0	0	0				0	892	unmatched	0	0	0		
spin	1	0	0	0	1	0				0			0	1	0		
split	1	0	0	0	1	0				0			0	3	0		
split, bore	1	0	0	0	1	0				0			0	1	0		
spoil	1	0	0	0	1	0				0			0	1	0		
sport	1	0	0	0	1	0				0			0	2	0		
spread	1	0	0	0	1	0				0			0	1	0		
spring	1	0	0	0	1	0				0			0	2	0		
sprinkle	1	0	0	0	1	0				0			0	3	0		
spue, eject	1	0	0	0	1	0				0			0	1	0		
spūrdh	2	0	1	0	0	1				0	880	unmatched	0	0	1	NONE:1	
spṛ	4	1	1	1	0	1	256588	V	1	1	881	matched	10	0	2	VERB:V:1;NONE:1	spf
spṛdh	2	0	1	0	0	1				0	882	matched	0	0	6	m:2;VERB:V:1;f:1;m:f:n:1;SEE:1	
spṛh	4	1	1	1	0	1	256712	X	1	1	884	matched	1	0	2	VERB:V:1;SEE:1	spfh
spṛha	1	0	0	1	0	0				0			11	0	0		spfha
spṛś	4	1	1	1	0	1	256602	VI	1	1	883	matched	43	0	3	VERB:V:1;m:f:n:1;f:1	spfS
spṛśyate	1	0	0	1	0	0				0			1	0	0		spfSyate
sraki	1	0	0	1	0	0				0			3	0	0		sraki
srambh	2	0	0	1	0	1				0			1	0	1	VERB:V:1	sramB
sranbhu	1	0	0	1	0	0				0			11	0	0		sranBu
sraṃs	4	1	1	1	0	1	257528	I	1	1	896	matched	22	0	2	VERB:V:1;NONE:1	sraMs
sraṃsu	1	0	0	1	0	0				0			14	0	0		sraMsu
srekṛ	1	0	0	1	0	0				0			1	0	0		srekf
sridh	2	0	1	0	0	1				0	897	matched	0	0	2	VERB:V:1;f:1	
sriv	2	1	0	0	0	1	257618	IV		1			0	0	1	VERB:V:1	sriv
srivu	1	0	0	1	0	0				0			9	0	0		srivu
sru	4	1	1	1	0	1	257621	I		1	899	matched	86	0	1	VERB:V:1	sru
sruh	2	0	0	1	0	1				0			1	0	1	NONE:1	sruh
srīv	2	0	1	0	0	1				0	898	unmatched	0	0	1	VERB:V:1	
stagger	1	0	0	0	1	0				0			0	3	0		
staka	1	0	0	1	0	0				0			4	0	0		staka
stambh	4	1	1	1	0	1	254463	I,IX,V		1	863	matched	32	0	1	VERB:V:1	stamB
stambhe	1	0	0	1	0	0				0			1	0	0		stamBe
stammer	1	0	0	0	1	0				0			0	1	0		
stan	4	1	1	1	0	1	254307	I		1	862	matched	30	0	1	VERB:V:1	stan
stanbha	1	0	0	1	0	0				0			1	0	0		stanBa
stanbhu	1	0	0	1	0	0				0			43	0	0		stanBu
stand	1	0	0	0	1	0				0			0	1	0		
start (?)	1	0	0	0	1	0				0			0	1	0		
stavane	1	0	0	1	0	0				0			1	0	0		stavane
steal	1	0	0	0	1	0				0			0	2	0		
sten	2	0	0	1	0	1				0			12	0	1	VERB:V:1	sten
sthag	4	1	1	1	0	1	255154	I		1	873	unmatched	1	0	1	VERB:V:1	sTag
sthal	2	0	0	1	0	1				0			6	0	1	VERB:V:1	sTal
sthuḍa	1	0	0	1	0	0				0			2	0	0		sTuqa
sthā	4	1	1	1	0	1	255316	I	1	1	874	matched	184	0	3	VERB:V:1;m:f:n:1;NONE:1	sTA
sthāpi	1	0	0	1	0	0				0			1	0	0		sTApi
sthū	2	0	0	1	0	1				0			4	0	1	NONE:1	sTU
sthūl	2	0	0	1	0	1				0			15	0	1	VERB:V:1	sTUl
stigh	4	1	1	1	0	1	254590	V		1	865	matched	2	0	1	VERB:V:1	stiG
stim	3	0	1	1	0	1				0	866	unmatched	3	0	1	VERB:V:1	stim
stink	1	0	0	0	1	0				0			0	2	0		
stir	1	0	0	0	1	0				0			0	4	0		
stir up	1	0	0	0	1	0				0			0	2	0		
stir, dissolve	1	0	0	0	1	0				0			0	1	0		
stom	2	0	0	1	0	1				0			8	0	1	NONE:1	stom
straighten (?)	1	0	0	0	1	0				0			0	1	0		
stretch	1	0	0	0	1	0				0			0	3	0		
stretch (?)	1	0	0	0	1	0				0			0	1	0		
streṭ	1	0	0	0	1	0				0			0	3	0		
stride	1	0	0	0	1	0				0			0	2	0		
strike	1	0	0	0	1	0				0			0	1	0		
striyāṃ	1	0	0	1	0	0				0			2	0	0		striyAM
stroke	1	0	0	0	1	0				0			0	2	0		
strī	2	0	0	1	0	1				0			11	0	193	m:66;m:f:n:49;n:47;f:25;m:f#A:n:2	strI
stu	4	1	1	1	0	1	254632	II	1	1	867,868	homonym_shared	46	0	4	NONE:2;VERB:V:1;SEE:1	stu
stubh	4	1	1	1	0	1	254799	I	1	1	869	matched	13	0	4	VERB:V:1;m:f:n:1;f:1;m:1	stuB
studhātor	1	0	0	1	0	0				0			1	0	0		stuDAtor
stumble	1	0	0	0	1	0				0			0	2	0		
styai	2	0	0	1	0	1				0			15	0	1	VERB:V:1	styE
styā	1	0	1	0	0	0				0	872	unmatched	0	0	0		
styāne	1	0	0	1	0	0				0			1	0	0		styAne
stā	1	0	1	0	0	0				0	864	unmatched	0	0	0		
stīm	2	0	0	1	0	1				0			1	0	2	VERB:V:2	stIm
stūp	2	0	0	1	0	1				0			8	0	1	VERB:V:1	stUp
stṛ	4	1	1	1	0	1	254842	IX,V	1	1	870	matched	26	0	3	VERB:V:1;m:1;SEE:1	stf
stṛh	2	0	1	0	0	1				0	871	matched	0	0	1	VERB:V:1	
stṛhū	1	0	0	1	0	0				0			2	0	0		stfhU
stṛkṣa	1	0	0	1	0	0				0			4	0	0		stfkza
stṛtau	1	0	0	1	0	0				0			1	0	0		stftO
stṝñ	1	0	0	1	0	0				0			40	0	0		stFY
su	4	1	1	1	0	1	245241	V	3	1	846	matched	47	0	3290	m:f:n:1102;m:851;f:531;n:338;m:f#A:n:215	su
subh	2	0	1	0	0	1				0	848	matched	0	0	1	VERB:V:1	
submerge	1	0	0	0	1	0				0			0	1	0		
succeed	1	0	0	0	1	0				0			0	3	0		
suck	1	0	0	0	1	0				0			0	1	0		
suck in	1	0	0	0	1	0				0			0	1	0		
suh	2	1	0	0	0	1	250630	IV		1			0	0	1	VERB:V:1	suh
sukh	2	0	0	1	0	1				0			23	0	1	VERB:V:1	suK
sukhe	2	0	0	1	0	1				0			1	0	1	m:f:n:1	suKe
sul	2	0	1	0	0	1				0	847	unmatched	0	0	1	NONE:1	
sur	2	0	0	1	0	1				0			2	0	1	VERB:V:1	sur
suṭṭa	1	0	0	1	0	0				0			10	0	0		suwwa
svad	4	1	1	1	0	1	258787	I		1	901	matched	22	0	1	VERB:V:1	svad
svadhā	2	0	0	1	0	1				0			2	0	1	f:1	svaDA
svaj	4	1	1	1	0	1	258776	I		1	900	matched	1	0	1	VERB:V:1	svaj
svan	4	1	1	1	0	1	258909	I	1	1	902	matched	52	0	2	VERB:V:1;SEE:1	svan
svap	4	1	1	1	0	1	258948	II	1	1	903	matched	21	0	1	VERB:V:1	svap
svar	3	0	1	1	0	1				0	904	matched	22	0	78	m:f:n:25;m:19;f:17;n:9;SEE:4	svar
svarta	1	0	0	1	0	0				0			5	0	0		svarta
svid	4	1	1	1	0	1	259802	I	2	1	906	matched	15	0	3	ind:1;VERB:V:1;NONE:1	svid
svād	2	0	1	0	0	1				0	905	matched	0	0	1	VERB:V:1	
svāda	2	0	0	1	0	1				0			5	0	2	m:1;SEE:1	svAda
svṛ	3	1	0	1	0	1	259868	I		1			25	0	1	VERB:V:1	svf
syala	1	0	0	1	0	0				0			2	0	0		syala
syama	1	0	0	1	0	0				0			4	0	0		syama
syamu	1	0	0	1	0	0				0			6	0	0		syamu
syand	4	1	1	1	0	1	257403	I		1	895	matched	44	0	1	VERB:V:1	syand
syandū	1	0	0	1	0	0				0			45	0	0		syandU
syaṃd	1	0	0	1	0	0				0			1	0	0		syaMd
syūtau	1	0	0	1	0	0				0			2	0	0		syUtO
sā	3	0	1	1	0	1				0	837,838	homonym_shared	15	0	5	f:3;NONE:2	sA
sādh	4	1	1	1	0	1	241500	I,IV,V	1	1	839	matched	46	0	2	VERB:V:1;SEE:1	sAD
sādhi	1	0	0	1	0	0				0			1	0	0		sADi
sāma	2	0	0	1	0	1				0			5	0	108	m:36;n:30;m:f:n:21;f:12;ind:3	sAma
sāmb	2	0	0	1	0	1				0			5	0	1	VERB:V:1	sAmb
sāntv	3	1	0	1	0	1	241986	X		1			3	0	1	VERB:V:1	sAntv
sāra	2	0	0	1	0	1				0			12	0	97	f:26;m:25;m:f:n:20;n:16;m:f#A:n:3	sAra
sāt	2	0	0	1	0	1				0			5	0	4	n:2;SEE:1;NONE:1	sAt
sātatye	1	0	0	1	0	0				0			1	0	0		sAtatye
sātiḥ	1	0	0	1	0	0				0			13	0	0		sAtiH
sī	3	0	1	1	0	1				0	844	unmatched	1	0	2	NONE:2	sI
sīkṛ	1	0	0	1	0	0				0			5	0	0		sIkf
sīv	1	0	1	0	0	0				0	845	matched	0	0	0		
sū	4	1	1	1	0	1	250729,250739	II,VI	1,2	2	849	matched	40	0	38	f:10;m:9;m:f:n:6;n:5;VERB:V:2	sU
sūc	2	0	0	1	0	1				0			22	0	1	VERB:V:1	sUc
sūd	4	1	1	1	0	1	251301	I,X	1	1	850	matched	24	0	2	VERB:V:1;SEE:1	sUd
sūra	2	0	0	1	0	1				0			1	0	15	m:13;m:f:n:2	sUra
sūrkṣ	3	0	1	1	0	1				0	851	matched	1	0	1	VERB:V:1	sUrkz
sūrkṣa	1	0	0	1	0	0				0			17	0	0		sUrkza
sūrkṣya	2	0	0	1	0	1				0			2	0	2	m:f:n:1;m:1	sUrkzya
sūtr	2	0	0	1	0	1				0			13	0	1	VERB:V:1	sUtr
sūtreṇa	1	0	0	1	0	0				0			1	0	0		sUtreRa
sṛ	4	1	1	1	0	1	251838	I,III,X		1	852	matched	222	0	1	VERB:V:1	sf
sṛj	4	1	1	1	0	1	251924	VI	1	1	854	matched	106	0	2	VERB:V:1;NONE:1	sfj
sṛk	2	0	1	0	0	1				0	853	unmatched	0	0	1	NONE:1	
sṛnbhu	1	0	0	1	0	0				0			9	0	0		sfnBu
sṛp	4	1	1	1	0	1	252008	I		1	855	matched	50	0	1	VERB:V:1	sfp
sṝ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	sF
sṭalloṭ	1	0	0	0	1	0				0			0	1	0		
sṭeat	1	0	0	0	1	0				0			0	1	0		
sṭeep	1	0	0	0	1	0				0			0	1	0		
sṭeeten	1	0	0	0	1	0				0			0	1	0		
sṭell	1	0	0	0	1	0				0			0	1	0		
sṭell, ṛatten	1	0	0	0	1	0				0			0	1	0		
sṭing	1	0	0	0	1	0				0			0	1	0		
ta	2	0	0	1	0	1				0			5	0	14	m:3;n:2;SEE:2;NONE:1;f:1	ta
tacchīlārthe	1	0	0	1	0	0				0			1	0	0		tacCIlArTe
tad	2	0	0	1	0	1				0			8	0	113	m:f:n:51;ind:15;n:15;m:10;NONE:7	tad
tagi	1	0	0	1	0	0				0			1	0	0		tagi
tak	3	0	1	1	0	1				0	288	matched	8	0	1	VERB:V:1	tak
taka	2	0	0	1	0	1				0			5	0	1	m:f:n:1	taka
take	1	0	0	0	1	0				0			0	2	0		
take hold	1	0	0	0	1	0				0			0	1	0		
take pleasure	1	0	0	0	1	0				0			0	2	0		
taki	1	0	0	1	0	0				0			3	0	0		taki
takṣ	4	1	1	1	0	1	81602	I,II,V	1	1	289	matched	55	0	2	VERB:V:1;SEE:1	takz
takṣū	1	0	0	1	0	0				0			26	0	0		takzU
tal	2	0	0	1	0	1				0			9	0	3	n:1;VERB:V:1;SEE:1	tal
tam	4	1	1	1	0	1	82867	IV		1	297	matched	17	0	1	VERB:V:1	tam
tamu	1	0	0	1	0	0				0			68	0	0		tamu
tan	4	1	1	1	0	1	82220,82226	IV,VIII	2,3	2	293,294	homonym_shared	75	0	31	m:f:n:9;n:6;m:4;VERB:V:3;SEE:3	tan
tancu	1	0	0	1	0	0				0			12	0	0		tancu
tancū	1	0	0	1	0	0				0			58	0	0		tancU
tand	2	0	1	0	0	1				0	295	matched	0	0	1	VERB:V:1	
tandr	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tandr
tanu	2	0	0	1	0	1				0			133	0	62	m:21;n:13;m:f:n:11;f:10;m:f#A:n:3	tanu
tanū	2	0	0	1	0	1				0			5	0	37	m:12;m:f:n:11;n:6;f:3;NONE:2	tanU
tanūkaraṇe	1	0	0	1	0	0				0			1	0	0		tanUkaraRe
tap	4	1	1	1	0	1	82608	I,IV	2	1	296	matched	242	0	3	VERB:V:2;m:f:n:1	tap
tapasya	2	0	0	1	0	1				0			1	0	4	VERB:N:1;m:f#A:n:1;m:1;n:1	tapasya
tarateḥ	1	0	0	1	0	0				0			1	0	0		tarateH
tard	2	0	0	1	0	1				0			9	0	1	VERB:V:1	tard
tarj	4	1	1	1	0	1	83427	I		1	299	matched	25	0	1	VERB:V:1	tarj
tarjja	1	0	0	1	0	0				0			1	0	0		tarjja
tark	4	1	1	1	0	1	83341	X		1	298	unmatched	19	0	1	VERB:V:1	tark
tas	2	0	1	0	0	1				0	300	matched	0	0	2	VERB:V:1;m:f:n:1	
tasi	1	0	0	1	0	0				0			8	0	0		tasi
tasu	1	0	0	1	0	0				0			2	0	0		tasu
tathātvam	1	0	0	1	0	0				0			2	0	0		taTAtvam
tato	2	0	0	1	0	1				0			12	0	4	m:f:n:2;ICF:tatas:1;m:1	tato
tatra	2	0	0	1	0	1				0			1	0	10	m:f:n:5;m:3;ind:1;f:1	tatra
tatri	1	0	0	1	0	0				0			40	0	0		tatri
tañc	3	0	1	1	0	1				0	290	matched	4	0	2	VERB:V:2	taYc
taḍ	4	1	1	1	0	1	81685	X		1	292	matched	26	0	2	VERB:V:1;ind:1	taq
taḍi	2	0	0	1	0	1				0			12	0	2	NONE:1;SEE:1	taqi
taṃk	1	0	0	1	0	0				0			1	0	0		taMk
taṃs	3	0	1	1	0	1				0	287	matched	8	0	1	VERB:V:1	taMs
taṅk	2	0	0	1	0	1				0			2	0	1	VERB:V:1	taNk
taṅkane	1	0	0	1	0	0				0			1	0	0		taNkane
taṭ	3	0	1	1	0	1				0	291	matched	4	0	1	VERB:V:1	taw
taṭastha	1	0	0	1	0	0				0			2	0	0		tawasTa
tear	1	0	0	0	1	0				0			0	7	0		
teja	2	0	0	1	0	1				0			1	0	7	m:4;NONE:3	teja
tepṛ	1	0	0	1	0	0				0			12	0	0		tepf
tevṛ	1	0	0	1	0	0				0			2	0	0		tevf
thicken, (?)	1	0	0	0	1	0				0			0	1	0		
think	1	0	0	0	1	0				0			0	4	0		
threaten	1	0	0	0	1	0				0			0	1	0		
thrive	1	0	0	0	1	0				0			0	3	0		
throṭ	1	0	0	0	1	0				0			0	2	0		
thunder	1	0	0	0	1	0				0			0	1	0		
thurvī	1	0	0	1	0	0				0			2	0	0		TurvI
thuḍ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	Tuq
thuṣa	1	0	0	1	0	0				0			1	0	0		Tuza
ti	2	0	1	0	0	1				0	304	unmatched	0	0	1	NONE:1	
tie	1	0	0	0	1	0				0			0	2	0		
tig	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tig
tij	4	1	1	1	0	1	84753	I		1	305	matched	117	0	1	VERB:V:1	tij
tik	2	0	0	1	0	1				0			3	0	1	VERB:V:1	tik
tikṛ	1	0	0	1	0	0				0			6	0	0		tikf
til	3	0	1	1	0	1				0	308	unmatched	17	0	2	VERB:V:2	til
tilla	1	0	0	1	0	0				0			1	0	0		tilla
tim	3	0	1	1	0	1				0	306	matched	12	0	1	VERB:V:1	tim
tipṛ	1	0	0	1	0	0				0			8	0	0		tipf
tir	1	0	1	0	0	0				0	307	unmatched	0	0	0		
tiras	2	0	0	1	0	1				0			8	0	16	f:5;m:f:n:5;m:4;ind:1;m:f#I:n:1	tiras
to have seḷual intercourse	1	0	0	0	1	0				0			0	1	0		
to void eḷcrement	1	0	0	0	1	0				0			0	1	0		
torment	1	0	0	0	1	0				0			0	1	0		
totter	1	0	0	0	1	0				0			0	2	0		
tradi	1	0	0	1	0	0				0			1	0	0		tradi
trai	2	0	0	1	0	1				0			17	0	1	VERB:V:1	trE
traki	1	0	0	1	0	0				0			5	0	0		traki
trakṣa	1	0	0	1	0	0				0			8	0	0		trakza
trap	3	0	1	1	0	1				0	325	matched	10	0	1	VERB:V:1	trap
trapūṣ	1	0	0	1	0	0				0			58	0	0		trapUz
tras	4	1	1	1	0	1	87510	I,IV	2	1	326	matched	30	0	2	VERB:V:2	tras
trasi	1	0	0	1	0	0				0			2	0	0		trasi
trasī	1	0	0	1	0	0				0			61	0	0		trasI
traukṛ	1	0	0	1	0	0				0			3	0	0		trOkf
tremble	1	0	0	0	1	0				0			0	5	0		
trip	1	0	0	0	1	0				0			0	1	0		
trisi	1	0	0	1	0	0				0			2	0	0		trisi
trunpa	1	0	0	1	0	0				0			3	0	0		trunpa
truṭ	3	0	1	1	0	1				0	328	matched	4	0	1	VERB:V:1	truw
truṭa	1	0	0	1	0	0				0			3	0	0		truwa
trā	3	0	1	1	0	1				0	327	matched	6	0	1	m:1	trA
trāse	1	0	0	1	0	0				0			1	0	0		trAse
trāṇe	1	0	0	1	0	0				0			1	0	0		trARe
tsar	3	0	1	1	0	1				0	334	matched	4	0	1	VERB:V:1	tsar
tsara	1	0	0	1	0	0				0			4	0	0		tsara
tu	3	0	1	1	0	1				0	309	matched	72	0	2	VERB:V:1;ind:1	tu
tubha	1	0	0	1	0	0				0			4	0	0		tuBa
tubi	1	0	0	1	0	0				0			14	0	0		tubi
tuc	2	0	1	0	0	1				0	310	unmatched	0	0	1	f:1	
tud	4	1	1	1	0	1	85879	VI	1	1	312	matched	95	0	2	VERB:V:1;m:f:n:1	tud
tuhir	1	0	0	1	0	0				0			45	0	0		tuhir
tuj	4	1	1	1	0	1	85813	I,VI	2	1	311	matched	4	0	4	f:2;VERB:V:1;m:f:n:1	tuj
tuja	2	0	0	1	0	1				0			7	0	1	NONE:1	tuja
tuji	2	0	0	1	0	1				0			10	0	2	NONE:2	tuji
tul	4	1	1	1	0	1	86105	X		1	315	unmatched	43	0	1	VERB:V:1	tul
tump	2	0	0	1	0	1				0			2	0	1	VERB:V:1	tump
tunpa	1	0	0	1	0	0				0			59	0	0		tunpa
tunpha	1	0	0	1	0	0				0			7	0	0		tunPa
tup	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tup
tupa	1	0	0	1	0	0				0			7	0	0		tupa
tupha	1	0	0	1	0	0				0			4	0	0		tuPa
tur	3	0	1	1	0	1				0	313	matched	17	0	2	VERB:V:1;m:f:n:1	tur
turaṇa	2	0	0	1	0	1				0			1	0	1	m:f#A:n:1	turaRa
turn	1	0	0	0	1	0				0			0	1	0		
turn (?)	1	0	0	0	1	0				0			0	2	0		
turv	3	0	1	1	0	1				0	314	homonym_shared	5	0	1	VERB:V:1	turv
turvī	1	0	0	1	0	0				0			45	0	0		turvI
turīya	2	0	0	1	0	1				0			1	0	10	n:4;m:f:n:3;m:2;VERB:N:1	turIya
tusa	1	0	0	1	0	0				0			3	0	0		tusa
tuttha	2	0	0	1	0	1				0			35	0	2	m:n:1;n:1	tutTa
tuś	3	0	1	1	0	1				0	316	matched	4	0	2	VERB:V:2	tuS
tuḍ	2	0	0	1	0	1				0			2	0	1	VERB:V:1	tuq
tuḍṛ	1	0	0	1	0	0				0			49	0	0		tuqf
tuṇa	1	0	0	1	0	0				0			10	0	0		tuRa
tuṇḍ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tuRq
tuṣ	4	1	1	1	0	1	86265	IV		1	317	matched	77	0	1	VERB:V:1	tuz
tuṭ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tuw
tuṭa	1	0	0	1	0	0				0			2	0	0		tuwa
tvac	3	0	1	1	0	1				0	331	unmatched	61	0	2	VERB:V:1;f:1	tvac
tvakṣ	3	0	1	1	0	1				0	329	matched	3	0	1	VERB:V:1	tvakz
tvakṣū	1	0	0	1	0	0				0			7	0	0		tvakzU
tvancu	1	0	0	1	0	0				0			2	0	0		tvancu
