form_key	n_sources	whitneyroots	mws	cslorig_etym	sanskritlex	mwderiv	whitneyroots_mw_L	whitneyroots_class	whitneyroots_homonym	whitneyroots_records	mws_whitney_id	mws_dcs_status	cslorig_oracle_pairs	sanskritlex_rows	mwderiv_rows	mwderiv_classes	slp1_native
garh	4	1	1	1	0	1	64179	I,X		1	173	matched	68	0	1	VERB:V:1	garh
garhaṇaṃ	1	0	0	1	0	0				0			1	0	0		garhaRaM
garj	4	1	1	1	0	1	63862	I		1	171	matched	38	0	1	VERB:V:1	garj
garjja	1	0	0	1	0	0				0			4	0	0		garjja
garv	2	0	0	1	0	1				0			48	0	1	VERB:V:1	garv
garvva	1	0	0	1	0	0				0			2	0	0		garvva
gatau	1	0	0	1	0	0				0			19	0	0		gatO
gather	1	0	0	0	1	0				0			0	1	0		
gatyartheti	1	0	0	1	0	0				0			1	0	0		gatyarTeti
gatyādau	1	0	0	1	0	0				0			1	0	0		gatyAdO
gatyāṃ	1	0	0	1	0	0				0			1	0	0		gatyAM
gauṇe	1	0	0	1	0	0				0			1	0	0		gORe
gaveṣ	2	0	0	1	0	1				0			5	0	1	VERB:V:1	gavez
gavya	2	0	0	1	0	1				0			1	0	7	VERB:N:1;m:f:n:1;m:1;f:n:1;n:1	gavya
gaḍ	2	0	0	1	0	1				0			2	0	1	VERB:V:1	gaq
gaḍa	2	0	0	1	0	1				0			58	0	3	n:2;m:1	gaqa
gaḍi	2	0	0	1	0	1				0			3	0	1	m:1	gaqi
gaṇ	3	1	0	1	0	1	62523	X		1			63	0	1	VERB:V:1	gaR
generate, enliven, impel	1	0	0	0	1	0				0			0	1	0		
gepṛ	1	0	0	1	0	0				0			62	0	0		gepf
gevṛ	1	0	0	1	0	0				0			3	0	0		gevf
geṣṛ	1	0	0	1	0	0				0			4	0	0		gezf
ghaj	1	0	0	1	0	0				0			1	0	0		Gaj
ghar	3	0	1	1	0	1				0	203	matched	12	0	1	VERB:V:1	Gar
ghas	4	1	1	1	0	1	69692	I		1	204	matched	14	0	1	VERB:V:1	Gas
ghasḷ	1	0	0	1	0	0				0			61	0	0		Gasx
ghañarthe	1	0	0	1	0	0				0			15	0	0		GaYarTe
ghañatha	1	0	0	1	0	0				0			1	0	0		GaYaTa
ghañrthe	1	0	0	1	0	0				0			1	0	0		GaYrTe
ghañārthe	1	0	0	1	0	0				0			1	0	0		GaYArTe
ghaḍa	1	0	0	1	0	0				0			1	0	0		Gaqa
ghaṣa	1	0	0	1	0	0				0			4	0	0		Gaza
ghaṭ	4	1	1	1	0	1	69219	I		1	201	matched	86	0	1	VERB:V:1	Gaw
ghaṭi	2	0	0	1	0	1				0			4	0	6	m:2;f:1;m:f:n:1;NONE:1;ICF:Gawin:1	Gawi
ghaṭṭ	4	1	1	1	0	1	69346	I,X		1	202	matched	41	0	1	VERB:V:1	Gaww
ghrā	4	1	1	1	0	1	70246	I,II,III		1	210	matched	103	0	1	VERB:V:1	GrA
ghura	1	0	0	1	0	0				0			1	0	0		Gura
ghuṇ	2	0	0	1	0	1				0			58	0	1	VERB:V:1	GuR
ghuṇi	2	0	0	1	0	1				0			5	0	1	m:f:n:1	GuRi
ghuṣ	4	1	1	1	0	1	69841	I	1	1	206	matched	36	0	2	VERB:V:2	Guz
ghuṣi	1	0	0	1	0	0				0			50	0	0		Guzi
ghuṣir	1	0	0	1	0	0				0			95	0	0		Guzir
ghuṭ	3	0	1	1	0	1				0	205	unmatched	2	0	1	VERB:V:1	Guw
ghuṭa	2	0	0	1	0	1				0			1	0	1	m:1	Guwa
ghūrī	1	0	0	1	0	0				0			1	0	0		GUrI
ghūrṇ	4	1	1	1	0	1	69925	I		1	207	matched	72	0	1	VERB:V:1	GUrR
ghṛ	4	1	1	1	0	1	69935	I,III,X	1	1	208	matched	53	0	2	VERB:V:2	Gf
ghṛda	1	0	0	1	0	0				0			1	0	0		Gfda
ghṛṇ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	GfR
ghṛṇi	2	0	0	1	0	1				0			11	0	4	m:1;m:f:n:1;ICF:GfRin:1;n:1	GfRi
ghṛṣ	4	1	1	1	0	1	70114	I	2	1	209	matched	17	0	2	NONE:1;VERB:V:1	Gfz
ghṛṣu	2	0	0	1	0	1				0			9	0	1	m:f:n:1	Gfzu
gil	1	0	0	1	0	0				0			4	0	0		gil
gila	2	0	0	1	0	1				0			2	0	4	m:f:n:2;m:2	gila
gir	2	0	1	0	0	1				0	179	unmatched	0	0	11	m:f:n:6;m:2;SEE:2;f:1	
give	1	0	0	0	1	0				0			0	2	0		
give birth, be born	1	0	0	0	1	0				0			0	1	0		
glah	4	1	1	1	0	1	69145	I		1	199	matched	1	0	1	VERB:V:1	glah
glaha	2	0	0	1	0	1				0			59	0	1	m:1	glaha
glai	3	1	0	1	0	1	69170	I,II		1			5	0	1	VERB:V:1	glE
glap	2	0	1	0	0	1				0	198	unmatched	0	0	1	VERB:V:1	
glas	2	0	0	1	0	1				0			1	0	1	VERB:V:1	glas
glasu	1	0	0	1	0	0				0			2	0	0		glasu
glean	1	0	0	0	1	0				0			0	1	0		
glepṛ	1	0	0	1	0	0				0			2	0	0		glepf
glevṛ	1	0	0	1	0	0				0			2	0	0		glevf
gleṣṛ	1	0	0	1	0	0				0			6	0	0		glezf
gluc	2	0	0	1	0	1				0			1	0	1	VERB:V:1	gluc
gluncu	1	0	0	1	0	0				0			51	0	0		gluncu
glā	2	0	1	0	0	1				0	200	matched	0	0	2	SEE:1;f:1	
go	2	0	0	0	1	1				0			0	6	735	m:298;f:135;n:132;m:f:n:87;NONE:29	
go (?)	1	0	0	0	1	0				0			0	2	0		
go emulously	1	0	0	0	1	0				0			0	1	0		
go ṛorth	1	0	0	0	1	0				0			0	1	0		
go ṭrong	1	0	0	0	1	0				0			0	1	0		
godhā	2	0	0	1	0	1				0			5	0	7	f:5;n:1;m:1	goDA
goma	1	0	0	1	0	0				0			37	0	0		goma
gopāya	2	0	0	1	0	1				0			2	0	2	VERB:N:1;m:f:n:1	gopAya
goṣṭa	1	0	0	1	0	0				0			50	0	0		gozwa
goṣṭha	2	0	0	1	0	1				0			5	0	1	VERB:N:1	gozWa
grabh	3	0	1	1	0	1				0	196	unmatched	12	0	1	NONE:1	graB
grah	3	1	0	1	0	1	68591	IX		1			342	0	1	VERB:V:1	grah
grantha	2	0	0	1	0	1				0			69	0	11	m:7;f:2;n:1;NONE:1	granTa
gras	4	1	1	1	0	1	68546	I	1	1	197	matched	11	0	2	VERB:V:1;m:f:n:1	gras
grasa	1	0	0	1	0	0				0			21	0	0		grasa
grasp	1	0	0	0	1	0				0			0	1	0		
grasu	1	0	0	1	0	0				0			47	0	0		grasu
grath	4	1	1	1	0	1	68437	I,IX	1	1	195	unmatched	6	0	2	VERB:V:2	graT
gratha	1	0	0	1	0	0				0			62	0	0		graTa
grathi	1	0	0	1	0	0				0			23	0	0		graTi
graṃth	1	0	0	1	0	0				0			1	0	0		graMT
greet	1	0	0	0	1	0				0			0	2	0		
groṭ	1	0	0	0	1	0				0			0	3	0		
grucu	1	0	0	1	0	0				0			43	0	0		grucu
grāma	2	0	0	1	0	1				0			43	0	108	m:53;m:f:n:20;n:16;f:13;NONE:3	grAma
gu	4	1	1	1	0	1	65341	I	3	1	180	matched	5	0	6	VERB:V:3;SEE:1;f:1;n:1	gu
gud	2	0	0	1	0	1				0			52	0	1	VERB:V:1	gud
gudh	3	1	0	1	0	1	65883	I,IV,IX		1			61	0	1	VERB:V:1	guD
gudri	1	0	0	1	0	0				0			1	0	0		gudri
guh	4	1	1	1	0	1	66258	I	1	1	187	matched	30	0	2	VERB:V:1;f:1	guh
guja	1	0	0	1	0	0				0			3	0	0		guja
guji	1	0	0	1	0	0				0			6	0	0		guji
gulph	1	0	1	0	0	0				0	186	unmatched	0	0	0		
gumph	3	1	0	1	0	1	65966	VI		1			1	0	1	VERB:V:1	gumP
gunpha	1	0	0	1	0	0				0			42	0	0		gunPa
gup	3	0	1	1	0	1				0	183	matched	130	0	3	VERB:V:2;m:f:n:1	gup
guph	3	0	1	1	0	1				0	184	unmatched	1	0	1	VERB:V:1	guP
gupha	1	0	0	1	0	0				0			26	0	0		guPa
gupū	1	0	0	1	0	0				0			62	0	0		gupU
gur	3	0	1	1	0	1				0	185	matched	19	0	1	VERB:V:1	gur
gurda	1	0	0	1	0	0				0			26	0	0		gurda
gurvī	2	0	0	1	0	1				0			47	0	3	f:3	gurvI
gurī	1	0	0	1	0	0				0			72	0	0		gurI
guñj	4	1	1	1	0	1	65392	I		1	181	matched	4	0	1	VERB:V:1	guYj
guḍ	2	0	0	1	0	1				0			8	0	1	VERB:V:1	guq
guḍi	1	0	0	1	0	0				0			2	0	0		guqi
guṇ	1	0	0	1	0	0				0			1	0	0		guR
guṇa	2	0	0	1	0	1				0			11	0	151	m:f:n:46;m:41;n:30;f:25;NONE:4	guRa
guṇḍ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	guRq
guṇṭh	3	0	1	1	0	1				0	182	matched	3	0	1	VERB:V:1	guRW
guṣa	1	0	0	1	0	0				0			1	0	0		guza
gā	4	1	1	1	0	1	64493	II,III	1	1	176,177	homonym_shared	64	0	5	f:2;m:f:n:2;VERB:V:1	gA
gādhṛ	1	0	0	1	0	0				0			58	0	0		gADf
gāh	4	1	1	1	0	1	65024	I		1	178	matched	29	0	1	VERB:V:1	gAh
gāhū	1	0	0	1	0	0				0			59	0	0		gAhU
gāne	1	0	0	1	0	0				0			1	0	0		gAne
gātra	2	0	0	1	0	1				0			3	0	30	m:9;m:f:n:7;f:7;n:6;SEE:1	gAtra
gāṅ	1	0	0	1	0	0				0			21	0	0		gAN
gītā	2	0	0	1	0	1				0			1	0	1	f:1	gItA
gūrd	2	0	1	0	0	1				0	188	unmatched	0	0	2	VERB:V:2	
gūrdh	3	1	1	0	0	1	66407	X		1	189	unmatched	0	0	1	VERB:V:1	gUrD
gūrī	1	0	0	1	0	0				0			54	0	0		gUrI
gṛ	3	0	1	1	0	1				0	190,191,192	homonym_shared	51	0	1	VERB:V:1	gf
gṛdh	4	1	1	1	0	1	66434	IV		1	193	matched	2	0	1	VERB:V:1	gfD
gṛdhu	2	0	0	1	0	1				0			74	0	2	m:f:n:1;m:1	gfDu
gṛha	2	0	0	1	0	1				0			6	0	140	m:64;f:37;n:19;m:f:n:11;NONE:8	gfha
gṛhū	1	0	0	1	0	0				0			17	0	0		gfhU
gṛja	1	0	0	1	0	0				0			42	0	0		gfja
gṛji	1	0	0	1	0	0				0			48	0	0		gfji
gṝ	3	1	0	1	0	1	66808,66809	IX,VI	1,2	2			136	0	3	VERB:V:3	gF
ha	2	0	0	1	0	1				0			1	0	13	m:2;n:2;ind:2;m:f#A:n:2;SEE:2	ha
had	4	1	1	1	0	1	260291	I		1	907	unmatched	3	0	1	VERB:V:1	had
hada	1	0	0	1	0	0				0			1	0	0		hada
hal	2	0	0	1	0	1				0			12	0	4	m:n:2;VERB:V:1;m:f:n:1	hal
halantāt	1	0	0	1	0	0				0			1	0	0		halantAt
hamma	1	0	0	1	0	0				0			2	0	0		hamma
han	4	1	1	1	0	1	260297	I,II	1	1	908	matched	186	0	2	VERB:V:1;m:f#GnI:n:1	han
hanadhātor	1	0	0	1	0	0				0			1	0	0		hanaDAtor
hananaṃ	1	0	0	1	0	0				0			1	0	0		hananaM
hang	1	0	0	0	1	0				0			0	1	0		
hang doṭn	1	0	0	0	1	0				0			0	2	0		
har	1	0	1	0	0	0				0	909	homonym_shared	0	0	0		
haratīti	1	0	0	1	0	0				0			1	0	0		haratIti
harm	1	0	0	0	1	0				0			0	1	0		
hary	3	1	0	1	0	1	261643	I		1			6	0	18	m:9;m:f:n:4;ICF:hari:1;m:f#A:n:1;n:1	hary
harṣe	1	0	0	1	0	0				0			2	0	0		harze
has	4	1	1	1	0	1	262056	I	1	1	910	matched	49	0	6	m:2;VERB:V:1;ind:1;f:1;SEE:1	has
hasane	1	0	0	1	0	0				0			1	0	0		hasane
hase	1	0	0	1	0	0				0			12	0	0		hase
hasten	1	0	0	0	1	0				0			0	1	0		
hate	1	0	0	0	1	0				0			0	1	0		
hay	2	0	0	1	0	1				0			4	0	1	VERB:V:1	hay
haṭ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	haw
haṭa	2	0	0	1	0	1				0			5	0	1	NONE:1	hawa
haṭha	2	0	0	1	0	1				0			2	0	16	m:8;f:7;n:1	haWa
heal	1	0	0	0	1	0				0			0	1	0		
heat	1	0	0	0	1	0				0			0	1	0		
heed	1	0	0	0	1	0				0			0	2	0		
hel	2	0	0	1	0	1				0			6	0	1	NONE:1	hel
heḍ	3	0	1	1	0	1				0	927	unmatched	4	0	1	VERB:V:1	heq
heḍṛ	1	0	0	1	0	0				0			1	0	0		heqf
heṣ	4	1	1	1	0	1	264415	I	1	1	928	matched	3	0	2	VERB:V:1;NONE:1	hez
heṣṛ	1	0	0	1	0	0				0			5	0	0		hezf
heṭh	3	0	1	1	0	1				0	926	unmatched	11	0	2	VERB:V:2	heW
hi	4	1	1	1	0	1	262717	V	1	1	914	matched	35	0	2	VERB:V:1;ind:1	hi
hide	1	0	0	0	1	0				0			0	2	0		
hide, (?)	1	0	0	0	1	0				0			0	1	0		
hikk	3	0	1	1	0	1				0	916	matched	4	0	1	VERB:V:1	hikk
hil	2	0	0	1	0	1				0			1	0	1	VERB:V:1	hil
hila	2	0	0	1	0	1				0			5	0	1	m:1	hila
hinsa	1	0	0	1	0	0				0			1	0	0		hinsa
hire	1	0	0	0	1	0				0			0	1	0		
hisi	1	0	0	1	0	0				0			16	0	0		hisi
hiṃs	4	1	1	1	0	1	262731	I,VII,X	1	1	915	matched	9	0	2	VERB:V:1;m:f:n:1	hiMs
hiṃsane	1	0	0	1	0	0				0			3	0	0		hiMsane
hiṃsāyām	1	0	0	1	0	0				0			4	0	0		hiMsAyAm
hiṃsāyāṃ	1	0	0	1	0	0				0			5	0	0		hiMsAyAM
hiṇḍ	3	0	1	1	0	1				0	917	matched	4	0	1	VERB:V:1	hiRq
hiṭa	1	0	0	1	0	0				0			1	0	0		hiwa
hlag	2	1	0	0	0	1	264823	I		1			0	0	1	VERB:V:1	hlag
hlasa	1	0	0	1	0	0				0			4	0	0		hlasa
hlād	4	1	1	1	0	1	264827	I		1	935	matched	11	0	1	VERB:V:1	hlAd
hlādī	1	0	0	1	0	0				0			7	0	0		hlAdI
hmal	2	0	0	1	0	1				0			2	0	1	VERB:V:1	hmal
hmala	2	0	0	1	0	1				0			4	0	1	NONE:1	hmala
hnu	4	1	1	1	0	1	264643	II		1	929	matched	15	0	1	VERB:V:1	hnu
hnuṅ	1	0	0	1	0	0				0			9	0	0		hnuN
hold	1	0	0	0	1	0				0			0	1	0		
hoḍ	2	0	0	1	0	1				0			3	0	1	VERB:V:1	hoq
hoḍṛ	2	0	0	1	0	1				0			1	0	1	m:1	hoqf
hoṭl	1	0	0	0	1	0				0			0	1	0		
hrada	2	0	0	1	0	1				0			4	0	3	m:f#A:n:1;m:1;m:f#A:1	hrada
hras	4	1	1	1	0	1	264681	I		1	930	matched	7	0	1	VERB:V:1	hras
hrasa	1	0	0	1	0	0				0			5	0	0		hrasa
hrasvaśca	1	0	0	1	0	0				0			1	0	0		hrasvaSca
hrasvaḥ	1	0	0	1	0	0				0			1	0	0		hrasvaH
hreṣ	3	1	1	0	0	1	264815	I		1	934	matched	0	0	1	VERB:V:1	hrez
hreṣṛ	1	0	0	1	0	0				0			2	0	0		hrezf
hru	2	0	0	1	0	1				0			5	0	1	VERB:V:1	hru
hrād	4	1	1	1	0	1	264747	I		1	931	matched	24	0	1	VERB:V:1	hrAd
hrī	4	1	1	1	0	1	264772	III	1	1	932	matched	17	0	17	m:f:n:7;m:4;n:3;f:2;VERB:V:1	hrI
hu	4	1	1	1	0	1	263443	III	1	1	919	matched	91	0	2	VERB:V:1;ind:1	hu
hul	2	0	0	1	0	1				0			2	0	1	VERB:V:1	hul
hula	2	0	0	1	0	1				0			5	0	3	m:1;n:1;f:1	hula
hum	2	0	0	0	1	1				0			0	4	2	ind:1;m:1	
hurch	2	0	0	1	0	1				0			2	0	1	VERB:V:1	hurC
hurchā	1	0	0	1	0	0				0			7	0	0		hurCA
hurl (?)	1	0	0	0	1	0				0			0	1	0		
huḍi	1	0	0	1	0	0				0			5	0	0		huqi
huṇḍ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	huRq
hval	4	1	1	1	0	1	264858	I		1	936	matched	7	0	1	VERB:V:1	hval
hvala	2	0	0	1	0	1				0			1	0	1	m:f:n:1	hvala
hve	3	1	0	1	0	1	264875	I		1			42	0	1	VERB:V:1	hve
hvṛ	4	1	1	1	0	1	264863	I		1	937	matched	10	0	1	VERB:V:1	hvf
hā	4	1	1	1	0	1	262501,262507	I,III	2,3	2	911,912	homonym_shared	49	0	10	m:4;f:2;VERB:V:2;ind:1;m:f:n:1	hA
hās	1	0	1	0	0	0				0	913	matched	0	0	0		
hāṅ	1	0	0	1	0	0				0			5	0	0		hAN
hīḍ	4	1	1	1	0	1	263406			1	918	matched	3	0	1	VERB:V:1	hIq
hū	2	0	1	0	0	1				0	921	unmatched	0	0	5	NONE:1;m:f:n:1;ind:1;m:1;SEE:1	
hūrccha	1	0	0	1	0	0				0			1	0	0		hUrcCa
hūrch	2	0	1	0	0	1				0	922	matched	0	0	2	VERB:V:1;NONE:1	
hṛ	4	1	1	1	0	1	263626,263654	I,IX	1,2	2	923,924	homonym_shared	145	0	2	VERB:V:2	hf
hṛṣ	4	1	1	1	0	1	263915	I,IV		1	925	matched	37	0	1	VERB:V:1	hfz
hṛṣu	2	0	0	1	0	1				0			9	0	2	m:f:n:1;m:1	hfzu
i	4	1	1	1	0	1	28539	II	5	1	29,30	homonym_shared	273	0	25	m:8;ind:8;NONE:2;m:f:n:2;LEXID=pron,STEM=idam:1	i
ich	1	0	1	0	0	0				0	32	homonym_shared	0	0	0		
id	2	0	0	1	0	1				0			2	0	1	ind:1	id
idh	2	0	1	0	0	1				0	35	unmatched	0	0	1	NONE:1	
idi	1	0	0	1	0	0				0			39	0	0		idi
igi	1	0	0	1	0	0				0			3	0	0		igi
ik	1	0	0	1	0	0				0			46	0	0		ik
ikh	3	1	0	1	0	1	28635	I		1			42	0	2	VERB:V:2	iK
ikhi	1	0	0	1	0	0				0			47	0	0		iKi
il	4	1	1	1	0	1	29396	VI,X		1	41	matched	60	0	1	VERB:V:1	il
ilā	2	0	0	1	0	1				0			2	0	7	f:3;n:3;m:1	ilA
imanico'	1	0	0	1	0	0				0			1	0	0		imanico'
impel	1	0	0	0	1	0				0			0	2	0		
impel, generate	1	0	0	0	1	0				0			0	1	0		
in	3	0	1	1	0	1				0	36	unmatched	5	0	1	NONE:1	in
inakṣ	3	0	1	1	0	1				0	37	matched	2	0	1	NONE:1	inakz
ind	2	1	0	0	0	1	28845	I		1			0	0	1	VERB:V:1	ind
indh	3	1	0	1	0	1	29258	VII		1			20	0	1	VERB:V:1	inD
injure	1	0	0	0	1	0				0			0	4	0		
inv	3	1	0	1	0	1	29294	IX,VI,VIII		1			9	0	1	VERB:V:1	inv
ir	3	1	0	1	0	1	29342	VI		1			2	0	1	VERB:V:1	ir
iradh	2	0	1	0	0	1				0	40	matched	0	0	1	VERB:V:1	
irajy	1	0	1	0	0	0				0	39	matched	0	0	0		
ityasmād	1	0	0	1	0	0				0			1	0	0		ityasmAd
ityatra	1	0	0	1	0	0				0			1	0	0		ityatra
ityukte	1	0	0	1	0	0				0			1	0	0		ityukte
ityādinā	1	0	0	1	0	0				0			4	0	0		ityAdinA
ivi	1	0	0	1	0	0				0			39	0	0		ivi
iyakṣ	3	0	1	1	0	1				0	38	matched	1	0	1	VERB:V:1	iyakz
iḍ	2	0	1	0	0	1				0	34	homonym_shared	0	0	1	NONE:1	
iṅ	2	0	0	1	0	1				0			78	0	1	NONE:1	iN
iṅa	1	0	0	1	0	0				0			2	0	0		iNa
iṅg	4	1	1	1	0	1	28638	I		1	31	matched	6	0	1	VERB:V:1	iNg
iṅkh	3	1	0	1	0	1	28637	I		1			1	0	2	VERB:V:2	iNK
iṇ	1	0	0	1	0	0				0			5	0	0		iR
iṇa	1	0	0	1	0	0				0			6	0	0		iRa
iṣ	4	1	1	1	0	1	29439,29516	I,IV,VI	1,3	2	42,43	homonym_shared	146	0	9	m:f:n:4;f:3;VERB:V:2	iz
iṣu	2	0	0	1	0	1				0			4	0	35	m:16;m:f:n:9;n:4;f:2;m:f:1	izu
iṣūya	2	1	0	0	0	1	29546			1			0	0	1	VERB:V:1	izUya
iṭ	3	1	1	0	0	1	28677	I		1	33	unmatched	0	0	2	VERB:V:1;m:1	iw
iṭa	2	0	0	1	0	1				0			3	0	2	m:1;n:1	iwa
ja	2	0	0	1	0	1				0			7	0	6	m:3;NONE:1;m:f#A:n:1;m:f:n:1	ja
jabh	2	0	0	1	0	1				0			3	0	2	VERB:V:2	jaB
jabhi	1	0	0	1	0	0				0			6	0	0		jaBi
jabhī	1	0	0	1	0	0				0			59	0	0		jaBI
jagh	1	0	1	0	0	0				0	248	unmatched	0	0	0		
jah	1	0	1	0	0	0				0	256	unmatched	0	0	0		
jaj	2	0	0	1	0	1				0			1	0	1	VERB:V:1	jaj
jaja	2	0	0	1	0	1				0			1	0	1	m:1	jaja
jaji	1	0	0	1	0	0				0			1	0	0		jaji
jakṣ	4	1	1	1	0	1	76187	II	2	1	246,247	homonym_shared	55	0	2	VERB:V:2	jakz
jal	2	0	0	1	0	1				0			25	0	1	VERB:V:1	jal
jalp	3	0	1	1	0	1				0	254	matched	73	0	1	VERB:V:1	jalp
jam	3	0	1	1	0	1				0	251	unmatched	3	0	3	SEE:1;VERB:V:1;INFLECTID=m1d,STEM=jampati:1	jam
jamba	2	0	0	1	0	1				0			2	0	1	m:1	jamba
jambh	2	0	1	0	0	1				0	252	unmatched	0	0	2	VERB:V:1;NONE:1	
jambha	2	0	0	1	0	1				0			1	0	10	m:6;n:1;ind:1;m:f:n:1;SEE:1	jamBa
jamu	1	0	0	1	0	0				0			1	0	0		jamu
jan	4	1	1	1	0	1	76735	I,II,III,IV,X		1	249	matched	122	0	1	VERB:V:1	jan
janaḥ	1	0	0	1	0	0				0			1	0	0		janaH
janeḥ	1	0	0	1	0	0				0			1	0	0		janeH
janī	2	0	0	1	0	1				0			2	0	1	f:1	janI
jap	4	1	1	1	0	1	77153	I		1	250	matched	83	0	1	VERB:V:1	jap
jar	2	0	1	0	0	1				0	253	unmatched	0	0	2	m:1;f:1	
jarja	1	0	0	1	0	0				0			4	0	0		jarja
jas	3	0	1	1	0	1				0	255	matched	4	0	1	VERB:V:1	jas
jasi	1	0	0	1	0	0				0			3	0	0		jasi
jasu	2	0	0	1	0	1				0			78	0	1	f:1	jasu
java	2	0	0	1	0	1				0			3	0	5	m:f:n:3;m:2	java
jaḍa	2	0	0	1	0	1				0			8	0	14	m:f:n:5;m:4;n:2;m:f#A:n:1;f:1	jaqa
jaṃh	2	0	0	1	0	1				0			4	0	1	VERB:V:1	jaMh
jaṣa	2	0	0	1	0	1				0			2	0	1	m:1	jaza
jaṭa	2	0	0	1	0	1				0			14	0	3	m:2;m:f:n:1	jawa
jeh	3	0	1	1	0	1				0	268	matched	1	0	1	VERB:V:1	jeh
jehṛ	1	0	0	1	0	0				0			3	0	0		jehf
jerk etc	1	0	0	0	1	0				0			0	1	0		
jeṣṛ	1	0	0	1	0	0				0			1	0	0		jezf
jham	2	0	0	1	0	1				0			1	0	1	VERB:V:1	Jam
jhamu	1	0	0	1	0	0				0			3	0	0		Jamu
jhar	1	0	1	0	0	0				0	277	unmatched	0	0	0		
jharjha	1	0	0	1	0	0				0			2	0	0		JarJa
jhaṇ	2	0	1	0	0	1				0	276	unmatched	0	0	2	VERB:V:1;NONE:1	
jhaṣ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	Jaz
jhaṣa	2	0	0	1	0	1				0			9	0	7	m:5;n:2	Jaza
jhaṭ	2	0	1	0	0	1				0	275	unmatched	0	0	2	VERB:V:1;ind:1	
jhaṭa	1	0	0	1	0	0				0			1	0	0		Jawa
jhṝ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	JF
jhṝṣ	1	0	0	1	0	0				0			4	0	0		JFz
ji	4	1	1	1	0	1	79180	I,IX	1	1	258,259	homonym_shared	215	0	3	VERB:V:1;m:f:n:1;m:1	ji
jihma	2	0	0	1	0	1				0			5	0	17	m:f:n:9;n:3;m:3;m:f#A:n:1;f:1	jihma
jim	2	0	0	1	0	1				0			37	0	1	VERB:V:1	jim
jinv	3	1	0	1	0	1	79399	I		1			6	0	1	VERB:V:1	jinv
jiri	2	0	0	1	0	1				0			3	0	1	VERB:V:1	jiri
jivi	1	0	0	1	0	0				0			44	0	0		jivi
jiṣu	1	0	0	1	0	0				0			3	0	0		jizu
join	1	0	0	0	1	0				0			0	1	0		
jri	3	0	1	1	0	1				0	272	matched	28	0	3	VERB:V:2;SEE:1	jri
ju	2	0	0	1	0	1				0			106	0	1	VERB:V:1	ju
jubhi	1	0	0	1	0	0				0			1	0	0		juBi
jugi	1	0	0	1	0	0				0			2	0	0		jugi
jur	4	1	1	1	0	1	80005	IV,VI	1	1	261	unmatched	3	0	3	VERB:V:1;m:1;m:f:n:1	jur
jutṛ	1	0	0	1	0	0				0			4	0	0		jutf
juḍa	1	0	0	1	0	0				0			12	0	0		juqa
juṣ	4	1	1	1	0	1	80017	I,III,VI	1	1	262	matched	73	0	2	VERB:V:1;m:f:n:1	juz
juṣī	1	0	0	1	0	0				0			8	0	0		juzI
jval	4	1	1	1	0	1	80890	I		1	274	matched	90	0	1	VERB:V:1	jval
jvar	4	1	1	1	0	1	80857	I		1	273	matched	15	0	1	VERB:V:1	jvar
jyut	3	0	1	1	0	1				0	271	matched	5	0	1	VERB:V:1	jyut
jyā	4	1	1	1	0	1	80523	IV,IX	1	1	270	matched	80	0	13	m:5;f:3;NONE:2;VERB:V:1;n:1	jyA
jñapa	1	0	0	1	0	0				0			64	0	0		jYapa
jñā	4	1	1	1	0	1	80318	III,IX	1	1	269	matched	295	0	4	f:2;VERB:V:1;m:f:n:1	jYA
jñāne	1	0	0	1	0	0				0			1	0	0		jYAne
jā	2	0	1	0	0	1				0	257	unmatched	0	0	6	m:f:n:2;f:1;m:f:1;NONE:1;SEE:1	
jāgṛ	3	1	0	1	0	1	78427	I,II		1			106	0	1	VERB:V:1	jAgf
jāmṛ	1	0	0	1	0	0				0			1	0	0		jAmf
jāta	2	0	0	1	0	1				0			4	0	75	m:f:n:49;f:10;n:8;m:5;m:f#A:n:1	jAta
jātiranayā	1	0	0	1	0	0				0			1	0	0		jAtiranayA
jīv	4	1	1	1	0	1	79622	I		1	260	matched	134	0	1	VERB:V:1	jIv
jū	3	0	1	1	0	1				0	263	matched	8	0	3	VERB:V:1;m:f:n:1;f:1	jU
jūrv	3	0	1	1	0	1				0	264	matched	2	0	1	VERB:V:1	jUrv
jūrī	2	0	0	1	0	1				0			1	0	1	f:1	jUrI
jūṣ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	jUz
jṛ	4	1	1	1	0	1	80120	I	2	1	265,266	homonym_shared	2	0	2	VERB:V:2	jf
jṛbhi	1	0	0	1	0	0				0			17	0	0		jfBi
jṛmbh	3	0	1	1	0	1				0	267	matched	14	0	1	VERB:V:1	jfmB
jṛṃbh	1	0	0	1	0	0				0			1	0	0		jfMB
jṝ	3	1	0	1	0	1	80153	I,IV,IX,X	1	1			120	0	2	VERB:V:2	jF
jṝṣ	1	0	0	1	0	0				0			45	0	0		jFz
ka	2	0	0	1	0	1				0			9	0	19	m:7;m:f:n:3;NONE:2;n:2;SEE:2	ka
