lane	kewa_seq	vol	page	heading_idx	kewa_slp1	match_basis	pwg_key1	witness	n_candidates	lemma_route	routes_agree	flags
modern-IE	1596	I	214	0	kIcakaH	sandhi/diacritic-normalized	kIcaka	rule	1	kIcaka	1	
modern-IE	1597	I	214	0	kIjaH	sandhi/diacritic-normalized	kIja	rule	1			
modern-IE	1598	I	214-215	0	kIwaH	sandhi/diacritic-normalized	kIwa	rule	1	kIwa	1	
modern-IE	1599	I	215	0	kIdfk	inflected-form->stem	kIdfS	dcs	1	kIdfS	same-route	
modern-IE	1599	I	215	1	kIdfkzaH	sandhi/diacritic-normalized	kIdfkza	rule	1			
modern-IE	1599	I	215	2	kIdfkSaH	unmatched			0			
modern-IE	1600	I	215	0	kInASaH	sandhi/diacritic-normalized	kInASa	rule	1	kInASa	1	
modern-IE	1601	I	215	0	kIraH	sandhi/diacritic-normalized	kIra	rule	1			
modern-IE	1602	I	215	0	kIriH	sandhi/diacritic-normalized	kIri	rule	1			
modern-IE	1603	I	215	0	kIrI	unmatched			0			
modern-IE	1603	I	215	1	kIrin	unmatched			0			bound-prefix-or-stem
modern-IE	1604	I	216	0	kIrtayati	finite-form->root	kIrtay	dcs	1	kIrtay	same-route	
modern-IE	1605	I	216	0	kIrtiH	sandhi/diacritic-normalized	kIrti	rule	1	kIrti	1	
modern-IE	1606	I	216	0	kIrSA	exact	kIrSA	PWG-key1	1			
modern-IE	1607	I	216	0	kIlaH	sandhi/diacritic-normalized	kIla	rule	1	kIla	1	
modern-IE	1608	I	216	0	kIlAlaH	sandhi/diacritic-normalized	kIlAla	rule	1	kIlAla	1	
modern-IE	1609	I	216	0	kIvAn	unmatched			0			
modern-IE	1610	I	216-217	0	kISaH	sandhi/diacritic-normalized	kISa	rule	1	kISa	1	
modern-IE	1611	I	217	0	kISmIlaH	unmatched			0			
modern-IE	1612	I	217	0	kIstaH	sandhi/diacritic-normalized	kIsta	rule	1			
modern-IE	1613	I	217	0	ku	exact	ku	PWG-key1	1	ku	1	bound-prefix-or-stem
modern-IE	1614	I	217	0	kukuwaH	sandhi/diacritic-normalized	kukuwa	rule	1			
modern-IE	1615	I	217	0	kukundare	inflected-form->stem	kukundara	dcs	1	kukundara	same-route	
modern-IE	1616	I	217	0	kukunDaH	sandhi/diacritic-normalized	kukunDa	rule	1			
modern-IE	1617	I	218	0	kukUwI	exact	kukUwI	PWG-key1	1			
modern-IE	1618	I	218	0	kukURakaH	sandhi/diacritic-normalized	kukURaka	rule	1	kukURaka	1	
modern-IE	1619	I	218	0	kukUnanaH	sandhi/diacritic-normalized	kukUnana	rule	1			
modern-IE	1620	I	218	0	kukUraBaH	sandhi/diacritic-normalized	kukUraBa	rule	1			
modern-IE	1621	I	218	0	kukUlaH	sandhi/diacritic-normalized	kukUla	rule	1	kukUla	1	
modern-IE	1622	I	218	0	kukkuwaH	sandhi/diacritic-normalized	kukkuwa	rule	1	kukkuwa	1	
modern-IE	1623	I	218-219	0	kukkuBaH	sandhi/diacritic-normalized	kukkuBa	rule	1	kukkuBa	1	
modern-IE	1624	I	219	0	kukkuraH	sandhi/diacritic-normalized	kukkura	rule	1	kukkura	1	
modern-IE	1625	I	219	0	kukziH	sandhi/diacritic-normalized	kukzi	rule	1	kukzi	1	
modern-IE	1626	I	219	0	kuNkumam	sandhi/diacritic-normalized	kuNkuma	rule	1	kuNkuma	1	
modern-IE	1627	I	219	0	kucati	unmatched			0			
modern-IE	1627	I	219	1	kuYcate	unmatched			0			
modern-IE	1628	I	219-220	0	kucaH	sandhi/diacritic-normalized	kuca	rule	1			
modern-IE	1629	I	220	0	kujaH	sandhi/diacritic-normalized	kuja	rule	1	kuja	1	
modern-IE	1630	I	220	0	kuYcate	unmatched			0			
modern-IE	1631	I	220	0	kuYcikA	exact	kuYcikA	PWG-key1	1	kuYcikA	1	
modern-IE	1632	I	220	0	kuYcikA	exact	kuYcikA	PWG-key1	1	kuYcikA	1	
modern-IE	1633	I	220	0	kuYcikA	exact	kuYcikA	PWG-key1	1	kuYcikA	1	
modern-IE	1634	I	220	0	kuYjati	unmatched			0			
modern-IE	1635	I	220	0	kuYjaraH	sandhi/diacritic-normalized	kuYjara	rule	1	kuYjara	1	
modern-IE	1636	I	220	0	kuYjaH	sandhi/diacritic-normalized	kuYja	rule	1	kuYja	1	
modern-IE	1637	I	220	0	kuwakam	sandhi/diacritic-normalized	kuwaka	rule	1			
modern-IE	1638	I	221	0	kuwajaH	sandhi/diacritic-normalized	kuwaja	rule	1	kuwaja	1	
modern-IE	1639	I	221	0	kuwati	unmatched			0			
modern-IE	1640	I	221	0	kuwannawaH	sandhi/diacritic-normalized	kuwannawa	rule	1	kuwannawa	1	
modern-IE	1641	I	221	0	kuwapaH	sandhi/diacritic-normalized	kuwapa	rule	1			
modern-IE	1642	I	221	0	kuwaruH	sandhi/diacritic-normalized	kuwaru	rule	1			
modern-IE	1643	I	221	0	kuwaruH	sandhi/diacritic-normalized	kuwaru	rule	1			
modern-IE	1644	I	221	0	kuwaH	sandhi/diacritic-normalized	kuwa	rule	1	kuwa	1	
modern-IE	1645	I	221	0	kuwaH	sandhi/diacritic-normalized	kuwa	rule	1	kuwa	1	
modern-IE	1646	I	221	0	kuwaH	sandhi/diacritic-normalized	kuwa	rule	1	kuwa	1	
modern-IE	1646	I	221	1	kuwam	sandhi/diacritic-normalized	kuwa	rule	1			
modern-IE	1647	I	221	0	kuwaH	sandhi/diacritic-normalized	kuwa	rule	1	kuwa	1	
modern-IE	1648	I	221	0	kuwaH	sandhi/diacritic-normalized	kuwa	rule	1	kuwa	1	
modern-IE	1649	I	221	0	kuwiYjaraH	unmatched			0			
modern-IE	1650	I	221-222	0	kuwilaH	sandhi/diacritic-normalized	kuwila	rule	1	kuwila	1	
modern-IE	1651	I	222	0	kuwiH	sandhi/diacritic-normalized	kuwi	rule	1			
modern-IE	1651	I	222	1	kuwI	exact	kuwI	PWG-key1	1	kuwI|kuwi	0	routes-disagree
modern-IE	1652	I	222	0	kuwI	exact	kuwI	PWG-key1	1	kuwI|kuwi	0	routes-disagree
modern-IE	1653	I	222	0	kuwI	exact	kuwI	PWG-key1	1	kuwI|kuwi	0	routes-disagree
modern-IE	1654	I	222	0	kuwI	exact	kuwI	PWG-key1	1	kuwI|kuwi	0	routes-disagree
modern-IE	1655	I	222	0	kuwIram	sandhi/diacritic-normalized	kuwIra	rule	1	kuwIra	1	
modern-IE	1656	I	222	0	kuwIram	sandhi/diacritic-normalized	kuwIra	rule	1	kuwIra	1	
modern-IE	1657	I	222	0	kuwIraH	sandhi/diacritic-normalized	kuwIra	rule	1			
modern-IE	1657	I	222	1	kuwIram	sandhi/diacritic-normalized	kuwIra	rule	1	kuwIra	1	
modern-IE	1658	I	222	0	kuwuNgakaH	sandhi/diacritic-normalized	kuwuNgaka	rule	1			
modern-IE	1659	I	222	0	kuwumbakaH	sandhi/diacritic-normalized	kuwumbaka	rule	1	kuwumbaka	1	
modern-IE	1660	I	222	0	kuwumbam	sandhi/diacritic-normalized	kuwumba	rule	1	kuwumba	1	
modern-IE	1661	I	222	0	kuwwanI	exact	kuwwanI	PWG-key1	1	kuwwanI	1	
modern-IE	1661	I	222	1	kuwwinI	exact	kuwwinI	PWG-key1	1	kuwwinI	1	
modern-IE	1662	I	223	0	kuwwayati	unmatched			0			
modern-IE	1663	I	223	0	kuwwAram	sandhi/diacritic-normalized	kuwwAra	rule	1			
modern-IE	1664	I	223	0	kuwwinI	exact	kuwwinI	PWG-key1	1	kuwwinI	1	
modern-IE	1665	I	223	0	kuwwimaH	sandhi/diacritic-normalized	kuwwima	rule	1	kuwwima	1	
modern-IE	1666	I	223	0	kuwmalaH	sandhi/diacritic-normalized	kuwmala	rule	1			
modern-IE	1667	I	223	0	kuWaraH	sandhi/diacritic-normalized	kuWara	rule	1			
modern-IE	1668	I	223	0	kuWaH	sandhi/diacritic-normalized	kuWa	rule	1			
modern-IE	1669	I	223	0	kuWAkuH	sandhi/diacritic-normalized	kuWAku	rule	1			
modern-IE	1670	I	223-224	0	kuWAraH	sandhi/diacritic-normalized	kuWAra	rule	1	kuWAra	1	
modern-IE	1671	I	224	0	kuWikaH	sandhi/diacritic-normalized	kuWika	rule	1			
modern-IE	1672	I	224	0	kuWiH	sandhi/diacritic-normalized	kuWi	rule	1	kuWi	1	
modern-IE	1673	I	224	0	kuWeraH	sandhi/diacritic-normalized	kuWera	rule	1			
modern-IE	1674	I	224	0	kuqapa	exact	kuqapa	PWG-key1	1			bound-prefix-or-stem
modern-IE	1675	I	224	0	kuqavaH	sandhi/diacritic-normalized	kuqava	rule	1	kuqava	1	
modern-IE	1676	I	224	0	kuqikA	exact	kuqikA	PWG-key1	1			
modern-IE	1677	I	224	0	kuqupaH	sandhi/diacritic-normalized	kuqupa	rule	1			
modern-IE	1678	I	224	0	kuqmalaH	sandhi/diacritic-normalized	kuqmala	rule	1			
modern-IE	1678	I	224	1	kuwmalaH	sandhi/diacritic-normalized	kuwmala	rule	1			
modern-IE	1679	I	224	0	kuqyam	sandhi/diacritic-normalized	kuqya	rule	1	kuqya	1	
modern-IE	1680	I	224	0	kuqyamatsI	exact	kuqyamatsI	PWG-key1	1			
modern-IE	1680	I	224	1	kuqyamatsyaH	sandhi/diacritic-normalized	kuqyamatsya	rule	1			
modern-IE	1680	I	224	2	kuqyapucCA	unmatched			0			
modern-IE	1681	I	224	0	kuRakaH	sandhi/diacritic-normalized	kuRaka	rule	1			
modern-IE	1682	I	225	0	kuRapam	sandhi/diacritic-normalized	kuRapa	rule	1	kuRapa	1	
modern-IE	1683	I	225	0	kuRapaH	sandhi/diacritic-normalized	kuRapa	rule	1	kuRapa	1	
modern-IE	1684	I	225	0	kuRAruH	sandhi/diacritic-normalized	kuRAru	rule	1			
modern-IE	1685	I	225	0	kuRAlaH	sandhi/diacritic-normalized	kuRAla	rule	1			
modern-IE	1685	I	225	1	kunAlaH	sandhi/diacritic-normalized	kunAla	rule	1			
modern-IE	1686	I	225	0	kuRiH	sandhi/diacritic-normalized	kuRi	rule	1	kuRi	1	
modern-IE	1687	I	225	0	kuRWati	unmatched			0			
modern-IE	1688	I	225	0	kuRWaH	sandhi/diacritic-normalized	kuRWa	rule	1	kuRWa	1	
modern-IE	1689	I	226	0	kuRqate	unmatched			0			
modern-IE	1690	I	226	0	kuRqam	sandhi/diacritic-normalized	kuRqa	rule	1	kuRqa	1	
modern-IE	1691	I	226	0	kuRqalam	sandhi/diacritic-normalized	kuRqala	rule	1	kuRqala	1	
modern-IE	1692	I	226	0	kuRqaH	sandhi/diacritic-normalized	kuRqa	rule	1	kuRqa	1	
modern-IE	1693	I	226	0	kuRqI	inflected-form->stem	kuRqin	dcs	1	kuRqin	same-route	
modern-IE	1693	I	226	1	kuRqin	exact	kuRqin	PWG-key1	1			bound-prefix-or-stem
modern-IE	1694	I	226	0	kuRqIraH	sandhi/diacritic-normalized	kuRqIra	rule	1			
modern-IE	1695	I	226-227	0	kuRqIvizAH	unmatched			0			
modern-IE	1696	I	227	0	kuRqfRAcI	exact	kuRqfRAcI	PWG-key1	1	kuRqfRAcI	1	
modern-IE	1697	I	227	0	kutapaH	sandhi/diacritic-normalized	kutapa	rule	1	kutapa	1	
modern-IE	1697	I	227	1	kutapam	sandhi/diacritic-normalized	kutapa	rule	1	kutapa	1	
modern-IE	1698	I	227	0	kutapaH	sandhi/diacritic-normalized	kutapa	rule	1	kutapa	1	
modern-IE	1699	I	227	0	kutapaH	sandhi/diacritic-normalized	kutapa	rule	1	kutapa	1	
modern-IE	1700	I	227	0	kutaH	inflected-form->stem	kutas	dcs	1	kutas	same-route	as-stem-disambiguated
modern-IE	1701	I	227	0	kutukam	sandhi/diacritic-normalized	kutuka	rule	1			
modern-IE	1702	I	227	0	kutumbukaH	unmatched			0			
modern-IE	1703	I	227-228	0	kutUhalam	sandhi/diacritic-normalized	kutUhala	rule	1	kutUhala	1	
modern-IE	1704	I	228	0	kutUH	sandhi/diacritic-normalized	kutU	rule	1	kutU	1	
modern-IE	1705	I	228	0	kutra	exact	kutra	PWG-key1	1	kutra	1	
modern-IE	1706	I	228	0	kutsayati	unmatched			0			
modern-IE	1707	I	228	0	kuTaH	sandhi/diacritic-normalized	kuTa	rule	1			
modern-IE	1707	I	228	1	kuTA	inflected-form->stem	kuTa	dcs	1	kuTa	same-route	
modern-IE	1708	I	228	0	kuTitaH	unmatched			0			
modern-IE	1709	I	228	0	kudAraH	sandhi/diacritic-normalized	kudAra	rule	1			
modern-IE	1709	I	228	1	kudAlaH	sandhi/diacritic-normalized	kudAla	rule	1			
modern-IE	1710	I	229	0	kudumbarI	exact	kudumbarI	PWG-key1	1			
modern-IE	1711	I	229	0	kuddAlaH	sandhi/diacritic-normalized	kuddAla	rule	1	kuddAla	1	
modern-IE	1712	I	229	0	kuddAlaH	sandhi/diacritic-normalized	kuddAla	rule	1	kuddAla	1	
modern-IE	1713	I	229	0	kudrIcISaPaH	unmatched			0			
modern-IE	1714	I	229	0	kunannamA	inflected-form->stem	kunannama	dcs	1	kunannama	same-route	
modern-IE	1715	I	229	0	kunAlaH	sandhi/diacritic-normalized	kunAla	rule	1			
modern-IE	1716	I	229	0	kuntalaH	sandhi/diacritic-normalized	kuntala	rule	1	kuntala	1	
modern-IE	1717	I	229	0	kuntaH	sandhi/diacritic-normalized	kunta	rule	1	kunta	1	
modern-IE	1718	I	229	0	kuntaH	sandhi/diacritic-normalized	kunta	rule	1	kunta	1	
modern-IE	1719	I	229	0	kuntApam	sandhi/diacritic-normalized	kuntApa	rule	1	kuntApa	1	
modern-IE	1720	I	229-230	0	kuntiH	sandhi/diacritic-normalized	kunti	rule	1	kunti	1	
modern-IE	1721	I	230	0	kundaH	sandhi/diacritic-normalized	kunda	rule	1	kunda	1	
modern-IE	1722	I	230	0	kundu	exact	kundu	PWG-key1	1			bound-prefix-or-stem
modern-IE	1723	I	230	0	kupinI	exact	kupinI	PWG-key1	1			
modern-IE	1724	I	230	0	kupindaH	sandhi/diacritic-normalized	kupinda	rule	1			
modern-IE	1725	I	230	0	kupyati	finite-form->root	kup	dcs	1	kup	same-route	
modern-IE	1726	I	230	0	kupyam	sandhi/diacritic-normalized	kupya	rule	1	kupya	1	
modern-IE	1727	I	231	0	kuPaRI	unmatched			0			
modern-IE	1728	I	231	0	kuberaH	sandhi/diacritic-normalized	kubera	rule	1	kubera	1	
modern-IE	1728	I	231	1	kuveraH	sandhi/diacritic-normalized	kuvera	rule	1			
modern-IE	1729	I	231-232	0	kubjaH	sandhi/diacritic-normalized	kubja	rule	1	kubja	1	
modern-IE	1730	I	232	0	kubram	sandhi/diacritic-normalized	kubra	rule	1			
modern-IE	1731	I	232	0	kuBanyuH	sandhi/diacritic-normalized	kuBanyu	rule	1			
modern-IE	1732	I	232	0	kuBA	exact	kuBA	PWG-key1	1	kuBA	1	
modern-IE	1733	I	232	0	kuBraH	unmatched			0			
modern-IE	1734	I	232-233	0	kumAraH	sandhi/diacritic-normalized	kumAra	rule	1	kumAra	1	
modern-IE	1735	I	233	0	kumAlayati	unmatched			0			
modern-IE	1735	I	233	1	kumArayati	unmatched			0			
modern-IE	1736	I	233	0	kumudam	sandhi/diacritic-normalized	kumuda	rule	1	kumuda	1	
modern-IE	1737	I	233	0	kumudA	unmatched			0			
modern-IE	1738	I	233	0	kumpaH	sandhi/diacritic-normalized	kumpa	rule	1			
modern-IE	1739	I	233	0	kumba	exact	kumba	PWG-key1	1	kumba	1	bound-prefix-or-stem
modern-IE	1740	I	234	0	kumBaH	sandhi/diacritic-normalized	kumBa	rule	1	kumBa	1	
modern-IE	1741	I	234	0	kumBaH	sandhi/diacritic-normalized	kumBa	rule	1	kumBa	1	
modern-IE	1742	I	234	0	kumBARqAH	unmatched			0			
modern-IE	1743	I	234	0	kumBilaH	sandhi/diacritic-normalized	kumBila	rule	1			
modern-IE	1744	I	234	0	kumBIkA	unmatched			0			
modern-IE	1745	I	234	0	kumBIraH	sandhi/diacritic-normalized	kumBIra	rule	1	kumBIra	1	
modern-IE	1746	I	235	0	kuyavaH	sandhi/diacritic-normalized	kuyava	rule	1			
modern-IE	1747	I	235	0	kuraNkaraH	sandhi/diacritic-normalized	kuraNkara	rule	1			
modern-IE	1747	I	235	1	kuraNkuraH	unmatched			0			
modern-IE	1748	I	235	0	kuraNgaH	sandhi/diacritic-normalized	kuraNga	rule	1	kuraNga	1	
modern-IE	1748	I	235	1	kuluNgaH	sandhi/diacritic-normalized	kuluNga	rule	1			
modern-IE	1749	I	235	0	kuraWaH	unmatched			0			
modern-IE	1749	I	235	1	kuruwin	exact	kuruwin	PWG-key1	1			bound-prefix-or-stem
modern-IE	1750	I	235	0	kuraRwaH	sandhi/diacritic-normalized	kuraRwa	rule	1	kuraRwa	1	
modern-IE	1750	I	235	1	kuraRqakaH	sandhi/diacritic-normalized	kuraRqaka	rule	1			
modern-IE	1751	I	235	0	kuraRqaH	sandhi/diacritic-normalized	kuraRqa	rule	1			
modern-IE	1752	I	235	0	kuraraH	sandhi/diacritic-normalized	kurara	rule	1	kurara	1	
modern-IE	1753	I	235	0	kurarI	unmatched			0			
modern-IE	1754	I	235	0	kuralaH	sandhi/diacritic-normalized	kurala	rule	1			
modern-IE	1754	I	235	1	kurulaH	sandhi/diacritic-normalized	kurula	rule	1			
modern-IE	1755	I	236	0	kuravaH	sandhi/diacritic-normalized	kurava	rule	1	kurava|kuru	0	routes-disagree
modern-IE	1756	I	236	0	kurIram	sandhi/diacritic-normalized	kurIra	rule	1	kurIra	1	
modern-IE	1757	I	236	0	kurIram	sandhi/diacritic-normalized	kurIra	rule	1	kurIra	1	
modern-IE	1758	I	236	0	kuruNgaH	sandhi/diacritic-normalized	kuruNga	rule	1			
modern-IE	1759	I	236	0	kurumbaH	sandhi/diacritic-normalized	kurumba	rule	1			
modern-IE	1760	I	236	0	kuruvinda	exact	kuruvinda	PWG-key1	1	kuruvinda	1	bound-prefix-or-stem
modern-IE	1761	I	236	0	kuruvindaH	sandhi/diacritic-normalized	kuruvinda	rule	1	kuruvinda	1	
modern-IE	1762	I	236	0	kuruH	sandhi/diacritic-normalized	kuru	rule	1	kuru	1	
modern-IE	1763	I	236	0	kurUwin	exact	kurUwin	PWG-key1	1			bound-prefix-or-stem
modern-IE	1764	I	236	0	kurUruH	sandhi/diacritic-normalized	kurUru	rule	1			
modern-IE	1765	I	236-237	0	kurkuwaH	sandhi/diacritic-normalized	kurkuwa	rule	1			
modern-IE	1766	I	237	0	kurkuraH	sandhi/diacritic-normalized	kurkura	rule	1	kurkura	1	
modern-IE	1767	I	237	0	kurpAsaH	sandhi/diacritic-normalized	kurpAsa	rule	1			
modern-IE	1768	I	237	0	kulaYjaH	sandhi/diacritic-normalized	kulaYja	rule	1	kulaYja	1	
modern-IE	1768	I	237	1	kulaYjanaH	unmatched			0			
modern-IE	1769	I	237	0	kulawA	exact	kulawA	PWG-key1	1	kulawA	1	
modern-IE	1770	I	237-238	0	kulatTaH	sandhi/diacritic-normalized	kulatTa	rule	1	kulatTa	1	
modern-IE	1771	I	238-239	0	kulam	sandhi/diacritic-normalized	kula	rule	1	kula	1	
modern-IE	1772	I	239	0	kulAyam	sandhi/diacritic-normalized	kulAya	rule	1	kulAya	1	
modern-IE	1773	I	239	0	kulAlaH	sandhi/diacritic-normalized	kulAla	rule	1	kulAla	1	
modern-IE	1774	I	239	0	kulAlaH	sandhi/diacritic-normalized	kulAla	rule	1	kulAla	1	
modern-IE	1775	I	239	0	kulAhalaH	sandhi/diacritic-normalized	kulAhala	rule	1	kulAhala	1	
modern-IE	1776	I	239	0	kulAhaH	sandhi/diacritic-normalized	kulAha	rule	1			
modern-IE	1777	I	239	0	kuliNgaH	sandhi/diacritic-normalized	kuliNga	rule	1	kuliNga	1	
modern-IE	1778	I	239	0	kulijaH	sandhi/diacritic-normalized	kulija	rule	1			
modern-IE	1779	I	239	0	kulindAH	inflected-form->stem	kulinda	dcs	1	kulinda	same-route	
modern-IE	1780	I	240	0	kuliSaH	sandhi/diacritic-normalized	kuliSa	rule	1	kuliSa	1	
modern-IE	1781	I	240	0	kulIkayaH	unmatched			0			
modern-IE	1782	I	240	0	kulIkA	exact	kulIkA	PWG-key1	1			
modern-IE	1783	I	240	0	kulIpayaH	sandhi/diacritic-normalized	kulIpaya	rule	1			
modern-IE	1784	I	240-241	0	kulIraH	sandhi/diacritic-normalized	kulIra	rule	1	kulIra	1	
modern-IE	1785	I	241	0	kuluNgaH	sandhi/diacritic-normalized	kuluNga	rule	1			
modern-IE	1786	I	241	0	kuluYcaH	sandhi/diacritic-normalized	kuluYca	rule	1			
modern-IE	1787	I	241	0	kulUtAH	inflected-form->stem	kulUta	dcs	1	kulUta	same-route	
modern-IE	1788	I	241-242	0	kulPaH	sandhi/diacritic-normalized	kulPa	rule	1			
modern-IE	1789	I	242	0	kulmalam	sandhi/diacritic-normalized	kulmala	rule	1	kulmala	1	
modern-IE	1790	I	242	0	kulmAzaH	sandhi/diacritic-normalized	kulmAza	rule	1			
modern-IE	1791	I	242	0	kulmAzaH	sandhi/diacritic-normalized	kulmAza	rule	1			
modern-IE	1792	I	242	0	kulmiH	sandhi/diacritic-normalized	kulmi	rule	1			
modern-IE	1793	I	242-243	0	kulyam	sandhi/diacritic-normalized	kulya	rule	1	kulya	1	
modern-IE	1794	I	243	0	kulyA	exact	kulyA	PWG-key1	1	kulyA	1	
modern-IE	1795	I	243	0	kulvaH	sandhi/diacritic-normalized	kulva	rule	1			
modern-IE	1795	I	243	1	kUlvaH	unmatched			0			
modern-IE	1796	I	243	0	kulharI	unmatched			0			
modern-IE	1796	I	243	1	kulharIkA	unmatched			0			
modern-IE	1797	I	243	0	kuvalam	sandhi/diacritic-normalized	kuvala	rule	1	kuvala	1	
modern-IE	1798	I	243-244	0	kuvalayam	sandhi/diacritic-normalized	kuvalaya	rule	1	kuvalaya	1	
modern-IE	1799	I	244	0	kuvit	inflected-form->stem	kuvid	dcs	1	kuvid	same-route	
modern-IE	1800	I	244	0	kuvitsaH	sandhi/diacritic-normalized	kuvitsa	rule	1			
modern-IE	1801	I	244	0	kuvindah	unmatched			0			
modern-IE	1801	I	244	1	kuvindakah	unmatched			0			
modern-IE	1802	I	244	0	kuveRA	exact	kuveRA	PWG-key1	1			
modern-IE	1802	I	244	1	kuveRi	unmatched			0			
modern-IE	1802	I	244	2	kuveRI	exact	kuveRI	PWG-key1	1	kuveRI	1	
modern-IE	1803	I	244	0	kuveraH	sandhi/diacritic-normalized	kuvera	rule	1			
modern-IE	1804	I	244	0	kuvelam	sandhi/diacritic-normalized	kuvela	rule	1			
modern-IE	1805	I	244	0	kuSayaH	sandhi/diacritic-normalized	kuSaya	rule	1			
modern-IE	1806	I	244	0	kuSaraH	sandhi/diacritic-normalized	kuSara	rule	1			
modern-IE	1807	I	244-245	0	kuSalaH	sandhi/diacritic-normalized	kuSala	rule	1	kuSala	1	
modern-IE	1807	I	244-245	1	kuSalaH	sandhi/diacritic-normalized	kuSala	rule	1	kuSala	1	
modern-IE	1808	I	245	0	kuSaH	sandhi/diacritic-normalized	kuSa	rule	1	kuSa	1	
modern-IE	1809	I	245	0	kuSikaH	sandhi/diacritic-normalized	kuSika	rule	1	kuSika	1	
modern-IE	1810	I	245	0	kuSIlavaH	sandhi/diacritic-normalized	kuSIlava	rule	1	kuSIlava	1	
modern-IE	1811	I	245	0	kuzati	unmatched			0			
modern-IE	1811	I	245	1	kuzRAti	finite-form->root	kuz	dcs	1	kuz	same-route	
modern-IE	1812	I	245	0	kuzavA	exact	kuzavA	PWG-key1	1	kuzavA	1	
modern-IE	1813	I	245-246	0	kuzAkuH	sandhi/diacritic-normalized	kuzAku	rule	1			
modern-IE	1814	I	246	0	kuzItakaH	sandhi/diacritic-normalized	kuzItaka	rule	1			
modern-IE	1815	I	246	0	kuzumBaH	sandhi/diacritic-normalized	kuzumBa	rule	1			
modern-IE	1816	I	246	0	kuzWam	sandhi/diacritic-normalized	kuzWa	rule	1	kuzWa	1	
modern-IE	1817	I	246	0	kuzWaH	sandhi/diacritic-normalized	kuzWa	rule	1	kuzWa	1	
modern-IE	1818	I	246	0	kuzWaH	sandhi/diacritic-normalized	kuzWa	rule	1	kuzWa	1	
modern-IE	1818	I	246	1	kuzWam	sandhi/diacritic-normalized	kuzWa	rule	1	kuzWa	1	
modern-IE	1819	I	246-247	0	kuzWA	inflected-form->stem	kuzWa	dcs	1	kuzWa	same-route	
modern-IE	1820	I	247	0	kuzRAti	finite-form->root	kuz	dcs	1	kuz	same-route	
modern-IE	1821	I	247	0	kuzmalam	sandhi/diacritic-normalized	kuzmala	rule	1			
modern-IE	1822	I	247	0	kuzmARqaH	sandhi/diacritic-normalized	kuzmARqa	rule	1			
modern-IE	1823	I	247	0	kusitAyI	unmatched			0			
modern-IE	1824	I	247	0	kusinDam	sandhi/diacritic-normalized	kusinDa	rule	1	kusinDa	1	
modern-IE	1825	I	247-248	0	kusIdaH	sandhi/diacritic-normalized	kusIda	rule	1	kusIda	1	
modern-IE	1826	I	248	0	kusumam	sandhi/diacritic-normalized	kusuma	rule	1	kusuma	1	
modern-IE	1827	I	248	0	kusumbakaH	unmatched			0			
modern-IE	1827	I	248	1	kusumbakam	unmatched			0			
modern-IE	1828	I	248	0	kusumBaH	sandhi/diacritic-normalized	kusumBa	rule	1	kusumBa	1	
modern-IE	1828	I	248	1	kusumBam	sandhi/diacritic-normalized	kusumBa	rule	1			
modern-IE	1829	I	248	0	kusumBaH	sandhi/diacritic-normalized	kusumBa	rule	1	kusumBa	1	
modern-IE	1830	I	248	0	kusurubindaH	sandhi/diacritic-normalized	kusurubinda	rule	1			
modern-IE	1831	I	248	0	kusUda	unmatched			0			bound-prefix-or-stem
modern-IE	1832	I	248	0	kusUlaH	sandhi/diacritic-normalized	kusUla	rule	1			
modern-IE	1833	I	248	0	kusUlaH	sandhi/diacritic-normalized	kusUla	rule	1			
modern-IE	1834	I	248	0	kustukaH	sandhi/diacritic-normalized	kustuka	rule	1			
modern-IE	1835	I	248	0	kustuBaH	sandhi/diacritic-normalized	kustuBa	rule	1			
modern-IE	1836	I	249	0	kustumbarI	exact	kustumbarI	PWG-key1	1	kustumbarI	1	
modern-IE	1836	I	249	1	kustumburuH	sandhi/diacritic-normalized	kustumburu	rule	1	kustumburu	1	
modern-IE	1837	I	249	0	kuh	exact	kuh	PWG-key1	1			bound-prefix-or-stem
modern-IE	1838	I	249	0	kuha	exact	kuha	PWG-key1	1	kuha	1	
modern-IE	1839	I	249-250	0	kuhakaH	sandhi/diacritic-normalized	kuhaka	rule	1	kuhaka	1	
modern-IE	1840	I	250	0	kuharam	sandhi/diacritic-normalized	kuhara	rule	1	kuhara	1	
modern-IE	1841	I	250	0	kuhaliH	sandhi/diacritic-normalized	kuhali	rule	1			
modern-IE	1842	I	250	0	kuhukuhAyate	finite-form->root	kuhukuhAy	dcs	1	kuhukuhAy	same-route	
modern-IE	1843	I	250	0	kuhUH	sandhi/diacritic-normalized	kuhU	rule	1	kuhU	1	
modern-IE	1844	I	250	0	kU	exact	kU	PWG-key1	1			
modern-IE	1845	I	250	0	kUkulaH	unmatched			0			
modern-IE	1846	I	250	0	kUcaH	sandhi/diacritic-normalized	kUca	rule	1			
modern-IE	1847	I	250	0	kUcI	exact	kUcI	PWG-key1	1	kUcI	1	
modern-IE	1848	I	250	0	kUjati	finite-form->root	kUj	dcs	1	kUj	same-route	
modern-IE	1849	I	250-251	0	kUwam	sandhi/diacritic-normalized	kUwa	rule	1	kUwa	1	
modern-IE	1850	I	251	0	kUwam	sandhi/diacritic-normalized	kUwa	rule	1	kUwa	1	
