slp1	hom	sense_id	first_era	bucket_via	marginal	n_cites	n_dateable	att_sense_no	att_block	att_earliest	att_latest	conflict	cause	verdict	adjudicated_era	notes
SudDa		3			0	1	0	3	1	None	None	0	ok	agree		
SudDa		4b	late-medieval	hand:class	1	2	1	4	1	1300	1830	0	ok	agree	late-medieval	
Sukla		1a	epic-sutra	dcs+dharmamitra+hand:class	0	8	6	1	1	-1000	1150	0	ok	agree	epic-sutra	
Sukla		1b	vedic	dcs	0	61	47	1	1	-1000	1150	0	ok	agree	vedic	
Sukla		1c	epic-sutra	dharmamitra	0	12	10	1	1	-1000	1150	0	ok	agree	epic-sutra	
Sukla		2a	epic-sutra	dcs+dharmamitra+hand:class	0	31	28	2	1	-940	1830	0	ok	agree	epic-sutra	
Sukla		2b	early-medieval	dcs	1	1	1	2	1	-940	1830	0	ok	agree	early-medieval	
Sukla		2c	epic-sutra	hand:class	0	2	2	2	1	-940	1830	0	ok	agree	epic-sutra	
Sukla		2d	vedic	dcs	0	2	2	2	1	-940	1830	0	ok	agree	vedic	
Sukla		2e	late-medieval	hand:class	1	3	1	2	1	-940	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2d bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Sukla		2f	classical	dharmamitra	1	2	1	2	1	-940	1830	0	ok	agree	classical	
Sukla		2g	early-medieval	hand:class	1	5	1	2	1	-940	1830	0	ok	agree	early-medieval	
Sukla		2h	early-medieval	dcs	0	7	7	2	1	-940	1830	0	ok	agree	early-medieval	
Sukla		2i	epic-sutra	dharmamitra	0	5	2	2	1	-940	1830	0	ok	agree	epic-sutra	
Sukla		2k	early-medieval	dcs	1	1	1	2	1	-940	1830	0	ok	agree	early-medieval	
Sukla		2l			0	1	0	2	1	-940	1830	0	ok	agree		
Sukla		3a	late-medieval	hand:class	1	2	1	3	1	950	1830	0	ok	agree	late-medieval	
Sukla		3b	late-medieval	hand:class	1	2	1	3	1	950	1830	0	ok	agree	late-medieval	
Sukla		3c	classical	dharmamitra	1	1	1	3	1	950	1830	0	ok	agree	classical	
Sukla		3d			0	1	0	3	1	950	1830	0	ok	agree		
Sukla		3e	early-medieval	dcs	1	1	1	3	1	950	1830	0	ok	agree	early-medieval	
Sukla		4a			0	1	0	4	1	-940	1830	0	ok	agree		
Sukla		4b	vedic	dcs	0	2	2	4	1	-940	1830	0	ok	agree	vedic	
Sukla		4c	vedic	dcs	0	9	4	4	1	-940	1830	0	ok	agree	vedic	
Sukla		4d	late-medieval	hand:class	1	2	1	4	1	-940	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 4b bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Sukla		4e	early-medieval	hand:class	1	3	1	4	1	-940	1830	0	ok	agree	early-medieval	
Sukla		4f	late-medieval	hand:class	1	2	1	4	1	-940	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 4b bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Sukla		4g	classical	dharmamitra	0	4	3	4	1	-940	1830	0	ok	agree	classical	
Sukra		1a	vedic	dcs+hand:class	0	25	25	1	1	-1125	80	0	ok	agree	vedic	
Sukra		1b	vedic	dcs	0	17	16	1	1	-1125	80	0	ok	agree	vedic	
Sukra		1c	vedic	dcs	0	9	8	1	1	-1125	80	0	ok	agree	vedic	
Sukra		1d	vedic	dcs+hand:class	0	4	4	1	1	-1125	80	0	ok	agree	vedic	
Sukra		1e	late-medieval	hand:class	1	2	1	1	1	-1125	80	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 1a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Sukra		1f	epic-sutra	dharmamitra	0	7	7	1	1	-1125	80	0	ok	agree	epic-sutra	
Sukra		2a	classical	dharmamitra	0	5	4	2	1	-900	1830	0	ok	agree	classical	
Sukra		2b	vedic	dcs	0	15	12	2	1	-900	1830	0	ok	agree	vedic	
Sukra		2c	epic-sutra	dcs+dharmamitra+hand:class	0	52	33	2	1	-900	1830	0	ok	agree	epic-sutra	
Sukra		2d	vedic	dcs	0	11	11	2	1	-900	1830	0	ok	agree	vedic	
Sukra		3a	vedic	dcs+hand:class	0	14	12	3	1	-1125	1200	0	ok	agree	vedic	
Sukra		3b	vedic	dcs	0	5	4	3	1	-1125	1200	0	ok	agree	vedic	
Sukra		3c	vedic	dcs	0	5	5	3	1	-1125	1200	0	ok	agree	vedic	
Sukra		3d	vedic	dcs	0	40	27	3	1	-1125	1200	0	ok	agree	vedic	
Sukra		3e	classical	dharmamitra	0	6	2	3	1	-1125	1200	0	ok	agree	classical	
Sukra		3f	epic-sutra	hand:class	0	3	2	3	1	-1125	1200	0	ok	agree	epic-sutra	
Sukra		3g	epic-sutra	hand:class	1	1	1	3	1	-1125	1200	0	ok	agree	epic-sutra	
Sukti		2a	vedic	hand:class	1	1	1	2	1	550	550	1	evidence_base_coverage	prefer-attestation-year	classical	dating row thin (marginal=1, n_dateable=1); attestation earliest 550 from scholarly point dates
Sukti		2b	classical	dharmamitra	1	1	1	2	1	550	550	0	ok	agree	classical	
Sukti		2c	classical	dharmamitra	1	1	1	2	1	550	550	0	ok	agree	classical	
Sveta		1	vedic	dcs+hand:class	0	76	58	1	1	-1125	1250	0	ok	agree	vedic	
Sveta		2a	vedic	dcs	1	1	1	2	1	-800	1830	0	ok	agree	vedic	
Sveta		2b	early-medieval	hand:class	0	4	3	2	1	-800	1830	0	ok	agree	early-medieval	
Sveta		2c	late-medieval	hand:class	1	3	1	2	1	-800	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Sveta		2d	late-medieval	hand:class	1	2	1	2	1	-800	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
Sveta		2e			0	1	0	2	1	-800	1830	0	ok	agree		
Sveta		2f	classical	dharmamitra	0	2	2	2	1	-800	1830	0	ok	agree	classical	
Sveta		2g	epic-sutra	dcs+dharmamitra+hand:class	0	50	37	2	1	-800	1830	0	ok	agree	epic-sutra	
Sveta		3a			0	1	0	3	1	70	1830	0	ok	agree		
Sveta		3b	classical	dharmamitra	0	10	3	3	1	70	1830	0	ok	agree	classical	
Sveta		3c	late-medieval	hand:class	1	3	1	3	1	70	1830	0	ok	agree	late-medieval	
Sveta		3d			0	2	0	3	1	70	1830	0	ok	agree		
Sveta		3e	epic-sutra	dcs+dharmamitra	0	6	6	3	1	70	1830	0	ok	agree	epic-sutra	
Sveta		4a			0	1	0	4	1	400	1200	0	ok	agree		
Sveta		4b	vedic	dcs	1	1	1	4	1	400	1200	1	evidence_base_coverage	prefer-attestation-year	classical	dating row thin (marginal=1, n_dateable=1, earliest work 'SUŚR' outside kosha abbrev map); attestation earliest 400 from scholarly point dates
Sveta		4c	classical	dharmamitra	0	7	6	4	1	400	1200	0	ok	agree	classical	
Sveta		4d	early-medieval	hand:class	1	1	1	4	1	400	1200	0	ok	agree	early-medieval	
aBi		1a	vedic	dcs	1	1	1	1	1	-1125	80	0	ok	agree	vedic	
aBi		1b	epic-sutra	hand:class	1	1	1	1	1	-1125	80	0	ok	agree	epic-sutra	
aBi		1c	epic-sutra	dharmamitra	1	1	1	1	1	-1125	80	0	ok	agree	epic-sutra	
aBi		2a	vedic	dcs	0	30	25	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2b	vedic	dcs	1	1	1	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2c	vedic	dcs	0	5	5	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2d	vedic	dcs	0	2	2	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2e	vedic	dcs	0	18	14	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2f	vedic	dcs	0	2	2	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2g	vedic	dcs	0	3	3	2	1	-1125	1250	0	ok	agree	vedic	
aBi		2h	epic-sutra	hand:class	0	6	5	2	1	-1125	1250	0	ok	agree	epic-sutra	
aDara		2a	classical	dharmamitra+hand:class	0	2	2	2	1	420	1830	0	ok	agree	classical	
aDara		2b	classical	dcs+dharmamitra+hand:class	0	13	11	2	1	420	1830	0	ok	agree	classical	
aDara		2c	classical	dharmamitra	0	3	2	2	1	420	1830	0	ok	agree	classical	
aDara		3	late-medieval	hand:class	1	1	1	3	1	1830	1830	0	ok	agree	late-medieval	
aDara		4a	classical	dharmamitra	1	1	1	4	1	450	450	0	ok	agree	classical	
aNka		10	early-medieval	hand:class	1	2	1	10	1	1150	1150	0	ok	agree	early-medieval	
aNka		11			0	1	0	11	1	None	None	0	ok	agree		
aNka		12	classical	dharmamitra+hand:class	0	4	3	12	1	420	1150	0	ok	agree	classical	
aNka		13	classical	dharmamitra	0	8	4	13	1	1150	1150	0	ok	agree	classical	
aNka		14	early-medieval	hand:class	0	5	2	14	1	1150	1830	0	ok	agree	early-medieval	
aNka		15	early-medieval	dharmamitra+hand:class	0	4	2	15	1	1150	1150	0	ok	agree	early-medieval	
aNka		16	early-medieval	hand:class	0	5	2	16	1	1150	1830	0	ok	agree	early-medieval	
aNka		17	vedic	dcs+hand:class	0	2	2	17	1	-1000	-1000	0	ok	agree	vedic	
aNka		2	vedic	dcs	0	7	5	2	1	-700	1150	0	ok	agree	vedic	
aNka		3	late-medieval	hand:class	1	4	1	3	1	1830	1830	0	ok	agree	late-medieval	
aNka		4	vedic	dcs	0	3	3	4	1	-1125	-940	0	ok	agree	vedic	
aNka		5	epic-sutra	dcs	0	15	13	5	1	70	1150	0	ok	agree	epic-sutra	
aNka		6			0	4	0	6	1	None	None	0	ok	agree		
aNka		7	epic-sutra	hand:class	1	1	1	7	1	-400	-400	0	ok	agree	epic-sutra	
aNka		8			0	2	0	8	1	None	None	0	ok	agree		
aNka		9	early-medieval	dharmamitra	0	4	2	9	1	1830	1830	0	ok	agree	early-medieval	
aTa		1	vedic	dcs	0	82	68	1	1	-1125	1250	0	ok	agree	vedic	
aTa		2	vedic	dcs	0	3	3	2	1	-1125	-1125	0	ok	agree	vedic	
aTa		3	vedic	dcs	0	13	9	3	1	-500	1150	0	ok	agree	vedic	
aTa		4	vedic	dcs	0	21	21	4	1	-400	420	0	ok	agree	vedic	
aTa		5	epic-sutra	dcs+dharmamitra+hand:class	0	15	15	5	1	-400	1000	0	ok	agree	epic-sutra	
aTa		6e	classical	dharmamitra	0	5	3	6	1	200	1200	0	ok	agree	classical	
aTa		6h	early-medieval	hand:class	1	2	1	6	1	200	1200	0	ok	agree	early-medieval	
aTa		6i			0	1	0	6	1	200	1200	0	ok	agree		
aTa		6l	early-medieval	hand:class	1	1	1	6	1	200	1200	0	ok	agree	early-medieval	
aTa		7a	vedic	dcs	0	39	33	7	1	-1125	1830	0	ok	agree	vedic	
aTa		7b	epic-sutra	dcs+dharmamitra+hand:class	0	55	48	7	1	-1125	1830	0	ok	agree	epic-sutra	
aTa		7c	classical	hand:class	0	9	7	7	1	-1125	1830	0	ok	agree	classical	
aTa		7d	vedic	dcs	1	1	1	7	1	-1125	1830	0	ok	agree	vedic	
agni		10			0	2	0	10	1	None	None	0	ok	agree		
agni		2	epic-sutra	dcs	0	2	2	2	1	150	150	0	ok	agree	epic-sutra	
agni		3			0	2	0	3	1	400	400	0	ok	agree		
agni		4a	vedic	dcs	0	2	2	4	1	-1125	1150	0	ok	agree	vedic	
agni		4b	vedic	dcs	1	1	1	4	1	-1125	1150	0	ok	agree	vedic	
agni		4c	vedic	dcs	0	29	21	4	1	-1125	1150	0	ok	agree	vedic	
agni		5			0	1	0	5	1	400	400	0	ok	agree		
agni		6	late-medieval	hand:class	1	2	1	6	1	1300	1830	0	ok	agree	late-medieval	
agni		7	late-medieval	hand:class	1	2	1	7	1	1300	1830	0	ok	agree	late-medieval	
agni		8a	late-medieval	hand:class	1	4	1	8	1	400	1830	0	ok	agree	late-medieval	
agni		8b	late-medieval	hand:class	1	2	1	8	1	400	1830	0	ok	agree	late-medieval	
agni		8c			0	1	0	8	1	400	1830	0	ok	agree		
agni		8d			0	1	0	8	1	400	1830	0	ok	agree		
agni		9	epic-sutra	hand:class	1	2	1	9	1	-400	-400	0	ok	agree	epic-sutra	
aja	2	1	vedic	dcs	0	4	4	1	1	-1125	1830	0	ok	agree	vedic	
aja	2	2a	vedic	dcs	0	6	6	2	2	-1125	1250	1	key_misalignment_hom_collapse	join-artifact	vedic	Pair 1 matched entry-block 1; block 2 window (-1125..1250) rank-agrees with bucket 'vedic'
aja	2	2b	classical	dharmamitra	0	5	3	2	1	400	400	0	ok	agree	classical	
aja	2	2c	classical	dharmamitra	0	7	5	2	1	400	400	0	ok	agree	classical	
aja	2	2d	classical	dharmamitra	0	3	2	2	1	400	400	0	ok	agree	classical	
aja	2	2e	classical	dharmamitra	0	3	2	2	1	400	400	0	ok	agree	classical	
aja	2	2f	epic-sutra	dharmamitra	0	3	3	2	1	400	400	0	ok	agree	epic-sutra	
aja	2	2g			0	1	0	2	1	400	400	0	ok	agree		
aja	2	2h	early-medieval	dcs	1	1	1	2	1	400	400	0	ok	agree	early-medieval	
aja	2	3a	epic-sutra	hand:class	0	3	2	3	1	1830	1830	0	ok	agree	epic-sutra	
aja	2	3b	epic-sutra	hand:class	0	5	3	3	1	1830	1830	0	ok	agree	epic-sutra	
aja	2	4			0	1	0	4	1	None	None	0	ok	agree		
akza	2	10			0	1	0	10	1	None	None	0	ok	agree		
akza	2	11			0	1	0	11	1	None	None	0	ok	agree		
akza	2	12	classical	dharmamitra	0	6	4	12	1	450	1150	0	ok	agree	classical	
akza	2	13			0	1	0	13	1	None	None	0	ok	agree		
akza	2	14	late-medieval	hand:class	1	2	1	14	1	1830	1830	0	ok	agree	late-medieval	
akza	2	15	classical	dharmamitra	0	5	4	15	1	450	1150	0	ok	agree	classical	
akza	2	16	classical	dharmamitra	0	4	2	16	1	450	1150	0	ok	agree	classical	
akza	2	17	early-medieval	hand:class	1	1	1	17	1	1150	1150	0	ok	agree	early-medieval	
akza	2	18	late-medieval	hand:class	1	2	1	18	1	1830	1830	0	ok	agree	late-medieval	
akza	2	19	vedic	dcs	0	6	6	19	3	-1125	70	1	key_misalignment_hom_collapse	join-artifact	vedic	Pair 1 matched entry-block 1; block 3 window (-1125..70) rank-agrees with bucket 'vedic'
akza	2	20	early-medieval	dharmamitra	0	11	10	20	1	1830	1830	0	ok	agree	early-medieval	
akza	2	21	vedic	dcs	1	1	1	21	1	-800	-800	0	ok	agree	vedic	
akza	2	22			0	1	0	22	1	600	600	0	ok	agree		
akza	2	3	early-medieval	hand:class	1	2	1	3	1	1150	1150	0	ok	agree	early-medieval	
akza	2	4			0	1	0	4	1	None	None	0	ok	agree		
akza	2	5	epic-sutra	hand:class	0	4	4	5	1	-400	1250	0	ok	agree	epic-sutra	
akza	2	6	classical	dharmamitra	1	2	1	6	1	300	300	0	ok	agree	classical	
akza	2	7	epic-sutra	dharmamitra	0	10	6	7	1	400	1150	0	ok	agree	epic-sutra	
akza	2	8	vedic	dcs	1	3	1	8	1	None	None	0	ok	agree	vedic	
akza	2	9			0	1	0	9	1	400	400	0	ok	agree		
akzara		1	vedic	dcs	0	4	3	1	1	-1125	200	0	ok	agree	vedic	
akzara		2a	early-medieval	hand:class	1	1	1	2	1	1830	1830	0	ok	agree	early-medieval	
akzara		2b	late-medieval	hand:class	1	2	1	2	1	1830	1830	0	ok	agree	late-medieval	
akzara		2c	late-medieval	hand:class	1	3	1	2	1	1830	1830	0	ok	agree	late-medieval	
akzara		2d			0	1	0	2	1	1830	1830	0	ok	agree		
akzara		3	vedic	dcs	0	3	3	3	1	-1125	-1125	0	ok	agree	vedic	
akzara		4a	vedic	dcs	1	1	1	4	1	-1125	1250	0	ok	agree	vedic	
akzara		4b	vedic	dcs	0	44	34	4	1	-1125	1250	0	ok	agree	vedic	
akzara		4c	vedic	dcs	0	3	2	4	1	-1125	1250	0	ok	agree	vedic	
akzara		4d	classical	dharmamitra	0	2	2	4	1	-1125	1250	0	ok	agree	classical	
akzara		4f	vedic	dcs	0	9	5	4	1	-1125	1250	0	ok	agree	vedic	
akzara		4g	classical	dharmamitra	0	2	2	4	1	-1125	1250	0	ok	agree	classical	
akzara		4h	early-medieval	hand:class	1	1	1	4	1	-1125	1250	0	ok	agree	early-medieval	
alam		1	vedic	dcs	0	23	20	1	1	-940	1250	0	ok	agree	vedic	
alam		2	epic-sutra	dcs	1	1	1	2	1	70	70	0	ok	agree	epic-sutra	
alam		3	epic-sutra	dcs+hand:class	0	19	16	3	1	-500	1050	0	ok	agree	epic-sutra	
alam		4	epic-sutra	hand:class	1	1	1	4	1	-400	-400	0	ok	agree	epic-sutra	
alam		5	epic-sutra	dcs+hand:class	0	19	14	5	1	-400	1250	0	ok	agree	epic-sutra	
alam		6	epic-sutra	dcs+hand:class	0	8	8	6	1	-400	1250	0	ok	agree	epic-sutra	
alam		7a	vedic	dcs	0	3	3	7	1	-800	1200	0	ok	agree	vedic	
alam		7b	vedic	dcs	0	33	33	7	1	-800	1200	0	ok	agree	vedic	
alam		7c	epic-sutra	dcs	0	5	3	7	1	-800	1200	0	ok	agree	epic-sutra	
alam		7d	classical	dharmamitra	0	3	2	7	1	-800	1200	0	ok	agree	classical	
alam		7e	early-medieval	hand:class	1	1	1	7	1	-800	1200	0	ok	agree	early-medieval	
alam		7f	early-medieval	hand:class	0	3	2	7	1	-800	1200	0	ok	agree	early-medieval	
alam		8	vedic	hand:class	1	1	1	8	1	None	None	0	ok	agree	vedic	
amara		1	vedic	dcs	0	7	6	1	1	-800	150	0	ok	agree	vedic	
amara		2a	epic-sutra	dcs+hand:class	0	12	7	2	1	70	1830	0	ok	agree	epic-sutra	
amara		2b	epic-sutra	dharmamitra	1	1	1	2	1	70	1830	0	ok	agree	epic-sutra	
amara		2c	early-medieval	hand:class	1	8	1	2	1	70	1830	0	ok	agree	early-medieval	
amara		2d	early-medieval	hand:class	1	2	1	2	1	70	1830	0	ok	agree	early-medieval	
amara		2e	late-medieval	hand:class	1	2	1	2	1	70	1830	0	ok	agree	late-medieval	
amara		2f	classical	dharmamitra	0	6	4	2	1	70	1830	0	ok	agree	classical	
amara		2g	epic-sutra	dharmamitra	1	2	1	2	1	70	1830	0	ok	agree	epic-sutra	
amara		2h			0	1	0	2	1	70	1830	0	ok	agree		
amara		3a	classical	dharmamitra	1	1	1	3	1	1150	1830	0	ok	agree	classical	
amara		3b			0	1	0	3	1	1150	1830	0	ok	agree		
amara		3c	early-medieval	hand:class	1	2	1	3	1	1150	1830	0	ok	agree	early-medieval	
amara		3d	classical	dharmamitra	0	5	3	3	1	1150	1830	0	ok	agree	classical	
amara		3e	early-medieval	hand:class	1	2	1	3	1	1150	1830	0	ok	agree	early-medieval	
amfta		1a	epic-sutra	dharmamitra	1	2	1	1	1	-1125	1830	0	ok	agree	epic-sutra	
amfta		1b	vedic	dcs	0	28	26	1	1	-1125	1830	0	ok	agree	vedic	
amfta		1c	vedic	dcs	0	7	7	1	1	-1125	1830	0	ok	agree	vedic	
amfta		1d	late-medieval	hand:class	1	2	1	1	1	-1125	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 1b bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
amfta		2b	late-medieval	hand:class	1	2	1	2	1	1150	1830	0	ok	agree	late-medieval	
amfta		2d			0	1	0	2	1	1150	1830	0	ok	agree		
amfta		2e	early-medieval	hand:class	1	2	1	2	1	1150	1830	0	ok	agree	early-medieval	
amfta		3a	late-medieval	hand:class	1	2	1	3	1	80	1830	0	ok	agree	late-medieval	
amfta		3b	classical	dharmamitra	0	33	15	3	1	80	1830	0	ok	agree	classical	
amfta		3c	epic-sutra	dharmamitra	1	3	1	3	1	80	1830	0	ok	agree	epic-sutra	
amfta		3d			0	2	0	3	1	80	1830	0	ok	agree		
amfta		3e			0	1	0	3	1	80	1830	0	ok	agree		
amfta		4a	vedic	dcs	0	3	3	4	1	-1125	1830	0	ok	agree	vedic	
amfta		4b	vedic	dcs	0	16	11	4	1	-1125	1830	0	ok	agree	vedic	
amfta		4c	vedic	dcs	0	13	13	4	1	-1125	1830	0	ok	agree	vedic	
amfta		4d	vedic	dcs	0	32	27	4	1	-1125	1830	0	ok	agree	vedic	
amfta		4e	early-medieval	dharmamitra+hand:class	0	7	3	4	1	-1125	1830	0	ok	agree	early-medieval	
amfta		4f	epic-sutra	dcs	0	6	5	4	1	-1125	1830	0	ok	agree	epic-sutra	
amfta		4g	epic-sutra	dcs	0	7	6	4	1	-1125	1830	0	ok	agree	epic-sutra	
amfta		4h	epic-sutra	dharmamitra	1	2	1	4	1	-1125	1830	0	ok	agree	epic-sutra	
amfta		4i	classical	dharmamitra	0	7	5	4	1	-1125	1830	0	ok	agree	classical	
amfta		4k	early-medieval	hand:class	1	2	1	4	1	-1125	1830	0	ok	agree	early-medieval	
amfta		4l	early-medieval	hand:class	1	2	1	4	1	-1125	1830	0	ok	agree	early-medieval	
amfta		4m	early-medieval	hand:class	0	5	3	4	1	-1125	1830	0	ok	agree	early-medieval	
amfta		4n	early-medieval	hand:class	1	1	1	4	1	-1125	1830	0	ok	agree	early-medieval	
amfta		4p	epic-sutra	dcs	1	1	1	4	1	-1125	1830	0	ok	agree	epic-sutra	
amfta		4s	late-medieval	hand:class	1	2	1	4	1	-1125	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 4a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
amfta		4u	vedic	dcs	0	5	3	4	1	-1125	1830	0	ok	agree	vedic	
amfta		4v	classical	dharmamitra	0	7	5	4	1	-1125	1830	0	ok	agree	classical	
amfta		4w	epic-sutra	hand:class	1	3	1	4	1	-1125	1830	0	ok	agree	epic-sutra	
amoGa		1	epic-sutra	dcs+dharmamitra	0	17	15	1	1	70	1150	0	ok	agree	epic-sutra	
amoGa		2a	vedic	dcs	0	2	2	2	1	-800	1830	0	ok	agree	vedic	
amoGa		2b			0	1	0	2	1	-800	1830	0	ok	agree		
amoGa		2c	late-medieval	hand:class	1	2	1	2	1	-800	1830	1	key_misalignment_sub_sense_rollup	join-artifact	late-medieval	attestation row is the MAJOR-sense aggregate; earliest sibling 2a bucket 'vedic' explains the window; bucket 'late-medieval' stands for this sub-sense
amoGa		2d	epic-sutra	dharmamitra	1	1	1	2	1	-800	1830	0	ok	agree	epic-sutra	
amoGa		3a	classical	dharmamitra	1	1	1	3	1	70	1200	0	ok	agree	classical	
amoGa		3b	classical	dharmamitra	0	3	2	3	1	70	1200	0	ok	agree	classical	
amoGa		3c	early-medieval	hand:class	1	2	1	3	1	70	1200	0	ok	agree	early-medieval	
amoGa		3d	epic-sutra	dcs+dharmamitra	0	2	2	3	1	70	1200	0	ok	agree	epic-sutra	
amoGa		3e	early-medieval	hand:class	1	1	1	3	1	70	1200	0	ok	agree	early-medieval	
amoGa		3f			0	1	0	3	1	70	1200	0	ok	agree		
amoGa		3g			0	1	0	3	1	70	1200	0	ok	agree		
amoGa		3h	epic-sutra	dharmamitra	0	4	4	3	1	70	1200	0	ok	agree	epic-sutra	
amoGa		3i	epic-sutra	dharmamitra	1	1	1	3	1	70	1200	0	ok	agree	epic-sutra	
ananta		1	vedic	dcs	0	24	22	1	1	-1125	1150	0	ok	agree	vedic	
ananta		2a	epic-sutra	dharmamitra	0	6	5	2	1	70	1830	0	ok	agree	epic-sutra	
ananta		2b	early-medieval	hand:class	1	1	1	2	1	70	1830	0	ok	agree	early-medieval	
ananta		2c			0	2	0	2	1	70	1830	0	ok	agree		
ananta		2d	epic-sutra	dcs+dharmamitra	0	10	9	2	1	70	1830	0	ok	agree	epic-sutra	
ananta		2e	late-medieval	hand:class	1	2	1	2	1	70	1830	0	ok	agree	late-medieval	
ananta		2f	epic-sutra	dharmamitra	1	1	1	2	1	70	1830	0	ok	agree	epic-sutra	
ananta		2g	early-medieval	hand:class	0	2	2	2	1	70	1830	0	ok	agree	early-medieval	
ananta		2h			0	3	0	2	1	70	1830	0	ok	agree		
ananta		2i	late-medieval	hand:class	1	2	1	2	1	70	1830	0	ok	agree	late-medieval	
ananta		2k			0	1	0	2	1	70	1830	0	ok	agree		
ananta		3a	classical	dharmamitra	0	4	3	3	1	400	1830	0	ok	agree	classical	
ananta		3b	early-medieval	hand:class	0	3	2	3	1	400	1830	0	ok	agree	early-medieval	
ananta		3c	classical	dharmamitra	1	1	1	3	1	400	1830	0	ok	agree	classical	
ananta		3d			0	1	0	3	1	400	1830	0	ok	agree		
ananta		3e	classical	dharmamitra	0	34	16	3	1	400	1830	0	ok	agree	classical	
ananta		3f	late-medieval	hand:class	1	2	1	3	1	400	1830	0	ok	agree	late-medieval	
ananta		4a	classical	dharmamitra	0	5	4	4	1	450	1830	0	ok	agree	classical	
ananta		4b	late-medieval	hand:class	1	2	1	4	1	450	1830	0	ok	agree	late-medieval	
anta		10	early-medieval	hand:class	1	1	1	10	1	1250	1250	0	ok	agree	early-medieval	
anta		11	vedic	dcs	0	2	2	11	2	-900	-900	1	key_misalignment_hom_collapse	join-artifact	vedic	Pair 1 matched entry-block 1; block 2 window (-900..-900) rank-agrees with bucket 'vedic'
anta		12	epic-sutra	dcs	0	5	3	12	1	150	1150	0	ok	agree	epic-sutra	
anta		13	vedic	dcs	0	8	6	13	1	70	300	1	evidence_base_citation_resolution	flag-only	vedic	no 'vedic' work among the attestation's dated set — the dating layer's 'vedic' citation was left unresolved by the year table (n_unresolved_citations=6) or vice versa; both claims survive
anta		14	epic-sutra	dcs	0	5	5	14	1	70	420	0	ok	agree	epic-sutra	
anta		15	classical	dcs	0	5	3	15	1	None	None	0	ok	agree	classical	
anta		16	classical	dharmamitra	1	2	1	16	1	1150	1150	0	ok	agree	classical	
anta		17	classical	dcs	0	8	4	17	1	1830	1830	0	ok	agree	classical	
anta		2	vedic	dcs	0	3	3	2	1	-1125	-940	0	ok	agree	vedic	
anta		3	vedic	dcs	0	24	21	3	1	-1125	1400	0	ok	agree	vedic	
anta		4a			0	1	0	4	1	-1125	1150	0	ok	agree		
anta		4b	classical	dharmamitra	0	3	3	4	1	-1125	1150	0	ok	agree	classical	
anta		4c	epic-sutra	dcs	0	2	2	4	1	-1125	1150	0	ok	agree	epic-sutra	
anta		4d	epic-sutra	dcs	0	2	2	4	1	-1125	1150	0	ok	agree	epic-sutra	
anta		5	vedic	dcs	0	16	14	5	1	-800	1150	0	ok	agree	vedic	
anta		6	vedic	dcs	0	13	9	6	1	-800	1150	0	ok	agree	vedic	
anta		7			0	1	0	7	1	None	None	0	ok	agree		
anta		8	epic-sutra	hand:class	0	8	7	8	1	-400	1150	0	ok	agree	epic-sutra	
anta		9	classical	dharmamitra	0	2	2	9	1	1150	1150	0	ok	agree	classical	
antara		1a	vedic	dcs	0	24	20	1	1	-1125	1830	0	ok	agree	vedic	
antara		1b	vedic	dcs	0	20	18	1	1	-1125	1830	0	ok	agree	vedic	
antara		1c	vedic	dcs	0	5	5	1	1	-1125	1830	0	ok	agree	vedic	
antara		1d	vedic	dcs	0	3	2	1	1	-1125	1830	0	ok	agree	vedic	
antara		1e	vedic	dcs	0	10	8	1	1	-1125	1830	0	ok	agree	vedic	
