slp1	iast	pos	period_spread
cezwA	ceṣṭā	f	1
kilbiza	kilbiṣa	mn	1
mfttikA	mṛttikā	fn	1
muktA	muktā	f	1
praRI	praṇī	v	1
Sakft	śakṛt	n	1
samAdA	samādā	v	1
saMyam	saṁyam	v	1
savana	savana	n	1
Akfz	ākṛṣ	v	1
Balla	bhalla	m	1
druti	druti	f	1
golaka	golaka	m	1
Ipsay	īpsay	v	1
savya	savya	adj	1
dasyu	dasyu	m	1
manaHSilA	manaḥśilā	mf	1
niSAcara	niśācara	m	1
rucya	rucya	adj	1
saMhf	saṁhṛ	v	1
hiMsA	hiṁsā	f	1
skAnda	skānda	n	1
aByaNga	abhyaṅga	m	1
anarTa	anartha	m	1
daSaraTa	daśaratha	m	1
pawa	paṭa	mn	1
puruzottama	puruṣottama	m	1
sArTavAha	sārthavāha	m	1
tfpti	tṛpti	f	1
vihAra	vihāra	m	1
bfhatI	bṛhatī	f	1
durDarza	durdharṣa	adj	1
kfpaRa	kṛpaṇa	adj	1
kftavarman	kṛtavarman	m	1
svayamBu	svayambhu	m	1
yadu	yadu	m	1
anDaka	andhaka	m	1
daMS	daṁś	v	1
rADeya	rādheya	m	1
utsAha	utsāha	m	1
yukta	yukta	adj	1
ozaDI	oṣadhī	f	1
patAkA	patākā	f	1
praT	prath	v	1
jvAlA	jvālā	f	1
kram	kram	v	1
nArAca	nārāca	m	1
palita	palita	n	1
pralaya	pralaya	m	1
aDikAra	adhikāra	m	1
drAva	drāva	m	1
dvijasattama	dvijasattama	m	1
gAnDArI	gāndhārī	f	1
luB	lubh	v	1
paramezWin	parameṣṭhin	m	1
rava	rava	m	1
saumitri	saumitri	m	1
suparRa	suparṇa	m	1
Akf	ākṛ	v	1
anvaya	anvaya	m	1
kAkutsTa	kākutstha	m	1
SAlin	śālin	adj	1
ASA	āśā	f	1
dAqima	dāḍima	mfn	1
lAGava	lāghava	n	1
nala	nala	m	1
sAmya	sāmya	n	1
aBiDAv	abhidhāv	v	1
ajina	ajina	n	1
BakzaRa	bhakṣaṇa	n	1
naga	naga	m	1
prAyaScitta	prāyaścitta	n	1
tejasvin	tejasvin	adj	1
vAcay	vācay	v	1
vivfD	vivṛdh	v	1
dAsI	dāsī	f	1
pallava	pallava	mn	1
pipAsA	pipāsā	f	1
rucira	rucira	adj	1
samutpad	samutpad	v	1
Agamana	āgamana	n	1
lokapAla	lokapāla	m	1
prARAyAma	prāṇāyāma	m	1
saMcaya	saṁcaya	m	1
sauBAgya	saubhāgya	n	1
BUpati	bhūpati	m	1
cala	cala	adj	1
kaWina	kaṭhina	adj	1
pUzan	pūṣan	m	1
sakASa	sakāśa	m	1
samASri	samāśri	v	1
SrAvay	śrāvay	v	1
svarasa	svarasa	m	1
aBiBAz	abhibhāṣ	v	1
gocara	gocara	adj	1
gfhasTa	gṛhastha	m	1
guRavat	guṇavat	adj	1
kUwa	kūṭa	mn	1
mAnin	mānin	adj	1
upakram	upakram	v	1
azwAdaSan	aṣṭādaśan	adj	1
cAra	cāra	m	1
aBiprAya	abhiprāya	m	1
Ayasa	āyasa	adj	1
hAra	hāra	mn	1
kaRwaka	kaṇṭaka	mn	1
kfz	kṛṣ	v	1
plu	plu	v	1
skanda	skanda	m	1
tfz	tṛṣ	f	1
upadrava	upadrava	m	1
vartin	vartin	adj	1
anAgata	anāgata	adj	1
ci	ci	v	1
kalaSa	kalaśa	mn	1
kAMsya	kāṁsya	n	1
lI	lī	v	1
mudga	mudga	m	1
ujjvala	ujjvala	adj	1
vAlin	vālin	m	1
aBiyA	abhiyā	v	1
CAday	chāday	v	1
dayita	dayita	adj	1
jyA	jyā	f	1
mAdrI	mādrī	f	1
pArvatI	pārvatī	f	1
upavas	upavas	v	1
vyoza	vyoṣa	mn	1
ajara	ajara	adj	1
aparADa	aparādha	m	1
AvaraRa	āvaraṇa	n	1
caryA	caryā	f	1
mahiman	mahiman	m	1
rakzaRa	rakṣaṇa	n	1
upaspfS	upaspṛś	v	1
vizAda	viṣāda	m	1
pariRAma	pariṇāma	m	1
pezay	peṣay	v	1
prakAS	prakāś	v	1
purAtana	purātana	adj	1
vfttAnta	vṛttānta	mn	1
yoDay	yodhay	v	1
aByas	abhyas	v	1
asADya	asādhya	adj	1
daSama	daśama	adj	1
samAKyA	samākhyā	v	1
SAMtanava	śāṁtanava	m	1
SarAva	śarāva	mn	1
SmaSAna	śmaśāna	n	1
vyaTA	vyathā	f	1
BikzA	bhikṣā	f	1
cetanA	cetanā	f	1
pratyaYc	pratyañc	adj	1
upayA	upayā	v	1
vasanta	vasanta	m	1
balA	balā	f	1
gATA	gāthā	f	1
kanyakA	kanyakā	f	1
mahIpAla	mahīpāla	m	1
mantray	mantray	v	1
nAnAviDa	nānāvidha	adj	1
vidyADara	vidyādhara	m	1
aSoka	aśoka	m	1
pUjana	pūjana	n	1
saMmA	saṁmā	v	1
veDay	vedhay	v	1
adfzwa	adṛṣṭa	adj	1
mandira	mandira	n	1
manohara	manohara	adj	1
rohiRI	rohiṇī	f	1
savyasAcin	savyasācin	m	1
udaDi	udadhi	m	1
udvij	udvij	v	1
viSudDi	viśuddhi	f	1
alaMkAra	alaṁkāra	m	1
Arogya	ārogya	n	1
jaWara	jaṭhara	mn	1
rasaka	rasaka	mn	1
SrAvaka	śrāvaka	m	1
sUkta	sūkta	n	1
taRqula	taṇḍula	mfn	1
vaiqUrya	vaiḍūrya	n	1
vizad	viṣad	v	1
dvAr	dvār	f	1
haridrA	haridrā	f	1
mAtaMga	mātaṁga	m	1
maT	math	v	1
pAnIya	pānīya	n	1
prakzAlay	prakṣālay	v	1
saMraB	saṁrabh	v	1
saMSri	saṁśri	v	1
vicAray	vicāray	v	1
kovida	kovida	adj	1
praRava	praṇava	m	1
saMtati	saṁtati	f	1
tozay	toṣay	v	1
ekASIti	ekāśīti	f	1
pariGa	parigha	m	1
sTala	sthala	n	1
Syena	śyena	m	1
dayA	dayā	f	1
drAkzA	drākṣā	f	1
nigad	nigad	v	1
pARqura	pāṇḍura	adj	1
pArzata	pārṣata	m	1
rahas	rahas	n	1
unmad	unmad	v	1
aBimanyu	abhimanyu	m	1
manoraTa	manoratha	mn	1
matimat	matimat	adj	1
samAp	samāp	v	1
tras	tras	v	1
visarjay	visarjay	v	1
azwaka	aṣṭaka	n	1
BaginI	bhaginī	f	1
IS	īś	v	1
pAtAla	pātāla	mn	1
vAlukA	vālukā	f	1
yUTapa	yūthapa	m	1
jananI	jananī	f	1
praveSay	praveśay	v	1
saMkzaya	saṁkṣaya	m	1
saMkula	saṁkula	adj	1
vaikrAnta	vaikrānta	mn	1
vatsala	vatsala	adj	1
anugrah	anugrah	v	1
dunduBi	dundubhi	mf	1
kUla	kūla	n	1
maiTuna	maithuna	n	1
pradru	pradru	v	1
saMcintay	saṁcintay	v	1
saMsarga	saṁsarga	m	1
samyaksamboDi	samyaksambodhi	f	1
SaNk	śaṅk	v	1
svasf	svasṛ	f	1
Urmi	ūrmi	mf	1
Uzman	ūṣman	m	1
yamunA	yamunā	f	1
aDizWAna	adhiṣṭhāna	n	1
gola	gola	mn	1
gopa	gopa	m	1
niram	niram	v	1
nirmuc	nirmuc	v	1
samBf	sambhṛ	v	1
tarpaRa	tarpaṇa	n	1
unmAda	unmāda	m	1
aBye	abhye	v	1
ASIviza	āśīviṣa	m	1
avakf	avakṛ	v	1
granTa	grantha	m	1
kailAsa	kailāsa	m	1
niyoga	niyoga	m	1
nfSaMsa	nṛśaṁsa	adj	1
sADAraRa	sādhāraṇa	adj	1
saubala	saubala	m	1
vaiSvAnara	vaiśvānara	m	1
aMsa	aṁsa	m	1
anAdi	anādi	adj	1
dAS	dāś	v	1
DarA	dharā	f	1
ikzvAku	ikṣvāku	m	1
kfpA	kṛpā	f	1
ozWa	oṣṭha	m	1
praveSa	praveśa	m	1
saciva	saciva	m	1
saMkzepa	saṁkṣepa	m	1
balya	balya	adj	1
gARqIva	gāṇḍīva	mn	1
kIwa	kīṭa	m	1
lajjA	lajjā	f	1
puraMdara	puraṁdara	m	1
svaDA	svadhā	f	1
tvarA	tvarā	f	1
vikfti	vikṛti	f	1
GAtay	ghātay	v	1
Samay	śamay	v	1
stotra	stotra	n	1
vyAyAma	vyāyāma	m	1
ambuja	ambuja	mn	1
kuNkuma	kuṅkuma	n	1
saMjYaka	saṁjñaka	adj	1
snuhI	snuhī	f	1
upayoga	upayoga	m	1
ASis	āśis	f	1
catuHzazwi	catuḥṣaṣṭi	f	1
caura	caura	m	1
Danvin	dhanvin	adj	1
kirIwin	kirīṭin	m	1
mAtula	mātula	m	1
fkza	ṛkṣa	m	1
vasuMDarA	vasuṁdharā	f	1
anumAna	anumāna	n	1
BAvanA	bhāvanā	f	1
Dvani	dhvani	m	1
hantf	hantṛ	adj	1
nirdah	nirdah	v	1
prAkfta	prākṛta	adj	1
praRipat	praṇipat	v	1
fRa	ṛṇa	n	1
tulA	tulā	f	1
akAla	akāla	m	1
gajapuwa	gajapuṭa	mn	1
paNka	paṅka	mn	1
paNkti	paṅkti	f	1
pfTivIpati	pṛthivīpati	m	1
punarnavA	punarnavā	mf	1
upekz	upekṣ	v	1
uzwra	uṣṭra	m	1
acintya	acintya	adj	1
akfta	akṛta	adj	1
aNgada	aṅgada	m	1
divaukas	divaukas	m	1
mfj	mṛj	v	1
prAS	prāś	v	1
samAviS	samāviś	v	1
sauBadra	saubhadra	m	1
Adara	ādara	m	1
durmati	durmati	adj	1
kfzi	kṛṣi	f	1
kruS	kruś	v	1
puNKa	puṅkha	m	1
revAKaRqa	revākhaṇḍa	m	1
samAvf	samāvṛ	v	1
samudBava	samudbhava	m	1
dAraka	dāraka	m	1
devayAnI	devayānī	f	1
mAraRa	māraṇa	mfn	1
Pena	phena	mn	1
uddeSa	uddeśa	m	1
aDyAtma	adhyātma	n	1
ahiMsA	ahiṁsā	f	1
nAgara	nāgara	n	1
nanda	nanda	m	1
pratyeka	pratyeka	adj	1
sAray	sāray	v	1
tatpara	tatpara	adj	1
Atmavat	ātmavat	adj	1
BUDara	bhūdhara	m	1
deSay	deśay	v	1
Darmya	dharmya	adj	1
jaqa	jaḍa	adj	1
jayadraTa	jayadratha	m	1
maiTilI	maithilī	f	1
musala	musala	mn	1
nirvARa	nirvāṇa	mn	1
saMSraya	saṁśraya	m	1
anindita	anindita	adj	1
aryaman	aryaman	m	1
Avarta	āvarta	m	1
jAgf	jāgṛ	v	1
rAkzasI	rākṣasī	f	1
sara	sara	adj	1
ucCri	ucchri	v	1
ASvAsay	āśvāsay	v	1
BAvin	bhāvin	adj	1
kftAYjali	kṛtāñjali	adj	1
mayUra	mayūra	m	1
niyojay	niyojay	v	1
paramAtman	paramātman	m	1
prahAra	prahāra	m	1
pravIra	pravīra	m	1
saMhan	saṁhan	v	1
vivf	vivṛ	v	1
yugma	yugma	n	1
kAca	kāca	mn	1
krAmaRa	krāmaṇa	mfn	1
kulatTa	kulattha	mn	1
nIti	nīti	f	1
saMsTAna	saṁsthāna	n	1
SaNkA	śaṅkā	f	1
tvazwf	tvaṣṭṛ	m	1
vedi	vedi	f	1
aindra	aindra	adj	1
darada	darada	mn	1
sanatkumAra	sanatkumāra	m	1
aBiman	abhiman	v	1
avalokay	avalokay	v	1
ekaviMSati	ekaviṁśati	f	1
elA	elā	mf	1
eraRqa	eraṇḍa	m	1
nAla	nāla	mfn	1
pravAla	pravāla	mn	1
saMhfz	saṁhṛṣ	v	1
saMvAda	saṁvāda	m	1
tanmAtra	tanmātra	fn	1
tantu	tantu	m	1
taTAviDa	tathāvidha	adj	1
vinirmuc	vinirmuc	v	1
Aplu	āplu	v	1
hrasva	hrasva	adj	1
kzata	kṣata	n	1
pratimA	pratimā	f	1
satI	satī	f	1
AkarRay	ākarṇay	v	1
ambA	ambā	f	1
aRu	aṇu	adj	1
Bakzya	bhakṣya	n	1
bila	bila	n	1
caRqa	caṇḍa	adj	1
gala	gala	m	1
grAhin	grāhin	adj	1
kAsIsa	kāsīsa	n	1
Kaga	khaga	mn	1
kumBakarRa	kumbhakarṇa	m	1
praBAta	prabhāta	n	1
Sf	śṛ	v	1
upaci	upaci	v	1
vasana	vasana	n	1
aSuci	aśuci	adj	1
kamp	kamp	v	1
mahi	mahi	adj	1
nandin	nandin	m	1
rukma	rukma	n	1
SivA	śivā	f	1
yadfcCA	yadṛcchā	f	1
kASyapa	kāśyapa	m	1
laya	laya	m	1
nirGoza	nirghoṣa	m	1
nisvana	nisvana	m	1
paTyA	pathyā	f	1
prakalpay	prakalpay	v	1
vaS	vaś	v	1
veDin	vedhin	adj	1
aBivft	abhivṛt	v	1
AgAra	āgāra	n	1
Amiza	āmiṣa	n	1
anubanDa	anubandha	m	1
Gawotkaca	ghaṭotkaca	m	1
parjanya	parjanya	m	1
pravfD	pravṛdh	v	1
sukfta	sukṛta	n	1
tuzwi	tuṣṭi	f	1
AcCAday	ācchāday	v	1
aNkura	aṅkura	mn	1
ape	ape	v	1
duzkfta	duṣkṛta	n	1
klama	klama	m	1
kuRqa	kuṇḍa	mn	1
padAti	padāti	m	1
paYcASat	pañcāśat	f	1
AKyAna	ākhyāna	n	1
Amalaka	āmalaka	mf	1
arcis	arcis	n	1
garta	garta	mn	1
Iq	īḍ	v	1
nAyaka	nāyaka	m	1
puzpita	puṣpita	adj	1
vicAraRA	vicāraṇā	f	1
agnihotra	agnihotra	n	1
anuSAs	anuśās	v	1
gaurI	gaurī	f	1
kawi	kaṭi	f	1
niHsf	niḥsṛ	v	1
paRa	paṇa	m	1
reKA	rekhā	f	1
saMsTApay	saṁsthāpay	v	1
Sigru	śigru	mfn	1
vinihan	vinihan	v	1
viSram	viśram	v	1
yAjYavalkya	yājñavalkya	m	1
aByaDika	abhyadhika	adj	1
Aloka	āloka	m	1
gamay	gamay	v	1
samAhf	samāhṛ	v	1
udBU	udbhū	v	1
vatsara	vatsara	m	1
ADmAna	ādhmāna	n	1
aGa	agha	n	1
anulepana	anulepana	n	1
cakzuzya	cakṣuṣya	adj	1
dvApara	dvāpara	mn	1
haraRa	haraṇa	n	1
naya	naya	m	1
niviS	niviś	v	1
tomara	tomara	mn	1
upapatti	upapatti	f	1
AjYApay	ājñāpay	v	1
annAdya	annādya	n	1
devarAja	devarāja	m	1
Danvan	dhanvan	n	1
jAyA	jāyā	f	1
karSay	karśay	v	1
lAkzA	lākṣā	f	1
upaSoBay	upaśobhay	v	1
vA	vā	v	1
vinad	vinad	v	1
draviRa	draviṇa	n	1
dvAtriMSat	dvātriṁśat	f	1
gavya	gavya	adj	1
nakta	nakta	n	1
nivAsin	nivāsin	adj	1
pIqA	pīḍā	f	1
stamB	stambh	v	1
timira	timira	n	1
vIRA	vīṇā	f	1
vyaya	vyaya	m	1
avaSiz	avaśiṣ	v	1
BAminI	bhāminī	f	1
Bujaga	bhujaga	m	1
nahuza	nahuṣa	m	1
pAcana	pācana	adj	1
prameha	prameha	m	1
pratipAday	pratipāday	v	1
samBrama	sambhrama	m	1
saMtyaj	saṁtyaj	v	1
Sarva	śarva	m	1
SiKin	śikhin	m	1
syandana	syandana	mn	1
tAray	tāray	v	1
upanI	upanī	v	1
aSvatTAman	aśvatthāman	m	1
Bara	bhara	m	1
cakravartin	cakravartin	m	1
deveSI	deveśī	f	1
gairika	gairika	mfn	1
hiNgula	hiṅgula	mn	1
maryAdA	maryādā	f	1
niras	niras	v	1
pAyasa	pāyasa	mn	1
prasaYj	prasañj	v	1
preman	preman	mn	1
samarpay	samarpay	v	1
tretA	tretā	f	1
turaga	turaga	m	1
vidru	vidru	v	1
vraja	vraja	m	1
carAcara	carācara	n	1
nAsikA	nāsikā	f	1
tAmasa	tāmasa	adj	1
ulkA	ulkā	mf	1
upADyAya	upādhyāya	m	1
valI	valī	f	1
vAsara	vāsara	mn	1
arocaka	arocaka	m	1
dolAyantra	dolāyantra	n	1
hAni	hāni	f	1
navama	navama	adj	1
pAWA	pāṭhā	f	1
rodas	rodas	n	1
SuRWI	śuṇṭhī	f	1
SvayaTu	śvayathu	m	1
vairAgya	vairāgya	mn	1
Akzip	ākṣip	v	1
anupAna	anupāna	n	1
apanI	apanī	v	1
apekzA	apekṣā	f	1
Cad	chad	v	1
grIzma	grīṣma	m	1
niroDa	nirodha	m	1
pAtana	pātana	mfn	1
saMspfS	saṁspṛś	v	1
siMhanAda	siṁhanāda	m	1
tripura	tripura	n	1
viBrama	vibhrama	m	1
viyoga	viyoga	m	1
vyavasA	vyavasā	v	1
dAyin	dāyin	adj	1
gANgeya	gāṅgeya	m	1
jvalana	jvalana	m	1
Kadira	khadira	mn	1
kIdfSa	kīdṛśa	adj	1
mAgaDa	māgadha	m	1
meDya	medhya	adj	1
paYcaka	pañcaka	n	1
pradApay	pradāpay	v	1
utpAda	utpāda	m	1
aBijYA	abhijñā	v	1
AdAna	ādāna	n	1
Akara	ākara	m	1
anizwa	aniṣṭa	adj	1
aSvatTa	aśvattha	m	1
atIsAra	atīsāra	m	1
avas	avas	n	1
baka	baka	m	1
daridra	daridra	adj	1
jaGana	jaghana	mn	1
karpUra	karpūra	mn	1
manasvin	manasvin	adj	1
saha	saha	adj	1
smi	smi	v	1
aDikf	adhikṛ	v	1
avagam	avagam	v	1
avatAra	avatāra	mn	1
boDi	bodhi	mf	1
durjaya	durjaya	adj	1
gAruqa	gāruḍa	n	1
GAtin	ghātin	adj	1
jalada	jalada	m	1
nirguRa	nirguṇa	adj	1
prakASay	prakāśay	v	1
prakram	prakram	v	1
prasava	prasava	m	1
rahasya	rahasya	n	1
raNga	raṅga	m	1
saminD	samindh	v	1
yaTAkAma	yathākāma	adj	1
atiric	atiric	v	1
bfMhaRa	bṛṁhaṇa	adj	1
hfzIkeSa	hṛṣīkeśa	m	1
nimajj	nimajj	v	1
parivft	parivṛt	v	1
pravraj	pravraj	v	1
SatAvarI	śatāvarī	f	1
sAtvata	sātvata	m	1
setu	setu	m	1
vam	vam	v	1
vinDya	vindhya	m	1
aByAgam	abhyāgam	v	1
Aroha	āroha	mn	1
brAhmaRI	brāhmaṇī	f	1
mAtA	mātā	f	1
pAramitA	pāramitā	f	1
fju	ṛju	adj	1
sambanDin	sambandhin	adj	1
saMkara	saṁkara	m	1
SuSrUzA	śuśrūṣā	f	1
varay	varay	v	1
vibuDa	vibudha	m	1
yajYiya	yajñiya	adj	1
adfSya	adṛśya	adj	1
amarza	amarṣa	m	1
kapota	kapota	mn	1
kekaya	kekaya	m	1
lakzya	lakṣya	n	1
mAlin	mālin	adj	1
manorama	manorama	adj	1
nivAsa	nivāsa	m	1
rasarAja	rasarāja	mn	1
sac	sac	v	1
sainika	sainika	m	1
upakaraRa	upakaraṇa	n	1
vihvala	vihvala	adj	1
avidyA	avidyā	f	1
caturdaSI	caturdaśī	f	1
kapila	kapila	m	1
kesara	kesara	mn	1
parivarjay	parivarjay	v	1
samprekz	samprekṣ	v	1
senApati	senāpati	m	1
Bojya	bhojya	n	1
nirBid	nirbhid	v	1
pramadA	pramadā	f	1
prasah	prasah	v	1
rADas	rādhas	n	1
Savas	śavas	n	1
vallaBa	vallabha	adj	1
vartI	vartī	f	1
AnAha	ānāha	m	1
AsaYj	āsañj	v	1
atandrita	atandrita	adj	1
ayoDyA	ayodhyā	f	1
GaRwA	ghaṇṭā	f	1
guhya	guhya	n	1
hava	hava	m	1
kaMsa	kaṁsa	m	1
kiwwa	kiṭṭa	mfn	1
kiyat	kiyat	adj	1
kliS	kliś	v	1
parAji	parāji	v	1
prajval	prajval	v	1
samAkula	samākula	adj	1
snAyu	snāyu	fn	1
suDI	sudhī	adj	1
upasTa	upastha	mn	1
vawa	vaṭa	m	1
atula	atula	adj	1
avaruD	avarudh	v	1
ayana	ayana	n	1
dantI	dantī	f	1
kAntA	kāntā	f	1
kzetrajYa	kṣetrajña	m	1
lag	lag	v	1
makara	makara	m	1
mandara	mandara	m	1
racay	racay	v	1
rogin	rogin	adj	1
sAhasa	sāhasa	n	1
varzA	varṣā	f	1
viSvakarman	viśvakarman	m	1
arjay	arjay	v	1
kaikeyI	kaikeyī	f	1
nikft	nikṛt	v	1
paNkaja	paṅkaja	n	1
parimARa	parimāṇa	n	1
Sulva	śulva	mn	1
viBava	vibhava	m	1
visarga	visarga	m	1
vyUh	vyūh	v	1
apramatta	apramatta	adj	1
Baikza	bhaikṣa	n	1
janana	janana	adj	1
jaNGA	jaṅghā	f	1
aMhas	aṁhas	n	1
atyaya	atyaya	m	1
nirUpay	nirūpay	v	1
parihf	parihṛ	v	1
pIWa	pīṭha	n	1
saMramBa	saṁrambha	m	1
vrIhi	vrīhi	m	1
vyAla	vyāla	m	1
antarAtman	antarātman	m	1
grAha	grāha	m	1
sahasrAkza	sahasrākṣa	m	1
sapatna	sapatna	m	1
viroDa	virodha	m	1
aBipUjay	abhipūjay	v	1
anATa	anātha	adj	1
avaDya	avadhya	adj	1
avagAh	avagāh	v	1
BerI	bherī	f	1
mAtuluNga	mātuluṅga	mn	1
SiSira	śiśira	adj	1
sPawika	sphaṭika	mn	1
SvaSura	śvaśura	m	1
vajrin	vajrin	m	1
vyapoh	vyapoh	v	1
yajamAna	yajamāna	m	1
aByarc	abhyarc	v	1
bimba	bimba	mn	1
gal	gal	v	1
geha	geha	mn	1
kANkz	kāṅkṣ	v	1
kazwa	kaṣṭa	adj	1
paRya	paṇya	n	1
pramAda	pramāda	m	1
raktapitta	raktapitta	n	1
vAhay	vāhay	v	1
viraha	viraha	m	1
viSiKa	viśikha	m	1
vivAda	vivāda	mn	1
apratima	apratima	adj	1
arbuda	arbuda	mn	1
Avft	āvṛt	v	1
Bakza	bhakṣa	m	1
cAraRa	cāraṇa	m	1
dyAvApfTivI	dyāvāpṛthivī	f	1
kaliNga	kaliṅga	mn	1
praRaya	praṇaya	m	1
prAsa	prāsa	m	1
pratigraha	pratigraha	m	1
sAtmya	sātmya	mn	1
vAruRa	vāruṇa	adj	1
aByaYj	abhyañj	v	1
aDvaryu	adhvaryu	m	1
ArAma	ārāma	m	1
kzan	kṣan	v	1
nareSvara	nareśvara	m	1
revA	revā	f	1
stuti	stuti	f	1
tritaya	tritaya	n	1
vArARasI	vārāṇasī	f	1
anDamUzA	andhamūṣā	mf	1
atisAra	atisāra	m	1
cikitsA	cikitsā	f	1
janADipa	janādhipa	m	1
pramad	pramad	v	1
sADya	sādhya	m	1
saMsTa	saṁstha	adj	1
Sravas	śravas	n	1
Srotriya	śrotriya	m	1
viBUti	vibhūti	f	1
aBI	abhī	v	1
aDara	adhara	m	1
ambuda	ambuda	m	1
amftA	amṛtā	f	1
citrasena	citrasena	m	1
daSagrIva	daśagrīva	m	1
DU	dhū	v	1
harItakI	harītakī	f	1
meKalA	mekhalā	f	1
oMkAra	oṁkāra	m	1
sasya	sasya	mn	1
taras	taras	n	1
vAha	vāha	m	1
vidraDi	vidradhi	mf	1
viSada	viśada	adj	1
vivasvant	vivasvant	m	1
brahmarzi	brahmarṣi	m	1
kAmyA	kāmyā	f	1
kzattf	kṣattṛ	m	1
malina	malina	adj	1
paYcadaSan	pañcadaśan	adj	1
parivAra	parivāra	m	1
prAkAra	prākāra	m	1
svedana	svedana	mn	1
aSIti	aśīti	f	1
dAru	dāru	mn	1
inD	indh	v	1
pAla	pāla	m	1
SAlA	śālā	f	1
samAsa	samāsa	m	1
sindUra	sindūra	mn	1
trAsa	trāsa	m	1
tutTa	tuttha	mn	1
upaBoga	upabhoga	m	1
yAdfSa	yādṛśa	adj	1
cedi	cedi	m	1
miSray	miśray	v	1
niHSvas	niḥśvas	v	1
parANmuKa	parāṅmukha	adj	1
pradIp	pradīp	v	1
prapaS	prapaś	v	1
priyA	priyā	f	1
samAsTA	samāsthā	v	1
snuzA	snuṣā	f	1
utkawa	utkaṭa	adj	1
vijYApay	vijñāpay	v	1
aByanujYA	abhyanujñā	v	1
guqUcI	guḍūcī	f	1
kurukzetra	kurukṣetra	n	1
pracoday	pracoday	v	1
samagra	samagra	adj	1
saMsad	saṁsad	f	1
sevana	sevana	n	1
suganDi	sugandhi	adj	1
viSvAsa	viśvāsa	m	1
Asava	āsava	m	1
BAzita	bhāṣita	n	1
kaRva	kaṇva	m	1
lauha	lauha	n	1
nagarI	nagarī	f	1
samBAvay	sambhāvay	v	1
sAMKya	sāṁkhya	n	1
SIrza	śīrṣa	n	1
svAgata	svāgata	n	1
tAlu	tālu	mn	1
trayodaSan	trayodaśan	adj	1
vAhin	vāhin	adj	1
viSf	viśṛ	v	1
aBayA	abhayā	f	1
ajIrRa	ajīrṇa	n	1
anuman	anuman	v	1
anuraYj	anurañj	v	1
durAsada	durāsada	adj	1
praharaRa	praharaṇa	n	1
SAlva	śālva	m	1
SramaRa	śramaṇa	m	1
tiTi	tithi	mf	1
ucCizwa	ucchiṣṭa	n	1
veRu	veṇu	m	1
aMSaka	aṁśaka	m	1
avaSeza	avaśeṣa	mn	1
duzwa	duṣṭa	adj	1
pAraga	pāraga	adj	1
piDA	pidhā	v	1
prabuD	prabudh	v	1
praSamana	praśamana	adj	1
ranDra	randhra	mn	1
smara	smara	m	1
vArzReya	vārṣṇeya	m	1
vaSya	vaśya	adj	1
viBA	vibhā	v	1
ASaMs	āśaṁs	v	1
AtmajA	ātmajā	f	1
caRqAla	caṇḍāla	m	1
hi	hi	v	1
rAjanya	rājanya	m	1
sAmarTya	sāmarthya	n	1
Sulka	śulka	mn	1
amoGa	amogha	adj	1
Darman	dharman	n	1
loDra	lodhra	mn	1
prasf	prasṛ	v	1
SilAjatu	śilājatu	mn	1
sTavira	sthavira	adj	1
suraBi	surabhi	adj	1
tandrA	tandrā	f	1
ukti	ukti	f	1
vARI	vāṇī	f	1
varizWa	variṣṭha	adj	1
mUrKa	mūrkha	adj	1
nIca	nīca	adj	1
picCila	picchila	adj	1
praKyA	prakhyā	f	1
vidAray	vidāray	v	1
vivarDana	vivardhana	adj	1
apAmArga	apāmārga	m	1
guggulu	guggulu	mn	1
iqA	iḍā	f	1
inDana	indhana	n	1
niraya	niraya	m	1
preray	preray	v	1
saktu	saktu	m	1
saMmarday	saṁmarday	v	1
sAnu	sānu	mn	1
vaivasvata	vaivasvata	m	1
viSvas	viśvas	v	1
yAdava	yādava	m	1
yUza	yūṣa	mn	1
yUTa	yūtha	mn	1
aBipat	abhipat	v	1
anupaS	anupaś	v	1
azwaguRa	aṣṭaguṇa	adj	1
Avartay	āvartay	v	1
evamAdi	evamādi	adj	1
mastaka	mastaka	mn	1
pfTvI	pṛthvī	f	1
raYj	rañj	v	1
sauvarRa	sauvarṇa	adj	1
ulbaRa	ulbaṇa	adj	1
viram	viram	v	1
aBipad	abhipad	v	1
Arjava	ārjava	n	1
kausalyA	kausalyā	f	1
kzura	kṣura	m	1
kubera	kubera	m	1
nibanD	nibandh	v	1
nidAna	nidāna	n	1
nyagroDa	nyagrodha	m	1
paripf	paripṛ	v	1
pizwi	piṣṭi	f	1
prasvap	prasvap	v	1
SaMtanu	śaṁtanu	m	1
SatruGna	śatrughna	m	1
vAditra	vāditra	mn	1
vArttA	vārttā	f	1
viDU	vidhū	v	1
vikraya	vikraya	m	1
asu	asu	m	1
hrI	hrī	f	1
laNGana	laṅghana	n	1
mAra	māra	m	1
nimna	nimna	adj	1
pARqaveya	pāṇḍaveya	m	1
pratiBAz	pratibhāṣ	v	1
sampravac	sampravac	v	1
sparSana	sparśana	n	1
vaiSravaRa	vaiśravaṇa	m	1
vaSin	vaśin	adj	1
viBAvay	vibhāvay	v	1
aSmarI	aśmarī	mf	1
cihna	cihna	n	1
daSana	daśana	m	1
karRikA	karṇikā	f	1
karuRa	karuṇa	adj	1
kftArTa	kṛtārtha	adj	1
kzar	kṣar	v	1
mahArha	mahārha	adj	1
nASin	nāśin	adj	1
nivartay	nivartay	v	1
