slp1	iast	pos	period_spread
BagaMdara	bhagaṁdara	mn	1
BIzaRa	bhīṣaṇa	adj	1
dIpti	dīpti	f	1
grAvan	grāvan	m	1
karin	karin	m	1
kzapA	kṣapā	f	1
malla	malla	mn	1
moGa	mogha	adj	1
paraSvaDa	paraśvadha	m	1
Pulla	phulla	adj	1
plavaMgama	plavaṁgama	m	1
pUrvaja	pūrvaja	m	1
sajozas	sajoṣas	adj	1
saKa	sakha	m	1
saMkalpay	saṁkalpay	v	1
samudyam	samudyam	v	1
sAraRA	sāraṇā	fn	1
sikatA	sikatā	mf	1
srazwf	sraṣṭṛ	m	1
vaizamya	vaiṣamya	n	1
vinirdiS	vinirdiś	v	1
aBirUpa	abhirūpa	adj	1
apadeSa	apadeśa	m	1
avani	avani	f	1
jayA	jayā	f	1
jIvantI	jīvantī	f	1
kAmarUpin	kāmarūpin	adj	1
kavya	kavya	n	1
maitrI	maitrī	f	1
mfRAla	mṛṇāla	mn	1
namasy	namasy	v	1
nikfti	nikṛti	f	1
prasenajit	prasenajit	m	1
pratApa	pratāpa	m	1
pratipUjay	pratipūjay	v	1
saMraYj	saṁrañj	v	1
saptamI	saptamī	f	1
udyama	udyama	m	1
vyAhfti	vyāhṛti	f	1
aBijana	abhijana	mn	1
aDikaraRa	adhikaraṇa	n	1
AgA	āgā	v	1
anusArin	anusārin	adj	1
cAturvarRya	cāturvarṇya	n	1
gayA	gayā	f	1
jalp	jalp	v	1
kitava	kitava	m	1
lubDaka	lubdhaka	m	1
nIlotpala	nīlotpala	n	1
Saitya	śaitya	n	1
saMci	saṁci	v	1
sampAta	sampāta	m	1
SUlin	śūlin	m	1
trAtf	trātṛ	m	1
tulasI	tulasī	f	1
vAhlIka	vāhlīka	m	1
yakft	yakṛt	n	1
aBilaz	abhilaṣ	v	1
AliNgay	āliṅgay	v	1
AnfSaMsya	ānṛśaṁsya	n	1
anukampA	anukampā	fn	1
arunDatI	arundhatī	f	1
catvAriMSat	catvāriṁśat	f	1
CAga	chāga	m	1
dos	dos	n	1
harzay	harṣay	v	1
kirAta	kirāta	mn	1
kftaGna	kṛtaghna	adj	1
kftajYa	kṛtajña	adj	1
maDUka	madhūka	mn	1
niHSvAsa	niḥśvāsa	m	1
nirvfti	nirvṛti	f	1
pAkaSAsana	pākaśāsana	m	1
praRAma	praṇāma	m	1
pUrvya	pūrvya	adj	1
rakzin	rakṣin	adj	1
samuddiS	samuddiś	v	1
vedapAraga	vedapāraga	m	1
Ada	āda	adj	1
Anam	ānam	v	1
hIraka	hīraka	mn	1
jagannATa	jagannātha	m	1
kalevara	kalevara	mn	1
lava	lava	m	1
mAGa	māgha	m	1
pralI	pralī	v	1
sAMniDya	sāṁnidhya	n	1
Sibi	śibi	m	1
SfNgavera	śṛṅgavera	mn	1
sUcay	sūcay	v	1
sudarSana	sudarśana	m	1
vami	vami	f	1
vanDyA	vandhyā	f	1
virUpAkza	virūpākṣa	m	1
aparAhRa	aparāhṇa	m	1
Apta	āpta	m	1
astrI	astrī	f	1
cIvara	cīvara	n	1
daivya	daivya	adj	1
dAman	dāman	mn	1
Dur	dhur	f	1
gatAsu	gatāsu	adj	1
jIvay	jīvay	v	1
kalApa	kalāpa	mn	1
kAmboja	kāmboja	m	1
keli	keli	mf	1
kftAstra	kṛtāstra	adj	1
mahendra	mahendra	m	1
manTa	mantha	m	1
parAYc	parāñc	adj	1
pIti	pīti	f	1
pradiS	pradiś	f	1
prakarza	prakarṣa	m	1
prasUti	prasūti	f	1
prokz	prokṣ	v	1
puruhUta	puruhūta	m	1
raMhas	raṁhas	n	1
sadman	sadman	n	1
SIrzan	śīrṣan	n	1
sPowa	sphoṭa	m	1
udvaha	udvaha	m	1
upanizad	upaniṣad	f	1
UrRA	ūrṇā	f	1
vAsay	vāsay	v	1
vitras	vitras	v	1
aviSeza	aviśeṣa	m	1
BraMSa	bhraṁśa	m	1
Canda	chanda	m	1
daRqaka	daṇḍaka	mfn	1
dUzaRa	dūṣaṇa	n	1
kUzmARqa	kūṣmāṇḍa	mfn	1
kuwumba	kuṭumba	n	1
mahArasa	mahārasa	mn	1
mAhiza	māhiṣa	adj	1
nard	nard	v	1
pAruzya	pāruṣya	n	1
patatrin	patatrin	m	1
pracAra	pracāra	m	1
prItimat	prītimat	adj	1
rasAtala	rasātala	n	1
sAla	sāla	m	1
samIraRa	samīraṇa	m	1
sAti	sāti	f	1
svAhA	svāhā	f	1
taskara	taskara	m	1
vareRya	vareṇya	adj	1
AGrA	āghrā	v	1
amartya	amartya	adj	1
BUpAla	bhūpāla	m	1
dfzwAnta	dṛṣṭānta	m	1
ganDi	gandhi	adj	1
hArdikya	hārdikya	m	1
karAla	karāla	adj	1
mahAdevI	mahādevī	f	1
maheSa	maheśa	m	1
manojYa	manojña	adj	1
mauli	mauli	mf	1
niDApay	nidhāpay	v	1
nizkala	niṣkala	adj	1
plavaga	plavaga	m	1
praRiDAna	praṇidhāna	n	1
SacIpati	śacīpati	m	1
saMnikarza	saṁnikarṣa	m	1
saMtan	saṁtan	v	1
tatrasTa	tatrastha	adj	1
tftIyA	tṛtīyā	f	1
vAruRI	vāruṇī	f	1
vigarh	vigarh	v	1
arTay	arthay	v	1
cakzas	cakṣas	n	1
dustara	dustara	adj	1
kakza	kakṣa	mf	1
kAmalA	kāmalā	mfn	1
parameSvarI	parameśvarī	f	1
pramaT	pramath	v	1
pUraRa	pūraṇa	n	1
samASvAsay	samāśvāsay	v	1
sTaRqila	sthaṇḍila	n	1
sulaBa	sulabha	adj	1
taijasa	taijasa	adj	1
ujJita	ujjhita	adj	1
vAday	vāday	v	1
vilI	vilī	v	1
yavakzAra	yavakṣāra	mn	1
akzayya	akṣayya	adj	1
dahana	dahana	m	1
gaBasti	gabhasti	m	1
gahana	gahana	adj	1
hAwaka	hāṭaka	n	1
karkaSa	karkaśa	adj	1
kroSa	krośa	m	1
melay	melay	v	1
mUka	mūka	adj	1
mUrtimat	mūrtimat	adj	1
niDAna	nidhāna	n	1
nistriMSa	nistriṁśa	m	1
pariSram	pariśram	v	1
pittala	pittala	adj	1
praharza	praharṣa	m	1
prajvAlay	prajvālay	v	1
pravas	pravas	v	1
Sakawa	śakaṭa	n	1
saMSaptaka	saṁśaptaka	m	1
saMviS	saṁviś	v	1
unmA	unmā	v	1
varzin	varṣin	adj	1
veday	veday	v	1
viyant	viyant	n	1
anunI	anunī	v	1
arGa	argha	m	1
aSvaganDA	aśvagandhā	f	1
avaBAsa	avabhāsa	m	1
avasfj	avasṛj	v	1
brAhmI	brāhmī	f	1
caitra	caitra	m	1
dUrvA	dūrvā	f	1
ekAdaSI	ekādaśī	f	1
gaya	gaya	m	1
gomAyu	gomāyu	m	1
jiGAMsu	jighāṁsu	adj	1
kaivalya	kaivalya	n	1
kandara	kandara	mfn	1
niziD	niṣidh	v	1
pAdukA	pādukā	f	1
saMgara	saṁgara	m	1
SapaTa	śapatha	m	1
spfD	spṛdh	v	1
upajIvin	upajīvin	adj	1
vAnaprasTa	vānaprastha	mn	1
vipaScit	vipaścit	adj	1
amBoja	ambhoja	n	1
anirudDa	aniruddha	m	1
anuBava	anubhava	m	1
avaSa	avaśa	adj	1
ayoga	ayoga	m	1
Bauma	bhauma	adj	1
BrAtfvya	bhrātṛvya	m	1
dyumna	dyumna	n	1
guhyaka	guhyaka	m	1
kalatra	kalatra	n	1
kArpAsa	kārpāsa	mn	1
kIcaka	kīcaka	m	1
kIrtana	kīrtana	n	1
mAtariSvan	mātariśvan	m	1
padavI	padavī	f	1
saMdiS	saṁdiś	v	1
Sini	śini	m	1
sKal	skhal	v	1
Socis	śocis	n	1
sureSvarI	sureśvarī	f	1
Svitra	śvitra	mn	1
tiryagyoni	tiryagyoni	f	1
vAlukAyantra	vālukāyantra	n	1
vanitA	vanitā	f	1
vimokza	vimokṣa	m	1
anvah	anvah	v	1
arAti	arāti	m	1
avanam	avanam	v	1
BasmIBU	bhasmībhū	v	1
brahmaRya	brahmaṇya	adj	1
devadatta	devadatta	m	1
DAtakI	dhātakī	f	1
mahADana	mahādhana	adj	1
pariRam	pariṇam	v	1
prANmuKa	prāṅmukha	adj	1
prapitAmaha	prapitāmaha	m	1
pyA	pyā	v	1
rata	rata	n	1
ruz	ruṣ	f	1
sAday	sāday	v	1
SAlmalI	śālmalī	f	1
SreRi	śreṇi	mf	1
stotf	stotṛ	adj	1
sureSvara	sureśvara	m	1
utpAway	utpāṭay	v	1
vAtala	vātala	adj	1
yantf	yantṛ	m	1
Anantya	ānantya	n	1
aRiman	aṇiman	mf	1
anusAra	anusāra	m	1
aravinda	aravinda	n	1
ave	ave	v	1
BAzin	bhāṣin	adj	1
brahmARqa	brahmāṇḍa	n	1
citA	citā	f	1
Dfz	dhṛṣ	v	1
dvipad	dvipad	m	1
kAlikA	kālikā	f	1
kauSala	kauśala	n	1
nand	nand	v	1
nizeDa	niṣedha	m	1
paramArTa	paramārtha	m	1
parikzip	parikṣip	v	1
pratyudyA	pratyudyā	v	1
ruru	ruru	m	1
sampat	sampat	v	1
sfp	sṛp	v	1
anupUrva	anupūrva	adj	1
DAnyABraka	dhānyābhraka	n	1
hariRa	hariṇa	m	1
kadana	kadana	n	1
kakzyA	kakṣyā	f	1
kozRa	koṣṇa	adj	1
kUrmapurARa	kūrmapurāṇa	n	1
mADurya	mādhurya	n	1
nirRaya	nirṇaya	m	1
fzwi	ṛṣṭi	f	1
SAla	śāla	mn	1
samAkf	samākṛ	v	1
samAs	samās	v	1
SaraRya	śaraṇya	adj	1
SarAsana	śarāsana	mn	1
sauvIra	sauvīra	mn	1
sruva	sruva	m	1
svAyamBuva	svāyambhuva	m	1
tapasvinI	tapasvinī	f	1
udgAra	udgāra	m	1
udyoga	udyoga	m	1
vaidika	vaidika	adj	1
vikzepa	vikṣepa	m	1
vitAna	vitāna	mn	1
aDivAsay	adhivāsay	v	1
adIna	adīna	adj	1
Arza	ārṣa	adj	1
avaDAray	avadhāray	v	1
kaNkuzWa	kaṅkuṣṭha	mn	1
kirIwa	kirīṭa	n	1
kopana	kopana	adj	1
magaDa	magadha	m	1
manIzA	manīṣā	f	1
naivedya	naivedya	n	1
nAstika	nāstika	m	1
nizpad	niṣpad	v	1
paYcatva	pañcatva	n	1
pariRI	pariṇī	v	1
pramAtf	pramātṛ	adj	1
prAtihArya	prātihārya	n	1
rIti	rīti	f	1
sugata	sugata	m	1
surata	surata	n	1
sUri	sūri	m	1
trita	trita	m	1
vaSA	vaśā	f	1
viD	vidh	v	1
vyasta	vyasta	adj	1
vyatiric	vyatiric	v	1
yavana	yavana	m	1
aBizwu	abhiṣṭu	v	1
aByASa	abhyāśa	m	1
amlavetasa	amlavetasa	mn	1
anavadya	anavadya	adj	1
anukrama	anukrama	m	1
Ayu	āyu	m	1
BallAtaka	bhallātaka	mfn	1
BAzA	bhāṣā	f	1
BfNgarAja	bhṛṅgarāja	m	1
ciYcA	ciñcā	f	1
Damana	dhamana	n	1
jANgala	jāṅgala	adj	1
kamaRqalu	kamaṇḍalu	mn	1
KARqava	khāṇḍava	mn	1
mahoraga	mahoraga	m	1
mArIca	mārīca	mn	1
nivid	nivid	f	1
pASupata	pāśupata	adj	1
piNgala	piṅgala	adj	1
prapUjay	prapūjay	v	1
prasravaRa	prasravaṇa	n	1
pravaRa	pravaṇa	adj	1
sAhAyya	sāhāyya	n	1
saMkarzaRa	saṁkarṣaṇa	m	1
SiTila	śithila	adj	1
svaira	svaira	adj	1
vAmana	vāmana	m	1
vApay	vāpay	v	1
vyAja	vyāja	m	1
anAgas	anāgas	adj	1
asaMBava	asaṁbhava	m	1
Ayuza	āyuṣa	n	1
Boktf	bhoktṛ	m	1
BUpa	bhūpa	m	1
catuzpada	catuṣpada	adj	1
dolA	dolā	f	1
heti	heti	f	1
janakAtmajA	janakātmajā	f	1
jAnakI	jānakī	f	1
jIrRa	jīrṇa	adj	1
jyotsnA	jyotsnā	f	1
kubja	kubja	adj	1
nU	nū	v	1
paYcANga	pañcāṅga	n	1
Palaka	phalaka	n	1
prAtaHsavana	prātaḥsavana	n	1
puzpaka	puṣpaka	mn	1
rAD	rādh	v	1
samakza	samakṣa	adj	1
SaraBa	śarabha	m	1
sTARu	sthāṇu	m	1
stf	stṛ	v	1
suSruta	suśruta	m	1
viracay	viracay	v	1
viruc	viruc	v	1
aDyApay	adhyāpay	v	1
anuvrata	anuvrata	adj	1
Aspada	āspada	n	1
Bukta	bhukta	n	1
divyauzaDi	divyauṣadhi	f	1
gopI	gopī	f	1
jAtI	jātī	f	1
jIvaka	jīvaka	m	1
kAmya	kāmya	adj	1
karSana	karśana	adj	1
kawukA	kaṭukā	f	1
lajj	lajj	v	1
rasAYjana	rasāñjana	n	1
rodasI	rodasī	f	1
ftAvan	ṛtāvan	adj	1
Srotf	śrotṛ	adj	1
upAdAna	upādāna	n	1
vAsA	vāsā	f	1
vicCid	vicchid	v	1
vittama	vittama	adj	1
antari	antari	v	1
avaDi	avadhi	m	1
dAridrya	dāridrya	n	1
Darzay	dharṣay	v	1
gardaBa	gardabha	m	1
gopA	gopā	m	1
Ih	īh	v	1
kAruRya	kāruṇya	n	1
kraya	kraya	m	1
pariBraMS	paribhraṁś	v	1
pinv	pinv	v	1
praSAnti	praśānti	f	1
rAjikA	rājikā	f	1
raTopasTa	rathopastha	m	1
rAti	rāti	f	1
sampatti	sampatti	f	1
zazWI	ṣaṣṭhī	f	1
vanaukas	vanaukas	m	1
vivfdDi	vivṛddhi	f	1
vyAGrI	vyāghrī	f	1
yaTArTa	yathārtha	adj	1
ambarIza	ambarīṣa	m	1
apavAda	apavāda	m	1
avarudDi	avaruddhi	f	1
AvasaTa	āvasatha	m	1
DarmatA	dharmatā	f	1
Davala	dhavala	adj	1
Gaw	ghaṭ	v	1
mARikya	māṇikya	n	1
nizpat	niṣpat	v	1
pArAvata	pārāvata	m	1
parijana	parijana	m	1
pArzRi	pārṣṇi	mf	1
Saktimat	śaktimat	adj	1
saMvarta	saṁvarta	m	1
sAraRa	sāraṇa	mn	1
tAqana	tāḍana	n	1
upaSama	upaśama	m	1
vizamajvara	viṣamajvara	m	1
vitasti	vitasti	f	1
yaugaMDarAyaRa	yaugaṁdharāyaṇa	m	1
aTarvan	atharvan	m	1
balAhaka	balāhaka	m	1
caRaka	caṇaka	m	1
Cavi	chavi	f	1
dASaraTi	dāśarathi	m	1
jagatpati	jagatpati	m	1
keyUra	keyūra	m	1
leha	leha	m	1
parAvat	parāvat	f	1
pudgala	pudgala	m	1
zaqviDa	ṣaḍvidha	adj	1
samutpat	samutpat	v	1
SastraBft	śastrabhṛt	m	1
zawsAhasrI	ṣaṭsāhasrī	f	1
upaveSay	upaveśay	v	1
visPAray	visphāray	v	1
yakzman	yakṣman	m	1
yavIyas	yavīyas	adj	1
yugAnta	yugānta	m	1
AbanD	ābandh	v	1
avalamb	avalamb	v	1
badarI	badarī	f	1
bAhlika	bāhlika	m	1
bIjaka	bījaka	n	1
darvI	darvī	f	1
gaRikA	gaṇikā	f	1
hotra	hotra	n	1
kftAnta	kṛtānta	m	1
lal	lal	v	1
lAvaRya	lāvaṇya	n	1
nitamba	nitamba	m	1
oka	oka	mn	1
paYcagavya	pañcagavya	n	1
pare	pare	v	1
puroDas	purodhas	m	1
saMdarSana	saṁdarśana	n	1
samudAhf	samudāhṛ	v	1
SArada	śārada	adj	1
tagara	tagara	mn	1
trika	trika	n	1
vApa	vāpa	m	1
aBiram	abhiram	v	1
aiSvara	aiśvara	adj	1
apagam	apagam	v	1
avApti	avāpti	f	1
caitanya	caitanya	n	1
dvitaya	dvitaya	n	1
hiraRyagarBa	hiraṇyagarbha	m	1
jAtIya	jātīya	adj	1
kAmin	kāmin	m	1
kapitTa	kapittha	n	1
kuSalin	kuśalin	adj	1
mUlamantra	mūlamantra	mn	1
navati	navati	f	1
niHsvana	niḥsvana	m	1
nizic	niṣic	v	1
revatI	revatī	f	1
rocana	rocana	adj	1
Sabara	śabara	m	1
sAya	sāya	n	1
sruc	sruc	f	1
trayastriMSat	trayastriṁśat	f	1
upadarSay	upadarśay	v	1
upayam	upayam	v	1
vidarSay	vidarśay	v	1
viSrAnti	viśrānti	f	1
vivarDay	vivardhay	v	1
aBinna	abhinna	adj	1
aByudaya	abhyudaya	m	1
apANga	apāṅga	m	1
bAhulya	bāhulya	n	1
daiteya	daiteya	m	1
durADarza	durādharṣa	adj	1
giriSa	giriśa	m	1
gurukf	gurukṛ	v	1
hiDmA	hidhmā	mf	1
hiraRyaya	hiraṇyaya	adj	1
jAqya	jāḍya	n	1
jAgara	jāgara	m	1
jIraka	jīraka	mn	1
kAntAra	kāntāra	mn	1
karIza	karīṣa	mn	1
KecarI	khecarī	f	1
mandra	mandra	adj	1
mAndya	māndya	n	1
meDa	medha	m	1
sammuKa	sammukha	adj	1
supriya	supriya	m	1
Suzma	śuṣma	m	1
tadIya	tadīya	adj	1
tryUzaRa	tryūṣaṇa	n	1
udgA	udgā	v	1
upAnah	upānah	f	1
vilocana	vilocana	n	1
vimuh	vimuh	v	1
aBiyoga	abhiyoga	m	1
AkANkz	ākāṅkṣ	v	1
anuSAsana	anuśāsana	n	1
anuzWAna	anuṣṭhāna	n	1
arvant	arvant	m	1
dASa	dāśa	m	1
iNgita	iṅgita	n	1
izwakA	iṣṭakā	fn	1
kAlI	kālī	f	1
kzAnti	kṣānti	f	1
mita	mita	adj	1
musalI	musalī	f	1
nirvfta	nirvṛta	adj	1
parihAra	parihāra	m	1
pattraka	pattraka	n	1
plakza	plakṣa	m	1
prajAvat	prajāvat	adj	1
pfTaktva	pṛthaktva	n	1
raTyA	rathyā	f	1
rukmiRI	rukmiṇī	f	1
sopAna	sopāna	mn	1
toyada	toyada	m	1
tuzita	tuṣita	m	1
ucCiz	ucchiṣ	v	1
vaivarRya	vaivarṇya	n	1
vici	vici	v	1
vinirmA	vinirmā	v	1
vfzaRa	vṛṣaṇa	mn	1
akrUra	akrūra	m	1
avaDA	avadhā	v	1
avasTAna	avasthāna	n	1
BIti	bhīti	f	1
BUrja	bhūrja	m	1
budDIndriya	buddhīndriya	n	1
dIpay	dīpay	v	1
durjana	durjana	m	1
garutmant	garutmant	m	1
kuqava	kuḍava	mn	1
mahAmAtra	mahāmātra	m	1
nizpatti	niṣpatti	f	1
paraSu	paraśu	m	1
pracyu	pracyu	v	1
prahasta	prahasta	m	1
rajasvalA	rajasvalā	f	1
saMdeSa	saṁdeśa	m	1
SaWa	śaṭha	adj	1
sTApana	sthāpana	n	1
triSUla	triśūla	n	1
utPulla	utphulla	adj	1
viroDin	virodhin	adj	1
vyatikrama	vyatikrama	m	1
yozA	yoṣā	f	1
aBilAza	abhilāṣa	m	1
Alocay	ālocay	v	1
anaquh	anaḍuh	m	1
anupalabDi	anupalabdhi	f	1
apaTya	apathya	adj	1
BArgI	bhārgī	f	1
daSamUla	daśamūla	fn	1
droha	droha	m	1
durgA	durgā	f	1
GawikA	ghaṭikā	f	1
jinv	jinv	v	1
kajjalI	kajjalī	f	1
kAlAgni	kālāgni	m	1
kuca	kuca	m	1
leSa	leśa	m	1
naimiza	naimiṣa	n	1
narapati	narapati	m	1
nidAGa	nidāgha	m	1
nirantara	nirantara	adj	1
nirvApay	nirvāpay	v	1
nizaDa	niṣadha	m	1
nizecay	niṣecay	v	1
parituz	parituṣ	v	1
plAvay	plāvay	v	1
pravartaka	pravartaka	adj	1
prAyaScitti	prāyaścitti	f	1
sahasraka	sahasraka	n	1
saMnyas	saṁnyas	v	1
SARa	śāṇa	m	1
SUdrA	śūdrā	f	1
sumanas	sumanas	adj	1
vandAka	vandāka	mf	1
vayasya	vayasya	m	1
amAvAsyA	amāvāsyā	f	1
aNgAraka	aṅgāraka	m	1
arcA	arcā	f	1
Beday	bheday	v	1
BUBuj	bhūbhuj	m	1
BujaMgama	bhujaṁgama	m	1
CAyASuzka	chāyāśuṣka	adj	1
dIkz	dīkṣ	v	1
durBikza	durbhikṣa	mn	1
hAsya	hāsya	djan	1
kfttikA	kṛttikā	f	1
lAlasa	lālasa	adj	1
mADyaMdina	mādhyaṁdina	adj	1
mUzaka	mūṣaka	m	1
niHSreyasa	niḥśreyasa	n	1
prativas	prativas	v	1
samIra	samīra	m	1
SataguRa	śataguṇa	adj	1
sUkara	sūkara	m	1
tarka	tarka	m	1
tilaka	tilaka	mn	1
udgAtf	udgātṛ	m	1
vAgyata	vāgyata	adj	1
vihas	vihas	v	1
yAmya	yāmya	adj	1
aByarcay	abhyarcay	v	1
Ayuta	āyuta	adj	1
caYcala	cañcala	adj	1
DIti	dhīti	f	1
hfllAsa	hṛllāsa	m	1
jagadguru	jagadguru	m	1
jina	jina	m	1
jYAnin	jñānin	adj	1
kaluza	kaluṣa	adj	1
kuwila	kuṭila	adj	1
kvaT	kvath	v	1
mumukzu	mumukṣu	adj	1
netf	netṛ	m	1
niroDay	nirodhay	v	1
parizic	pariṣic	v	1
pradakziRIkf	pradakṣiṇīkṛ	v	1
sAgra	sāgra	adj	1
samavAp	samavāp	v	1
SaRa	śaṇa	mn	1
taqit	taḍit	f	1
trapu	trapu	n	1
uttarIya	uttarīya	n	1
vAcaka	vācaka	adj	1
vAnti	vānti	f	1
viBItaka	vibhītaka	mf	1
vyagra	vyagra	adj	1
ahata	ahata	adj	1
Aloqay	āloḍay	v	1
AragvaDa	āragvadha	m	1
Bfjj	bhṛjj	v	1
caRqikA	caṇḍikā	f	1
deSanA	deśanā	f	1
DUmra	dhūmra	adj	1
gaRanA	gaṇanā	f	1
jaGanya	jaghanya	adj	1
jAmbavant	jāmbavant	m	1
kiMviSizwa	kiṁviśiṣṭa	adj	1
mAheSvara	māheśvara	adj	1
mAtfkA	mātṛkā	f	1
mUrvA	mūrvā	f	1
parizad	pariṣad	f	1
prabala	prabala	adj	1
sapatnI	sapatnī	f	1
SibikA	śibikā	f	1
sIsaka	sīsaka	mn	1
Sliz	śliṣ	v	1
svABAvika	svābhāvika	adj	1
vidAhin	vidāhin	adj	1
visaMjYa	visaṁjña	adj	1
viSvarUpa	viśvarūpa	m	1
AnAyay	ānāyay	v	1
AsvAda	āsvāda	m	1
BastrA	bhastrā	f	1
Bedana	bhedana	n	1
campaka	campaka	m	1
DAnyAmla	dhānyāmla	n	1
kAkolI	kākolī	f	1
mAday	māday	v	1
mADavI	mādhavī	f	1
nIlalohita	nīlalohita	m	1
SAradvata	śāradvata	m	1
Sasya	śasya	n	1
satvara	satvara	adj	1
tapana	tapana	m	1
upaskara	upaskara	mn	1
upasTAna	upasthāna	n	1
uttarottara	uttarottara	adj	1
vizwamBa	viṣṭambha	m	1
anATapiRqada	anāthapiṇḍada	m	1
auzaDI	auṣadhī	f	1
BAvana	bhāvana	adj	1
BavAnI	bhavānī	f	1
jatu	jatu	mn	1
jyotizmatI	jyotiṣmatī	f	1
kozWI	koṣṭhī	mf	1
kuSika	kuśika	m	1
lANgUla	lāṅgūla	n	1
mArg	mārg	v	1
mastu	mastu	n	1
nirvivah	nirvivah	v	1
pulaha	pulaha	m	1
saMcAra	saṁcāra	m	1
sArDa	sārdha	adj	1
SvaSrU	śvaśrū	f	1
toka	toka	n	1
turaMga	turaṁga	m	1
aBizecay	abhiṣecay	v	1
Arocay	ārocay	v	1
cakz	cakṣ	v	1
caturTI	caturthī	f	1
Cala	chala	mn	1
gopAla	gopāla	m	1
kAra	kāra	m	1
mahIDara	mahīdhara	m	1
manman	manman	n	1
niSAkara	niśākara	m	1
parAmarSa	parāmarśa	m	1
pAray	pāray	v	1
pavamAna	pavamāna	m	1
pratyupasTA	pratyupasthā	v	1
rAjahaMsa	rājahaṁsa	m	1
raupya	raupya	n	1
sumna	sumna	n	1
surasA	surasā	f	1
udgITa	udgītha	m	1
ugrasena	ugrasena	m	1
upayogin	upayogin	adj	1
yajana	yajana	n	1
aBiniveSa	abhiniveśa	m	1
anurasa	anurasa	m	1
arDarAtra	ardharātra	mn	1
arjana	arjana	n	1
ASauca	āśauca	n	1
avadAta	avadāta	adj	1
Aveday	āveday	v	1
cavya	cavya	n	1
cintaka	cintaka	adj	1
dArvI	dārvī	f	1
DanurDara	dhanurdhara	m	1
grAhaka	grāhaka	adj	1
IdfS	īdṛś	adj	1
kvATay	kvāthay	v	1
lup	lup	v	1
mUtrakfcCra	mūtrakṛcchra	mn	1
napuMsaka	napuṁsaka	n	1
paramparA	paramparā	f	1
prasidDi	prasiddhi	f	1
purUravas	purūravas	m	1
rAjamArga	rājamārga	m	1
sADvasa	sādhvasa	n	1
samaByarcay	samabhyarcay	v	1
sambuD	sambudh	v	1
sampiz	sampiṣ	v	1
snAtaka	snātaka	m	1
SrIvatsa	śrīvatsa	m	1
sUday	sūday	v	1
sumantra	sumantra	m	1
udDava	uddhava	m	1
upalamBa	upalambha	m	1
vaikuRWa	vaikuṇṭha	m	1
vedikA	vedikā	f	1
vidUzaka	vidūṣaka	m	1
vimiSray	vimiśray	v	1
vIti	vīti	f	1
vyApti	vyāpti	f	1
anDay	andhay	v	1
avaSezay	avaśeṣay	v	1
BAgaDeya	bhāgadheya	n	1
Bikz	bhikṣ	v	1
carzaRi	carṣaṇi	f	1
gopAy	gopāy	v	1
jakz	jakṣ	v	1
kArttika	kārttika	m	1
kodrava	kodrava	m	1
kzataja	kṣataja	n	1
maru	maru	m	1
nawa	naṭa	m	1
nikzepa	nikṣepa	m	1
nirBara	nirbhara	adj	1
poza	poṣa	m	1
puwapAka	puṭapāka	m	1
recay	recay	v	1
tman	tman	m	1
udagra	udagra	adj	1
vikalpay	vikalpay	v	1
vfzaparvan	vṛṣaparvan	m	1
aBigamana	abhigamana	n	1
aDikArin	adhikārin	adj	1
alakzmI	alakṣmī	f	1
apakva	apakva	adj	1
BAgavata	bhāgavata	m	1
DattUra	dhattūra	m	1
dIkzay	dīkṣay	v	1
duScara	duścara	adj	1
hetuka	hetuka	adj	1
ijyA	ijyā	f	1
kUrca	kūrca	mn	1
mahAkAla	mahākāla	m	1
mahApAtaka	mahāpātaka	n	1
nibanDana	nibandhana	n	1
nIlI	nīlī	f	1
nirapekza	nirapekṣa	adj	1
pIyUza	pīyūṣa	mn	1
pradAyaka	pradāyaka	adj	1
samprahfz	samprahṛṣ	v	1
saMvitti	saṁvitti	f	1
zawtriMSat	ṣaṭtriṁśat	f	1
SuSrUzu	śuśrūṣu	adj	1
tyAgin	tyāgin	adj	1
ukzan	ukṣan	m	1
vAkucI	vākucī	f	1
vinAyaka	vināyaka	m	1
vitarka	vitarka	m	1
Adideva	ādideva	m	1
agamya	agamya	adj	1
aruza	aruṣa	adj	1
asama	asama	adj	1
Atan	ātan	v	1
caturmuKa	caturmukha	m	1
jambUdvIpa	jambūdvīpa	mn	1
jfmB	jṛmbh	v	1
kAYcI	kāñcī	f	1
kapardin	kapardin	m	1
kfti	kṛti	f	1
makzikA	makṣikā	f	1
maTurA	mathurā	f	1
meGanAda	meghanāda	m	1
mezaSfNgI	meṣaśṛṅgī	f	1
niBfta	nibhṛta	adj	1
nirmARa	nirmāṇa	mn	1
paryuzita	paryuṣita	adj	1
ropaRa	ropaṇa	adj	1
SanaiScara	śanaiścara	m	1
sasyaka	sasyaka	mn	1
SuSrUzaRa	śuśrūṣaṇa	n	1
triBuvana	tribhuvana	n	1
udaNmuKa	udaṅmukha	adj	1
vajrI	vajrī	f	1
vilas	vilas	v	1
vimalA	vimalā	f	1
vimohay	vimohay	v	1
aDigama	adhigama	m	1
agnIzoma	agnīṣoma	m	1
AKu	ākhu	m	1
alaka	alaka	mn	1
ANgirasa	āṅgirasa	m	1
apasavya	apasavya	adj	1
asaMSaya	asaṁśaya	adj	1
Beka	bheka	m	1
bIjapUra	bījapūra	mn	1
cetana	cetana	adj	1
