hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form	verdict	rec_score	recommendation	review_note
nIlakaRWaka	nīlakaṇṭhaka	pw	60631	3-235-a	0	76	0		0	nIlakaRWAkza:0.957	0	0		1	0	confirmed-missing	1	low-priority	probable orthographic doublet of MW headword 'nIlakaRWAkza' (0.957)
nIlasinduka	nīlasinduka	pw	60748	3-236-b	0	203	0		0	nIlasinDuka:1.000	0	0		1	0	confirmed-missing	1	low-priority	vowel-length/case variant of MW headword 'nIlasinDuka' (fold-twin - same lexeme or distinct word needs eyes)
naMzwar	naṃṣṭar	pw	56121	3-172-a	0	66	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
naSitar	naśitar	pw	57254	3-187-b	0	79	0		0	nASita:0.923	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'nASita' (0.923) - different word, omission stands
nacyuta	nacyuta	pw	56375	3-174-c	0	35	0		0	nayuta:0.923	3	2	mw72;pwg;vcp	0	0	confirmed-missing	4	add-check	false-friend near form 'nayuta' (0.923) - different word, omission stands
nadIkukuwwikA	nadīkukuṭṭikā	pw	56465	3-176-a	0	56	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nagaraDanasaMDArAma	nagaradhanasaṃdhārāma	pw	56307.1	3-174-a	0	23	0		0	nagaraDanasaMGArAma:0.947	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'nagaraDanasaMGArAma' (0.947) - different word, omission stands
nagaraGAtaka	nagaraghātaka	pw	56303	3-174-a	0	67	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nagnaMBavizRu	nagnaṃbhaviṣṇu	pw	56359	3-174-b	0	64	0		0	nagnamBavizRu:1.000	4	4	ap;ap90;lrv;pwg	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'nagnamBavizRu' (fold-twin - same lexeme or distinct word needs eyes)
nakrarAja	nakrarāja	pw	56180.1	3-172-c	0	23	0		1	nakrarAj:0.941	2	2	pwg;vcp	0	0	variant-form-in-MW	2	add-check	false-friend near form 'nakrarAj' (0.941) - different word, omission stands
nakulAQyA	nakulāḍhyā	pw	204927	3-264-c	1	122	0		0		4	4	pwg;sch;skd;vcp	1	1	confirmed-missing	11	add	
nalya	nalya	pw	57060	3-185-a	0	49	0		0	nAlya:1.000	2	2	pwg;vcp	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'nAlya' (fold-twin - same lexeme or distinct word needs eyes)
nanandar	nanandar	pw	56509.1	3-176-b	0	23	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
nandy	nandy	pw	56618	3-178-b	0	52	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
naqvant	naḍvant	pw	56425	3-175-a	0	65	0		0	naqvat:0.923	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'naqvat' (0.923) - different word, omission stands
nar	nar	pw	56816	3-181-c	0	56	0		1	nAr:1.000	4	4	ccs;fri;gra;pwg	0	1	variant-form-in-MW	6	add-check	vowel-length/case variant of MW headword 'nAr' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
narAli	narāli	pw	56932	3-183-a	0	69	0		0		0	0		0	0	confirmed-missing	1	low-priority	
naraMmanya	naraṃmanya	pw	56879	3-182-b	0	130	0		0	narammanya:1.000	2	2	pwg;sch	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'narammanya' (fold-twin - same lexeme or distinct word needs eyes)
narakavartman	narakavartman	pw	218584	7-351-d	1	102	0		0		1	1	sch	0	0	confirmed-missing	3	check	
narmAlI	narmālī	pw	207534	5-257-b	1	74	0		0		1	1	sch	0	0	confirmed-missing	3	check	
nasatta	nasatta	pw	57301	3-188-a	0	51	0		0		2	2	pwg;vcp	1	1	confirmed-missing	6	add	
navAlAbu	navālābu	pw	204935	3-264-c	1	127	0		0		1	1	sch	0	0	confirmed-missing	3	check	
navaPalA	navaphalā	pw	57143	3-185-c	0	70	0		0		0	0		0	0	confirmed-missing	1	low-priority	
navaraNgaka	navaraṅgaka	pw	57161	3-186-a	0	60	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nawAnDikA	naṭāndhikā	pw	56397.1	3-175-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nfkuwI	nṛkuṭī	pw	60853	3-238-a	0	77	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nfmant	nṛmant	pw	60959	3-239-a	0	64	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nfpativallaBa	nṛpativallabha	pw	60901	3-238-b	0	126	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
niHSrayiRI	niḥśrayiṇī	pw	60010.1	3-224-c	0	23	0		0		3	3	ap;ap90;skd	0	0	confirmed-missing	6	add	
niHsaraDArA	niḥsaradhārā	pw	218866	7-354-a	1	97	1	195,25	0		1	1	sch	0	0	confirmed-missing	5	check	
niHsaraRIya	niḥsaraṇīya	pw	218865	7-354-a	1	117	1	82,1	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
niHzAman	niḥṣāman	pw	60323	3-228-c	0	50	0		1		2	2	pwg;vcp	0	0	variant-form-in-MW	2	add-check	
niHzamam	niḥṣamam	pw	60321	3-228-c	0	54	0		0	niHzAmam:1.000	5	4	bur;mw72;shs;wil;yat	0	0	confirmed-missing	8	add-check	vowel-length/case variant of MW headword 'niHzAmam' (fold-twin - same lexeme or distinct word needs eyes)
niSAdAru	niśādāru	pw	59873	3-223-a	0	70	0		0		1	1	sch	0	0	confirmed-missing	3	check	
niScikIrzA	niścikīrṣā	pw	218814	7-353-c	1	134	1	127,15	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
niScuNkawa	niścuṅkaṭa	pw	59953.2	3-224-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
niScukvaRa	niścukvaṇa	pw	59953.1	3-224-a	0	23	0		0		1	1	shs	0	0	confirmed-missing	2	check	
nibodDar	niboddhar	pw	58690	3-206-c	0	81	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nicudAra	nicudāra	pw	58393	3-202-b	0	93	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nidezaruc	nideṣaruc	pw	58755.1	3-207-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nigarhaRIya	nigarhaṇīya	pw	218693	7-352-c	1	139	1	265,5	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
nijimant	nijimant	pw	58420	3-202-c	0	52	0		0	nijimat:0.933	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'nijimat' (0.933) - different word, omission stands
nikAlya	nikālya	pw	58228	3-200-b	0	65	0		0	nikAya:0.923	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	false-friend near form 'nikAya' (0.923) - different word, omission stands
nikoWaka	nikoṭhaka	pw	58267	3-200-c	0	52	0		0		3	2	mw72;pwg;vcp	0	0	confirmed-missing	6	add	
nikvARa	nikvāṇa	pw	58273.1	3-200-c	0	23	0		0	nikvaRa:1.000	5	5	lrv;pwg;sch;stc;vcp	1	0	confirmed-missing	10	add-check	vowel-length/case variant of MW headword 'nikvaRa' (fold-twin - same lexeme or distinct word needs eyes)
nilopam	nilopam	pw	207595	5-258-a	1	146	0		0		1	1	sch	0	0	confirmed-missing	3	check	
nimbaka	nimbaka	pw	58765.1	3-207-c	0	23	0		0	nimbArka:0.933	1	1	pwg	1	1	confirmed-missing	2	check	false-friend near form 'nimbArka' (0.933) - different word, omission stands
nirDAway	nirdhāṭay	pw	59359	3-216-a	0	75	0		1	nirDAwaya:0.941	0	0		0	0	variant-form-in-MW	-1	low-priority	false-friend near form 'nirDAwaya' (0.941) - different word, omission stands
niraMSuka	niraṃśuka	pw	58849	3-208-c	0	57	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
niraMSula	niraṃśula	pw	58849.1	3-208-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nirakzin	nirakṣin	pw	58852	3-208-c	0	63	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nirasa	nirasa	pw	58968	3-210-b	0	135	0		0	nIrasa:1.000	9	8	ap;ap90;lrv;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	17	add-check	vowel-length/case variant of MW headword 'nIrasa' (fold-twin - same lexeme or distinct word needs eyes)
nirbusI	nirbusī	pw	59398	3-216-b	0	64	0		1		0	0		0	0	variant-form-in-MW	-1	low-priority	
nirdigDikA	nirdigdhikā	pw	59335.1	3-215-c	0	23	0		0	nidigDikA:0.947	3	2	mw72;pwg;vcp	0	0	confirmed-missing	4	add-check	false-friend near form 'nidigDikA' (0.947) - different word, omission stands
nirgaRqA	nirgaṇḍā	pw	59212	3-214-a	0	115	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nirganDana	nirgandhana	pw	59215	3-214-a	0	60	0		0		7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0	confirmed-missing	14	add	
nirgrahasTAna	nirgrahasthāna	pw	218756	7-353-a	1	111	1	200,18	0	nigrahasTAna:0.960	1	1	sch	0	0	confirmed-missing	3	check	probable orthographic doublet of MW headword 'nigrahasTAna' (0.960)
niriNgitI	niriṅgitī	pw	59093	3-212-b	0	78	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nirjaras	nirjaras	pw	59265	3-214-c	0	88	0		1	nirjara:0.933	2	1	mw72;pwg	1	0	variant-form-in-MW	5	add-check	false-friend near form 'nirjara' (0.933) - different word, omission stands
nirlUyanI	nirlūyanī	pw	59548	3-218-b	0	68	0		0		0	0		0	0	confirmed-missing	1	low-priority	
nirvaha	nirvaha	pw	59582	3-218-c	0	47	0		1	nirvAha:1.000	1	1	pwg	0	0	variant-form-in-MW	0	check	vowel-length/case variant of MW headword 'nirvAha' (fold-twin - same lexeme or distinct word needs eyes)
nirvikalpana	nirvikalpana	pw	59632	3-219-b	0	60	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
nirvivAdI	nirvivādī	pw	59651	3-219-c	0	66	0		1		0	0		0	0	variant-form-in-MW	-1	low-priority	
nisaMpAta	nisaṃpāta	pw	60335	3-229-a	0	65	0		0	nisampAta:1.000	4	4	ap;ap90;lrv;pwg	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'nisampAta' (fold-twin - same lexeme or distinct word needs eyes)
nisusUs	nisusūs	pw	60343	3-229-a	0	80	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nitAntAvfkzIya	nitāntāvṛkṣīya	pw	58445.1	3-203-a	0	23	0		0	nitAntavfkzIya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'nitAntavfkzIya' (fold-twin - same lexeme or distinct word needs eyes)
nivAsaka	nivāsaka	pw	59796	3-221-c	0	54	0		0		1	1	pwg	1	0	confirmed-missing	4	check	
nivAtaka	nivātaka	pw	59778	3-221-c	0	54	0		0	nivartaka:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'nivartaka' (0.941) - different word, omission stands
niyAga	niyāga	pw	58812	3-208-b	0	79	0		0		0	0		0	0	confirmed-missing	1	low-priority	
niyodDar	niyoddhar	pw	58844	3-208-c	0	123	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
nizAdakarzU	niṣādakarṣū	pw	60045	3-225-a	0	55	0		1	nizAdakarzu:1.000	1	1	vcp	0	0	variant-form-in-MW	0	check	vowel-length/case variant of MW headword 'nizAdakarzu' (fold-twin - same lexeme or distinct word needs eyes)
nizWuti	niṣṭhuti	pw	60198.1	3-227-b	0	23	0		0	nizWUti:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'nizWUti' (fold-twin - same lexeme or distinct word needs eyes)
nizkay	niṣkay	pw	60086	3-225-c	0	48	0		0		0	0		0	0	confirmed-missing	0	low-priority	
nizpandana	niṣpandana	pw	60226	3-227-c	0	67	0		0	nizpAdana:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'nizpAdana' (0.947) - different word, omission stands
nizpravaRa	niṣpravaṇa	pw	60306.1	3-228-c	0	23	0		1	nizpravARa:1.000	0	0		0	0	variant-form-in-MW	-2	low-priority	vowel-length/case variant of MW headword 'nizpravARa' (fold-twin - same lexeme or distinct word needs eyes)
nyAyadvAratArakaSAstra	nyāyadvāratārakaśāstra	pw	61465.5	3-245-b	0	23	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
nyakArukA	nyakārukā	pw	61410	3-244-b	0	68	0		0		3	3	pwg;skd;vcp	0	0	confirmed-missing	7	add	
nyubjaKaNga	nyubjakhaṅga	pw	61518	3-246-a	0	62	0		0		0	0		0	0	confirmed-missing	1	low-priority	
oGopakaraRa	oghopakaraṇa	pw	206967	5-251-a	1	118	0		0		1	1	sch	0	0	confirmed-missing	3	check	
oMkArIy	oṃkārīy	pw	22627	1-276-c	0	65	0		1	oMkArIya:0.933	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'oMkArIya' (0.933) - different word, omission stands
oQIy	oḍhīy	pw	22657	1-277-a	0	59	0		0		0	0		0	0	confirmed-missing	-2	low-priority	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
ojApratyAhAriRI	ojāpratyāhāriṇī	pw	215544	7-328-b	1	173	1	197	0		1	1	sch	0	0	confirmed-missing	5	check	
ojasy	ojasy	pw	22634	1-276-c	0	62	0		1		1	1	pwg	0	1	variant-form-in-MW	1	check	
olla	olla	pw	22700	1-277-b	0	63	0		0		5	5	ap;ap90;lrv;pwg;vcp	0	0	confirmed-missing	9	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
oqI	oḍī	pw	22651.1	1-277-a	0	23	0		1		7	7	ap;ap90;shs;skd;vcp;wil;yat	0	0	variant-form-in-MW	12	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
oqaka	oḍaka	pw	22648	1-277-a	0	46	0		0		6	5	ap;ap90;mw72;shs;wil;yat	0	0	confirmed-missing	12	add	
oqrakAKyA	oḍrakākhyā	pw	22654	1-277-a	0	99	0		0		0	0		0	0	confirmed-missing	1	low-priority	
ozWapuzpa	oṣṭhapuṣpa	pw	22733	1-277-c	0	97	0		0		2	2	pwg;vcp	1	0	confirmed-missing	7	add	
pAMsukAsIsa	pāṃsukāsīsa	pw	65322	4-060-c	0	79	0		0	pAMsukasIsa:1.000	3	3	lrv;pwg;vcp	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'pAMsukasIsa' (fold-twin - same lexeme or distinct word needs eyes)
pAMsusaMcAra	pāṃsusaṃcāra	pw	207733	5-259-c	1	87	0		0		1	1	sch	0	0	confirmed-missing	3	check	
pARigfhItA	pāṇigṛhītā	pw	65561	4-063-c	0	67	0		1	pARigfhIta:1.000	1	1	sch	1	0	variant-form-in-MW	3	check	vowel-length/case variant of MW headword 'pARigfhIta' (fold-twin - same lexeme or distinct word needs eyes)
pARigfhItI	pāṇigṛhītī	pw	65561.1	4-063-c	0	23	0		1	parigfhIti:1.000	7	7	ap;lrv;shs;skd;vcp;wil;yat	0	1	variant-form-in-MW	12	add-check	vowel-length/case variant of MW headword 'parigfhIti' (fold-twin - same lexeme or distinct word needs eyes)
pARqAra	pāṇḍāra	pw	65640	4-064-c	0	62	0		0	pARqara:1.000	2	2	pwg;vcp	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'pARqara' (fold-twin - same lexeme or distinct word needs eyes)
pARqaraka	pāṇḍaraka	pw	65620	4-064-b	0	76	0		0	paRqraka:0.941	2	1	mw72;pwg	0	0	confirmed-missing	3	add-check	false-friend near form 'paRqraka' (0.941) - different word, omission stands
pARqavikA	pāṇḍavikā	pw	65637	4-064-c	0	83	0		1	pARqavika:1.000	0	0		1	1	variant-form-in-MW	1	low-priority	vowel-length/case variant of MW headword 'pARqavika' (fold-twin - same lexeme or distinct word needs eyes)
pAScAtyAkarasaMBava	pāścātyākarasaṃbhava	pw	66665	4-078-c	0	66	0		0	pAScAtyAkarasamBava:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'pAScAtyAkarasamBava' (fold-twin - same lexeme or distinct word needs eyes)
pAWIkuwa	pāṭhīkuṭa	pw	65544	4-063-c	0	71	0		0		2	2	pwg;vcp	0	0	confirmed-missing	5	add	
pAWaBU	pāṭhabhū	pw	65535	4-063-b	0	93	0		0		5	5	pwg;shs;vcp;wil;yat	0	0	confirmed-missing	11	add	
pAYcalikA	pāñcalikā	pw	65467	4-062-b	0	64	0		0	pAYcAlikA:1.000	7	7	bur;pwg;shs;skd;stc;wil;yat	0	0	confirmed-missing	13	add-check	vowel-length/case variant of MW headword 'pAYcAlikA' (fold-twin - same lexeme or distinct word needs eyes)
pAcayitar	pācayitar	pw	65428	4-062-a	0	87	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
pAdavalmIka	pādavalmīka	pw	65895	4-068-b	0	80	0		0	padavalmIka:1.000	6	6	armh;pwg;shs;vcp;wil;yat	1	0	confirmed-missing	13	add-check	vowel-length/case variant of MW headword 'padavalmIka' (fold-twin - same lexeme or distinct word needs eyes)
pAday	pāday	pw	65881	4-068-a	0	54	0		1		1	1	pwg	1	0	variant-form-in-MW	2	check	
pAjipakzin	pājipakṣin	pw	207735	5-259-c	1	99	0		0	prAjipakzin:0.952	1	1	sch	0	0	confirmed-missing	1	check	probable orthographic doublet of MW headword 'prAjipakzin' (0.952)
pAkAyana	pākāyana	pw	65395	4-061-b	0	52	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
pAlASaka	pālāśaka	pw	66568	4-077-b	0	54	0		0	pAlaSaka:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'pAlaSaka' (fold-twin - same lexeme or distinct word needs eyes)
pAlIza	pālīṣa	pw	205889	4-302-a	1	61	0		0		1	1	sch	0	0	confirmed-missing	3	check	
pAmavant	pāmavant	pw	66140	4-071-a	0	51	0		0	pAmavat:0.933	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'pAmavat' (0.933) - different word, omission stands
pApASaya	pāpāśaya	pw	66124	4-071-a	0	65	0		0	pApASya:0.933	6	6	ap;lrv;pwg;shs;wil;yat	0	0	confirmed-missing	11	add-check	false-friend near form 'pApASya' (0.933) - different word, omission stands
pApAy	pāpāy	pw	66122	4-070-c	0	64	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
pApakfty	pāpakṛty	pw	66045	4-070-a	0	71	0		1	pApakftyA:0.941	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'pApakftyA' (0.941) - different word, omission stands
pArAvatANGri	pārāvatāṅghri	pw	66283	4-073-a	0	82	0		0		3	3	pwg;shs;vcp	1	0	confirmed-missing	9	add	
pArdAvant	pārdāvant	pw	66440	4-075-a	0	86	0		0	pArdAvat:0.941	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pArdAvat' (0.941) - different word, omission stands
pArevaqabA	pārevaḍabā	pw	66400	4-074-c	0	59	0		0		0	0		0	0	confirmed-missing	0	low-priority	
pAripAtraka	pāripātraka	pw	66332.1	4-073-c	0	23	0		0		5	4	mw72;pwg;shs;wil;yat	0	0	confirmed-missing	10	add	
pAriyAtraka	pāriyātraka	pw	66354	4-074-a	0	59	0		0		3	2	mw72;pui;pwg	1	1	confirmed-missing	8	add	
pAtI	pātī	pw	219290	7-357-d	1	121	1	197,115	1	pAti:1.000	1	1	sch	0	1	variant-form-in-MW	3	check	vowel-length/case variant of MW headword 'pAti' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
pAtar	pātar	pw	65719	4-066-a	0	68	0		0		2	2	ccs;pwg	0	0	confirmed-missing	5	add	
pAtrAvalehakam	pātrāvalehakam	pw	219294	7-357-d	1	111	1	263,65	0	pAtrAvaleham:0.923	1	1	sch	0	0	confirmed-missing	3	check	false-friend near form 'pAtrAvaleham' (0.923) - different word, omission stands
pAwUpawA	pāṭūpaṭā	pw	65523.1	4-063-b	0	23	0		1	pAwUpawa:1.000	0	0		0	0	variant-form-in-MW	-2	low-priority	vowel-length/case variant of MW headword 'pAwUpawa' (fold-twin - same lexeme or distinct word needs eyes)
pAwupawa	pāṭupaṭa	pw	65523	4-063-b	0	69	0		0	pAwUpawa:1.000	3	3	pwg;vcp;yat	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'pAwUpawa' (fold-twin - same lexeme or distinct word needs eyes)
pENgalOdayani	paiṅgalaudayani	pw	69795	4-121-c	0	58	0		0	pENgalOdAyani:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'pENgalOdAyani' (fold-twin - same lexeme or distinct word needs eyes)
pElottika	pailottika	pw	219522	7-359-d	1	126	1	281,242	0		2	2	bhs;sch	0	0	confirmed-missing	7	add	
pEppalIkacCaka	paippalīkacchaka	pw	69863	4-122-b	0	73	0		0	pEppalIkacCapa:0.929	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pEppalIkacCapa' (0.929) - different word, omission stands
pIlusAragiri	pīlusāragiri	pw	67442.1	4-090-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
pItataRqulikA	pītataṇḍulikā	pw	67319	4-089-a	0	74	0		0		0	0		0	0	confirmed-missing	1	low-priority	
pItvAnam	pītvānam	pw	67390.2	4-089-c	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
pIv	pīv	pw	67444	4-090-b	0	44	0		1		9	8	ap;ap90;ben;bop;bur;lrv;mw72;pwg;yat	0	0	variant-form-in-MW	16	add-check	pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
pORikyA	pauṇikyā	pw	69989	4-123-c	0	50	0		0	pOtrikya:0.933	2	2	pwg;vcp	0	0	confirmed-missing	2	add-check	false-friend near form 'pOtrikya' (0.933) - different word, omission stands
pORqravivarDana	pauṇḍravivardhana	pw	69999	4-123-c	0	81	0		0	pORqravarDana:0.929	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pORqravarDana' (0.929) - different word, omission stands
pOrAgIya	paurāgīya	pw	70070	4-124-c	0	54	0		0	pOragIya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'pOragIya' (fold-twin - same lexeme or distinct word needs eyes)
pOroqASika	pauroḍāśika	pw	70099	4-125-a	0	80	0		0		5	4	mw72;pwg;shs;wil;yat	1	0	confirmed-missing	13	add	
pUHkAmy	pūḥkāmy	pw	68753	4-108-b	0	75	0		1	pUHkAmya:0.933	0	0		0	0	variant-form-in-MW	-1	low-priority	false-friend near form 'pUHkAmya' (0.933) - different word, omission stands
pUlAsakakaraRqa	pūlāsakakaraṇḍa	pw	69310	4-115-c	0	157	0		0	pUlAsakakuraRqa:0.933	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'pUlAsakakuraRqa' (0.933) - different word, omission stands
pUraRadvitIyA	pūraṇadvitīyā	pw	219471	7-359-b	1	69	0		0	purARadvitIyA:1.000	1	1	sch	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'purARadvitIyA' (fold-twin - same lexeme or distinct word needs eyes)
pUrowi	pūroṭi	pw	207806	5-260-b	1	72	0		0	purowi:1.000	1	1	sch	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'purowi' (fold-twin - same lexeme or distinct word needs eyes)
pUrv	pūrv	pw	69019	4-112-a	0	82	0		1	purv:1.000	5	4	ap;ben;bur;mw72;pwg	0	0	variant-form-in-MW	9	add-check	vowel-length/case variant of MW headword 'purv' (fold-twin - same lexeme or distinct word needs eyes); pratyayhara/short-form class (PWK lists grammatical elements MW does not headword)
pUrvApahARA	pūrvāpahāṇā	pw	69248	4-115-a	0	77	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
pUtikarRika	pūtikarṇika	pw	68827	4-109-c	0	99	0		0		0	0		1	0	confirmed-missing	3	low-priority	
pUzaBAzA	pūṣabhāṣā	pw	69320.1	4-116-a	0	23	0		0		1	1	skd	0	0	confirmed-missing	2	check	
pUzaka	pūṣaka	pw	69314	4-115-c	0	47	0		0	puzpaka:0.923	4	3	lrv;mw72;pwg;vcp	0	0	confirmed-missing	6	add-check	false-friend near form 'puzpaka' (0.923) - different word, omission stands
paKOqa	pakhauḍa	pw	61683.1	4-003-a	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
paNgagati	paṅgagati	pw	61689.2	4-003-b	0	23	0		0		0	0		0	0	confirmed-missing	0	low-priority	
paNgutvahAriRI	paṅgutvahāriṇī	pw	61757	4-004-a	0	74	0		0	paNgutAhAriRI:0.963	2	2	pwg;vcp	1	1	confirmed-missing	5	add-check	probable orthographic doublet of MW headword 'paNgutAhAriRI' (0.963)
paNktibIjaka	paṅktibījaka	pw	61745	4-003-c	0	102	0		0		0	0		1	0	confirmed-missing	3	low-priority	
paRAy	paṇāy	pw	62395	4-012-c	0	80	0		1		4	4	cae;ccs;pwg;sch	1	0	variant-form-in-MW	9	add-check	
paRWa	paṇṭha	pw	62406	4-012-c	0	59	0		0	pARwa:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'pARwa' (fold-twin - same lexeme or distinct word needs eyes)
paRasy	paṇasy	pw	62392	4-012-c	0	45	0		0	parAsya:0.923	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'parAsya' (0.923) - different word, omission stands
