pwk_L	pwk_pc	slp1	iast	tier	rank	mw_fuzzy	evidence
217773	7-345-b	tarq	tarḍ	nearform0.86		taq	
217774	7-345-b	tarham	tarham	stem			
217778	7-345-b	talavarga	talavarga	nearform0.94		talavara	
217785	7-345-b	talloka	talloka	nearform0.93		talaloka	
217786	7-345-b	tavasvant	tavasvant	nearform0.94		tavasvat	
217791	7-345-b	tAwAvacara	tāṭāvacara	nearform0.90		tAlAvacara	
217803	7-345-c	tAmasavana	tāmasavana	nearform1.00		tamasAvana	
217825	7-345-c	tAvaMtka	tāvaṃtka	nearform0.93		tAvatka	
217827	7-345-c	tigmateja	tigmateja	stem			
217830	7-345-d	tintrIRIkA	tintrīṇīkā	NO-MATCH	B		B:tij;B:tinduki
217832	7-345-d	timitimiMgala	timitimiṃgala	nearform0.92		timitimiMgila	
217849	7-345-d	tilakocavaka	tilakocavaka	NO-MATCH	B		B:tilakAvala;B:tilaDenu
217856	7-345-d	tITenAvA	tīthenāvā	NO-MATCH	B		B:tIkzRalavaRa;B:tIm
217858	7-345-d	tIyikA	tīyikā	nearform0.83		toyikA	
217862	7-346-a	tIrTikAvakrAntaka	tīrthikāvakrāntaka	NO-MATCH	B		B:tIrTa
217863	7-346-a	tIrTodgAraprakIrRaka	tīrthodgāraprakīrṇaka	NO-MATCH	B		B:tuNganATa
217866	7-346-a	tuRava	tuṇava	NO-MATCH	B		B:tuj;B:tuRqicela
217899	7-346-b	tUzRoMviprakramaRa	tūṣṇoṃviprakramaṇa	nearform0.94		tUzRIMviprakramaRa	
217910	7-346-b	tfzwAvarutrI	tṛṣṭāvarutrī	nearform0.88		tvazwAvarUtrI	
217914	7-346-b	tejovant	tejovant	nearform0.93		tejovat	
217915	7-346-b	tejovEdagDyaSIlavant	tejovaidagdhyaśīlavant	nearform0.97		tejovEdagDyaSIlavat	
217931	7-346-c	trAyin	trāyin	nearform0.91		tAyin	
217933	7-346-c	triMSadBAga	triṃśadbhāga	nearform0.91		triMSadaNga	
217934	7-346-c	triMSanmAna	triṃśanmāna	nearform0.82		triMSAMSaka	
217935	7-346-c	triHpiba	triḥpiba	nearform0.93		tripiba	
217937	7-346-c	trikARqaka	trikāṇḍaka	nearform0.90		tridaRqaka	
217938	7-346-c	trikowita	trikoṭita	NO-MATCH	B		B:trigaRa
217951	7-346-c	triparivartam	triparivartam	stem			
217960	7-346-d	triprAtihAryasaMpanna	triprātihāryasaṃpanna	nearform1.00		triprAtihAryasampanna	
217985	7-346-d	triHSyeta	triḥśyeta	nearform0.94		triSyeta	
217988	7-346-d	trizwAvarutrI	triṣṭāvarutrī	nearform1.00		trizwAvarUtrI	
217989	7-346-d	triHzamfdDatva	triḥṣamṛddhatva	nearform0.93		triHsamfdDatva	
217994	7-347-a	trIrAtrIRa	trīrātrīṇa	nearform1.00		trirAtrIRA	
217997	7-347-a	trEdaSaka	traidaśaka	nearform0.89		trEdaSika	
218015	7-347-a	daMzwrAkarAlavant	daṃṣṭrākarālavant	nearform0.97		daMzwrAkarAlavat	
218017	7-347-a	dakzaka	dakṣaka	nearform1.00		dAkzaka	
218021	7-347-a	dakziRajAnvakta	dakṣiṇajānvakta	nearform0.93		dakziRajAnvakna	
218022	7-347-b	dakziRatOpacAra	dakṣiṇataupacāra	nearform0.90		dakziRataupacAra	
218025	7-347-b	dakziRadeSana	dakṣiṇadeśana	nearform1.00		dakziRAdeSana	
218050	7-347-b	dattArka	dattārka	nearform0.88		dattAkza	
218053	7-347-c	daDigaRa	dadhigaṇa	nearform0.80		DigvaRa	
218064	7-347-c	danDana	dandhana	nearform0.93		danDvana	
218070	7-347-c	darImant	darīmant	nearform0.93		darIman	
218073	7-347-c	darpaR	darpaṇ	stem			
218074	7-347-c	darB	darbh	stem			
218076	7-347-c	darBaRa	darbhaṇa	nearform1.00		darBara	
218080	7-347-c	darS	darś	stem			
218093	7-347-d	daSaraTalalitavrata	daśarathalalitavrata	nearform1.00		daSaraTalalitAvrata	
218098	7-347-d	daSAvant	daśāvant	nearform0.93		daSAvat	
218101	7-347-d	dahyA	dahyā	stem			
218115	7-348-a	dAnavaSI	dānavaśī	NO-MATCH	B		B:dAnamaya;B:dAnaSAlA
218124	7-348-a	dArasaMbanDa	dārasaṃbandha	nearform1.00		dArasambanDa	
218129	7-348-a	dArvIca	dārvīca	nearform0.80		dAravIya	
218130	7-348-a	dArSI	dārśī	stem			
218131	7-348-a	dAvadahanajvAlAkalApAy	dāvadahanajvālākalāpāy	stem			
218135	7-348-a	dAsIka	dāsīka	stem			
218141	7-348-a	digvilokita	digvilokita	nearform0.82		digvilokana	
218143	7-348-a	diNnAda	diṅnāda	nearform0.86		diNnATa	
218145	7-348-a	diRqika	diṇḍika	nearform0.86		daRqika	
218157	7-348-b	divyavarzasahasraka	divyavarṣasahasraka	NO-MATCH	B		B:divyatA;B:diS
218163	7-348-b	dIkzitadaRqa	dīkṣitadaṇḍa	NO-MATCH	B		B:dIkz
218164	7-348-b	dIkzitayAjYika	dīkṣitayājñika	NO-MATCH	C		
218165	7-348-b	dIkzya	dīkṣya	nearform0.83		dAkzya	
218170	7-348-b	dIpAvatI	dīpāvatī	nearform1.00		dIpavatI	
218173	7-348-b	dIrGay	dīrghay	stem			
218179	7-348-c	duHKaSokavant	duḥkhaśokavant	nearform0.96		duHKaSokavat	
218183	7-348-c	duHKilatA	duḥkhilatā	nearform0.82		duHKAnta	
218193	7-348-c	duraBisaMBava	durabhisaṃbhava	nearform1.00		duraBisamBava	
218204	7-348-c	durgAsAvitri	durgāsāvitri	stem			
218223	7-348-d	duHSlizwa	duḥśliṣṭa	nearform0.82		duHSizya	
218226	7-348-d	duzWulapraticCAdana	duṣṭhulapraticchādana	NO-MATCH	B		B:duzkuhaka
218227	7-348-d	duzWulArocana	duṣṭhulārocana	NO-MATCH	B		B:duzparimfzwa
218235	7-348-d	duHzamAprABfta	duḥṣamāprābhṛta	NO-MATCH	B		B:duzyanta;B:duh
218242	7-348-d	dUray	dūray	stem			
218245	7-349-a	dUrAdDi	dūrāddhi	nearform0.92		durADi	
218248	7-349-a	dUzay	dūṣay	stem			
218254	7-349-a	dfQikA	dṛḍhikā	nearform0.83		dAQikA	
218258	7-349-a	dfSvarI	dṛśvarī	NO-MATCH	A		A:dfSIku
218259	7-349-a	dfzant	dṛṣant	nearform0.91		dfzat	
218265	7-349-a	dfzwAntavant	dṛṣṭāntavant	nearform0.96		dfzwAntavat	
218269	7-349-a	dfzwipanTan	dṛṣṭipanthan	nearform0.82		dfzwinipAta	
218296	7-349-b	devikAhavis	devikāhavis	NO-MATCH	A		B:devaheqana;A:devI
218306	7-349-b	dehaMBaravArttika	dehaṃbharavārttika	nearform1.00		dehamBaravArttika	
218327	7-349-c	dOzWulya	dauṣṭhulya	nearform0.88		dOzkulya	
218335	7-349-c	dyumaryAdavant	dyumaryādavant	nearform0.96		dyumaryAdavat	
218345	7-349-d	dravant	dravant	stem			
218352	7-349-d	dravyamAtrA	dravyamātrā	stem			
218363	7-349-d	dvaMdvasaMprahAra	dvaṃdvasaṃprahāra	nearform1.00		dvaMdvasamprahAra	
218367	7-349-d	dvAdaSamaYjarikAstotra	dvādaśamañjarikāstotra	nearform0.95		dvAdaSapaYjarikAstotra	
218370	7-350-a	dvAdaSavarzika	dvādaśavarṣika	nearform1.00		dvAdaSavArzika	
218373	7-350-a	dvArakozWaka	dvārakoṣṭhaka	nearform1.00		dvArakozwaka	
218377	7-350-a	dvAsAha	dvāsāha	nearform0.93		devasaha	
218386	7-350-a	dvinizWa	dviniṣṭha	nearform0.88		dvinizka	
218389	7-350-a	dvipitar	dvipitar	nearform0.80		dvipari	
218398	7-350-a	dvivfntAy	dvivṛntāy	stem			
218404	7-350-a	dvIpavant	dvīpavant	nearform0.94		dvIpavat	
218412	7-350-b	dvyaRukIy	dvyaṇukīy	stem			
218417	7-350-b	DanadAy	dhanadāy	stem			
218419	7-350-b	Danav	dhanav	stem			
218422	7-350-b	DanasaMmata	dhanasaṃmata	nearform1.00		Danasammata	
218424	7-350-b	DanAy	dhanāy	stem			
218426	7-350-b	DanuzkalApaka	dhanuṣkalāpaka	NO-MATCH	B		B:DanurmArga
218427	7-350-b	DanuzketakI	dhanuṣketakī	nearform0.95		DanuketakI	
218434	7-350-b	DanvArti	dhanvārti	nearform0.80		DAnAvat	
218435	7-350-b	Dayadvant	dhayadvant	nearform0.94		Dayadvat	
218436	7-350-b	Dar	dhar	stem			
218445	7-350-c	Darm	dharm	stem			
218452	7-350-c	DarmaDvajavant	dharmadhvajavant	NO-MATCH	B		B:DarmaDAraya;B:DarmapASa
218455	7-350-c	Darmay	dharmay	stem			
218461	7-350-c	DarmaviroDavant	dharmavirodhavant	nearform0.97		DarmaviroDavat	
218469	7-350-d	DarmigrAhakamAna	dharmigrāhakamāna	NO-MATCH	B		B:DarmArTika
218470	7-350-d	Darmodrata	dharmodrata	nearform0.84		Darmarata	
218474	7-350-d	DavalapurARasamuccaya	dhavalapurāṇasamuccaya	NO-MATCH	B		B:Davalapakza;B:Davalasmfti
218485	7-350-d	DAmavant	dhāmavant	nearform0.93		DAmavat	
218487	7-350-d	DAyina	dhāyina	stem			
218500	7-351-a	DImant	dhīmant	nearform0.91		DImat	
218501	7-351-a	DIrI	dhīrī	stem			
218503	7-351-a	DunDumant	dhundhumant	nearform0.94		DunDumat	
218507	7-351-a	DUNkzRA	dhūṅkṣṇā	NO-MATCH	B		B:Durya;B:DUtaguRa
218509	7-351-a	DUpay	dhūpay	stem			
218511	7-351-a	DUmay	dhūmay	stem			
218514	7-351-a	DUmAy	dhūmāy	stem			
218530	7-351-b	DyAmalI	dhyāmalī	stem			
218536	7-351-b	Dvasmanvant	dhvasmanvant	nearform0.95		Dvasmanvat	
218538	7-351-b	DvAjavata	dhvājavata	nearform0.94		Dvajavat	
218541	7-351-b	nakulAQyA	nakulāḍhyā	nearform0.89		nakulAdyA	
218542	7-351-b	naktaMBojin	naktaṃbhojin	nearform0.95		naktaBojin	
218556	7-351-c	nadasy	nadasy	stem			
218562	7-351-c	nandanaBawwAcArya	nandanabhaṭṭācārya	NO-MATCH	B		B:nandakumAra
218563	7-351-c	nanditA	nanditā	nearform0.92		nADita	
218564	7-351-c	nandimitra	nandimitra	nearform0.90		nandamitra	
218579	7-351-d	nayanAyuDa	nayanāyudha	nearform0.80		naKarAyuDa	
218581	7-351-d	nayahIna	nayahīna	NO-MATCH	B		B:nayavartman;B:nara
218584	7-351-d	narakavartman	narakavartman	NO-MATCH	B		B:narakapAta;B:narapaSu
218586	7-351-d	naraMmanya	naraṃmanya	nearform1.00		narammanya	
218590	7-351-d	nart	nart	stem			
218594	7-351-d	narmAlI	narmālī	nearform0.86		nirmAlI	
218603	7-351-d	navayoga	navayoga	nearform0.88		nAnAyoga	
218604	7-351-d	navalakzaRa	navalakṣaṇa	NO-MATCH	B		B:navavitfRRa
218608	7-352-a	navAlAbu	navālābu	nearform0.80		navAmbu	
218628	7-352-a	nAtiprasIdant	nātiprasīdant	nearform0.96		nAtiprasIdat	
218629	7-352-a	nAtimudAvant	nātimudāvant	nearform0.96		nAtimudAvat	
218638	7-352-b	nAnAgneya	nānāgneya	NO-MATCH	B		B:nAnAgati;B:nAnAtmapakza
218649	7-352-b	nAnAratnAkaravant	nānāratnākaravant	nearform0.97		nAnAratnAkaravat	
218655	7-352-b	nApinaBARqa	nāpinabhāṇḍa	nearform0.91		nApitaBARqa	
218662	7-352-b	nAmANkita	nāmāṅkita	NO-MATCH	B		B:nAmAkzara;B:nAmAdeSam
218668	7-352-c	nArikelI	nārikelī	stem			
218670	7-352-c	nArIy	nārīy	stem			
218689	7-352-c	nikvARa	nikvāṇa	nearform1.00		nikvaRa	
218693	7-352-c	nigarhaRIya	nigarhaṇīya	nearform0.82		nirharaRIya	
218695	7-352-c	nicCuraRa	nicchuraṇa	NO-MATCH	B		B:nicayin
218696	7-352-c	nijAma	nijāma	nearform0.83		nikAma	
218710	7-352-d	niDAtar	nidhātar	nearform0.86		niDyAta	
218719	7-352-d	nipAnI	nipānī	stem			
218722	7-352-d	niBftI	nibhṛtī	stem			
218733	7-353-a	niraBisaDAna	nirabhisadhāna	nearform0.96		niraBisaMDAna	
218743	7-353-a	nirudDapakaSa	niruddhapakaśa	nearform0.96		nirudDaprakaSa	
218748	7-353-a	nirUzmaka	nirūṣmaka	nearform0.89		nirmUzaka	
218752	7-353-a	nirokAra	nirokāra	nearform0.88		nirAkAra	
218753	7-353-a	nirodDar	niroddhar	nearform0.80		nirboDa	
218756	7-353-a	nirgrahasTAna	nirgrahasthāna	nearform0.96		nigrahasTAna	
218757	7-353-a	nirjalamInAy	nirjalamīnāy	stem			
218759	7-353-b	nirktara	nirktara	nearform0.88		nirAkAra	
218766	7-353-b	nirDavana	nirdhavana	nearform0.89		nirDamana	
218769	7-353-b	nirnidray	nirnidray	nearform0.94		nirnidra	
218772	7-353-b	nirBasmita	nirbhasmita	nearform0.95		nirBAsita	
218785	7-353-b	nirvaska	nirvaska	nearform0.94		nirvraska	
218804	7-353-c	nivAsAcArya	nivāsācārya	NO-MATCH	B		B:nivAsaracanA
218805	7-353-c	nivfttasaMtApIya	nivṛttasaṃtāpīya	NO-MATCH	B		B:niSAkara
218808	7-353-c	niSAdAru	niśādāru	NO-MATCH	B		B:niSAcara;B:niSAnapawwa
218814	7-353-c	niScikIrzA	niścikīrṣā	NO-MATCH	B		B:niScayin;B:niScitArTa
218820	7-353-d	nizade	niṣade	stem			
218824	7-353-d	nizekavicara	niṣekavicara	nearform1.00		nizekavicAra	
218825	7-353-d	nizeDayitar	niṣedhayitar	NO-MATCH	B		B:nizkara
218833	7-353-d	nizkuwaka	niṣkuṭaka	nearform0.89		nizkuwikA	
218840	7-353-d	nizpatayAlu	niṣpatayālu	NO-MATCH	B		B:nizWASUnya;B:nizpayoda
218846	7-353-d	nizputrI	niṣputrī	stem			
218851	7-354-a	nizpraBita	niṣprabhita	nearform0.90		nizpraBatA	
218852	7-354-a	nizpramanda	niṣpramanda	nearform0.95		nizpramAda	
218857	7-354-a	nisamIkzA	nisamīkṣā	NO-MATCH	B		B:niHzyandana
218858	7-354-a	nistArayitar	nistārayitar	nearform0.87		nistArayitf	
218865	7-354-a	niHsaraRIya	niḥsaraṇīya	nearform0.91		nirharaRIya	
218866	7-354-a	niHsaraDArA	niḥsaradhārā	nearform0.86		niHsADAram	
218870	7-354-a	nihrAdavant	nihrādavant	nearform0.95		nihrAdavat	
218873	7-354-b	nIkz	nīkṣ	NO-MATCH	B		B:nihrAdita;B:nIta
218893	7-354-b	nIhAragiri	nīhāragiri	NO-MATCH	B		B:nIhAra
218894	7-354-b	nIhArAdri	nīhārādri	nearform0.82		nihrAdin	
218910	7-354-c	natravAr	natravār	nearform0.88		netravAr	
218917	7-354-c	nEjAmazAha	naijāmaṣāha	NO-MATCH	B		B:nEcika;B:nEtala
218921	7-354-c	nEmittaka	naimittaka	nearform0.89		nimittaka	
218931	7-354-c	nEvaSEkzASEkza	naivaśaikṣāśaikṣa	NO-MATCH	B		B:nElakaRWi;B:nEvAsika
218941	7-354-d	nEhArika	naihārika	nearform0.82		nErmARika	
218943	7-354-d	nOcakrIvant	naucakrīvant	nearform0.95		nOcakrIvat	
218946	7-354-d	nOnetar	naunetar	NO-MATCH	B		B:nOtArya;B:nOpura
218950	7-354-d	nOsaMkama	nausaṃkama	nearform0.95		nOsaMkrama	
218959	7-354-d	nyAyaprasUnAYjali	nyāyaprasūnāñjali	NO-MATCH	B		B:nyAyatantra;B:nyAyavAdin
218971	7-355-a	pakzaMbfhat	pakṣaṃbṛhat	NO-MATCH	B		B:pakzapucCa
218972	7-355-a	pakzasaMmita	pakṣasaṃmita	nearform1.00		pakzasammita	
218976	7-355-a	pakzmasaMpAta	pakṣmasaṃpāta	nearform1.00		pakzmasampAta	
218980	7-355-a	paNkapezam	paṅkapeṣam	NO-MATCH	B		B:paNkajAta
218981	7-355-a	paNkay	paṅkay	stem			
218990	7-355-a	pacanika	pacanika	stem			
218999	7-355-b	paYcagfhItin	pañcagṛhītin	nearform1.00		paYcagfhitin	
219000	7-355-b	paYcacUqaka	pañcacūḍaka	NO-MATCH	B		B:paYcaparvan
219024	7-355-b	pawavAsinIM	paṭavāsinīṃ	nearform0.95		pawavAsinI	
219028	7-355-c	pawU	paṭū	stem			
219030	7-355-c	paRAy	paṇāy	stem			
219031	7-355-c	paRitaka	paṇitaka	nearform0.94		paRqitaka	
219039	7-355-c	patant	patant	nearform0.91		patat	
219044	7-355-c	pattI	pattī	stem			
219045	7-355-c	pattodaSa	pattodaśa	NO-MATCH	B		B:pattorRa
219057	7-355-d	paTikAy	pathikāy	stem			
219067	7-355-d	padmakoSI	padmakośī	stem			
219072	7-355-d	padmavyUhA	padmavyūhā	stem			
219074	7-356-a	padmacala	padmacala	nearform1.00		padmAcala	
219075	7-356-a	padmAy	padmāy	stem			
219078	7-356-a	padyAmftataraMgiRIsopAna	padyāmṛtataraṃgiṇīsopāna	NO-MATCH	B		B:padyakAdambarI;B:panTalikA
219087	7-356-a	par	par	stem			
219088	7-356-a	par	par	stem			
219103	7-356-b	paraMparaBojana	paraṃparabhojana	nearform1.00		paramparaBojana	
219109	7-356-b	parAgamana	parāgamana	nearform1.00		pAragamana	
219110	7-356-b	parAgvadana	parāgvadana	nearform0.91		paryavadAna	
219112	7-356-b	parApAtam	parāpātam	nearform0.94		prapAtam	
219136	7-356-c	parijetar	parijetar	nearform0.82		paretara	
219143	7-356-c	pariDAnI	paridhānī	stem			
219144	7-356-c	pariDAsyE	paridhāsyai	nearform0.82		pariDAya	
219151	7-356-c	paripiRqI	paripiṇḍī	nearform0.84		paripIqita	
219153	7-356-c	paripUri	paripūri	nearform0.94		paripUrti	
219158	7-356-d	pariBakza	paribhakṣa	stem			
219174	7-356-d	parivfkza	parivṛkṣa	nearform0.89		parivfkta	
219180	7-356-d	parivyAkulI	parivyākulī	stem			
219186	7-356-d	pariSEla	pariśaila	nearform0.82		pariSlaTa	
219192	7-357-a	parihAyam	parihāyam	nearform0.89		pArihAsya	
219195	7-357-a	parIzaha	parīṣaha	stem			
219201	7-357-a	paroNhu	paroṅhu	nearform0.92		parohu	
219203	7-357-a	parj	parj	nearform0.89		pAraj	
219204	7-357-a	partvA	partvā	nearform0.92		paratva	
219208	7-357-a	paryantI	paryantī	stem			
219209	7-357-a	paryavadApayitar	paryavadāpayitar	nearform0.90		paryavadApayitf	
219217	7-357-a	paryupAsanA	paryupāsanā	stem			
219220	7-357-b	paryuzaRAvicArabfhadavacUrRi	paryuṣaṇāvicārabṛhadavacūrṇi	NO-MATCH	B		B:paryuzaRa;B:paryuzitavya
219229	7-357-b	paligoDa	paligodha	NO-MATCH	B		B:palASa;B:palita
219232	7-357-b	palitavant	palitavant	nearform0.95		palitavat	
219236	7-357-b	palvalI	palvalī	stem			
219265	7-357-c	pAjipakzin	pājipakṣin	nearform0.95		prAjipakzin	
219273	7-357-c	pAWAntaray	pāṭhāntaray	stem			
219274	7-357-c	pARigfhItA	pāṇigṛhītā	stem			
219284	7-357-c	pARquray	pāṇḍuray	stem			
219285	7-357-c	pARqvAti	pāṇḍvāti	nearform0.94		pARqvArti	
219290	7-357-d	pAtI	pātī	stem			
219294	7-357-d	pAtrAvalehakam	pātrāvalehakam	NO-MATCH	B		B:pAtraparIzwi;B:pAda
219315	7-358-a	pArAvArajalAy	pārāvārajalāy	nearform0.96		pArAvArajAlAya	
219318	7-358-a	pArizad	pāriṣad	stem			
219322	7-358-a	pAruzyaka	pāruṣyaka	nearform0.94		pAruzaka	
219325	7-358-a	pArzRiyantar	pārṣṇiyantar	nearform0.87		pArzRiyantf	
219329	7-358-a	pAlIza	pālīṣa	nearform0.83		pArIza	
219331	7-358-a	pASAy	pāśāy	stem			
219334	7-358-a	piNgARaka	piṅgāṇaka	nearform0.84		piNgalAkza	
219336	7-358-a	piculikA	piculikā	NO-MATCH	B		B:piNgeSa;B:picColA
219338	7-358-a	piYjulikA	piñjulikā	NO-MATCH	B		B:picColA;B:piwaka
219340	7-358-a	piWarikA	piṭharikā	nearform0.88		piWaraka	
219342	7-358-b	piRqatakzuka	piṇḍatakṣuka	NO-MATCH	B		B:piRqaka;B:piRqapAtranirhAraka
219355	7-358-b	pipatizant	pipatiṣant	nearform0.95		pipatizat	
219360	7-358-b	piSaNgay	piśaṅgay	stem			
219371	7-358-b	pizwapepaRa	piṣṭapepaṇa	nearform0.91		pizwapezaRa	
219373	7-358-c	pIWAy	pīṭhāy	stem			
219377	7-358-c	pIpAsAvant	pīpāsāvant	nearform0.80		prasavantI	
219385	7-358-c	puYjay	puñjay	stem			
219392	7-358-c	puRqarIkinI	puṇḍarīkinī	nearform0.91		puRqarIkiRI	
219395	7-358-c	puRyapApekzitar	puṇyapāpekṣitar	nearform0.90		puRyapApekzitf	
219401	7-358-d	puRyI	puṇyī	stem			
219415	7-358-d	punaHsaMBava	punaḥsaṃbhava	nearform1.00		punaHsamBava	
219430	7-359-a	purIzasaMhita	purīṣasaṃhita	nearform0.80		pratisaMhita	
219455	7-359-a	puzpavant	puṣpavant	nearform0.94		puzpavat	
219458	7-359-a	puzpAkzita	puṣpākṣita	nearform0.84		puzpasitA	
219459	7-359-b	puzpAy	puṣpāy	stem			
219460	7-359-b	puzpy	puṣpy	stem			
219461	7-359-b	puzyarAga	puṣyarāga	nearform0.89		puzparAga	
219469	7-359-b	pUtkfta	pūtkṛta	nearform0.80		pitfkfta	
219471	7-359-b	pUraRadvitIyA	pūraṇadvitīyā	nearform1.00		purARadvitIyA	
219472	7-359-b	pUrowi	pūroṭi	nearform1.00		purowi	
219480	7-359-b	pUrRAmftAMSu	pūrṇāmṛtāṃśu	NO-MATCH	B		B:pUrRaviMSativarza;B:pUrdvAra
219503	7-359-c	pfzant	pṛṣant	stem			
219510	7-359-c	pfzWI	pṛṣṭhī	stem			
219522	7-359-d	pElottika	pailottika	NO-MATCH	B		B:pEnya;B:pESunika
219526	7-359-d	potAy	potāy	stem			
219527	7-359-d	ponti	ponti	NO-MATCH	C		
219528	7-359-d	popPala	popphala	nearform0.80		protPala	
219531	7-359-d	pOsya	pausya	nearform0.91		pOMsya	
219538	7-359-d	pOroqASIya	pauroḍāśīya	nearform0.90		puroqASIya	
219542	7-359-d	pyA	pyā	nearform0.86		poyA	
219549	7-360-a	prakzAlayitar	prakṣālayitar	nearform0.88		prakzAlayitf	
219557	7-360-a	pracalAy	pracalāy	stem			
219573	7-360-b	praRatAtmavant	praṇatātmavant	nearform0.96		praRatAtmavat	
219575	7-360-b	praRamrI	praṇamrī	stem			
219581	7-360-b	pratanU	pratanū	stem			
219584	7-360-b	pratikaRWakayA	pratikaṇṭhakayā	nearform0.93		pratikaRWikayA	
219589	7-360-b	pratigrAmasamIyam	pratigrāmasamīyam	nearform0.94		pratigrAmasamIpam	
219600	7-360-c	pratidvaMdvay	pratidvaṃdvay	stem			
219607	7-360-c	pratinisfjya	pratinisṛjya	nearform0.96		pratiniHsfjya	
219621	7-360-c	pratibimb	pratibimb	stem			
219628	7-360-d	pratimAsaMprokzaRa	pratimāsaṃprokṣaṇa	nearform1.00		pratimAsamprokzaRa	
219631	7-360-d	pratiyatra	pratiyatra	nearform0.95		pratiyAta	
219634	7-360-d	prativaktar	prativaktar	nearform0.87		prativaktram	
219647	7-360-d	pratiSizyakA	pratiśiṣyakā	nearform0.83		prAtiveSyaka	
219655	7-361-a	pratisaMkrAma	pratisaṃkrāma	nearform1.00		pratisaMkrama	
219657	7-361-a	pratisamAsam	pratisamāsam	stem			
219658	7-361-a	pratisaMmodana	pratisaṃmodana	nearform1.00		pratisammodana	
219671	7-361-a	prattadEvata	prattadaivata	nearform0.83		pratidEvatam	
219698	7-361-b	pratyArava	pratyārava	nearform0.95		pratyASrAva	
219700	7-361-b	pratyArdrI	pratyārdrī	stem			
219703	7-361-b	pratyAstaraRa	pratyāstaraṇa	nearform0.88		pratyAharaRa	
219706	7-361-b	pratyuktatva	pratyuktatva	nearform0.87		pracyutatva	
219713	7-361-c	pratyekarUpa	pratyekarūpa	NO-MATCH	B		B:pratyekanaraka;B:pratyenas
219718	7-361-c	pradaRqavant	pradaṇḍavant	nearform0.96		pradaRqavat	
219736	7-361-c	prabADanA	prabādhanā	stem			
219746	7-361-d	pramAtar	pramātar	nearform0.93		pramata	
219758	7-361-d	prayogi	prayogi	stem			
219759	7-361-d	pralabDar	pralabdhar	nearform0.94		pralabDa	
219763	7-361-d	pravaRay	pravaṇay	stem			
219767	7-362-a	pravartamAnatA	pravartamānatā	nearform0.93		pravartamAnaka	
219769	7-362-a	pravAritArTAtisevA	pravāritārthātisevā	NO-MATCH	B		B:pravAda;B:pravAla
219786	7-362-a	pravfttasaMprahAra	pravṛttasaṃprahāra	nearform1.00		pravfttasamprahAra	
219795	7-362-a	praSAntaviniScayaprAtihAryanirdeSa	praśāntaviniścayaprātihāryanirdeśa	nearform1.00		praSAntaviniScayapratihAryanirdeSa	
219805	7-362-b	prasftiMpaca	prasṛtiṃpaca	nearform1.00		prasftimpaca	
219811	7-362-b	prasTAvant	prasthāvant	nearform0.95		prasTAvan	
219824	7-362-c	praheRavaka	praheṇavaka	NO-MATCH	B		B:prahitAtman;B:prahetavya
219831	7-362-c	prANmuKAYcana	prāṅmukhāñcana	NO-MATCH	B		B:prANmuKa;B:prAcInakarRa
219833	7-362-c	prAcInapratIcitas	prācīnapratīcitas	NO-MATCH	B		B:prAcInakarRa;B:prAjApatI
219851	7-362-c	prApayitar	prāpayitar	nearform0.86		prapalAyita	
219862	7-362-d	prAvis	prāvis	nearform1.00		prAviS	
219880	7-362-d	priyAy	priyāy	stem			
219882	7-363-a	prIRayitar	prīṇayitar	nearform0.90		prIRayitvA	
219888	7-363-a	pretvarI	pretvarī	nearform0.94		prertvarI	
219902	7-363-a	plozwar	ploṣṭar	NO-MATCH	B		B:ploti
219903	7-363-a	PaNgA	phaṅgā	NO-MATCH	B		B:Pal
219907	7-363-a	PalamUlavant	phalamūlavant	nearform0.96		PalamUlavat	
219909	7-363-a	PalAy	phalāy	stem			
219911	7-363-a	PARway	phāṇṭay	stem			
219917	7-363-b	Pullapadmotpalavant	phullapadmotpalavant	nearform0.97		Pullapadmotpalavat	
219953	7-363-c	balidvezin	balidveṣin	NO-MATCH	B		B:balAhaka;B:baliBoja
219962	7-363-c	bahirmuKI	bahirmukhī	stem			
219971	7-363-c	bahuniHsfta	bahuniḥsṛta	nearform1.00		bAhuniHsfta	
219973	7-363-d	bahumaryA	bahumaryā	nearform0.94		bAhumaya	
219976	7-363-d	bahuratnAy	bahuratnāy	stem			
219980	7-363-d	bahuvarzasahasraka	bahuvarṣasahasraka	nearform0.94		bahuvarzasahasrika	
219986	7-363-d	bARAparRI	bāṇāparṇī	stem			
219989	7-363-d	bADayitar	bādhayitar	nearform0.89		bADayitrI	
219997	7-363-d	bAlArkAy	bālārkāy	stem			
220013	7-364-a	bibibABavant	bibibābhavant	nearform0.96		bibibABavat	
220023	7-364-a	bilvavfkzamAhAtmya	bilvavṛkṣamāhātmya	nearform0.86		bilvavanamAhAtmya	
220030	7-364-a	budDila	buddhila	nearform0.92		buDila	
220035	7-364-a	busaplanI	busaplanī	nearform0.89		busaplAvI	
220036	7-364-a	bfMhayitar	bṛṃhayitar	nearform0.84		bfMhayitf	
220050	7-364-b	boDipakzanirdeSa	bodhipakṣanirdeśa	NO-MATCH	B		B:boDicittavivaraRa;B:boDisattvacaryA
220075	7-364-c	bruqaqvakrA	bruḍaḍvakrā	NO-MATCH	B		B:brAhmaRAyana;B:Baktakftya
220080	7-364-c	Baktimahant	bhaktimahant	nearform0.95		Baktimahat	
