form_slp1	flag	heritage_stems	kosha_lemmas	heritage_category	kosha_sources	disagreement_class
cyAvayata	disagree	cyu	cyAvay	finite-verb	dcs	genuine-or-ambiguous
cyAvayati	disagree	cyAvayat|cyu	cyAvay	finite-verb|participle	dcs	stem-granularity
cyAvayatu	disagree	cyu	cyAvay	finite-verb	dcs	genuine-or-ambiguous
cyAvayet	disagree	cyu	cyAvay	finite-verb	dcs	genuine-or-ambiguous
cyAvayitum	disagree	cyu	cyAvay	verbal-indecl	dcs	genuine-or-ambiguous
cyAvayitvA	disagree	cyu	cyAvay	verbal-indecl	dcs	genuine-or-ambiguous
cyAvayizyati	disagree	cyAvayizyat|cyu	cyAvay	finite-verb|participle	dcs	stem-granularity
cyAvitA	disagree	cyAvita	cyAvay	participle	dcs	genuine-or-ambiguous
cyAvitAn	disagree	cyAvita	cyAvay	participle	dcs	genuine-or-ambiguous
cyavamAnAni	disagree	cyavamAna	cyu	participle	dcs	genuine-or-ambiguous
cyavamAnasya	disagree	cyavamAna	cyu	participle	dcs	genuine-or-ambiguous
cyota	disagree	cyut	cyota	finite-verb	dcs	genuine-or-ambiguous
cyotat	disagree	cyotat	cyut	participle	dcs	genuine-or-ambiguous
cyotatsu	disagree	cyotat	cyut	participle	dcs	genuine-or-ambiguous
cyutAm	disagree	cyut|cyuta	cyu	nominal|participle	dcs	stem-granularity
cyutAn	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutAnAm	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutAni	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutAt	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutAyAm	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutasya	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutayA	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutena	disagree	cyuta	cyu	participle	dcs	stem-granularity
cyutezu	disagree	cyuta	cyu	participle	dcs	stem-granularity
dADarti	disagree	Df	dADarti	finite-verb	dcs	genuine-or-ambiguous
dASAnAm	disagree	dASa	dAS	nominal	vidyut	stem-granularity
dASArhI	disagree	dASArha	dASArhI	iiv-compound	dcs	genuine-or-ambiguous
dASAt	disagree	dASa	dAS	nominal	dcs	stem-granularity
dASI	disagree	dAS|dASa	dASI	iiv-compound|nominal	dcs	stem-granularity
dASan	disagree	dASat	dAS	participle	dcs	stem-granularity
dASat	disagree	dASat	dAS	participle	dcs	stem-granularity
dASuzAm	disagree	dASvas	dAS	nominal	dcs	stem-granularity
dASuze	disagree	dASvas	dAS	nominal	dcs	stem-granularity
dASvAMsam	disagree	dASvas	dAS	nominal	dcs	stem-granularity
dASvAn	disagree	dASvas	dAS	nominal	dcs	stem-granularity
dAhayAmi	disagree	dah	dAhay	finite-verb	dcs	genuine-or-ambiguous
dAhaya	disagree	dah	dAhay	finite-verb	dcs	genuine-or-ambiguous
dAhayatA	disagree	dAhayat	dAhay	participle	dcs	stem-granularity
dAhayet	disagree	dah	dAhay	finite-verb	dcs	genuine-or-ambiguous
dAhayitvA	disagree	dah	dAhay	verbal-indecl	dcs	genuine-or-ambiguous
dAhitavatI	disagree	dAhitavat	dAhay	participle	dcs	genuine-or-ambiguous
dAhyA	disagree	dAhya	dAhay	participle	dcs	genuine-or-ambiguous
dAhyAnAm	disagree	dAhya	dAhay	participle	dcs	genuine-or-ambiguous
dAhya	disagree	dah	dAhay	verbal-indecl	dcs	genuine-or-ambiguous
dAhyam	disagree	dAhya	dAhay	participle	dcs	genuine-or-ambiguous
dAhyatAm	disagree	dah	dAhay	finite-verb	dcs	genuine-or-ambiguous
dAhye	disagree	dAhya|dah	dAhay	finite-verb|participle	dcs	genuine-or-ambiguous
dAkzAyaRI	disagree	dAkzAyaRa	dAkzAyaRI|dAkzAyaRin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
dAkzAyaRi	disagree	dAkzAyaRa	dAkzAyaRI	iic-compound|nominal	dcs	genuine-or-ambiguous
dAkzAyaRyAm	disagree	dAkzAyaRa	dAkzAyaRI	nominal	dcs	genuine-or-ambiguous
dAkzAyaRyO	disagree	dAkzAyaRa	dAkzAyaRI	nominal	dcs	genuine-or-ambiguous
dAmAm	disagree	dAman	dAma	nominal	dcs	stem-granularity
dAnavIzu	disagree	dAnava	dAnavI	nominal	dcs	genuine-or-ambiguous
dAntAnAm	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntAs	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntAsu	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntAya	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntO	disagree	dAnta|dAt	dam	participle	dcs	genuine-or-ambiguous
dAntam	disagree	dAnta|dAt	dam	participle	dcs	genuine-or-ambiguous
dAntas	disagree	dAnta|dAt	dam	participle	dcs	genuine-or-ambiguous
dAntasya	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntayA	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntena	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dAntezu	disagree	dAnta	dam	participle	dcs	genuine-or-ambiguous
dApanIyA	disagree	dApanIya	dApay	participle	dcs	genuine-or-ambiguous
dApayAma	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApayAmi	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApaya	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApayaTa	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApayan	disagree	dApayat	dApay	participle	dcs	stem-granularity
dApayatA	disagree	dApayat	dApay	participle	dcs	stem-granularity
dApayati	disagree	dA|dApayat	dApay	finite-verb|participle	dcs	stem-granularity
dApayatu	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApayet	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApayitavyam	disagree	dApayitavya	dApay	participle	dcs	stem-granularity
dApayitum	disagree	dA	dApay	verbal-indecl	dcs	genuine-or-ambiguous
dApayitvA	disagree	dA	dApay	verbal-indecl	dcs	genuine-or-ambiguous
dApayizye	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApitA	disagree	dApita	dApay|dApitf	participle	dcs	genuine-or-ambiguous
dApitAn	disagree	dApita	dApay	participle	dcs	genuine-or-ambiguous
dApitam	disagree	dApita	dApay	participle	dcs	genuine-or-ambiguous
dApite	disagree	dApita	dApay	participle	dcs	genuine-or-ambiguous
dApyA	disagree	dApya	dApay	participle	dcs	genuine-or-ambiguous
dApyAni	disagree	dApya	dApay	participle	dcs	genuine-or-ambiguous
dApyAs	disagree	dApya	dApay	participle	dcs	genuine-or-ambiguous
dApyO	disagree	dApya	dApay	participle	dcs	genuine-or-ambiguous
dApya	disagree	dA	dApay	verbal-indecl	dcs	genuine-or-ambiguous
dApyam	disagree	dApya	dApay	participle	dcs	genuine-or-ambiguous
dApyas	disagree	dApya	dApay	participle	dcs	genuine-or-ambiguous
dApyatAm	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dApyate	disagree	dA	dApay	finite-verb	dcs	genuine-or-ambiguous
dArI	disagree	dAra	dArI	iiv-compound	dcs	genuine-or-ambiguous
dArayAmi	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dAraya	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dArayan	disagree	dArayat	dAray	participle	dcs	stem-granularity
dArayantI	disagree	dArayat	dAray	participle	dcs	stem-granularity
dArayantam	disagree	dArayat	dAray	participle	dcs	stem-granularity
dArayanti	disagree	dArayat|dF	dAray	finite-verb|participle	dcs	stem-granularity
dArayantu	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dArayat	disagree	dArayat	dAray	participle	dcs	stem-granularity
dArayatI	disagree	dArayat	dAray	participle	dcs	stem-granularity
dArayate	disagree	dArayat|dF	dAray	finite-verb|participle	dcs	stem-granularity
dArayati	disagree	dArayat|dF	dAray	finite-verb|participle	dcs	stem-granularity
dArayet	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dArayetAm	disagree	dF	dAri	finite-verb	vidyut	genuine-or-ambiguous
dArayeta	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dArayeya	disagree	dF	dAri	finite-verb	vidyut	genuine-or-ambiguous
dArayitvA	disagree	dF	dAray	verbal-indecl	dcs	genuine-or-ambiguous
dArayizyAmi	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dArdurikA	disagree	dArdurika	dArduraka	nominal	dcs	genuine-or-ambiguous
dArikA	disagree	dAraka	dArikA	nominal	dcs	genuine-or-ambiguous
dArikAm	disagree	dAraka	dArikA	nominal	dcs	genuine-or-ambiguous
dArikAs	disagree	dAraka	dArikA	nominal	dcs	genuine-or-ambiguous
dArikayA	disagree	dAraka	dArikA	nominal	dcs	genuine-or-ambiguous
dArike	disagree	dAraka	dArikA	nominal	dcs	genuine-or-ambiguous
dAritA	disagree	dArita	dAray	participle	dcs	genuine-or-ambiguous
dAritAm	disagree	dArita	dAri	participle	vidyut	stem-granularity
dAritAn	disagree	dArita	dAray	participle	dcs	genuine-or-ambiguous
dAritam	disagree	dArita	dAray	participle	dcs	genuine-or-ambiguous
dAritavAn	disagree	dAritavat	dAray	participle	dcs	genuine-or-ambiguous
dArite	disagree	dArita	dAray	participle	dcs	genuine-or-ambiguous
dAritena	disagree	dArita	dAray	participle	dcs	genuine-or-ambiguous
dArvI	disagree	dArva	dArvI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
dArvIm	disagree	dArva	dArvI	nominal	dcs	genuine-or-ambiguous
dArvi	disagree	dArva	dArvI	iic-compound|nominal	dcs	genuine-or-ambiguous
dArvyA	disagree	dArva	dArvI	nominal	dcs	genuine-or-ambiguous
dArvyAs	disagree	dArva	dArvI	nominal	dcs	genuine-or-ambiguous
dAryamARA	disagree	dAryamARa	dAray	participle	dcs	genuine-or-ambiguous
dAryamARAm	disagree	dAryamARa	dAri	participle	vidyut	genuine-or-ambiguous
dAryamARAn	disagree	dAryamARa	dAray	participle	dcs	genuine-or-ambiguous
dAryate	disagree	dF	dAray	finite-verb	dcs	genuine-or-ambiguous
dAsIt	disagree	dA	das	finite-verb	dcs	genuine-or-ambiguous
dAsat	disagree	dAsat	dA	participle	dcs	genuine-or-ambiguous
dAsati	disagree	dAsat|das	dAs	finite-verb|participle	dcs	stem-granularity
dAsatu	disagree	das	dAs	finite-verb	dcs	genuine-or-ambiguous
dAsyan	disagree	dAsyat	dA	participle	dcs	genuine-or-ambiguous
dAsyat	disagree	dAsyat	dA	participle	vidyut	genuine-or-ambiguous
dAtar	disagree	dAtf	dA	nominal	vidyut	genuine-or-ambiguous
dAtavyA	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAtavyAni	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAtavyO	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAtavyam	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAtavyas	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAtavyasya	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAtavye	disagree	dAtavya	dA	participle	dcs	genuine-or-ambiguous
dAvA	disagree	dAva	dAvan	nominal	dcs	stem-granularity
dIDitimAn	disagree	dIDitimat	dIDitimant	nominal	dcs	genuine-or-ambiguous
dIkzaRIyA	disagree	dIkzaRIya	dIkz|dIkzaRIyA	participle	dcs	stem-granularity
dIkzaRIyAm	disagree	dIkzaRIya	dIkz|dIkzaRIyA	participle	dcs	stem-granularity
dIkzaRIyAyAm	disagree	dIkzaRIya	dIkz|dIkzaRIyA	participle	dcs	stem-granularity
dIkzaRIyAyAs	disagree	dIkzaRIya	dIkzaRIyA	participle	dcs	genuine-or-ambiguous
dIkzaRIyam	disagree	dIkzaRIya	dIkz	participle	dcs	stem-granularity
dIkzaRIyayA	disagree	dIkzaRIya	dIkz	participle	dcs	stem-granularity
dIkzamARA	disagree	dIkzamARa	dIkz	participle	dcs	stem-granularity
dIkzamARam	disagree	dIkzamARa	dIkz	participle	dcs	stem-granularity
dIkzamARasya	disagree	dIkzamARa	dIkz	participle	dcs	stem-granularity
dIkzamARena	disagree	dIkzamARa	dIkz	participle	dcs	stem-granularity
dIkzamARezu	disagree	dIkzamARa	dIkz	participle	dcs	stem-granularity
dIkzayAmi	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayanti	disagree	dIkz|dIkzayat	dIkzay	finite-verb|participle	dcs	stem-granularity
dIkzayantu	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayasva	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayata	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayate	disagree	dIkz|dIkzayat	dIkzay	finite-verb|participle	dcs	stem-granularity
dIkzayati	disagree	dIkz|dIkzayat	dIkzay	finite-verb|participle	dcs	stem-granularity
dIkzayatu	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayet	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayetAm	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzayitArO	disagree	dIkz	dIkzayitf	finite-verb	dcs	stem-granularity
dIkzayitvA	disagree	dIkz	dIkzay	verbal-indecl	dcs	stem-granularity
dIkzayizyaTa	disagree	dIkz	dIkzay	finite-verb	dcs	stem-granularity
dIkzitAm	disagree	dIkzita	dIkzay	participle	dcs	genuine-or-ambiguous
dIkzitAn	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzitAnAm	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzitAs	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzitAt	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzitO	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzitas	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzite	disagree	dIkzita	dIkz|dIkzay	participle	dcs	stem-granularity
dIkzitezu	disagree	dIkzita	dIkz	participle	dcs	stem-granularity
dIkzizyamARA	disagree	dIkzizyamARa	dIkz	participle	dcs	stem-granularity
dIkzizyamARAn	disagree	dIkzizyamARa	dIkz	participle	dcs	stem-granularity
dIkzizyamARAnAm	disagree	dIkzizyamARa	dIkz	participle	dcs	stem-granularity
dIkzizyamARam	disagree	dIkzizyamARa	dIkz	participle	dcs	stem-granularity
dIkzizyamARas	disagree	dIkzizyamARa	dIkz	participle	dcs	stem-granularity
dIkzizyamARasya	disagree	dIkzizyamARa	dIkz	participle	dcs	stem-granularity
dIkzyam	disagree	dIkzya	dIkz	participle	dcs	stem-granularity
dInArI	disagree	dInAra	dInArI	iiv-compound	dcs	genuine-or-ambiguous
dIpaya	disagree	dIp	dIpay	finite-verb	dcs	stem-granularity
dIpayamAnA	disagree	dIpayamAna	dIpay	participle	dcs	stem-granularity
dIpayan	disagree	dIpayat	dIpay	participle	dcs	stem-granularity
dIpayantI	disagree	dIpayat	dIpay	participle	dcs	stem-granularity
dIpayantIm	disagree	dIpayat	dIpay	participle	dcs	stem-granularity
dIpayanti	disagree	dIp|dIpayat	dIpay	finite-verb|participle	dcs	stem-granularity
dIpayatI	disagree	dIpayat	dIpay	participle	dcs	stem-granularity
dIpayate	disagree	dIp|dIpayat	dIpay	finite-verb|participle	dcs	stem-granularity
dIpayati	disagree	dIp|dIpayat	dIpay	finite-verb|participle	dcs	stem-granularity
dIpayet	disagree	dIp	dIpay	finite-verb	dcs	stem-granularity
dIpayitvA	disagree	dIp	dIpay	verbal-indecl	dcs	stem-granularity
dIpitA	disagree	dIp|dIpita|dIpitf	dIpay	finite-verb|nominal|participle	dcs	stem-granularity
dIpitAt	disagree	dIpita	dIpay	participle	dcs	genuine-or-ambiguous
dIpitam	disagree	dIpita	dIpay	participle	dcs	genuine-or-ambiguous
dIpitas	disagree	dIpita	dIpay	participle	dcs	genuine-or-ambiguous
dIpitasya	disagree	dIpita	dIpay	participle	dcs	genuine-or-ambiguous
dIpite	disagree	dIpita	dIpay	participle	dcs	genuine-or-ambiguous
dIptA	disagree	dIpta	dIp|dIptA	participle	dcs	stem-granularity
dIptAByAm	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAm	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAn	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAni	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAs	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAsu	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAt	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAyAm	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptAyE	disagree	dIpta	dIptA	participle	dcs	genuine-or-ambiguous
dIptAya	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptEs	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptas	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptasya	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptayA	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptena	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptezu	disagree	dIpta	dIp	participle	dcs	stem-granularity
dIptimantO	disagree	dIptimat	dIptimant	nominal	dcs	genuine-or-ambiguous
dIpya	disagree	dIp	dIpya	finite-verb|verbal-indecl	dcs	stem-granularity
dIpyamAnA	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnAm	disagree	dIpyamAna	dIp	participle	vidyut	stem-granularity
dIpyamAnAn	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnAni	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnO	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnam	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnasya	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAne	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnena	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyamAnezu	disagree	dIpyamAna	dIp	participle	dcs	stem-granularity
dIpyan	disagree	dIpyat	dIp	participle	dcs	stem-granularity
dIpyantam	disagree	dIpyat	dIp	participle	dcs	stem-granularity
dIpyatA	disagree	dIpyat	dIp	participle	dcs	stem-granularity
dIrGajihvI	disagree	dIrGajihva	dIrGajihvI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
dIrGajihvi	disagree	dIrGajihva	dIrGajihvI	iic-compound|nominal	dcs	genuine-or-ambiguous
dIrGatamA	disagree	dIrGatama	dIrGatamas	nominal	dcs	stem-granularity
dIrRA	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRAm	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRAn	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRAnAm	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRAyAm	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRam	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRasya	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIrRavat	disagree	dIrRavat	dF	participle	vidyut	genuine-or-ambiguous
dIrRe	disagree	dIrRa	df	participle	dcs	genuine-or-ambiguous
dIryamARA	disagree	dIryamARa	df	participle	dcs	genuine-or-ambiguous
dIryamARAm	disagree	dIryamARa	df	participle	dcs	genuine-or-ambiguous
dIryamARAn	disagree	dIryamARa	df	participle	dcs	genuine-or-ambiguous
dIryamARam	disagree	dIryamARa	df	participle	dcs	genuine-or-ambiguous
dIryamARasya	disagree	dIryamARa	df	participle	dcs	genuine-or-ambiguous
dIryamARezu	disagree	dIryamARa	df	participle	dcs	genuine-or-ambiguous
dIryante	disagree	dF	df	finite-verb	dcs	genuine-or-ambiguous
dIryatAm	disagree	dF	df	finite-verb	dcs	genuine-or-ambiguous
dIryate	disagree	dF	df	finite-verb	dcs	genuine-or-ambiguous
dIryeta	disagree	dF	df	finite-verb	dcs	genuine-or-ambiguous
dIvyA	disagree	dIvya	dIv	participle	dcs	stem-granularity
dIvyamAnAn	disagree	dIvyamAna	dIv	participle	dcs	stem-granularity
dIvyamAnam	disagree	dIvyamAna	dIv	participle	dcs	stem-granularity
dIvyan	disagree	dIvyat	dIv	participle	dcs	stem-granularity
dIvyatA	disagree	dIvyat	dIv	participle	dcs	stem-granularity
dIyamAnA	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dIyamAnAn	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dIyamAnam	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dIyamAnasya	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dIyamAne	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dIyamAnena	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dIyamAnezu	disagree	dIyamAna	dA	participle	dcs	genuine-or-ambiguous
dOhitrI	disagree	dOhitra	dOhitrI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
dOhitryAm	disagree	dOhitra	dOhitrI	nominal	dcs	genuine-or-ambiguous
dUQyA	disagree	dUQI	dUQya	nominal	dcs	genuine-or-ambiguous
dUnA	disagree	dUna	du	participle	dcs	genuine-or-ambiguous
dUnAs	disagree	dUna	du	participle	dcs	genuine-or-ambiguous
dUnam	disagree	dUna	du	participle	dcs	genuine-or-ambiguous
dUratas	disagree	dUra	dUratas	indeclinable	dcs	stem-granularity
dUtI	disagree	dUta	dUtI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
dUtIm	disagree	dUta	dUtI	nominal	dcs	genuine-or-ambiguous
dUtInAm	disagree	dUta	dUtI	nominal	dcs	genuine-or-ambiguous
dUti	disagree	dUta	dUtI	iic-compound|nominal	dcs	genuine-or-ambiguous
dUtikA	disagree	dUtaka	dUtikA	nominal	dcs	genuine-or-ambiguous
dUtikAm	disagree	dUtaka	dUtikA	nominal	dcs	genuine-or-ambiguous
dUtyA	disagree	dUta|dUtya	dUtI|dUtyA	nominal	dcs	genuine-or-ambiguous
dUtyAm	disagree	dUta|dUtya	dUtI	nominal	dcs	genuine-or-ambiguous
dUtyayA	disagree	dUtya	dUtyA	nominal	dcs	genuine-or-ambiguous
dUyamAnA	disagree	dUyamAna	du	participle	dcs	genuine-or-ambiguous
dUyamAnAm	disagree	dUyamAna	du	participle	dcs	genuine-or-ambiguous
dUyamAne	disagree	dUyamAna	du	participle	dcs	genuine-or-ambiguous
dUyamAnena	disagree	dUyamAna	du	participle	dcs	genuine-or-ambiguous
dUzI	disagree	dUza	dUzin	iiv-compound	dcs	genuine-or-ambiguous
dUzaRI	disagree	dUzaRa	dozi	iic-compound|iiv-compound|nominal	vidyut	genuine-or-ambiguous
dUzayAmi	disagree	duz	dUzay	finite-verb	dcs	genuine-or-ambiguous
dUzayan	disagree	dUzayat	dUzay	participle	dcs	stem-granularity
dUzayante	disagree	duz	dUzay	finite-verb	dcs	genuine-or-ambiguous
dUzayanti	disagree	dUzayat|duz	dUzay	finite-verb|participle	dcs	stem-granularity
dUzayantu	disagree	duz	dUzay	finite-verb	dcs	genuine-or-ambiguous
dUzayase	disagree	duz	dUzay	finite-verb	dcs	genuine-or-ambiguous
