hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form
kAlavalana	kālavalana	pw	27243	2-058-a	0	69	0		0		2	2	pwg;yat	0	0
kAlavallara	kālavallara	pw	27244	2-058-a	0	72	0		0		0	0		0	0
kAlavarRI	kālavarṇī	pw	27242	2-058-a	0	70	0		0		0	0		0	0
kAlaviroDin	kālavirodhin	pw	27257	2-058-a	0	83	0		0		0	0		0	0
kAlay	kālay	pw	27224	2-057-c	0	87	0		1		1	1	pwg	0	0
kAleyavErin	kāleyavairin	pw	27443	2-060-b	0	66	0		0		0	0		0	0
kAlyAyana	kālyāyana	pw	27459	2-060-b	0	69	0		0	kAlAyana:0.941	1	1	pwg	0	0
kAmAlikA	kāmālikā	pw	26670	2-050-a	0	67	0		0	kAmalika:1.000	5	4	ap;ap90;mw72;pwg;vcp	0	0
kAmAlu	kāmālu	pw	26671	2-050-a	0	69	0		0		7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0
kAmaKaNgadalA	kāmakhaṅgadalā	pw	26497	2-048-a	0	102	0		0	kAmaKaqgadalA:0.923	0	0		0	0
kAmamiTyAcAra	kāmamithyācāra	pw	215980	7-331-c	1	194	1	92	0		1	1	sch	0	0
kAmayitar	kāmayitar	pw	26591	2-049-b	0	73	0		0		1	1	pwg	0	0
kArAkAra	kārākāra	pw	216008	7-331-c	1	131	1	21,53	0	kArakara:1.000	2	2	bhs;sch	0	0
kArIzaganDi	kārīṣagandhi	pw	26859	2-053-a	0	160	0		0	karIzaganDi:1.000	1	1	vcp	0	0
kArRaKariki	kārṇakhariki	pw	26901.1	2-053-b	0	23	0		0		1	1	pwg	0	0
kArRacCidraka	kārṇacchidraka	pw	26903	2-053-b	0	99	0		0	kArRacCidrika:0.923	3	2	mw72;pwg;shs	0	0
kArRagrAhika	kārṇagrāhika	pw	26902	2-053-b	0	77	0		0		1	1	pwg	0	0
kAraBU	kārabhū	pw	26814	2-052-b	0	45	0		1	kArABU:1.000	3	3	lrv;pwg;vcp	0	0
kAraRin	kāraṇin	pw	26803	2-052-a	0	54	0		0	karaRin:1.000	0	0		0	0
kAraRyakAraka	kāraṇyakāraka	pw	216002	7-331-c	1	142	1	186,167	0		1	1	sch	0	0
kArakavant	kārakavant	pw	26773	2-051-c	0	56	0		0	kArakavat:0.947	1	1	pwg	0	0
kAravAlika	kāravālika	pw	216006	7-331-c	1	112	1	186,59	0	karavAlikA:1.000	2	2	bhs;sch	0	0
kAravIreya	kāravīreya	pw	26826	2-052-b	0	58	0		0	karavIrya:0.947	2	2	pwg;vcp	0	0
kAravatIra	kāravatīra	pw	26823	2-052-b	0	82	0		0		1	1	pwg	0	0
kArawaka	kāraṭaka	pw	26781	2-051-c	0	80	0		0	karawaka:1.000	1	1	sch	0	0
kArdantika	kārdantika	pw	26936	2-053-c	0	87	0		0		1	1	pwg	0	0
kArikeyI	kārikeyī	pw	26848	2-052-c	0	120	0		0		0	0		0	0
kArikeyIy	kārikeyīy	pw	26849	2-052-c	0	85	0		0		0	0		0	0
kArikeya	kārikeya	pw	26846	2-052-c	0	128	0		0	KARqikeya:0.941	0	0		0	0
kArikeyi	kārikeyi	pw	26847	2-052-c	0	111	0		0		1	1	pwg	0	0
kAritra	kāritra	pw	216013	7-331-d	1	141	1	245	0	kArita:0.923	2	2	bhs;sch	0	0
kArkawelava	kārkaṭelava	pw	26887	2-053-b	0	60	0		0		1	1	pwg	0	0
kArmuta	kārmuta	pw	202991.1	2-298-a	1	24	0		0		0	0		0	0
kArtrAyaRi	kārtrāyaṇi	pw	26933	2-053-c	0	71	0		0		0	0		0	0
kArtra	kārtra	pw	26932	2-053-c	0	67	0		0	kartra:1.000	1	1	pwg	0	0
kArtrya	kārtrya	pw	26934	2-053-c	0	68	0		0	kartrIya:0.933	1	1	pwg	0	0
kArttikAtyayika	kārttikātyayika	pw	216021	7-331-d	1	201	1	260,30	0		1	1	sch	0	0
kAryaSabdika	kāryaśabdika	pw	26998	2-054-c	0	71	0		0		1	1	pwg	0	0
kArzwya	kārṣṭya	pw	27036	2-055-a	0	71	0		0	kArzya:0.923	2	2	pwg;vcp	0	0
kAvAcikA	kāvācikā	pw	216075	7-332-a	1	90	1	238	0	kAvacika:1.000	1	1	sch	0	0
kAvaruka	kāvaruka	pw	27467	2-060-b	0	51	0		0		5	4	mw72;pwg;shs;wil;yat	0	0
kAvyacOra	kāvyacaura	pw	27485	2-060-c	0	77	0		0	kAvyacOrya:0.947	6	6	lrv;pwg;shs;vcp;wil;yat	0	0
kAyakalisaMpramaTana	kāyakalisaṃpramathana	pw	215992	7-331-c	1	130	1	21,116	0		2	2	bhs;sch	0	0
kAzWaSak	kāṣṭhaśak	pw	27653	2-063-a	0	55	0		0		1	1	pwg	0	0
kAzWahAraka	kāṣṭhahāraka	pw	216090	7-332-b	1	97	1	186,106	0		2	2	bhs;sch	0	0
kAzWakIyA	kāṣṭhakīyā	pw	27615.1	2-062-c	0	23	0		1	kAzWakIya:1.000	1	1	pwg	0	0
kEraRika	kairaṇika	pw	30904	2-101-c	0	54	0		0		0	0		0	0
kI	kī	pw	111450.1	6-221-b	0	24	0		1	ki:1.000	2	2	ieg;vcp	0	0
kIkasakAsTi	kīkasakāsthi	pw	28014	2-067-c	0	83	0		0		1	1	sch	0	0
kIkasaka	kīkasaka	pw	203018	2-298-b	1	88	0		0		1	1	sch	0	0
kIwasaMBavA	kīṭasaṃbhavā	pw	28032	2-067-c	0	72	0		0		0	0		0	0
kORqIbfsI	kauṇḍībṛsī	pw	31343	2-106-c	0	64	0		0		0	0		0	0
kORqIbfsya	kauṇḍībṛsya	pw	31343.1	2-106-c	0	23	0		0		0	0		0	0
kOkkuwIvah	kaukkuṭīvah	pw	31266	2-106-a	0	120	0		0		0	0		0	0
kOndrAyaRaka	kaundrāyaṇaka	pw	31392.1	2-107-b	0	23	0		0	kOdrAyaRaka:0.957	0	0		0	0
kOvidyAsIya	kauvidyāsīya	pw	31524	2-109-a	0	60	0		0		1	1	pwg	0	0
kUkula	kūkula	pw	29667	2-087-b	0	77	0		0	kukUla:1.000	0	0		0	0
kUlaBaNga	kūlabhaṅga	pw	29832	2-089-b	0	51	0		0		1	1	pwg	0	0
kUlavant	kūlavant	pw	29836	2-089-b	0	150	0		0	kUlavat:0.933	1	1	pwg	0	0
kUpakin	kūpakin	pw	29754	2-088-c	0	53	0		0		1	1	pwg	0	0
kUpay	kūpay	pw	29764	2-088-c	0	48	0		0		0	0		0	0
kUrparaka	kūrparaka	pw	216300	7-333-d	1	92	1	189,44	0		2	2	bhs;sch	0	0
kUwAgAraDAraRI	kūṭāgāradhāraṇī	pw	216288	7-333-c	1	116	1	65,64	0		1	1	sch	0	0
kUwakin	kūṭakin	pw	29691	2-087-c	0	80	0		0		0	0		0	0
kUway	kūṭay	pw	29710	2-088-a	0	156	0		0		0	0		0	0
kaNkapfzWin	kaṅkapṛṣṭhin	pw	23254	2-003-b	0	82	0		0	kaNkapfzWI:0.952	0	0		0	0
kaRIcI	kaṇīcī	pw	23612.1	2-007-a	0	23	0		1	kaRIci:1.000	2	2	ap;ap90	0	0
kaRIyaMs	kaṇīyaṃs	pw	23613	2-007-b	0	71	0		0	kaRIyas:0.933	1	1	pwg	0	0
kaRqagolika	kaṇḍagolika	pw	23723	2-008-b	0	76	0		0		0	0		0	0
kaRqolakapAda	kaṇḍolakapāda	pw	23756	2-008-c	0	76	0		0		1	1	pwg	0	0
kaRvAy	kaṇvāy	pw	23771	2-009-a	0	49	0		1	kaRvAya:0.923	1	1	pwg	0	0
kaRwakIPala	kaṇṭakīphala	pw	23649	2-007-c	0	58	0		0	kaRwakiPala:1.000	5	5	pwg;shs;vcp;wil;yat	0	0
kaRwakIdruma	kaṇṭakīdruma	pw	23648	2-007-c	0	71	0		0		2	2	pwg;vcp	0	0
kaSambakajAta	kaśambakajāta	pw	215921	7-331-a	1	148	1	278	0		2	2	bhs;sch	0	0
kaWIy	kaṭhīy	pw	23556	2-006-c	0	62	0		0		1	1	pwg	0	0
kaYcumAlinI	kañcumālinī	pw	23358	2-004-b	0	90	0		0		0	0		0	0
kaYjasU	kañjasū	pw	23369	2-004-c	0	68	0		0		0	0		0	0
kabarAkza	kabarākṣa	pw	24386	2-016-c	0	73	0		0		0	0		0	0
kabarapucCI	kabarapucchī	pw	24385	2-016-c	0	99	0		0		0	0		0	0
kacCUla	kacchūla	pw	23329	2-004-a	0	66	0		0		1	1	pwg	0	0
kacCUlila	kacchūlila	pw	23329.1	2-004-a	0	23	0		0		0	0		0	0
kacavara	kacavara	pw	206983	5-251-b	1	88	0		0		1	1	sch	0	0
kacika	kacika	pw	23300	2-003-c	0	50	0		0	kAYcika:0.923	2	2	pwg;vcp	0	0
kadAcitkatva	kadācitkatva	pw	215687	7-329-b	1	108	1	245,159	0	kAdAcitkatva:1.000	1	1	sch	0	0
kajjalArma	kajjalārma	pw	23342	2-004-b	0	58	0		0		1	1	pwg	0	0
kakkiRqa	kakkiṇḍa	pw	206980	5-251-b	1	88	0		0		1	1	sch	0	0
kakzAy	kakṣāy	pw	23207	2-002-c	0	65	0		1	kakzAya:0.923	1	1	pwg	0	0
kakzyAvant	kakṣyāvant	pw	23222	2-003-a	0	73	0		0	kakzyAvat:0.947	1	1	pwg	0	0
kalAma	kalāma	pw	215866	7-330-c	1	129	1	233	0	kAlAma:1.000	1	1	sch	0	0
kalAmava	kalāmava	pw	25493	2-034-b	0	55	0		0		0	0		0	0
kalApUrA	kalāpūrā	pw	25488.1	2-034-b	0	23	0		1	kalApUra:1.000	0	0		0	0
kalahatTadeSa	kalahatthadeśa	pw	25444	2-033-c	0	75	0		0		1	1	pwg	0	0
kalandu	kalandu	pw	25393	2-033-a	0	104	0		0	kalanDu:1.000	0	0		0	0
kalay	kalay	pw	25410	2-033-b	0	92	0		1		1	1	pwg	0	0
kalikAlI	kalikālī	pw	25528	2-035-a	0	82	0		1		0	0		0	0
kaliva	kaliva	pw	25555	2-035-b	0	96	0		0	kAlivya:0.923	0	0		0	0
kamaRqalutaru	kamaṇḍalutaru	pw	24398	2-017-a	0	74	0		0		2	2	pwg;vcp	0	0
kamalakIkara	kamalakīkara	pw	24412	2-017-a	0	131	0		0	kAmalakIkara:1.000	1	1	pwg	0	0
kambaladAya	kambaladāya	pw	215743	7-329-d	1	158	0		0		1	1	sch	0	0
kampala	kampala	pw	24471	2-018-a	0	55	0		0	kAmaPala:0.933	1	1	ieg	0	0
kanakadaRqaka	kanakadaṇḍaka	pw	23944	2-011-c	0	75	0		0		4	4	pwg;shs;wil;yat	0	0
kanay	kanay	pw	24002	2-012-a	0	59	0		1		2	2	lrv;pwg	0	0
kandDivicakzaRA	kanddhivicakṣaṇā	pw	30153.1	2-093-b	0	23	0		0	kfndDivicakzaRA:0.933	0	0		0	0
kandagudUcI	kandagudūcī	pw	24043	2-012-c	0	82	0		0		0	0		0	0
kandarodBavA	kandarodbhavā	pw	24054	2-013-a	0	111	0		0		3	3	pwg;skd;vcp	0	0
kandarpamAtar	kandarpamātar	pw	24063	2-013-a	0	90	0		0		0	0		0	0
kapAlIna	kapālīna	pw	24203	2-014-c	0	65	0		0	kapAlina:1.000	0	0		0	0
kapAlalAsikA	kapālalāsikā	pw	24193	2-014-c	0	73	0		0		1	1	sch	0	0
kapAwinI	kapāṭinī	pw	24179	2-014-b	0	96	0		0	kapawinI:1.000	0	0		0	0
kapInfpa	kapīnṛpa	pw	207000	5-251-b	1	139	0		0		1	1	sch	0	0
kapiSekzaRa	kapiśekṣaṇa	pw	24304	2-015-c	0	92	0		0		0	0		0	0
kapicUqA	kapicūḍā	pw	24215.1	2-014-c	0	23	0		1	kapicUqa:1.000	4	4	ap;pwg;skd;vcp	0	0
kapikacCU	kapikacchū	pw	24206.1	2-014-c	0	23	0		1	kapikacCu:1.000	3	3	sch;snp;vcp	0	0
kapillaka	kapillaka	pw	24291	2-015-c	0	189	0		0	kampillaka:0.947	0	0		0	0
kapisTA	kapisthā	pw	24308	2-015-c	0	73	0		0	kapiSita:0.933	0	0		0	0
kapitTila	kapitthila	pw	24232	2-015-a	0	56	0		0		1	1	pwg	0	0
kapotaparRI	kapotaparṇī	pw	24330	2-016-a	0	100	0		0		0	0		0	0
kapyAsya	kapyāsya	pw	24361	2-016-b	0	87	0		0	kapyAsa:0.933	1	1	pwg	0	0
kaqaNkarIya	kaḍaṅkarīya	pw	23572	2-006-c	0	87	0		0		3	3	shs;wil;yat	0	0
kaqaNkarya	kaḍaṅkarya	pw	23572.1	2-006-c	0	23	0		0		0	0		0	0
kaqintala	kaḍintala	pw	215651	7-329-a	1	77	1	238	0		1	1	sch	0	0
kar	kar	pw	24530	2-021-a	0	191	0		1	kaR:1.000	5	5	ccs;fri;gra;pwg;sch	0	0
karRacCidraka	karṇacchidraka	pw	202932	2-297-b	1	77	0		0	kArRacCidrika:0.923	1	1	sch	0	0
karRalAlikA	karṇalālikā	pw	207013	5-251-c	1	94	0		0		1	1	sch	0	0
karRapASI	karṇapāśī	pw	207010	5-251-c	1	110	0		1		1	1	sch	0	0
karRapAsI	karṇapāsī	pw	207010.1	5-251-c	1	24	0		0		0	0		0	0
karRapitar	karṇapitar	pw	24960	2-026-b	0	82	0		0		0	0		0	0
karRasuvarRa	karṇasuvarṇa	pw	207015	5-251-c	1	96	0		0		1	1	sch	0	0
karRay	karṇay	pw	24989	2-026-c	0	112	0		0		1	1	fri	0	0
karaBIra	karabhīra	pw	24651	2-022-c	0	46	0		0		7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0
karaReSvara	karaṇeśvara	pw	207004	5-251-c	1	90	0		0		1	1	sch	0	0
karakekzu	karakekṣu	pw	24549	2-021-b	0	75	0		0		0	0		0	0
karakuqmala	karakuḍmala	pw	24547.1	2-021-b	0	23	0		0		0	0		0	0
karapattracCadA	karapattracchadā	pw	24624	2-022-b	0	81	0		0		0	0		0	0
karapattravant	karapattravant	pw	24625	2-022-b	0	82	0		0	karapattravat:0.963	0	0		0	0
karavIrakanda	karavīrakanda	pw	24694	2-023-b	0	102	0		0		0	0		0	0
karavatIra	karavatīra	pw	24679	2-023-a	0	65	0		0		0	0		0	0
karavera	karavera	pw	24701	2-023-b	0	69	0		0		0	0		0	0
karera	karera	pw	24829	2-024-c	0	63	0		0	kaRera:1.000	0	0		0	0
kariva	kariva	pw	24776	2-024-a	0	47	0		0	karitva:0.923	2	2	pwg;vcp	0	0
karkarAla	karkarāla	pw	24871	2-025-b	0	66	0		0		7	6	lrv;mw72;pwg;shs;vcp;wil;yat	0	0
karkarAnDa	karkarāndha	pw	24870	2-025-b	0	117	0		0		0	0		0	0
karkaru	karkaru	pw	215788	7-330-a	1	152	1	240	1	karkAru:1.000	1	1	sch	0	0
karkawelu	karkaṭelu	pw	24855	2-025-a	0	53	0		0		1	1	pwg	0	0
karmAvaraRapratipramrabDi	karmāvaraṇapratipramrabdhi	pw	215840	7-330-b	1	127	1	65,58	0		0	0		0	0
karmadAna	karmadāna	pw	215820	7-330-b	1	80	1	281,160	0	kAmadAna:0.941	1	1	sch	0	0
karmakIla	karmakīla	pw	25196	2-029-a	0	79	0		0		0	0		0	0
karmakaRwaka	karmakaṇṭaka	pw	208779	6-299-c	1	316	0		0	karakaRwaka:0.957	1	1	sch	0	0
karmavAcanA	karmavācanā	pw	215830	7-330-b	1	155	1	266	0	karmavacana:1.000	2	2	bhs;sch	0	0
karmavaSin	karmavaśin	pw	25268	2-030-a	0	146	0		0	kAmavAsin:0.947	1	1	pwg	0	0
karmaviBaNga	karmavibhaṅga	pw	215832	7-330-b	1	100	1	65,47	0		2	2	bhs;sch	0	0
karodvejana	karodvejana	pw	24836	2-024-c	0	63	0		0		0	0		0	0
karowikA	karoṭikā	pw	207008	5-251-c	1	116	0		1	karowika:1.000	1	1	sch	0	0
kartay	kartay	pw	25083	2-027-c	0	151	0		0		0	0		0	0
kartfmant	kartṛmant	pw	25107	2-028-a	0	55	0		0	kartfmat:0.941	1	1	pwg	0	0
kartrIy	kartrīy	pw	25118	2-028-b	0	66	0		1	kartrIya:0.933	1	1	pwg	0	0
karttray	karttray	pw	25114	2-028-b	0	50	0		0		0	0		0	0
karuRAkUrca	karuṇākūrca	pw	24805	2-024-b	0	71	0		0		0	0		0	0
karus	karus	pw	24815	2-024-c	0	68	0		0		0	0		0	0
karvAru	karvāru	pw	25325	2-030-c	0	81	0		0		0	0		0	0
karvawika	karvaṭika	pw	25323	2-030-c	0	63	0		0	kArvawika:1.000	0	0		0	0
kaseruyajYa	kaseruyajña	pw	25922	2-041-a	0	92	0		0	kaSeruyajYa:1.000	0	0		0	0
kastUrikARqaja	kastūrikāṇḍaja	pw	25928	2-041-b	0	77	0		0		3	3	shs;wil;yat	0	0
kasturikA	kasturikā	pw	25926	2-041-a	0	113	0		0	kastUrikA:1.000	12	11	ap;ap90;bur;cae;ccs;lrv;mw72;pwg;shs;skd;wil;yat	0	0
katray	katray	pw	23810	2-009-b	0	79	0		0		0	0		0	0
kavacikA	kavacikā	pw	215907	7-331-a	1	105	1	238	0	kAvacika:1.000	2	2	bhs;sch	0	0
kavaqiMkArAhAra	kavaḍiṃkārāhāra	pw	215910	7-331-a	1	150	1	118	0		1	1	sch	0	0
kavijyozWa	kavijyoṣṭha	pw	25789	2-039-b	0	73	0		0		0	0		0	0
kavitar	kavitar	pw	25791	2-039-b	0	82	0		1	kavitara:0.933	1	1	pwg	0	0
kavy	kavy	pw	25833	2-039-c	0	77	0		1		2	2	pwg;sch	0	0
kawapra	kaṭapra	pw	202890	2-297-a	1	84	0		1	kaWara:0.923	1	1	sch	0	0
kawidAna	kaṭidāna	pw	23436	2-005-b	0	72	0		0		2	2	pwg;sch	0	0
kawinAdikA	kaṭinādikā	pw	23438	2-005-b	0	63	0		0		0	0		0	0
kawipa	kaṭipa	pw	23439	2-005-b	0	49	0		0	kAwipya:0.923	2	2	pwg;vcp	0	0
kawuSfNgAla	kaṭuśṛṅgāla	pw	23511.1	2-006-a	0	23	0		0		2	2	pwg;vcp	0	0
kawvAYjanI	kaṭvāñjanī	pw	23530	2-006-b	0	69	0		0		0	0		0	0
kawvaYjanI	kaṭvañjanī	pw	23526	2-006-b	0	93	0		0		0	0		0	0
kayyu	kayyu	pw	23120.3	2-001-b	0	23	0		1		0	0		0	0
kelAy	kelāy	pw	30678	2-099-a	0	55	0		1		1	1	pwg	0	0
kelikilAvatI	kelikilāvatī	pw	30686	2-099-b	0	61	0		0		3	3	ap;lrv;vcp	0	0
kelu	kelu	pw	30712	2-099-b	0	71	0		1		2	2	bhs;pwg	0	0
kesarAmla	kesarāmla	pw	30857	2-101-b	0	55	0		0	keSarAmla:1.000	5	5	pwg;shs;vcp;wil;yat	0	0
kesarApIqa	kesarāpīḍa	pw	30856	2-101-a	0	93	0		0	keSarApIqa:1.000	0	0		0	0
kesarikA	kesarikā	pw	30860	2-101-b	0	203	0		0	keSarikA:1.000	5	5	ap;pwg;sch;skd;vcp	0	0
kesaroccawA	kesaroccaṭā	pw	30863	2-101-b	0	83	0		0	keSaroccawA:1.000	0	0		0	0
ketavatA	ketavatā	pw	30602	2-098-a	0	66	0		0		1	1	pwg	0	0
kevAlI	kevālī	pw	30739	2-099-c	0	80	0		1	kevalI:1.000	1	1	vcp	0	0
kevAla	kevāla	pw	30738	2-099-c	0	77	0		1	kevAlA:1.000	1	1	pwg	0	0
kfpaRAy	kṛpaṇāy	pw	30162	2-093-c	0	55	0		1	kfpaRAya:0.933	1	1	pwg	0	0
kftay	kṛtay	pw	29986	2-091-b	0	76	0		1		1	1	pwg	0	0
kftsnAyatana	kṛtsnāyatana	pw	216334	7-334-a	1	176	1	72	0		2	2	bhs;sch	0	0
kfttikAsaMBava	kṛttikāsaṃbhava	pw	30091.1	2-092-c	0	23	0		0	kfttikAsamBava:1.000	0	0		0	0
kfzR	kṛṣṇ	pw	30311	2-095-a	0	74	0		1		1	1	pwg	0	0
kfzRAgruja	kṛṣṇāgruja	pw	30528	2-097-b	0	87	0		0		0	0		0	0
kfzRakarburabarRa	kṛṣṇakarburabarṇa	pw	30320	2-095-c	0	89	0		0	kfzRakarburavarRa:0.941	0	0		0	0
kfzRapAdacihnita	kṛṣṇapādacihnita	pw	30405	2-096-b	0	109	0		0		0	0		0	0
kfzRasvasar	kṛṣṇasvasar	pw	30524	2-097-b	0	74	0		0		1	1	pwg	0	0
kfzwiman	kṛṣṭiman	pw	30307	2-095-a	0	72	0		0		1	1	pwg	0	0
kiMBarA	kiṃbharā	pw	27908	2-066-a	0	76	0		0	kimBarA:1.000	1	1	pwg	0	0
kiMSulukAgiri	kiṃśulukāgiri	pw	27745	2-064-a	0	76	0		0	kiMSulakAgiri:0.923	0	0		0	0
kiMcitpuruzalakzaRa	kiṃcitpuruṣalakṣaṇa	pw	27805	2-064-c	0	67	0		0		0	0		0	0
kiMdarA	kiṃdarā	pw	207056	5-252-a	1	145	0		0	kiMdarBa:0.933	1	1	sch	0	0
kiMkAmy	kiṃkāmy	pw	27780	2-064-b	0	53	0		1	kiMkAmyA:0.933	1	1	pwg	0	0
kiMkaraRIyatA	kiṃkaraṇīyatā	pw	216098	7-332-b	1	100	1	245	0		1	1	sch	0	0
kiMpacAna	kiṃpacāna	pw	27889.1	2-065-c	0	23	0		0	kimpacAna:1.000	2	2	lrv;pwg	0	0
kiMpaca	kiṃpaca	pw	27889	2-065-c	0	66	0		0	kimpaca:1.000	4	4	acc;lrv;pwg;sch	0	0
kiMprakAram	kiṃprakāram	pw	27901	2-066-a	0	63	0		0	kimprakAram:1.000	2	2	lrv;pwg	0	0
kiMpuruzeSvara	kiṃpuruṣeśvara	pw	27899	2-066-a	0	76	0		0	kimpuruzeSvara:1.000	1	1	lrv	0	0
kiMvant	kiṃvant	pw	27724	2-063-c	0	69	0		0	kiMvat:0.923	1	1	pwg	0	0
kiYja	kiñja	pw	27810	2-064-c	0	91	0		0		6	5	ap;mw72;pwg;shs;wil;yat	0	0
kikira	kikira	pw	27759	2-064-a	0	93	0		1	kikirA:1.000	1	1	vcp	0	0
kilAla	kilāla	pw	216121.1	7-332-c	1	24	0		0	kIlAla:1.000	0	0		0	0
kilAqa	kilāḍa	pw	216121	7-332-c	1	114	1	230,9	0		1	1	sch	0	0
kilikilAyita	kilikilāyita	pw	216124	7-332-c	1	122	1	138,28	0		1	1	sch	0	0
kintamAm	kintamām	pw	216104	7-332-b	1	93	0		0		7	7	bur;sch;shs;skd;vcp;wil;yat	0	0
kintarAm	kintarām	pw	216104.1	7-332-b	1	24	0		0		5	5	bur;shs;vcp;wil;yat	0	0
kinvya	kinvya	pw	27838.1	2-065-a	0	23	0		0		0	0		0	0
kirikARa	kirikāṇa	pw	203013	2-298-b	1	95	0		0	kIrtikara:0.941	1	1	sch	0	0
kiroqAwy	kiroḍāṭy	pw	27951	2-066-c	0	50	0		1	kiroqAwya:0.941	1	1	pwg	0	0
kisarAvant	kisarāvant	pw	28005	2-067-b	0	96	0		0	kiSarAvat:0.947	0	0		0	0
kisarika	kisarika	pw	28006	2-067-b	0	89	0		0	kiSarika:1.000	1	0	mw72	0	0
kiwwama	kiṭṭama	pw	27828	2-065-a	0	63	0		0		0	0		0	0
klIbAy	klībāy	pw	32138	2-119-a	0	46	0		1	klIbAya:0.923	0	0		0	0
klomaka	klomaka	pw	216530	7-335-c	1	90	1	189,90	0		2	2	bhs;sch	0	0
knUyitar	knūyitar	pw	31623	2-110-a	0	54	0		0		1	1	pwg	0	0
kolikA	kolikā	pw	31162.1	2-104-c	0	23	0		0	kOlika:1.000	0	0		0	0
kowAy	koṭāy	pw	31022	2-103-a	0	62	0		1		1	1	pwg	0	0
kowambaka	koṭambaka	pw	216431	7-334-d	1	96	1	280,5	0		2	2	bhs;sch	0	0
kowanaka	koṭanaka	pw	216430	7-334-d	1	91	0		0		3	3	bhs;mci;sch	0	0
krOYcaka	krauñcaka	pw	32061	2-117-c	0	71	0		0		1	1	pwg	0	0
kramitar	kramitar	pw	31756	2-113-c	0	54	0		0		1	1	pwg	0	0
krav	krav	pw	31784	2-114-a	0	72	0		1		0	0		0	0
kroqin	kroḍin	pw	32013	2-117-a	0	63	0		0		0	0		0	0
kruYcAmant	kruñcāmant	pw	31938	2-116-a	0	56	0		0	kruYcAmat:0.947	1	1	pwg	0	0
kuRaYjar	kuṇañjar	pw	28410.2	2-072-b	0	23	0		1	kuRaYjara:0.941	0	0		0	0
kuRqaNga	kuṇḍaṅga	pw	28448	2-073-a	0	74	0		0	kuqaNga:0.933	7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0
kuRqalara	kuṇḍalara	pw	28465	2-073-b	0	56	0		0		1	1	pwg	0	0
kuRqavihAradeSa	kuṇḍavihāradeśa	pw	28476	2-073-b	0	83	0		0		1	1	pwg	0	0
kuSavAka	kuśavāka	pw	29443	2-085-a	0	68	0		0		0	0		0	0
kuSumADirAj	kuśumādhirāj	pw	29581.1	2-086-b	0	23	0		0	kusumADirAj:1.000	0	0		0	0
kuWAtaNka	kuṭhātaṅka	pw	28369	2-072-a	0	60	0		0		0	0		0	0
kubara	kubara	pw	28711	2-076-b	0	61	0		0	kUbara:1.000	0	0		0	0
kuberagupta	kuberagupta	pw	28719	2-076-b	0	110	0		0		0	0		0	0
kugaRa	kugaṇa	pw	216150	7-332-d	1	93	1	245,206	0		1	1	sch	0	0
kuhay	kuhay	pw	29635	2-087-a	0	82	0		1		1	1	pwg	0	0
kujamBila	kujambhila	pw	28242.2	2-070-b	0	23	0		0		3	3	shs;wil;yat	0	0
kujamBira	kujambhira	pw	28242.1	2-070-b	0	23	0		0		0	0		0	0
kukkusa	kukkusa	pw	203021	2-298-b	1	75	0		0		1	1	sch	0	0
kukkuwamarda	kukkuṭamarda	pw	28161.1	2-069-b	0	23	0		0	kukkuwamardaka:0.923	0	0		0	0
kuladUzaka	kuladūṣaka	pw	216234	7-333-b	1	105	1	258	0		2	2	bhs;sch	0	0
kulasaMBava	kulasaṃbhava	pw	29209.1	2-082-a	0	23	0		0	kulasamBava:1.000	3	3	ap;lrv;pwg	0	0
kulasaMmata	kulasaṃmata	pw	29210	2-082-b	0	97	0		0		0	0		0	0
kulla	kulla	pw	29332	2-083-c	0	89	0		0	Kulla:1.000	0	0		0	0
kullaliNga	kullaliṅga	pw	29333	2-083-c	0	62	0		0		0	0		0	0
kumAlay	kumālay	pw	28846	2-077-c	0	50	0		1	kumAlaya:0.933	1	1	pwg	0	0
kumAralIla	kumāralīla	pw	28805	2-077-b	0	58	0		0		1	1	pwg	0	0
kumArava	kumārava	pw	28806	2-077-b	0	54	0		1	kumAratva:0.941	1	1	pwg	0	0
kumAray	kumāray	pw	28801	2-077-b	0	50	0		1	kumAraya:0.933	1	1	pwg	0	0
kumBagrIva	kumbhagrīva	pw	203041	2-298-c	1	97	0		0		2	2	pui;sch	0	0
kumBakAraSAlA	kumbhakāraśālā	pw	28897	2-078-c	0	76	0		0		0	0		0	0
kumBakArakukkuwa	kumbhakārakukkuṭa	pw	28896	2-078-c	0	77	0		0	kumBakArakakukkuwa:0.941	1	1	pwg	0	0
kumBakarRaniyantar	kumbhakarṇaniyantar	pw	28891	2-078-c	0	92	0		0		0	0		0	0
kumBamAtraka	kumbhamātraka	pw	28918	2-079-a	0	78	0		0		0	0		0	0
kumBolu	kumbholu	pw	28960	2-079-b	0	50	0		0		1	1	pwg	0	0
kumudAnvaya	kumudānvaya	pw	28866	2-078-a	0	101	0		0		0	0		0	0
kundakundAcArya	kundakundācārya	pw	28650	2-075-c	0	100	0		0		1	1	pwg	0	0
