confidence	n_shared_dicts	fem_slp1	fem_iast	masc_slp1	masc_iast	ending	masc_gender
high	2	kftacCidrA	kṛtacchidrā	kftacCidra	kṛtacchidra	ā	fmn
high	2	kizkinDyA	kiṣkindhyā	kizkinDya	kiṣkindhya	ā	fmn
high	2	klItakA	klītakā	klItaka	klītaka	ā	fmn
high	2	klizwA	kliṣṭā	klizwa	kliṣṭa	ā	fmn
high	2	kolA	kolā	kola	kola	ā	fmn
high	2	kopanA	kopanā	kopana	kopana	ā	fmn
high	2	krakacA	krakacā	krakaca	krakaca	ā	fmn
high	2	kroDA	krodhā	kroDa	krodha	ā	fmn
high	2	kroDavaSA	krodhavaśā	kroDavaSa	krodhavaśa	ā	fmn
high	2	kruYcA	kruñcā	kruYca	kruñca	ā	fm
high	2	kuRqI	kuṇḍī	kuRqin	kuṇḍin	ī	fmn
high	2	kuRqikA	kuṇḍikā	kuRqika	kuṇḍika	ā	fmn
high	2	kuSikA	kuśikā	kuSika	kuśika	ā	fmn
high	2	kuYcitA	kuñcitā	kuYcita	kuñcita	ā	fmn
high	2	kuYjarA	kuñjarā	kuYjara	kuñjara	ā	fm
high	2	kucikA	kucikā	kucika	kucika	ā	fm
high	2	kulapAlI	kulapālī	kulapAlin	kulapālin	ī	fmn
high	2	kullUkA	kullūkā	kullUka	kullūka	ā	fm
high	2	kumArikA	kumārikā	kumArika	kumārika	ā	fmn
high	2	kumBA	kumbhā	kumBa	kumbha	ā	fmn
high	2	kumbA	kumbā	kumba	kumba	ā	fmn
high	2	kumudA	kumudā	kumuda	kumuda	ā	fmn
high	2	kutUhalitA	kutūhalitā	kutUhalita	kutūhalita	ā	fmn
high	2	kuwikA	kuṭikā	kuwika	kuṭika	ā	fmn
high	2	kuwilA	kuṭilā	kuwila	kuṭila	ā	fmn
high	2	kuwwitA	kuṭṭitā	kuwwita	kuṭṭita	ā	fmn
high	2	kvaTitA	kvathitā	kvaTita	kvathita	ā	fmn
high	2	kzAntA	kṣāntā	kzAnta	kṣānta	ā	fmn
high	2	kzIrakandA	kṣīrakandā	kzIrakanda	kṣīrakanda	ā	fm
high	2	kzetrajYA	kṣetrajñā	kzetrajYa	kṣetrajña	ā	fmn
high	2	kziptA	kṣiptā	kzipta	kṣipta	ā	fmn
high	2	kzudrarasA	kṣudrarasā	kzudrarasa	kṣudrarasa	ā	fm
high	2	kzveqA	kṣveḍā	kzveqa	kṣveḍa	ā	fmn
high	2	lAlI	lālī	lAlin	lālin	ī	fmn
high	2	lAlasA	lālasā	lAlasa	lālasa	ā	fm
high	2	lAsikA	lāsikā	lAsika	lāsika	ā	fmn
high	2	labDA	labdhā	labDa	labdha	ā	fmn
high	2	lakzaRA	lakṣaṇā	lakzaRa	lakṣaṇa	ā	fmn
high	2	lakzmaRA	lakṣmaṇā	lakzmaRa	lakṣmaṇa	ā	fmn
high	2	lalitA	lalitā	lalita	lalita	ā	fmn
high	2	leSyA	leśyā	leSya	leśya	ā	fmn
high	2	likzA	likṣā	likza	likṣa	ā	fmn
high	2	lokakAntA	lokakāntā	lokakAnta	lokakānta	ā	fmn
high	2	lolA	lolā	lola	lola	ā	fmn
high	2	lomaSA	lomaśā	lomaSa	lomaśa	ā	fmn
high	2	luRWA	luṇṭhā	luRWa	luṇṭha	ā	fmn
high	2	mADyamikA	mādhyamikā	mADyamika	mādhyamika	ā	fmn
high	2	mARikA	māṇikā	mARika	māṇika	ā	fm
high	2	mAgaDA	māgadhā	mAgaDa	māgadha	ā	fmn
high	2	mAlavA	mālavā	mAlava	mālava	ā	fmn
high	2	mAleyA	māleyā	mAleya	māleya	ā	fm
high	2	mAlyA	mālyā	mAlya	mālya	ā	fmn
high	2	mAnadA	mānadā	mAnada	mānada	ā	fmn
high	2	mArizA	māriṣā	mAriza	māriṣa	ā	fm
high	2	mOYjI	mauñjī	mOYjin	mauñjin	ī	fmn
high	2	mOlI	maulī	mOlin	maulin	ī	fmn
high	2	mUkA	mūkā	mUka	mūka	ā	fmn
high	2	mUtralA	mūtralā	mUtrala	mūtrala	ā	fmn
high	2	mUzA	mūṣā	mUza	mūṣa	ā	fm
high	2	maDuPalA	madhuphalā	maDuPala	madhuphala	ā	fm
high	2	maDurasA	madhurasā	maDurasa	madhurasa	ā	fmn
high	2	maDusravA	madhusravā	maDusrava	madhusrava	ā	fmn
high	2	maNgalapradA	maṅgalapradā	maNgalaprada	maṅgalaprada	ā	fmn
high	2	maRicUqA	maṇicūḍā	maRicUqa	maṇicūḍa	ā	fm
high	2	maRqA	maṇḍā	maRqa	maṇḍa	ā	fmn
high	2	maTurA	mathurā	maTura	mathura	ā	fm
high	2	maYjugamanA	mañjugamanā	maYjugamana	mañjugamana	ā	fmn
high	2	madAlasA	madālasā	madAlasa	madālasa	ā	fmn
high	2	madirA	madirā	madira	madira	ā	fmn
high	2	madotkawA	madotkaṭā	madotkawa	madotkaṭa	ā	fmn
high	2	magaDA	magadhā	magaDa	magadha	ā	fm
high	2	mahABAgA	mahābhāgā	mahABAga	mahābhāga	ā	fm
high	2	mahAPalA	mahāphalā	mahAPala	mahāphala	ā	fmn
high	2	mahASvetA	mahāśvetā	mahASveta	mahāśveta	ā	fmn
high	2	mahAganDA	mahāgandhā	mahAganDa	mahāgandha	ā	fmn
high	2	mahAguhA	mahāguhā	mahAguha	mahāguha	ā	fm
high	2	mahAjawA	mahājaṭā	mahAjawa	mahājaṭa	ā	fmn
high	2	mahAkAyA	mahākāyā	mahAkAya	mahākāya	ā	fmn
high	2	mahAtIkzRA	mahātīkṣṇā	mahAtIkzRa	mahātīkṣṇa	ā	fmn
high	2	mahAvIryA	mahāvīryā	mahAvIrya	mahāvīrya	ā	fmn
high	2	mahAvegA	mahāvegā	mahAvega	mahāvega	ā	fm
high	2	mahendrA	mahendrā	mahendra	mahendra	ā	fmn
high	2	malA	malā	mala	mala	ā	fmn
high	2	malayA	malayā	malaya	malaya	ā	fmn
high	2	mallikA	mallikā	mallika	mallika	ā	fm
high	2	manTarA	mantharā	manTara	manthara	ā	fmn
high	2	mandA	mandā	manda	manda	ā	fmn
high	2	mandagA	mandagā	mandaga	mandaga	ā	fmn
high	2	manoguptA	manoguptā	manogupta	manogupta	ā	fmn
high	2	manoharA	manoharā	manohara	manohara	ā	fmn
high	2	marmarA	marmarā	marmara	marmara	ā	fmn
high	2	masikA	masikā	masika	masika	ā	fm
high	2	matsyA	matsyā	matsya	matsya	ā	fm
high	2	matsyaganDA	matsyagandhā	matsyaganDa	matsyagandha	ā	fm
high	2	mattA	mattā	matta	matta	ā	fmn
high	2	meDyA	medhyā	meDya	medhya	ā	fmn
high	2	meGaravA	megharavā	meGarava	megharava	ā	fm
high	2	mezA	meṣā	meza	meṣa	ā	fm
high	2	mfdukA	mṛdukā	mfduka	mṛduka	ā	fmn
high	2	mfgamAtfkA	mṛgamātṛkā	mfgamAtfka	mṛgamātṛka	ā	fm
high	2	mfgekzaRA	mṛgekṣaṇā	mfgekzaRa	mṛgekṣaṇa	ā	fmn
high	2	miTilA	mithilā	miTila	mithila	ā	fm
high	2	mitAkzarA	mitākṣarā	mitAkzara	mitākṣara	ā	fmn
high	2	mitrA	mitrā	mitra	mitra	ā	fmn
high	2	moGA	moghā	moGa	mogha	ā	fmn
high	2	modA	modā	moda	moda	ā	fmn
high	2	muRqI	muṇḍī	muRqin	muṇḍin	ī	fmn
high	2	muRqitA	muṇḍitā	muRqita	muṇḍita	ā	fmn
high	2	mucilindA	mucilindā	mucilinda	mucilinda	ā	fmn
high	2	mukuwA	mukuṭā	mukuwa	mukuṭa	ā	fmn
high	2	murA	murā	mura	mura	ā	fmn
high	2	nAvA	nāvā	nAva	nāva	ā	fm
high	2	nAvyA	nāvyā	nAvya	nāvya	ā	fmn
high	2	nIcagA	nīcagā	nIcaga	nīcaga	ā	fmn
high	2	nIlavfzA	nīlavṛṣā	nIlavfza	nīlavṛṣa	ā	fm
high	2	nagajA	nagajā	nagaja	nagaja	ā	fmn
high	2	nagnA	nagnā	nagna	nagna	ā	fm
high	2	naktA	naktā	nakta	nakta	ā	fmn
high	2	nandanA	nandanā	nandana	nandana	ā	fmn
high	2	nasA	nasā	nasa	nasa	ā	fm
high	2	nawA	naṭā	nawa	naṭa	ā	fmn
high	2	nftyapriyA	nṛtyapriyā	nftyapriya	nṛtyapriya	ā	fm
high	2	niBftA	nibhṛtā	niBfta	nibhṛta	ā	fmn
high	2	niDanA	nidhanā	niDana	nidhana	ā	fmn
high	2	niHsnehA	niḥsnehā	niHsneha	niḥsneha	ā	fmn
high	2	niSAnDA	niśāndhā	niSAnDa	niśāndha	ā	fmn
high	2	niScalA	niścalā	niScala	niścala	ā	fm
high	2	nidarSanA	nidarśanā	nidarSana	nidarśana	ā	fmn
high	2	nidigDA	nidigdhā	nidigDa	nidigdha	ā	fmn
high	2	nikzA	nikṣā	nikza	nikṣa	ā	fmn
high	2	nirAlambA	nirālambā	nirAlamba	nirālamba	ā	fmn
high	2	nirJarI	nirjharī	nirJarin	nirjharin	ī	fm
high	2	niraYjanA	nirañjanā	niraYjana	nirañjana	ā	fmn
high	2	nirbIjA	nirbījā	nirbIja	nirbīja	ā	fmn
high	2	nirdigDA	nirdigdhā	nirdigDa	nirdigdha	ā	fmn
high	2	nirjarA	nirjarā	nirjara	nirjara	ā	fmn
high	2	nirvIrA	nirvīrā	nirvIra	nirvīra	ā	fmn
high	2	nivarA	nivarā	nivara	nivara	ā	fm
high	2	nizaDA	niṣadhā	nizaDa	niṣadha	ā	fmn
high	2	nizevA	niṣevā	nizeva	niṣeva	ā	fmn
high	2	nizwyA	niṣṭyā	nizwya	niṣṭya	ā	fmn
high	2	pAMsulA	pāṃsulā	pAMsula	pāṃsula	ā	fmn
high	2	pARikA	pāṇikā	pARika	pāṇika	ā	fmn
high	2	pARqarA	pāṇḍarā	pARqara	pāṇḍara	ā	fmn
high	2	pARqumfttikA	pāṇḍumṛttikā	pARqumfttika	pāṇḍumṛttika	ā	fmn
high	2	pApA	pāpā	pApa	pāpa	ā	fmn
high	2	pArA	pārā	pAra	pāra	ā	fmn
high	2	pAwI	pāṭī	pAwin	pāṭin	ī	fmn
high	2	pAwalA	pāṭalā	pAwala	pāṭala	ā	fmn
high	2	pAwalI	pāṭalī	pAwalin	pāṭalin	ī	fmn
high	2	pUtA	pūtā	pUta	pūta	ā	fmn
high	2	pUtanA	pūtanā	pUtana	pūtana	ā	fmn
high	2	pUtikA	pūtikā	pUtika	pūtika	ā	fmn
high	2	pUzA	pūṣā	pUza	pūṣa	ā	fm
high	2	paRqA	paṇḍā	paRqa	paṇḍa	ā	fm
high	2	paRyA	paṇyā	paRya	paṇya	ā	fmn
high	2	paTikA	pathikā	paTika	pathika	ā	fm
high	2	paTyA	pathyā	paTya	pathya	ā	fmn
high	2	paYcadaSI	pañcadaśī	paYcadaSin	pañcadaśin	ī	fmn
high	2	paYcamI	pañcamī	paYcamin	pañcamin	ī	fmn
high	2	paYcaviMSatikA	pañcaviṃśatikā	paYcaviMSatika	pañcaviṃśatika	ā	fmn
high	2	pacanA	pacanā	pacana	pacana	ā	fmn
high	2	padAyatA	padāyatā	padAyata	padāyata	ā	fmn
high	2	padmakarA	padmakarā	padmakara	padmakara	ā	fm
high	2	pajrA	pajrā	pajra	pajra	ā	fmn
high	2	pakvezwakA	pakveṣṭakā	pakvezwaka	pakveṣṭaka	ā	fmn
high	2	palASI	palāśī	palASin	palāśin	ī	fmn
high	2	parASrayA	parāśrayā	parASraya	parāśraya	ā	fmn
high	2	paramezWA	parameṣṭhā	paramezWa	parameṣṭha	ā	fmn
high	2	parapuzwA	parapuṣṭā	parapuzwa	parapuṣṭa	ā	fmn
high	2	parigaRanA	parigaṇanā	parigaRana	parigaṇana	ā	fmn
high	2	pariplutA	pariplutā	paripluta	paripluta	ā	fmn
high	2	parizaRqA	pariṣaṇḍā	parizaRqa	pariṣaṇḍa	ā	fm
high	2	parkawI	parkaṭī	parkawin	parkaṭin	ī	fm
high	2	parokzA	parokṣā	parokza	parokṣa	ā	fmn
high	2	paspaSA	paspaśā	paspaSa	paspaśa	ā	fmn
high	2	pataMgA	pataṃgā	pataMga	pataṃga	ā	fmn
high	2	payasyA	payasyā	payasya	payasya	ā	fmn
high	2	peyA	peyā	peya	peya	ā	fmn
high	2	pfzWyA	pṛṣṭhyā	pfzWya	pṛṣṭhya	ā	fmn
high	2	piRqA	piṇḍā	piRqa	piṇḍa	ā	fmn
high	2	piRqadA	piṇḍadā	piRqada	piṇḍada	ā	fm
high	2	piYjA	piñjā	piYja	piñja	ā	fmn
high	2	picCA	picchā	picCa	piccha	ā	fmn
high	2	picCalA	picchalā	picCala	picchala	ā	fmn
high	2	pikkA	pikkā	pikka	pikka	ā	fm
high	2	pinAkI	pinākī	pinAkin	pinākin	ī	fm
high	2	powA	poṭā	powa	poṭa	ā	fm
high	2	prARasamA	prāṇasamā	prARasama	prāṇasama	ā	fm
high	2	prAjYA	prājñā	prAjYa	prājña	ā	fmn
high	2	prItA	prītā	prIta	prīta	ā	fmn
high	2	praDAraRA	pradhāraṇā	praDAraRa	pradhāraṇa	ā	fmn
high	2	praDUpitA	pradhūpitā	praDUpita	pradhūpita	ā	fmn
high	2	praGasA	praghasā	praGasa	praghasa	ā	fm
high	2	praRItA	praṇītā	praRIta	praṇīta	ā	fmn
high	2	praTamA	prathamā	praTama	prathama	ā	fmn
high	2	praTamagarBA	prathamagarbhā	praTamagarBa	prathamagarbha	ā	fm
high	2	pragalBA	pragalbhā	pragalBa	pragalbha	ā	fm
high	2	prajAgarA	prajāgarā	prajAgara	prajāgara	ā	fmn
high	2	prajAtA	prajātā	prajAta	prajāta	ā	fmn
high	2	prakASanA	prakāśanā	prakASana	prakāśana	ā	fmn
high	2	prakalpitA	prakalpitā	prakalpita	prakalpita	ā	fmn
high	2	pralubDA	pralubdhā	pralubDa	pralubdha	ā	fmn
high	2	pramadvarA	pramadvarā	pramadvara	pramadvara	ā	fm
high	2	pramuzitA	pramuṣitā	pramuzita	pramuṣita	ā	fmn
high	2	prasAdanA	prasādanā	prasAdana	prasādana	ā	fmn
high	2	prasTikA	prasthikā	prasTika	prasthika	ā	fmn
high	2	prasUtA	prasūtā	prasUta	prasūta	ā	fmn
high	2	prasannA	prasannā	prasanna	prasanna	ā	fmn
high	2	prasftA	prasṛtā	prasfta	prasṛta	ā	fmn
high	2	prasfzwA	prasṛṣṭā	prasfzwa	prasṛṣṭa	ā	fmn
high	2	prasidDA	prasiddhā	prasidDa	prasiddha	ā	fmn
high	2	pratIcyA	pratīcyā	pratIcya	pratīcya	ā	fmn
high	2	pratiboDanA	pratibodhanā	pratiboDana	pratibodhana	ā	fmn
high	2	pratipraBA	pratiprabhā	pratipraBa	pratiprabha	ā	fm
high	2	pratisarA	pratisarā	pratisara	pratisara	ā	fmn
high	2	pratyArdrA	pratyārdrā	pratyArdra	pratyārdra	ā	fmn
high	2	pratyakcetanA	pratyakcetanā	pratyakcetana	pratyakcetana	ā	fmn
high	2	pravrajitA	pravrajitā	pravrajita	pravrajita	ā	fmn
high	2	prezWA	preṣṭhā	prezWa	preṣṭha	ā	fmn
high	2	prezyA	preṣyā	prezya	preṣya	ā	fmn
high	2	priyadarSanA	priyadarśanā	priyadarSana	priyadarśana	ā	fmn
high	2	priyatamA	priyatamā	priyatama	priyatama	ā	fmn
high	2	puRyaSlokA	puṇyaślokā	puRyaSloka	puṇyaśloka	ā	fm
high	2	pulA	pulā	pula	pula	ā	fmn
high	2	punarnavA	punarnavā	punarnava	punarnava	ā	fm
high	2	putrakA	putrakā	putraka	putraka	ā	fm
high	2	puzpitA	puṣpitā	puzpita	puṣpita	ā	fm
high	2	qA	ḍā	qa	ḍa	ā	fm
high	2	rAgA	rāgā	rAga	rāga	ā	fm
high	2	rAgI	rāgī	rAgin	rāgin	ī	fm
high	2	rAjanyA	rājanyā	rAjanya	rājanya	ā	fmn
high	2	rAjaputrA	rājaputrā	rAjaputra	rājaputra	ā	fm
high	2	rAtrikA	rātrikā	rAtrika	rātrika	ā	fmn
high	2	rajasvalA	rajasvalā	rajasvala	rajasvala	ā	fm
high	2	raktA	raktā	rakta	rakta	ā	fmn
high	2	ramaRA	ramaṇā	ramaRa	ramaṇa	ā	fmn
high	2	rasAlA	rasālā	rasAla	rasāla	ā	fmn
high	2	rasikA	rasikā	rasika	rasika	ā	fmn
high	2	ratikarA	ratikarā	ratikara	ratikara	ā	fmn
high	2	ratipriyA	ratipriyā	ratipriya	ratipriya	ā	fmn
high	2	ratnapraBA	ratnaprabhā	ratnapraBa	ratnaprabha	ā	fm
high	2	ratnottamA	ratnottamā	ratnottama	ratnottama	ā	fm
high	2	reRukA	reṇukā	reRuka	reṇuka	ā	fmn
high	2	ruSamA	ruśamā	ruSama	ruśama	ā	fm
high	2	rucirA	rucirā	rucira	rucira	ā	fmn
high	2	rudDA	ruddhā	rudDa	ruddha	ā	fmn
high	2	rumA	rumā	ruma	ruma	ā	fm
high	2	sADakA	sādhakā	sADaka	sādhaka	ā	fmn
high	2	sADudevI	sādhudevī	sADudevin	sādhudevin	ī	fmn
high	2	sAlA	sālā	sAla	sāla	ā	fm
high	2	sAraRA	sāraṇā	sAraRa	sāraṇa	ā	fmn
high	2	sAvikA	sāvikā	sAvika	sāvika	ā	fmn
high	2	sOmanasA	saumanasā	sOmanasa	saumanasa	ā	fmn
high	2	sOvarRikA	sauvarṇikā	sOvarRika	sauvarṇika	ā	fmn
high	2	sPawA	sphaṭā	sPawa	sphaṭa	ā	fm
high	2	sTavirA	sthavirā	sTavira	sthavira	ā	fmn
high	2	sTirA	sthirā	sTira	sthira	ā	fmn
high	2	sTirajIvitA	sthirajīvitā	sTirajIvita	sthirajīvita	ā	fmn
high	2	sUktA	sūktā	sUkta	sūkta	ā	fmn
high	2	sUratA	sūratā	sUrata	sūrata	ā	fmn
high	2	sUryAvartA	sūryāvartā	sUryAvarta	sūryāvarta	ā	fm
high	2	sUryajA	sūryajā	sUryaja	sūryaja	ā	fm
high	2	sUtA	sūtā	sUta	sūta	ā	fmn
high	2	saBAgatA	sabhāgatā	saBAgata	sabhāgata	ā	fmn
high	2	saMKyAtA	saṃkhyātā	saMKyAta	saṃkhyāta	ā	fmn
high	2	saMcodanA	saṃcodanā	saMcodana	saṃcodana	ā	fmn
high	2	saMhitA	saṃhitā	saMhita	saṃhita	ā	fmn
high	2	saMkIrRA	saṃkīrṇā	saMkIrRa	saṃkīrṇa	ā	fmn
high	2	saMkalitA	saṃkalitā	saMkalita	saṃkalita	ā	fmn
high	2	saSasyA	saśasyā	saSasya	saśasya	ā	fmn
high	2	sahasraDArA	sahasradhārā	sahasraDAra	sahasradhāra	ā	fmn
high	2	sajjA	sajjā	sajja	sajja	ā	fmn
high	2	samAgatA	samāgatā	samAgata	samāgata	ā	fmn
high	2	samaNgA	samaṅgā	samaNga	samaṅga	ā	fm
high	2	samarcA	samarcā	samarca	samarca	ā	fmn
high	2	samitA	samitā	samita	samita	ā	fmn
high	2	samudragA	samudragā	samudraga	samudraga	ā	fm
high	2	saparyA	saparyā	saparya	saparya	ā	fmn
high	2	saraRA	saraṇā	saraRa	saraṇa	ā	fmn
high	2	sarvagA	sarvagā	sarvaga	sarvaga	ā	fmn
high	2	sarvajYA	sarvajñā	sarvajYa	sarvajña	ā	fmn
high	2	sasvedA	sasvedā	sasveda	sasveda	ā	fmn
high	2	satIlA	satīlā	satIla	satīla	ā	fm
high	2	satyasaMDA	satyasaṃdhā	satyasaMDa	satyasaṃdha	ā	fm
high	2	sehuRqA	sehuṇḍā	sehuRqa	sehuṇḍa	ā	fm
high	2	sevyA	sevyā	sevya	sevya	ā	fmn
high	2	siDmA	sidhmā	siDma	sidhma	ā	fmn
high	2	siDmalA	sidhmalā	siDmala	sidhmala	ā	fmn
high	2	sidDArTA	siddhārthā	sidDArTa	siddhārtha	ā	fmn
high	2	siktA	siktā	sikta	sikta	ā	fmn
high	2	sinDujA	sindhujā	sinDuja	sindhuja	ā	fmn
high	2	snigDA	snigdhā	snigDa	snigdha	ā	fmn
high	2	somavalkA	somavalkā	somavalka	somavalka	ā	fm
high	2	sparDA	spardhā	sparDa	spardha	ā	fmn
high	2	sravA	sravā	srava	srava	ā	fm
high	2	sruvA	sruvā	sruva	sruva	ā	fm
high	2	stutyA	stutyā	stutya	stutya	ā	fmn
high	2	suPalA	suphalā	suPala	suphala	ā	fm
high	2	suSIlA	suśīlā	suSIla	suśīla	ā	fmn
high	2	suSItA	suśītā	suSIta	suśīta	ā	fmn
high	2	suSiKA	suśikhā	suSiKa	suśikha	ā	fmn
high	2	sucaritA	sucaritā	sucarita	sucarita	ā	fmn
high	2	sudIrGA	sudīrghā	sudIrGa	sudīrgha	ā	fmn
high	2	sudaMzwrA	sudaṃṣṭrā	sudaMzwra	sudaṃṣṭra	ā	fmn
high	2	sudakziRA	sudakṣiṇā	sudakziRa	sudakṣiṇa	ā	fmn
high	2	sudattA	sudattā	sudatta	sudatta	ā	fmn
high	2	sudevA	sudevā	sudeva	sudeva	ā	fmn
high	2	sudezRA	sudeṣṇā	sudezRa	sudeṣṇa	ā	fm
high	2	suganDA	sugandhā	suganDa	sugandha	ā	fmn
high	2	sukarA	sukarā	sukara	sukara	ā	fmn
high	2	sukumArA	sukumārā	sukumAra	sukumāra	ā	fmn
high	2	sulaBA	sulabhā	sulaBa	sulabha	ā	fmn
high	2	sulohitA	sulohitā	sulohita	sulohita	ā	fmn
high	2	sunITA	sunīthā	sunITa	sunītha	ā	fmn
high	2	sunIlA	sunīlā	sunIla	sunīla	ā	fmn
high	2	sunandA	sunandā	sunanda	sunanda	ā	fmn
high	2	sunayanA	sunayanā	sunayana	sunayana	ā	fm
high	2	sunetrA	sunetrā	sunetra	sunetra	ā	fm
high	2	sunidrA	sunidrā	sunidra	sunidra	ā	fmn
high	2	suparRA	suparṇā	suparRa	suparṇa	ā	fmn
high	2	suprasAdA	suprasādā	suprasAda	suprasāda	ā	fmn
high	2	supratizWA	supratiṣṭhā	supratizWa	supratiṣṭha	ā	fm
high	2	surUpA	surūpā	surUpa	surūpa	ā	fmn
high	2	suraBI	surabhī	suraBin	surabhin	ī	fmn
high	2	suraBitA	surabhitā	suraBita	surabhita	ā	fmn
high	2	suraNgA	suraṅgā	suraNga	suraṅga	ā	fmn
high	2	suraSrezWA	suraśreṣṭhā	suraSrezWa	suraśreṣṭha	ā	fm
high	2	susImA	susīmā	susIma	susīma	ā	fm
high	2	sutArA	sutārā	sutAra	sutāra	ā	fmn
high	2	suvIryA	suvīryā	suvIrya	suvīrya	ā	fmn
high	2	suvarRapraBAsA	suvarṇaprabhāsā	suvarRapraBAsa	suvarṇaprabhāsa	ā	fm
high	2	suvarRareKA	suvarṇarekhā	suvarRareKa	suvarṇarekha	ā	fm
high	2	suvfttA	suvṛttā	suvftta	suvṛtta	ā	fmn
high	2	suzamA	suṣamā	suzama	suṣama	ā	fmn
high	2	svA	svā	sva	sva	ā	fmn
high	2	svAtimuKA	svātimukhā	svAtimuKa	svātimukha	ā	fm
high	2	svacCA	svacchā	svacCa	svaccha	ā	fmn
high	2	svakIyA	svakīyā	svakIya	svakīya	ā	fmn
high	2	tA	tā	ta	ta	ā	fmn
high	2	tAmbUlI	tāmbūlī	tAmbUlin	tāmbūlin	ī	fmn
high	2	tAmrA	tāmrā	tAmra	tāmra	ā	fmn
high	2	tAmrAruRA	tāmrāruṇā	tAmrAruRa	tāmrāruṇa	ā	fmn
high	2	tAmracUqA	tāmracūḍā	tAmracUqa	tāmracūḍa	ā	fmn
high	2	tApanA	tāpanā	tApana	tāpana	ā	fmn
high	2	tArakA	tārakā	tAraka	tāraka	ā	fmn
high	2	tArikA	tārikā	tArika	tārika	ā	fmn
high	2	tIkzRA	tīkṣṇā	tIkzRa	tīkṣṇa	ā	fmn
high	2	tIkzRaganDA	tīkṣṇagandhā	tIkzRaganDa	tīkṣṇagandha	ā	fm
high	2	tIrRA	tīrṇā	tIrRa	tīrṇa	ā	fmn
high	2	tURI	tūṇī	tURin	tūṇin	ī	fmn
high	2	tUlA	tūlā	tUla	tūla	ā	fmn
high	2	tUlikA	tūlikā	tUlika	tūlika	ā	fm
high	2	taRqulA	taṇḍulā	taRqula	taṇḍula	ā	fmn
high	2	takilA	takilā	takila	takila	ā	fmn
high	2	tamakA	tamakā	tamaka	tamaka	ā	fm
high	2	tamasA	tamasā	tamasa	tamasa	ā	fmn
high	2	tamisrA	tamisrā	tamisra	tamisra	ā	fmn
high	2	tandrI	tandrī	tandrin	tandrin	ī	fmn
high	2	tandritA	tandritā	tandrita	tandrita	ā	fmn
high	2	tantritA	tantritā	tantrita	tantrita	ā	fmn
high	2	tanujA	tanujā	tanuja	tanuja	ā	fm
high	2	taptavAlukA	taptavālukā	taptavAluka	taptavāluka	ā	fmn
high	2	tarI	tarī	tarin	tarin	ī	fmn
high	2	taralA	taralā	tarala	tarala	ā	fmn
high	2	tatparA	tatparā	tatpara	tatpara	ā	fmn
high	2	tfRasArA	tṛṇasārā	tfRasAra	tṛṇasāra	ā	fmn
high	2	tfpA	tṛpā	tfpa	tṛpa	ā	fmn
high	2	tfpalA	tṛpalā	tfpala	tṛpala	ā	fmn
high	2	tiktA	tiktā	tikta	tikta	ā	fmn
high	2	tiktakA	tiktakā	tiktaka	tiktaka	ā	fmn
high	2	tilakA	tilakā	tilaka	tilaka	ā	fmn
high	2	titikzA	titikṣā	titikza	titikṣa	ā	fm
high	2	toyaDArA	toyadhārā	toyaDAra	toyadhāra	ā	fm
high	2	trapA	trapā	trapa	trapa	ā	fm
high	2	trijawA	trijaṭā	trijawa	trijaṭa	ā	fm
high	2	trinayanA	trinayanā	trinayana	trinayana	ā	fmn
high	2	tripurA	tripurā	tripura	tripura	ā	fmn
high	2	tripuwA	tripuṭā	tripuwa	tripuṭa	ā	fmn
high	2	trividyA	trividyā	trividya	trividya	ā	fmn
high	2	tryanIkA	tryanīkā	tryanIka	tryanīka	ā	fmn
high	2	tuNgA	tuṅgā	tuNga	tuṅga	ā	fmn
high	2	tuRqikA	tuṇḍikā	tuRqika	tuṇḍika	ā	fmn
high	2	tucCA	tucchā	tucCa	tuccha	ā	fmn
high	2	tundI	tundī	tundin	tundin	ī	fmn
high	2	tundikA	tundikā	tundika	tundika	ā	fmn
high	2	turaMgI	turaṃgī	turaMgin	turaṃgin	ī	fm
high	2	tutTA	tutthā	tutTa	tuttha	ā	fmn
high	2	udDArA	uddhārā	udDAra	uddhāra	ā	fmn
high	2	udakyA	udakyā	udakya	udakya	ā	fmn
high	2	udvahA	udvahā	udvaha	udvaha	ā	fmn
high	2	ugrA	ugrā	ugra	ugra	ā	fmn
high	2	ugraganDA	ugragandhā	ugraganDa	ugragandha	ā	fmn
high	2	ulleKA	ullekhā	ulleKa	ullekha	ā	fmn
high	2	upAKyA	upākhyā	upAKya	upākhya	ā	fmn
high	2	upaDUpitA	upadhūpitā	upaDUpita	upadhūpita	ā	fmn
high	2	upaSayA	upaśayā	upaSaya	upaśaya	ā	fmn
high	2	upacaryA	upacaryā	upacarya	upacarya	ā	fmn
high	2	upakArI	upakārī	upakArin	upakārin	ī	fmn
high	2	upakAryA	upakāryā	upakArya	upakārya	ā	fmn
high	2	upalA	upalā	upala	upala	ā	fmn
high	2	upaplutA	upaplutā	upapluta	upapluta	ā	fmn
high	2	upendrA	upendrā	upendra	upendra	ā	fm
high	2	upoQA	upoḍhā	upoQa	upoḍha	ā	fmn
high	2	uragA	uragā	uraga	uraga	ā	fm
high	2	utkaRWitA	utkaṇṭhitā	utkaRWita	utkaṇṭhita	ā	fmn
high	2	utpalA	utpalā	utpala	utpala	ā	fmn
high	2	utpalI	utpalī	utpalin	utpalin	ī	fmn
