confidence	n_shared_dicts	fem_slp1	fem_iast	masc_slp1	masc_iast	ending	masc_gender
high	2	uttarapUrvA	uttarapūrvā	uttarapUrva	uttarapūrva	ā	fmn
high	2	uzRA	uṣṇā	uzRa	uṣṇa	ā	fmn
high	2	vARI	vāṇī	vARin	vāṇin	ī	fmn
high	2	vASrA	vāśrā	vASra	vāśra	ā	fmn
high	2	vAgvidagDA	vāgvidagdhā	vAgvidagDa	vāgvidagdha	ā	fmn
high	2	vArttA	vārttā	vArtta	vārtta	ā	fmn
high	2	vArttikA	vārttikā	vArttika	vārttika	ā	fmn
high	2	vAsanA	vāsanā	vAsana	vāsana	ā	fmn
high	2	vAsrA	vāsrā	vAsra	vāsra	ā	fm
high	2	vAvAtA	vāvātā	vAvAta	vāvāta	ā	fmn
high	2	vAwyA	vāṭyā	vAwya	vāṭya	ā	fmn
high	2	vERavI	vaiṇavī	vERavin	vaiṇavin	ī	fmn
high	2	vEdyA	vaidyā	vEdya	vaidya	ā	fmn
high	2	vErAgI	vairāgī	vErAgin	vairāgin	ī	fmn
high	2	vaDASaNkA	vadhāśaṅkā	vaDASaNka	vadhāśaṅka	ā	fmn
high	2	vaMSikA	vaṃśikā	vaMSika	vaṃśika	ā	fmn
high	2	vaNkA	vaṅkā	vaNka	vaṅka	ā	fmn
high	2	vaSikA	vaśikā	vaSika	vaśika	ā	fmn
high	2	vaSyA	vaśyā	vaSya	vaśya	ā	fmn
high	2	vaYcitA	vañcitā	vaYcita	vañcita	ā	fmn
high	2	vaYjulA	vañjulā	vaYjula	vañjula	ā	fm
high	2	vahA	vahā	vaha	vaha	ā	fmn
high	2	vajrI	vajrī	vajrin	vajrin	ī	fm
high	2	valgujA	valgujā	valguja	valguja	ā	fm
high	2	vallaBA	vallabhā	vallaBa	vallabha	ā	fmn
high	2	vanavAsI	vanavāsī	vanavAsin	vanavāsin	ī	fmn
high	2	vandanIyA	vandanīyā	vandanIya	vandanīya	ā	fmn
high	2	vandyA	vandyā	vandya	vandya	ā	fmn
high	2	vanitA	vanitā	vanita	vanita	ā	fmn
high	2	vanyA	vanyā	vanya	vanya	ā	fmn
high	2	vapuzA	vapuṣā	vapuza	vapuṣa	ā	fmn
high	2	varArohA	varārohā	varAroha	varāroha	ā	fmn
high	2	varDamAnA	vardhamānā	varDamAna	vardhamāna	ā	fmn
high	2	varapradA	varapradā	varaprada	varaprada	ā	fmn
high	2	vartulA	vartulā	vartula	vartula	ā	fmn
high	2	varyA	varyā	varya	varya	ā	fm
high	2	varzitA	varṣitā	varzita	varṣita	ā	fmn
high	2	vasnikA	vasnikā	vasnika	vasnika	ā	fmn
high	2	vasuMDarA	vasuṃdharā	vasuMDara	vasuṃdhara	ā	fmn
high	2	vatsA	vatsā	vatsa	vatsa	ā	fmn
high	2	vayaHsTA	vayaḥsthā	vayaHsTa	vayaḥstha	ā	fm
high	2	vayasyA	vayasyā	vayasya	vayasya	ā	fmn
high	2	vayunA	vayunā	vayuna	vayuna	ā	fmn
high	2	veRA	veṇā	veRa	veṇa	ā	fm
high	2	vedakA	vedakā	vedaka	vedaka	ā	fmn
high	2	venA	venā	vena	vena	ā	fm
high	2	vetA	vetā	veta	veta	ā	fm
high	2	vezaRA	veṣaṇā	vezaRa	veṣaṇa	ā	fmn
high	2	vfSA	vṛśā	vfSa	vṛśa	ā	fmn
high	2	vfScikA	vṛścikā	vfScika	vṛścika	ā	fm
high	2	vfkA	vṛkā	vfka	vṛka	ā	fm
high	2	viBIzaRA	vibhīṣaṇā	viBIzaRa	vibhīṣaṇa	ā	fmn
high	2	viDurA	vidhurā	viDura	vidhura	ā	fmn
high	2	viSalyA	viśalyā	viSalya	viśalya	ā	fmn
high	2	viSiKA	viśikhā	viSiKa	viśikha	ā	fmn
high	2	viSvAmitrA	viśvāmitrā	viSvAmitra	viśvāmitra	ā	fm
high	2	viSvaganDA	viśvagandhā	viSvaganDa	viśvagandha	ā	fmn
high	2	viSvastA	viśvastā	viSvasta	viśvasta	ā	fmn
high	2	vicitrA	vicitrā	vicitra	vicitra	ā	fmn
high	2	vidagDA	vidagdhā	vidagDa	vidagdha	ā	fmn
high	2	vidarBA	vidarbhā	vidarBa	vidarbha	ā	fm
high	2	videhA	videhā	videha	videha	ā	fmn
high	2	vidyujjihvA	vidyujjihvā	vidyujjihva	vidyujjihva	ā	fmn
high	2	vigatA	vigatā	vigata	vigata	ā	fmn
high	2	vihaMgamA	vihaṃgamā	vihaMgama	vihaṃgama	ā	fmn
high	2	vijAtA	vijātā	vijAta	vijāta	ā	fmn
high	2	vikalA	vikalā	vikala	vikala	ā	fmn
high	2	vilambitA	vilambitā	vilambita	vilambita	ā	fmn
high	2	vilepI	vilepī	vilepin	vilepin	ī	fmn
high	2	vilohitA	vilohitā	vilohita	vilohita	ā	fmn
high	2	vimaladattA	vimaladattā	vimaladatta	vimaladatta	ā	fm
high	2	vimalapraBA	vimalaprabhā	vimalapraBa	vimalaprabha	ā	fm
high	2	vipASA	vipāśā	vipASa	vipāśa	ā	fmn
high	2	viparItA	viparītā	viparIta	viparīta	ā	fmn
high	2	vipralabDA	vipralabdhā	vipralabDa	vipralabdha	ā	fmn
high	2	virAgitA	virāgitā	virAgita	virāgita	ā	fmn
high	2	virajA	virajā	viraja	viraja	ā	fmn
high	2	virocanA	virocanā	virocana	virocana	ā	fmn
high	2	visArI	visārī	visArin	visārin	ī	fmn
high	2	visPuliNgA	visphuliṅgā	visPuliNga	visphuliṅga	ā	fm
high	2	visrA	visrā	visra	visra	ā	fmn
high	2	vitaRqA	vitaṇḍā	vitaRqa	vitaṇḍa	ā	fmn
high	2	vivfktA	vivṛktā	vivfkta	vivṛkta	ā	fmn
high	2	vivftA	vivṛtā	vivfta	vivṛta	ā	fmn
high	2	vizARI	viṣāṇī	vizARin	viṣāṇin	ī	fmn
high	2	vyutkrAntA	vyutkrāntā	vyutkrAnta	vyutkrānta	ā	fmn
high	2	waNkA	ṭaṅkā	waNka	ṭaṅka	ā	fmn
high	2	yAjyA	yājyā	yAjya	yājya	ā	fmn
high	2	yUTyA	yūthyā	yUTya	yūthya	ā	fmn
high	2	yaSasyA	yaśasyā	yaSasya	yaśasya	ā	fmn
high	2	yaSoDarA	yaśodharā	yaSoDara	yaśodhara	ā	fmn
high	2	yajA	yajā	yaja	yaja	ā	fm
high	2	yajYakA	yajñakā	yajYaka	yajñaka	ā	fm
high	2	yakzI	yakṣī	yakzin	yakṣin	ī	fmn
high	2	yamalA	yamalā	yamala	yamala	ā	fmn
high	2	yogavAhI	yogavāhī	yogavAhin	yogavāhin	ī	fmn
high	2	zaqBujA	ṣaḍbhujā	zaqBuja	ṣaḍbhuja	ā	fm
high	1	AKaRqalA	ākhaṇḍalā	AKaRqala	ākhaṇḍala	ā	fmn
high	1	ASlezA	āśleṣā	ASleza	āśleṣa	ā	fm
high	1	ASrezA	āśreṣā	ASreza	āśreṣa	ā	fm
high	1	AcAryA	ācāryā	AcArya	ācārya	ā	fmn
high	1	AdityA	ādityā	Aditya	āditya	ā	fmn
high	1	AgneyEndrA	āgneyaindrā	AgneyEndra	āgneyaindra	ā	fmn
high	1	AjA	ājā	Aja	āja	ā	fmn
high	1	AjAnA	ājānā	AjAna	ājāna	ā	fmn
high	1	AkAlikA	ākālikā	AkAlika	ākālika	ā	fmn
high	1	AlApA	ālāpā	AlApa	ālāpa	ā	fm
high	1	AmbazWyA	āmbaṣṭhyā	AmbazWya	āmbaṣṭhya	ā	fm
high	1	AmezwakA	āmeṣṭakā	Amezwaka	āmeṣṭaka	ā	fmn
high	1	AmuktA	āmuktā	Amukta	āmukta	ā	fmn
high	1	ArAgrA	ārāgrā	ArAgra	ārāgra	ā	fmn
high	1	ArogyA	ārogyā	Arogya	ārogya	ā	fmn
high	1	ArtanA	ārtanā	Artana	ārtana	ā	fmn
high	1	AtmajA	ātmajā	Atmaja	ātmaja	ā	fmn
high	1	AtmaneBAzA	ātmanebhāṣā	AtmaneBAza	ātmanebhāṣa	ā	fmn
high	1	AvantikA	āvantikā	Avantika	āvantika	ā	fmn
high	1	AvartA	āvartā	Avarta	āvarta	ā	fmn
high	1	AyatA	āyatā	Ayata	āyata	ā	fmn
high	1	AyuktA	āyuktā	Ayukta	āyukta	ā	fmn
high	1	BAravAhI	bhāravāhī	BAravAhin	bhāravāhin	ī	fmn
high	1	BAsI	bhāsī	BAsin	bhāsin	ī	fmn
high	1	BAvajYA	bhāvajñā	BAvajYa	bhāvajña	ā	fmn
high	1	BAvakA	bhāvakā	BAvaka	bhāvaka	ā	fmn
high	1	BAvukA	bhāvukā	BAvuka	bhāvuka	ā	fmn
high	1	BEravA	bhairavā	BErava	bhairava	ā	fmn
high	1	BImaraTA	bhīmarathā	BImaraTa	bhīmaratha	ā	fm
high	1	BIzaRA	bhīṣaṇā	BIzaRa	bhīṣaṇa	ā	fmn
high	1	BUkeSA	bhūkeśā	BUkeSa	bhūkeśa	ā	fm
high	1	BUmimaRqA	bhūmimaṇḍā	BUmimaRqa	bhūmimaṇḍa	ā	fm
high	1	BUmisamBavA	bhūmisambhavā	BUmisamBava	bhūmisambhava	ā	fmn
high	1	BUsutA	bhūsutā	BUsuta	bhūsuta	ā	fm
high	1	BUtA	bhūtā	BUta	bhūta	ā	fmn
high	1	BaNgurA	bhaṅgurā	BaNgura	bhaṅgura	ā	fm
high	1	BaRqA	bhaṇḍā	BaRqa	bhaṇḍa	ā	fmn
high	1	BadrakA	bhadrakā	Badraka	bhadraka	ā	fmn
high	1	BagA	bhagā	Baga	bhaga	ā	fmn
high	1	BagalA	bhagalā	Bagala	bhagala	ā	fm
high	1	BamBA	bhambhā	BamBa	bhambha	ā	fmn
high	1	BaratA	bharatā	Barata	bharata	ā	fmn
high	1	BasmagarBA	bhasmagarbhā	BasmagarBa	bhasmagarbha	ā	fmn
high	1	BavaBAvanA	bhavabhāvanā	BavaBAvana	bhavabhāvana	ā	fmn
high	1	BavakA	bhavakā	Bavaka	bhavaka	ā	fm
high	1	BawwA	bhaṭṭā	Bawwa	bhaṭṭa	ā	fm
high	1	BfNgA	bhṛṅgā	BfNga	bhṛṅga	ā	fmn
high	1	BfNgAhvA	bhṛṅgāhvā	BfNgAhva	bhṛṅgāhva	ā	fm
high	1	BfNgajA	bhṛṅgajā	BfNgaja	bhṛṅgaja	ā	fmn
high	1	BfNgavallaBA	bhṛṅgavallabhā	BfNgavallaBa	bhṛṅgavallabha	ā	fm
high	1	BinnA	bhinnā	Binna	bhinna	ā	fmn
high	1	BogA	bhogā	Boga	bhoga	ā	fmn
high	1	BogAvAsA	bhogāvāsā	BogAvAsa	bhogāvāsa	ā	fm
high	1	BrAmakA	bhrāmakā	BrAmaka	bhrāmaka	ā	fmn
high	1	BrAzwrajA	bhrāṣṭrajā	BrAzwraja	bhrāṣṭraja	ā	fmn
high	1	BramI	bhramī	Bramin	bhramin	ī	fmn
high	1	BramarA	bhramarā	Bramara	bhramara	ā	fmn
high	1	BramarezwA	bhramareṣṭā	Bramarezwa	bhramareṣṭa	ā	fm
high	1	BrazwA	bhraṣṭā	Brazwa	bhraṣṭa	ā	fmn
high	1	BujaMgamA	bhujaṃgamā	BujaMgama	bhujaṃgama	ā	fmn
high	1	CAgA	chāgā	CAga	chāga	ā	fmn
high	1	CagalA	chagalā	Cagala	chagala	ā	fmn
high	1	CalA	chalā	Cala	chala	ā	fmn
high	1	CandasyA	chandasyā	Candasya	chandasya	ā	fmn
high	1	CattrAticCattrA	chattrāticchattrā	CattrAticCattra	chattrāticchattra	ā	fm
high	1	CedI	chedī	Cedin	chedin	ī	fmn
high	1	CikkikA	chikkikā	Cikkika	chikkika	ā	fmn
high	1	CinnaruhA	chinnaruhā	Cinnaruha	chinnaruha	ā	fm
high	1	CuqqA	chuḍḍā	Cuqqa	chuḍḍa	ā	fm
high	1	DAnuzkA	dhānuṣkā	DAnuzka	dhānuṣka	ā	fm
high	1	DAraRIyA	dhāraṇīyā	DAraRIya	dhāraṇīya	ā	fmn
high	1	DAyyA	dhāyyā	DAyya	dhāyya	ā	fmn
high	1	DIralalitA	dhīralalitā	DIralalita	dhīralalita	ā	fmn
high	1	DUmA	dhūmā	DUma	dhūma	ā	fm
high	1	DUmravarRA	dhūmravarṇā	DUmravarRa	dhūmravarṇa	ā	fmn
high	1	DUrtA	dhūrtā	DUrta	dhūrta	ā	fmn
high	1	DUsarA	dhūsarā	DUsara	dhūsara	ā	fmn
high	1	DUtapApA	dhūtapāpā	DUtapApa	dhūtapāpa	ā	fmn
high	1	DamaDamA	dhamadhamā	DamaDama	dhamadhama	ā	fm
high	1	DanaharI	dhanaharī	Danaharin	dhanaharin	ī	fmn
high	1	DanapriyA	dhanapriyā	Danapriya	dhanapriya	ā	fmn
high	1	DanurguRA	dhanurguṇā	DanurguRa	dhanurguṇa	ā	fm
high	1	DarADarA	dharādharā	DarADara	dharādhara	ā	fm
high	1	DaraRIsutA	dharaṇīsutā	DaraRIsuta	dharaṇīsuta	ā	fm
high	1	DarmABimuKA	dharmābhimukhā	DarmABimuKa	dharmābhimukha	ā	fm
high	1	DarmANgA	dharmāṅgā	DarmANga	dharmāṅga	ā	fm
high	1	DarmaMdadA	dharmaṃdadā	DarmaMdada	dharmaṃdada	ā	fmn
high	1	DarmameGA	dharmameghā	DarmameGa	dharmamegha	ā	fm
high	1	DarmapIWA	dharmapīṭhā	DarmapIWa	dharmapīṭha	ā	fmn
high	1	DarmasaMjYA	dharmasaṃjñā	DarmasaMjYa	dharmasaṃjña	ā	fmn
high	1	DenukA	dhenukā	Denuka	dhenuka	ā	fmn
high	1	DizRyA	dhiṣṇyā	DizRya	dhiṣṇya	ā	fmn
high	1	DruvakA	dhruvakā	Druvaka	dhruvaka	ā	fm
high	1	DukA	dhukā	Duka	dhuka	ā	fm
high	1	DuvakA	dhuvakā	Duvaka	dhuvaka	ā	fm
high	1	DvANkzA	dhvāṅkṣā	DvANkza	dhvāṅkṣa	ā	fm
high	1	ElA	ailā	Ela	aila	ā	fmn
high	1	GAwA	ghāṭā	GAwa	ghāṭa	ā	fmn
high	1	GAwikA	ghāṭikā	GAwika	ghāṭika	ā	fm
high	1	GaRwI	ghaṇṭī	GaRwin	ghaṇṭin	ī	fmn
high	1	GaRwikA	ghaṇṭikā	GaRwika	ghaṇṭika	ā	fm
high	1	GanAGanA	ghanāghanā	GanAGana	ghanāghana	ā	fmn
high	1	GawwA	ghaṭṭā	Gawwa	ghaṭṭa	ā	fm
high	1	GftA	ghṛtā	Gfta	ghṛta	ā	fmn
high	1	GftamaRqA	ghṛtamaṇḍā	GftamaRqa	ghṛtamaṇḍa	ā	fm
high	1	GftapakvA	ghṛtapakvā	Gftapakva	ghṛtapakva	ā	fmn
high	1	GorarUpA	ghorarūpā	GorarUpa	ghorarūpa	ā	fmn
high	1	GozaRA	ghoṣaṇā	GozaRa	ghoṣaṇa	ā	fmn
high	1	GrARA	ghrāṇā	GrARa	ghrāṇa	ā	fmn
high	1	GurGurA	ghurghurā	GurGura	ghurghura	ā	fm
high	1	ISAnA	īśānā	ISAna	īśāna	ā	fmn
high	1	ISAnADipA	īśānādhipā	ISAnADipa	īśānādhipa	ā	fmn
high	1	JAwA	jhāṭā	JAwa	jhāṭa	ā	fmn
high	1	JampA	jhampā	Jampa	jhampa	ā	fm
high	1	JarJarA	jharjharā	JarJara	jharjhara	ā	fmn
high	1	JillIkA	jhillīkā	JillIka	jhillīka	ā	fm
high	1	JillikA	jhillikā	Jillika	jhillika	ā	fm
high	1	KAdanA	khādanā	KAdana	khādana	ā	fmn
high	1	KAwA	khāṭā	KAwa	khāṭa	ā	fm
high	1	KaRqanA	khaṇḍanā	KaRqana	khaṇḍana	ā	fmn
high	1	KadirakA	khadirakā	Kadiraka	khadiraka	ā	fm
high	1	KajAkA	khajākā	KajAka	khajāka	ā	fm
high	1	KalA	khalā	Kala	khala	ā	fmn
high	1	KalyA	khalyā	Kalya	khalya	ā	fmn
high	1	KanitrA	khanitrā	Kanitra	khanitra	ā	fmn
high	1	KaqgahastA	khaḍgahastā	Kaqgahasta	khaḍgahasta	ā	fmn
high	1	KarapattrA	kharapattrā	Karapattra	kharapattra	ā	fm
high	1	KaraskanDA	kharaskandhā	KaraskanDa	kharaskandha	ā	fm
high	1	KargalA	khargalā	Kargala	khargala	ā	fm
high	1	KasamBavA	khasambhavā	KasamBava	khasambhava	ā	fmn
high	1	KawvANgI	khaṭvāṅgī	KawvANgin	khaṭvāṅgin	ī	fmn
high	1	KecarA	khecarā	Kecara	khecara	ā	fmn
high	1	OpalA	aupalā	Opala	aupala	ā	fmn
high	1	PalakA	phalakā	Palaka	phalaka	ā	fmn
high	1	ParParIkA	pharpharīkā	ParParIka	pharpharīka	ā	fmn
high	1	PenilA	phenilā	Penila	phenila	ā	fmn
high	1	QakkA	ḍhakkā	Qakka	ḍhakka	ā	fm
high	1	SAdA	śādā	SAda	śāda	ā	fmn
high	1	SAkaSrezWA	śākaśreṣṭhā	SAkaSrezWa	śākaśreṣṭha	ā	fm
high	1	SAlInA	śālīnā	SAlIna	śālīna	ā	fmn
high	1	SAlikA	śālikā	SAlika	śālika	ā	fmn
high	1	SAlvA	śālvā	SAlva	śālva	ā	fmn
high	1	SAmA	śāmā	SAma	śāma	ā	fmn
high	1	SAradI	śāradī	SAradin	śāradin	ī	fmn
high	1	SAradikA	śāradikā	SAradika	śāradika	ā	fmn
high	1	SArikA	śārikā	SArika	śārika	ā	fm
high	1	SElajA	śailajā	SElaja	śailaja	ā	fmn
high	1	SIrzA	śīrṣā	SIrza	śīrṣa	ā	fmn
high	1	SItaPalA	śītaphalā	SItaPala	śītaphala	ā	fm
high	1	SItaSivA	śītaśivā	SItaSiva	śītaśiva	ā	fmn
high	1	SItasahA	śītasahā	SItasaha	śītasaha	ā	fmn
high	1	SORqA	śauṇḍā	SORqa	śauṇḍa	ā	fm
high	1	SUlaDarA	śūladharā	SUlaDara	śūladhara	ā	fmn
high	1	SUrasenA	śūrasenā	SUrasena	śūrasena	ā	fm
high	1	SaMkarA	śaṃkarā	SaMkara	śaṃkara	ā	fm
high	1	SaMkarapriyA	śaṃkarapriyā	SaMkarapriya	śaṃkarapriya	ā	fm
high	1	SaNKA	śaṅkhā	SaNKa	śaṅkha	ā	fmn
high	1	SaNKaDarA	śaṅkhadharā	SaNKaDara	śaṅkhadhara	ā	fm
high	1	SaSikAntA	śaśikāntā	SaSikAnta	śaśikānta	ā	fmn
high	1	SabarA	śabarā	Sabara	śabara	ā	fmn
high	1	SakA	śakā	Saka	śaka	ā	fmn
high	1	SakawI	śakaṭī	Sakawin	śakaṭin	ī	fmn
high	1	SakvarA	śakvarā	Sakvara	śakvara	ā	fm
high	1	SalakA	śalakā	Salaka	śalaka	ā	fm
high	1	SallA	śallā	Salla	śalla	ā	fmn
high	1	SalyA	śalyā	Salya	śalya	ā	fmn
high	1	SamA	śamā	Sama	śama	ā	fmn
high	1	SamakA	śamakā	Samaka	śamaka	ā	fmn
high	1	SaraRyA	śaraṇyā	SaraRya	śaraṇya	ā	fmn
high	1	SaradA	śaradā	Sarada	śarada	ā	fmn
high	1	SarkarA	śarkarā	Sarkara	śarkara	ā	fm
high	1	SarkarikA	śarkarikā	Sarkarika	śarkarika	ā	fmn
high	1	SarvA	śarvā	Sarva	śarva	ā	fm
high	1	SatAnanA	śatānanā	SatAnana	śatānana	ā	fm
high	1	SatAyuDA	śatāyudhā	SatAyuDa	śatāyudha	ā	fmn
high	1	SatI	śatī	Satin	śatin	ī	fmn
high	1	SataSalAkA	śataśalākā	SataSalAka	śataśalāka	ā	fmn
high	1	SatahradA	śatahradā	Satahrada	śatahrada	ā	fm
high	1	SatakumBA	śatakumbhā	SatakumBa	śatakumbha	ā	fmn
high	1	SataparivArA	śataparivārā	SataparivAra	śataparivāra	ā	fm
high	1	SatapattrA	śatapattrā	Satapattra	śatapattra	ā	fmn
high	1	SatarUpA	śatarūpā	SatarUpa	śatarūpa	ā	fmn
high	1	SatarudrA	śatarudrā	Satarudra	śatarudra	ā	fmn
high	1	SatavIryA	śatavīryā	SatavIrya	śatavīrya	ā	fmn
high	1	SatendriyA	śatendriyā	Satendriya	śatendriya	ā	fmn
high	1	SatikA	śatikā	Satika	śatika	ā	fmn
high	1	SatruMjayA	śatruṃjayā	SatruMjaya	śatruṃjaya	ā	fmn
high	1	SevA	śevā	Seva	śeva	ā	fmn
high	1	SfNKalA	śṛṅkhalā	SfNKala	śṛṅkhala	ā	fmn
high	1	SfNgikA	śṛṅgikā	SfNgika	śṛṅgika	ā	fm
high	1	SiKarA	śikharā	SiKara	śikhara	ā	fmn
high	1	SiPA	śiphā	SiPa	śipha	ā	fm
high	1	SiSirA	śiśirā	SiSira	śiśira	ā	fmn
high	1	SikzitA	śikṣitā	Sikzita	śikṣita	ā	fmn
high	1	SilAvahA	śilāvahā	SilAvaha	śilāvaha	ā	fm
high	1	SilpA	śilpā	Silpa	śilpa	ā	fmn
high	1	SilpI	śilpī	Silpin	śilpin	ī	fmn
high	1	SilpakArI	śilpakārī	SilpakArin	śilpakārin	ī	fm
high	1	SilpikA	śilpikā	Silpika	śilpika	ā	fmn
high	1	SimbA	śimbā	Simba	śimba	ā	fm
high	1	SimbikA	śimbikā	Simbika	śimbika	ā	fm
high	1	SirIzikA	śirīṣikā	SirIzika	śirīṣika	ā	fmn
high	1	SiraskA	śiraskā	Siraska	śiraska	ā	fmn
high	1	SiroruhA	śiroruhā	Siroruha	śiroruha	ā	fm
high	1	SivajYA	śivajñā	SivajYa	śivajña	ā	fmn
high	1	SivapriyA	śivapriyā	Sivapriya	śivapriya	ā	fmn
high	1	SivavallaBA	śivavallabhā	SivavallaBa	śivavallabha	ā	fmn
high	1	SivezwA	śiveṣṭā	Sivezwa	śiveṣṭa	ā	fm
high	1	SlezA	śleṣā	Sleza	śleṣa	ā	fm
high	1	SlezmaGnA	śleṣmaghnā	SlezmaGna	śleṣmaghna	ā	fmn
high	1	SlezmaRA	śleṣmaṇā	SlezmaRa	śleṣmaṇa	ā	fmn
high	1	SrIPalA	śrīphalā	SrIPala	śrīphala	ā	fmn
high	1	SrISA	śrīśā	SrISa	śrīśa	ā	fm
high	1	SrIdA	śrīdā	SrIda	śrīda	ā	fmn
high	1	SrIdevA	śrīdevā	SrIdeva	śrīdeva	ā	fm
high	1	SrIgarBA	śrīgarbhā	SrIgarBa	śrīgarbha	ā	fmn
high	1	SrIkAmA	śrīkāmā	SrIkAma	śrīkāma	ā	fmn
high	1	SrInivAsA	śrīnivāsā	SrInivAsa	śrīnivāsa	ā	fmn
high	1	SrIzeRA	śrīṣeṇā	SrIzeRa	śrīṣeṇa	ā	fm
high	1	SravaRA	śravaṇā	SravaRa	śravaṇa	ā	fmn
high	1	SravizWA	śraviṣṭhā	SravizWa	śraviṣṭha	ā	fmn
high	1	SreRikA	śreṇikā	SreRika	śreṇika	ā	fm
high	1	SrezWA	śreṣṭhā	SrezWa	śreṣṭha	ā	fmn
high	1	SrezWatamA	śreṣṭhatamā	SrezWatama	śreṣṭhatama	ā	fmn
high	1	SrutArTA	śrutārthā	SrutArTa	śrutārtha	ā	fmn
high	1	SrutadevA	śrutadevā	Srutadeva	śrutadeva	ā	fm
high	1	SrutasenA	śrutasenā	Srutasena	śrutasena	ā	fm
high	1	SuBANgI	śubhāṅgī	SuBANgin	śubhāṅgin	ī	fmn
high	1	SuBAcArA	śubhācārā	SuBAcAra	śubhācāra	ā	fmn
high	1	SuBagA	śubhagā	SuBaga	śubhaga	ā	fmn
high	1	SuNgA	śuṅgā	SuNga	śuṅga	ā	fmn
high	1	SuNgI	śuṅgī	SuNgin	śuṅgin	ī	fmn
high	1	SuSulUkA	śuśulūkā	SuSulUka	śuśulūka	ā	fm
high	1	SucitA	śucitā	Sucita	śucita	ā	fmn
high	1	SudDAntA	śuddhāntā	SudDAnta	śuddhānta	ā	fm
high	1	SukAnanA	śukānanā	SukAnana	śukānana	ā	fmn
high	1	SukanAsA	śukanāsā	SukanAsa	śukanāsa	ā	fmn
high	1	SukapriyA	śukapriyā	Sukapriya	śukapriya	ā	fmn
high	1	SuklakandA	śuklakandā	Suklakanda	śuklakanda	ā	fm
high	1	SuklalA	śuklalā	Suklala	śuklala	ā	fmn
high	1	SuklapuzpA	śuklapuṣpā	Suklapuzpa	śuklapuṣpa	ā	fmn
high	1	SukralA	śukralā	Sukrala	śukrala	ā	fmn
high	1	SuktA	śuktā	Sukta	śukta	ā	fmn
high	1	SuktikA	śuktikā	Suktika	śuktika	ā	fm
high	1	SvAsA	śvāsā	SvAsa	śvāsa	ā	fm
high	1	SvetASvA	śvetāśvā	SvetASva	śvetāśva	ā	fmn
high	1	SvetaparRA	śvetaparṇā	SvetaparRa	śvetaparṇa	ā	fm
high	1	SvetapattrA	śvetapattrā	Svetapattra	śvetapattra	ā	fmn
high	1	SvetapuzpA	śvetapuṣpā	Svetapuzpa	śvetapuṣpa	ā	fmn
high	1	SvetavarRA	śvetavarṇā	SvetavarRa	śvetavarṇa	ā	fmn
high	1	SvitrA	śvitrā	Svitra	śvitra	ā	fmn
high	1	SyenA	śyenā	Syena	śyena	ā	fmn
high	1	UrDvaveRIDarA	ūrdhvaveṇīdharā	UrDvaveRIDara	ūrdhvaveṇīdhara	ā	fmn
high	1	aBiKyA	abhikhyā	aBiKya	abhikhya	ā	fmn
high	1	aBujizyA	abhujiṣyā	aBujizya	abhujiṣya	ā	fmn
high	1	aByuddfzwA	abhyuddṛṣṭā	aByuddfzwa	abhyuddṛṣṭa	ā	fmn
high	1	aDirUQA	adhirūḍhā	aDirUQa	adhirūḍha	ā	fmn
high	1	aDivAsitA	adhivāsitā	aDivAsita	adhivāsita	ā	fmn
high	1	aDvagA	adhvagā	aDvaga	adhvaga	ā	fm
high	1	aDvarakalpA	adhvarakalpā	aDvarakalpa	adhvarakalpa	ā	fmn
high	1	aKarvA	akharvā	aKarva	akharva	ā	fmn
high	1	aNgadA	aṅgadā	aNgada	aṅgada	ā	fmn
high	1	aNkuSA	aṅkuśā	aNkuSa	aṅkuśa	ā	fmn
high	1	aSaNkA	aśaṅkā	aSaNka	aśaṅka	ā	fmn
high	1	aSanI	aśanī	aSanin	aśanin	ī	fmn
high	1	aSrutA	aśrutā	aSruta	aśruta	ā	fmn
high	1	aSvakrAntA	aśvakrāntā	aSvakrAnta	aśvakrānta	ā	fmn
high	1	aSvatTA	aśvatthā	aSvatTa	aśvattha	ā	fmn
high	1	aSvatarA	aśvatarā	aSvatara	aśvatara	ā	fm
high	1	aYjalikA	añjalikā	aYjalika	añjalika	ā	fmn
high	1	aYjanikA	añjanikā	aYjanika	añjanika	ā	fm
high	1	abdA	abdā	abda	abda	ā	fmn
high	1	acCodA	acchodā	acCoda	acchoda	ā	fmn
high	1	acirA	acirā	acira	acira	ā	fmn
high	1	agnitaptA	agnitaptā	agnitapta	agnitapta	ā	fmn
high	1	agnizWA	agniṣṭhā	agnizWa	agniṣṭha	ā	fmn
high	1	agrA	agrā	agra	agra	ā	fmn
high	1	ahicCattrA	ahicchattrā	ahicCattra	ahicchattra	ā	fm
high	1	ahitA	ahitā	ahita	ahita	ā	fmn
high	1	akUpArA	akūpārā	akUpAra	akūpāra	ā	fmn
high	1	akzatA	akṣatā	akzata	akṣata	ā	fmn
high	1	akzoByA	akṣobhyā	akzoBya	akṣobhya	ā	fmn
high	1	alIkA	alīkā	alIka	alīka	ā	fmn
high	1	alagardA	alagardā	alagarda	alagarda	ā	fm
high	1	alakA	alakā	alaka	alaka	ā	fmn
high	1	alolA	alolā	alola	alola	ā	fmn
high	1	amAtrA	amātrā	amAtra	amātra	ā	fmn
