lemma_slp1	root_slp1	how
unmUlay	mUlay	suffix
unmUrC	mUrC	suffix
unmaT	maT	suffix
unmaTay	maTay	suffix
unmad	mad	suffix
unmaday	maday	suffix
unmahay	mahay	suffix
unmajj	majj	suffix
unmajjay	majjay	suffix
unmanAy	manAy	suffix
unmanIBU	BU	suffix
unmanIkf	kf	suffix
unmarday	marday	suffix
unmattIkf	kf	suffix
unmezay	unmezay	self
unmfS	mfS	suffix
unmfd	mfd	suffix
unmfj	mfj	suffix
unmi	mi	suffix
unmiSray	miSray	suffix
unmiz	miz	suffix
unmocay	mocay	suffix
unmuKIBU	BU	suffix
unmuKIkf	kf	suffix
unmuc	muc	suffix
unmud	mud	suffix
unmudray	mudray	suffix
unmukulay	mukulay	suffix
unnAday	nAday	suffix
unnAmay	nAmay	suffix
unnAway	nAway	suffix
unnI	nI	suffix
unnaBay	naBay	suffix
unnaS	naS	suffix
unnad	nad	suffix
unnah	nah	suffix
unnam	nam	suffix
unnamay	namay	suffix
unnatIkf	kf	suffix
unniDA	DA	suffix
unnidray	unnidray	self
unninIz	ninIz	suffix
upABUz	BUz	suffix
upADA	DA	suffix
upADAv	DAv	suffix
upADAvay	DAvay	suffix
upADam	Dam	suffix
upADiSri	Sri	suffix
upADigam	gam	suffix
upADiruh	ruh	suffix
upAGrA	GrA	suffix
upAKyA	KyA	suffix
upAS	upAS	unresolved
upASaMs	SaMs	suffix
upASaNk	SaNk	suffix
upASliz	Sliz	suffix
upASri	Sri	suffix
upAYc	upAYc	unresolved
upAYj	upAYj	unresolved
upAcar	car	suffix
upAdA	dA	suffix
upAdIp	dIp	suffix
upAdIpay	dIpay	suffix
upAdiS	diS	suffix
upAdru	dru	suffix
upAdu	du	suffix
upAgA	gA	suffix
upAgam	gam	suffix
upAgrah	grah	suffix
upAhan	han	suffix
upAhf	hf	suffix
upAhiRq	hiRq	suffix
upAhvA	hvA	suffix
upAj	upAj	unresolved
upAkarRay	AkarRay	suffix
upAkf	kf	suffix
upAkram	kram	suffix
upAkruS	kruS	suffix
upAlaB	laB	suffix
upAlakz	lakz	suffix
upAmantray	mantray	suffix
upAnAyay	upAnAyay	self
upAnI	nI	suffix
upAnam	nam	suffix
upAnvAnI	nI	suffix
upAnvAruh	ruh	suffix
upAp	Ap	suffix
upApapat	pat	suffix
upApat	pApat	suffix
upApraC	upApraC	unresolved
upArAD	rAD	suffix
upArC	upArC	self
upAram	ram	suffix
upArjay	upArjay	unresolved
upAropay	ropay	suffix
upArpay	upArpay	self
upArud	rud	suffix
upAruh	ruh	suffix
upAs	As	suffix
upAsAday	sAday	suffix
upAsTA	sTA	suffix
upAsad	sad	suffix
upAsfj	sfj	suffix
upAspfS	spfS	suffix
upAstf	stf	suffix
upAsyanday	syanday	suffix
upAtI	upAtI	unresolved
upAtigam	gam	suffix
upAtihf	hf	suffix
upAv	upAv	unresolved
upAvAYj	upAvAYj	self
upAvaDA	DA	suffix
upAvaSri	Sri	suffix
upAvah	vah	suffix
upAvahf	hf	suffix
upAvanam	nam	suffix
upAvapat	upAvapat	self
upAvaraB	raB	suffix
upAvaram	ram	suffix
upAvarohay	rohay	suffix
upAvartay	vartay	suffix
upAvaruh	ruh	suffix
upAvas	vas	suffix
upAvasA	sA	suffix
upAvasTA	sTA	suffix
upAvasfj	sfj	suffix
upAvasfp	sfp	suffix
upAve	ve	suffix
upAvekz	upAvekz	unresolved
upAvf	vf	suffix
upAvft	vft	suffix
upAviS	viS	suffix
upAvraj	vraj	suffix
upAyA	yA	suffix
upAyanIBU	BU	suffix
upAyanIkf	kf	suffix
upAyuj	yuj	suffix
upED	upED	unresolved
upaBU	BU	suffix
upaBUz	BUz	suffix
upaBaj	Baj	suffix
upaBakz	Bakz	suffix
upaBf	Bf	suffix
upaBojay	Bojay	suffix
upaBram	Bram	suffix
upaBuj	Buj	suffix
upaDA	upaDA	self
upaDAnIkf	kf	suffix
upaDAray	DAray	suffix
upaDAv	DAv	suffix
upaDAvay	upaDAvay	self
upaDU	DU	suffix
upaDUpay	DUpay	suffix
upaDam	Dam	suffix
upaDf	upaDf	self
upaDfz	Dfz	suffix
upaDvaMs	DvaMs	suffix
upaDyA	DyA	suffix
upaGAtay	GAtay	suffix
upaGawway	Gawway	suffix
upaGrA	GrA	suffix
upaGrApay	upaGrApay	self
upaGuz	Guz	suffix
upaKyA	KyA	suffix
upaQOkay	QOkay	suffix
upaSAmay	SAmay	suffix
upaSI	SI	suffix
upaSaNk	SaNk	suffix
upaSak	Sak	suffix
upaSam	Sam	suffix
upaSamay	Samay	suffix
upaScyut	cyut	suffix
upaSikz	Sikz	suffix
upaSlezay	Slezay	suffix
upaSliz	Sliz	suffix
upaSoBay	SoBay	suffix
upaSozay	Sozay	suffix
upaSram	Sram	suffix
upaSri	Sri	suffix
upaSru	Sru	suffix
upaSuB	SuB	suffix
upaSuD	SuD	suffix
upaSuc	Suc	suffix
upaSuz	Suz	suffix
upaSvAsay	SvAsay	suffix
upabanD	banD	suffix
upabarbfh	barbfh	suffix
upabfMhay	bfMhay	suffix
upabrU	brU	suffix
upacAray	cAray	suffix
upacCad	Cad	suffix
upacCalay	Calay	suffix
upacCanday	Canday	suffix
upacCid	Cid	suffix
upacar	car	suffix
upacft	cft	suffix
upaci	ci	suffix
upacicIz	cicIz	suffix
upacihnay	cihnay	suffix
upacintay	cintay	suffix
upadA	dA	suffix
upadAsay	dAsay	suffix
upadIkz	dIkz	suffix
upadIp	dIp	suffix
upadIpay	dIpay	suffix
upadah	dah	suffix
upadamBay	damBay	suffix
upadarSay	darSay	suffix
upadas	das	suffix
upadeSay	deSay	suffix
upadfS	dfS	suffix
upadiS	diS	suffix
upadih	dih	suffix
upadodrav	dodrav	suffix
upadru	dru	suffix
upaduz	duz	suffix
upagA	gA	suffix
upagAh	gAh	suffix
upagUhay	gUhay	suffix
upagaRay	gaRay	suffix
upagam	gam	suffix
upagamay	gamay	suffix
upagf	gf	suffix
upagrAhay	grAhay	suffix
upagrah	grah	suffix
upagranT	granT	suffix
upagras	gras	suffix
upaguh	guh	suffix
upagup	gup	suffix
upag￞	upag￞	unresolved
upahA	hA	suffix
upahArIkf	kf	suffix
upahAray	hAray	suffix
upahAsay	hAsay	suffix
upahan	han	suffix
upahas	has	suffix
upahf	hf	suffix
upahiMs	hiMs	suffix
upahu	hu	suffix
upahvA	hvA	suffix
upajApay	jApay	suffix
upajIv	jIv	suffix
upajIvay	jIvay	suffix
upajYA	jYA	suffix
upajalp	jalp	suffix
upajan	jan	suffix
upajanay	janay	suffix
upajap	jap	suffix
upaji	ji	suffix
upajigIz	jigIz	suffix
upajihIrz	jihIrz	suffix
upajijYAs	jijYAs	suffix
upajuz	juz	suffix
upajvAlay	jvAlay	suffix
upakAlay	kAlay	suffix
upakAmay	kAmay	suffix
upakAray	kAray	suffix
upakUj	kUj	suffix
upakalpay	kalpay	suffix
upakaraRIkf	kf	suffix
upakf	kf	suffix
upakft	kft	suffix
upakfz	kfz	suffix
upakleSay	kleSay	suffix
upakleday	kleday	suffix
upakliS	kliS	suffix
upaklid	klid	suffix
upakrI	krI	suffix
upakrIq	krIq	suffix
upakram	kram	suffix
upakroSay	kroSay	suffix
upakruS	kruS	suffix
upakuq	kuq	suffix
upakzar	kzar	suffix
upakzi	kzi	suffix
upakzip	kzip	suffix
upakﾱp	kﾱp	suffix
upalAlay	lAlay	suffix
upalI	lI	suffix
upalaB	laB	suffix
upalakz	lakz	suffix
upalakzay	lakzay	suffix
upalamBay	lamBay	suffix
upalepay	lepay	suffix
upaliK	liK	suffix
upalih	lih	suffix
upalip	lip	suffix
upalips	lips	suffix
upaloBay	loBay	suffix
upamA	mA	suffix
upamAray	mAray	suffix
upamImAMs	upamImAMs	self
upamIv	upamIv	self
upamaT	maT	suffix
upamad	mad	suffix
upamahay	mahay	suffix
upamajj	majj	suffix
upamantray	mantray	suffix
upamarzay	marzay	suffix
upamfd	mfd	suffix
upamfj	mfj	suffix
upami	mi	suffix
upamruc	mruc	suffix
upamuc	muc	suffix
upanASay	nASay	suffix
upanAday	nAday	suffix
upanAhay	nAhay	suffix
upanAmay	nAmay	suffix
upanAyay	nAyay	suffix
upanI	nI	suffix
upanaS	upanaS	self
upanah	nah	suffix
upanakz	nakz	suffix
upanam	nam	suffix
upanamasy	upanamasy	self
upanft	nft	suffix
upaniDA	DA	suffix
upaniDyA	DyA	suffix
upaniHSri	Sri	suffix
upaniHsfp	upaniHsfp	self
upaniSAmay	SAmay	suffix
upaniSam	Sam	suffix
upaniSri	Sri	suffix
upanibanD	banD	suffix
upanigam	gam	suffix
upanigrah	grah	suffix
upanihan	han	suffix
upanikf	nikf	suffix
upanikz	upanikz	self
upanikzip	kzip	suffix
upanilI	lI	suffix
upanimad	mad	suffix
upanimajj	majj	suffix
upanimantray	mantray	suffix
upaninI	nI	suffix
upanipAday	pAday	suffix
upanipAtay	pAtay	suffix
upanipIqay	pIqay	suffix
upanipad	pad	suffix
upanipat	pat	suffix
upaniplu	plu	suffix
upanirdiS	diS	suffix
upanirhf	hf	suffix
upaniruD	ruD	suffix
upanirvartay	vartay	suffix
upanivap	vap	suffix
upanivartay	vartay	suffix
upaniveSay	veSay	suffix
upanivezw	vezw	suffix
upanivf	vf	suffix
upanivft	vft	suffix
upaniviS	viS	suffix
upaniyam	yam	suffix
upaniyuj	yuj	suffix
upanizad	ad	suffix
upanizev	upanizev	unresolved
upanizkram	kram	suffix
upanizkramay	kramay	suffix
upanud	nud	suffix
upanyAcar	car	suffix
upanyAhf	hf	suffix
upanyAplu	plu	suffix
upanyas	yas	suffix
upapAday	pAday	suffix
upapAtay	pAtay	suffix
upapAyay	pAyay	suffix
upapIqay	pIqay	suffix
upapad	pad	suffix
upapalyAy	upapalyAy	self
upapalyay	upapalyay	self
upaparIkz	Ikz	suffix
upapare	upapare	unresolved
upaparyAvft	vft	suffix
upapat	pat	suffix
upapf	pf	suffix
upapfc	pfc	suffix
upapipAdayiz	upapipAdayiz	self
upaplAvay	plAvay	suffix
upaplAy	upaplAy	unresolved
upaplu	plu	suffix
upaprAp	Ap	suffix
upaprAyA	yA	suffix
upapraBU	BU	suffix
upapraBUz	BUz	suffix
upapraBid	Bid	suffix
upapraSri	Sri	suffix
upapracC	pracC	suffix
upapradA	dA	suffix
upapradarSay	darSay	suffix
upapragA	gA	suffix
upapragrah	upapragrah	self
upaprahi	hi	suffix
upaprajan	jan	suffix
upaprajinv	jinv	suffix
upapraloBay	loBay	suffix
upapramajj	majj	suffix
upaprapad	pad	suffix
upaprasad	sad	suffix
upaprasf	sf	suffix
upaprastf	stf	suffix
upaprastu	upaprastu	self
upapratAray	tAray	suffix
upapratigrah	grah	suffix
upapravad	vad	suffix
upapravartay	vartay	suffix
upapravfh	vfh	suffix
upaprayA	yA	suffix
upaprayam	yam	suffix
upapre	upapre	unresolved
upaprekz	upaprekz	unresolved
upaprez	upaprez	unresolved
uparC	uparC	unresolved
uparD	uparD	self
uparaYj	raYj	suffix
uparaYjay	raYjay	suffix
uparacay	racay	suffix
uparam	ram	suffix
uparamay	ramay	suffix
upariniDA	DA	suffix
uparoDay	roDay	suffix
uparohay	rohay	suffix
uparopay	ropay	suffix
uparu	ru	suffix
uparuD	ruD	suffix
uparuc	ruc	suffix
uparuh	ruh	suffix
uparz	uparz	unresolved
upasADay	sADay	suffix
upasAday	sAday	suffix
upasAntvay	sAntvay	suffix
upasKal	sKal	suffix
upasTA	sTA	suffix
upasTApay	sTApay	suffix
upasUcay	sUcay	suffix
upasaMBf	Bf	suffix
upasaMBid	Bid	suffix
upasaMBram	Bram	suffix
upasaMDA	DA	suffix
upasaMGuz	Guz	suffix
upasaMSaMs	SaMs	suffix
upasaMSliz	Sliz	suffix
upasaMSri	Sri	suffix
upasaMbanD	banD	suffix
upasaMcar	car	suffix
upasaMgam	gam	suffix
upasaMgrah	grah	suffix
upasaMhf	hf	suffix
upasaMjan	jan	suffix
upasaMjiGfkz	upasaMjiGfkz	unresolved
upasaMkalpay	kalpay	suffix
upasaMkrAmay	krAmay	suffix
upasaMkram	kram	suffix
upasaMkramay	kramay	suffix
upasaMkuYc	upasaMkuYc	self
upasaMkzip	kzip	suffix
upasaMkﾱp	kﾱp	suffix
upasaMmfj	mfj	suffix
upasaMnah	nah	suffix
upasaMnud	nud	suffix
upasaMnyAsay	yAsay	suffix
upasaMpAday	pAday	suffix
upasaMpad	pad	suffix
upasaMparARI	upasaMparARI	unresolved
upasaMprAp	Ap	suffix
upasaMpraC	upasaMpraC	unresolved
upasaMprayA	yA	suffix
upasaMroDay	roDay	suffix
upasaMruD	ruD	suffix
upasaMruh	ruh	suffix
upasaMsTA	sTA	suffix
upasaMsfj	sfj	suffix
upasaMsfp	sfp	suffix
upasaMskf	kf	suffix
upasaMspfS	upasaMspfS	self
upasaMtan	tan	suffix
upasaMveSay	veSay	suffix
upasaMviS	viS	suffix
upasaMvraj	vraj	suffix
upasaMvye	vye	suffix
upasaMyA	yA	suffix
upasaMyam	yam	suffix
upasaMyojay	yojay	suffix
upasaMyu	yu	suffix
upasaMyuj	yuj	suffix
upasaYj	saYj	suffix
upasac	sac	suffix
upasad	sad	suffix
upasamADA	DA	suffix
upasamAhf	hf	suffix
upasamAkf	kf	suffix
upasamAp	Ap	suffix
upasamAraB	upasamAraB	self
upasamAvft	vft	suffix
upasamIps	Ips	suffix
upasamUh	Uh	suffix
upasamaS	aS	suffix
upasamanvAhf	hf	suffix
upasamas	as	suffix
upasame	upasame	unresolved
upasami	mi	suffix
upasaminD	inD	suffix
upasarjay	sarjay	suffix
upasarpay	sarpay	suffix
upasev	sev	suffix
upasevay	sevay	suffix
upasf	sf	suffix
upasfj	sfj	suffix
upasfp	sfp	suffix
upasiD	siD	suffix
upasic	sic	suffix
upaskamB	skamB	suffix
upaskand	skand	suffix
upaskf	kf	suffix
upasmf	smf	suffix
upasmi	smi	suffix
upasnehay	snehay	suffix
upasnih	snih	suffix
upasnu	snu	suffix
upasparSay	sparSay	suffix
upaspfS	spfS	suffix
upasru	sru	suffix
upastamB	stamB	suffix
upastamBay	stamBay	suffix
upastf	stf	suffix
upastu	stu	suffix
upasuKay	suKay	suffix
upasvar	upasvar	self
upasveday	sveday	suffix
upasvid	svid	suffix
upatApay	tApay	suffix
upatam	tam	suffix
upatap	tap	suffix
upatarpay	tarpay	suffix
upatfd	tfd	suffix
upatozay	tozay	suffix
upatuz	tuz	suffix
upavA	vA	suffix
upavAday	upavAday	self
upavAhay	vAhay	suffix
upavAjay	vAjay	suffix
upavAsay	vAsay	suffix
upavI	vI	suffix
upavIRay	upavIRay	self
upavIj	vIj	suffix
upavIjay	vIjay	suffix
upavIkz	Ikz	suffix
upavaD	vaD	suffix
upavaYc	vaYc	suffix
upavac	vac	suffix
upavad	vad	suffix
upavah	vah	suffix
upavalh	valh	suffix
upavand	vand	suffix
upavap	vap	suffix
upavarRay	varRay	suffix
upavarjay	varjay	suffix
upavartay	vartay	suffix
upavas	vas	suffix
upave	ve	suffix
upaveSay	veSay	suffix
upavezway	vezway	suffix
upavft	vft	suffix
upaviS	viS	suffix
upaviSramBay	SramBay	suffix
upavici	ci	suffix
upavid	upavid	self
upavikF	upavikF	unresolved
upavistf	stf	suffix
upaviz	viz	suffix
upavizWA	upavizWA	unresolved
upavraj	vraj	suffix
upavyAhf	hf	suffix
upavyAvft	upavyAvft	self
upavyAyam	yam	suffix
upavyaD	vyaD	suffix
upavye	vye	suffix
upayA	yA	suffix
upayAc	yAc	suffix
upayaj	yaj	suffix
upayam	yam	suffix
upayat	yat	suffix
upayojay	yojay	suffix
upayuj	yuj	suffix
upe	upe	unresolved
upekz	upekz	unresolved
upenD	upenD	unresolved
upeps	upeps	unresolved
uperts	uperts	self
upez	upez	unresolved
upodAhf	hf	suffix
upodAsfp	sfp	suffix
upodDf	Df	suffix
upodGAtay	GAtay	suffix
upodbalay	balay	suffix
upode	upode	unresolved
upodgrah	grah	suffix
upodi	upodi	unresolved
upodyam	yam	suffix
upoh	upoh	unresolved
upokz	upokz	unresolved
upond	upond	unresolved
uponnI	nI	suffix
upopaDA	DA	suffix
upopaparAmfS	mfS	suffix
upopasad	sad	suffix
upopaviS	viS	suffix
upopayA	yA	suffix
upotTA	upotTA	unresolved
upotkfz	upotkfz	self
upotkram	kram	suffix
upotsad	sad	suffix
upotsic	sic	suffix
upotsnA	upotsnA	self
upoz	upoz	unresolved
upozay	pozay	suffix
uqqI	qI	suffix
uqqIy	uqqIy	self
urIkf	kf	suffix
urarIkf	kf	suffix
uruzy	uruzy	self
utKan	Kan	suffix
utKid	Kid	suffix
utPAlay	PAlay	suffix
utPal	Pal	suffix
utTA	utTA	unresolved
utTApay	Apay	suffix
utkAS	kAS	suffix
utkAs	kAs	suffix
utkIlay	kIlay	suffix
utkIrtay	kIrtay	suffix
utkUj	kUj	suffix
utkUrd	kUrd	suffix
utkaRW	utkaRW	self
utkaRWay	kaRWay	suffix
utkacay	kacay	suffix
utkalApay	utkalApay	self
utkalay	kalay	suffix
utkalpay	kalpay	suffix
utkamp	kamp	suffix
utkampay	kampay	suffix
utkand	and	suffix
utkarzay	karzay	suffix
utkas	kas	suffix
utkaz	kaz	suffix
utkf	kf	suffix
utkft	kft	suffix
utkfz	kfz	suffix
utkleSay	kleSay	suffix
utkliS	kliS	suffix
utklid	klid	suffix
utkoway	koway	suffix
utkrAmay	krAmay	suffix
utkram	kram	suffix
utkramay	kramay	suffix
utkruS	kruS	suffix
utkuYc	kuYc	suffix
utkuYcay	kuYcay	suffix
utkup	kup	suffix
utkvATay	kvATay	suffix
utkvaT	kvaT	suffix
utkzapay	kzapay	suffix
utkzip	kzip	suffix
utkzuB	kzuB	suffix
utpA	utpA	self
utpAcay	pAcay	suffix
utpAday	pAday	suffix
utpAray	pAray	suffix
utpAtay	pAtay	suffix
utpAway	pAway	suffix
utpIqAy	utpIqAy	self
utpIqay	pIqay	suffix
utpU	pU	suffix
utpUray	pUray	suffix
utpaS	paS	suffix
utpad	pad	suffix
utpat	pat	suffix
utpiRqay	piRqay	suffix
utpipatiz	utpipatiz	self
utpiz	piz	suffix
utplAvay	plAvay	suffix
utplu	plu	suffix
utprAsay	Asay	suffix
utpradA	utpradA	self
utprapat	pat	suffix
utprayam	yam	suffix
utprekz	utprekz	unresolved
utpru	pru	suffix
utpuMsay	utpuMsay	self
utsA	sA	suffix
utsAday	sAday	suffix
utsAhay	sAhay	suffix
utsAray	sAray	suffix
utsIv	sIv	suffix
utsPoway	sPoway	suffix
utsU	sU	suffix
utsad	sad	suffix
utsah	sah	suffix
utsarj	utsarj	self
utsarpay	sarpay	suffix
utsavAy	utsavAy	self
utsavay	utsavay	self
utsf	sf	suffix
utsfj	sfj	suffix
utsfp	sfp	suffix
utsi	si	suffix
utsiD	siD	suffix
utsic	sic	suffix
utsisfkz	sisfkz	suffix
utsisfps	sisfps	suffix
utsmi	smi	suffix
utsnA	snA	suffix
utspfS	spfS	suffix
utsu	su	suffix
utsukay	utsukay	self
utsveday	sveday	suffix
utsvid	svid	suffix
utsyand	utsyand	self
uttAnIkf	kf	suffix
uttAnay	tAnay	suffix
uttApay	tApay	suffix
uttAray	tAray	suffix
uttaMsIkf	uttaMsIkf	self
uttaMsay	taMsay	suffix
uttakz	takz	suffix
uttam	tam	suffix
uttamB	uttamB	unresolved
uttamBay	uttamBay	unresolved
uttan	tan	suffix
uttap	tap	suffix
uttaray	taray	suffix
uttejay	tejay	suffix
uttf	tf	suffix
uttfd	tfd	suffix
uttitIrz	titIrz	suffix
uttitfd	titfd	suffix
uttolay	tolay	suffix
uttrAsay	trAsay	suffix
uttras	tras	suffix
uttud	tud	suffix
uttyaj	tyaj	suffix
uz	uz	self
uzRAy	uzRAy	self
uzRIBU	BU	suffix
uzRIkf	kf	suffix
uzay	uzay	self
vA	vA	self
vAS	vAS	self
vASay	vASay	self
vAYC	vAYC	self
vAcAlay	vAcAlay	self
vAcay	vAcay	self
vAcayiz	vAcayiz	self
vAday	vAday	self
vAgurAy	vAgurAy	self
vAhanIkf	kf	suffix
vAhay	vAhay	self
vAjIkf	kf	suffix
vAjay	vAjay	self
vAlay	vAlay	self
vAmanIkf	kf	suffix
vAmay	vAmay	self
vAnarIkf	kf	suffix
vAnay	vAnay	self
vApay	vApay	self
vAray	vAray	self
vArttIBU	vArttIBU	self
vAs	vAs	self
vAsay	vAsay	self
vAtAy	vAtAy	self
vAtay	vAtay	self
vAvAS	vAvAS	self
vAvac	vAvac	self
vAvad	vAvad	self
vAwIkf	kf	suffix
vAyay	vAyay	self
vErAy	vErAy	self
vI	vI	unresolved
vINK	INK	suffix
vINKay	INKay	suffix
vINg	vINg	unresolved
vINkay	INkay	suffix
vIRay	vIRay	self
vIj	vIj	self
vIjay	vIjay	self
vIkz	Ikz	suffix
vIkzay	Ikzay	suffix
vIps	Ips	suffix
vIq	vIq	self
vIqay	vIqay	self
vIrarasAy	vIrarasAy	self
vIray	vIray	self
vIrts	Irts	suffix
vIz	Iz	suffix
vaD	vaD	self
vaDary	vaDary	self
vaDay	vaDay	self
vaRw	vaRw	self
vaS	vaS	self
vaSIBU	BU	suffix
vaSIkf	kf	suffix
vaSay	vaSay	self
vaYc	vaYc	self
vaYcay	vaYcay	self
vac	vac	self
vacasy	vacasy	self
vacay	vacay	self
vad	vad	self
vadanIBU	BU	suffix
vadiz	vadiz	self
vah	vah	self
vaj	vaj	self
vajrAy	vajrAy	self
vajrIBU	BU	suffix
vakrIBU	BU	suffix
vakrIkf	kf	suffix
vakray	vakray	self
vakz	vakz	self
vakzay	vakzay	self
val	val	self
valay	valay	self
valayIBU	BU	suffix
valayIkf	kf	suffix
valg	valg	self
valgUy	valgUy	self
valgay	valgay	self
valh	valh	self
vam	vam	self
vamay	vamay	self
van	van	self
vanIvAh	vanIvAh	self
vand	vand	self
vanday	vanday	self
vanuzy	vanuzy	self
vap	vap	self
vapuzy	vapuzy	self
varDApay	varDApay	self
varDay	varDay	self
varIkf	kf	suffix
varIvar	varIvar	self
varIvarjay	varIvarjay	self
varIvfj	varIvfj	self
varRay	varRay	self
vararucIBU	BU	suffix
varay	varay	self
varcay	varcay	self
varey	varey	self
varivasy	varivasy	self
varjay	varjay	self
vartay	vartay	self
vartulIBU	BU	suffix
varvft	varvft	self
varzay	varzay	self
vas	vas	self
vasAy	vasAy	self
vasUy	vasUy	self
vasay	vasay	self
vasnay	vasnay	self
vastray	vastray	self
vat	vat	self
vawIkf	kf	suffix
vawakIkf	kf	suffix
vazawkf	kf	suffix
ve	ve	self
veD	veD	self
veDay	veDay	self
veSay	veSay	self
vecay	vecay	self
veday	veday	self
vehAy	vehAy	self
vejay	vejay	self
vell	vell	self
vellay	vellay	self
ven	ven	self
vepay	vepay	self
vetAlalIlAy	vetAlalIlAy	self
vevIy	vevIy	self
vevezw	vevezw	self
vevid	vevid	self
vevij	vevij	self
veviz	veviz	self
vevlIy	vevlIy	self
vezavArIkf	kf	suffix
vezay	vezay	self
vezw	vezw	self
vezway	vezway	self
vf	vf	self
vfD	vfD	self
vfNh	vfNh	self
vfc	vfc	self
vfdDIBU	BU	suffix
vfdDIkf	kf	suffix
vfh	vfh	self
vfj	vfj	self
vfjinAy	vfjinAy	self
vfkAy	vfkAy	self
vft	vft	self
vfz	vfz	self
vfzAy	vfzAy	self
vfzaRy	vfzaRy	self
vfzalIBU	BU	suffix
viBA	BA	suffix
viBAjay	BAjay	suffix
viBAs	BAs	suffix
viBAvay	BAvay	suffix
viBAz	BAz	suffix
viBI	BI	suffix
viBIzay	BIzay	suffix
viBU	BU	suffix
viBUz	BUz	suffix
viBUzay	BUzay	suffix
viBaRqay	BaRqay	suffix
viBaYj	BaYj	suffix
viBaj	Baj	suffix
viBariBf	BariBf	suffix
viBeday	Beday	suffix
viBez	Bez	suffix
viBf	Bf	suffix
viBid	Bid	suffix
viBrAj	BrAj	suffix
viBrAjay	BrAjay	suffix
viBrAmay	BrAmay	suffix
viBraMS	BraMS	suffix
viBraMSay	BraMSay	suffix
viBram	Bram	suffix
viBuj	Buj	suffix
viCAyay	CAyay	suffix
viD	viD	self
viDA	DA	suffix
viDApay	DApay	suffix
viDAray	DAray	suffix
viDAv	DAv	suffix
viDI	DI	suffix
viDU	DU	suffix
viDUmay	viDUmay	self
viDUnay	DUnay	suffix
viDUpay	DUpay	suffix
viDam	Dam	suffix
viDanIkf	kf	suffix
viDarzay	Darzay	suffix
viDav	Dav	suffix
viDeyIkf	viDeyIkf	self
viDf	Df	suffix
viDits	Dits	suffix
viDmApay	DmApay	suffix
viDuray	viDuray	self
viDvaMs	DvaMs	suffix
viDvaMsay	DvaMsay	suffix
viGAtay	GAtay	suffix
viGAway	GAway	suffix
viGUrR	GUrR	suffix
viGarzay	Garzay	suffix
viGaw	Gaw	suffix
viGaway	Gaway	suffix
viGaww	Gaww	suffix
viGawway	Gawway	suffix
viGfz	Gfz	suffix
viGnay	viGnay	self
viGrA	GrA	suffix
viGuz	Guz	suffix
viKaRqay	KaRqay	suffix
viKan	Kan	suffix
viKid	Kid	suffix
viKyA	KyA	suffix
viKyApay	KyApay	suffix
viPal	Pal	suffix
viPalIkf	kf	suffix
viS	viS	self
viSAlIBU	BU	suffix
viSAlay	viSAlay	self
viSAradIkf	kf	suffix
viSAs	SAs	suffix
viSAtay	SAtay	suffix
viSI	SI	suffix
viSaMs	SaMs	suffix
viSaNk	SaNk	suffix
viSaNkay	SaNkay	suffix
viSadIkf	kf	suffix
viSaday	viSaday	self
viSak	Sak	suffix
viSakalIkf	kf	suffix
viSalIkf	kf	suffix
viSalyay	Salyay	suffix
viSap	Sap	suffix
viSas	Sas	suffix
viSezay	Sezay	suffix
viSf	Sf	suffix
viSiz	Siz	suffix
viSlezay	Slezay	suffix
viSliz	Sliz	suffix
viSoDay	SoDay	suffix
viSozay	Sozay	suffix
viSrARay	SrARay	suffix
viSrAmay	SrAmay	suffix
viSrAvay	SrAvay	suffix
viSrI	SrI	suffix
viSraT	SraT	suffix
viSraTay	SraTay	suffix
viSram	Sram	suffix
viSramB	SramB	suffix
viSramBay	SramBay	suffix
viSramay	Sramay	suffix
viSri	Sri	suffix
viSru	Sru	suffix
viSuB	SuB	suffix
viSuD	SuD	suffix
viSuz	Suz	suffix
viSvAsay	SvAsay	suffix
viSvas	Svas	suffix
viSvasay	Svasay	suffix
viSvi	Svi	suffix
viSvit	Svit	suffix
viTury	viTury	self
vibAD	bAD	suffix
vibanD	banD	suffix
vibanDay	banDay	suffix
vibfMh	bfMh	suffix
viboBav	boBav	suffix
viboDay	boDay	suffix
vibrU	brU	suffix
vibuD	buD	suffix
vic	vic	self
vicAcal	cAcal	suffix
vicAkaS	cAkaS	suffix
vicAlay	cAlay	suffix
vicArIkf	kf	suffix
vicAray	cAray	suffix
vicCAday	CAday	suffix
vicCanday	Canday	suffix
vicCid	Cid	suffix
vicUrRay	cUrRay	suffix
vicakz	cakz	suffix
vicakzay	cakzay	suffix
vical	cal	suffix
vicalay	vicalay	self
vicar	car	suffix
vicaw	caw	suffix
vicetAkf	kf	suffix
vicezw	cezw	suffix
vicezway	cezway	suffix
vicft	cft	suffix
vici	ci	suffix
vicihnay	cihnay	suffix
vicikIrz	cikIrz	suffix
vicikalpayiz	vicikalpayiz	self
vicikits	cikits	suffix
vicikrIz	cikrIz	suffix
vicintay	cintay	suffix
vicit	cit	suffix
vicitrIkf	kf	suffix
vicumb	cumb	suffix
vicyAvay	cyAvay	suffix
vicyu	cyu	suffix
vid	vid	self
vidA	dA	suffix
vidAray	dAray	suffix
vidIp	dIp	suffix
vidIpay	dIpay	suffix
vidIv	dIv	suffix
vidUzay	dUzay	suffix
vidaMS	daMS	suffix
vidah	dah	suffix
