dict,lang,headword_iast,headword_slp1,register,field,latin_gloss,sanskrit_example_iast,citation
AP,en,bhagāṅkuraḥ,BagANkuraH,CLINICAL,clitoris,clitoris,-aṅkuraḥ,
MW,en,gula,gula,CLINICAL,clitoris,clitoris,,L.
AP,en,gulaḥ,gulaH,CLINICAL,clitoris,clitoris,guḍa,
MW,en,maṇi,maRi,CLINICAL,clitoris,clitoris,,L.
WIL,en,maṇi,maRi,CLINICAL,clitoris,clitoris,maṇa,
AP,en,maṇiḥ,maRiH,CLINICAL,clitoris,clitoris,kvacinmaṇinikāśodām,Rām. 2. 95. 9
AP90,en,maṇiḥ,maRiH,CLINICAL,clitoris,clitoris,ratna,3. 18.
WIL,en,smaracchatra,smaracCatra,CLINICAL,clitoris,clitoris,-traṃ,
AP,en,smaracchatram,smaracCatram,CLINICAL,clitoris,clitoris,-chatram,
MW,en,smaracchattra,smaracCattra,CLINICAL,clitoris,clitoris,smara—cchattra,L.
AP90,en,smaraḥ,smaraH,CLINICAL,clitoris,clitoris,--chatraṃ,43.
AP,en,viśvedevṛ,viSvedevf,CLINICAL,clitoris,clitoris,viśvedevṛ,
MW,en,viśvedevṛ,viSvedevf,CLINICAL,clitoris,clitoris,viśve-devṛ,L.
WIL,en,viśvedevṛ,viSvedevf,CLINICAL,clitoris,clitoris,-vā,
MW,en,yoniliṅga,yoniliNga,CLINICAL,clitoris,clitoris,yoni—liṅga,L.
WIL,en,yoniliṅga,yoniliNga,CLINICAL,clitoris,clitoris,-ṅgaṃ,
AP,en,yoniliṅgam,yoniliNgam,CLINICAL,clitoris,clitoris,-liṅgam,
AP90,en,yoniḥ,yoniH,CLINICAL,clitoris,clitoris,--liṃgaṃ,Ms. 10. 60.
MW,en,abhimānita,aBimAnita,CLINICAL,coitus,copulation,abhi-mānita,L.
WIL,en,abhimānita,aBimAnita,CLINICAL,coitus,copulation,-taṃ,
AP,en,abhimānitam,aBimAnitam,CLINICAL,coitus,copulation,abhimānitam,
AP90,en,abhimānitaṃ,aBimAnitaM,CLINICAL,coitus,copulation,abhimānitaṃ,
AP90,en,abhiṣaṃgaḥ,aBizaMgaH,CLINICAL,coitus,copulation,abhighātābhiṣaṃgābhyāmabhicārābhiśāpataḥ,Mādh. N.
AP,en,abhiṣaṅgaḥ,aBizaNgaH,CLINICAL,coitus,copulation,abhighātābhiṣaṅgābhyāmabhicārābhiśāpataḥ,Mādh. N.
MW,en,abhyupe,aByupe,CLINICAL,coitus,copulation,apaḥ,Hit.
MW,en,adhigamana,aDigamana,CLINICAL,coitus,copulation,,
MW,en,adhiṣkand,aDizkand,CLINICAL,coitus,copulation,-ṣkan,"RV. x, 61, 7"
AP90,en,aiṇeya,EReya,CLINICAL,coitus,coitus,ratibaṃdha,
MW,en,aiṇeya,EReya,CLINICAL,coitus,coitus,aiṇeya,
AP,en,aiṇeyam,EReyam,CLINICAL,coitus,coitus,ratibandha,
MW,en,apyayana,apyayana,CLINICAL,coitus,copulating,apy-ayana,L.
AP,en,apyayanam,apyayanam,CLINICAL,coitus,copulation,apyayanam,
AP90,en,apyayanaṃ,apyayanaM,CLINICAL,coitus,copulation,apyayanaṃ,
MW,en,apī,apI,CLINICAL,coitus,copulation,apy-eti,"RV. ii, 43, 2"
AP90,en,arata,arata,CLINICAL,coitus,copulation,--taṃ,
MW,en,arata,arata,CLINICAL,coitus,copulation,a-rata,L.
AP,en,aratam,aratam,CLINICAL,coitus,copulation,-tam,
AP,en,aratatrapa,aratatrapa,CLINICAL,coitus,copulation,-trapa,
AP,en,aratatrapa,aratatrapa,CLINICAL,coitus,copulating,-pa,
MW,en,aratatrapa,aratatrapa,CLINICAL,coitus,copulation,a-rata—trapa,L.
WIL,en,aratatrapa,aratatrapa,CLINICAL,coitus,copulation,rata,
MW,en,aupariṣṭaka,Oparizwaka,CLINICAL,coitus,coitus,rata,Vātsy.
AP,en,aupariṣṭakam,Oparizwakam,CLINICAL,coitus,coitus,-kam,Vātsy.
MW,en,avyat,avyat,CLINICAL,coitus,copulation,˚tī,"RV. x, 95, 5."
AP,en,ayāśu,ayASu,CLINICAL,coitus,copulation,kumbhamuṣkā ayāśavaḥ,Av. 8. 6. 15
AP90,en,ayāśu,ayASu,CLINICAL,coitus,copulation,ayāśu,
MW,en,ayāśu,ayASu,CLINICAL,coitus,copulation,a-yāśu,"AV. viii, 6, 15."
AP90,en,bhrāmara,BrAmara,CLINICAL,coitus,coitus,--rī,Karpūr. 4
AP,en,bhrāmaram,BrAmaram,CLINICAL,coitus,coitus,nirmalaṃ sphaṭikābhaṃ yat tanmadhu bhrāmaraṃ smṛtam,Bhāva P.
AP90,en,ca,ca,CLINICAL,coitus,copulation,--caḥ,Māl. 1. 31
WIL,en,ca,ca,CLINICAL,coitus,copulative,-caḥ,
AP,en,car,car,CLINICAL,coitus,copulate,cārayati,H. 3. 9
AP90,en,car,car,CLINICAL,coitus,copulate,cārayati,H. 3. 9.
MW,en,car,car,CLINICAL,coitus,copulate,vi-,"Mn. viii, 362"
MW,en,catuṣpada,catuzpada,CLINICAL,coitus,coitus,pāśava,L.
AP,en,caḥ,caH,CLINICAL,coitus,copulation,caṃ caritraṃ sukhaṃ duḥkhaṃ kaśmalaṃ bhramaṇaṃ payaḥ .,Enm.
AP90,en,ceṣṭaka,cezwaka,CLINICAL,coitus,coitus,--kaḥ,
MW,en,ceṣṭaka,cezwaka,CLINICAL,coitus,coitus,,
AP,en,ceṣṭakaḥ,cezwakaH,CLINICAL,coitus,coitus,-kaḥ,
MW,en,dhainuka,DEnuka,CLINICAL,coitus,coitus,,L.
WIL,en,dharṣa,Darza,CLINICAL,coitus,copulation,dhṛṣa,
WIL,en,dharṣavara,Darzavara,CLINICAL,coitus,copulation,dharṣa,
MW,en,dharṣaṇa,DarzaRa,CLINICAL,coitus,copulation,,L.
WIL,en,dharṣaṇa,DarzaRa,CLINICAL,coitus,copulation,-ṇiḥ-ṇī,
AP,en,dharṣaṇam,DarzaRam,CLINICAL,coitus,copulation,śāpaṃ vā dharṣaṇāṃ veti pāṇḍavaḥ,Mb. 3. 146. 68
AP90,en,dharṣaṇaṃ,DarzaRaM,CLINICAL,coitus,copulation,nārī˚,
AP90,en,dharṣita,Darzita,CLINICAL,coitus,copulation,--tā,N. 22. 155.
MW,en,dharṣita,Darzita,CLINICAL,coitus,copulation,,ib.
WIL,en,dharṣita,Darzita,CLINICAL,coitus,copulation,-taṃ,
AP,en,dharṣitam,Darzitam,CLINICAL,coitus,copulation,-tam,
MW,en,dhenuka,Denuka,CLINICAL,coitus,coitus,dhenuka,L.
AP,en,dvandvaḥ,dvandvaH,CLINICAL,coitus,copulative,cārthe dvandvaḥ,P. II. 2. 29
MW,en,dvayadvayasamāpatti,dvayadvayasamApatti,CLINICAL,coitus,copulation,dvaya—dvaya-samāpatti,L.
CAE,en,dvaṃdva,dvaMdva,CLINICAL,coitus,copulative,dvaṃdva,
MW,en,dvaṃdva,dvaMdva,CLINICAL,coitus,copulative,samāsa,"Pāṇ. ii, 2, 29"
AP90,en,dvaṃdvaṃ,dvaMdvaM,CLINICAL,coitus,copulative,cārthe dvaṃdvaḥ,P. II. 2. 29
MW,en,dīrgharata,dIrGarata,CLINICAL,coitus,copulation,dīrgha—rata,W.
WIL,en,dīrgharata,dIrGarata,CLINICAL,coitus,copulation,rata,
AP90,en,eka,eka,CLINICAL,coitus,coitus,ratibaṃdha,Śi. 2. 95
MW,en,ekapada,ekapada,CLINICAL,coitus,coitus,eka—pada,
AP,en,ekapadaḥ,ekapadaH,CLINICAL,coitus,coitus,ratibandha,
WIL,en,gandhamaithuna,ganDamETuna,CLINICAL,coitus,copulation,maithuna,
AP90,en,grāmya,grAmya,CLINICAL,coitus,copulation,--dharmaḥ,S. D. 574
CAE,en,grāmya,grAmya,CLINICAL,coitus,copulation,grāmyadharma,
AP,en,grāmyadharmaḥ,grAmyaDarmaH,CLINICAL,coitus,copulation,-dharmaḥ,
WIL,en,grāmyadharmma,grAmyaDarmma,CLINICAL,coitus,copulation,-rmmaḥ,
AP,en,grāmyasukham,grAmyasuKam,CLINICAL,coitus,copulation,-sukham,Bhāg. 9. 18. 40
MW,en,gūḍhamaithuna,gUQamETuna,CLINICAL,coitus,copulation,gūḍha—maithuna,Cāṇ.
MW,en,gūḍhamaithuna,gUQamETuna,CLINICAL,coitus,copulating,gūḍha—maithuna,L.
WIL,en,gūḍhamaithuna,gUQamETuna,CLINICAL,coitus,copulation,maithuna,
AP,en,hillolaḥ,hillolaH,CLINICAL,coitus,coitus,hillolaḥ,
AP90,en,hillolaḥ,hillolaH,CLINICAL,coitus,coitus,hillolaḥ,
WIL,en,hiṇḍana,hiRqana,CLINICAL,coitus,copulation,-naṃ,
AP,en,indrāṇī,indrARI,CLINICAL,coitus,coitus,nīlasiṃduvāra,Mb. 3. 14. 13
MW,en,indrāṇī,indrARI,CLINICAL,coitus,coitus,,L.
WIL,en,iti,iti,CLINICAL,coitus,copulative,i,
AP90,en,iṃdrāṇī,iMdrARI,CLINICAL,coitus,coitus,nīlasiṃduvāra,
AP,en,jabh,jaB,CLINICAL,coitus,copulate,"jabhati, jambhati",
AP90,en,jabh,jaB,CLINICAL,coitus,copulate,"jabhati, jaṃbhati",
WIL,en,jabh,jaB,CLINICAL,coitus,copulate,jambhati-te,
WIL,en,jihmamohana,jihmamohana,CLINICAL,coitus,copulation,mohana,
MW,en,jṛmbhita,jfmBita,CLINICAL,coitus,coitus,,L.
MW,en,kandarpaśṛṅkhala,kandarpaSfNKala,CLINICAL,coitus,coitus,kandarpa—śṛṅkhala,Ratim.
AP,en,kandarpaśṛṅkhalaḥ,kandarpaSfNKalaH,CLINICAL,coitus,coitus,ratibandha,
WIL,en,karaṇa,karaRa,CLINICAL,coitus,copulation,-ṇaṃ,
MW,en,karirata,karirata,CLINICAL,coitus,coitus,kari—rata,"Kir. v, 23."
MW,en,karkaṭa,karkawa,CLINICAL,coitus,coitus,,L.
AP,en,karkaṭaḥ,karkawaH,CLINICAL,coitus,coitus,ratibandha,
AP90,en,karkaṭaḥ,karkawaH,CLINICAL,coitus,coitus,ratibaṃdha,
AP90,en,kaṃdarpaḥ,kaMdarpaH,CLINICAL,coitus,coitus,ratibaṃdha,Mb.
MW,en,keyūra,keyUra,CLINICAL,coitus,coitus,,
AP,en,keyūraḥ,keyUraH,CLINICAL,coitus,coitus,-raḥ,
AP90,en,keyūraḥ,keyUraH,CLINICAL,coitus,coitus,--raḥ,Ku. 7. 69.
AP,en,kram,kram,CLINICAL,coitus,copulation,kramasparśa,Av. 4. 4. 7
MW,en,kram,kram,CLINICAL,coitus,copulation,krāntvā,"AV. iv, 4, 7"
AP90,en,krīḍā,krIqA,CLINICAL,coitus,copulation,--veśman,R. 16. 14.
MW,en,krīḍāratna,krIqAratna,CLINICAL,coitus,copulation,krīḍā—ratna,L.
WIL,en,krīḍāratna,krIqAratna,CLINICAL,coitus,copulation,-tnaṃ,
AP,en,krīḍāratnam,krIqAratnam,CLINICAL,coitus,copulation,-ratnam,
MW,en,kuhara,kuhara,CLINICAL,coitus,copulation,,Daś.
AP,en,kuharam,kuharam,CLINICAL,coitus,copulation,pravṛttakuharapārāvata …,Ve. 1. 22
AP90,en,kuharaṃ,kuharaM,CLINICAL,coitus,copulation,nābhikahara āsya˚,
MW,en,kuharita,kuharita,CLINICAL,coitus,copulation,,L.
WIL,en,kuharita,kuharita,CLINICAL,coitus,coitu,kuhara,
AP,en,kuharitam,kuharitam,CLINICAL,coitus,copulation,kuharitam,
AP90,en,kuharitaṃ,kuharitaM,CLINICAL,coitus,copulation,kuharitaṃ,
MW,en,kuliśanāyaka,kuliSanAyaka,CLINICAL,coitus,coitus,kuliśa—nāyaka,
MW,en,kurīra,kurIra,CLINICAL,coitus,copulation,,Uṇ.
WIL,en,kurīra,kurIra,CLINICAL,coitus,copulation,-raṃ,
AP,en,kurīram,kurIram,CLINICAL,coitus,copulation,kumba,
AP90,en,kurīraṃ,kurIraM,CLINICAL,coitus,copulation,kurīraṃ,
MW,en,kāka,kAka,CLINICAL,coitus,coeundi,,L.
WIL,en,kāka,kAka,CLINICAL,coitus,coeundi,-kaṃ,
AP,en,kākam,kAkam,CLINICAL,coitus,coeundi,"kākākṣigolakanyāya, kākāñcī, kākādanī, kākāriḥ, kākekṣuḥ, kākoḍumbaraḥ, kākodaraḥ, kākolūkikā, kākolūkīyam, kākakaṅguḥ, kākakaṅgunī, kākakalā, kākaciñcā, kākajaṅghā, kākacaritram, kākacchadaḥ, kākacchadiḥ, kākajambuḥ, kākajātaḥ, kākatālīya, kākatālukin, kākatiktā, kākatinduka, kākatuṇḍikā, kākatuṇḍam, kākadantaḥ, kākadhvajaḥ, kākanāsā, kākanāsikā, kākanāsikī, kākanidrā, kākapakṣaḥ, kākapakṣakaḥ, kākapadam, kākapucchaḥ, kākapuṣṭaḥ, kākapeya, kākabhīruḥ, kākamadguḥ, kākamardaḥ, kākamardakaḥ, kākamṛgagocarita, kākayavaḥ, kākarutam, kākaruhā, kākavandhyā, kākasnānam, kākasparśaḥ, kākasvaraḥ",
MW,en,kākapada,kAkapada,CLINICAL,coitus,coeundi,kāka—pada,L.
AP90,en,kākaḥ,kAkaH,CLINICAL,coitus,coeundi,--kā,Kavirāja
WIL,en,kāmakeli,kAmakeli,CLINICAL,coitus,copulation,-liḥ,
AP,en,kāmakeliḥ,kAmakeliH,CLINICAL,coitus,copulation,-liḥ,
AP,en,kāmakrīḍā,kAmakrIqA,CLINICAL,coitus,copulation,-krīḍā,
MW,en,kāmaprada,kAmaprada,CLINICAL,coitus,coitus,kāma—prada,L.
AP,en,kāmapradaḥ,kAmapradaH,CLINICAL,coitus,coitus,-daḥ,
AP90,en,kāmaḥ,kAmaH,CLINICAL,coitus,copulation,--krīḍā,Y. 3. 6.
MW,en,kīlā,kIlA,CLINICAL,coitus,copulation,,Vātsyāy.
MW,en,kṣubdha,kzubDa,CLINICAL,coitus,coitus,,
AP90,en,latā,latA,CLINICAL,coitus,coitus,--veṣṭaḥ,R. 2. 8.
MW,en,latāveṣṭa,latAvezwa,CLINICAL,coitus,coitus,,L.
AP,en,latāveṣṭaḥ,latAvezwaH,CLINICAL,coitus,coitus,-veṣṭaḥ,Ras. M..
AP90,en,mahā,mahA,CLINICAL,coitus,copulation,--(khaḥ),Ms. 11. 218.
MW,en,mahāsukha,mahAsuKa,CLINICAL,coitus,copulation,mahā—sukha,L.
WIL,en,mahāsukha,mahAsuKa,CLINICAL,coitus,copulation,-khaṃ,
AP,en,mahāsukham,mahAsuKam,CLINICAL,coitus,copulation,-sukham,
AP,en,maithuna,mETuna,CLINICAL,coitus,copulation,gandharvastādṛśīrasya maithunyaśca sitāsitāḥ,Bhāg. 4. 27. 14
AP90,en,maithuna,mETuna,CLINICAL,coitus,copulation,--naṃ,Pt. 2. 94.
CAE,en,maithuna,mETuna,CLINICAL,coitus,copulation,ī,
MW,en,maithuna,mETuna,CLINICAL,coitus,copulation,bhoga,KaṭhUp.
MW,en,maithuna,mETuna,CLINICAL,coitus,copulation,ā,ŚBr.
WIL,en,maithuna,mETuna,CLINICAL,coitus,copulation,-naṃ,
AP,en,maithunadharmin,mETunaDarmin,CLINICAL,coitus,copulating,-dharmin,
MW,en,maithunadharmin,mETunaDarmin,CLINICAL,coitus,copulating,maithuna—dharmin,BhP.
AP,en,maithunagata,mETunagata,CLINICAL,coitus,copulation,-gata,
MW,en,maithunagata,mETunagata,CLINICAL,coitus,copulation,maithuna—gata,MBh.
AP,en,maithunam,mETunam,CLINICAL,coitus,copulation,-nam,Pt. 2. 98
AP,en,maithunin,mETunin,CLINICAL,coitus,copulating,maithunin,
AP90,en,maithunin,mETunin,CLINICAL,coitus,copulating,maithunin,
AP,en,maithunya,mETunya,CLINICAL,coitus,copulation,maithunya,
AP90,en,maithunya,mETunya,CLINICAL,coitus,copulation,maithunya,
CAE,en,maithunya,mETunya,CLINICAL,coitus,copulation,maithunya,
MW,en,maithunya,mETunya,CLINICAL,coitus,copulation,maithunya,Mn.
MW,en,maithunībhāva,mETunIBAva,CLINICAL,coitus,copulation,maithunī-bhāva,R.
AP,en,maithunībhāvaḥ,mETunIBAvaH,CLINICAL,coitus,copulation,maithunībhāvaḥ,Rām. 7. 26. 59
AP,en,manmathayuddham,manmaTayudDam,CLINICAL,coitus,copulation,-yuddham,
AP90,en,manmathaḥ,manmaTaH,CLINICAL,coitus,copulation,--lekhaḥ,Ś. 3. 26.
MW,en,markaṭa,markawa,CLINICAL,coitus,coitus,,L.
AP,en,markaṭaḥ,markawaH,CLINICAL,coitus,coitus,markaṭaḥ . leḍhi jighrati saṃkṣipya karotyunnatamāsanam,Bv. 1. 99
AP90,en,markaṭaḥ,markawaH,CLINICAL,coitus,coitus,--āsya,Bv. 1. 99.
AP90,en,maṃḍūkaḥ,maMqUkaH,CLINICAL,coitus,coitus,--kaṃ,Subhāṣ.
MW,en,maṇḍūka,maRqUka,CLINICAL,coitus,coitus,maṇḍūka,L.
AP,en,maṇḍūkam,maRqUkam,CLINICAL,coitus,coitus,-kam,
MW,en,mehana,mehana,CLINICAL,coitus,copulation,,L.
AP,en,mith,miT,CLINICAL,coitus,copulate,methati-te,
AP90,en,mith,miT,CLINICAL,coitus,copulate,methati-te,
AP90,en,mithuna,miTuna,CLINICAL,coitus,copulation,tvayā sahakāraḥ phalinī ca nanvimau,U. 2. 5.
CAE,en,mithuna,miTuna,CLINICAL,coitus,copulation,mithunatva,
MW,en,mithuna,miTuna,CLINICAL,coitus,copulation,mithuna,TS.
WIL,en,mithuna,miTuna,CLINICAL,coitus,copulation,-naḥ,
AP,en,mithunabhāvaḥ,miTunaBAvaH,CLINICAL,coitus,copulation,-bhāvaḥ,
AP,en,mithunam,miTunam,CLINICAL,coitus,copulation,mithunaṃ parikalpitaṃ tvayā sahakāraḥ phalinī ca nanvimau,U. 2. 5
MW,en,mithunavratin,miTunavratin,CLINICAL,coitus,copulation,mithuna—vratin,MBh.
MW,en,mithunayoni,miTunayoni,CLINICAL,coitus,copulation,˚na-,MaitrS.
AP,en,mithunāyate,miTunAyate,CLINICAL,coitus,copulate,mithunāyate,
AP90,en,mithunāyate,miTunAyate,CLINICAL,coitus,copulate,mithunāyate,
MW,en,mithunībhāva,miTunIBAva,CLINICAL,coitus,copulation,mithunī—bhāva,BhP.
WIL,en,mohana,mohana,CLINICAL,coitus,copulation,-naṃ,
AP,en,mārjārakaraṇam,mArjArakaraRam,CLINICAL,coitus,coitus,-karaṇam,
AP90,en,mārjāraḥ,mArjAraH,CLINICAL,coitus,coitus,--karaṇaṃ,K. P. 10.
MW,en,mṛga,mfga,CLINICAL,coitus,coitus,,L.
AP,en,narmaṭhaḥ,narmaWaH,CLINICAL,coitus,copulation,narman-aṭhan,
AP90,en,narmaṭhaḥ,narmaWaH,CLINICAL,coitus,copulation,narman-aṭhan,
AP,en,nas,nas,CLINICAL,coitus,copulate,nasate,
AP90,en,nas,nas,CLINICAL,coitus,copulate,nasate,
CAE,en,nas,nas,CLINICAL,coitus,copulate,nasate,
MW,en,nas,nas,CLINICAL,coitus,copulate,nasitā,RV.
WIL,en,nidhuvana,niDuvana,CLINICAL,coitus,copulation,-naṃ,
AP,en,niviṣṭiḥ,nivizwiH,CLINICAL,coitus,copulation,niviṣṭiḥ,
AP90,en,niviṣṭiḥ,nivizwiH,CLINICAL,coitus,copulation,niviṣṭiḥ,
AP90,en,nāga,nAga,CLINICAL,coitus,coitus,ratibaṃdha,V. P.
MW,en,nāga,nAga,CLINICAL,coitus,coitus,,L.
AP,en,nāgam,nAgam,CLINICAL,coitus,coitus,strībandhaḥ,Nm.
MW,en,nāgapada,nAgapada,CLINICAL,coitus,coitus,nāga—pada,L.
MW,en,nāgapāśaka,nAgapASaka,CLINICAL,coitus,coitus,nāga—pā˚śaka,L.
AP,en,nāgapāśakaḥ,nAgapASakaH,CLINICAL,coitus,coitus,ratibandha,Ratimañjarī.
AP90,en,nāgara,nAgara,CLINICAL,coitus,coitus,--rī,Ud. D. 16.
MW,en,nāgara,nAgara,CLINICAL,coitus,coitus,,L.
AP,en,nāgarakaḥ,nAgarakaH,CLINICAL,coitus,coitus,ūrumūlopari sthitvā yoṣidūrudvayaṃ ramet . grīvāṃ,Kau. A.
AP,en,nāgaram,nAgaram,CLINICAL,coitus,coitus,nasyaṃ śleṣmavināśanam ..,Śālihotra.
MW,en,nīlāsana,nIlAsana,CLINICAL,coitus,coitus,,L.
MW,en,nṛsiṃha,nfsiMha,CLINICAL,coitus,coitus,,L.
AP90,en,padma,padma,CLINICAL,coitus,coitus,navanidhi,R. 4. 5.
MW,en,padma,padma,CLINICAL,coitus,coitus,,L.
AP,en,padmaḥ,padmaH,CLINICAL,coitus,coitus,navanidhi,Bu. C. 2. 3
MW,en,padmāsana,padmAsana,CLINICAL,coitus,coitus,,L.
AP,en,padmāsanam,padmAsanam,CLINICAL,coitus,coitus,dhyāyedājānubāhuṃ dhṛtaśaradhanuṣaṃ baddhapadmāsanastham,Rāmarakṣā 1
MW,en,parimala,parimala,CLINICAL,coitus,copulation,,Kir.
WIL,en,parimala,parimala,CLINICAL,coitus,copulation,pari,
MW,en,parimalaja,parimalaja,CLINICAL,coitus,copulation,pari-mala—ja,"Kir. x, 1"
AP,en,parimalaḥ,parimalaH,CLINICAL,coitus,copulation,saṃbhogaḥ syāt parimale’ iti vaijayantī,Me. 25
AP90,en,parimalaḥ,parimalaH,CLINICAL,coitus,copulation,atha,Ki. 10. 1.
MW,en,pañcama,paYcama,CLINICAL,coitus,copulation,pañca-tattva,
WIL,en,pañcamakāra,paYcamakAra,CLINICAL,coitus,copulation,pañca,
AP,en,paśucaryā,paSucaryA,CLINICAL,coitus,copulation,-caryā,
MW,en,paśucaryā,paSucaryA,CLINICAL,coitus,copulation,paśu—caryā,BhP.
MW,en,paśudharma,paSuDarma,CLINICAL,coitus,copulation,,L.
AP,en,paśukarman,paSukarman,CLINICAL,coitus,copulation,"-karman, -kriyā",
MW,en,paśukarman,paSukarman,CLINICAL,coitus,copulation,,ŚBr.
WIL,en,paśukriyā,paSukriyA,CLINICAL,coitus,copulation,-yā,
MW,en,paśupāśaka,paSupASaka,CLINICAL,coitus,coitus,paśu—pāśaka,L.
AP,en,paśupāśakam,paSupASakam,CLINICAL,coitus,coitus,-pāśakam,Ratimañjarī.
AP90,en,paśuḥ,paSuH,CLINICAL,coitus,copulation,--gāyatrī,H. 1
AP90,en,priya,priya,CLINICAL,coitus,coitus,--toṣaṇaḥ,Pt. 4. 76.
MW,en,priyatoṣaṇa,priyatozaRa,CLINICAL,coitus,coitus,priya—toṣaṇa,L.
AP,en,priyatoṣaṇaḥ,priyatozaRaH,CLINICAL,coitus,coitus,-toṣaṇaḥ,
MW,en,prākcaraṇa,prAkcaraRa,CLINICAL,coitus,coitus,prāk—caraṇa,Car.
AP90,en,puruṣāyita,puruzAyita,CLINICAL,coitus,coitus,--taṃ,K. P. 10.
MW,en,puruṣāyita,puruzAyita,CLINICAL,coitus,coitus,puru˚ṣāyita,Kpr.
AP,en,puruṣāyitam,puruzAyitam,CLINICAL,coitus,coitus,ākṛtimavalokya kayāpi vitarkitaṃ puruṣāyitam asilatālekhanena,K. P. 10
MW,en,pīḍita,pIqita,CLINICAL,coitus,coitus,,L.
AP,en,rahas,rahas,CLINICAL,coitus,copulation,kathyatāṃ na raho yadi,Bhāg. 9. 9. 19
AP90,en,rahas,rahas,CLINICAL,coitus,copulation,ataḥ parīkṣya kartavyaṃ,Pt. 1. 138.
MW,en,rahas,rahas,CLINICAL,coitus,copulation,,L.
WIL,en,rahas,rahas,CLINICAL,coitus,copulation,-haḥ,
MW,en,ramaṇa,ramaRa,CLINICAL,coitus,copulation,,Nir.
WIL,en,ramaṇa,ramaRa,CLINICAL,coitus,copulation,-ṇaṃ,
MW,en,rata,rata,CLINICAL,coitus,copulation,rata,Kāv.
WIL,en,rata,rata,CLINICAL,coitus,copulation,-taṃ,
WIL,en,rataguru,rataguru,CLINICAL,coitus,copulation,rata,
WIL,en,ratakīla,ratakIla,CLINICAL,coitus,copulation,rata,
WIL,en,ratakūjita,ratakUjita,CLINICAL,coitus,copulation,rata,
WIL,en,ratanidhi,rataniDi,CLINICAL,coitus,copulation,rata,
WIL,en,ratanārīca,ratanArIca,CLINICAL,coitus,coitu,-caḥ,
WIL,en,ratarddhika,ratardDika,CLINICAL,coitus,copulation,rata,
WIL,en,ratatālin,ratatAlin,CLINICAL,coitus,copulation,rata,
WIL,en,ratatālī,ratatAlI,CLINICAL,coitus,copulation,rata,
WIL,en,ratavraṇa,ratavraRa,CLINICAL,coitus,copulation,rata,
WIL,en,rataśāyin,rataSAyin,CLINICAL,coitus,copulation,rata,
WIL,en,rati,rati,CLINICAL,coitus,copulation,-tiḥ,
AP,en,ratibandhaḥ,ratibanDaH,CLINICAL,coitus,coitus,-bandhaḥ,
WIL,en,ratikriyā,ratikriyA,CLINICAL,coitus,copulation,-yā,
WIL,en,ratikuhara,ratikuhara,CLINICAL,coitus,copulation,rati,
WIL,en,ratilakṣa,ratilakza,CLINICAL,coitus,copulation,-kṣaṃ,
WIL,en,ratimadā,ratimadA,CLINICAL,coitus,copulation,rati,
WIL,en,ratimandira,ratimandira,CLINICAL,coitus,copulation,rati,
MW,en,ratimitra,ratimitra,CLINICAL,coitus,coitus,rati—mitra,L.
AP,en,ratimitraḥ,ratimitraH,CLINICAL,coitus,coitus,-mitraḥ,
MW,en,ratināga,ratinAga,CLINICAL,coitus,coitus,rati—nāga,L.
AP,en,ratināgaḥ,ratinAgaH,CLINICAL,coitus,coitus,-nāgaḥ,
AP,en,ratipāśa,ratipASa,CLINICAL,coitus,coitus,-kaḥ,
MW,en,ratipāśa,ratipASa,CLINICAL,coitus,coitus,rati—pāśa,L.
WIL,en,ratisatvarā,ratisatvarA,CLINICAL,coitus,copulation,rati,
MW,en,ratisundara,ratisundara,CLINICAL,coitus,coitus,rati—sundara,L.
AP,en,ratisundaraḥ,ratisundaraH,CLINICAL,coitus,coitus,-sundaraḥ,
AP,en,ratiḥ,ratiH,CLINICAL,coitus,copulation,ratisarvasvam,Mk. 8. 38
AP90,en,ratiḥ,ratiH,CLINICAL,coitus,copulation,ratisarvasvaṃ,Mk. 8. 38
WIL,en,ratodvaha,ratodvaha,CLINICAL,coitus,copulation,rata,
WIL,en,ratyaṅga,ratyaNga,CLINICAL,coitus,copulation,rati,
WIL,en,ratānduka,ratAnduka,CLINICAL,coitus,copulation,rata,
WIL,en,ratārthin,ratArTin,CLINICAL,coitus,copulation,rata,
WIL,en,ratāyanī,ratAyanI,CLINICAL,coitus,copulation,rata,
MW,en,ruci,ruci,CLINICAL,coitus,coitus,,L.
AP,en,ruciḥ,ruciH,CLINICAL,coitus,coitus,gorocanā,Bhāg. 2. 7. 2
MW,en,samarabha,samaraBa,CLINICAL,coitus,coitus,sama—rabha,MW.
WIL,en,sambhoga,samBoga,CLINICAL,coitus,copulation,-gaḥ,
WIL,en,samparka,samparka,CLINICAL,coitus,copulation,sam,
WIL,en,samprayoga,samprayoga,CLINICAL,coitus,copulation,sam,
MW,en,sampuṭa,sampuwa,CLINICAL,coitus,coitus,,L.
MW,en,sampuṭaka,sampuwaka,CLINICAL,coitus,coitus,,L.
CAE,en,samuccaya,samuccaya,CLINICAL,coitus,copulative,samuccaya,
MW,en,samīcaka,samIcaka,CLINICAL,coitus,copulation,samīcaka,W.
WIL,en,samīcaka,samIcaka,CLINICAL,coitus,copulation,-kaḥ,
AP,en,samīcakaḥ,samIcakaH,CLINICAL,coitus,copulation,samīcakaḥ,
AP90,en,samīcakaḥ,samIcakaH,CLINICAL,coitus,copulation,samīcakaḥ,
