num	pada	status	dcs_sentence_id	dcs_sent_id_label	chapter_ref	dcs_text_norm
32	1	pada	549073	124534	Rām, Ār, 36	akurvantopipāpāniśucayaḥpāpasaṃśrayāt
32	2	pada	549074	124535	Rām, Ār, 36	parapāpairvinaśyantimatsyānāgahradeyathā
33	1	unattested				
33	2	unattested				
34	1	unattested				
34	2	unattested				
35	1	unattested				
35	2	unattested				
36	1	unattested				
36	2	unattested				
37	1	unattested				
37	2	unattested				
38	1	unattested				
38	2	pada	396317	288755	MBh, 12, 169	yuvaivadharmaśīlaḥsyādanimittaṃhijīvitam
39	1	unattested				
39	2	unattested				
40	1	unattested				
40	2	unattested				
41	1	unattested				
41	2	unattested				
42	1	unattested				
42	2	unattested				
43	1	unattested				
43	2	unattested				
44	1	unattested				
44	2	unattested				
45	1	unattested				
45	2	unattested				
46	1	unattested				
46	2	unattested				
47	1	unattested				
47	2	unattested				
48	1	pada	454639	336068	MPur, 36	akrodhanaḥkrodhanebhyoviśiṣṭastathātitikṣuratitikṣorviśiṣṭaḥ
48	2	unattested				
49	1	unattested				
49	2	unattested				
50	1	unattested				
50	2	unattested				
51	1	unattested				
51	2	unattested				
52	1	unattested				
52	2	unattested				
53	1	unattested				
53	2	unattested				
54	1	unattested				
54	2	unattested				
55	1	unattested				
55	2	unattested				
56	1	unattested				
56	2	pada	450725	82398	ManuS, 10	abījakamapikṣetraṃkevalaṃsthaṇḍilaṃbhavet
57	1	unattested				
57	2	unattested				
58	1	unattested				
58	2	unattested				
59	1	unattested				
59	2	unattested				
60	1	unattested				
60	2	unattested				
61	1	unattested				
61	2	unattested				
62	1	unattested				
62	2	unattested				
63	1	unattested				
63	2	unattested				
64	1	pada	134673	547544	GarPur, 1, 114	agnirāpaḥstriyomūrkhāḥsarpārājakulānica
64	2	unattested				
65	1	unattested				
65	2	unattested				
66	1	unattested				
66	2	unattested				
70	1	unattested				
70	2	unattested				
71	1	pada	326693	218957	MBh, 5, 39	agnihotraphalāvedāḥśīlavṛttaphalaṃśrutam
71	2	pada	134344	547215	GarPur, 1, 110	ratiputraphalādārādattabhuktaphalaṃdhanam
71	2	pada	326694	218958	MBh, 5, 39	ratiputraphalādārādattabhuktaphalaṃdhanam
72	1	unattested				
72	2	unattested				
73	1	unattested				
73	2	pada	414190	306635	MBh, 13, 27	tathāgaṅgāvagāḍhasyasarvaṃpāpaṃpradhūyate
74	1	unattested				
74	2	unattested				
75	1	unattested				
75	2	unattested				
75	3	unattested				
75	4	unattested				
76	1	unattested				
76	2	unattested				
76	3	unattested				
76	4	unattested				
77	1	unattested				
77	2	pada	703420	574002	ŚTr, 3	yadyastyevaṃkurubhavarasāsvādanelampaṭatvaṃnoceccetaḥpraviśasahasānirvikalpesamādhau
78	1	pada	447231	78903	ManuS, 3	aghaṃsakevalaṃbhuṅkteyaḥpacatyātmakāraṇāt
78	1	pada	667323	443810	ViSmṛ, 67	aghaṃsakevalaṃbhuṅkteyaḥpacatyātmakāraṇāt
78	2	pada	447232	78904	ManuS, 3	yajñaśiṣṭāśanaṃhyetatsatāmannaṃvidhīyate
78	2	pada	667324	443811	ViSmṛ, 67	yajñaśiṣṭāśanaṃhyetatsatāmannaṃvidhīyate
79	1	unattested				
79	2	unattested				
80	1	unattested				
80	2	unattested				
81	1	pada	9965	102966	AmaruŚ, 1	aṅgaṃcandanapāṇḍupallavamṛdustāmbūlatāmrādharodhārāyantrajalābhiṣekakaluṣedhautāñjanelocane
81	2	pada	9965	102966	AmaruŚ, 1	aṅgaṃcandanapāṇḍupallavamṛdustāmbūlatāmrādharodhārāyantrajalābhiṣekakaluṣedhautāñjanelocane
81	3	pada	9966	102967	AmaruŚ, 1	antaḥpuṣpasugandhirārdrakavarīsarvāṅgalagnāmbaraṃromāṇāṃramaṇīyatāṃvidadhatigrīṣmāparāhvāgame
81	4	unattested				
82	1	unattested				
82	2	unattested				
83	1	unattested				
83	2	unattested				
84	1	pada	171712	353033	Hitop, 2	aṅgāṅgibhāvamajñātvākathaṃsāmarthyanirṇayaḥ
84	2	pada	171713	353034	Hitop, 2	paśyaṭiṭṭibhamātreṇasamudrovyākulīkṛtaḥ
85	1	pada	9937	102938	AmaruŚ, 1	aṅgānāmatitānavaṃkathamidaṃkampaścakasmātkutomugdhepāṇḍukapolamānanamitiprāṇeśvarepṛcchati
85	2	pada	9937	102938	AmaruŚ, 1	aṅgānāmatitānavaṃkathamidaṃkampaścakasmātkutomugdhepāṇḍukapolamānanamitiprāṇeśvarepṛcchati
85	3	pada	9938	102939	AmaruŚ, 1	tanvyāsarvamidaṃsvabhāvajamitivyāhṛtyapakṣmāntaravyāpībāṣpabharastayācalitayāniḥśvasyamuktonyataḥ
85	4	pada	9938	102939	AmaruŚ, 1	tanvyāsarvamidaṃsvabhāvajamitivyāhṛtyapakṣmāntaravyāpībāṣpabharastayācalitayāniḥśvasyamuktonyataḥ
86	1	unattested				
86	2	unattested				
86	3	unattested				
86	4	unattested				
87	1	unattested				
87	2	unattested				
88	1	unattested				
88	2	unattested				
89	1	pada	170758	352079	Hitop, 1	acintitāniduḥkhāniyathaivāyāntidehinām
89	2	unattested				
90	1	unattested				
90	2	unattested				
91	1	unattested				
91	2	unattested				
92	1	pada	396745	289183	MBh, 12, 174	acodyamānāniyathāpuṣpāṇicaphalānica
92	1	pada	411668	304113	MBh, 13, 7	acodyamānāniyathāpuṣpāṇicaphalānica
92	2	unattested				
93	1	unattested				
93	2	pada	703252	573834	ŚTr, 2	mandomarutsumanasaḥśuciharmyapṛṣṭhaṃgrīṣmemadaṃcamadanaṃcavivardhayanti
94	1	pada	169940	351261	Hitop, 0	ajarāmaravatprājñovidyāmarthaṃcacintayet
94	2	pada	169941	351262	Hitop, 0	gṛhītaivakeśeṣumṛtyunādharmamācaret
95	1	unattested				
95	2	unattested				
96	1	pada	169965	351286	Hitop, 0	ajātamṛtamūrkhāṇāṃvaramādyaunacāntimaḥ
96	2	unattested				
97	1	unattested				
97	2	unattested				
98	1	unattested				
98	2	unattested				
99	1	unattested				
99	2	pada	298896	190780	MBh, 3, 29	kṣantavyamevatasyāhuḥsuparīkṣyaparīkṣayā
100	1	unattested				
100	2	unattested				
100	3	unattested				
100	4	unattested				
101	1	unattested				
101	2	unattested				
102	1	unattested				
102	2	unattested				
103	1	unattested				
103	2	unattested				
104	1	unattested				
104	2	unattested				
105	1	unattested				
105	2	pada	173253	354574	Hitop, 4	jñānalavadurvidagdhaṃbrahmāpinaraṃnarañjayati
106	1	pada	170327	351648	Hitop, 1	ajñātakulaśīlasyavāsodeyonakasyacit
106	2	pada	170328	351649	Hitop, 1	mārjārasyahidoṣeṇahatogṛdhrojaradgavaḥ
107	1	unattested				
107	2	unattested				
108	1	unattested				
108	2	unattested				
109	1	unattested				
109	2	unattested				
110	1	unattested				
110	2	pada	173149	354470	Hitop, 4	śokodineṣugacchatsuvardhatāmapayātikim
111	1	unattested				
111	2	unattested				
112	1	unattested				
112	2	unattested				
112	3	unattested				
112	4	unattested				
113	1	pada	451529	83253	ManuS, 12	ajñebhyogranthinaḥśreṣṭhāgranthibhyodhāriṇovarāḥ
113	2	pada	451530	83254	ManuS, 12	dhāribhyojñāninaḥśreṣṭhājñānibhyovyavasāyinaḥ
114	1	unattested				
114	2	unattested				
115	1	unattested				
115	2	unattested				
116	1	unattested				
116	2	unattested				
117	1	unattested				
117	2	unattested				
118	1	unattested				
118	2	unattested				
119	1	unattested				
119	2	unattested				
120	1	unattested				
120	2	unattested				
121	1	pada	69446	96960	BhāgPur, 11, 8	aṇubhyaścamahadbhyaścaśāstrebhyaḥkuśalonaraḥ
121	2	unattested				
122	1	unattested				
122	2	unattested				
123	1	pada	173140	354461	Hitop, 4	ataevahinecchantisādhavaḥsatsamāgamam
123	2	pada	173141	354462	Hitop, 4	yadviyogāsilūnasyamanasonāstibheṣajam
124	1	pada	396489	288927	MBh, 12, 171	atattvajñosibālaścadustoṣopūraṇonalaḥ
124	2	pada	396490	288928	MBh, 12, 171	naivatvaṃvetthasulabhaṃnaivatvaṃvetthadurlabham
125	1	unattested				
125	2	pada	171528	352849	Hitop, 2	samenimnonnatānīvacitrakarmavidojanāḥ
126	1	unattested				
126	2	unattested				
127	1	unattested				
127	2	unattested				
127	3	unattested				
127	4	unattested				
128	1	unattested				
128	2	pada	326714	218978	MBh, 5, 39	arervāpraṇipātenamāsmateṣumanaḥkṛthāḥ
129	1	unattested				
129	2	unattested				
130	1	unattested				
130	2	unattested				
131	1	unattested				
131	2	unattested				
132	1	pada	677200	481546	YāSmṛ, 1	atithitvenavarṇānāṃdeyaṃśaktyānupūrvaśaḥ
132	2	pada	677201	481547	YāSmṛ, 1	apraṇodyotithiḥsāyamapivāgbhūtṛṇodakaiḥ
133	1	unattested				
133	2	unattested				
134	1	pada	658270	511859	ViPur, 3, 9	atithiryasyabhagnāśogṛhātpratinivartate
134	2	pada	658271	511860	ViPur, 3, 9	sadattvāduṣkṛtaṃtasmaipuṇyamādāyagacchati
134	2	pada	658496	512085	ViPur, 3, 11	sadattvāduṣkṛtaṃtasmaipuṇyamādāyagacchati
135	1	unattested				
135	2	unattested				
136	1	unattested				
136	2	unattested				
137	1	unattested				
137	2	unattested				
138	1	unattested				
138	2	unattested				
139	1	unattested				
139	2	unattested				
140	1	unattested				
140	2	unattested				
141	1	pada	314845	206732	MBh, 3, 239	atibhīrumatiklībaṃdīrghasūtraṃpramādinam
141	2	unattested				
142	1	unattested				
142	2	unattested				
143	1	unattested				
143	2	unattested				
144	1	unattested				
144	2	pada	548793	124254	Rām, Ār, 31	krodhanaṃvyasanehantisvajanopinarādhipam
147	1	unattested				
147	2	unattested				
148	1	unattested				
148	2	unattested				
149	1	unattested				
149	2	unattested				
150	1	unattested				
150	2	unattested				
151	1	unattested				
151	2	unattested				
152	1	unattested				
152	2	pada	403253	295692	MBh, 12, 269	krodhyamānaḥpriyaṃbrūyādākruṣṭaḥkuśalaṃvadet
153	1	pada	70350	97865	BhāgPur, 11, 18	ativādāṃstitikṣetanāvamanyetakaṃcana
153	1	pada	448519	80191	ManuS, 6	ativādāṃstitikṣetanāvamanyetakaṃcana
153	2	unattested				
154	1	unattested				
154	2	unattested				
155	1	unattested				
155	2	unattested				
156	1	unattested				
156	2	unattested				
157	1	unattested				
157	2	unattested				
158	1	unattested				
158	2	unattested				
159	1	unattested				
159	2	unattested				
160	1	unattested				
160	2	unattested				
161	1	unattested				
161	2	unattested				
162	1	unattested				
162	2	unattested				
163	1	unattested				
163	2	unattested				
164	1	unattested				
164	2	unattested				
164	3	unattested				
164	4	unattested				
165	1	unattested				
165	2	unattested				
166	1	unattested				
166	2	unattested				
167	1	unattested				
167	2	pada	198249	625637	KSS, 7, 3	kāmaṃvijñāyateyuktirnastrīcittasyakācana
168	1	unattested				
168	2	unattested				
169	1	unattested				
169	2	unattested				
170	1	unattested				
170	2	unattested				
171	1	unattested				
171	2	unattested				
172	1	unattested				
172	2	unattested				
173	1	unattested				
173	2	unattested				
176	1	unattested				
176	2	unattested				
177	1	unattested				
177	2	unattested				
177	3	unattested				
177	4	unattested				
178	1	unattested				
178	2	unattested				
179	1	unattested				
179	2	unattested				
180	1	unattested				
180	2	unattested				
181	1	unattested				
181	2	unattested				
182	1	unattested				
182	2	unattested				
183	1	unattested				
183	2	unattested				
184	1	unattested				
184	2	unattested				
185	1	unattested				
185	2	unattested				
186	1	unattested				
186	2	unattested				
187	1	unattested				
187	2	unattested				
188	1	unattested				
188	2	unattested				
189	1	unattested				
189	2	unattested				
190	1	unattested				
190	2	unattested				
191	1	unattested				
191	2	unattested				
192	1	unattested				
192	2	unattested				
193	1	unattested				
193	2	pada	172179	353500	Hitop, 3	adurgonāśrayorājāpotacyutamanuṣyavat
194	1	unattested				
194	2	unattested				
195	1	unattested				
195	2	unattested				
196	1	unattested				
196	2	unattested				
197	1	unattested				
197	2	unattested				
198	1	unattested				
198	2	unattested				
199	1	unattested				
199	2	pada	339580	231858	MBh, 6, BhaGī 17	asatkṛtamavajñātaṃtattāmasamudāhṛtam
200	1	pada	172967	354288	Hitop, 4	adeśasthohiripuṇāsvalpakenāpihanyate
200	2	unattested				
201	1	unattested				
201	2	pada	448306	79978	ManuS, 5	vidyātapobhyāṃbhūtātmābuddhirjñānenaśudhyati
201	2	pada	666048	442535	ViSmṛ, 22	vidyātapobhyāṃbhūtātmābuddhirjñānenaśudhyati
202	1	unattested				
202	2	unattested				
203	1	unattested				
203	2	unattested				
204	1	unattested				
204	2	unattested				
205	1	unattested				
205	2	unattested				
206	1	unattested				
206	2	unattested				
207	1	unattested				
207	2	unattested				
208	1	unattested				
208	2	pada	317870	209757	MBh, 3, 281	anugrahaścadānaṃcasatāṃdharmaḥsanātanaḥ
208	2	pada	395255	287692	MBh, 12, 156	anugrahaścadānaṃcasatāṃdharmaḥsanātanaḥ
209	1	unattested				
209	2	unattested				
210	1	unattested				
210	2	unattested				
211	1	unattested				
211	2	unattested				
212	1	unattested				
212	2	pada	383757	276192	MBh, 12, 8	arthairarthānibadhyantegajairivamahāgajāḥ
213	1	unattested				
213	2	unattested				
214	1	unattested				
214	2	unattested				
215	1	unattested				
215	2	pada	134822	547693	GarPur, 1, 115	uttamāmānamicchantimānohimahatāṃdhanam
215	2	pada	134826	547697	GarPur, 1, 115	uttamāmānamicchantimānohimahatāṃdhanam
216	1	unattested				
216	2	pada	134822	547693	GarPur, 1, 115	uttamāmānamicchantimānohimahatāṃdhanam
216	2	pada	134826	547697	GarPur, 1, 115	uttamāmānamicchantimānohimahatāṃdhanam
217	1	unattested				
217	2	unattested				
218	1	unattested				
218	2	unattested				
219	1	pada	666309	442796	ViSmṛ, 29	adharmeṇacayaḥprāhayaścādharmeṇapṛcchati
219	2	pada	407581	300020	MBh, 12, 314	tayoranyataraḥpraitividveṣaṃvādhigacchati
219	2	pada	446720	78392	ManuS, 2	tayoranyataraḥpraitividveṣaṃvādhigacchati
219	2	pada	666310	442797	ViSmṛ, 29	tayoranyataraḥpraitividveṣaṃvādhigacchati
220	1	pada	447915	79587	ManuS, 4	adharmeṇaidhatetāvattatobhadrāṇipaśyati
220	2	pada	304269	196156	MBh, 3, 92	tataḥsapatnāñjayatisamūlastuvinaśyati
221	1	unattested				
221	2	unattested				
222	1	pada	326695	218959	MBh, 5, 39	adharmopārjitairarthairyaḥkarotyaurdhvadehikam
222	2	pada	326696	218960	MBh, 5, 39	nasatasyaphalaṃpretyabhuṅkterthasyadurāgamāt
223	1	unattested				
223	2	unattested				
224	1	unattested				
224	2	unattested				
225	1	unattested				
225	2	unattested				
226	1	unattested				
226	2	unattested				
227	1	unattested				
227	2	pada	702890	573472	ŚTr, 1	abhinavamadalekhāśyāmagaṇḍasthalānāṃnabhavatibisatanturvāraṇaṃvāraṇānām
228	1	unattested				
228	2	unattested				
229	1	unattested				
229	2	pada	424508	317139	MBh, 13, 149	anabhijñaścasācivyaṃgamitaḥkenahetunā
230	1	pada	667977	444475	ViSmṛ, 93	adhodṛṣṭirnaikṛtikaḥsvārthasādhanatatparaḥ
230	2	unattested				
231	1	unattested				
231	2	pada	170974	352295	Hitop, 2	uparyuparipaśyantaḥsarvaevadaridrati
232	1	unattested				
232	2	unattested				
233	1	unattested				
233	2	unattested				
234	1	pada	570308	145771	Rām, Utt, 15	adhruvehiśarīreyonakarotitaporjanam
234	2	unattested				
235	1	unattested				
235	2	unattested				
236	1	pada	134819	547690	GarPur, 1, 115	adhvājarādehavatāṃparvatānāṃjalaṃjarā
236	1	pada	326717	218981	MBh, 5, 39	adhvājarādehavatāṃparvatānāṃjalaṃjarā
236	2	pada	326718	218982	MBh, 5, 39	asaṃbhogojarāstrīṇāṃvākśalyaṃmanasojarā
237	1	unattested				
237	2	unattested				
238	1	pada	219953	355139	KāvĀ, Dvitīyaḥ paricchedaḥ	anaṅgaḥpañcabhiḥpuṣpairviśvaṃvyajayateṣubhiḥ
238	2	unattested				
239	1	pada	220113	355299	KāvĀ, Dvitīyaḥ paricchedaḥ	anañjitāsitādṛṣṭirbhrūranāvarjitānatā
239	2	unattested				
240	1	unattested				
240	2	unattested				
241	1	unattested				
241	2	unattested				
242	1	unattested				
242	2	unattested				
242	3	unattested				
242	4	unattested				
243	1	unattested				
243	2	unattested				
244	1	unattested				
244	2	pada	384378	276813	MBh, 12, 17	mithilāyāṃpradīptāyāṃnamedahyatikiṃcana
244	2	pada	396526	288964	MBh, 12, 171	mithilāyāṃpradīptāyāṃnamedahyatikiṃcana
244	2	pada	403219	295658	MBh, 12, 268	mithilāyāṃpradīptāyāṃnamedahyatikiṃcana
245	1	unattested				
245	2	unattested				
246	1	unattested				
246	2	unattested				
247	1	pada	412121	304566	MBh, 13, 13	anabhidhyāparasveṣusarvasattveṣusauhṛdam
247	2	unattested				
248	1	unattested				
248	2	unattested				
249	1	unattested				
249	2	unattested				
250	1	unattested				
250	2	unattested				
251	1	unattested				
251	2	unattested				
252	1	unattested				
252	2	unattested				
253	1	unattested				
253	2	unattested				
254	1	pada	326019	218283	MBh, 5, 34	anarthamarthataḥpaśyannarthaṃcaivāpyanarthataḥ
254	2	unattested				
255	1	unattested				
255	2	unattested				
256	1	pada	414940	307385	MBh, 13, 38	anarthitvānmanuṣyāṇāṃbhayātparijanasyaca
256	2	unattested				
257	1	unattested				
257	2	unattested				
258	1	unattested				
258	2	unattested				
259	1	unattested				
259	2	unattested				
260	1	pada	326313	218577	MBh, 5, 36	anavāpyaṃcaśokenaśarīraṃcopatapyate
260	1	pada	399727	292165	MBh, 12, 219	anavāpyaṃcaśokenaśarīraṃcopatapyate
260	2	pada	326314	218578	MBh, 5, 36	amitrāścaprahṛṣyantimāsmaśokemanaḥkṛthāḥ
261	1	pada	326199	218463	MBh, 5, 35	anasūyaḥkṛtaprajñaḥśobhanānyācaransadā
261	2	unattested				
262	1	unattested				
262	2	unattested				
263	1	unattested				
263	2	unattested				
264	1	unattested				
264	2	unattested				
265	1	unattested				
265	2	unattested				
266	1	pada	172860	354181	Hitop, 4	anāgatavatīṃcintāṃkṛtvāyastuprahṛṣyati
266	2	pada	172861	354182	Hitop, 4	satiraskāramāpnotibhagnabhāṇḍodvijoyathā
267	1	unattested				
267	2	unattested				
268	1	unattested				
268	2	unattested				
269	1	unattested				
269	2	unattested				
270	1	unattested				
270	2	unattested				
271	1	unattested				
271	2	unattested				
272	1	unattested				
272	2	unattested				
273	1	unattested				
273	2	unattested				
274	1	unattested				
274	2	unattested				
277	1	pada	297011	188895	MBh, 3, 2	anādyantātusātṛṣṇāantardehagatānṛṇām
277	2	unattested				
278	1	pada	326719	218983	MBh, 5, 39	anāmnāyamalāvedābrāhmaṇasyāvrataṃmalam
278	1	pada	407624	300063	MBh, 12, 315	anāmnāyamalāvedābrāhmaṇasyāvrataṃmalam
278	2	unattested				
279	1	unattested				
279	2	unattested				
280	1	pada	325941	218205	MBh, 5, 34	anārabhyābhavantyarthāḥkecinnityaṃtathāgatāḥ
280	2	unattested				
281	1	unattested				
281	2	unattested				
282	1	unattested				
282	2	pada	326564	218828	MBh, 5, 38	anarthāḥkṣipramāyāntivāgduṣṭaṃkrodhanaṃtathā
283	1	unattested				
283	2	unattested				
284	1	unattested				
284	2	unattested				
284	3	unattested				
284	4	unattested				
285	1	unattested				
285	2	unattested				
286	1	unattested				
286	2	unattested				
287	1	unattested				
287	2	unattested				
288	1	unattested				
288	2	pada	171188	352509	Hitop, 2	ātmānaṃmanyateprītaṃbhūpālasyasadurmatiḥ
289	1	unattested				
289	2	unattested				
290	1	pada	173117	354438	Hitop, 4	anityaṃyauvanaṃrūpaṃjīvitaṃdravyasañcayaḥ
290	2	pada	407850	300289	MBh, 12, 317	ārogyaṃpriyasaṃvāsogṛdhyettatranapaṇḍitaḥ
291	1	unattested				
291	2	unattested				
292	1	unattested				
292	2	unattested				
293	1	pada	385021	277456	MBh, 12, 28	anityepriyasaṃvāsesaṃsārecakravadgatau
293	2	unattested				
294	1	pada	172145	353466	Hitop, 3	anityovijayoyasmāddṛśyateyudhyamānayoḥ
294	1	pada	449017	80689	ManuS, 7	anityovijayoyasmāddṛśyateyudhyamānayoḥ
294	2	unattested				
298	1	unattested				
298	2	unattested				
299	1	unattested				
299	2	unattested				
300	1	unattested				
300	2	unattested				
301	1	unattested				
301	2	unattested				
302	1	unattested				
302	2	unattested				
303	1	pada	556320	131781	Rām, Su, 10	anirvedaḥśriyomūlamanirvedaḥparaṃsukham
303	2	unattested				
304	1	pada	556322	131783	Rām, Su, 10	anirvedohisatataṃsarvārtheṣupravartakaḥ
304	2	unattested				
305	1	unattested				
305	2	unattested				
306	1	unattested				
306	2	unattested				
307	1	pada	312743	204630	MBh, 3, 206	aniṣṭasaṃprayogāccaviprayogātpriyasyaca
307	1	pada	381886	274321	MBh, 11, 2	aniṣṭasaṃprayogāccaviprayogātpriyasyaca
307	1	pada	407829	300268	MBh, 12, 317	aniṣṭasaṃprayogāccaviprayogātpriyasyaca
307	2	unattested				
308	1	unattested				
308	2	unattested				
309	1	unattested				
309	2	unattested				
310	1	unattested				
310	2	unattested				
311	1	unattested				
311	2	unattested				
312	1	unattested				
312	2	unattested				
313	1	unattested				
313	2	unattested				
314	1	unattested				
314	2	unattested				
315	1	unattested				
315	2	pada	407122	299561	MBh, 12, 309	agnauprakṣipyapuruṣaṃjñātayaḥsuhṛdastathā
316	1	unattested				
316	2	pada	171727	353048	Hitop, 2	pramadājanaviśvāsomṛtyordvārāṇicatvāri
317	1	unattested				
317	2	pada	564009	139472	Rām, Yu, 51	kriyamāṇāniduṣyantihavīṃṣyaprayateṣviva
318	1	unattested				
318	2	unattested				
319	1	unattested				
319	2	unattested				
320	1	unattested				
320	2	unattested				
321	1	unattested				
321	2	unattested				
322	1	unattested				
322	2	unattested				
323	1	unattested				
323	2	unattested				
324	1	unattested				
324	2	unattested				
325	1	unattested				
325	2	unattested				
326	1	unattested				
326	2	unattested				
327	1	unattested				
327	2	pada	414989	307434	MBh, 13, 39	itiyāstāḥkathaṃvīrasaṃrakṣyāḥpuruṣairiha
328	1	unattested				
328	2	unattested				
329	1	pada	326738	219002	MBh, 5, 40	anṛtaṃcasamutkarṣerājagāmicapaiśunam
329	1	pada	450954	82627	ManuS, 11	anṛtaṃcasamutkarṣerājagāmicapaiśunam
329	2	pada	326739	219003	MBh, 5, 40	guroścālīkanirbandhaḥsamānibrahmahatyayā
329	2	pada	450955	82628	ManuS, 11	guroścālīkanirbandhaḥsamānibrahmahatyayā
330	1	pada	172959	354280	Hitop, 4	anekacittamantrastudveṣyobhavatimantriṇām
330	2	unattested				
331	1	pada	172928	354249	Hitop, 4	anekayuddhavijayīsandhānaṃyasyagacchati
331	2	unattested				
332	1	pada	169958	351279	Hitop, 0	anekasaṃśayocchediparokṣārthasyadarśakam
332	2	unattested				
333	1	unattested				
333	2	unattested				
334	1	unattested				
334	2	unattested				
335	1	unattested				
335	2	unattested				
336	1	unattested				
336	2	unattested				
337	1	unattested				
337	2	unattested				
338	1	unattested				
338	2	pada	414967	307412	MBh, 13, 38	kṣuradhārāviṣaṃsarpovahnirityekataḥstriyaḥ
339	1	unattested				
339	2	unattested				
340	1	unattested				
340	2	unattested				
341	1	unattested				
341	2	unattested				
342	1	unattested				
342	2	unattested				
343	1	unattested				
343	2	unattested				
344	1	unattested				
344	2	unattested				
344	3	unattested				
344	4	unattested				
345	1	unattested				
345	2	unattested				
345	3	unattested				
345	4	unattested				
346	1	unattested				
346	2	unattested				
347	1	unattested				
347	2	unattested				
348	1	pada	59873	572955	BhallŚ, 1	antaśchidrāṇibhūyāṃsikaṇṭakābahavobahiḥ
348	2	pada	59874	572956	BhallŚ, 1	kathaṃkamalanālasyamābhūvanbhaṅgurāguṇāḥ
349	1	unattested				
349	2	unattested				
350	1	unattested				
350	2	unattested				
351	1	unattested				
351	2	unattested				
352	1	pada	329975	222239	MBh, 5, 88	anteṣuremiredhīrānatemadhyeṣuremire
352	2	unattested				
353	1	unattested				
353	2	unattested				
354	1	unattested				
354	2	unattested				
355	1	unattested				
355	2	unattested				
356	1	unattested				
356	2	unattested				
357	1	unattested				
357	2	unattested				
358	1	unattested				
358	2	unattested				
359	1	unattested				
359	2	pada	306464	198351	MBh, 3, 133	rājñaḥpanthābrāhmaṇenāsametyasametyatubrāhmaṇasyaivapanthāḥ
362	1	unattested				
362	2	unattested				
363	1	unattested				
363	2	unattested				
364	1	pada	348976	241258	MBh, 7, 10	anyathācintitāhyarthānaraistātamanasvibhiḥ
364	2	unattested				
365	1	unattested				
365	2	pada	299080	190964	MBh, 3, 31	anyathāparivartantevegāivanabhasvataḥ
365	2	pada	329083	221347	MBh, 5, 75	anyathāparivartantevegāivanabhasvataḥ
366	1	pada	299081	190965	MBh, 3, 31	anyathaivahimanyantepuruṣāstānitānica
366	2	pada	299082	190966	MBh, 3, 31	anyathaivaprabhustānikarotivikarotica
367	1	unattested				
367	2	pada	170534	351855	Hitop, 1	pravartatenyathāvāṇīśāṭhyopahatacetasaḥ
368	1	unattested				
368	2	pada	171897	353218	Hitop, 3	parākramaḥparibhavevaiyātyaṃsurateṣviva
369	1	unattested				
369	2	pada	172357	353678	Hitop, 3	sāmānādhikaraṇyaṃhitejastimirayoḥkutaḥ
370	1	unattested				
370	2	pada	449992	81664	ManuS, 9	upyateyaddhiyadbījaṃtattadevaprarohati
371	1	unattested				
371	2	unattested				
372	1	unattested				
372	2	unattested				
373	1	unattested				
373	2	unattested				
374	1	unattested				
374	2	unattested				
