fem_slp1	fem_iast	masc_slp1	masc_iast
parizaRqA	pariṣaṇḍā	parizaRqa	pariṣaṇḍa
parjanyA	parjanyā	parjanya	parjanya
parokzA	parokṣā	parokza	parokṣa
paropakArEkarasA	paropakāraikarasā	paropakArEkarasa	paropakāraikarasa
paruzA	paruṣā	paruza	paruṣa
parvamUlA	parvamūlā	parvamUla	parvamūla
parvasA	parvasā	parvasa	parvasa
parvatajA	parvatajā	parvataja	parvataja
parvatavAsinI	parvatavāsinī	parvatavAsin	parvatavāsin
paryAlocanA	paryālocanā	paryAlocana	paryālocana
paryAyA	paryāyā	paryAya	paryāya
paryAyatA	paryāyatā	paryAyata	paryāyata
paryezaRA	paryeṣaṇā	paryezaRa	paryeṣaṇa
paspaSA	paspaśā	paspaSa	paspaśa
pastyA	pastyā	pastya	pastya
patAkA	patākā	patAka	patāka
patAkinI	patākinī	patAkin	patākin
pataMgA	pataṃgā	pataMga	pataṃga
pataMgI	pataṃgī	pataMgin	pataṃgin
pataMginI	pataṃginī	pataMgin	pataṃgin
pativratA	pativratā	pativrata	pativrata
patnISAlA	patnīśālā	patnISAla	patnīśāla
pattanA	pattanā	pattana	pattana
pattrapuzpA	pattrapuṣpā	pattrapuzpa	pattrapuṣpa
pattrikA	pattrikā	pattrika	pattrika
pavA	pavā	pava	pava
pavitrA	pavitrā	pavitra	pavitra
pavitrI	pavitrī	pavitrin	pavitrin
pawAkA	paṭākā	pawAka	paṭāka
pawwI	paṭṭī	pawwin	paṭṭin
payaspA	payaspā	payaspa	payaspa
payasvinI	payasvinī	payasvin	payasvin
payasyA	payasyā	payasya	payasya
payodA	payodā	payoda	payoda
peSaskArI	peśaskārī	peSaskArin	peśaskārin
pejA	pejā	peja	peja
peyA	peyā	peya	peya
pfTA	pṛthā	pfTa	pṛtha
pfTivizWA	pṛthiviṣṭhā	pfTivizWa	pṛthiviṣṭha
pfTukA	pṛthukā	pfTuka	pṛthuka
pfTulA	pṛthulā	pfTula	pṛthula
pftanA	pṛtanā	pftana	pṛtana
pftanyA	pṛtanyā	pftanya	pṛtanya
pfzWyA	pṛṣṭhyā	pfzWya	pṛṣṭhya
piNgA	piṅgā	piNga	piṅga
piNgalA	piṅgalā	piNgala	piṅgala
piRqA	piṇḍā	piRqa	piṇḍa
piRqI	piṇḍī	piRqin	piṇḍin
piRqaPalA	piṇḍaphalā	piRqaPala	piṇḍaphala
piRqadA	piṇḍadā	piRqada	piṇḍada
piRqikA	piṇḍikā	piRqika	piṇḍika
piRqilA	piṇḍilā	piRqila	piṇḍila
piRqinI	piṇḍinī	piRqin	piṇḍin
piRyAkA	piṇyākā	piRyAka	piṇyāka
piSAcA	piśācā	piSAca	piśāca
piSitA	piśitā	piSita	piśita
piSitASA	piśitāśā	piSitASa	piśitāśa
piSunA	piśunā	piSuna	piśuna
piYjA	piñjā	piYja	piñja
piYjalA	piñjalā	piYjala	piñjala
picCA	picchā	picCa	piccha
picCalA	picchalā	picCala	picchala
picCilA	picchilā	picCila	picchila
picaRqikA	picaṇḍikā	picaRqika	picaṇḍika
pikkA	pikkā	pikka	pikka
pilpilA	pilpilā	pilpila	pilpila
pinAkI	pinākī	pinAkin	pinākin
pinAkinI	pinākinī	pinAkin	pinākin
pipIlikA	pipīlikā	pipIlika	pipīlika
pipIlikamaDyA	pipīlikamadhyā	pipIlikamaDya	pipīlikamadhya
pipIlikamaDyamA	pipīlikamadhyamā	pipIlikamaDyama	pipīlikamadhyama
pippalA	pippalā	pippala	pippala
pitfdevatA	pitṛdevatā	pitfdevata	pitṛdevata
pitfgaRA	pitṛgaṇā	pitfgaRa	pitṛgaṇa
pitryA	pitryā	pitrya	pitrya
pittalA	pittalā	pittala	pittala
pizwikA	piṣṭikā	pizwika	piṣṭika
plIhA	plīhā	plIha	plīha
plakzA	plakṣā	plakza	plakṣa
plavaMgamA	plavaṃgamā	plavaMgama	plavaṃgama
plavagA	plavagā	plavaga	plavaga
potrI	potrī	potrin	potrin
powA	poṭā	powa	poṭa
powikA	poṭikā	powika	poṭika
prA	prā	pra	pra
prAGUrRikA	prāghūrṇikā	prAGUrRika	prāghūrṇika
prARadA	prāṇadā	prARada	prāṇada
prARapradA	prāṇapradā	prARaprada	prāṇaprada
prARasaMhitA	prāṇasaṃhitā	prARasaMhita	prāṇasaṃhita
prARasamA	prāṇasamā	prARasama	prāṇasama
prAReSA	prāṇeśā	prAReSa	prāṇeśa
prARihitA	prāṇihitā	prARihita	prāṇihita
prASA	prāśā	prASa	prāśa
prASanI	prāśanī	prASanin	prāśanin
prAcInA	prācīnā	prAcIna	prācīna
prAcyA	prācyā	prAcya	prācya
prAdeSinI	prādeśinī	prAdeSin	prādeśin
prAgdakziRA	prāgdakṣiṇā	prAgdakziRa	prāgdakṣiṇa
prAguttarA	prāguttarā	prAguttara	prāguttara
prAjApatyA	prājāpatyā	prAjApatya	prājāpatya
prAjYA	prājñā	prAjYa	prājña
prApaRikA	prāpaṇikā	prApaRika	prāpaṇika
prAptakAlA	prāptakālā	prAptakAla	prāptakāla
prArTanA	prārthanā	prArTana	prārthana
prAsAdikA	prāsādikā	prAsAdika	prāsādika
prAsahA	prāsahā	prAsaha	prāsaha
prAtiBA	prātibhā	prAtiBa	prātibha
prAvftA	prāvṛtā	prAvfta	prāvṛta
prAvfzA	prāvṛṣā	prAvfza	prāvṛṣa
prAvfzeRyA	prāvṛṣeṇyā	prAvfzeRya	prāvṛṣeṇya
prAyA	prāyā	prAya	prāya
prAyaRIyA	prāyaṇīyā	prAyaRIya	prāyaṇīya
prEzyA	praiṣyā	prEzya	praiṣya
prItA	prītā	prIta	prīta
prOQA	prauḍhā	prOQa	prauḍha
prOzWapadA	prauṣṭhapadā	prOzWapada	prauṣṭhapada
praBAsvarA	prabhāsvarā	praBAsvara	prabhāsvara
praBAtA	prabhātā	praBAta	prabhāta
praBAvanA	prabhāvanā	praBAvana	prabhāvana
praBadrA	prabhadrā	praBadra	prabhadra
praDA	pradhā	praDa	pradha
praDAnA	pradhānā	praDAna	pradhāna
praDAraRA	pradhāraṇā	praDAraRa	pradhāraṇa
praDUpitA	pradhūpitā	praDUpita	pradhūpita
praGasA	praghasā	praGasa	praghasa
praKyA	prakhyā	praKya	prakhya
praRItA	praṇītā	praRIta	praṇīta
praRayinI	praṇayinī	praRayin	praṇayin
praSAKA	praśākhā	praSAKa	praśākha
praSastA	praśastā	praSasta	praśasta
praSnI	praśnī	praSnin	praśnin
praTA	prathā	praTa	pratha
praTamA	prathamā	praTama	prathama
praTamagarBA	prathamagarbhā	praTamagarBa	prathamagarbha
praTamajA	prathamajā	praTamaja	prathamaja
praTiminI	prathiminī	praTimin	prathimin
prabAlikA	prabālikā	prabAlika	prabālika
prabalA	prabalā	prabala	prabala
praboDinI	prabodhinī	praboDin	prabodhin
praboDitA	prabodhitā	praboDita	prabodhita
pracaRqA	pracaṇḍā	pracaRqa	pracaṇḍa
pracalAkA	pracalākā	pracalAka	pracalāka
pracodinI	pracodinī	pracodin	pracodin
pradA	pradā	prada	prada
pradarSanA	pradarśanā	pradarSana	pradarśana
pradeyA	pradeyā	pradeya	pradeya
pragA	pragā	praga	praga
pragalBA	pragalbhā	pragalBa	pragalbha
praguRI	praguṇī	praguRin	praguṇin
prajA	prajā	praja	praja
prajAgarA	prajāgarā	prajAgara	prajāgara
prajAtA	prajātā	prajAta	prajāta
prajYA	prajñā	prajYa	prajña
prajaNGA	prajaṅghā	prajaNGa	prajaṅgha
prakASanA	prakāśanā	prakASana	prakāśana
prakASitA	prakāśitā	prakASita	prakāśita
prakIrtanA	prakīrtanā	prakIrtana	prakīrtana
prakalpanA	prakalpanā	prakalpana	prakalpana
prakalpitA	prakalpitā	prakalpita	prakalpita
pralubDA	pralubdhā	pralubDa	pralubdha
pramATinI	pramāthinī	pramATin	pramāthin
pramAditA	pramāditā	pramAdita	pramādita
pramaTA	pramathā	pramaTa	pramatha
pramadA	pramadā	pramada	pramada
pramadvarA	pramadvarā	pramadvara	pramadvara
pramayA	pramayā	pramaya	pramaya
pramitAkzarA	pramitākṣarā	pramitAkzara	pramitākṣara
pramodamAnA	pramodamānā	pramodamAna	pramodamāna
pramodinI	pramodinī	pramodin	pramodin
pramoditA	pramoditā	pramodita	pramodita
pramuditA	pramuditā	pramudita	pramudita
pramuzitA	pramuṣitā	pramuzita	pramuṣita
prapaTA	prapathā	prapaTa	prapatha
prapaTyA	prapathyā	prapaTya	prapathya
prarocanA	prarocanā	prarocana	prarocana
prasAdanA	prasādanā	prasAdana	prasādana
prasAraRI	prasāraṇī	prasAraRin	prasāraṇin
prasTA	prasthā	prasTa	prastha
prasTikA	prasthikā	prasTika	prasthika
prasUtA	prasūtā	prasUta	prasūta
prasahA	prasahā	prasaha	prasaha
prasannA	prasannā	prasanna	prasanna
prasarA	prasarā	prasara	prasara
prasftA	prasṛtā	prasfta	prasṛta
prasfzwA	prasṛṣṭā	prasfzwa	prasṛṣṭa
prasidDA	prasiddhā	prasidDa	prasiddha
prasnA	prasnā	prasna	prasna
pratAnA	pratānā	pratAna	pratāna
pratAnI	pratānī	pratAnin	pratānin
pratAninI	pratāninī	pratAnin	pratānin
pratIcyA	pratīcyā	pratIcya	pratīcya
pratIkzA	pratīkṣā	pratIkza	pratīkṣa
pratiBA	pratibhā	pratiBa	pratibha
pratiboDanA	pratibodhanā	pratiboDana	pratibodhana
pratidarSanA	pratidarśanā	pratidarSana	pratidarśana
pratigarjanA	pratigarjanā	pratigarjana	pratigarjana
pratihitA	pratihitā	pratihita	pratihita
pratijYA	pratijñā	pratijYa	pratijña
pratikAminI	pratikāminī	pratikAmin	pratikāmin
pratileKanA	pratilekhanā	pratileKana	pratilekhana
pratilomA	pratilomā	pratiloma	pratiloma
pratipadA	pratipadā	pratipada	pratipada
pratipakzitA	pratipakṣitā	pratipakzita	pratipakṣita
pratipraBA	pratiprabhā	pratipraBa	pratiprabha
pratirUpA	pratirūpā	pratirUpa	pratirūpa
pratirUpacaryA	pratirūpacaryā	pratirUpacarya	pratirūpacarya
pratisaMkramA	pratisaṃkramā	pratisaMkrama	pratisaṃkrama
pratisarabanDA	pratisarabandhā	pratisarabanDa	pratisarabandha
prativizA	prativiṣā	prativiza	prativiṣa
pratiyAtanA	pratiyātanā	pratiyAtana	pratiyātana
pratizWA	pratiṣṭhā	pratizWa	pratiṣṭha
pratizWApanA	pratiṣṭhāpanā	pratizWApana	pratiṣṭhāpana
pratyASI	pratyāśī	pratyASin	pratyāśin
pratyArdrA	pratyārdrā	pratyArdra	pratyārdra
pratyAyA	pratyāyā	pratyAya	pratyāya
pratyAyanA	pratyāyanā	pratyAyana	pratyāyana
pratyakcetanA	pratyakcetanā	pratyakcetana	pratyakcetana
pratyakzI	pratyakṣī	pratyakzin	pratyakṣin
pratyakzakftA	pratyakṣakṛtā	pratyakzakfta	pratyakṣakṛta
pratyarA	pratyarā	pratyara	pratyara
pratyavaBAzA	pratyavabhāṣā	pratyavaBAza	pratyavabhāṣa
pratyavekzaRA	pratyavekṣaṇā	pratyavekzaRa	pratyavekṣaṇa
pravA	pravā	prava	prava
pravAdA	pravādā	pravAda	pravāda
pravAhI	pravāhī	pravAhin	pravāhin
pravAtejA	pravātejā	pravAteja	pravāteja
pravarA	pravarā	pravara	pravara
pravartanA	pravartanā	pravartana	pravartana
praveSitA	praveśitā	praveSita	praveśita
pravfttA	pravṛttā	pravftta	pravṛtta
pravizwA	praviṣṭā	pravizwa	praviṣṭa
pravrajitA	pravrajitā	pravrajita	pravrajita
pravrajyA	pravrajyā	pravrajya	pravrajya
prayatnA	prayatnā	prayatna	prayatna
preNKA	preṅkhā	preNKa	preṅkha
prekzaRikA	prekṣaṇikā	prekzaRika	prekṣaṇika
premA	premā	prema	prema
prezWA	preṣṭhā	prezWa	preṣṭha
priyA	priyā	priya	priya
priyAlA	priyālā	priyAla	priyāla
priyaMdadA	priyaṃdadā	priyaMdada	priyaṃdada
priyaMvadA	priyaṃvadā	priyaMvada	priyaṃvada
priyadA	priyadā	priyada	priyada
priyadarSanA	priyadarśanā	priyadarSana	priyadarśana
priyakAmyA	priyakāmyā	priyakAmya	priyakāmya
priyatamA	priyatamā	priyatama	priyatama
prozWikA	proṣṭhikā	prozWika	proṣṭhika
pruzvA	pruṣvā	pruzva	pruṣva
pruzwA	pruṣṭā	pruzwa	pruṣṭa
puRikA	puṇikā	puRika	puṇika
puRqarIkA	puṇḍarīkā	puRqarIka	puṇḍarīka
puRyA	puṇyā	puRya	puṇya
puRyaSlokA	puṇyaślokā	puRyaSloka	puṇyaśloka
puRyodakA	puṇyodakā	puRyodaka	puṇyodaka
pulA	pulā	pula	pula
pulikA	pulikā	pulika	pulika
pulindA	pulindā	pulinda	pulinda
pulomA	pulomā	puloma	puloma
pumAKyA	pumākhyā	pumAKya	pumākhya
punA	punā	puna	puna
punarnavA	punarnavā	punarnava	punarnava
purA	purā	pura	pura
purIzI	purīṣī	purIzin	purīṣin
puraMdarA	puraṃdarā	puraMdara	puraṃdara
purikAyA	purikāyā	purikAya	purikāya
puroDA	purodhā	puroDa	purodha
purogA	purogā	puroga	puroga
puruDA	purudhā	puruDa	purudha
puruhUtA	puruhūtā	puruhUta	puruhūta
purunizWA	puruniṣṭhā	purunizWa	puruniṣṭha
putrI	putrī	putrin	putrin
putrIyA	putrīyā	putrIya	putrīya
putradA	putradā	putrada	putrada
putrakA	putrakā	putraka	putraka
putrakAmyA	putrakāmyā	putrakAmya	putrakāmya
putrapradA	putrapradā	putraprada	putraprada
puzA	puṣā	puza	puṣa
puzkarI	puṣkarī	puzkarin	puṣkarin
puzkarasArI	puṣkarasārī	puzkarasArin	puṣkarasārin
puzpA	puṣpā	puzpa	puṣpa
puzpaBadrA	puṣpabhadrā	puzpaBadra	puṣpabhadra
puzpacUlA	puṣpacūlā	puzpacUla	puṣpacūla
puzpahAsA	puṣpahāsā	puzpahAsa	puṣpahāsa
puzpahInA	puṣpahīnā	puzpahIna	puṣpahīna
puzpajA	puṣpajā	puzpaja	puṣpaja
puzpasArA	puṣpasārā	puzpasAra	puṣpasāra
puzpitA	puṣpitā	puzpita	puṣpita
puzpitAgrA	puṣpitāgrā	puzpitAgra	puṣpitāgra
puzwidA	puṣṭidā	puzwida	puṣṭida
puzwikA	puṣṭikā	puzwika	puṣṭika
puzyA	puṣyā	puzya	puṣya
qA	ḍā	qa	ḍa
qamBA	ḍambhā	qamBa	ḍambha
qimBA	ḍimbhā	qimBa	ḍimbha
rA	rā	ra	ra
rADA	rādhā	rADa	rādha
rADanA	rādhanā	rADana	rādhana
rADikA	rādhikā	rADika	rādhika
rAQA	rāḍhā	rAQa	rāḍha
rARA	rāṇā	rARa	rāṇa
rAgA	rāgā	rAga	rāga
rAgI	rāgī	rAgin	rāgin
rAgadA	rāgadā	rAgada	rāgada
rAjArhA	rājārhā	rAjArha	rājārha
rAjI	rājī	rAjin	rājin
rAjIvalocanA	rājīvalocanā	rAjIvalocana	rājīvalocana
rAjaPalA	rājaphalā	rAjaPala	rājaphala
rAjanyA	rājanyā	rAjanya	rājanya
rAjapriyA	rājapriyā	rAjapriya	rājapriya
rAjaputrA	rājaputrā	rAjaputra	rājaputra
rAjasutA	rājasutā	rAjasuta	rājasuta
rAjatA	rājatā	rAjata	rājata
rAjatanayA	rājatanayā	rAjatanaya	rājatanaya
rAjezwA	rājeṣṭā	rAjezwa	rājeṣṭa
rAjikA	rājikā	rAjika	rājika
rAkA	rākā	rAka	rāka
rAmA	rāmā	rAma	rāma
rAmAryA	rāmāryā	rAmArya	rāmārya
rAmI	rāmī	rAmin	rāmin
rAmaRA	rāmaṇā	rAmaRa	rāmaṇa
rAtriMdivA	rātriṃdivā	rAtriMdiva	rātriṃdiva
rAtrikA	rātrikā	rAtrika	rātrika
rAzwrI	rāṣṭrī	rAzwrin	rāṣṭrin
rAzwrikA	rāṣṭrikā	rAzwrika	rāṣṭrika
rIQA	rīḍhā	rIQa	rīḍha
rItikA	rītikā	rItika	rītika
rOpyA	raupyā	rOpya	raupya
rUkzA	rūkṣā	rUkza	rūkṣa
rUkzaRIyA	rūkṣaṇīyā	rUkzaRIya	rūkṣaṇīya
rUpA	rūpā	rUpa	rūpa
rUpAjIvA	rūpājīvā	rUpAjIva	rūpājīva
rUpakA	rūpakā	rUpaka	rūpaka
rUpasvinI	rūpasvinī	rUpasvin	rūpasvin
rUpikA	rūpikā	rUpika	rūpika
rUpyA	rūpyā	rUpya	rūpya
raBasA	rabhasā	raBasa	rabhasa
raNgA	raṅgā	raNga	raṅga
raNgadA	raṅgadā	raNgada	raṅgada
raRqA	raṇḍā	raRqa	raṇḍa
raSanA	raśanā	raSana	raśana
raTANgA	rathāṅgā	raTANga	rathāṅga
raTANgI	rathāṅgī	raTANgin	rathāṅgin
raTI	rathī	raTin	rathin
raTacitrA	rathacitrā	raTacitra	rathacitra
raTasTA	rathasthā	raTasTa	rathastha
raTezWA	ratheṣṭhā	raTezWa	ratheṣṭha
raTinI	rathinī	raTin	rathin
raTodDatA	rathoddhatā	raTodData	rathoddhata
raTyA	rathyā	raTya	rathya
raYjA	rañjā	raYja	rañja
rabDA	rabdhā	rabDa	rabdha
racanA	racanā	racana	racana
rahasyA	rahasyā	rahasya	rahasya
rahasyAlocanA	rahasyālocanā	rahasyAlocana	rahasyālocana
rajasvalA	rajasvalā	rajasvala	rajasvala
raktA	raktā	rakta	rakta
raktANgA	raktāṅgā	raktANga	raktāṅga
raktAkzI	raktākṣī	raktAkzin	raktākṣin
raktaPalA	raktaphalā	raktaPala	raktaphala
raktahaMsA	raktahaṃsā	raktahaMsa	raktahaṃsa
raktamaRqalA	raktamaṇḍalā	raktamaRqala	raktamaṇḍala
raktapA	raktapā	raktapa	raktapa
raktapAtA	raktapātā	raktapAta	raktapāta
raktapAyinI	raktapāyinī	raktapAyin	raktapāyin
raktapattrA	raktapattrā	raktapattra	raktapattra
raktapuzpA	raktapuṣpā	raktapuzpa	raktapuṣpa
rakzA	rakṣā	rakza	rakṣa
rakzI	rakṣī	rakzin	rakṣin
rakzaRA	rakṣaṇā	rakzaRa	rakṣaṇa
rakzikA	rakṣikā	rakzika	rakṣika
rakzitA	rakṣitā	rakzita	rakṣita
ramA	ramā	rama	rama
ramBA	rambhā	ramBa	rambha
ramaRA	ramaṇā	ramaRa	ramaṇa
ramaRIyA	ramaṇīyā	ramaRIya	ramaṇīya
ramyA	ramyā	ramya	ramya
raqqA	raḍḍā	raqqa	raḍḍa
rarAwyA	rarāṭyā	rarAwya	rarāṭya
rasA	rasā	rasa	rasa
rasADikA	rasādhikā	rasADika	rasādhika
rasAQyA	rasāḍhyā	rasAQya	rasāḍhya
rasAhvA	rasāhvā	rasAhva	rasāhva
rasAlA	rasālā	rasAla	rasāla
rasAmlA	rasāmlā	rasAmla	rasāmla
rasAyanI	rasāyanī	rasAyanin	rasāyanin
rasanA	rasanā	rasana	rasana
rasikA	rasikā	rasika	rasika
rasnA	rasnā	rasna	rasna
rasollAsA	rasollāsā	rasollAsa	rasollāsa
rasyA	rasyā	rasya	rasya
ratA	ratā	rata	rata
ratArTinI	ratārthinī	ratArTin	ratārthin
ratatAlI	ratatālī	ratatAlin	ratatālin
ratikarA	ratikarā	ratikara	ratikara
ratilIlA	ratilīlā	ratilIla	ratilīla
ratipriyA	ratipriyā	ratipriya	ratipriya
ratnaDA	ratnadhā	ratnaDa	ratnadha
ratnagarBA	ratnagarbhā	ratnagarBa	ratnagarbha
ratnapraBA	ratnaprabhā	ratnapraBa	ratnaprabha
ratnottamA	ratnottamā	ratnottama	ratnottama
ravA	ravā	rava	rava
ravIzwA	ravīṣṭā	ravIzwa	ravīṣṭa
ravipriyA	ravipriyā	ravipriya	ravipriya
rayidA	rayidā	rayida	rayida
rayizWA	rayiṣṭhā	rayizWa	rayiṣṭha
reBA	rebhā	reBa	rebha
reKA	rekhā	reKa	rekha
reRukA	reṇukā	reRuka	reṇuka
recitA	recitā	recita	recita
retasyA	retasyā	retasya	retasya
revA	revā	reva	reva
rezA	reṣā	reza	reṣa
riNKA	riṅkhā	riNKa	riṅkha
riSA	riśā	riSa	riśa
riktA	riktā	rikta	rikta
ripuGAtinI	ripughātinī	ripuGAtin	ripughātin
rizwA	riṣṭā	rizwa	riṣṭa
roDanA	rodhanā	roDana	rodhana
rocI	rocī	rocin	rocin
rocamAnA	rocamānā	rocamAna	rocamāna
rocanA	rocanā	rocana	rocana
rocanaPalA	rocanaphalā	rocanaPala	rocanaphala
rogitA	rogitā	rogita	rogita
rohI	rohī	rohin	rohin
rolA	rolā	rola	rola
romaSA	romaśā	romaSa	romaśa
ruSamA	ruśamā	ruSama	ruśama
rucA	rucā	ruca	ruca
rucirA	rucirā	rucira	rucira
rucitA	rucitā	rucita	rucita
rucyA	rucyā	rucya	rucya
rudDA	ruddhā	rudDa	ruddha
rudrA	rudrā	rudra	rudra
rudrasenA	rudrasenā	rudrasena	rudrasena
rudrasomA	rudrasomā	rudrasoma	rudrasoma
ruhA	ruhā	ruha	ruha
rujA	rujā	ruja	ruja
rumA	rumā	ruma	ruma
sA	sā	sa	sa
sADAraRyA	sādhāraṇyā	sADAraRya	sādhāraṇya
sADakA	sādhakā	sADaka	sādhaka
sADanA	sādhanā	sADana	sādhana
sADikA	sādhikā	sADika	sādhika
sADudevI	sādhudevī	sADudevin	sādhudevin
sADukftyA	sādhukṛtyā	sADukftya	sādhukṛtya
sADyA	sādhyā	sADya	sādhya
sAMtapanIyA	sāṃtapanīyā	sAMtapanIya	sāṃtapanīya
sAMvatsarIyA	sāṃvatsarīyā	sAMvatsarIya	sāṃvatsarīya
sANguzWA	sāṅguṣṭhā	sANguzWa	sāṅguṣṭha
sAcI	sācī	sAcin	sācin
sAgarAmbarA	sāgarāmbarā	sAgarAmbara	sāgarāmbara
sAgaragA	sāgaragā	sAgaraga	sāgaraga
sAgaragAminI	sāgaragāminī	sAgaragAmin	sāgaragāmin
sAgaragamBIrA	sāgaragambhīrā	sAgaragamBIra	sāgaragambhīra
sAgarameKalA	sāgaramekhalā	sAgarameKala	sāgaramekhala
sAgarikA	sāgarikā	sAgarika	sāgarika
sAkzI	sākṣī	sAkzin	sākṣin
sAlA	sālā	sAla	sāla
sAmAnyA	sāmānyā	sAmAnya	sāmānya
sAmAnyalakzaRA	sāmānyalakṣaṇā	sAmAnyalakzaRa	sāmānyalakṣaṇa
sAmagA	sāmagā	sAmaga	sāmaga
sAmudrikA	sāmudrikā	sAmudrika	sāmudrika
sAnandA	sānandā	sAnanda	sānanda
sAntvanA	sāntvanā	sAntvana	sāntvana
sArA	sārā	sAra	sāra
sArI	sārī	sArin	sārin
sAraRA	sāraṇā	sAraRa	sāraṇa
sAraRikA	sāraṇikā	sAraRika	sāraṇika
sArikA	sārikā	sArika	sārika
sArivA	sārivā	sAriva	sāriva
sAropA	sāropā	sAropa	sāropa
sAtalA	sātalā	sAtala	sātala
sAvarRikA	sāvarṇikā	sAvarRika	sāvarṇika
sAvikA	sāvikā	sAvika	sāvika
sAvinI	sāvinī	sAvin	sāvin
sAyakapuNKA	sāyakapuṅkhā	sAyakapuNKa	sāyakapuṅkha
sImA	sīmā	sIma	sīma
sImantinI	sīmantinī	sImantin	sīmantin
sImikA	sīmikā	sImika	sīmika
sOganDikA	saugandhikā	sOganDika	saugandhika
sOmanasA	saumanasā	sOmanasa	saumanasa
sOmyA	saumyā	sOmya	saumya
sOmyadarSanA	saumyadarśanā	sOmyadarSana	saumyadarśana
sOnandA	saunandā	sOnanda	saunanda
sOrasA	saurasā	sOrasa	saurasa
sOvIryA	sauvīryā	sOvIrya	sauvīrya
sOvarRikA	sauvarṇikā	sOvarRika	sauvarṇika
sOvarcalA	sauvarcalā	sOvarcala	sauvarcala
sPawA	sphaṭā	sPawa	sphaṭa
sPawikA	sphaṭikā	sPawika	sphaṭika
sPowA	sphoṭā	sPowa	sphoṭa
sPuliNginI	sphuliṅginī	sPuliNgin	sphuliṅgin
sTA	sthā	sTa	stha
sTAlI	sthālī	sTAlin	sthālin
sTApanA	sthāpanā	sTApana	sthāpana
sTAvarA	sthāvarā	sTAvara	sthāvara
sTAyA	sthāyā	sTAya	sthāya
sTAyikA	sthāyikā	sTAyika	sthāyika
sTURA	sthūṇā	sTURa	sthūṇa
sTUlA	sthūlā	sTUla	sthūla
sTUlAkzA	sthūlākṣā	sTUlAkza	sthūlākṣa
sTUlI	sthūlī	sTUlin	sthūlin
sTUlaPalA	sthūlaphalā	sTUlaPala	sthūlaphala
sTUlapuzpA	sthūlapuṣpā	sTUlapuzpa	sthūlapuṣpa
sTUrA	sthūrā	sTUra	sthūra
sTalA	sthalā	sTala	sthala
sTalajA	sthalajā	sTalaja	sthalaja
sTavirA	sthavirā	sTavira	sthavira
sTirA	sthirā	sTira	sthira
sTiraganDA	sthiragandhā	sTiraganDa	sthiragandha
sTirajIvitA	sthirajīvitā	sTirajIvita	sthirajīvita
sUcA	sūcā	sUca	sūca
sUcI	sūcī	sUcin	sūcin
sUcIpattrA	sūcīpattrā	sUcIpattra	sūcīpattra
sUcanA	sūcanā	sUcana	sūcana
sUcikA	sūcikā	sUcika	sūcika
sUcinI	sūcinī	sUcin	sūcin
sUcitA	sūcitā	sUcita	sūcita
sUdI	sūdī	sUdin	sūdin
sUkarikA	sūkarikā	sUkarika	sūkarika
sUktA	sūktā	sUkta	sūkta
sUkzmA	sūkṣmā	sUkzma	sūkṣma
sUkzmaPalA	sūkṣmaphalā	sUkzmaPala	sūkṣmaphala
sUkzmadalA	sūkṣmadalā	sUkzmadala	sūkṣmadala
sUkzmapattrA	sūkṣmapattrā	sUkzmapattra	sūkṣmapattra
sUkzmataRqulA	sūkṣmataṇḍulā	sUkzmataRqula	sūkṣmataṇḍula
sUnA	sūnā	sUna	sūna
sUnftA	sūnṛtā	sUnfta	sūnṛta
sUrI	sūrī	sUrin	sūrin
sUratA	sūratā	sUrata	sūrata
sUrmyA	sūrmyā	sUrmya	sūrmya
sUryA	sūryā	sUrya	sūrya
sUryAvartA	sūryāvartā	sUryAvarta	sūryāvarta
sUryaBaktA	sūryabhaktā	sUryaBakta	sūryabhakta
sUryajA	sūryajā	sUryaja	sūryaja
sUryatanayA	sūryatanayā	sUryatanaya	sūryatanaya
sUtA	sūtā	sUta	sūta
sUtakA	sūtakā	sUtaka	sūtaka
sUtikA	sūtikā	sUtika	sūtika
sUtrI	sūtrī	sUtrin	sūtrin
sUtrikA	sūtrikā	sUtrika	sūtrika
sUtyA	sūtyā	sUtya	sūtya
sUzA	sūṣā	sUza	sūṣa
saBA	sabhā	saBa	sabha
saBAgatA	sabhāgatā	saBAgata	sabhāgata
saMDA	saṃdhā	saMDa	saṃdha
saMDAraRA	saṃdhāraṇā	saMDAraRa	saṃdhāraṇa
saMDijA	saṃdhijā	saMDija	saṃdhija
saMDikA	saṃdhikā	saMDika	saṃdhika
saMDinI	saṃdhinī	saMDin	saṃdhin
saMDyA	saṃdhyā	saMDya	saṃdhya
saMGarzA	saṃgharṣā	saMGarza	saṃgharṣa
saMGawanA	saṃghaṭanā	saMGawana	saṃghaṭana
saMGawwA	saṃghaṭṭā	saMGawwa	saṃghaṭṭa
saMKyA	saṃkhyā	saMKya	saṃkhya
saMKyAtA	saṃkhyātā	saMKyAta	saṃkhyāta
saMcAritA	saṃcāritā	saMcArita	saṃcārita
saMcodanA	saṃcodanā	saMcodana	saṃcodana
saMdeSaharA	saṃdeśaharā	saMdeSahara	saṃdeśahara
saMgA	saṃgā	saMga	saṃga
saMgaTA	saṃgathā	saMgaTa	saṃgatha
saMhA	saṃhā	saMha	saṃha
saMhitA	saṃhitā	saMhita	saṃhita
saMjA	saṃjā	saMja	saṃja
