slp1	iast
dvAtriMSatikA	dvātriṃśatikā
dvAtriMSatkA	dvātriṃśatkā
dvAtriMSikA	dvātriṃśikā
dvAviMSatiDA	dvāviṃśatidhā
dvEDI	dvaidhī
dvEtIyIkatA	dvaitīyīkatā
dvEtanirRayaPakkikA	dvaitanirṇayaphakkikā
dvEtanirRayawIkA	dvaitanirṇayaṭīkā
dvEzaRIyA	dvaiṣaṇīyā
dvIpAntaravacA	dvīpāntaravacā
dvIpaKarjurI	dvīpakharjurī
dvIpavatI	dvīpavatī
dvIpavyavasTA	dvīpavyavasthā
dvIpikA	dvīpikā
dvaMdvasahizRutA	dvaṃdvasahiṣṇutā
dvayaBAratI	dvayabhāratī
dveDA	dvedhā
dveDAkriyA	dvedhākriyā
dveDI	dvedhī
dvezaparimuktA	dveṣaparimuktā
dvezyatA	dveṣyatā
dviKaRqikA	dvikhaṇḍikā
dviSatI	dviśatī
dviSatikA	dviśatikā
dviSfNgikA	dviśṛṅgikā
dvibARI	dvibāṇī
dvidAmnI	dvidāmnī
dvidEvatyA	dvidaivatyā
dviguRatA	dviguṇatā
dvihAyanI	dvihāyanī
dvihfdayA	dvihṛdayā
dvijANgI	dvijāṅgī
dvijANgikA	dvijāṅgikā
dvijAmbA	dvijāmbā
dvijAyanI	dvijāyanī
dvijakalpalatA	dvijakalpalatā
dvijaprapA	dvijaprapā
dvijaropaRI	dvijaropaṇī
dvijasevA	dvijasevā
dvijihvatA	dvijihvatā
dvijyA	dvijyā
dvikaraRI	dvikaraṇī
dvimArgI	dvimārgī
dvimodakikA	dvimodakikā
dvinayanI	dvinayanī
dvipAdikA	dvipādikā
dvipAttA	dvipāttā
dvipadI	dvipadī
dvipadikA	dvipadikā
dviparRI	dviparṇī
dvipravrAjinI	dvipravrājinī
dvipuwI	dvipuṭī
dvirUQA	dvirūḍhā
dvirUpatA	dvirūpatā
dvirePagaRasaMkulA	dvirephagaṇasaṃkulā
dvirePagaRasammitA	dvirephagaṇasammitā
dvirePamAlA	dvirephamālā
dviruktiprakriyA	dviruktiprakriyā
dvisaptaDA	dvisaptadhā
dvistAvA	dvistāvā
dvistanA	dvistanā
dvistanI	dvistanī
dvitIyABA	dvitīyābhā
dvitIyArcanacandrikA	dvitīyārcanacandrikā
dvitIyArcanakalpalatA	dvitīyārcanakalpalatā
dvitIyacakravartilakzaRadIDitiwIkA	dvitīyacakravartilakṣaṇadīdhitiṭīkā
dvitIyasvalakzaRadIDitiwIkA	dvitīyasvalakṣaṇadīdhitiṭīkā
dvitIyasvalakzaRawIkA	dvitīyasvalakṣaṇaṭīkā
dvitIyatA	dvitīyatā
dvitIyatriPalA	dvitīyatriphalā
dvivAhikA	dvivāhikā
dvivesarA	dvivesarā
dviwsevA	dviṭsevā
dviyAmI	dviyāmī
dviyoDI	dviyodhī
dvizWatA	dviṣṭhatā
dvizadA	dviṣadā
dvizatA	dviṣatā
dvyaMSI	dvyaṃśī
dvyakzaranAmamAlA	dvyakṣaranāmamālā
dyAvA	dyāvā
dyAvABUmI	dyāvābhūmī
dyAvAkzAmA	dyāvākṣāmā
dyAvApfTivI	dyāvāpṛthivī
dyOrdA	dyaurdā
dyUtaSAlA	dyūtaśālā
dyUtadAsI	dyūtadāsī
dyUtakaramaRqalI	dyūtakaramaṇḍalī
dyUtakiMkarI	dyūtakiṃkarī
dyUtakrIqA	dyūtakrīḍā
dyUtapOrRimI	dyūtapaurṇimī
dyUtapUrRimA	dyūtapūrṇimā
dyUtasaBA	dyūtasabhā
dyUtatA	dyūtatā
dyUtvA	dyūtvā
dyoBUmI	dyobhūmī
dyotanikA	dyotanikā
dyujIvA	dyujīvā
dyujyA	dyujyā
dyumayI	dyumayī
dyumnodA	dyumnodā
dyunadI	dyunadī
dyustrI	dyustrī
dyutilA	dyutilā
dyutimatI	dyutimatī
dyuvanI	dyuvanī
eRI	eṇī
eRIpadI	eṇīpadī
eRikA	eṇikā
ehiBikzukA	ehibhikṣukā
ehidvitIyA	ehidvitīyā
ehikawA	ehikaṭā
ekANgI	ekāṅgī
ekAbdA	ekābdā
ekAdaSaDA	ekādaśadhā
ekAdaSamArikA	ekādaśamārikā
ekAdaSaskanDArTanirUpaRakArikA	ekādaśaskandhārthanirūpaṇakārikā
ekAgraDI	ekāgradhī
ekAgratA	ekāgratā
ekAhnA	ekāhnā
ekAkzaramAlikA	ekākṣaramālikā
ekAkzaranAmamAlA	ekākṣaranāmamālā
ekAmracandrikA	ekāmracandrikā
ekAnaMSA	ekānaṃśā
ekAnnaviMsatiDA	ekānnaviṃsatidhā
ekAntaduHzamA	ekāntaduḥṣamā
ekAntasuzamA	ekāntasuṣamā
ekAntatA	ekāntatā
ekArAmatA	ekārāmatā
ekArTanAmamAlA	ekārthanāmamālā
ekArTatA	ekārthatā
ekAtmatA	ekātmatā
ekAvalI	ekāvalī
ekAzwI	ekāṣṭī
ekAzwakA	ekāṣṭakā
ekEzikA	ekaiṣikā
ekaDA	ekadhā
ekaPalA	ekaphalā
ekaSAlA	ekaśālā
ekaSalAkA	ekaśalākā
ekaSataDA	ekaśatadhā
ekaSilA	ekaśilā
ekacAriRI	ekacāriṇī
ekacCannA	ekacchannā
ekacakravartitA	ekacakravartitā
ekacandrA	ekacandrā
ekacittatA	ekacittatā
ekadA	ekadā
ekahAyanI	ekahāyanī
ekahelA	ekahelā
ekahelayA	ekahelayā
ekajyA	ekajyā
ekalakzyatA	ekalakṣyatā
ekanATI	ekanāthī
ekapAdikA	ekapādikā
ekapAwalA	ekapāṭalā
ekapadI	ekapadī
ekaparRA	ekaparṇā
ekaparRikA	ekaparṇikā
ekapatnI	ekapatnī
ekapatnitA	ekapatnitā
ekapattrikA	ekapattrikā
ekapuzpA	ekapuṣpā
ekarAjYI	ekarājñī
ekarUpatA	ekarūpatā
ekasPyA	ekasphyā
ekasatI	ekasatī
ekatAlI	ekatālī
ekatAlikA	ekatālikā
ekatantrI	ekatantrī
ekatantrikA	ekatantrikā
ekavAdyA	ekavādyā
ekavAkyatA	ekavākyatā
ekavarRI	ekavarṇī
ekavarzikA	ekavarṣikā
ekavastratA	ekavastratā
ekaveRI	ekaveṇī
ekaviMSatiDA	ekaviṃśatidhā
ekaviMSinI	ekaviṃśinī
ekayazwikA	ekayaṣṭikā
ekottarikA	ekottarikā
elAparRI	elāparṇī
elIkA	elīkā
enI	enī
eqI	eḍī
eqikAkzI	eḍikākṣī
erA	erā
eraRqaPalA	eraṇḍaphalā
eraRqapattrikA	eraṇḍapattrikā
erakI	erakī
etAvadDA	etāvaddhā
etaddA	etaddā
evaTA	evathā
evayA	evayā
ezaRikA	eṣaṇikā
ezakA	eṣakā
ezikA	eṣikā
fDadrI	ṛdhadrī
fGA	ṛghā
fRatA	ṛṇatā
fRayA	ṛṇayā
fSyaganDA	ṛśyagandhā
fSyagatA	ṛśyagatā
fSyaproktA	ṛśyaproktā
fcCA	ṛcchā
fcCarA	ṛccharā
fdDilakzmI	ṛddhilakṣmī
fdUpA	ṛdūpā
fggATA	ṛggāthā
fgvedAnukramaRikA	ṛgvedānukramaṇikā
fgvedasaMhitA	ṛgvedasaṃhitā
fjUyA	ṛjūyā
fjuDA	ṛjudhā
fjugAtratA	ṛjugātratā
fjumitAkzarA	ṛjumitākṣarā
fjupAlikA	ṛjupālikā
fjutA	ṛjutā
fjvI	ṛjvī
fksTA	ṛksthā
fksaMhitA	ṛksaṃhitā
fkzI	ṛkṣī
fkzIkA	ṛkṣīkā
fkzaganDA	ṛkṣagandhā
fkzaganDikA	ṛkṣagandhikā
fkzakarRI	ṛkṣakarṇī
fkzalA	ṛkṣalā
fllarI	ṛllarī
ftI	ṛtī
ftaDI	ṛtadhī
ftaSrI	ṛtaśrī
ftajA	ṛtajā
ftajYA	ṛtajñā
ftapA	ṛtapā
ftasTA	ṛtasthā
ftasadanI	ṛtasadanī
ftejA	ṛtejā
ftuTA	ṛtuthā
ftucaryA	ṛtucaryā
ftuhArikA	ṛtuhārikā
ftulokA	ṛtulokā
ftumatI	ṛtumatī
ftupA	ṛtupā
ftusTA	ṛtusthā
ftusTalA	ṛtusthalā
ftusnAtA	ṛtusnātā
ftuvelA	ṛtuvelā
ftuyAjyA	ṛtuyājyā
ftuzWA	ṛtuṣṭhā
fzIvatI	ṛṣīvatī
fzaBI	ṛṣabhī
fzaBapUjA	ṛṣabhapūjā
fzaBapaYcASikA	ṛṣabhapañcāśikā
fzaBatA	ṛṣabhatā
fzijANgalikI	ṛṣijāṅgalikī
fzikulyA	ṛṣikulyā
fzipaYcamI	ṛṣipañcamī
fziproktA	ṛṣiproktā
fzisaMhitA	ṛṣisaṃhitā
gADanI	gādhanī
gADapratizWA	gādhapratiṣṭhā
gADeyI	gādheyī
gANgI	gāṅgī
gANgerukI	gāṅgerukī
gANgezWI	gāṅgeṣṭhī
gANgilA	gāṅgilā
gAQatA	gāḍhatā
gARqAlI	gāṇḍālī
gARqI	gāṇḍī
gARqavyAyanI	gāṇḍavyāyanī
gATAnArASaMsI	gāthānārāśaṃsī
gATAnI	gāthānī
gATikA	gāthikā
gAdADarI	gādādharī
gAhI	gāhī
gAnDArI	gāndhārī
gAnDArikA	gāndhārikā
gAnDarvI	gāndharvī
gAnDarvaSAlA	gāndharvaśālā
gAnDarvakalA	gāndharvakalā
gAnDarvavidyA	gāndharvavidyā
gAnDikI	gāndhikī
gAnDinI	gāndhinī
gAnacCalA	gānacchalā
gAnavidyA	gānavidyā
gAndI	gāndī
gAndinI	gāndinī
gAninI	gāninī
gArgI	gārgī
gArgyAyaRI	gārgyāyaṇī
gArhapatyezwakA	gārhapatyeṣṭakā
gAruqI	gāruḍī
gArutmatapattrikA	gārutmatapattrikā
gAtrAnulepanI	gātrānulepanī
gAtralatA	gātralatā
gAtramArjanI	gātramārjanī
gAtrasaMkocanI	gātrasaṃkocanī
gAtravErUpyatA	gātravairūpyatā
gAtravatI	gātravatī
gAtrikA	gātrikā
gAvI	gāvī
gAyakI	gāyakī
gAyanI	gāyanī
gAyantI	gāyantī
gAyantikA	gāyantikā
gAyikI	gāyikī
gErI	gairī
gI	gī
gITA	gīthā
gIrdevI	gīrdevī
gIrlatA	gīrlatā
gIrvARendrasarasvatI	gīrvāṇendrasarasvatī
gIstarA	gīstarā
gItakaRqikA	gītakaṇḍikā
gItapriyA	gītapriyā
gItikA	gītikā
gItyAryA	gītyāryā
gORasADyavasAnA	gauṇasādhyavasānā
gORasAropA	gauṇasāropā
gORqakirI	gauṇḍakirī
gOhalavyAyanI	gauhalavyāyanī
gOkakzI	gaukakṣī
gOkakzyAyaRI	gaukakṣyāyaṇī
gOlA	gaulā
gOlgulavI	gaulgulavī
gOmatI	gaumatī
gOpAlapaSupAlikA	gaupālapaśupālikā
gOqI	gauḍī
gOqasAraNgI	gauḍasāraṅgī
gOrANgI	gaurāṅgī
gOrAjAjI	gaurājājī
gOrAwikA	gaurāṭikā
gOrI	gaurī
gOrIcaturTI	gaurīcaturthī
gOrIgAyatrI	gaurīgāyatrī
gOrIgAyatrikA	gaurīgāyatrikā
gOrIpUjA	gaurīpūjā
gOravallI	gauravallī
gOrimatI	gaurimatī
gOtamI	gautamī
gOtamapfcCA	gautamapṛcchā
gOtamasamBavA	gautamasambhavā
gUQAgUQatA	gūḍhāgūḍhatā
gUQArTacandrikA	gūḍhārthacandrikā
gUQArTadIpikA	gūḍhārthadīpikā
gUQArTaratnamAlA	gūḍhārtharatnamālā
gUQArTatattvadIpikA	gūḍhārthatattvadīpikā
gUQacaturTapAdaprahelikA	gūḍhacaturthapādaprahelikā
gUQagulPatA	gūḍhagulphatā
gUQamallikA	gūḍhamallikā
gUQasiratA	gūḍhasiratā
gUQatA	gūḍhatā
gUQatayA	gūḍhatayā
gUQavallikA	gūḍhavallikā
gUlA	gūlā
gUrdI	gūrdī
gUzaRA	gūṣaṇā
gaBIkA	gabhīkā
gaBIrikA	gabhīrikā
gaBastI	gabhastī
gaDA	gadhā
gaNgAcillI	gaṅgācillī
gaNgAdevI	gaṅgādevī
gaNgAkA	gaṅgākā
gaNgAlaharI	gaṅgālaharī
gaNgApattrI	gaṅgāpattrī
gaNgAsaptamI	gaṅgāsaptamī
gaNgAvAkyAvalI	gaṅgāvākyāvalī
gaNgAyAtrA	gaṅgāyātrā
gaNgI	gaṅgī
gaNgakA	gaṅgakā
gaNgikA	gaṅgikā
gaRAgraRI	gaṇāgraṇī
gaRAvarA	gaṇāvarā
gaRaDAtupariBAzA	gaṇadhātuparibhāṣā
gaRaSrI	gaṇaśrī
gaRadIkzA	gaṇadīkṣā
gaRadevatA	gaṇadevatā
gaRakAritA	gaṇakāritā
gaRakI	gaṇakī
gaRakarRikA	gaṇakarṇikā
gaRanApattrikA	gaṇanāpattrikā
gaRanAyikA	gaṇanāyikā
gaRapatihfdayA	gaṇapatihṛdayā
gaRapatipUrvatApinI	gaṇapatipūrvatāpinī
gaRatA	gaṇatā
gaRatrikA	gaṇatrikā
gaRavatI	gaṇavatī
gaRayitrikA	gaṇayitrikā
gaReSacaturTI	gaṇeśacaturthī
gaReSagItA	gaṇeśagītā
gaReSapUjA	gaṇeśapūjā
gaReSatApinI	gaṇeśatāpinī
gaReSavimarSinI	gaṇeśavimarśinī
gaRikA	gaṇikā
gaRikArI	gaṇikārī
gaRikArikA	gaṇikārikā
gaRitAmftasAgarI	gaṇitāmṛtasāgarī
gaRitakOmudI	gaṇitakaumudī
gaRitalatA	gaṇitalatā
gaRitamAlatI	gaṇitamālatī
gaRitanAmamAlA	gaṇitanāmamālā
gaRitapaYcaviMSatikA	gaṇitapañcaviṃśatikā
gaRitrikA	gaṇitrikā
gaRqAlI	gaṇḍālī
gaRqIrI	gaṇḍīrī
gaRqUpadI	gaṇḍūpadī
gaRqaSilA	gaṇḍaśilā
gaRqadUrvA	gaṇḍadūrvā
gaRqagopAlikA	gaṇḍagopālikā
gaRqakAlI	gaṇḍakālī
gaRqakArI	gaṇḍakārī
gaRqakI	gaṇḍakī
gaRqaleKA	gaṇḍalekhā
gaRqamAlikA	gaṇḍamālikā
gaRqapAlI	gaṇḍapālī
gaRqasAhvayA	gaṇḍasāhvayā
gaRqasTalI	gaṇḍasthalī
gaRqikA	gaṇḍikā
gaRqinI	gaṇḍinī
gaYjAjikA	gañjājikā
gaYjAkinI	gañjākinī
gaYjikA	gañjikā
gabdikA	gabdikā
gadAgraRI	gadāgraṇī
gadgadatA	gadgadatā
gadgadikA	gadgadikā
gaganANganA	gaganāṅganā
gaganApagA	gaganāpagā
gahvarI	gahvarī
gajAdinAmA	gajādināmā
gajAgraRI	gajāgraṇī
gajaBakzA	gajabhakṣā
gajaBakzyA	gajabhakṣyā
gajaQakkA	gajaḍhakkā
gajaSikzA	gajaśikṣā
gajabanDanI	gajabandhanī
gajabanDinI	gajabandhinī
gajacCAyA	gajacchāyā
gajacirBawA	gajacirbhaṭā
gajadantaPalA	gajadantaphalā
gajagAminI	gajagāminī
gajakanyA	gajakanyā
gajakarRI	gajakarṇī
gajakfzRA	gajakṛṣṇā
gajamaRqalikA	gajamaṇḍalikā
gajamuktA	gajamuktā
gajanAsA	gajanāsā
gajanavI	gajanavī
gajanimIlikA	gajanimīlikā
gajapippalI	gajapippalī
gajapriyA	gajapriyā
gajapuzpI	gajapuṣpī
gajarAjamuktA	gajarājamuktā
gajatA	gajatā
gajavITI	gajavīthī
gajavallaBA	gajavallabhā
gajavikASI	gajavikāśī
gajavilasitA	gajavilasitā
gajezwA	gajeṣṭā
gajozaRA	gajoṣaṇā
galaSuRqI	galaśuṇḍī
galaSuRqikA	galaśuṇḍikā
galagolI	galagolī
galagoqI	galagoḍī
galagoqikA	galagoḍikā
galameKalA	galamekhalā
galamocikA	galamocikā
galantI	galantī
galantikA	galantikā
galaqA	galaḍā
galastanI	galastanī
galestanI	galestanī
galitapradIpikA	galitapradīpikā
gallacAturI	gallacāturī
gallakI	gallakī
gallamasUrI	gallamasūrī
gallikA	gallikā
galyA	galyā
gamBArI	gambhārī
gamBArikA	gambhārikā
gamBIrakukzitA	gambhīrakukṣitā
gamBIranABitA	gambhīranābhitā
gamBIrapARileKatA	gambhīrapāṇilekhatā
gamBIratA	gambhīratā
gamBIrikA	gambhīrikā
gamakatA	gamakatā
gamanikA	gamanikā
gamyatA	gamyatā
ganDAhvA	gandhāhvā
ganDAlA	gandhālā
ganDAlI	gandhālī
ganDAmlA	gandhāmlā
ganDArI	gandhārī
ganDaBadrA	gandhabhadrā
ganDaPalI	gandhaphalī
ganDaSawI	gandhaśaṭī
ganDaSuRqinI	gandhaśuṇḍinī
ganDabIjA	gandhabījā
ganDacelikA	gandhacelikā
ganDadalA	gandhadalā
ganDahArikA	gandhahārikā
ganDajYA	gandhajñā
ganDajawilA	gandhajaṭilā
ganDakAlI	gandhakālī
ganDakAlikA	gandhakālikā
ganDakArI	gandhakārī
ganDakArikA	gandhakārikā
ganDakUwI	gandhakūṭī
ganDakapezikA	gandhakapeṣikā
ganDakelikA	gandhakelikā
ganDakokilA	gandhakokilā
ganDakusumA	gandhakusumā
ganDakuwI	gandhakuṭī
ganDalatA	gandhalatā
ganDalolupA	gandhalolupā
ganDamAMsI	gandhamāṃsī
ganDamAdanI	gandhamādanī
ganDamAdinI	gandhamādinī
ganDamAlatI	gandhamālatī
ganDamUlI	gandhamūlī
ganDamUlikA	gandhamūlikā
ganDamUzI	gandhamūṣī
ganDamaYjarI	gandhamañjarī
ganDamfgARqajA	gandhamṛgāṇḍajā
ganDamohinI	gandhamohinī
ganDanAkulI	gandhanākulī
ganDanAlI	gandhanālī
ganDanAlikA	gandhanālikā
ganDanAqI	gandhanāḍī
ganDaniSA	gandhaniśā
ganDanilayA	gandhanilayā
ganDapItA	gandhapītā
ganDapUtanA	gandhapūtanā
ganDapalASI	gandhapalāśī
ganDapalASikA	gandhapalāśikā
ganDapattrI	gandhapattrī
ganDapattrikA	gandhapattrikā
ganDapiNgalA	gandhapiṅgalā
ganDapiSAcikA	gandhapiśācikā
ganDarAjI	gandharājī
ganDaratA	gandharatā
ganDarvI	gandharvī
ganDarvadattA	gandharvadattā
ganDarvakanyA	gandharvakanyā
ganDarvapatnI	gandharvapatnī
ganDarvavidyA	gandharvavidyā
ganDarvezWA	gandharveṣṭhā
ganDasUyI	gandhasūyī
ganDasuKI	gandhasukhī
ganDavajrA	gandhavajrā
ganDavajrI	gandhavajrī
ganDavallI	gandhavallī
ganDavallarI	gandhavallarī
ganDavatI	gandhavatī
ganDavawikA	gandhavaṭikā
ganDecCA	gandhecchā
ganDolI	gandholī
gandikA	gandikā
gantrI	gantrī
gantrikA	gantrikā
gaqqAlikA	gaḍḍālikā
gaqqArikA	gaḍḍārikā
garADikA	garādhikā
garAgarI	garāgarī
garAzikA	garāṣikā
garBASaNkA	garbhāśaṅkā
garBaDarA	garbhadharā
garBaGAtinI	garbhaghātinī
garBaSayyA	garbhaśayyā
garBadAsI	garbhadāsī
garBadAtrI	garbhadātrī
garBagrAhikA	garbhagrāhikā
garBagurvI	garbhagurvī
garBanABinAqI	garbhanābhināḍī
garBanAqI	garbhanāḍī
garBapAtinI	garbhapātinī
garBarakzA	garbharakṣā
garBatA	garbhatā
garBavatI	garbhavatī
garBavedinI	garbhavedinī
garBayozA	garbhayoṣā
garBayutA	garbhayutā
garBeSvaratA	garbheśvaratā
garBiRI	garbhiṇī
garBitatA	garbhitatā
garBopaGAtinI	garbhopaghātinī
garI	garī
garaGnI	garaghnī
gardaBI	gardabhī
gardaBIvidyA	gardabhīvidyā
gardaBaSAKI	gardabhaśākhī
gardaBavallI	gardabhavallī
gardaBejyA	gardabhejyā
gardaBikA	gardabhikā
gargI	gargī
gargaBArgavikA	gargabhārgavikā
gargaBagiRI	gargabhagiṇī
gargaBaginI	gargabhaginī
gargarI	gargarī
gargarikA	gargarikā
gargasaMhitA	gargasaṃhitā
garhA	garhā
garikA	garikā
garmUwI	garmūṭī
garmUwikA	garmūṭikā
garmowikA	garmoṭikā
garmuwikA	garmuṭikā
gartakI	gartakī
gartezWA	garteṣṭhā
gartikA	gartikā
garuqI	garuḍī
garvarI	garvarī
gatADvA	gatādhvā
gatArtavA	gatārtavā
gatI	gatī
gataBI	gatabhī
gataBartfkA	gatabhartṛkā
gataSrI	gataśrī
gatilA	gatilā
gatvA	gatvā
gatvI	gatvī
gavAcI	gavācī
gavAdanI	gavādanī
gavI	gavī
gavInI	gavīnī
gavInikA	gavīnikā
gavIqA	gavīḍā
gavacI	gavacī
gavayI	gavayī
gaveSakA	gaveśakā
gavequkA	gaveḍukā
gavinI	gavinī
gehI	gehī
gehiRI	gehiṇī
gehinI	gehinī
gfBItvA	gṛbhītvā
gfDnutA	gṛdhnutā
gfDrI	gṛdhrī
gfDranaKI	gṛdhranakhī
gfDraputrikA	gṛdhraputrikā
gfDrasI	gṛdhrasī
gfDravaktrA	gṛdhravaktrā
gfDrikA	gṛdhrikā
gfhASayA	gṛhāśayā
gfhASrayA	gṛhāśrayā
gfhAlI	gṛhālī
gfhAlikI	gṛhālikī
gfhAvagrahaRI	gṛhāvagrahaṇī
gfhAvagrahiRI	gṛhāvagrahiṇī
gfhItagarBA	gṛhītagarbhā
gfhItvA	gṛhītvā
gfhaGnI	gṛhaghnī
gfhaRI	gṛhaṇī
gfhaSreRI	gṛhaśreṇī
gfhabalidevatA	gṛhabalidevatā
gfhacullI	gṛhacullī
gfhadAsI	gṛhadāsī
gfhadAsikA	gṛhadāsikā
gfhadevI	gṛhadevī
gfhadevatA	gṛhadevatā
gfhagoDA	gṛhagodhā
gfhagoDikA	gṛhagodhikā
gfhagolikA	gṛhagolikā
gfhagopikA	gṛhagopikā
gfhajAlikA	gṛhajālikā
gfhakakzyA	gṛhakakṣyā
gfhakanyA	gṛhakanyā
gfhakumArI	gṛhakumārī
gfhamAcikA	gṛhamācikā
gfhamArjanI	gṛhamārjanī
gfhamUQaDI	gṛhamūḍhadhī
gfhameDitA	gṛhamedhitā
gfhamocikA	gṛhamocikā
gfhanadikA	gṛhanadikā
gfhapUjA	gṛhapūjā
gfhapatnI	gṛhapatnī
gfharakzA	gṛharakṣā
gfhasTatA	gṛhasthatā
gfhasvAminI	gṛhasvāminī
gfhatawI	gṛhataṭī
gfhavAwI	gṛhavāṭī
gfhavAwikA	gṛhavāṭikā
gfhavfkzavAwikA	gṛhavṛkṣavāṭikā
gfheSvarI	gṛheśvarī
gfhiRI	gṛhiṇī
gfholikA	gṛholikā
gfhyakArikA	gṛhyakārikā
gfzwikA	gṛṣṭikā
giriRadI	giriṇadī
giriSAlinI	giriśālinī
giriSAyikA	giriśāyikā
girigaNgA	girigaṅgā
giriguhA	giriguhā
girihvA	girihvā
girijAdevI	girijādevī
girikadalI	girikadalī
girikarRA	girikarṇā
girikarRI	girikarṇī
girikarRikA	girikarṇikā
girimallikA	girimallikā
girinadI	girinadī
girinadikA	girinadikā
girinandinI	girinandinī
girinimnagA	girinimnagā
giripriyA	giripriyā
girisravA	girisravā
giristanI	giristanī
girivartikA	girivartikā
girizWA	giriṣṭhā
giryAhvA	giryāhvā
gmA	gmā
gnA	gnā
gnAspatnI	gnāspatnī
goDApadI	godhāpadī
goDApadikA	godhāpadikā
goDAvIRAkA	godhāvīṇākā
goDAvatI	godhāvatī
goDUlikA	godhūlikā
goDUmI	godhūmī
goDikA	godhikā
goDinI	godhinī
goPaRA	gophaṇā
goPaRikA	gophaṇikā
goRI	goṇī
goRItarI	goṇītarī
goRikA	goṇikā
goRqAkrI	goṇḍākrī
goRqakirI	goṇḍakirī
gocCA	gocchā
gocapalA	gocapalā
gocarapIqA	gocarapīḍā
gocaratA	gocaratā
gocaryA	gocaryā
godAvarI	godāvarī
godohanI	godohanī
godohikA	godohikā
godugDadA	godugdhadā
gohAliyA	gohāliyā
goharItakI	goharītakī
gohatyA	gohatyā
gohiMsA	gohiṃsā
gojA	gojā
gojAparRI	gojāparṇī
gojI	gojī
gojihvA	gojihvā
gojihvikA	gojihvikā
gokA	gokā
gokAmyA	gokāmyā
gokarRI	gokarṇī
gokirAwI	gokirāṭī
gokirAwikA	gokirāṭikā
gokulodBavA	gokulodbhavā
gokzuradugDA	gokṣuradugdhā
golANgulI	golāṅgulī
golAvalI	golāvalī
golakrIqA	golakrīḍā
golattikA	golattikā
golikA	golikā
golomI	golomī
golomikA	golomikā
gomUtrikA	gomūtrikā
gomacarcikA	gomacarcikā
gomahizadA	gomahiṣadā
gomakzikA	gomakṣikā
gomatI	gomatī
gomatallikA	gomatallikā
gomayacCattrikA	gomayacchattrikā
gomayakArzI	gomayakārṣī
gomayotTA	gomayotthā
gomfgakAkacaryA	gomṛgakākacaryā
gomuKI	gomukhī
gomuKyA	gomukhyā
gonandI	gonandī
gonasI	gonasī
gopAlArcanacandrikA	gopālārcanacandrikā
gopAlI	gopālī
gopAlakarkawI	gopālakarkaṭī
gopAlakelicandrikA	gopālakelicandrikā
gopAlasahasranAmaBUzaRA	gopālasahasranāmabhūṣaṇā
gopAlasarasvatI	gopālasarasvatī
gopAlatApinI	gopālatāpinī
gopAlikA	gopālikā
gopAlottaratApinI	gopālottaratāpinī
gopAnasI	gopānasī
gopAzwamI	gopāṣṭamī
gopI	gopī
gopInATasaptaSatI	gopīnāthasaptaśatī
gopaBadrikA	gopabhadrikā
gopaGaRqA	gopaghaṇḍā
gopaGoRwA	gopaghoṇṭā
gopajalA	gopajalā
gopakanyA	gopakanyā
gopakanyakA	gopakanyakā
gopakarkawikA	gopakarkaṭikā
gopakzanetratA	gopakṣanetratā
gopanIyatA	gopanīyatā
gopatA	gopatā
gopavaDUwI	gopavadhūṭī
gopavallI	gopavallī
gopinI	gopinī
gopotalikA	gopotalikā
gopuwA	gopuṭā
goqumbikA	goḍumbikā
gorAwI	gorāṭī
gorAwikA	gorāṭikā
gorakzI	gorakṣī
gorakzadugDA	gorakṣadugdhā
gorakzakarkawI	gorakṣakarkaṭī
gorakzatumbI	gorakṣatumbī
gorikA	gorikā
gorocanA	gorocanā
gosAvitrI	gosāvitrī
gosUtrikA	gosūtrikā
gosahasrI	gosahasrī
gosevA	gosevā
gostanI	gostanī
gotA	gotā
gotamI	gotamī
gotamapfcCA	gotamapṛcchā
gotrAKyA	gotrākhyā
gotradevatA	gotradevatā
gotrakIlA	gotrakīlā
gotrapravaramaYjarI	gotrapravaramañjarī
govITI	govīthī
govaSA	govaśā
govandanI	govandanī
govarDanasaptaSatI	govardhanasaptaśatī
goviDA	govidhā
govindArcanasuDA	govindārcanasudhā
govindadvAdaSI	govindadvādaśī
govindinI	govindinī
govizWA	goviṣṭhā
gozA	goṣā
gozAdI	goṣādī
gozWAzwamI	goṣṭhāṣṭamī
gozWI	goṣṭhī
gozWISAlA	goṣṭhīśālā
gozeDA	goṣedhā
grAhiRI	grāhiṇī
grAmaDarA	grāmadharā
grAmaRI	grāmaṇī
grAmacaryA	grāmacaryā
grAmadevatA	grāmadevatā
grAmajA	grāmajā
grAmajanizpAvI	grāmajaniṣpāvī
grAmakulAlikA	grāmakulālikā
grAmakumArikA	grāmakumārikā
grAmamadgurikA	grāmamadgurikā
grAmamahizI	grāmamahiṣī
grAmamaryAdA	grāmamaryādā
grAmaputrikA	grāmaputrikā
grAmaraTyA	grāmarathyā
grAmasImA	grāmasīmā
grAmatA	grāmatā
grAmawikA	grāmaṭikā
grAmazaRqikA	grāmaṣaṇḍikā
grAmiRI	grāmiṇī
grAmyakarkawI	grāmyakarkaṭī
grAmyakoSAtakI	grāmyakośātakī
grAmyamadgurikA	grāmyamadgurikā
grAmyatA	grāmyatā
grAmyavArttA	grāmyavārttā
grAmyavallaBA	grāmyavallabhā
grAsI	grāsī
grAsikA	grāsikā
grAvastotriyA	grāvastotriyā
grEzmI	graiṣmī
