slp1	iast
mArgapAlI	mārgapālī
mArizA	māriṣā
mArjArI	mārjārī
mArjAraganDA	mārjāragandhā
mArjAraganDikA	mārjāragandhikā
mArjArakarRI	mārjārakarṇī
mArjArakarRikA	mārjārakarṇikā
mArjanA	mārjanā
mArjanI	mārjanī
mArjitA	mārjitā
mArkaRqikA	mārkaṇḍikā
mArttaRqavallaBA	mārttaṇḍavallabhā
mAsavarttikA	māsavarttikā
mAsurI	māsurī
mAtA	mātā
mAtAlI	mātālī
mAtAmahI	mātāmahī
mAtaNgI	mātaṅgī
mAtariSvA	mātariśvā
mAtfkA	mātṛkā
mAtfsiMhI	mātṛsiṃhī
mAtfvAhinI	mātṛvāhinī
mAtfzvasA	mātṛṣvasā
mAtfzvaseyI	mātṛṣvaseyī
mAtfzvasrIyA	mātṛṣvasrīyā
mAtrA	mātrā
mAtulA	mātulā
mAtulAnI	mātulānī
mAtulI	mātulī
mAtuluNgA	mātuluṅgā
mAtuluNgikA	mātuluṅgikā
mAyA	māyā
mAyAjIvI	māyājīvī
mAyAsItA	māyāsītā
mAyAvI	māyāvī
mAyAvatI	māyāvatī
mAyI	māyī
mAyUrI	māyūrī
mAzaparRI	māṣaparṇī
mETilI	maithilī
mEnAkasvasA	mainākasvasā
mEndahA	maindahā
mEtrI	maitrī
mEtreyikA	maitreyikā
mI	mī
mImAMsA	mīmāṃsā
mInA	mīnā
mInARqI	mīnāṇḍī
mInAkzI	mīnākṣī
mInaGAtI	mīnaghātī
mInagoDikA	mīnagodhikā
mInanetrA	mīnanetrā
mOYjI	mauñjī
mOYjIpatrA	mauñjīpatrā
mOktikaprasavA	mauktikaprasavā
mOnI	maunī
mOrvvI	maurvvī
mOzwA	mauṣṭā
mUlI	mūlī
mUlakArikA	mūlakārikā
mUlakamUlA	mūlakamūlā
mUlakaparRI	mūlakaparṇī
mUlaparRI	mūlaparṇī
mUlapotI	mūlapotī
mUrKatA	mūrkhatā
mUrcCA	mūrcchā
mUrcCanA	mūrcchanā
mUrdDA	mūrddhā
mUrdDakarRI	mūrddhakarṇī
mUrvvA	mūrvvā
mUtraPalA	mūtraphalā
mUtralA	mūtralā
mUzAkarRI	mūṣākarṇī
mUzI	mūṣī
mUzIkA	mūṣīkā
mUzIkakarRI	mūṣīkakarṇī
mUzakA	mūṣakā
mUzakakarRI	mūṣakakarṇī
mUzakamArI	mūṣakamārī
mUzikA	mūṣikā
mUzikaparRI	mūṣikaparṇī
mUziparRikA	mūṣiparṇikā
maDUlI	madhūlī
maDUlikA	madhūlikā
maDuKarjjUrikA	madhukharjjūrikā
maDuPalikA	madhuphalikā
maDuSarkarA	madhuśarkarā
maDuSreRI	madhuśreṇī
maDuSvAsA	madhuśvāsā
maDubahulA	madhubahulā
maDucCadA	madhucchadā
maDudUtI	madhudūtī
maDuhA	madhuhā
maDujA	madhujā
maDukA	madhukā
maDukarkawI	madhukarkaṭī
maDukarkawikA	madhukarkaṭikā
maDukukkuwI	madhukukkuṭī
maDukukkuwikA	madhukukkuṭikā
maDulatA	madhulatā
maDulehI	madhulehī
maDulikA	madhulikā
maDumajjA	madhumajjā
maDumakzikA	madhumakṣikā
maDumallI	madhumallī
maDumatI	madhumatī
maDunI	madhunī
maDunetA	madhunetā
maDupAkA	madhupākā
maDupAlikA	madhupālikā
maDupAyI	madhupāyī
maDuparRI	madhuparṇī
maDuparRikA	madhuparṇikā
maDupurI	madhupurī
maDupuzpA	madhupuṣpā
maDurA	madhurā
maDurAlApA	madhurālāpā
maDurAlAvunI	madhurālāvunī
maDurakaRwakA	madhurakaṇṭakā
maDuranisvanA	madhuranisvanā
maDurasA	madhurasā
maDurasravA	madhurasravā
maDuratriPalA	madhuratriphalā
maDuravallI	madhuravallī
maDurikA	madhurikā
maDusUdanI	madhusūdanī
maDusravA	madhusravā
maDuvallI	madhuvallī
maDuyazwI	madhuyaṣṭī
maDuyazwikA	madhuyaṣṭikā
maDvijA	madhvijā
maDyA	madhyā
maDyamA	madhyamā
maDyamikA	madhyamikā
maGAtrayodaSI	maghātrayodaśī
maGI	maghī
maGavA	maghavā
maGavatI	maghavatī
maGonI	maghonī
maKatrAtA	makhatrātā
maNgalA	maṅgalā
maNgalacaRqI	maṅgalacaṇḍī
maNgalacaRqikA	maṅgalacaṇḍikā
maNgalapradA	maṅgalapradā
maNgalyA	maṅgalyā
maNgalyakusumA	maṅgalyakusumā
maNgalyanAmaDeyA	maṅgalyanāmadheyā
maNginI	maṅginī
maNktA	maṅktā
maRI	maṇī
maRicCidrA	maṇicchidrā
maRikarRikA	maṇikarṇikā
maRimAlA	maṇimālā
maRqA	maṇḍā
maRqUkA	maṇḍūkā
maRqUkI	maṇḍūkī
maRqUkamAtA	maṇḍūkamātā
maRqUkaparRI	maṇḍūkaparṇī
maRqalI	maṇḍalī
maRqalapatrikA	maṇḍalapatrikā
maRqapA	maṇḍapā
maRqarI	maṇḍarī
maRqayantI	maṇḍayantī
maRwapI	maṇṭapī
maSaharI	maśaharī
maSakI	maśakī
maTUrA	mathūrā
maTurA	mathurā
maYjA	mañjā
maYjI	mañjī
maYjUzA	mañjūṣā
maYjarI	mañjarī
maYjiPalA	mañjiphalā
maYjikA	mañjikā
maYjizWA	mañjiṣṭhā
maYjugamanA	mañjugamanā
maYjukeSI	mañjukeśī
maYjuzA	mañjuṣā
macarccikA	macarccikā
madAQyA	madāḍhyā
madAlApI	madālāpī
madI	madī
madaBaYjinI	madabhañjinī
madaGnI	madaghnī
madaganDA	madagandhā
madahastinI	madahastinī
madanA	madanā
madanAvasTA	madanāvasthā
madanI	madanī
madanaSalAkA	madanaśalākā
madanacaturddaSI	madanacaturddaśī
madanadvAdaSI	madanadvādaśī
madanasArikA	madanasārikā
madanatrayodaSI	madanatrayodaśī
madanotsavA	madanotsavā
madayantI	madayantī
madayantikA	madayantikā
madgurasI	madgurasī
madirA	madirā
madirAkzI	madirākṣī
madizWA	madiṣṭhā
madodagrA	madodagrā
madotkawA	madotkaṭā
madrasutA	madrasutā
madvA	madvā
madyapuzpA	madyapuṣpā
madyavAsinI	madyavāsinī
magaDA	magadhā
magaDodBavA	magadhodbhavā
mahABItA	mahābhītā
mahABadrA	mahābhadrā
mahABogA	mahābhogā
mahAGUrRA	mahāghūrṇā
mahAGozA	mahāghoṣā
mahAPalA	mahāphalā
mahAPeRA	mahāpheṇā
mahASAKA	mahāśākhā
mahASItA	mahāśītā
mahASORqI	mahāśauṇḍī
mahASUdrI	mahāśūdrī
mahASaRapuzpikA	mahāśaṇapuṣpikā
mahASatA	mahāśatā
mahASatAvarI	mahāśatāvarī
mahASayyA	mahāśayyā
mahASrAvaRikA	mahāśrāvaṇikā
mahASuklA	mahāśuklā
mahASvetA	mahāśvetā
mahASyAmA	mahāśyāmā
mahAbalA	mahābalā
mahAcCidrA	mahācchidrā
mahAdevI	mahādevī
mahAdroRA	mahādroṇā
mahAdroRI	mahādroṇī
mahAganDA	mahāgandhā
mahAguhA	mahāguhā
mahAgulmA	mahāgulmā
mahAhiganDA	mahāhigandhā
mahAhrasvA	mahāhrasvā
mahAjAlI	mahājālī
mahAjawA	mahājaṭā
mahAjvAlA	mahājvālā
mahAjyEzWI	mahājyaiṣṭhī
mahAjyotizmatI	mahājyotiṣmatī
mahAkAlI	mahākālī
mahAkArttikI	mahākārttikī
mahAkaRwakinI	mahākaṇṭakinī
mahAkoSAtakI	mahākośātakī
mahAkoSaPalA	mahākośaphalā
mahAkumBI	mahākumbhī
mahAkumudA	mahākumudā
mahAlIlasarasvatI	mahālīlasarasvatī
mahAlikawaBI	mahālikaṭabhī
mahAmAnasI	mahāmānasī
mahAmArI	mahāmārī
mahAmAtrI	mahāmātrī
mahAmAyA	mahāmāyā
mahAmAyI	mahāmāyī
mahAmUrdDA	mahāmūrddhā
mahAmahAvAruRI	mahāmahāvāruṇī
mahAmedA	mahāmedā
mahAnAqI	mahānāḍī
mahAnIlA	mahānīlā
mahAnIlI	mahānīlī
mahAnadI	mahānadī
mahAnandA	mahānandā
mahAnavamI	mahānavamī
mahAniSA	mahāniśā
mahAnidrA	mahānidrā
mahApAtakI	mahāpātakī
mahApatrA	mahāpatrā
mahApraBA	mahāprabhā
mahApuruzadantA	mahāpuruṣadantā
mahApuruzadantikA	mahāpuruṣadantikā
mahApuzpA	mahāpuṣpā
mahArAzwrI	mahārāṣṭrī
mahArogI	mahārogī
mahAromA	mahāromā
mahAsTalI	mahāsthalī
mahAsUkzmA	mahāsūkṣmā
mahAsahA	mahāsahā
mahAsamaNgA	mahāsamaṅgā
mahAskanDA	mahāskandhā
mahAsragvI	mahāsragvī
mahAsuganDA	mahāsugandhā
mahAtAlI	mahātālī
mahAtArA	mahātārā
mahAtIkzRA	mahātīkṣṇā
mahAtamaHpraBA	mahātamaḥprabhā
mahAtiktA	mahātiktā
mahAtmA	mahātmā
mahAvAruRI	mahāvāruṇī
mahAvIrA	mahāvīrā
mahAvIryyA	mahāvīryyā
mahAvallI	mahāvallī
mahAvarA	mahāvarā
mahAvfhatI	mahāvṛhatī
mahAvidyA	mahāvidyā
mahAvratI	mahāvratī
mahAzazWI	mahāṣaṣṭhī
mahAzwamI	mahāṣṭamī
mahElA	mahailā
mahI	mahī
mahIlatA	mahīlatā
mahOzaDI	mahauṣadhī
maharzaBI	maharṣabhī
mahatI	mahatī
mahatIdvAdaSI	mahatīdvādaśī
maheSvarI	maheśvarī
maheSvarakaracyutA	maheśvarakaracyutā
mahelA	mahelā
mahelikA	mahelikā
mahendrARI	mahendrāṇī
mahendrakadalI	mahendrakadalī
mahendranagarI	mahendranagarī
mahendravAruRI	mahendravāruṇī
maheraRA	maheraṇā
mahikA	mahikā
mahilA	mahilā
mahilAhvayA	mahilāhvayā
mahimA	mahimā
mahizAsurahantrI	mahiṣāsurahantrī
mahizI	mahiṣī
mahizIpriyA	mahiṣīpriyā
mahizaGnI	mahiṣaghnī
mahizamarddinI	mahiṣamarddinī
mahizavallI	mahiṣavallī
mahodarI	mahodarī
mahodayA	mahodayā
maholkA	maholkā
mahowI	mahoṭī
mahowikA	mahoṭikā
majjA	majjā
majjUzA	majjūṣā
makarI	makarī
makarandavatI	makarandavatī
makzIkA	makṣīkā
makzikA	makṣikā
malAkA	malākā
malAkarzI	malākarṣī
malApahA	malāpahā
malaBedinI	malabhedinī
malaGnI	malaghnī
maladrAvI	maladrāvī
malahantA	malahantā
malavinASinI	malavināśinī
malayA	malayā
malayaganDinI	malayagandhinī
malinI	malinī
malizWA	maliṣṭhā
mallArI	mallārī
mallI	mallī
mallayAtrA	mallayātrā
mallikA	mallikā
mallikAKyA	mallikākhyā
mamatA	mamatā
manAkA	manākā
manAvI	manāvī
manAyI	manāyī
manIzA	manīṣā
manIzI	manīṣī
manTanaGawI	manthanaghaṭī
manTarA	mantharā
manTinI	manthinī
manaHSilA	manaḥśilā
manasA	manasā
manasAdevI	manasādevī
manasvI	manasvī
manasvinI	manasvinī
mandA	mandā
mandAkinI	mandākinī
mandAkrAntA	mandākrāntā
mandagAmI	mandagāmī
mandajananI	mandajananī
mandatA	mandatā
mandirA	mandirā
mandodarI	mandodarī
mandurA	mandurā
manoguptA	manoguptā
manoharA	manoharā
manoharttA	manoharttā
manohvA	manohvā
manojYA	manojñā
manojanmA	manojanmā
manojavA	manojavā
manoramA	manoramā
mantA	mantā
mantrI	mantrī
mantraRA	mantraṇā
mantradAtA	mantradātā
mantrajA	mantrajā
mantrapUtAtmA	mantrapūtātmā
manujI	manujī
manuzI	manuṣī
manuzyI	manuṣyī
manuzyaDarmmA	manuṣyadharmmā
manyA	manyā
manyAkA	manyākā
marAkAlI	marākālī
marIcikA	marīcikā
marUdBavA	marūdbhavā
marakatapatrI	marakatapatrī
marimA	marimā
markarA	markarā
markawI	markaṭī
markawapippalI	markaṭapippalī
marmmarI	marmmarī
marmmavedI	marmmavedī
maruRqA	maruṇḍā
marudBavA	marudbhavā
marujA	marujā
marunmAlA	marunmālā
marusTA	marusthā
marusamBavA	marusambhavā
marutkriyA	marutkriyā
maruwA	maruṭā
maryyA	maryyā
maryyAdA	maryyādā
masI	masī
masIDAnI	masīdhānī
masInA	masīnā
masUrA	masūrā
masUrI	masūrī
masUravidalA	masūravidalā
masUrikA	masūrikā
masarA	masarā
masfRA	masṛṇā
masiDAnI	masidhānī
masikA	masikā
maskarI	maskarī
masurA	masurā
matallikA	matallikā
matidA	matidā
matkuRA	matkuṇā
matsarA	matsarā
matsarI	matsarī
matsyANgI	matsyāṅgī
matsyAdanI	matsyādanī
matsyAkzI	matsyākṣī
matsyI	matsyī
matsyaDAnI	matsyadhānī
matsyaRqI	matsyaṇḍī
matsyaRqikA	matsyaṇḍikā
matsyabanDI	matsyabandhī
matsyabanDinI	matsyabandhinī
matsyaganDA	matsyagandhā
matsyakaraRqikA	matsyakaraṇḍikā
matsyapittA	matsyapittā
matsyaveDanI	matsyavedhanī
matsyavinnA	matsyavinnā
matsyodarI	matsyodarī
mattA	mattā
mattakASinI	mattakāśinī
matteBagamanA	mattebhagamanā
mawacI	maṭacī
mayI	mayī
mayUrI	mayūrī
mayUraSiKA	mayūraśikhā
mayUracUqA	mayūracūḍā
mayUravidalA	mayūravidalā
mayUrikA	mayūrikā
mazikUpI	maṣikūpī
meDAvI	medhāvī
meDAvatI	medhāvatī
meDAvinI	medhāvinī
meDyA	medhyā
meGAnandA	meghānandā
meGAnandI	meghānandī
meGamAlA	meghamālā
meGanAdAnulAsI	meghanādānulāsī
meGanAmA	meghanāmā
meGavarRA	meghavarṇā
meKalA	mekhalā
meKalAdrijA	mekhalādrijā
meKalakanyakA	mekhalakanyakā
meQraSfNgI	meḍhraśṛṅgī
meTI	methī
meTikA	methikā
meTinI	methinī
mecakABiDA	mecakābhidhā
medaHsArA	medaḥsārā
medinI	medinī
medodBavA	medodbhavā
medovatI	medovatī
medurA	medurā
mehaGnI	mehaghnī
mehanA	mehanā
mekalAdrijA	mekalādrijā
mekalakanyakA	mekalakanyakā
melA	melā
melAnandA	melānandā
menA	menā
menAjA	menājā
menDI	mendhī
menDikA	mendhikā
menakA	menakā
menakAtmajA	menakātmajā
mewulA	meṭulā
mezA	meṣā
mezAntrI	meṣāntrī
mezI	meṣī
mezaSfNgI	meṣaśṛṅgī
mezavallI	meṣavallī
mezavizARikA	meṣaviṣāṇikā
mezikA	meṣikā
mfRAlI	mṛṇālī
mfRAlinI	mṛṇālinī
mfdaNgI	mṛdaṅgī
mfdaNgaPalinI	mṛdaṅgaphalinī
mfdinI	mṛdinī
mfducarmmI	mṛducarmmī
mfdugamanA	mṛdugamanā
mfdupatrI	mṛdupatrī
mfdutA	mṛdutā
mfdvI	mṛdvī
mfdvIkA	mṛdvīkā
mfgARqajA	mṛgāṇḍajā
mfgAdanI	mṛgādanī
mfgAkzI	mṛgākṣī
mfgI	mṛgī
mfgaBakzA	mṛgabhakṣā
mfgaRA	mṛgaṇā
mfgaSIrzA	mṛgaśīrṣā
mfgaSirA	mṛgaśirā
mfgabanDanI	mṛgabandhanī
mfgagAminI	mṛgagāminī
mfgajAlikA	mṛgajālikā
mfgamadavAsA	mṛgamadavāsā
mfganABijA	mṛganābhijā
mfganetrA	mṛganetrā
mfgarAwikA	mṛgarāṭikā
mfgarasA	mṛgarasā
mfgatfzA	mṛgatṛṣā
mfgatfzRA	mṛgatṛṣṇā
mfgatfzRikA	mṛgatṛṣṇikā
mfgayA	mṛgayā
mfgekzaRA	mṛgekṣaṇā
mfgendrASI	mṛgendrāśī
mfqI	mṛḍī
mftKalinI	mṛtkhalinī
mftPalI	mṛtphalī
mftasaYjIvanI	mṛtasañjīvanī
mftasvamoktA	mṛtasvamoktā
mftavatsA	mṛtavatsā
mftkirA	mṛtkirā
mftsA	mṛtsā
mftsnA	mṛtsnā
mfttikA	mṛttikā
mftyuPalA	mṛtyuphalā
mfzADyAyI	mṛṣādhyāyī
mfzAvAdI	mṛṣāvādī
miSI	miśī
miSrapuzpA	miśrapuṣpā
miSravarRaPalA	miśravarṇaphalā
miSreyA	miśreyā
miSritA	miśritā
miTilA	mithilā
miTyA	mithyā
miTyAsAkzI	mithyāsākṣī
mihikA	mihikā
misI	misī
mitrA	mitrā
mitrasaptamI	mitrasaptamī
mizikA	miṣikā
mnA	mnā
moGA	moghā
moGapuzpA	moghapuṣpā
mocA	mocā
mocI	mocī
mocanI	mocanī
modA	modā
modAQyA	modāḍhyā
modamodinI	modamodinī
modayantI	modayantī
modinI	modinī
mohanA	mohanā
mohanI	mohanī
mohinI	mohinī
morawA	moraṭā
mowA	moṭā
mowakI	moṭakī
mozitA	moṣitā
mradimA	mradimā
muDA	mudhā
muKaDOtA	mukhadhautā
muKaGaRwA	mukhaghaṇṭā
muKaSoDI	mukhaśodhī
muKacIrI	mukhacīrī
muKadUzikA	mukhadūṣikā
muKanivAsinI	mukhanivāsinī
muKavAcikA	mukhavācikā
muKaviluRWikA	mukhaviluṇṭhikā
muKavizWA	mukhaviṣṭhā
muKolkA	mukholkā
muRqA	muṇḍā
muRqAKyA	muṇḍākhyā
muRqI	muṇḍī
muRqIrikA	muṇḍīrikā
muRqitikA	muṇḍitikā
muSalikA	muśalikā
muSawI	muśaṭī
muYjakeSI	muñjakeśī
mucuwI	mucuṭī
mudgaBojI	mudgabhojī
mudgaparRI	mudgaparṇī
muditA	muditā
mudrA	mudrā
mudrikA	mudrikā
mugDA	mugdhā
muhuBAzA	muhubhāṣā
muktA	muktā
muktAlatA	muktālatā
muktAsPowA	muktāsphoṭā
muktAvalI	muktāvalī
muktarasA	muktarasā
mukuwI	mukuṭī
muniKarjjUrikA	munikharjjūrikā
murBiRI	murbhiṇī
murahA	murahā
muralA	muralā
muralI	muralī
murandalA	murandalā
musalI	musalī
muzalI	muṣalī
muzalikA	muṣalikā
nABI	nābhī
nABijanmA	nābhijanmā
nABikA	nābhikā
nABinAlA	nābhinālā
nASI	nāśī
nAdeyI	nādeyī
nAgAYcalA	nāgāñcalā
nAgAYjanA	nāgāñjanā
nAgAhvA	nāgāhvā
nAgI	nāgī
nAgaSuRqI	nāgaśuṇḍī
nAgabalA	nāgabalā
nAgacCatrA	nāgacchatrā
nAgadamanI	nāgadamanī
nAgadantI	nāgadantī
nAgadantikA	nāgadantikā
nAgaganDA	nāgagandhā
nAgahantrI	nāgahantrī
nAgajihvA	nāgajihvā
nAgajihvikA	nāgajihvikā
nAgakumArikA	nāgakumārikā
nAgalatA	nāgalatā
nAgamAtA	nāgamātā
nAgapaYcamI	nāgapañcamī
nAgapatrA	nāgapatrā
nAgapatrI	nāgapatrī
nAgapuzpI	nāgapuṣpī
nAgapuzpaPalA	nāgapuṣpaphalā
nAgapuzpikA	nāgapuṣpikā
nAgarI	nāgarī
nAgaramustA	nāgaramustā
nAgasPotA	nāgasphotā
nAgasuganDA	nāgasugandhā
nAgavITI	nāgavīthī
nAgavallI	nāgavallī
nAgavallarI	nāgavallarī
nAgavallikA	nāgavallikā
nAkI	nākī
nAkulI	nākulī
nAkzatrikI	nākṣatrikī
nAlA	nālā
nAlI	nālī
nAlIkinI	nālīkinī
nAlikA	nālikā
nAlitA	nālitā
nAmAparADI	nāmāparādhī
nAmadvAdaSI	nāmadvādaśī
nAnA	nānā
nAndI	nāndī
nAndImuKI	nāndīmukhī
nAndIvAdI	nāndīvādī
nApitaSAlikA	nāpitaśālikā
nAqI	nāḍī
nAqikA	nāḍikā
nArA	nārā
nArAcI	nārācī
nArAcikA	nārācikā
nArAyaRI	nārāyaṇī
nArI	nārī
nArIkelI	nārīkelī
nArIzwA	nārīṣṭā
nArakI	nārakī
nArikelakzIrI	nārikelakṣīrī
nAsA	nāsā
nAsAcCinnI	nāsācchinnī
nAsikA	nāsikā
nAstikatA	nāstikatā
nAwikA	nāṭikā
nAwyaDarmmikA	nāṭyadharmmikā
nAwyaSAlA	nāṭyaśālā
nAyikA	nāyikā
nEcikI	naicikī
nEmittikakriyA	naimittikakriyā
nEpAlI	naipālī
nErftI	nairṛtī
nIcagA	nīcagā
nIcakA	nīcakā
nIcakI	nīcakī
nIcikI	nīcikī
nIlA	nīlā
nIlASmA	nīlāśmā
nIlAYjanA	nīlāñjanā
nIlAYjanI	nīlāñjanī
nIlAYjasA	nīlāñjasā
nIlAmlI	nīlāmlī
nIlAparAjitA	nīlāparājitā
nIlI	nīlī
nIlaJiRwI	nīlajhiṇṭī
nIlaPalA	nīlaphalā
nIladUrvvA	nīladūrvvā
nIlakrAntA	nīlakrāntā
nIlakuntalA	nīlakuntalā
nIlalohitA	nīlalohitā
nIlamfttikA	nīlamṛttikā
nIlanirguRqI	nīlanirguṇḍī
nIlapiNgalA	nīlapiṅgalā
nIlapunarnavA	nīlapunarnavā
nIlapuzpA	nīlapuṣpā
nIlapuzpI	nīlapuṣpī
nIlapuzpikA	nīlapuṣpikā
nIlavallI	nīlavallī
nIlavfzA	nīlavṛṣā
nIlavuhnA	nīlavuhnā
nIlikA	nīlikā
nIlinI	nīlinī
nIlotpalI	nīlotpalī
nIrAjanA	nīrājanā
nIvI	nīvī
nOkA	naukā
naBaHkrAntI	nabhaḥkrāntī
naBonadI	nabhonadī
naKASI	nakhāśī
naKI	nakhī
naKaparRI	nakhaparṇī
naKapuzpI	nakhapuṣpī
naKarI	nakharī
naKaraYjanI	nakharañjanī
naMzwA	naṃṣṭā
naSitA	naśitā
naSyatprasUtikA	naśyatprasūtikā
nadDrI	naddhrī
nadI	nadī
nadIjA	nadījā
nadIkAntA	nadīkāntā
nadeyI	nadeyī
nagaRA	nagaṇā
nagajA	nagajā
naganandinI	naganandinī
nagarI	nagarī
nagarotTA	nagarotthā
nagnA	nagnā
nagnikA	nagnikā
nakrA	nakrā
naktA	naktā
naktacArI	naktacārī
naktamuKA	naktamukhā
nakulAQyA	nakulāḍhyā
nakulI	nakulī
nakulezwA	nakuleṣṭā
nakzatramAlA	nakṣatramālā
nalI	nalī
naladA	naladā
nalakinI	nalakinī
nalapawwikA	nalapaṭṭikā
nalikA	nalikā
nalinI	nalinī
nalvavartmagA	nalvavartmagā
namaskArI	namaskārī
namasyA	namasyā
nanAndA	nanāndā
nanandA	nanandā
nandA	nandā
nandI	nandī
nandImuKI	nandīmukhī
nandagopitA	nandagopitā
nandakI	nandakī
nandanA	nandanā
nandanamAlA	nandanamālā
nandanandinI	nandanandinī
nandaputtrI	nandaputtrī
nandikA	nandikā
nandinI	nandinī
naptA	naptā
naptrI	naptrī
naqyA	naḍyā
narI	narī
narakadevatA	narakadevatā
narakasTA	narakasthā
naramAlA	naramālā
naramAlinI	naramālinī
naramAnikA	naramānikā
naramAninI	naramāninī
narmmadA	narmmadā
narttakI	narttakī
nasA	nasā
nastA	nastā
nasyA	nasyā
natANgI	natāṅgī
navANgA	navāṅgā
navaDA	navadhā
navaPalikA	navaphalikā
navadolA	navadolā
navadurgA	navadurgā
navakAlikA	navakālikā
navakArikA	navakārikā
navamAlikA	navamālikā
navamI	navamī
navamallikA	navamallikā
navanI	navanī
navasUtikA	navasūtikā
navatI	navatī
navatikA	navatikā
navavarikA	navavarikā
navayOvanA	navayauvanā
navikA	navikā
navoQA	navoḍhā
nawAntikA	naṭāntikā
nawI	naṭī
nayanI	nayanī
nayapIWI	nayapīṭhī
nazwacezwatA	naṣṭaceṣṭatā
nazwendukalA	naṣṭendukalā
nemI	nemī
nepAlikA	nepālikā
netA	netā
netrI	netrī
netrOzaDI	netrauṣadhī
netramInA	netramīnā
netrapuzkarA	netrapuṣkarā
netrarogahA	netrarogahā
nezwA	neṣṭā
nfDarmmA	nṛdharmmā
nfkeSarI	nṛkeśarī
nfpAtmajA	nṛpātmajā
nfpapriyA	nṛpapriyā
nfpapriyaPalA	nṛpapriyaphalā
nfpavallaBA	nṛpavallabhā
nfsiMhacaturddaSI	nṛsiṃhacaturddaśī
niGaRwikA	nighaṇṭikā
niHSalyA	niḥśalyā
niHSrayaRI	niḥśrayaṇī
niHSrayiRI	niḥśrayiṇī
niHSreRI	niḥśreṇī
niHSreRikA	niḥśreṇikā
niHsArA	niḥsārā
niHsnehA	niḥsnehā
niPalA	niphalā
niRqikA	niṇḍikā
niSA	niśā
niSABaNgA	niśābhaṅgā
niSAcarI	niśācarī
niSAhvA	niśāhvā
niSAnDA	niśāndhā
niSAvedI	niśāvedī
niSITinI	niśīthinī
niSITyA	niśīthyā
niScalA	niścalā
niSipuzpA	niśipuṣpā
niSipuzpI	niśipuṣpī
niSipuzpikA	niśipuṣpikā
niSumBI	niśumbhī
niSumBaSumBamaTanI	niśumbhaśumbhamathanī
niSumBamarddinI	niśumbhamarddinī
niSvAsasaMhitA	niśvāsasaṃhitā
nibanDA	nibandhā
nicikI	nicikī
nidarSanA	nidarśanā
nideSinI	nideśinī
nidezwA	nideṣṭā
nidigDA	nidigdhā
nidigDikA	nidigdhikā
nidrA	nidrā
nihAkA	nihākā
nihantA	nihantā
nikazA	nikaṣā
nikuYjikAmlA	nikuñjikāmlā
nikumBI	nikumbhī
nikzA	nikṣā
nilimpA	nilimpā
nilimpanirJarI	nilimpanirjharī
nilimpikA	nilimpikā
nimIlikA	nimīlikā
nimnagA	nimnagā
nindA	nindā
nipatyA	nipatyā
nirAlambA	nirālambā
nirAtapA	nirātapā
nirJarI	nirjharī
nirJariRI	nirjhariṇī
nirUQA	nirūḍhā
nirUQalakzaRA	nirūḍhalakṣaṇā
niraYjanA	nirañjanā
nirasA	nirasā
niravahAlikA	niravahālikā
nirddahanI	nirddahanī
nirddezwA	nirddeṣṭā
nirganDapuzpI	nirgandhapuṣpī
nirguRWI	nirguṇṭhī
nirguRqI	nirguṇḍī
nirhArI	nirhārī
niriNgiRI	niriṅgiṇī
nirjjalEkAdaSI	nirjjalaikādaśī
nirjjarA	nirjjarā
nirlvayanI	nirlvayanī
nirmmAlyA	nirmmālyā
nirmmaDyA	nirmmadhyā
nirvvIjA	nirvvījā
nirvvIrA	nirvvīrā
nirvvinDyA	nirvvindhyā
nirvvizA	nirvviṣā
nisftA	nisṛtā
nisnehaPalA	nisnehaphalā
nispfhA	nispṛhā
nistanI	nistanī
nistriMSaDArI	nistriṃśadhārī
nistriMSapatrikA	nistriṃśapatrikā
nitambinI	nitambinī
nityA	nityā
nityABEravI	nityābhairavī
nityadA	nityadā
nityayOvanA	nityayauvanā
nivAsI	nivāsī
nivItI	nivītī
nivarA	nivarā
nivfttAtmA	nivṛttātmā
niyamasevA	niyamasevā
niyantA	niyantā
niyatI	niyatī
niyodDA	niyoddhā
niyogI	niyogī
nizAdI	niṣādī
nizPalA	niṣphalā
nizPalI	niṣphalī
nizWA	niṣṭhā
nizaNgI	niṣaṅgī
nizadvarI	niṣadvarī
nizadyA	niṣadyā
nizkalA	niṣkalā
nizkalI	niṣkalī
nizkuwI	niṣkuṭī
nizpAdanA	niṣpādanā
nizpAvI	niṣpāvī
nizpatrikA	niṣpatrikā
nopasTAtA	nopasthātā
nrasTimAlI	nrasthimālī
nyAyI	nyāyī
nyAyasAriRI	nyāyasāriṇī
nyagroDA	nyagrodhā
nyagroDI	nyagrodhī
nyagroDaparimaRqalA	nyagrodhaparimaṇḍalā
nyakArukA	nyakārukā
oNkArA	oṅkārā
odanAhvA	odanāhvā
odanI	odanī
odanikA	odanikā
okkaRI	okkaṇī
okodanI	okodanī
oqI	oḍī
oqikA	oḍikā
oqrAKyA	oḍrākhyā
ozWI	oṣṭhī
ozWopamaPalA	oṣṭhopamaphalā
ozaDI	oṣadhī
ozaRI	oṣaṇī
pAMSukulI	pāṃśukulī
pAMSulA	pāṃśulā
pAMSurAgiRI	pāṃśurāgiṇī
pARigfhItI	pāṇigṛhītī
pARikacCapikA	pāṇikacchapikā
pARisargyA	pāṇisargyā
pARqarapuzpikA	pāṇḍarapuṣpikā
