acc_L	ncc_id	match_tier	score	acc_match_key	ncc_match_key	provenance
2222	2_222_a_3798	A	1.0	asvalayanayajnikapaddhati	asvalayanayajnikapaddhati	auto
4760	4_342_b_4114	A	1.0	krsnamaharnava	krsnamaharnava	auto
21658	28_2_b_19	A	1.0	vakyakaranasiddhanta	vakyakaranasiddhanta	auto
36642	26_209_a_2192	A	1.0	lalitatripurasundarimanasapuja	lalitatripurasundarimanasapuja	auto
27154	37_336_a_3853	A	1.0	saptarsisvaramahatmya	saptarsisvaramahatmya	auto
19811	24_65_b_674	A	1.0	ramakrsnamisra	ramakrsnamisra	auto
1348	1_433_a_6695	A	1.0	asokamanjari	asokamanjari	auto
27156	37_339_b_3903	A	1.0	saptavibhaktinirnaya	saptavibhaktinirnaya	auto
36754	27_167_a_2015	A	1.0	varunasraddha	varunasraddha	auto
16303	17_212_a_2064	A	1.0	bhuratna	bhuratna	auto
40393	11_245_b_3513	A	1.0	pallipatanavidhi	pallipatanavidhi	auto
23547	31_193_a_1932	A	1.0	vedantadipika	vedantadipika	auto
23547	31_193_a_1933	A	1.0	vedantadipika	vedantadipika	auto
15062	13_293_a_3971	A	1.0	balasastringorde	balasastringorde	auto
35988	22_40_b_378	A	1.0	yaskopanisad	yaskopanisad	auto
14776	13_223_a_2807	A	1.0	batukapanjara	batukapanjara	auto
45789	21_177_a_1702	A	1.0	maitravarunapaddhati	maitravarunapaddhati	auto
3663	3_305_a_4431	A	1.0	kandopakramani	kandopakramani	auto
32250	4_253_b_2838	A	1.0	kuvalayanandakhandana	kuvalayanandakhandana	auto
24749	33_175_a_1970	A	1.0	sasapadasakti	sasapadasakti	auto
31472	1_237_b_3878	A	1.0	anyathakhyatikantakoddhara	anyathakhyatikantakoddhara	auto
25823	35_201_b_2302	A	1.0	sraddhakasika	sraddhakasika	auto
7602	7_109_b_1971	A	1.0	chagaleya	chagaleya	auto
7602	7_110_a_1972	A	1.0	chagaleya	chagaleya	auto
7602	7_110_a_1973	A	1.0	chagaleya	chagaleya	auto
30751	7_109_b_1971	A	1.0	chagaleya	chagaleya	auto
30751	7_110_a_1972	A	1.0	chagaleya	chagaleya	auto
30751	7_110_a_1973	A	1.0	chagaleya	chagaleya	auto
14765	13_214_a_2627	A	1.0	phetkarinitantra	phetkarinitantra	auto
45038	13_214_a_2627	A	1.0	phetkarinitantra	phetkarinitantra	auto
10835	9_293_a_4843	A	1.0	dhaturatnakara	dhaturatnakara	auto
10835	9_293_a_4844	A	1.0	dhaturatnakara	dhaturatnakara	auto
10835	9_293_a_4845	A	1.0	dhaturatnakara	dhaturatnakara	auto
33855	9_293_a_4843	A	1.0	dhaturatnakara	dhaturatnakara	auto
33855	9_293_a_4844	A	1.0	dhaturatnakara	dhaturatnakara	auto
33855	9_293_a_4845	A	1.0	dhaturatnakara	dhaturatnakara	auto
44188	9_293_a_4843	A	1.0	dhaturatnakara	dhaturatnakara	auto
44188	9_293_a_4844	A	1.0	dhaturatnakara	dhaturatnakara	auto
44188	9_293_a_4845	A	1.0	dhaturatnakara	dhaturatnakara	auto
1394	1_443_a_6895	A	1.0	asvayurveda	asvayurveda	auto
1394	1_443_a_6896	A	1.0	asvayurveda	asvayurveda	auto
31599	1_443_a_6895	A	1.0	asvayurveda	asvayurveda	auto
31599	1_443_a_6896	A	1.0	asvayurveda	asvayurveda	auto
42014	1_443_a_6895	A	1.0	asvayurveda	asvayurveda	auto
42014	1_443_a_6896	A	1.0	asvayurveda	asvayurveda	auto
7583	7_106_b_1903	A	1.0	chandovicaya	chandovicaya	auto
7308	7_28_a_425	A	1.0	cikitsamalika	cikitsamalika	auto
8474	8_13_b_226	A	1.0	natvavada	natvavada	auto
9263	8_232_a_3247	A	1.0	trikandamandanaprayoga	trikandamandanaprayoga	auto
15571	15_179_b_1027	A	1.0	bhagavatistuti	bhagavatistuti	auto
45219	15_179_b_1027	A	1.0	bhagavatistuti	bhagavatistuti	auto
20620	25_240_a_1539	A	1.0	rudropanisad	rudropanisad	auto
40985	25_240_a_1539	A	1.0	rudropanisad	rudropanisad	auto
47249	16_72_a_549	A	1.0	bhattasivasvamin	bhattasivasvamin	auto
216	1_78_b_1313	A	1.0	ajanta	ajanta	auto
972	1_307_a_4712	A	1.0	abhinavasakatayana	abhinavasakatayana	auto
24904	33_262_a_2863	A	1.0	saradasarvari	saradasarvari	auto
13335	12_32_a_441	A	1.0	padmamantra	padmamantra	auto
28104	39_116_a_1158	A	1.0	siddhantadipa	siddhantadipa	auto
28104	39_116_a_1159	A	1.0	siddhantadipa	siddhantadipa	auto
28104	39_116_a_1160	A	1.0	siddhantadipa	siddhantadipa	auto
28104	39_116_b_1161	A	1.0	siddhantadipa	siddhantadipa	auto
28104	39_116_b_1162	A	1.0	siddhantadipa	siddhantadipa	auto
28106	39_116_a_1158	A	1.0	siddhantadipa	siddhantadipa	auto
28106	39_116_a_1159	A	1.0	siddhantadipa	siddhantadipa	auto
28106	39_116_a_1160	A	1.0	siddhantadipa	siddhantadipa	auto
28106	39_116_b_1161	A	1.0	siddhantadipa	siddhantadipa	auto
28106	39_116_b_1162	A	1.0	siddhantadipa	siddhantadipa	auto
47843	39_116_a_1158	A	1.0	siddhantadipa	siddhantadipa	auto
47843	39_116_a_1159	A	1.0	siddhantadipa	siddhantadipa	auto
47843	39_116_a_1160	A	1.0	siddhantadipa	siddhantadipa	auto
47843	39_116_b_1161	A	1.0	siddhantadipa	siddhantadipa	auto
47843	39_116_b_1162	A	1.0	siddhantadipa	siddhantadipa	auto
47844	39_116_a_1158	A	1.0	siddhantadipa	siddhantadipa	auto
47844	39_116_a_1159	A	1.0	siddhantadipa	siddhantadipa	auto
47844	39_116_a_1160	A	1.0	siddhantadipa	siddhantadipa	auto
47844	39_116_b_1161	A	1.0	siddhantadipa	siddhantadipa	auto
47844	39_116_b_1162	A	1.0	siddhantadipa	siddhantadipa	auto
8648	8_70_a_792	A	1.0	tattvasamasa	tattvasamasa	auto
8648	8_70_a_793	A	1.0	tattvasamasa	tattvasamasa	auto
30857	8_70_a_792	A	1.0	tattvasamasa	tattvasamasa	auto
30857	8_70_a_793	A	1.0	tattvasamasa	tattvasamasa	auto
33271	8_70_a_792	A	1.0	tattvasamasa	tattvasamasa	auto
33271	8_70_a_793	A	1.0	tattvasamasa	tattvasamasa	auto
40064	8_70_a_792	A	1.0	tattvasamasa	tattvasamasa	auto
40064	8_70_a_793	A	1.0	tattvasamasa	tattvasamasa	auto
43669	8_70_a_792	A	1.0	tattvasamasa	tattvasamasa	auto
43669	8_70_a_793	A	1.0	tattvasamasa	tattvasamasa	auto
24128	32_164_b_1755	A	1.0	vyasapujapaddhati	vyasapujapaddhati	auto
19309	23_133_a_1286	A	1.0	rasamani	rasamani	auto
1842	2_94_a_1670	A	1.0	adhanavidhiparisista	adhanavidhiparisista	auto
705	1_210_b_3417	A	1.0	anumitiparamarsa	anumitiparamarsa	auto
30054	1_210_b_3417	A	1.0	anumitiparamarsa	anumitiparamarsa	auto
41844	1_210_b_3417	A	1.0	anumitiparamarsa	anumitiparamarsa	auto
10839	9_293_b_4856	A	1.0	dhaturupani	dhaturupani	auto
1524	1_487_b_7759	A	1.0	ahetusamaprakarana	ahetusamaprakarana	auto
30129	1_487_b_7759	A	1.0	ahetusamaprakarana	ahetusamaprakarana	auto
1777	2_71_a_1269	A	1.0	adikesavanavaratnamalika	adikesavanavaratnamalika	auto
23269	31_46_b_451	A	1.0	vrndavanakavya	vrndavanakavya	auto
5098	5_90_a_1179	A	1.0	kotisvarivratakatha	kotisvarivratakatha	auto
4912	5_47_a_495	A	1.0	keralasastra	keralasastra	auto
21811	28_88_a_817	A	1.0	vadadrikulisa	vadadrikulisa	auto
8730	8_97_b_1163	A	1.0	tantrasadbhava	tantrasadbhava	auto
4370	4_209_b_2359	A	1.0	kumarabhargaviya	kumarabhargaviya	auto
42675	4_209_b_2359	A	1.0	kumarabhargaviya	kumarabhargaviya	auto
28126	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
28126	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
28126	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
28126	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
28126	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
28126	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
28126	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
28127	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
28128	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
28129	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
28130	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
38666	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_124_a_1249	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_124_b_1250	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_125_b_1251	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_125_b_1252	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_125_b_1253	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_125_b_1254	A	1.0	siddhantamanjari	siddhantamanjari	auto
38667	39_125_b_1255	A	1.0	siddhantamanjari	siddhantamanjari	auto
12706	11_85_a_1384	A	1.0	patu	patu	auto
20395	23_89_b_881	A	1.0	ramesabharati	ramesabharati	auto
6187	6_108_a_1782	A	1.0	grhyasutrapaddhati	grhyasutrapaddhati	auto
6745	6_254_b_4163	A	1.0	grahabhavadhyaya	grahabhavadhyaya	auto
18749	22_130_a_1101	A	1.0	yogasaravali	yogasaravali	auto
18749	22_130_a_1102	A	1.0	yogasaravali	yogasaravali	auto
18749	22_130_a_1103	A	1.0	yogasaravali	yogasaravali	auto
18750	22_130_a_1101	A	1.0	yogasaravali	yogasaravali	auto
18750	22_130_a_1102	A	1.0	yogasaravali	yogasaravali	auto
18750	22_130_a_1103	A	1.0	yogasaravali	yogasaravali	auto
26684	37_102_b_1283	A	1.0	samksepabharata	samksepabharata	auto
26684	37_102_b_1284	A	1.0	samksepabharata	samksepabharata	auto
13216	11_253_a_3635	A	1.0	pavitrestihautra	pavitrestihautra	auto
34499	11_253_a_3635	A	1.0	pavitrestihautra	pavitrestihautra	auto
44684	11_253_a_3635	A	1.0	pavitrestihautra	pavitrestihautra	auto
26864	37_180_a_2110	A	1.0	satyaksetramahatmya	satyaksetramahatmya	auto
38294	37_180_a_2110	A	1.0	satyaksetramahatmya	satyaksetramahatmya	auto
47594	37_180_a_2110	A	1.0	satyaksetramahatmya	satyaksetramahatmya	auto
19588	23_273_b_2570	A	1.0	rajavamsakavya	rajavamsakavya	auto
23962	32_101_b_1076	A	1.0	vyaktiviveka	vyaktiviveka	auto
4720	4_320_a_3835	A	1.0	krsnadasamisra	krsnadasamisra	auto
19894	24_78_b_792	A	1.0	ramagopalasarman	ramagopalasarman	auto
19894	24_78_b_793	A	1.0	ramagopalasarman	ramagopalasarman	auto
19894	24_78_b_794	A	1.0	ramagopalasarman	ramagopalasarman	auto
19894	24_78_b_795	A	1.0	ramagopalasarman	ramagopalasarman	auto
19894	24_78_b_796	A	1.0	ramagopalasarman	ramagopalasarman	auto
19894	24_78_b_797	A	1.0	ramagopalasarman	ramagopalasarman	auto
46158	24_78_b_792	A	1.0	ramagopalasarman	ramagopalasarman	auto
46158	24_78_b_793	A	1.0	ramagopalasarman	ramagopalasarman	auto
46158	24_78_b_794	A	1.0	ramagopalasarman	ramagopalasarman	auto
46158	24_78_b_795	A	1.0	ramagopalasarman	ramagopalasarman	auto
46158	24_78_b_796	A	1.0	ramagopalasarman	ramagopalasarman	auto
46158	24_78_b_797	A	1.0	ramagopalasarman	ramagopalasarman	auto
11892	10_144_a_2366	A	1.0	nirgunatattva	nirgunatattva	auto
26425	36_271_a_2948	A	1.0	saddarsanaviveka	saddarsanaviveka	auto
34304	11_29_a_429	A	1.0	pancapaksinirupana	pancapaksinirupana	auto
44870	12_290_b_4681	A	1.0	pradipadanapaddhati	pradipadanapaddhati	auto
4412	4_232_a_2563	A	1.0	kuruksetramahatmya	kuruksetramahatmya	auto
42684	4_232_a_2563	A	1.0	kuruksetramahatmya	kuruksetramahatmya	auto
4740	4_327_a_3938	A	1.0	krsnaniryanapadavi	krsnaniryanapadavi	auto
26166	36_108_b_1147	A	1.0	srimusnamahatmya	srimusnamahatmya	auto
3802	3_363_a_4992	A	1.0	kamavatara	kamavatara	auto
7341	7_37_b_621	A	1.0	citrakutamahatmya	citrakutamahatmya	auto
43382	7_37_b_621	A	1.0	citrakutamahatmya	citrakutamahatmya	auto
5604	5_247_b_3554	A	1.0	ganapativyasa	ganapativyasa	auto
5604	5_247_b_3555	A	1.0	ganapativyasa	ganapativyasa	auto
5605	5_247_b_3554	A	1.0	ganapativyasa	ganapativyasa	auto
5605	5_247_b_3555	A	1.0	ganapativyasa	ganapativyasa	auto
36185	23_133_b_1291	A	1.0	rasamanasa	rasamanasa	auto
19896	24_79_a_801	A	1.0	ramagovinda	ramagovinda	auto
19896	24_79_a_802	A	1.0	ramagovinda	ramagovinda	auto
19896	24_79_a_803	A	1.0	ramagovinda	ramagovinda	auto
31222	24_79_a_801	A	1.0	ramagovinda	ramagovinda	auto
31222	24_79_a_802	A	1.0	ramagovinda	ramagovinda	auto
31222	24_79_a_803	A	1.0	ramagovinda	ramagovinda	auto
46159	24_79_a_801	A	1.0	ramagovinda	ramagovinda	auto
46159	24_79_a_802	A	1.0	ramagovinda	ramagovinda	auto
46159	24_79_a_803	A	1.0	ramagovinda	ramagovinda	auto
46160	24_79_a_801	A	1.0	ramagovinda	ramagovinda	auto
46160	24_79_a_802	A	1.0	ramagovinda	ramagovinda	auto
46160	24_79_a_803	A	1.0	ramagovinda	ramagovinda	auto
10800	9_283_a_4716	A	1.0	dhavalasmrti	dhavalasmrti	auto
36289	23_307_b_2935	A	1.0	ranayaniputra	ranayaniputra	auto
18538	21_331_a_3541	A	1.0	yasodharabhatta	yasodharabhatta	auto
2394	2_277_b_4778	A	1.0	isvaravarman	isvaravarman	auto
21035	26_207_b_2167	A	1.0	lalitakramadipika	lalitakramadipika	auto
46240	24_235_b_2427	A	1.0	ramasatya	ramasatya	auto
845	1_243_a_3987	A	1.0	apatnikadhana	apatnikadhana	auto
4763	4_344_a_4133	A	1.0	krsnamisra	krsnamisra	auto
4763	4_344_b_4135	A	1.0	krsnamisra	krsnamisra	auto
4763	4_344_b_4136	A	1.0	krsnamisra	krsnamisra	auto
4763	4_344_b_4137	A	1.0	krsnamisra	krsnamisra	auto
4763	4_344_b_4138	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4139	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4140	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4142	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4143	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4144	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4145	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4146	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_a_4147	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_b_4148	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_b_4149	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_b_4150	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_b_4151	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_b_4152	A	1.0	krsnamisra	krsnamisra	auto
4763	4_345_b_4153	A	1.0	krsnamisra	krsnamisra	auto
4764	4_344_a_4133	A	1.0	krsnamisra	krsnamisra	auto
4764	4_344_b_4135	A	1.0	krsnamisra	krsnamisra	auto
4764	4_344_b_4136	A	1.0	krsnamisra	krsnamisra	auto
4764	4_344_b_4137	A	1.0	krsnamisra	krsnamisra	auto
4764	4_344_b_4138	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4139	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4140	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4142	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4143	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4144	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4145	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4146	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_a_4147	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_b_4148	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_b_4149	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_b_4150	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_b_4151	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_b_4152	A	1.0	krsnamisra	krsnamisra	auto
4764	4_345_b_4153	A	1.0	krsnamisra	krsnamisra	auto
4765	4_344_a_4133	A	1.0	krsnamisra	krsnamisra	auto
4765	4_344_b_4135	A	1.0	krsnamisra	krsnamisra	auto
4765	4_344_b_4136	A	1.0	krsnamisra	krsnamisra	auto
4765	4_344_b_4137	A	1.0	krsnamisra	krsnamisra	auto
4765	4_344_b_4138	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4139	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4140	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4142	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4143	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4144	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4145	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4146	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_a_4147	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_b_4148	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_b_4149	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_b_4150	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_b_4151	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_b_4152	A	1.0	krsnamisra	krsnamisra	auto
4765	4_345_b_4153	A	1.0	krsnamisra	krsnamisra	auto
4766	4_344_a_4133	A	1.0	krsnamisra	krsnamisra	auto
4766	4_344_b_4135	A	1.0	krsnamisra	krsnamisra	auto
4766	4_344_b_4136	A	1.0	krsnamisra	krsnamisra	auto
4766	4_344_b_4137	A	1.0	krsnamisra	krsnamisra	auto
4766	4_344_b_4138	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4139	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4140	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4142	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4143	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4144	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4145	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4146	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_a_4147	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_b_4148	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_b_4149	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_b_4150	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_b_4151	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_b_4152	A	1.0	krsnamisra	krsnamisra	auto
4766	4_345_b_4153	A	1.0	krsnamisra	krsnamisra	auto
4767	4_344_a_4133	A	1.0	krsnamisra	krsnamisra	auto
4767	4_344_b_4135	A	1.0	krsnamisra	krsnamisra	auto
4767	4_344_b_4136	A	1.0	krsnamisra	krsnamisra	auto
4767	4_344_b_4137	A	1.0	krsnamisra	krsnamisra	auto
4767	4_344_b_4138	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4139	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4140	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4142	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4143	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4144	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4145	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4146	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_a_4147	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_b_4148	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_b_4149	A	1.0	krsnamisra	krsnamisra	auto
4767	4_345_b_4150	A	1.0	krsnamisra	krsnamisra	auto
