k1	hom	lemma_iast	total_occ	cooccur	collocates
karaGAwa		karaghāṭa	8	8	gargaraka:1|kālindī:1|saurīyaka:1|vidyucchikhā:1|sindhuvāra:1|karambha:1|mātra:1|varāṅga:1
karawa		karaṭa	9	11	kāka:2|ariṣṭa:2|tuṣa:1|cirāyus:1|mahāmāṁsa:1|mukhara:1|kuñjara:1|vaikhānasa:1|prāṁśu:1
karaRin		karaṇin	2	2	kṣetrajña:1|tva:1
karaRqa		karaṇḍa	17	20	paṭa:2|ardha:2|tanu:2|jñāna:1|rasa:1|śiśira:1|viniveśay:1|tīvra:1|upalasāri:1|vāsas:1|vāra:1|grāma:1
karaRqaka		karaṇḍaka	30	44	kṣip:8|ratna:3|ramya:3|gola:2|kāca:2|cūrṇa:2|saptadaśan:1|gup:1|gandha:1|anantara:1|ghaṭa:1|samāyuj:1
karatalA		karatalā	1	1	cakrakāraka:1
karaBaka		karabhaka	2	2	ācāra:1|upabhuj:1
karamardA		karamardā	2	2	puṇya:1|āmra:1
karamBaka		karambhaka	5	5	kanīyaka:1|pūṣan:1|takṣa:1|devasvāmin:1|mṛd:1
karavIra		karavīra	128	189	rakta:10|lāṅgalī:8|ja:7|puṣpa:5|arka:5|rasa:3|puṣpita:3|citraka:3|utpala:3|vana:3|mūla:3|pattra:3
karahAwa		karahāṭa	20	21	maruvaka:2|taraṭa:1|upakuñcikā:1|rāhu:1|kṣura:1|śiphā:1|tagara:1|piṇḍāra:1|śalyaka:1|gajādināmā:1|kuraṅgaka:1|arka:1
karAlajanaka		karālajanaka	5	6	vac:2|saṁvāda:1|manojavā:1|rājan:1|pracch:1
karihasta		karihasta	5	5	caraṇa:1|abhimukha:1|dakṣiṇa:1|nitamba:1|vāma:1
karIra		karīra	8	8	vetra:1|kaṣāya:1|kulaka:1|gāṅgerukī:1|ādhmāna:1|vṛntāka:1|bimbī:1|taila:1
karIraka		karīraka	2	2	ārdraka:1|ākṣika:1
karIza		karīṣa	77	151	agni:40|tuṣa:11|puṭa:6|bhasman:3|yantra:3|pakṣa:3|miśra:3|śuṣka:2|sikatā:2|stha:2|aṅgāra:2|bhūmi:2
karuRAkara		karuṇākara	3	3	śrīrañjaka:1|vac:1|rasa:1
kareRu		kareṇu	73	83	mātaṁga:3|gaja:3|sahasra:3|mahat:2|nāga:2|araṇya:2|vana:2|mitra:1|śveta:1|śiśu:1|naga:1|putra:1
karowi		karoṭi	4	5	asthi:2|pāṇi:1|strī:1|śirastrāṇa:1
karka		karka	12	12	haya:1|vidhi:1|miśra:1|kārkaṭa:1|heman:1|sita:1|kṣudradhātrī:1|śveta:1|rathya:1|godhā:1|rakta:1|vasā:1
karkara		karkara	15	16	pāṣāṇa:2|ādhā:1|cūrṇa:1|dvāra:1|chāyā:1|dah:1|tva:1|ābhāsa:1|phala:1|veṇuka:1|chidra:1|upe:1
karkaSa		karkaśa	148	184	raṇa:8|aṅga:5|tva:4|laghu:3|niṣprabha:2|nīla:2|rūkṣa:2|rājan:2|adhīra:2|ślakṣṇa:2|mṛdu:2|sthira:2
karRaka		karṇaka	13	13	pāvaka:1|mṛdu:1|ṛṣi:1|śonakin:1|pattra:1|upama:1|gaja:1|śiras:1|lāṅgūla:1|hrasva:1|varjay:1|chardi:1
karRakroSa		karṇakrośa	3	5	upasparśana:2|akṣi:2|piśaṅga:1
karRatA		karṇatā	2	2	pūti:1|bhū:1
karRapattraBaNga		karṇapattrabhaṅga	2	2	prayoga:1|gaṇḍa:1
karRapUra		karṇapūra	30	30	pallava:1|mahat:1|aṅkura:1|lobha:1|śekhara:1|nirdhū:1|kadamba:1|anucara:1|karṇikāra:1|vadhū:1|uttama:1|kapītana:1
karRapUraRa		karṇapūraṇa	13	15	kaduṣṇa:2|bādhirya:2|ghna:1|nasya:1|vasti:1|gātra:1|hita:1|khara:1|sarja:1|stanya:1|cūrṇay:1|śaṁs:1
karRaprAvaraRa		karṇaprāvaraṇa	5	5	sneha:1|śaṅkukarṇa:1|oṣṭhakarṇaka:1|mekala:1|puruṣāda:1
karRamowI		karṇamoṭī	3	3	kariṇī:1|avasthā:1|rudantī:1
karRika		karṇika	12	15	padma:4|bodhyaṅga:1|nāla:1|kuntika:1|sita:1|dala:1|lih:1|ākāra:1|madhya:1|bhalla:1|kesara:1|nārāca:1
karRikAra		karṇikāra	107	147	puṣpita:8|vana:6|aśoka:4|vāta:4|prasūna:3|kiṁśuka:3|haridrā:3|tamāla:3|puṣpa:3|dyuti:3|mahat:2|palāśa:2
karpawa		karpaṭa	47	67	mṛd:10|śaṇa:5|mṛttikā:4|ādi:3|dah:2|kṛ:2|naktaka:1|vidhā:1|masṛṇa:1|jṛ:1|sthāna:1|nirmala:1
karpara		karpara	4	5	kapāla:2|tutthaka:1|chidra:1|barhikaṇṭaka:1
karpUrakeli		karpūrakeli	2	2	saras:1|padmapattrā:1
karmAjIva		karmājīva	2	2	brahman:1|lipi:1
karmArha		karmārha	2	2	adhikārin:1|prāpay:1
karzaka		karṣaka	68	94	drāvaka:7|vaṇij:5|cumbaka:3|parjanya:3|vṛṣṭi:3|pratīkṣ:3|uttama:2|kānta:2|devī:2|rasāyana:2|śilpin:2|kṣatra:2
karzU		karṣū	23	37	traya:7|agni:4|tuṣa:2|kuṭī:2|aṅgāra:2|kṛ:2|puruṣa:2|sarit:1|puṭa:1|anala:1|aśmaghana:1|prastara:1
kalaNkin		kalaṅkin	3	3	dṛś:1|kula:1|jaḍa:1
kalatra		kalatra	116	172	putra:15|kula:10|ānī:10|rājan:5|vṛṣṇi:3|mitra:3|viṣṇu:3|sneha:3|abhigamana:2|bhṛtya:2|svāmin:2|duhitṛ:2
kalana		kalana	27	28	kāla:2|svabhāva:1|ujjhita:1|vāsanā:1|kālī:1|gati:1|agra:1|vaśa:1|cal:1|ātmaka:1|tva:1|vyāpāra:1
kalaSa		kalaśa	291	443	soma:18|jala:11|suvarṇa:9|sahasra:7|kuca:7|sudhā:5|hiraṇya:5|toya:5|go:5|stana:4|pārśva:4|kāñcana:4
kalaSapura		kalaśapura	1	1	vedi:1
kalaSodBava		kalaśodbhava	1	1	suyodhana:1
kalaha		kalaha	176	240	priya:12|kali:6|dyūta:5|anta:5|artha:4|ghora:4|putra:4|ḍimba:4|vaira:3|praṇaya:3|īrṣyā:3|vidhitsu:3
kalA		kalā	683	1489	ṣoḍaśa:59|ādi:56|aṁśa:39|tattva:28|kāṣṭhā:27|vidyā:26|ātman:21|kāla:18|ṣoḍaśan:16|ātmaka:13|māyā:12|rūpa:12
kaliNgasenA		kaliṅgasenā	6	6	chāttra:1|rājan:1|tanayā:1|sarasī:1|vṛttānta:1|rumaṇvant:1
kalevara		kalevara	139	192	tyaj:10|sva:8|gṛha:4|śoṣay:4|mahat:4|kāla:3|śarīra:3|tīrtha:3|gam:3|patnī:3|bhāva:2|muc:2
kalpaka		kalpaka	17	18	prasādhaka:2|mantra:1|vaktra:1|uttama:1|gad:1|drāviḍa:1|yājay:1|vṛddhadāruka:1|śaṭī:1|āstaraka:1|brū:1|adhvaryu:1
kalpatA		kalpatā	2	2	sūtra:1|phala:1
kalpalatA		kalpalatā	6	6	revā:1|dvādaśan:1|phala:1|bhūmi:1|tīra:1|abhiśaṅkā:1
kalpavfkza		kalpavṛkṣa	52	61	madhu:4|mahat:3|tāvat:2|prārthanā:2|naś:2|phala:2|yogin:1|anāśrita:1|āvaha:1|manorama:1|saṁtāna:1|ṣaṇḍa:1
kalpasTAna		kalpasthāna	2	2	cikitsā:1|mantra:1
kalmAza		kalmāṣa	44	53	tittiri:5|śabala:2|kalmaṣa:2|asthi:2|veṇu:2|daṇḍa:2|kirmīra:1|ghna:1|kānti:1|hā:1|upahāra:1|śrīmat:1
kalmAzapAda		kalmāṣapāda	23	29	rājan:3|saudāsa:2|bhartṛ:2|rākṣasa:2|saṁjñā:2|gaṅgā:1|śaṅkhaṇa:1|putra:1|bhāryā:1|sarvakarman:1|loka:1|vijana:1
kalya		kalya	84	102	tā:4|citta:4|ṛtumat:4|kāla:3|mātṛ:3|udagra:2|dhvaṁsa:2|kalyāṇa:2|brāhmaṇa:2|bhojana:2|nirāmaya:1|prekṣ:1
kalyARasaptamI		kalyāṇasaptamī	6	6	nāman:1|prasāda:1|vidhi:1|pravac:1|upaśamana:1|kṛ:1
kavara		kavara	12	13	bhara:2|ji:1|bāṣpikā:1|keśa:1|veṣṭa:1|pṛthu:1|mukha:1|dīrghavṛkṣa:1|sraj:1|rathanāman:1|timira:1|kalāpa:1
kavalagraha		kavalagraha	15	15	suvarṇa:1|grah:1|kaṭuka:1|āsya:1|yoga:1|dhāray:1|doṣa:1|dhūma:1|avekṣ:1|vividha:1|tīkṣṇa:1|sampāday:1
kaSmala		kaśmala	83	119	ojas:6|bhū:5|rājan:5|mahat:4|bhīru:4|āviś:4|niṣad:4|rathopastha:3|ghora:3|rāja:3|vīra:2|śakra:2
kaSmIra		kaśmīra	18	20	kuṅkuma:3|śrīmat:1|bhaya:1|gorocana:1|adhirāja:1|pitta:1|vāṇijya:1|nāman:1|videha:1|saṁcintay:1|prāgjyotiṣa:1|kīra:1
kaSyapadvIpa		kaśyapadvīpa	2	2	nāgadvīpa:1|darśana:1
kazaRa		kaṣaṇa	11	11	kaṇṭha:1|āghāta:1|sva:1|kṣaṇana:1|vyatihāra:1|kāmin:1|sakhī:1|ācakṣ:1|jātarūpa:1|tamas:1|kampa:1
kAkatuRqa		kākatuṇḍa	7	9	gandha:2|mūlaka:2|kaṣāya:1|karṇika:1|loha:1|ayas:1|gopucchaka:1
kAkapada		kākapada	13	18	mūrdhan:3|kṛ:2|asṛj:2|ākāra:2|aṅga:1|rekhā:1|carman:1|aṅka:1|vajra:1|bindu:1|mṛtyu:1|trāsa:1
kAkala		kākala	4	4	bherī:1|svadharma:1|śleṣman:1|ghaṇṭā:1
kAkARqa		kākāṇḍa	7	8	phala:2|kākanāsikā:1|kākapīlu:1|ramyaka:1|kākatinduka:1|umā:1|śūkaraśimbi:1
kAkudIka		kākudīka	1	1	pratihartṛ:1
kAkocCvAsa		kākocchvāsa	1	1	vāri:1
kAkzIvata		kākṣīvata	8	8	ādi:1|nodhas:1|bhāryā:1|sukīrti:1|ṛṣi:1|yoni:1|bahu:1|bhū:1
kAca		kāca	259	564	kūpī:80|ṭaṅkaṇa:43|śveta:12|ghaṭī:9|pātra:9|kiṭṭa:8|maya:8|timira:7|kalaśī:7|bhājana:6|mṛttikā:6|kūpikā:6
kAcamala		kācamala	4	5	kuruvinda:2|udbhava:1|kṛtrima:1|vyapoh:1
kAcara		kācara	5	5	udaka:1|agra:1|hiraṇyākṣa:1|kāca:1|akṣa:1
kAYcanaka		kāñcanaka	3	3	kanakarasa:1|kāñcanapuṣpī:1|biḍālaka:1
kAYcanAraka		kāñcanāraka	3	3	girija:1|udbhava:1|gandha:1
kAYcanikA		kāñcanikā	2	2	gaṇikārī:1|mahiṣa:1
kAWaka		kāṭhaka	3	3	ādi:1|yajus:1|sūtra:1
kARqaspfzwa		kāṇḍaspṛṣṭa	1	1	śauca:1
kARqAra		kāṇḍāra	2	2	kuṇṭha:1|tṛṇaśuṇṭha:1
kARva		kāṇva	25	29	nidhana:3|budh:2|bhū:2|pakṣa:1|jantukā:1|suśarman:1|mudgala:1|medhātithi:1|bhṛtya:1|vatsa:1|adrivat:1|barhis:1
kAtantra		kātantra	2	2	tva:1|kāpīputra:1
kAtara		kātara	107	128	tā:5|tva:4|viraha:3|strī:2|manas:2|anugraha:2|śūra:2|cetas:2|saṁgrāma:2|yudh:2|śoka:2|bhaya:2
kAti		kāti	2	2	kāma:1|indra:1
kAtyAyana		kātyāyana	30	38	bṛhaspati:4|saṁvarta:3|kakuda:2|nirgrantha:2|ah:2|kāpya:1|gadgada:1|ṛṣi:1|gautama:1|kaṇva:1|rājan:1|suyajña:1
kAdrava		kādrava	2	2	añjana:1|prāyikatva:1
kAnizWya		kāniṣṭhya	1	1	aparādh:1
kAnti		kānti	410	685	da:22|kara:14|bala:12|kṛt:12|vīrya:11|prada:11|candra:9|rūpa:8|divya:8|smṛti:7|deha:7|śarīra:7
kAntipurI		kāntipurī	2	2	vaṇij:1|valgujā:1
kAntivrata		kāntivrata	1	1	garbha:1
kAntI		kāntī	2	2	pṛthivī:1|kānti:1
kApAli		kāpāli	6	6	vyāli:1|toda:1|khoṭa:1|kandalāyana:1|sūta:1|krama:1
kApAlika		kāpālika	35	43	khaṇḍa:5|vrata:3|yoga:2|ākalpa:2|dhārā:1|rañjana:1|rūpa:1|kalpa:1|brahman:1|khaṇḍin:1|nāgadeva:1|nirgrantha:1
kApila		kāpila	54	63	tejas:3|pīta:2|dvija:2|prakṛti:2|sāṁkhya:2|parama:2|mānava:2|tīrtha:2|āmiṣa:1|rūpa:1|mūtra:1|nava:1
kApileya		kāpileya	7	8	tva:2|pañcaśikha:1|śeṣa:1|mahat:1|bhagavat:1|sambhava:1|janaka:1
kAma	1	kāma	1	1	namas:1
kAmakalA		kāmakalā	2	3	ākhyā:2|rasa:1
kAmakAra	2	kāmakāra	36	43	brāhmaṇa:2|kara:2|kṛ:2|vidhi:2|daiva:2|vṛt:2|dā:2|apracodya:1|pañcan:1|apavyadh:1|śruti:1|priyāla:1
kAmago		kāmago	2	2	ādi:1|ḍhakkā:1
kAmacara		kāmacara	3	4	namas:2|kālagata:1|antika:1
kAmatantra		kāmatantra	1	1	prakaraṇa:1
kAmatIrTa		kāmatīrtha	3	3	kāminī:1|bhṛgutuṅga:1|kāma:1
kAmadeva		kāmadeva	40	50	bhū:3|tejas:3|yoga:2|śrī:2|vapus:2|dina:2|ram:2|avatāra:2|deha:1|kumbhīkā:1|kamalā:1|dvitīyaka:1
kAmanda		kāmanda	3	3	agha:1|saṁvāda:1|ṛṣi:1
kAmandakIya		kāmandakīya	2	2	kauṭilya:1|ah:1
kAmasani		kāmasani	2	2	mantra:1|mānasa:1
kAmasUtra		kāmasūtra	22	23	vātsyāyana:2|caryā:1|śabdayoni:1|adhyāya:1|anavadya:1|grantha:1|pravac:1|praṇī:1|pratipatti:1|nāgarika:1|anuparodhayat:1|aṅgavidyā:1
kAmAkzA		kāmākṣā	2	2	yoni:1|kauśala:1
kAmika		kāmika	6	6	śrīmat:1|kaśmīra:1|ākhyā:1|praṇava:1|kāraṇa:1|deva:1
kAmuka		kāmuka	95	131	yakṣī:15|rājya:8|yuddha:3|ātura:3|daridra:3|bhāryā:3|strī:2|han:2|rājan:2|jana:2|prāp:2|aneka:2
kAmeSvara		kāmeśvara	3	3	vāgdevatā:1|caura:1|pāṇḍava:1
kAyAvarohaRa		kāyāvarohaṇa	2	3	mātṛ:2|carmaṇvatī:1
kAraka	1	kāraka	42	58	kṣaya:6|karman:5|kriyā:2|śaithilya:2|tva:2|prīti:2|āyā:2|vac:2|kṛ:2|parāvasu:1|parameśvara:1|ruci:1
kAraRa	1	kāraṇa	3	3	roga:1|jiti:1|abhibhava:1
kAraRAkzepa		kāraṇākṣepa	1	1	adhyās:1
kAraRqa		kāraṇḍa	9	12	sārasa:3|cakravāka:2|viśeṣa:1|snuhī:1|ādi:1|sarovara:1|haṁsa:1|mayūra:1|plava:1
kArava		kārava	2	2	suvarṇayūthikā:1|tāmraphala:1
kAravellI		kāravellī	19	26	rasa:7|kṣāra:2|kadala:1|goḍumbā:1|triphalā:1|mūtra:1|gandhaka:1|aṅgula:1|loka:1|pattra:1|kāṇḍa:1|śāka:1
kAruRya		kāruṇya	119	152	maitrī:6|ānṛśaṁsya:5|muni:4|puṇya:3|anukampā:3|duḥkha:3|karuṇā:2|saṁsārin:2|ātman:2|mahat:2|dvija:2|bhūta:2
kArkowa		kārkoṭa	5	5	kulattha:1|kopa:1|kusumbhikā:1|kākamācī:1|mūla:1
kArttika		kārttika	72	109	māsa:12|mās:6|ādi:5|anta:4|caitra:3|āśvina:3|prathama:2|āśvayuja:2|as:2|navamī:2|dvādaśī:2|caturdaśī:2
kArdameya		kārdameya	4	5	mahat:2|rājarṣi:1|kṛ:1|saṁtāpa:1
kArdami		kārdami	2	2	māsa:1|hrada:1
kArma		kārma	8	10	mala:2|māyīya:2|mānava:1|kartṛ:1|māyā:1|anugraha:1|artha:1|maya:1
kArmaRa		kārmaṇa	12	12	vilobhana:1|tācchīlya:1|graha:1|dhā:1|saubhāgya:1|pāpman:1|mahat:1|utpāday:1|putra:1|kāraka:1|aneka:1|mālā:1
kArmuka	2	kārmuka	325	568	śara:19|chid:18|mahat:15|dhvaja:13|citra:12|bāṇa:9|ādā:9|dṛḍha:7|bhalla:7|grah:6|samara:6|dhārin:6
kAryAKyA		kāryākhyā	4	7	karaṇa:3|pṛthivī:2|dvividha:1|kārya:1
kArzApaRa		kārṣāpaṇa	68	127	śata:15|sahasra:13|pañcan:9|ṣaṣṭi:6|dvaya:3|ādya:3|kathay:3|vastra:3|upasaṁkram:3|daśan:2|bhāga:2|jñā:2
kArzika	2	kārṣika	36	44	ardha:3|ekaika:3|tāmrika:2|bhāga:2|madhu:2|kalka:2|udaka:1|paṇa:1|āḍhaka:1|pañcalavaṇa:1|svarjika:1|cūrṇay:1
kArzRa		kārṣṇa	5	7	raurava:2|veda:2|vājin:1|samidh:1|ādi:1
kAlajit		kālajit	2	2	garuḍodgāra:1|as:1
kAlatA		kālatā	8	8	anna:1|vibhāvasu:1|anusāra:1|māsa:1|śakya:1|prāp:1|doṣa:1|praiṣa:1
kAlaparRI		kālaparṇī	2	2	kālameṣī:1|vāsavolūka:1
kAlaBErava		kālabhairava	7	8	śaṁkara:2|bhūta:1|astra:1|pāpa:1|brahman:1|andhaka:1|kṛ:1
kAlarudra		kālarudra	17	23	ākhyā:4|tamas:3|namas:2|tryambaka:1|śiṣyā:1|mahat:1|prapūjay:1|tripura:1|saṁkāśa:1|vāhneya:1|upama:1|mātṛkā:1
kAlarUpin		kālarūpin	5	5	śāpa:1|kāla:1|namas:1|iṣ:1|kartṛ:1
kAlasUrya		kālasūrya	10	10	ābha:1|kṛ:1|loka:1|pratīkāśa:1|agni:1|droṇa:1|śoṇita:1|sthā:1|kṛṣṇa:1|virāj:1
kAlAgni		kālāgni	88	131	rudra:13|koṭi:4|sadṛśa:4|saṁnibha:4|tejas:4|rūpa:3|deva:3|saṁkāśa:3|ādi:2|anta:2|bhuvana:2|vidhūma:2
kAlApaka		kālāpaka	2	2	nāman:1|mṛtyu:1
kAlAyasa		kālāyasa	32	38	mahat:3|doṣa:2|piṇḍa:2|ayas:2|vara:2|sīsa:1|āghāta:1|ābharaṇa:1|abhaṅga:1|triśūla:1|bāhu:1|paṭṭiśa:1
kAlika	1	kālika	22	23	ṛtu:2|viśeṣa:1|ga:1|avasthā:1|śuṣka:1|upe:1|kālika:1|āhna:1|auṣadha:1|bahu:1|ṣaṣṭha:1|kath:1
kAlikeya		kālikeya	3	3	vipāśā:1|vīra:1|vadha:1
kAlin		kālin	2	2	matsya:1|niṣphala:1
kAlItantra		kālītantra	1	1	naraka:1
kAlISa		kālīśa	3	4	gautama:2|apaścimaka:1|rājan:1
kAleSvara		kāleśvara	4	4	ekāgra:1|upama:1|ajeśvara:1|kedāra:1
kAlottara		kālottara	2	2	śrīmat:1|nara:1
kAvya	1	kāvya	292	469	uśanas:27|kavi:15|vara:7|mahat:6|duhitṛ:5|devayānī:5|nāṭaka:5|vāc:4|barhiṣad:4|bhū:4|artha:4|alaṁkāra:4
kASeya		kāśeya	2	2	bhavat:1|tyaj:1
kASmIra		kāśmīra	32	34	pītaka:2|drava:2|parṇin:1|kuṅkuma:1|brahmatīrtha:1|kula:1|puṣkara:1|rudhira:1|chidā:1|padma:1|padmapattra:1|kānti:1
kASmIraka		kāśmīraka	3	3	rājan:1|viṣatindu:1|aurasaka:1
kASyapa		kāśyapa	216	348	samyaksambuddha:27|mahātman:11|vac:8|indra:7|brū:6|bhagavant:6|bhikṣu:6|tapas:5|takṣaka:5|mārīca:4|jābāli:4|putra:4
kAzin		kāṣin	2	2	hima:1|vaiyāghrapadya:1
kiMvarRa		kiṁvarṇa	3	3	uccaiḥśravas:1|bhadra:1|kīdṛśa:1
kiMkara		kiṁkara	156	207	yama:9|gaṇa:6|rākṣasa:6|rājan:4|yāmya:3|sahasra:3|rāvaṇa:3|bhū:2|janapada:2|sthā:2|vādin:2|śoṣay:2
kiYculaka		kiñculaka	2	2	gaṇḍūpada:1|ketaka:1
kiYjalka		kiñjalka	70	101	padma:14|saṁnibha:5|utpala:4|varṇa:3|kesara:2|kadamba:2|piśaṅga:2|paṅkaja:2|kamala:2|saṁkāśa:2|kuṅkuma:2|dūrvā:2
kiMdeva		kiṁdeva	1	1	nara:1
kimAcAra		kimācāra	6	8	kimāhāra:2|bhavat:2|saṁsthā:1|vāsa:1|lavaṇa:1|guṇa:1
kimADAra		kimādhāra	4	4	śaṁkara:1|saṁkalpay:1|śambhu:1|nātha:1
kimAhAra		kimāhāra	8	9	kimācāra:2|stava:1|mānava:1|kukṣi:1|vihārin:1|vāsa:1|kathaṁbhūta:1|kṛ:1
kimicCaka		kimicchaka	4	4	vividha:1|sainya:1|alaṁkāra:1|naityaka:1
kiMpraBu		kiṁprabhu	2	2	hita:1|sādhu:1
kiraRa		kiraṇa	192	253	arka:12|indu:8|sahasra:6|śrīmat:5|vac:5|sūrya:5|dinakara:5|ravi:3|candra:3|śaśin:3|tva:2|śīta:2
kirIwa		kirīṭa	120	173	kuṇḍala:7|aṅgada:6|hāra:6|koṭi:5|mālin:5|keyūra:5|mukuṭa:4|agra:4|mūrdhan:3|añjali:3|sāhasra:2|heman:2
kirIwin		kirīṭin	268	405	kuṇḍalin:8|kṛ:8|bhīṣma:8|yuddha:6|pāṇḍava:6|mahat:5|bāṇa:5|dṛś:5|śara:5|vadh:5|bhīma:5|loka:4
kilAwa		kilāṭa	7	7	balya:1|prakṣveḍita:1|guru:1|pīyūṣa:1|anila:1|āmikṣā:1|ādi:1
kilAsa		kilāsa	54	74	kuṣṭha:13|sidhma:3|śvitra:3|gulma:2|nava:2|dāruṇa:2|palita:2|yuj:1|kapha:1|ghna:1|vividha:1|rohiṇī:1
kilikilA		kilikilā	6	11	śabda:3|prakṣveḍita:3|hāhākāra:2|abhijña:1|kṣveḍa:1|hīhīkāra:1
kilima		kilima	13	15	drukilima:2|kuṣṭha:2|bhadradāru:1|ātapa:1|snehavṛkṣa:1|surabhūruha:1|śakradāru:1|sūkṣmailā:1|nāgara:1|surāhva:1|niryāsa:1|smṛ:1
kiSoraka		kiśoraka	2	2	kesarin:1|keśa:1
kizku		kiṣku	21	26	dvātriṁśat:2|sahasra:2|pramāṇa:2|sva:2|vajra:2|nalva:1|mahīpāla:1|śata:1|trayodaśan:1|hasta:1|saṁmā:1|smṛ:1
kIcaka		kīcaka	120	155	veṇu:6|vac:5|draupadī:3|kāma:3|keśānta:3|rājan:3|durātman:3|anila:2|sudeṣṇā:2|brū:2|gṛha:2|sairandhrī:2
kIwa		kīṭa	227	384	pataṁga:32|kṛmi:19|keśa:13|viṣa:13|ādi:8|pipīlika:5|sarpa:5|tva:4|bindula:4|paśu:4|kīṭa:4|pakṣin:4
kIrtimant		kīrtimant	24	25	suṣeṇa:2|rāma:1|āp:1|hrīmat:1|kṛ:1|utsāha:1|jña:1|apasyati:1|sumati:1|dhruva:1|agni:1|jan:1
kIla		kīla	2	2	uras:1|gaṇikā:1
kIlaka		kīlaka	54	70	maya:6|sahasra:4|khadira:3|aṅgula:2|kāṣṭha:2|madhya:2|tala:2|ādi:2|aṣṭan:2|hāni:1|mūla:1|digambara:1
kukavi		kukavi	3	4	tva:2|ātman:1|vartanī:1
kukundara		kukundara	13	14	maṇibandha:2|oṣṭha:1|samutthā:1|ukhā:1|kaṭīkataruṇa:1|vastiśīrṣa:1|nitamba:1|āvarta:1|pṛṣṭhavaṁśa:1|kakṣadhara:1|marman:1|sparśa:1
kukfta		kukṛta	6	6	rājan:1|tva:1|daiva:1|uddhṛ:1|hṛllekha:1|nind:1
kukkuwa		kukkuṭa	2	2	mayūra:1|dṛś:1
kukkuwikA		kukkuṭikā	1	1	jan:1
kukziBeda		kukṣibheda	2	2	kapimukha:1|kanyā:1
kugati		kugati	2	2	stha:1|akṛta:1
kuca		kuca	107	157	kumbha:7|kalaśa:7|kuṅkuma:4|dvaṁdva:4|ghana:3|yugma:3|hṛd:3|ūṣman:3|śroṇi:3|dvaya:3|pīna:3|uttuṅga:3
kucumAra		kucumāra	1	1	pratanu:1
kucela	2	kucela	2	2	kuśāmba:1|ātmaja:1
kucEla		kucaila	2	2	ghāta:1|śabda:1
kuja		kuja	42	49	aṅgāraka:3|ārki:3|ādi:3|bhauma:2|vyaṁśaka:1|kṣitiruha:1|śanivāra:1|locana:1|jīva:1|guṇay:1|ādya:1|sūrya:1
kujIvikA		kujīvikā	2	2	nindā:1|mahiṣa:1
kuYjala		kuñjala	1	1	dhānyāmla:1
kuwa		kuṭa	14	19	kaṭaka:4|piṇḍa:2|ādi:2|ghaṭa:1|kāñjika:1|suvarṇa:1|nipa:1|vikāsin:1|kārya:1|anokaha:1|mukuṭa:1|gāṅ:1
kuwila		kuṭila	36	52	tagara:4|bhāga:4|bala:4|sattva:2|vakra:2|pannaga:2|vimalā:2|bandh:2|gandha:2|tāpya:2|daśan:1|saṁkāśa:1
kuwilANgI		kuṭilāṅgī	1	1	mukha:1
kuwIprAveSika		kuṭīprāveśika	10	11	vidhi:2|vāta:1|mukhya:1|vātātapika:1|kuṭīpraveśa:1|ādi:1|kṛ:1|vac:1|nityaga:1|rasāyana:1
kuwIraka		kuṭīraka	4	4	vega:1|kṛpā:1|parṇa:1|antara:1
kuwumbaka		kuṭumbaka	9	9	vasudhā:1|alpa:1|puṣpodbhava:1|car:1|sva:1|bahu:1|kumati:1|bhūti:1|viśudh:1
kuwwaka		kuṭṭaka	5	5	dvaidheya:1|matsya:1|hasta:1|kuṭṭana:1|nirghāta:1
kuwwana		kuṭṭana	17	19	piṣṭi:2|artha:2|kuṭṭaka:1|rocaka:1|kṛ:1|kuṭṭana:1|tāmra:1|bhūrja:1|śāta:1|pracchāna:1|yuj:1|utpāṭay:1
kuwwima		kuṭṭima	45	59	maṇi:10|kāñcana:3|sphāṭika:2|saṁvye:2|antara:2|hasta:1|dāḍimīsāra:1|kānti:1|phalaṣāḍava:1|astrī:1|gandha:1|sugandhi:1
kuRa		kuṇa	2	2	śāli:1|pallikā:1
kuRAvI		kuṇāvī	2	2	śaṣkulikā:1|kalaviṅka:1
kuRitva		kuṇitva	2	2	kakṣādhṛk:1|gārgya:1
kuRibAhu		kuṇibāhu	3	7	kuṇi:3|kuśarīra:3|jan:1
kuRqa		kuṇḍa	258	386	hasta:7|mṛd:6|homa:5|lakṣaṇa:5|puṭa:5|pañcan:5|mahat:5|golaka:5|ādi:4|snāna:4|pūrṇa:4|vistara:4
kuRqalita		kuṇḍalita	6	6	chala:1|anta:1|ākhaṇḍaladhanus:1|śaitya:1|dviguṇa:1|vidhi:1
kuRqika		kuṇḍika	2	2	putra:1|tāpa:1
kuRqin		kuṇḍin	10	11	muṇḍa:2|as:1|muṇḍita:1|bhū:1|daṇḍin:1|akṣamālā:1|vikurvaṇa:1|sahasra:1|kamaṇḍalu:1|bharita:1
kuRqIviza		kuṇḍīviṣa	2	2	puṇḍra:1|rekhā:1
kutArkika		kutārkika	2	2	ādi:1|paṇḍita:1
kuTa		kutha	31	42	varṇa:3|kambala:3|cāmara:3|bahu:2|paristoma:2|āstaraṇa:2|vicitra:2|prakīrṇaka:2|kuśa:1|darbha:1|kariṇī:1|prāvaraṇa:1
kudAra	1	kudāra	1	1	daśan:1
kudAra	2	kudāra	1	1	daśan:1
kuDarman		kudharman	2	3	dharma:2|praveśa:1
