k1	hom	lemma_iast	total_occ	cooccur	collocates
adarSana	2	adarśana	154	229	deva:13|gam:9|darśana:9|brāhmaṇa:6|abhāva:5|ādi:4|kāraṇa:4|vac:3|kāla:3|ja:3|rājan:3|bandha:3
adas	1	adas	7	7	ha:1|ma:1|sambandhin:1|śamī:1|idam:1|si:1|k:1
adas	2	adas	7	7	ha:1|ma:1|sambandhin:1|śamī:1|idam:1|si:1|k:1
adas	3	adas	7	7	ha:1|ma:1|sambandhin:1|śamī:1|idam:1|si:1|k:1
adAna	1	adāna	14	14	ṛṇa:1|phala:1|vetana:1|nikṣepa:1|dakṣiṇā:1|saṁvid:1|brāhmaṇa:1|anna:1|ācchādana:1|dāna:1|arha:1|mukha:1
adAna	2	adāna	14	14	ṛṇa:1|phala:1|vetana:1|nikṣepa:1|dakṣiṇā:1|saṁvid:1|brāhmaṇa:1|anna:1|ācchādana:1|dāna:1|arha:1|mukha:1
adAnya		adānya	1	1	kravyāda:1
adABya		adābhya	51	59	gopā:3|kram:2|parvata:2|yajña:2|rūpa:2|pū:2|chardis:2|manas:1|aditi:1|niyama:1|duh:1|haryata:1
adAyAda		adāyāda	5	11	ṣaṣ:4|bāndhava:4|bṛhaspati:1|asvāmika:1|daśan:1
adAyika		adāyika	1	1	bāndhava:1
adAyin		adāyin	2	2	bhojana:1|somapa:1
adAra	1	adāra	8	8	anagni:1|rājan:1|apatnīka:1|vana:1|dāra:1|vanastha:1|cintā:1|ātmavat:1
adAra	2	adāra	8	8	anagni:1|rājan:1|apatnīka:1|vana:1|dāra:1|vanastha:1|cintā:1|ātmavat:1
adArasft		adārasṛt	3	4	dārī:2|bharadvāja:1|bhū:1
adAsa		adāsa	8	11	dāsa:3|jña:2|parī:1|gam:1|mānasa:1|prāṅmukha:1|pāṇḍava:1|śrīmat:1
aditi	1	aditi	285	646	putra:32|deva:25|āditya:23|sindhu:22|devī:19|diti:18|suta:13|śarman:12|sarvatāti:12|kaśyapa:10|mātṛ:9|viṣṇu:9
aditi	2	aditi	285	646	putra:32|deva:25|āditya:23|sindhu:22|devī:19|diti:18|suta:13|śarman:12|sarvatāti:12|kaśyapa:10|mātṛ:9|viṣṇu:9
aditinandana		aditinandana	2	2	lekha:1|maya:1
adIkzita		adīkṣita	8	8	śabda:1|bhasad:1|hantṛ:1|kṛ:1|vadh:1|mantra:1|vāma:1|nṛpati:1
adIna		adīna	94	178	ātman:33|sattva:32|vākya:4|sādhu:3|rājan:3|bāhu:3|tapas:2|saumitri:2|pradakṣiṇa:2|bhrātṛ:2|vadana:2|mānasa:2
aduHKa		aduḥkha	21	46	arha:15|asukha:5|ucita:5|darśin:2|vāsa:2|ajara:2|svecchā:1|śuddha:1|anta:1|bāla:1|anātha:1|pārtha:1
adugDa		adugdha	8	9	dhenu:2|sakṣīra:1|asukha:1|dugdha:1|doṣa:1|bāhya:1|śūra:1|kṛ:1
aducCuna		aducchuna	2	2	rājan:1|dhenu:1
adurmaKa		adurmakha	2	2	śamī:1|anāśraya:1
adurmaNgala		adurmaṅgala	2	3	pati:2|juṣ:1
aduzwa		aduṣṭa	83	103	anna:4|duṣṭa:4|apatita:3|bhāva:3|ātman:3|vara:3|bhāga:2|kāla:2|strī:2|brāhmaṇa:2|dūṣaṇa:2|kanyā:2
aduzwatva		aduṣṭatva	2	2	bhāga:1|unnītin:1
adUra		adūra	77	84	stha:5|antara:3|parivartin:2|devī:1|samāna:1|garbha:1|bhū:1|samprapad:1|śatrughna:1|bharata:1|anupad:1|dharṣaṇa:1
adfS		adṛś	2	2	andha:1|rai:1
adfSya		adṛśya	180	283	bhūta:17|tva:12|bhū:9|nara:7|dṛśya:7|rūpa:6|śara:6|rājan:5|samara:5|vaktra:4|gati:4|mahat:3
adfzwa		adṛṣṭa	257	426	artha:13|janman:10|karman:10|ajñāta:10|avidita:10|phala:9|duḥkha:6|tva:6|aśruta:5|bhaya:5|puruṣa:5|tattva:5
adfzwi		adṛṣṭi	13	13	tva:1|asaumya:1|dāna:1|sirā:1|maraṇa:1|sirāśukra:1|kṛt:1|ghna:1|vikṛ:1|svastha:1|mārga:1|priya:1
adeya		adeya	34	39	as:3|brāhmaṇa:2|apeya:2|deśa:2|vilāsa:1|hṛd:1|prayam:1|vṛ:1|pradā:1|guru:1|nandinī:1|ekacitta:1
adeva		adeva	35	51	deva:8|māyā:5|viś:3|kṛ:2|bṛhaspati:2|pada:2|nidhi:1|deśa:1|ayāsya:1|paribādh:1|bhid:1|ruj:1
adevatra		adevatra	1	1	pūrta:1
adevayu		adevayu	2	2	arādhas:1|vidatha:1
adeSa		adeśa	21	37	kāla:11|stha:3|akāla:3|strī:2|spṛś:2|daivata:1|antara:1|ananuguṇa:1|amedhya:1|uttuṇḍita:1|nakta:1|sāhasa:1
adeSya		adeśya	1	1	chala:1
adEva		adaiva	4	4	jana:1|śrāddha:1|pārvaṇa:1|nara:1
adomada		adomada	4	4	bala:1|diś:1|balāsa:1|anna:1
adomaya		adomaya	1	1	idaṁmaya:1
adga		adga	2	2	veṇu:1|dharma:1
adDAti		addhāti	8	9	vid:2|guhā:1|asamṛddha:1|artha:1|cakra:1|yogin:1|bhūmi:1|dhūma:1
adButa		adbhuta	564	1334	mahat:70|darśana:60|parama:53|karman:48|bhū:42|dṛś:25|śru:20|kṛ:19|upama:16|as:15|divya:14|rājan:14
adman		adman	6	6	sva:1|loka:1|sūnu:1|ajara:1|dhīra:1|sadvan:1
admasad		admasad	5	5	sad:1|parvata:1|śaśvattama:1|nṛ:1|sukratu:1
admasadya		admasadya	1	1	upastuti:1
adya	1	adya	6	10	havis:5|hi:1|aś:1|vah:1|juṣ:1|arvant:1
adya	2	adya	6	10	havis:5|hi:1|aś:1|vah:1|juṣ:1|arvant:1
adyatana		adyatana	11	11	vartamāna:1|avaṣṭambh:1|yāna:1|adhunātana:1|bhīma:1|āhava:1|niśā:1|kriyā:1|rhil:1|śvastana:1|laṅ:1
adyaSvIna		adyaśvīna	1	1	mithuna:1
adyu		adyu	2	2	viś:1|luṭ:1
adyut		adyut	1	1	śaṁsa:1
adrava		adrava	11	15	drava:4|amla:2|prayoga:1|aktu:1|uttara:1|payas:1|vacana:1|anna:1|koṣṇa:1|pāyin:1|bhojana:1
adravya		adravya	14	19	dravya:5|śāstra:2|tva:1|kriyā:1|arthavat:1|avivekin:1|dvividha:1|upāya:1|vinī:1|aneka:1|kratu:1|paramāṇu:1
adri		adri	4	6	vimalā:2|darada:2|vad:1|raupyamākṣika:1
adrikarRI		adrikarṇī	9	10	nīla:2|aśvakṣurī:1|stoma:1|kaṭabhī:1|sūta:1|tikta:1|svarasa:1|yaṣṭi:1|śiśira:1
adrikA		adrikā	8	11	apsaras:2|brahman:2|matsya:2|viṣṇu:1|taras:1|kanyā:1|bhū:1|sācī:1
adrikIlA		adrikīlā	2	2	kṣamā:1|nikumbha:1
adrija		adrija	7	7	vimala:1|īśvarā:1|jatu:1|sasyaka:1|bhūlatā:1|giri:1|dhātuja:1
adrijA		adrijā	8	8	jagadvahā:1|vāma:1|siṁhalasthā:1|anādi:1|vinyas:1|kṛṣṇaveṇā:1|nam:1|menā:1
adribarhas		adribarhas	2	2	aditi:1|nitamba:1
adrirAj		adrirāj	9	11	prabhañjana:2|rudh:2|daśaśīrṣa:1|pinv:1|candraprastha:1|citra:1|saṁjan:1|vajra:1|pat:1
adrirAja		adrirāja	13	45	lavaṇajala:17|dhairya:17|abhra:1|rudh:1|śṛṅga:1|rāj:1|diś:1|ālaya:1|pakṣa:1|tanayā:1|dhṛti:1|nipat:1
adrizuta		adriṣuta	4	4	indu:1|diva:1|nṛ:1|udbhid:1
adrisAra		adrisāra	5	9	maya:5|brahmarṣi:1|barhis:1|havya:1|subāhu:1
adrISa		adrīśa	2	2	ākhyā:1|maya:1
adruh		adruh	46	58	deva:7|ap:3|mitra:3|hotṛ:2|vāra:2|tridaśālaya:1|ṛtasāp:1|śru:1|ehimāya:1|amṛta:1|vid:1|upastha:1
adruhvan		adruhvan	1	1	karṇa:1
adroGa		adrogha	9	10	vāc:2|rayi:1|iṣ:1|vacas:1|yuvan:1|satya:1|śravas:1|parvateṣṭhā:1|dravitṛ:1
adroGAvita		adroghāvita	2	2	sakhi:1|yaviṣṭhya:1
adroha		adroha	22	39	bhūta:9|śauca:3|atimāna:2|cetas:2|dharma:2|satya:2|dama:2|abhimāna:2|sādhu:2|vāc:1|śayana:1|śuddha:1
advaya		advaya	74	124	dvaidhīkāra:15|vijñāna:6|parama:5|niḥsvabhāva:5|viśuddhi:4|anutpāda:4|gaṇanā:4|svarūpa:3|ātman:3|śiva:3|tā:3|tamas:2
advayavAdin		advayavādin	2	2	daśabala:1|vādin:1
advayas		advayas	3	3	śeva:1|vināyaka:1|nakta:1
advayAvin		advayāvin	1	1	gopā:1
advayu		advayu	2	2	dvayu:1|uktha:1
advAra		advāra	2	2	agāra:1|bhagavat:1
advija		advija	6	6	ṛṣi:1|dvāra:1|nāstika:1|tva:1|karman:1|ākram:1
advitIya		advitīya	55	66	brahman:5|as:3|ekākin:3|ātman:2|somya:2|saṁvid:2|samādhi:1|smṛ:1|sisṛkṣā:1|ṛṣi:1|paramānanda:1|kiṁviśiṣṭa:1
advizeRya		adviṣeṇya	4	4	atithi:1|jambu:1|mayobhu:1|gṛ:1
advEta	1	advaita	72	90	parama:5|dvaita:3|bhū:3|saṁvid:3|ātman:2|anādi:2|ānanda:2|hāni:2|brahman:2|vāda:2|kathā:2|prakāśa:2
advEta	2	advaita	72	90	parama:5|dvaita:3|bhū:3|saṁvid:3|ātman:2|anādi:2|ānanda:2|hāni:2|brahman:2|vāda:2|kathā:2|prakāśa:2
aDana		adhana	74	92	dhana:6|nara:4|rājan:3|dāsa:2|sva:2|artha:2|aputra:2|loka:2|mitra:2|dhanin:2|mṛta:2|manas:1
aDanya		adhanya	14	14	darśana:1|dhana:1|viparīta:1|putra:1|matsara:1|āyus:1|bhārata:1|garbha:1|īraṇa:1|parameśvara:1|iriṇa:1|śmaśāna:1
aDama		adhama	296	704	nara:60|uttama:49|puruṣa:47|madhyama:34|dvija:18|kula:18|rākṣasa:18|kṛ:15|as:10|madhya:8|bhū:8|han:8
aDamarRa		adhamarṇa	10	14	uttamarṇa:4|rājan:2|as:1|prayoktṛ:1|artha:1|apahnava:1|dāpay:1|saṁsad:1|yathādatta:1|saṁyoga:1
aDamarRika		adhamarṇika	10	12	dāpay:2|uttamarṇa:2|upāya:1|dhanika:1|sādhay:1|dhanin:1|kṛ:1|rājan:1|grah:1|daśaka:1
aDara		adhara	2	2	pṛṣṭhavaṁśa:1|as:1
aDarAcIna		adharācīna	2	2	ojas:1|vāta:1
aDarAcya		adharācya	1	1	khan:1
aDarAYc		adharāñc	15	22	śūra:2|uru:2|nau:2|sū:2|yakṣma:2|pāśin:2|pāśa:2|maghavan:1|sindhu:1|ahi:1|vīrya:1|namas:1
aDareya		adhareya	2	4	kṛta:2|prajā:2
aDarottara		adharottara	14	17	dharma:2|ji:2|bhū:2|svāmya:1|kṛ:1|as:1|artha:1|loka:1|śiṣya:1|nāga:1|pāpa:1|pravṛt:1
aDarma		adharma	555	1281	dharma:252|rājan:23|jña:20|rājya:14|satya:13|anṛta:13|adharma:12|ādi:12|artha:11|ajñāna:11|loka:10|manas:9
aDarmizWa		adharmiṣṭha	24	25	dharma:2|han:1|nṛśaṁsa:1|karman:1|śauṇḍīrya:1|kṛtaghna:1|ayaśasya:1|upāya:1|akulīna:1|bhārata:1|vid:1|variṣṭha:1
aDarmya		adharmya	27	41	dharmya:6|ayaśasya:6|smṛ:3|ātman:2|gāndharva:2|sthāpay:1|kākutstha:1|rājya:1|vacas:1|anātha:1|duṣṭa:1|karman:1
aDavA		adhavā	2	2	vasana:1|mahat:1
aDaHSayya		adhaḥśayya	2	3	vivarṇa:2|śaṅkhapuṣpī:1
aDaHSayyA		adhaḥśayyā	11	14	caryā:2|guru:2|brahmacarya:2|vivarṇa:1|vāsas:1|agnikārya:1|nakta:1|arcana:1|rātra:1|upavāsa:1|ubhaya:1
aDaHSiras		adhaḥśiras	13	15	pāda:2|vahnijvāla:2|brahmacarya:1|lakṣmaṇa:1|ūrdhva:1|odana:1|brū:1|bhuj:1|jvālā:1|naraka:1|nipat:1|nāraka:1
aDas		adhas	1	1	adhi:1
aDastana		adhastana	14	15	sthālī:2|guhya:1|puṭ:1|gomaya:1|adhvan:1|stha:1|avara:1|siddhi:1|āsura:1|pāda:1|saṁskāra:1|pada:1
aDaspada		adhaspada	14	17	samāna:2|as:2|pṛtanyu:2|upe:1|vibādha:1|manyu:1|devī:1|udvācana:1|śap:1|kṛ:1|caidya:1|pṛthivī:1
aDArmika		adhārmika	52	59	jana:3|nara:2|pāpa:2|vṛṣala:2|anācāra:2|rājan:2|deśa:1|granth:1|rājya:1|parvata:1|taskara:1|mūrkha:1
aDArya		adhārya	6	6	atyanta:1|adharma:1|durbala:1|carman:1|vajra:1|vasana:1
aDi	1	adhi	15	16	pari:2|guṇavat:1|adhiṣṭhātṛ:1|prasahana:1|adhas:1|ni:1|artha:1|stha:1|anu:1|śīṅ:1|āṅ:1|upa:1
aDi	2	adhi	15	16	pari:2|guṇavat:1|adhiṣṭhātṛ:1|prasahana:1|adhas:1|ni:1|artha:1|stha:1|anu:1|śīṅ:1|āṅ:1|upa:1
aDi	3	adhi	15	16	pari:2|guṇavat:1|adhiṣṭhātṛ:1|prasahana:1|adhas:1|ni:1|artha:1|stha:1|anu:1|śīṅ:1|āṅ:1|upa:1
aDika		adhika	958	2158	guṇa:103|śata:83|bhū:50|śatatama:50|nyūna:40|bala:39|dviśatatama:21|pitta:19|aṅga:18|artha:14|prāṇa:14|manas:14
aDikaraRa		adhikaraṇa	131	174	samāna:9|artha:5|dharma:5|yoga:3|kāla:3|karman:3|karaṇa:3|vācin:3|bhoga:2|pañcan:2|sādhana:2|pradhāna:2
aDikaraRI		adhikaraṇī	4	4	bhaṇḍikā:1|pratigrah:1|muṣṭikā:1|piñcha:1
aDikarmakara		adhikarmakara	1	1	bhid:1
aDikarmakft		adhikarmakṛt	2	2	caturtha:1|vigraha:1
aDikAra		adhikāra	286	442	sva:16|karman:11|mala:8|artha:8|dharma:6|as:6|tva:5|rasāyana:5|śakti:4|adhikārin:4|vac:4|nivṛtti:4
aDikArin		adhikārin	100	139	tā:9|garbha:5|tva:5|bhū:4|adhikāra:4|kalpa:4|māyā:3|mantra:3|dharma:3|yoga:2|ādi:2|śiva:2
aDikfta		adhikṛta	2	2	rājan:1|satyaṁkāra:1
aDikftatva		adhikṛtatva	8	8	manuṣya:1|śiṣya:1|prīṇana:1|sāmānya:1|saṁtarpaṇa:1|bhū:1|artha:1|indriya:1
aDikzit		adhikṣit	2	2	abhaya:1|mukha:1
aDikzepa		adhikṣepa	19	21	vacana:3|brāhmaṇa:1|gir:1|krodha:1|jana:1|saṁrambha:1|anuśāsana:1|vacas:1|āgharṣaṇa:1|avalepa:1|anṛta:1|prajñā:1
aDigama		adhigama	95	135	jñāna:9|artha:6|ārya:6|dharma:5|niḥśreyasa:4|viśeṣa:3|mokṣa:3|antarāya:2|padārtha:2|āśrama:2|sītā:2|sparśa:2
aDigamana		adhigamana	13	14	śāstra:2|nirvighna:1|caturtha:1|asaṁbhava:1|sītā:1|kauśīlavya:1|veda:1|vicintay:1|lakṣaṇa:1|tīrtha:1|śabda:1|kuśala:1
aDigartya		adhigartya	2	2	madhu:1|ākara:1
aDigava		adhigava	2	2	svādīyas:1|san:1
aDiguRa		adhiguṇa	6	6	sutā:1|kṣīra:1|vara:1|puruṣa:1|aṁśu:1|adhama:1
aDicaNkrama		adhicaṅkrama	2	2	khaḍūra:1|śarāsana:1
aDijanana		adhijanana	2	2	agra:1|kharvaka:1
aDijihva		adhijihva	9	11	upajihvā:2|upakuśa:2|arśas:1|guru:1|kaṇṭhaśālūka:1|valaya:1|srāva:1|roga:1|upajihvikā:1
aDijihvikA		adhijihvikā	4	4	vartman:1|upajihvikā:1|baḍiśa:1|sādhay:1
aDijya		adhijya	19	22	dhanus:3|balavat:2|ruj:1|agrya:1|śakya:1|bībhatsu:1|lakṣya:1|mahat:1|bāhu:1|taras:1|ratha:1|dhanvan:1
aDityakA		adhityakā	18	18	ūrdhva:1|baṭu:1|acala:1|āsad:1|sthāṇu:1|utsaṅga:1|upala:1|tapasy:1|meru:1|manda:1|parvata:1|varṇay:1
aDidanta		adhidanta	9	12	adhyasthi:3|majjan:2|dṛś:1|grahaṇa:1|aśani:1|bāla:1|tṛtīya:1|adhika:1|garbha:1
aDideva		adhideva	26	45	deva:19|mahādeva:2|ākhyā:1|graha:1|śubhra:1|homa:1|vara:1|īśvara:1|pramāṇa:1|vāruṇa:1|nārasiṁha:1|vedagarbha:1
aDidevatA		adhidevatā	28	28	bhūta:1|dvitīya:1|citragupta:1|sūrya:1|īśvara:1|aṅguṣṭha:1|āghāra:1|sadasaspati:1|miśra:1|nakṣatra:1|paramātman:1|brahman:1
aDidevana		adhidevana	11	14	akṣa:3|madhya:2|bodhada:1|amātya:1|sabhā:1|anubhū:1|kṛ:1|rājanya:1|adhidevana:1|akṣāvāpa:1|sajāta:1
aDidEva		adhidaiva	10	15	adhibhūta:4|adhyātma:2|adhiyajña:2|akṣa:1|daiva:1|loka:1|śru:1|vac:1|artha:1|vyavasthā:1
aDidEvata		adhidaivata	42	58	adhyātma:4|chandas:3|adhibhūta:2|kartṛ:2|indra:2|brahman:2|viṣṇu:2|mitra:2|gam:2|vahni:2|sūrya:2|diś:2
aDinATa		adhinātha	14	15	madra:2|diśā:1|ādhyātmika:1|jala:1|abhiṣic:1|bhūta:1|bhīma:1|guṇa:1|tripurāri:1|magadha:1|as:1|amātya:1
aDinirRij		adhinirṇij	2	2	śveta:1|bhagadatta:1
aDipa		adhipa	492	1450	nara:222|rākṣasa:98|manuja:53|madra:45|vasudhā:33|vac:28|śru:24|kṛ:19|dṛś:18|as:16|amara:16|rakṣas:16
aDipati		adhipati	413	884	namas:43|laṅkā:29|rakṣas:22|brahman:21|rākṣasa:19|bhūta:15|niṣāda:15|madra:12|mahātman:11|daśārṇa:11|ayodhyā:10|vāhana:9
aDipA		adhipā	11	16	bhū:3|manyu:2|mṛḍitṛ:2|vasiṣṭha:2|oṣadhi:1|aśman:1|rājan:1|andhas:1|vaiśvānara:1|gopā:1|soma:1
aDiBU		adhibhū	2	2	paridhi:1|retas:1
aDiBUta		adhibhūta	38	53	adhidaiva:4|adhyātma:4|adhidaivata:2|visarga:2|viṣṇu:2|rūpa:2|vahni:2|śabda:2|rasa:2|gandha:2|candramas:2|antarbhūta:1
aDiBojana		adhibhojana	2	2	vastra:1|rājagṛha:1
aDimanTa		adhimantha	43	54	syanda:5|roga:3|ardita:2|abhiṣyanda:2|tāvat:2|ardha:2|ādi:2|āndhya:1|kāraṇa:1|skandatva:1|timira:1|kevala:1
aDimanTana		adhimanthana	1	1	udbhū:1
aDimAMsa		adhimāṁsa	13	15	arbuda:3|ādi:1|dīp:1|medas:1|pāka:1|ja:1|puṣ:1|vardhana:1|maṣa:1|nāḍī:1|vraṇa:1|kṣaudra:1
aDimAMsaka		adhimāṁsaka	9	9	māṁsakandī:1|utkṛṣ:1|kapha:1|vṛddhi:1|ābha:1|arman:1|śleṣman:1|saṁroṣay:1|pratihan:1
aDimAsa		adhimāsa	7	7	kāya:1|stha:1|ūna:1|abhyantara:1|ghna:1|mārga:1|māsika:1
aDimukti		adhimukti	15	15	cittatā:1|sattva:1|adhyāśaya:1|māyā:1|apramāda:1|bhū:1|aṅga:1|buddha:1|catvāriṁśat:1|vidyā:1|dharma:1|loka:1
aDimuktika		adhimuktika	6	6	īryāpatha:1|saṁjñā:1|sattva:1|udāra:1|prajñā:1|buddhakṣetra:1
aDiyajYa	1	adhiyajña	19	24	deha:3|brahman:2|adhidaiva:2|loka:2|ananta:1|kula:1|aja:1|kartṛ:1|ākhyā:1|kāla:1|vid:1|vikram:1
aDiyajYa	2	adhiyajña	19	24	deha:3|brahman:2|adhidaiva:2|loka:2|ananta:1|kula:1|aja:1|kartṛ:1|ākhyā:1|kāla:1|vid:1|vikram:1
aDirajju		adhirajju	2	2	loka:1|brahman:1
aDiraTa		adhiratha	28	42	sūta:6|sahasra:3|putra:3|śata:3|smṛ:2|rādheya:2|karṇa:2|vāsas:1|e:1|ekavīra:1|bhoja:1|dhanus:1
aDirAj		adhirāj	5	7	cettṛ:2|kṛ:2|gaṅgā:1|sahasra:1|śrī:1
aDirAja		adhirāja	42	50	rājan:8|indra:2|kaśmīra:1|kṛ:1|nīca:1|mukhya:1|kosala:1|saṁyuga:1|bhuj:1|paritap:1|dvijendra:1|stu:1
aDirAjan		adhirājan	1	1	vijitāśva:1
aDirAjya		adhirājya	12	13	vidyādhara:2|sakala:1|śyena:1|prabhā:1|pṛthu:1|pṛthivī:1|kṛ:1|bhāj:1|narendra:1|abhiṣeka:1|akṣa:1|pur:1
aDirukma		adhirukma	1	1	vijṛmbh:1
aDiropaRa		adhiropaṇa	3	4	śūla:2|nī:1|puṇya:1
aDirohaRa		adhirohaṇa	21	22	citā:2|cakra:1|sopāna:1|ādi:1|vātakuṇḍalikā:1|saṁsparśana:1|pūrṇa:1|rāśi:1|yāna:1|svarga:1|śoṣa:1|śrāvay:1
aDirohiRI		adhirohiṇī	4	5	icchu:2|virāj:1|niśreṇī:1|vibhrāj:1
aDivacana		adhivacana	12	14	dharma:3|vikalpa:1|prathama:1|praveśa:1|bhagavant:1|jan:1|nirvāṇa:1|tā:1|bodhisattva:1|niryā:1|adharma:1|pāramitā:1
aDivastra		adhivastra	2	2	yajña:1|hvā:1
aDivAka		adhivāka	4	4	namas:1|prajñāpāramitā:1|dhana:1|parāvāka:1
aDivAsa	1	adhivāsa	68	76	bhūta:4|dvaita:3|saṁsarga:2|dharma:2|kula:2|vadhū:1|bhaṅga:1|nirāsa:1|vastu:1|ādi:1|vakṣas:1|śaila:1
aDivAsa	2	adhivāsa	68	76	bhūta:4|dvaita:3|saṁsarga:2|dharma:2|kula:2|vadhū:1|bhaṅga:1|nirāsa:1|vastu:1|ādi:1|vakṣas:1|śaila:1
aDivAsa	3	adhivāsa	68	76	bhūta:4|dvaita:3|saṁsarga:2|dharma:2|kula:2|vadhū:1|bhaṅga:1|nirāsa:1|vastu:1|ādi:1|vakṣas:1|śaila:1
aDivAsana		adhivāsana	27	28	jala:2|dīkṣā:1|div:1|artha:1|ādya:1|śiṣya:1|rañjana:1|as:1|phala:1|īśvara:1|rātri:1|yuj:1
aDivikartana		adhivikartana	1	1	viśasana:1
aDiSrayaRa		adhiśrayaṇa	7	7	ājya:1|kṛ:1|bhūyas:1|paścima:1|ādi:1|grīṣma:1|paryagnikaraṇa:1
aDizavaRa		adhiṣavaṇa	3	3	carman:1|cullī:1|grāvan:1
aDizWAna		adhiṣṭhāna	257	397	buddha:8|indriya:7|bhū:6|bheda:6|manas:6|bhagavant:6|śarīra:6|bāhya:5|jñāna:5|samartha:5|saṁniviś:5|ātman:5
aDizWAyaka		adhiṣṭhāyaka	2	2	varga:1|śaṁkara:1
aDIkAra		adhīkāra	23	26	sva:3|īśvara:2|ākāra:1|brahmacārin:1|ekaviṁśati:1|mahat:1|rasādhyāya:1|vipra:1|pauruṣa:1|ākara:1|varaṇa:1|caryā:1
aDIti		adhīti	9	9	gāyatrī:1|tūrya:1|iṣṭi:1|sāvitra:1|avas:1|tapas:1|tṛtīya:1|ṛta:1|jīva:1
aDItin		adhītin	10	11	aṅga:2|agra:1|anna:1|guru:1|uttarāsaṅgavat:1|bhuj:1|brāhmaṇa:1|kṛ:1|agati:1|āmnāya:1
aDIna		adhīna	168	243	ātman:8|daiva:8|ācārya:6|tva:6|sva:5|jīvita:5|karman:4|kāla:4|nidrā:4|puruṣa:3|jñāna:3|vṛtti:3
aDInatva		adhīnatva	6	6	niratiśaya:1|prāṇa:1|abhivyakti:1|avaśyatva:1|darśana:1|nivartaka:1
aDIra		adhīra	55	58	karkaśa:2|locana:2|dhīra:2|niṣpatti:1|yodha:1|ānana:1|aṅga:1|akṣa:1|akuśala:1|sattva:1|dhairya:1|vidyā:1
aDIvAsa		adhīvāsa	18	21	nipāta:3|vīrya:2|priyakī:1|avasthāna:1|uṣṇa:1|jñā:1|strī:1|marīca:1|rudra:1|nṛtya:1|āditya:1|div:1
aDISa		adhīśa	2	2	antara:1|urvaśī:1
aDISvara		adhīśvara	30	32	as:2|ātman:2|indriya:1|cakravartin:1|sāmanta:1|visṛ:1|yogeśvara:1|śaraṇa:1|īkṣ:1|vraj:1|viṣṇu:1|gras:1
aDunAtana		adhunātana	6	6	adyatana:1|deva:1|meḍhī:1|as:1|saṁvitti:1|vidhits:1
aDUmaka		adhūmaka	5	10	ākāra:4|bhū:3|smṛ:1|jan:1|jyotis:1
aDfta		adhṛta	14	15	ātman:2|arbhaka:1|doṣa:1|krīḍanaka:1|pada:1|karman:1|lākṣā:1|sva:1|ahar:1|kṛpaṇa:1|dhṛ:1|rasa:1
aDfti		adhṛti	25	25	svapna:1|jihma:1|tā:1|kraurya:1|lobha:1|ahaṁkāra:1|akṣamā:1|vaṇij:1|vidāha:1|parama:1|hṛdya:1|pradeśa:1
aDfzwa		adhṛṣṭa	27	28	vasu:2|parāṅmukha:1|adoṣa:1|kaupīna:1|yodha:1|guṇa:1|akārya:1|tā:1|prā:1|tejas:1|āyasa:1|camasa:1
aDfzya		adhṛṣya	29	41	bhūta:10|manas:3|amara:2|rakṣas:1|dhṛṣṇu:1|gātra:1|rūpa:1|atikānta:1|varuṇa:1|pratīkāśa:1|parvata:1|raṇa:1
aDenu		adhenu	5	7	dhenu:2|dā:2|phala:1|kuśadhārā:1|rakṣ:1
aDErya		adhairya	2	2	steya:1|dasra:1
aDoakza		adhoakṣa	2	2	pāra:1|pada:1
aDokzaja		adhokṣaja	69	83	bhagavant:5|prasāda:4|ātman:3|īśa:2|vac:2|namas:2|dṛś:2|gam:2|sindhu:1|kaṁsārāti:1|jana:1|bhakti:1
aDogati	1	adhogati	14	22	yā:5|pāpa:3|brāhmaṇa:2|adharma:2|śiṣya:1|gam:1|bhavat:1|bāndhava:1|ja:1|īdṛśa:1|abhyas:1|nṛpa:1
aDogati	2	adhogati	14	22	yā:5|pāpa:3|brāhmaṇa:2|adharma:2|śiṣya:1|gam:1|bhavat:1|bāndhava:1|ja:1|īdṛśa:1|abhyas:1|nṛpa:1
aDopahAsa		adhopahāsa	3	6	vidvas:3|strī:2|pada:1
aDoBakta		adhobhakta	3	3	prāgbhakta:1|ah:1|madhyebhakta:1
aDoBAga		adhobhāga	56	66	adhobhāga:3|doṣa:3|ūrdhva:2|hara:2|yantra:2|mukha:2|hasta:2|stha:2|bhakta:1|puccha:1|mūlādhāra:1|laṭūṣaka:1
aDoBuvana		adhobhuvana	1	1	ākarṇay:1
aDomuKa		adhomukha	174	246	mukha:7|mūṣā:6|vac:6|sthālī:5|kṣip:5|dṛś:5|lamb:4|kṛ:4|garta:4|vaktra:3|dīna:3|bhāṇḍa:3
aDyakza		adhyakṣa	195	285	loka:8|bhūta:7|dvāra:5|dhana:5|kośa:5|śata:4|bala:4|grāma:4|gaṇa:4|rājan:4|paṇya:4|jagant:3
aDyaRqA		adhyaṇḍā	1	1	ādhivedanika:1
aDyaDikzepa		adhyadhikṣepa	2	2	guru:1|ikṣuraka:1
aDyaDIna		adhyadhīna	5	5	veda:1|ārta:1|vaktavya:1|artha:1|bāla:1
aDyayana		adhyayana	227	493	veda:54|dāna:41|dhyāna:19|yajña:18|ijyā:10|yajana:10|adhyāpana:8|tapas:8|śruta:7|vidhi:6|doṣa:6|ādi:5
