slice_order	k1_slp1	count_all	periods_sum	coverage_pct
71664	padmabIja		0	
71665	padmabanDa		0	
71666	padmacaraRa		0	
71667	padmadarSana		0	
71668	padmaganDa		0	
71669	padmagupta		0	
71670	padmahAsa		0	
71671	padmahemamaRi		0	
71672	padmakUwa		0	
71673	padmakabala		0	
71674	padmakara		0	
71675	padmakeSara		0	
71676	padmaketana		0	
71677	padmaketu		0	
71678	padmakin		0	
71679	padmakuRqa		0	
71680	padmakzetra		0	
71681	padmalAYCana		0	
71682	padmaleKA		0	
71683	padmamAlin		0	
71684	padmamaya		0	
71685	padmamihira		0	
71686	padmamuKI		0	
71687	padmanABabIja		0	
71688	padmanABadatta		0	
71689	padmanABadvAdaSI		0	
71690	padmanABapurI		0	
71691	padmanABi		0	
71692	padmanandin		0	
71693	padmapARi		0	
71694	padmapAdAcArya		0	
71695	padmapAda		0	
71696	padmapada		0	
71697	padmaparRa		0	
71698	padmapraBA		0	
71699	padmapura		0	
71700	padmapuzpa		0	
71701	padmarAgamaya		0	
71702	padmarAja		0	
71703	padmarUpa		0	
71704	padmaraTa		0	
71705	padmarati		0	
71706	padmareKA		0	
71707	padmasUtra		0	
71708	padmasamAsana		0	
71709	padmasaras		0	
71710	padmasena		0	
71711	padmasnuzA		0	
71712	padmasundara		0	
71713	padmasvAmin		0	
71714	padmatantu		0	
71715	padmavAhinI		0	
71716	padmavant		0	
71717	padmavarRaka		0	
71718	padmaveSa		0	
71719	padmavfzaBavikrAmin		0	
71720	padmavyUha		0	
71721	padmazaRqa		0	
71722	padminIKaRqa		0	
71723	padminISa		0	
71724	padminIkAnta		0	
71725	padminIvallaBa		0	
71726	padmizWA		0	
71727	padoccaya		0	
71728	padva		0	
71729	padvan		0	
71730	padvant		0	
71731	padyamaya		0	
71732	padyavant		0	
71733	padyaveRI		0	
71734	pagArA		0	
71735	pahlikA		0	
71736	pajJawikA		0	
71737	pakaTa		0	
71738	pakkawI		0	
71739	paktapOqa		0	
71740	paktavya		0	
71741	paktra		0	
71742	paktrima		0	
71743	pakvaSa		0	
71744	pakvakft		0	
71745	pakvatA		0	
71746	pakvavAri		0	
71747	pakzAlu		0	
71748	pakzAvasara		0	
71749	pakzISa		0	
71750	pakzaBAga		0	
71751	pakzaDara		0	
71752	pakzaGna		0	
71753	pakzaMgama		0	
71754	pakzacara		0	
71755	pakzagrAha		0	
71756	pakzagrAhin		0	
71757	pakzagrahaRa		0	
71758	pakzagupta		0	
71759	pakzahata		0	
71760	pakzahoma		0	
71761	pakzajanman		0	
71762	pakzamUla		0	
71763	pakzapozaRa		0	
71764	pakzapradyota		0	
71765	pakzapuwa		0	
71766	pakzaracanA		0	
71767	pakzasundara		0	
71768	pakzatA		0	
71769	pakzatAvicAra		0	
71770	pakzatva		0	
71771	pakzavAda		0	
71772	pakzavAhana		0	
71773	pakzavaYcitaka		0	
71774	pakzavant		0	
71775	pakzavindu		0	
71776	pakzila		0	
71777	pakzimfgatA		0	
71778	pakzipAnIyaSAlikA		0	
71779	pakzipravara		0	
71780	pakzisiMha		0	
71781	pakzitIrTa		0	
71782	pakzitva		0	
71783	pakzmAkza		0	
71784	palANga		0	
71785	palASAKya		0	
71786	palASaSAtana		0	
71787	palASapattra		0	
71788	palASatA		0	
71789	palAdana		0	
71790	palAgni		0	
71791	palAka		0	
71792	palAladohada		0	
71793	palApa		0	
71794	palApahA		0	
71795	palAyaka		0	
71796	palIjaka		0	
71797	palaMkara		0	
71798	palaNkawa		0	
71799	palakzAra		0	
71800	palakza		0	
71801	palalASaya		0	
71802	palalajvara		0	
71803	palalapriya		0	
71804	palapriya		0	
71805	palasa		0	
71806	palava		0	
71807	palaviBA		0	
71808	paliGa		0	
71809	palitaMBavizRu		0	
71810	palitaMkaraRa		0	
71811	paliyoga		0	
71812	pallIdeSa		0	
71813	pallavADAra		0	
71814	pallavANkura		0	
71815	pallavAda		0	
71816	pallavAstra		0	
71817	pallavagrAhin		0	
71818	pallavamaya		0	
71819	pallavika		0	
71820	pallavita		0	
71821	palvalya		0	
71822	palyavarcasa		0	
71823	palyayana		0	
71824	pamarA		0	
71825	panIyaMs		0	
71826	panTAna		0	
71827	panTaka		0	
71828	panasatAlikA		0	
71829	pandara		0	
71830	panizwi		0	
71831	pannAgAra		0	
71832	panna		0	
71833	pannadDA		0	
71834	pannadDrI		0	
71835	pannada		0	
71836	pannagAri		0	
71837	pannagakeSara		0	
71838	pannagamaya		0	
71839	pannaganASana		0	
71840	pannejana		0	
71841	pannizka		0	
71842	papI		0	
71843	papu		0	
71844	paqbISa		0	
71845	par		0	
71846	parABAvuka		0	
71847	parADIna		0	
71848	parADInatA		0	
71849	parADi		0	
71850	parANga		0	
71851	parANgada		0	
71852	parANganA		0	
71853	parANgava		0	
71854	parANmanas		0	
71855	parANmuKatva		0	
71856	parAR		0	
71857	parARa		0	
71858	parARutti		0	
71859	parASaraBawwa		0	
71860	parASareSvara		0	
71861	parASrita		0	
71862	parAYcana		0	
71863	parAYja		0	
71864	parAYjana		0	
71865	parAbaba		0	
71866	parAcita		0	
71867	parAdana		0	
71868	parAdevI		0	
71869	parAgama		0	
71870	parAgdfS		0	
71871	parAha		0	
71872	parAhati		0	
71873	parAjit		0	
71874	parAkASa		0	
71875	parAkramakeSarin		0	
71876	parAkramavant		0	
71877	parAktva		0	
71878	parAnasA		0	
71879	parAnna		0	
71880	parApa		0	
71881	parAparaguru		0	
71882	parAparatA		0	
71883	parAprAsAdamantra		0	
71884	parArIka		0	
71885	parArTin		0	
71886	parArbuda		0	
71887	parAritna		0	
71888	parArjuna		0	
71889	parAru		0	
71890	parAruka		0	
71891	parAsa		0	
71892	parAsaNga		0	
71893	parAsin		0	
71894	parAskandin		0	
71895	parAsutA		0	
71896	parAsutva		0	
71897	parAsya		0	
71898	parAtaMsa		0	
71899	parAtparaguru		0	
71900	parAtpriya		0	
71901	parAtriMSakA		0	
71902	parAvarArDya		0	
71903	parAvaratva		0	
71904	parAvarta		0	
71905	parAvartin		0	
71906	parAvedI		0	
71907	parAvidDa		0	
71908	parAyaRavant		0	
71909	parAyati		0	
71910	parAyatta		0	
71911	parEDita		0	
71912	parIDya		0	
71913	parIRasa		0	
71914	parIcikzizu		0	
71915	parIhAsakeSava		0	
71916	parIjyA		0	
71917	parIkzita		0	
71918	parIkzitavya		0	
71919	parIkziti		0	
71920	parIkzya		0	
71921	parIndanA		0	
71922	parIra		0	
71923	parIraRa		0	
71924	parIsAra		0	
71925	parIta		0	
71926	parItti		0	
71927	parRAQaka		0	
71928	parRASa		0	
71929	parRAhAra		0	
71930	parRAla		0	
71931	parRaBojana		0	
71932	parRaDvas		0	
71933	parRaSAlAgra		0	
71934	parRaSada		0	
71935	parRaSara		0	
71936	parRaSavara		0	
71937	parRaSayyA		0	
71938	parRaSuz		0	
71939	parRacIrapawa		0	
71940	parRakAra		0	
71941	parRakuwI		0	
71942	parRakuwikA		0	
71943	parRala		0	
71944	parRamAcAla		0	
71945	parRamaRi		0	
71946	parRamaya		0	
71947	parRamuc		0	
71948	parRanAla		0	
71949	parRanara		0	
71950	parRaruh		0	
71951	parRasi		0	
71952	parRavAdya		0	
71953	parRavI		0	
71954	parRavIwikA		0	
71955	parRavant		0	
71956	parRika		0	
71957	parRila		0	
71958	parRotsa		0	
71959	parRowaja		0	
71960	parRya		0	
71961	parSUla		0	
71962	parSumaya		0	
71963	parSurAma		0	
71964	parSvaDa		0	
71965	paraBAva		0	
71966	paraBAzA		0	
71967	paraBUta		0	
71968	paraBUzaRa		0	
71969	paraBftya		0	
71970	paraDarma		0	
71971	paraHSvas		0	
71972	paraHkazRa		0	
71973	paraHpuMsA		0	
71974	paraHpuruza		0	
71975	paraHsAman		0	
71976	paraHzazwa		0	
71977	paraMparAka		0	
71978	paraMparIRa		0	
71979	paraMpara		0	
71980	paraMparita		0	
71981	paraSa		0	
71982	paraSakti		0	
71983	paraSarIrAveSa		0	
71984	paraSava		0	
71985	paraScatvAriMSa		0	
71986	paraSuDara		0	
71987	paraSuci		0	
71988	paraSuhastA		0	
71989	paraSumant		0	
71990	paraSurAmamiSra		0	
71991	paraSurAmapratApa		0	
71992	paraSvant		0	
71993	paraYja		0	
71994	paraYjana		0	
71995	parabrahman		0	
71996	paracCanda		0	
71997	paracCandavant		0	
71998	paracCidra		0	
71999	paracakra		0	
72000	paracintA		0	
72001	paracittajYAna		0	
72002	paradArin		0	
72003	paradeSa		0	
72004	paradevatA		0	
72005	parafkSatagATa		0	
72006	paragata		0	
72007	paragranTi		0	
72008	paraguRa		0	
72009	parahaMsa		0	
72010	parahan		0	
72011	parahita		0	
72012	parahitarakzita		0	
72013	parajAta		0	
72014	paraja		0	
72015	parajana		0	
72016	parajanmika		0	
72017	parakAla		0	
72018	parakArya		0	
72019	parakarman		0	
72020	parakrATin		0	
72021	parakrAnti		0	
72022	parakrama		0	
72023	parakzetra		0	
72024	parakzudrA		0	
72025	paramAKya		0	
72026	paramARvaNgaka		0	
72027	paramAdvEta		0	
72028	paramAha		0	
72029	paramApakrama		0	
72030	paramArTaDarmavijaya		0	
72031	paramArTanirvftisatyanirdeSa		0	
72032	paramArTaprapA		0	
72033	paramArTasAra		0	
72034	paramAra		0	
72035	paramArhata		0	
72036	paramAsana		0	
72037	paramAtmaka		0	
72038	paramAvawika		0	
72039	paramAyus		0	
72040	paramAyuza		0	
72041	paramESvarya		0	
72042	paramaRi		0	
72043	paramabrahmacAriRI		0	
72044	paramada		0	
72045	paramadru		0	
72046	paramagava		0	
72047	paramaguru		0	
72048	paramajA		0	
72049	paramakrAnti		0	
72050	paramamahant		0	
72051	paramananda		0	
72052	paramanyu		0	
72053	paramaparama		0	
72054	paramarasa		0	
72055	paramarmajYa		0	
72056	paramarzi		0	
72057	paramatA		0	
72058	paramatakAlAnala		0	
72059	parameSvaratantra		0	
72060	parameSvaratva		0	
72061	paramekzu		0	
72062	paramezWA		0	
72063	paramezWa		0	
72064	paramezWina		0	
72065	paramezWitA		0	
72066	paramftyu		0	
72067	paranirvARa		0	
72068	parapAka		0	
72069	parapada		0	
72070	parapatnI		0	
72071	parapiRqAda		0	
72072	paraprakASaka		0	
72073	parapuruza		0	
72074	parapuzwamahotsava		0	
72075	pararIRa		0	
72076	pararUpa		0	
72077	pararamaRa		0	
72078	parasAt		0	
72079	parasaMcAraka		0	
72080	parasaMjYaka		0	
72081	parasasTAna		0	
72082	parasavarRa		0	
72083	parasevA		0	
72084	parasmEBAzA		0	
72085	parasmEpadin		0	
72086	paraspa		0	
72087	paraspatva		0	
72088	parastAttna		0	
72089	parastaram		0	
72090	parasva		0	
72091	parasvaDa		0	
72092	paratApana		0	
72093	paratIrTika		0	
72094	parataHpoza		0	
72095	paratarkuka		0	
72096	paratastva		0	
72097	paratattvaprakASikA		0	
72098	parauru		0	
72099	parauzRih		0	
72100	paravARi		0	
72101	paravAdin		0	
72102	paravIrahan		0	
72103	paravaSya		0	
72104	paravant		0	
72105	paravattA		0	
72106	paravrata		0	
72107	parda		0	
72108	pardana		0	
72109	pareNKaRa		0	
72110	parepa		0	
72111	pareprARa		0	
72112	paretaBUmi		0	
72113	parezwu		0	
72114	pariBAvitva		0	
72115	pariBAzaRIya		0	
72116	pariBAzin		0	
72117	pariBAzya		0	
72118	pariBUzaRa		0	
72119	pariBavanIya		0	
72120	pariBavana		0	
72121	pariBaya		0	
72122	pariBedaka		0	
72123	pariBraMSana		0	
72124	pariBrama		0	
72125	pariDAnIya		0	
72126	pariDApanIya		0	
72127	pariDApana		0	
72128	pariDArya		0	
72129	pariDAyaka		0	
72130	pariDIra		0	
72131	pariDUmAyana		0	
72132	pariDUmana		0	
72133	pariDarzaRa		0	
72134	pariDeya		0	
72135	pariDisTa		0	
72136	pariGAtana		0	
72137	pariGarmya		0	
72138	pariGoza		0	
72139	pariGurGaram		0	
72140	pariKAta		0	
72141	pariKaRqana		0	
72142	pariKyAti		0	
72143	pariRAhavant		0	
72144	pariRAmika		0	
72145	pariRAya		0	
72146	pariRahana		0	
72147	pariRetar		0	
72148	pariRetavya		0	
72149	pariReya		0	
72150	pariRiMsaka		0	
72151	pariRinaMsu		0	
72152	pariSUnya		0	
72153	pariSaNkanIya		0	
72154	pariSezaRa		0	
72155	pariSezavant		0	
72156	pariSramaRa		0	
72157	pariSrayaRa		0	
72158	pariSrita		0	
72159	pariSuSrUzA		0	
72160	paribADA		0	
72161	paribarhaRa		0	
72162	pariboDa		0	
72163	paricCanda		0	
72164	paricCedaka		0	
72165	paricCedakara		0	
72166	paricCedya		0	
72167	paricCettavya		0	
72168	paricakra		0	
72169	paricakzA		0	
72170	paricakzya		0	
72171	paricaraRIya		0	
72172	paricaritavya		0	
72173	paricartana		0	
72174	paricaryAvant		0	
72175	paricarya		0	
72176	paricayavant		0	
72177	paricintanIya		0	
72178	pariciti		0	
72179	paridAhin		0	
72180	paridAyin		0	
72181	paridaMSita		0	
72182	paridevaka		0	
72183	paridvIpa		0	
72184	parigIti		0	
72185	pariga		0	
72186	parigaRanIya		0	
72187	parigaRita		0	
72188	parigaRya		0	
72189	parigaditin		0	
72190	parigantavya		0	
72191	parigarhaRa		0	
72192	parigarvita		0	
72193	parigfhIta		0	
72194	parigfhyavant		0	
72195	parigrAhya		0	
72196	parigrAmam		0	
72197	parigrahItavya		0	
72198	parigrahamaya		0	
72199	parigrahatva		0	
72200	parigrahavant		0	
72201	parigrahin		0	
72202	parihAravant		0	
72203	parihAraviSudDi		0	
72204	parihAsahari		0	
72205	parihAsapura		0	
72206	parihaRana		0	
72207	pariharaRIya		0	
72208	parihartavya		0	
72209	pariharzaRa		0	
72210	parihava		0	
72211	parihftya		0	
72212	parijA		0	
72213	parijAtaka		0	
72214	parijYAnamaya		0	
72215	parijYAnin		0	
72216	parijYeya		0	
72217	parijagDa		0	
72218	parijalpita		0	
72219	parijayya		0	
72220	parijihIrzA		0	
72221	parijvan		0	
72222	parijyAni		0	
72223	parikANkzita		0	
72224	parikAyana		0	
72225	parikUwa		0	
72226	parikalitin		0	
72227	parikalkana		0	
72228	parikampa		0	
72229	parikampin		0	
72230	parikartar		0	
72231	parikarza		0	
72232	parikarzin		0	
72233	parikfzwa		0	
72234	parikrAnti		0	
72235	parikramasaha		0	
72236	parikvaRana		0	
72237	parikzA		0	
72238	parikzAlana		0	
72239	parila		0	
72240	parilaNGana		0	
72241	parileKana		0	
72242	pariliKana		0	
72243	parilopa		0	
72244	parimARavant		0	
72245	parimATin		0	
72246	parimAda		0	
72247	parimArga		0	
72248	parimArgitavya		0	
72249	parimArja		0	
72250	parimArkzRu		0	
72251	parimaNkana		0	
72252	parimaRqalatA		0	
72253	parimalla		0	
72254	parimanTara		0	
72255	parimanda		0	
72256	parimandatA		0	
72257	parimeha		0	
72258	parimeya		0	
72259	parimilana		0	
72260	parimlAyitva		0	
72261	parimowana		0	
72262	parimuKam		0	
72263	parinandana		0	
72264	pariniScaya		0	
72265	parinirvfti		0	
72266	parinirvivapsu		0	
72267	parinyAsa		0	
72268	paripAWaka		0	
72269	paripAkin		0	
72270	paripAlya		0	
72271	paripAwI		0	
72272	paripAwala		0	
72273	paripIqA		0	
72274	paripUrRacandravimalapraBa		0	
72275	paripUrRasahasracandravatI		0	
72276	paripUrRendu		0	
72277	paripaSavya		0	
72278	paripadin		0	
72279	paripanTika		0	
72280	paripanTitva		0	
72281	paripatana		0	
72282	paripavana		0	
72283	paripela		0	
72284	paripfcCika		0	
72285	paripfzwika		0	
72286	paripiYjara		0	
72287	paripipAlayizA		0	
72288	pariplAvya		0	
72289	paripluta		0	
72290	paripowavant		0	
72291	paripoza		0	
72292	paripozaRIya		0	
72293	paripozaka		0	
72294	pariprApaRa		0	
72295	pariprArDa		0	
72296	paripuzkarA		0	
72297	paripuzwatA		0	
72298	parirakzaRIya		0	
72299	parirakzaya		0	
72300	parirakzitavya		0	
72301	parirakzitin		0	
72302	pariroDa		0	
72303	parisAman		0	
72304	parisAntvana		0	
72305	parisArin		0	
72306	parisIrya		0	
72307	parisPUrti		0	
72308	parisaBya		0	
72309	parisaKya		0	
72310	parisaMcakzya		0	
72311	parisaMcara		0	
72312	parisaMtAna		0	
72313	parisahasra		0	
72314	parisamUhana		0	
72315	parisamutsuka		0	
72316	parisaryA		0	
72317	parisidDikA		0	
72318	pariskanna		0	
72319	parismApana		0	
72320	parisparDin		0	
72321	parisrajin		0	
72322	parisrasA		0	
72323	parisrunmant		0	
72324	paristaraRikA		0	
72325	parisvAra		0	
72326	parisyanda		0	
72327	paritAraRIya		0	
72328	paritakana		0	
72329	paritapti		0	
72330	paritikta		0	
72331	paritozavant		0	
72332	paritrAtavya		0	
72333	parituzwi		0	
72334	parityAgasena		0	
72335	parityAjana		0	
72336	parityAjya		0	
72337	parityajya		0	
72338	parivAdaka		0	
72339	parivAhavant		0	
72340	parivAhin		0	
72341	parivApika		0	
72342	parivApya		0	
72343	parivAravant		0	
72344	parivAsana		0	
72345	parivAsas		0	
72346	parivI		0	
72347	parivIta		0	
72348	parivakrA		0	
72349	parivapaRa		0	
72350	parivarhavant		0	
72351	parivarjanIya		0	
72352	parivarman		0	
72353	parivartanIya		0	
72354	parivartman		0	
72355	parivasaTa		0	
72356	parivatsarIya		0	
72357	pariveda		0	
72358	parivedaka		0	
72359	parivedanIyA		0	
72360	parivedinI		0	
72361	parivettar		0	
72362	parivezavant		0	
72363	parivezwanA		0	
72364	parivezwavya		0	
72365	parivfQAzwaka		0	
72366	parivfdDa		0	
72367	parivfkta		0	
72368	parivfsti		0	
72369	parivfti		0	
72370	pariviGawwana		0	
72371	pariviMSat		0	
72372	pariviRRa		0	
72373	parividDa		0	
72374	parivihvala		0	
72375	parivikzoBa		0	
72376	parivitta		0	
72377	parivividAna		0	
72378	parivizRu		0	
72379	parivrAji		0	
72380	parivraQiman		0	
72381	parivrajya		0	
72382	parivyARa		0	
72383	parivyakta		0	
72384	parivyayaRIya		0	
72385	pariyARa		0	
72386	pariyARi		0	
72387	pariyajYa		0	
72388	pariyoga		0	
72389	pariyogya		0	
72390	parizIvaRa		0	
72391	parizWala		0	
72392	parizadvala		0	
72393	parizadya		0	
72394	parizahA		0	
72395	parizattva		0	
72396	parizaya		0	
72397	parizeRa		0	
72398	parizecaka		0	
72399	parizkaRa		0	
72400	parizkanda		0	
72401	parizkara		0	
72402	parizkfti		0	
72403	parizkriyA		0	
72404	parizvaYjIyaMs		0	
72405	parizvaYjana		0	
72406	parizvajana		0	
72407	parizvajya		0	
72408	parizvazkita		0	
72409	parizwavanIya		0	
72410	parizwoma		0	
72411	parizyandin		0	
72412	parjanyajinvita		0	
72413	parjanyakrandya		0	
72414	parjanyapatnI		0	
72415	parjanyaretas		0	
72416	parjanyasUkta		0	
72417	parjanyavfdDa		0	
72418	parkawa		0	
72419	parkawin		0	
72420	parmAqi		0	
72421	paroQA		0	
72422	paroSIta		0	
72423	parobAhu		0	
72424	parocya		0	
72425	parohu		0	
72426	parokzakfta		0	
72427	parokzatA		0	
72428	parokzatva		0	
72429	parokzavftti		0	
72430	parolakza		0	
72431	paropakAra		0	
72432	parovarIRa		0	
72433	parovarIyaMs		0	
72434	parovaram		0	
72435	paroviMSa		0	
72436	parozRih		0	
72437	parparI		0	
72438	parparIRa		0	
72439	parparIka		0	
72440	parpika		0	
72441	paruHsraMsa		0	
72442	paruSSas		0	
72443	parucCepa		0	
72444	parudvAra		0	
72445	parula		0	
72446	paruttna		0	
72447	paruzAhva		0	
72448	paruzAkzara		0	
72449	paruzIkfta		0	
72450	paruzetara		0	
72451	paruzokti		0	
72452	parvAsPowa		0	
72453	parvAvaDi		0	
72454	parvaDi		0	
72455	parvaSarkaraka		0	
72456	parvagupta		0	
72457	parvakAra		0	
72458	parvamUla		0	
72459	parvapUrRatA		0	
72460	parvarIRa		0	
72461	parvasa		0	
72462	parvatADArA		0	
72463	parvatASaya		0	
72464	parvatASrayin		0	
72465	parvatAri		0	
72466	parvatacyut		0	
72467	parvataja		0	
72468	parvatakAka		0	
72469	parvatapati		0	
72470	parvatavAsin		0	
72471	parvavant		0	
72472	parvayoni		0	
72473	parveSa		0	
72474	parvita		0	
72475	paryAKyAna		0	
72476	paryARahana		0	
72477	paryAcita		0	
72478	paryAhAra		0	
72479	paryAkulatva		0	
72480	paryAlI		0	
72481	paryAplAva		0	
72482	paryAsana		0	
72483	paryAvarta		0	
72484	paryAvartana		0	
72485	paryAvila		0	
72486	paryAyAnna		0	
72487	paryAyArRava		0	
72488	paryAyAtman		0	
72489	paryAyaSabda		0	
72490	paryAyaSas		0	
72491	paryAyaratnamAlA		0	
72492	paryAyatA		0	
72493	paryAyatva		0	
72494	paryAyavAcaka		0	
72495	paryAyika		0	
72496	paryUhaRa		0	
72497	paryUzaRAzwAhnikA		0	
72498	paryaNgya		0	
72499	paryahna		0	
72500	paryak		0	
72501	paryantikA		0	
72502	paryanubanDa		0	
72503	paryanuyojya		0	
72504	paryarzaRa		0	
72505	paryastAkza		0	
72506	paryastamayam		0	
72507	paryastavant		0	
72508	paryasti		0	
72509	paryavaDAraRa		0	
72510	paryavadAtatva		0	
72511	paryavapAda		0	
72512	paryavapAdya		0	
72513	paryavaroDa		0	
72514	paryehi		0	
72515	paryezwavya		0	
72516	paryudasitavya		0	
72517	paryudayam		0	
72518	paryuka		0	
72519	paryupasTApaka		0	
72520	paryupaveSana		0	
72521	paryupti		0	
72522	paryuzaRa		0	
72523	parzadvala		0	
72524	paspaSA		0	
72525	paspfS		0	
72526	pastyAvant		0	
72527	patAkAsTAnaka		0	
72528	patApata		0	
72529	patIyaMs		0	
72530	pataMgama		0	
72531	pataYcikA		0	
72532	pataYjala		0	
72533	patadBIru		0	
72534	patadgrAha		0	
72535	pataka		0	
72536	patama		0	
72537	patant		0	
72538	patantaka		0	
72539	patasa		0	
72540	patatriketana		0	
72541	patera		0	
72542	patiDarma		0	
72543	patiDarmavatI		0	
72544	patiGAtinI		0	
72545	patidevA		0	
72546	patidevatA		0	
72547	patidviz		0	
72548	patigaRitawIkA		0	
72549	patijuzwa		0	
72550	patikAma		0	
72551	patiloka		0	
72552	patimatI		0	
72553	patirip		0	
72554	patitasTita		0	
72555	patitavya		0	
72556	pativatI		0	
72557	pativedana		0	
72558	patividya		0	
72559	pativrata		0	
72560	patiyAna		0	
72561	patkAzin		0	
72562	patnIsaMnahana		0	
72563	patnIsaMyAja		0	
72564	patnIsaMyAjana		0	
72565	patnItva		0	
72566	patnIvant		0	
72567	patsaNgin		0	
72568	patsala		0	
72569	patsuKa		0	
72570	pattalA		0	
72571	pattaraNga		0	
72572	pattatas		0	
72573	pattigaRaka		0	
72574	pattikAya		0	
72575	pattika		0	
72576	pattisaMhati		0	
72577	pattrAYjana		0	
72578	pattrAlI		0	
72579	pattrAmlA		0	
72580	pattrAvalI		0	
72581	pattrAvalambana		0	
72582	pattrAvali		0	
72583	pattrIya		0	
72584	pattraBadrA		0	
72585	pattraGanA		0	
72586	pattraJaMkAra		0	
72587	pattraNga		0	
72588	pattraRA		0	
72589	pattraSavara		0	
72590	pattraSfNgI		0	
72591	pattraSirA		0	
72592	pattrabAla		0	
72593	pattrabanDa		0	
72594	pattracCedaka		0	
72595	pattracCedya		0	
72596	pattradAraka		0	
72597	pattradevI		0	
72598	pattrahima		0	
72599	pattrajYa		0	
72600	pattrakAhalA		0	
72601	pattrakOmudI		0	
72602	pattrakfcCra		0	
72603	pattrala		0	
72604	pattralatA		0	
72605	pattramAla		0	
72606	pattramaYjarI		0	
72607	pattranAqikA		0	
72608	pattrapAla		0	
72609	pattraparaSu		0	
72610	pattrapiSAcikA		0	
72611	pattraprakASa		0	
72612	pattrapuzpa		0	
72613	pattrapuzpaka		0	
72614	pattrataRqulI		0	
72615	pattravAja		0	
72616	pattravezwa		0	
72617	pattrayOvana		0	
72618	pattreSvaratIrTa		0	
72619	pattrikAKya		0	
72620	pattrivAha		0	
72621	pattrollAsa		0	
72622	pattropaskara		0	
72623	pattrya		0	
72624	patyekadevatA		0	
72625	pavAkA		0	
72626	pavInasa		0	
72627	pavIra		0	
72628	pavIravant		0	
72629	pavIru		0	
72630	pava		0	
72631	pavamAnahavis		0	
72632	pavamAnavant		0	
72633	pavamAnezwi		0	
72634	pavanASa		0	
72635	pavanASanASa		0	
72636	pavanAla		0	
72637	pavanacakra		0	
72638	pavanajava		0	
72639	pavanavAhana		0	
72640	pavanavijaya		0	
72641	pavanayogasaMgraha		0	
72642	pavanombuja		0	
72643	pavazwurika		0	
72644	pavimant		0	
72645	pavinda		0	
72646	pavita		0	
72647	pavitraDara		0	
72648	pavitrapUta		0	
72649	pavitrapati		0	
72650	pavitraraTa		0	
72651	pavitratA		0	
72652	pavitratva		0	
72653	pavitravant		0	
72654	pavyA		0	
72655	pawAkzepa		0	
72656	pawAlukA		0	
72657	pawIra		0	
72658	pawOkas		0	
72659	pawaBAkza		0	
72660	pawaBedana		0	
72661	pawakAra		0	
72662	pawaka		0	
72663	pawakuwI		0	
72664	pawamaya		0	
72665	pawara		0	
72666	pawaraka		0	
72667	pawatkakanTa		0	
72668	pawavApa		0	
72669	pawaveSman		0	
72670	pawavya		0	
72671	pawi		0	
72672	pawikA		0	
72673	pawowaja		0	
72674	pawujAtIya		0	
72675	pawupattrikA		0	
72676	pawusa		0	
72677	pawutva		0	
72678	pawwABirAmaSAstrin		0	
72679	pawwaSAka		0	
72680	pawwadevI		0	
72681	pawwalA		0	
72682	pawwamahizI		0	
72683	pawwarAjYI		0	
72684	pawwaraNga		0	
72685	pawwasUtrakAra		0	
72686	pawwikAra		0	
72687	pawwikAvApaka		0	
72688	pawwila		0	
72689	pawwiloDra		0	
72690	pawwopADyAya		0	
72691	payaHpAna		0	
72692	payaHpArAvAra		0	
72693	payaHpUra		0	
72694	payaScaya		0	
72695	payasvant		0	
72696	payoDA		0	
72697	payoDArA		0	
72698	payoDas		0	
72699	payoDika		0	
72700	payoGana		0	
72701	payoduh		0	
72702	payogaqa		0	
72703	payograha		0	
72704	payograhasamarTanaprakAra		0	
72705	payojanman		0	
72706	payomaya		0	
72707	payomftatIrTa		0	
72708	payoniDana		0	
72709	payopavasana		0	
72710	payora		0	
72711	payoraya		0	
72712	payovAha		0	
72713	pazWavAh		0	
72714	peSIkoSa		0	
72715	peSalatva		0	
72716	peSaskArin		0	
72717	peSasvant		0	
72718	peSitar		0	
72719	peSvara		0	
72720	peSyaRqa		0	
72721	peYjUza		0	
72722	pecakin		0	
72723	pecila		0	
72724	pecu		0	
72725	peculI		0	
72726	pela		0	
72727	peliSAlA		0	
72728	pelin		0	
72729	peloja		0	
72730	perA		0	
72731	peraja		0	
72732	pesala		0	
72733	pesuka		0	
72734	pesvara		0	
72735	pewAka		0	
72736	pewwiBawwa		0	
72737	pezAka		0	
72738	pezaRavant		0	
72739	pezaRi		0	
72740	pezala		0	
72741	pezi		0	
72742	pezya		0	
72743	pfSniBadra		0	
72744	pfSnibAhu		0	
72745	pfSnihan		0	
72746	pfSnikA		0	
72747	pfSnimAtar		0	
72748	pfSnimant		0	
72749	pfSniniprezita		0	
72750	pfSnisakTa		0	
72751	pfSnitva		0	
72752	pfSnivant		0	
72753	pfSnyAhvayA		0	
72754	pfTASva		0	
72755	pfTI		0	
72756	pfTUdakasvAmin		0	
72757	pfTUdara		0	
72758	pfTa		0	
72759	pfTagAtmatA		0	
72760	pfTagAtmikA		0	
72761	pfTagBUta		0	
72762	pfTagyoga		0	
72763	pfTagyogakaraRa		0	
72764	pfTakSabda		0	
72765	pfTakapada		0	
72766	pfTakcara		0	
72767	pfTakkfti		0	
72768	pfTakpiRqa		0	
72769	pfTakzetra		0	
72770	pfTavI		0	
72771	pfTikA		0	
72772	pfTivISakra		0	
