slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_grounded_verse	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
nAqikA		5	5	27	35	2	3	0.0857	1	1	0	1	R4_grounded_alignment
nArASaMsa		2	2	34	14	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nArAca		6	6	37	272	3	42	0.1544	1	0	0	1	R4_grounded_alignment
nArAyaRa		11	11	108	1038	9	163	0.1570	2	1	0	1	R4_grounded_alignment
nArAyaRadeva		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nArAyaRapriya		2	2	2	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nArAyaRatIrTa		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nArIka		2	2	4	0	0	0		0	0	1	1	R2_no_wordsem_tag
nAra		10	10	56	16	1	1	0.0625	0	0	0	1	R3_tagged_but_unaligned
nAraNga		6	5	13	28	2	9	0.3214	0	0	0	1	R3_tagged_but_unaligned
nArada		4	4	54	1000	3	103	0.1030	1	1	0	1	R4_grounded_alignment
nAraka		2	2	22	43	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nArasiMha		3	3	21	49	1	3	0.0612	1	1	0	1	R4_grounded_alignment
nArikela		2	2	28	64	1	16	0.2500	1	0	0	1	R4_grounded_alignment
nAsA		3	3	46	378	2	55	0.1455	1	1	0	1	R4_grounded_alignment
nAsatya		3	3	32	141	2	21	0.1489	1	1	0	1	R4_grounded_alignment
nAsikA		3	3	46	208	3	35	0.1683	1	1	0	1	R4_grounded_alignment
nAsikya		7	7	23	8	4	4	0.5000	0	0	1	1	R3_tagged_but_unaligned
nAva	2	2	2	7	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nAvika		2	2	19	25	3	5	0.2000	0	0	0	1	R3_tagged_but_unaligned
nAvya	1	2	2	17	5	1	1	0.2000	1	1	0	1	R4_grounded_alignment
nAwa		4	4	8	0	1	1		0	0	0	1	R3_tagged_but_unaligned
nAwaka		5	5	29	23	2	2	0.0870	1	0	0	1	R4_grounded_alignment
nAwya		2	2	37	121	3	4	0.0331	1	1	0	1	R4_grounded_alignment
nAya		2	2	8	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nAyaka		6	6	63	217	2	19	0.0876	1	1	0	1	R4_grounded_alignment
nEDana		3	3	10	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nEGaRwuka		2	2	10	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
nEHSreyasa		2	2	15	22	0	0	0.0000	1	0	1	1	R4_grounded_alignment
nEScitya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nEcika		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nEdAGa		2	2	5	7	1	1	0.1429	1	1	0	1	R4_grounded_alignment
nEgama		9	9	46	44	1	2	0.0455	2	2	0	1	R4_grounded_alignment
nEmittika		3	3	37	111	3	4	0.0360	1	0	0	1	R4_grounded_alignment
nEpAla		5	4	18	8	1	1	0.1250	0	0	0	1	R3_tagged_but_unaligned
nEpuRa		2	2	18	22	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nEpuRya		2	2	13	21	1	1	0.0476	0	0	0	1	R3_tagged_but_unaligned
nErapekza		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nErfta		10	10	71	112	3	47	0.4196	1	0	1	1	R4_grounded_alignment
nErftya		3	3	5	16	1	2	0.1250	0	0	1	1	R3_tagged_but_unaligned
nErguRya	1	2	2	9	14	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nEsargika		2	2	14	34	1	16	0.4706	0	0	0	1	R3_tagged_but_unaligned
nEviqya		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nEzWika		5	5	28	84	1	1	0.0119	1	1	0	1	R4_grounded_alignment
nEzaDa		2	2	14	79	1	17	0.2152	0	0	1	1	R3_tagged_but_unaligned
nEzaDya		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nEzkika		2	2	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nI	1	14	14	674	1809	21	151	0.0835	2	1	0	1	R4_grounded_alignment
nIDra		5	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nITa		5	5	18	14	1	1	0.0714	1	1	0	1	R4_grounded_alignment
nIcEs		4	4	36	34	2	2	0.0588	1	1	0	1	R4_grounded_alignment
nIca		5	5	79	180	6	9	0.0500	1	1	1	1	R4_grounded_alignment
nIcaga		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIcaka		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIhAra		2	2	42	66	3	10	0.1515	1	1	0	1	R4_grounded_alignment
nIkASa		2	2	7	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nIka		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlABa		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nIlANgu		4	4	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlAYjana		4	4	8	78	3	51	0.6538	0	0	1	1	R3_tagged_but_unaligned
nIlAmbara		4	3	9	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
nIlAsana		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlIrAga	2	2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIla		21	17	167	1043	22	234	0.2244	2	1	1	1	R4_grounded_alignment
nIlaDvaja		2	2	4	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nIlaNgu		4	4	15	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nIlacCada		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlagrIva		2	2	12	19	1	5	0.2632	0	0	1	1	R3_tagged_but_unaligned
nIlaja		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlaka		12	11	27	17	3	5	0.2941	0	0	1	1	R3_tagged_but_unaligned
nIlakaRWa		12	11	46	79	3	40	0.5063	1	0	1	1	R4_grounded_alignment
nIlalohita		4	3	26	91	2	30	0.3297	1	1	0	1	R4_grounded_alignment
nIlapattra		3	3	5	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nIlapfzWa		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlapuzpa		4	3	8	5	1	1	0.2000	0	0	0	1	R3_tagged_but_unaligned
nIlapuzpikA		2	2	4	3	1	1	0.3333	0	0	1	1	R3_tagged_but_unaligned
nIlavAsas		2	2	3	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nIlavant		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlavarRa		3	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIlavastra	2	2	2	2	0	1	1		0	0	1	1	R3_tagged_but_unaligned
nIlinI		3	3	12	50	1	5	0.1000	0	0	1	1	R3_tagged_but_unaligned
nIpa		4	4	45	54	1	3	0.0556	1	1	0	1	R4_grounded_alignment
nIqa		3	3	42	50	3	6	0.1200	1	1	0	1	R4_grounded_alignment
nIrUpa		4	2	4	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nIra		3	3	24	147	4	70	0.4762	0	0	0	1	R3_tagged_but_unaligned
nIrada	1	2	2	9	11	1	2	0.1818	0	0	0	1	R3_tagged_but_unaligned
nIraja	1	5	5	23	23	1	2	0.0870	0	0	1	1	R3_tagged_but_unaligned
nIraja	2	2	2	3	23	1	2	0.0870	1	0	1	1	R4_grounded_alignment
nIrajas		2	2	5	0	0	0		0	0	0	1	R2_no_wordsem_tag
nIrajaska		2	2	10	5	0	0	0.0000	1	0	0	1	R4_grounded_alignment
nIrasa		4	3	12	24	1	1	0.0417	0	0	0	1	R3_tagged_but_unaligned
nIruja		2	2	11	47	2	5	0.1064	1	0	0	1	R4_grounded_alignment
nIti		4	4	46	225	5	8	0.0356	1	1	0	1	R4_grounded_alignment
nIvAra		2	2	26	36	1	1	0.0278	1	1	0	1	R4_grounded_alignment
nIvara		5	5	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nIvi		2	2	44	35	2	2	0.0571	1	1	0	1	R4_grounded_alignment
nIvra		5	3	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nO	2	3	3	52	304	5	55	0.1809	1	1	0	1	R4_grounded_alignment
nOka		4	4	14		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nUnam		4	4	86	727	4	48	0.0660	1	1	0	1	R4_grounded_alignment
nUpura		2	2	23	140	2	9	0.0643	1	1	0	1	R4_grounded_alignment
na	1	3	3	168	53981	6	3622	0.0671	1	1	0	1	R4_grounded_alignment
naBa		6	6	14	18	2	3	0.1667	0	0	1	1	R3_tagged_but_unaligned
naBaHsad		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
naBaScara		6	6	16	9	1	1	0.1111	0	0	1	1	R3_tagged_but_unaligned
naBas		10	9	71	519	7	72	0.1387	1	1	1	1	R4_grounded_alignment
naBasa		5	4	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
naBastala		2	2	9	71	2	6	0.0845	1	1	0	1	R4_grounded_alignment
naBasvant		5	5	24	24	1	5	0.2083	1	1	0	1	R4_grounded_alignment
naBasya		4	3	4	21	2	4	0.1905	0	0	1	1	R3_tagged_but_unaligned
naBoga		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
naKANka		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
naKa		3	3	57	610	7	95	0.1557	1	1	0	1	R4_grounded_alignment
naKara		3	3	22	32	1	1	0.0312	1	1	0	1	R4_grounded_alignment
naKin		3	3	6	6	2	2	0.3333	1	1	0	1	R4_grounded_alignment
naSaMsya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nad		2	2	256	437	11	46	0.1053	1	1	0	1	R4_grounded_alignment
nadIja		6	6	17	11	3	4	0.3636	1	0	0	1	R4_grounded_alignment
nadIkAnta		6	3	7	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nadImuKa		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nadIna		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nada		6	4	28	70	4	12	0.1714	1	0	0	1	R4_grounded_alignment
nagOkas		4	3	7	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
naga		4	3	42	268	6	86	0.3209	1	1	0	1	R4_grounded_alignment
nagaja		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nagna		7	7	48	142	2	11	0.0775	1	1	0	1	R4_grounded_alignment
nagnaka		4	4	17	1	1	1	1.0000	1	1	0	1	R4_grounded_alignment
nah	1	3	3	208	72	4	9	0.1250	1	1	0	1	R4_grounded_alignment
nahuza		6	6	50	212	3	21	0.0991	1	1	0	1	R4_grounded_alignment
naka		2	2	3	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nakis		2	2	17		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nakra		5	5	37	66	2	10	0.1515	1	1	0	1	R4_grounded_alignment
nakta	1	4	4	42	215	3	17	0.0791	1	1	1	1	R4_grounded_alignment
naktaMcArin		2	2	3	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
naktacArin		5	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nakulISa		3	3	8	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nakula		11	10	56	452	5	48	0.1062	1	1	0	1	R4_grounded_alignment
nakzatra		3	3	74	631	6	84	0.1331	1	1	0	1	R4_grounded_alignment
nakzatramAlA		3	3	5	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nakzatranemi		4	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nala		14	14	76	304	5	52	0.1711	1	0	1	1	R4_grounded_alignment
nalada		4	4	19	35	2	4	0.1143	1	1	0	1	R4_grounded_alignment
nalaka		3	2	11	9	2	3	0.3333	0	0	0	1	R3_tagged_but_unaligned
nalinIruha		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nalina		13	13	116	55	1	5	0.0909	1	1	0	1	R4_grounded_alignment
nam		5	5	673	583	10	39	0.0669	1	1	1	1	R4_grounded_alignment
namas		5	5	120	3814	7	127	0.0333	1	1	0	1	R4_grounded_alignment
namaskAra		3	3	15	121	2	3	0.0248	1	1	0	1	R4_grounded_alignment
namasvant		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
namasya		2	2	20	23	4	6	0.2609	1	1	0	1	R4_grounded_alignment
namasyu		2	2	4	4	1	1	0.2500	1	1	1	1	R4_grounded_alignment
namra		2	2	31	53	4	5	0.0943	1	1	0	1	R4_grounded_alignment
namuci		2	2	64	60	2	10	0.1667	1	1	0	1	R4_grounded_alignment
nand		6	6	161	103	2	10	0.0971	1	1	0	1	R4_grounded_alignment
nandAtmaja		2	2	8	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nandISa		2	2	6	17	2	2	0.1176	0	0	1	1	R3_tagged_but_unaligned
nandISvara		4	4	15	44	2	7	0.1591	1	1	0	1	R4_grounded_alignment
nandImuKa		5	5	8	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nanda		33	32	103	229	4	12	0.0524	1	1	0	1	R4_grounded_alignment
nandaka		13	13	29	16	1	2	0.1250	1	0	0	1	R4_grounded_alignment
nandana		17	17	89	888	7	90	0.1014	3	2	0	1	R4_grounded_alignment
nandi		7	7	39	18	3	3	0.1667	1	1	0	1	R4_grounded_alignment
nandiGoza		2	2	10	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nandikAvarta		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nandika		3	3	8	4	1	1	0.2500	0	0	2	1	R3_tagged_but_unaligned
nandimuKa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nandin		19	19	81	234	4	37	0.1581	2	1	0	1	R4_grounded_alignment
nandivarDana		7	7	36	11	3	6	0.5455	1	0	0	1	R4_grounded_alignment
nandyAvarta		5	5	30	10	1	1	0.1000	0	0	1	1	R3_tagged_but_unaligned
nanu		2	2	81	470	2	4	0.0085	1	1	0	1	R4_grounded_alignment
napAt		4	4	56	77	3	15	0.1948	1	1	0	1	R4_grounded_alignment
napuMsaka		2	2	41	117	4	60	0.5128	2	2	0	1	R4_grounded_alignment
naqa		3	3	17	44	2	6	0.1364	1	1	0	1	R4_grounded_alignment
naqavana		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
naqvala		2	2	10	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nar	1	3	3	74		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narADAra		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narADipa		2	2	13	548	2	64	0.1168	0	0	0	1	R3_tagged_but_unaligned
narANga		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narAcI		2	2	2	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nara		17	16	87	5011	12	581	0.1159	1	1	0	1	R4_grounded_alignment
narada		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
naradatta		2	2	5	7	1	2	0.2857	0	0	1	1	R3_tagged_but_unaligned
narahari		2	2	5	7	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
naraka		7	7	82	745	3	30	0.0403	2	1	0	1	R4_grounded_alignment
narakasTa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narapati		3	3	15	89	1	14	0.1573	0	0	1	1	R3_tagged_but_unaligned
narasiMha		3	3	26	36	1	3	0.0833	0	0	1	1	R3_tagged_but_unaligned
naravAhana		2	2	19	27	3	9	0.3333	0	0	1	1	R3_tagged_but_unaligned
nard		2	2	38	110	3	8	0.0727	1	0	0	1	R4_grounded_alignment
nardana		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narendra		6	6	34	394	1	61	0.1548	0	0	0	1	R3_tagged_but_unaligned
naretara		2	2	2	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
narkuwaka		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narmaWa		3	3	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narmada		5	5	55		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narottama		2	2	4	70	2	8	0.1143	0	0	1	1	R3_tagged_but_unaligned
nart		2	2	67		0	0		0	0	0	1	R1_lemma_absent_from_dcs
narta		2	2	4	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nartaka		7	6	52	48	2	6	0.1250	1	1	0	1	R4_grounded_alignment
nartana		2	2	13	33	2	7	0.2121	1	0	0	1	R4_grounded_alignment
narya		7	7	34	52	8	13	0.2500	2	2	0	1	R4_grounded_alignment
nasa		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nasta		3	3	12	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nasya		5	5	22	291	1	20	0.0687	1	1	0	1	R4_grounded_alignment
nata		4	3	16	41	2	2	0.0488	0	0	2	1	R3_tagged_but_unaligned
nati		4	4	22	16	1	1	0.0625	0	0	0	1	R3_tagged_but_unaligned
navIyaMs		5	5	26		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nava	1	5	5	84	703	9	74	0.1053	1	1	1	1	R4_grounded_alignment
navaPalikA		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
navadaSa		2	2	3	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
navakArikA		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
navaka	2	2	2	13	21	1	1	0.0476	0	0	0	1	R3_tagged_but_unaligned
navamAlikA		2	2	7	12	2	2	0.1667	0	0	1	1	R3_tagged_but_unaligned
navya	1	2	2	26	52	3	11	0.2115	1	1	0	1	R4_grounded_alignment
nawa		11	9	66	81	4	13	0.1605	1	1	0	1	R4_grounded_alignment
naya		7	7	65	213	3	7	0.0329	1	1	0	1	R4_grounded_alignment
nayana		5	5	44	630	2	84	0.1333	1	0	0	1	R4_grounded_alignment
nayanotsava		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nayavant		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
ned	2	2	2	29	0	1	1		0	0	0	1	R3_tagged_but_unaligned
nedizWa		3	3	30	18	1	1	0.0556	1	1	0	1	R4_grounded_alignment
nema		3	3	41	19	1	1	0.0526	1	1	0	1	R4_grounded_alignment
nemi		8	8	65	136	3	17	0.1250	1	1	1	1	R4_grounded_alignment
nemin		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nepAla		5	5	16	44	3	22	0.5000	0	0	1	1	R3_tagged_but_unaligned
nepAlaka		2	2	3	11	2	6	0.5455	0	0	0	1	R3_tagged_but_unaligned
netar	2	7	5	58		0	0		0	0	0	1	R1_lemma_absent_from_dcs
netra		9	9	78	1143	6	193	0.1689	1	1	0	1	R4_grounded_alignment
netrayoni		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nezwra		2	2	8	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nfcakzas		4	4	31	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nfcakzus		2	2	7	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nfga		2	2	22	38	1	1	0.0263	1	0	0	1	R4_grounded_alignment
nfhari		2	2	5	13	1	1	0.0769	0	0	1	1	R3_tagged_but_unaligned
nfjit		2	2	3		0	0		0	0	1	1	R1_lemma_absent_from_dcs
nfmRa		2	2	20	53	3	11	0.2075	1	1	0	1	R4_grounded_alignment
nfpAtmaja		3	3	5	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nfpapriya		8	3	6	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nfpati		2	2	33	761	1	80	0.1051	1	1	0	1	R4_grounded_alignment
nfpavallaBa		4	3	6	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nfsiMha		4	4	31	72	2	6	0.0833	1	0	0	1	R4_grounded_alignment
nftu		2	2	14	10	1	3	0.3000	1	1	0	1	R4_grounded_alignment
nftyapriya		3	2	2	3	1	1	0.3333	0	0	0	1	R3_tagged_but_unaligned
nfzad		3	3	8	5	1	1	0.2000	1	1	1	1	R4_grounded_alignment
nfzahya		2	2	10	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
niBa		2	2	51	559	7	145	0.2594	1	1	0	1	R4_grounded_alignment
niDAna		4	4	46	108	5	14	0.1296	1	1	0	1	R4_grounded_alignment
niDana		7	7	88	475	3	37	0.0779	1	1	0	1	R4_grounded_alignment
niDi		7	7	79	396	7	36	0.0909	1	1	0	1	R4_grounded_alignment
niDipati		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niDruvi		2	2	8	3	1	1	0.3333	1	1	0	1	R4_grounded_alignment
niDuvana		2	2	20	16	1	2	0.1250	0	0	0	1	R3_tagged_but_unaligned
niGAta		2	2	8	3	1	1	0.3333	0	0	0	1	R3_tagged_but_unaligned
niGna		3	3	16	27	3	6	0.2222	0	0	1	1	R3_tagged_but_unaligned
niHSalya		2	2	3	6	1	2	0.3333	0	0	0	1	R3_tagged_but_unaligned
niHSrIka		2	2	10	10	0	0	0.0000	1	0	0	1	R4_grounded_alignment
niHSvAsa		2	2	39	113	3	9	0.0796	1	1	0	1	R4_grounded_alignment
niHsAra	2	4	4	26	36	2	2	0.0556	0	0	1	1	R3_tagged_but_unaligned
niHsAraRa		2	2	7	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
niHsaMSaya		2	2	16	52	1	3	0.0577	1	0	0	1	R4_grounded_alignment
niHsaMpAta		2	2	5	0	0	0		0	0	0	1	R2_no_wordsem_tag
niHsaNga		4	4	22	47	0	0	0.0000	1	1	0	1	R4_grounded_alignment
niHsapatna		2	2	11	15	1	1	0.0667	1	0	0	1	R4_grounded_alignment
niHsaraRa		4	4	23	26	1	1	0.0385	0	0	0	1	R3_tagged_but_unaligned
niHsattva		2	2	16	24	2	5	0.2083	1	1	0	1	R4_grounded_alignment
niHsneha		5	4	17	26	1	2	0.0769	1	0	0	1	R4_grounded_alignment
niHsrAva		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niKarba		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niRya		2	2	11	11	4	4	0.3636	1	1	0	1	R4_grounded_alignment
niSA		4	4	57	1088	5	183	0.1682	1	0	0	1	R4_grounded_alignment
niSAcara		10	8	34	280	4	187	0.6679	0	0	1	1	R3_tagged_but_unaligned
niSAkara		2	2	21	83	4	22	0.2651	1	1	0	1	R4_grounded_alignment
niSAnDa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niSAnta	1	2	2	11	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
niSApati		2	2	9	5	1	3	0.6000	0	0	0	1	R3_tagged_but_unaligned
niSAwana		3	3	3	4	1	1	0.2500	0	0	0	1	R3_tagged_but_unaligned
niSCidra		3	3	8	8	1	1	0.1250	0	0	0	1	R3_tagged_but_unaligned
niSaWa		2	2	10	16	1	2	0.1250	1	0	0	1	R4_grounded_alignment
niScalANga		3	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
niScala		3	3	21	134	6	11	0.0821	1	1	0	1	R4_grounded_alignment
niScaya		3	3	99	652	9	38	0.0583	1	1	0	1	R4_grounded_alignment
niScinta		2	2	5	9	0	0	0.0000	1	0	0	1	R4_grounded_alignment
niScyavana		2	2	2	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
niSumBa		2	2	17	6	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nibanDa		9	9	22	39	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nibanDana		8	8	61	89	5	5	0.0562	2	1	0	1	R4_grounded_alignment
nibanDin		3	3	8	8	2	3	0.3750	0	0	0	1	R3_tagged_but_unaligned
nicuNkuRa		2	2	7		0	0		0	0	1	1	R1_lemma_absent_from_dcs
nicula		3	3	24	55	2	16	0.2909	0	0	1	1	R3_tagged_but_unaligned
nicumpuRa		2	2	6	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nidAGa		2	2	41	89	2	15	0.1685	1	1	0	1	R4_grounded_alignment
nidAna		8	7	60	173	4	18	0.1040	1	1	0	1	R4_grounded_alignment
nidarSaka		2	2	5	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nidarSana		9	8	68	172	3	10	0.0581	1	1	0	1	R4_grounded_alignment
nideSa		3	3	42	77	1	12	0.1558	1	1	0	1	R4_grounded_alignment
nideSin		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nidigDikA		2	2	6	22	1	3	0.1364	0	0	1	1	R3_tagged_but_unaligned
nidrA		2	2	67	575	4	53	0.0922	1	1	0	1	R4_grounded_alignment
nidrAlu		4	3	5	14	1	3	0.2143	0	0	1	1	R3_tagged_but_unaligned
nigada		4	4	27	4	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
nigama		11	11	77	70	5	12	0.1714	1	1	0	1	R4_grounded_alignment
nigamana		2	2	7	19	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
nigaraRa		3	3	13	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
nigraha		9	9	117	289	7	22	0.0761	1	1	0	1	R4_grounded_alignment
nigrahaRa		2	2	5	18	1	1	0.0556	0	0	0	1	R3_tagged_but_unaligned
nihAkA		2	2	5	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nihava		2	2	15	6	1	1	0.1667	1	1	0	1	R4_grounded_alignment
nihnava		7	7	27	15	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nihnuvana		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nija		2	2	59	785	3	49	0.0624	1	1	0	1	R4_grounded_alignment
nikASa		2	2	20	38	1	13	0.3421	1	0	0	1	R4_grounded_alignment
nikAya		6	5	42	48	3	5	0.1042	1	1	0	1	R4_grounded_alignment
nikUla		2	2	4	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
nikara		2	2	44	73	2	3	0.0411	1	1	0	1	R4_grounded_alignment
nikasa		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nikaza		3	3	30	29	1	9	0.3103	1	1	0	1	R4_grounded_alignment
niketa		2	2	31	27	1	2	0.0741	1	1	0	1	R4_grounded_alignment
niketana		2	2	20	43	2	4	0.0930	1	1	0	1	R4_grounded_alignment
nikfntana		4	3	13	49	3	12	0.2449	0	0	1	1	R3_tagged_but_unaligned
nikfti		3	3	39	117	3	3	0.0256	1	0	0	1	R4_grounded_alignment
nikramaRa		2	2	3	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
nikuYcaka		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
nikumBa		3	3	37	77	2	13	0.1688	1	0	0	1	R4_grounded_alignment
nikzepa		3	3	29	81	4	14	0.1728	1	1	0	1	R4_grounded_alignment
nikzepaRa		2	2	3	13	1	2	0.1538	1	1	0	1	R4_grounded_alignment
nilaya		3	3	23	143	3	18	0.1259	1	1	0	1	R4_grounded_alignment
nilayana	1	2	2	9	7	2	2	0.2857	0	0	0	1	R3_tagged_but_unaligned
nilimpa		2	2	7	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
