slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_grounded_verse	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
skanDas		2	2	4	2	1	1	0.5000	1	1	0	1	R4_grounded_alignment
skanDin		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
skand		4	4	158	70	4	8	0.1143	1	1	0	1	R4_grounded_alignment
skanda		8	8	79	262	7	26	0.0992	1	1	0	1	R4_grounded_alignment
skandana		2	2	3	3	1	1	0.3333	0	0	0	1	R3_tagged_but_unaligned
skandin		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
smAraRa		3	3	10	7	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
smArta		3	3	26	62	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sma	1	15	15	193	2566	1	4	0.0016	1	1	0	1	R4_grounded_alignment
smar		8	8	549		0	0		0	0	0	1	R1_lemma_absent_from_dcs
smarANkuSa		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
smara		6	6	45	202	4	24	0.1188	1	1	0	1	R4_grounded_alignment
smaraDvaja		4	4	7	0	0	0		0	0	1	1	R2_no_wordsem_tag
smaraRa		3	3	53	149	2	6	0.0403	1	1	0	1	R4_grounded_alignment
smaradIpana		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
smaya		2	2	25	28	0	0	0.0000	1	1	0	1	R4_grounded_alignment
smera		3	3	30	27	2	2	0.0741	1	1	0	1	R4_grounded_alignment
smfti		6	6	141	676	7	52	0.0769	1	1	0	1	R4_grounded_alignment
smi		5	5	251	207	2	13	0.0628	1	1	0	1	R4_grounded_alignment
snA	1	3	2	168	1450	1	46	0.0317	1	1	0	1	R4_grounded_alignment
snAna		2	2	88	996	4	67	0.0673	1	1	0	1	R4_grounded_alignment
snAvan		2	2	19	20	1	5	0.2500	1	1	0	1	R4_grounded_alignment
snAyu		2	2	40	197	3	69	0.3503	1	1	0	1	R4_grounded_alignment
snapana		2	2	15	36	2	7	0.1944	2	2	0	1	R4_grounded_alignment
sneha		4	4	169	1781	15	197	0.1106	1	1	0	1	R4_grounded_alignment
snehana		4	4	23	94	4	9	0.0957	1	0	0	1	R4_grounded_alignment
snehapAtra		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
snehavant		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
snehin		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
snigDa		8	8	160	1483	16	325	0.2192	1	1	1	1	R4_grounded_alignment
snigDatA		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
snigDatva		2	2	3	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
snih	1	2	2	24	123	3	16	0.1301	1	0	0	1	R4_grounded_alignment
snuzA		2	2	41	183	1	6	0.0328	1	1	0	1	R4_grounded_alignment
soQavya		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
socCvAsa		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sodaka		2	2	9	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sodarka		3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somAMSu		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somArudra		2	2	3	10	0	0	0.0000	1	1	0	1	R4_grounded_alignment
soma		13	10	229	2841	6	293	0.1031	1	1	0	1	R4_grounded_alignment
somadA		2	2	3	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
somadatta		2	2	23	133	1	3	0.0226	1	0	0	1	R4_grounded_alignment
somadeva		3	3	6	25	1	23	0.9200	0	0	0	1	R3_tagged_but_unaligned
somagiri		2	2	5	3	1	2	0.6667	0	0	0	1	R3_tagged_but_unaligned
somagraha		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somaja		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
somaka		4	4	31	147	1	1	0.0068	1	1	0	1	R4_grounded_alignment
somakrayaRa		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somanATa		2	2	19	19	2	3	0.1579	0	0	1	1	R3_tagged_but_unaligned
somapAla		2	2	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somapITa		2	2	20		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somapa		7	7	43	58	1	1	0.0172	1	1	0	1	R4_grounded_alignment
somapada		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somapraBa		3	2	13	0	0	0		0	0	0	1	R2_no_wordsem_tag
somapura		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somaputra	1	2	2	4	14	1	3	0.2143	0	0	1	1	R3_tagged_but_unaligned
somarAjI		3	3	10	22	1	7	0.3182	0	0	1	1	R3_tagged_but_unaligned
somarAjan		2	2	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somarAjya		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somarakza		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somasidDAnta		3	3	11	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
somasuta		2	2	5	6	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
somavarcas		2	2	3	1	0	0	0.0000	1	0	0	1	R4_grounded_alignment
somavrata		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
someSvara		3	3	19	7	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
somila		2	2	5		0	0		0	0	1	1	R1_lemma_absent_from_dcs
somin		3	3	9	20	0	0	0.0000	1	1	0	1	R4_grounded_alignment
somodBava		3	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
somya		5	5	34	147	1	6	0.0408	1	1	0	1	R4_grounded_alignment
sopaDa		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sopama		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sozRIza		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sozman		2	2	16	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sozmatA		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
spaS	1	3	3	68	17	4	7	0.4118	0	0	0	1	R3_tagged_but_unaligned
spaSa		2	2	16	0	0	0		0	0	0	1	R2_no_wordsem_tag
spand		2	2	31	49	1	1	0.0204	1	1	0	1	R4_grounded_alignment
spanda		2	2	20	119	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
spandana		3	3	30	62	4	4	0.0645	2	2	0	1	R4_grounded_alignment
sparD		2	2	14		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sparS		11	11	256		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sparSa		14	14	144	899	6	77	0.0857	1	1	0	1	R4_grounded_alignment
sparSahAni		2	2	5	3	2	2	0.6667	0	0	0	1	R3_tagged_but_unaligned
sparSanIya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sparSana		4	4	50	176	4	16	0.0909	1	1	1	1	R4_grounded_alignment
sparSavant		2	2	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sparh		2	2	59		0	0		0	0	0	1	R1_lemma_absent_from_dcs
spazwIkar		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
spazway		2	2	5	12	1	7	0.5833	0	0	0	1	R3_tagged_but_unaligned
spfS		4	4	24	980	6	77	0.0786	0	0	0	1	R3_tagged_but_unaligned
spfSa		5	4	5	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
spfSya		5	5	23		0	0		0	0	0	1	R1_lemma_absent_from_dcs
spfhaRIya		2	2	22		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sprazwar		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
srAvaRa		3	3	7	9	2	2	0.2222	0	0	0	1	R3_tagged_but_unaligned
srU		4	3	5	11	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sraMs		3	3	123	117	5	8	0.0684	1	1	0	1	R4_grounded_alignment
sraMsana		3	3	9	28	1	2	0.0714	0	0	0	1	R3_tagged_but_unaligned
sraMsin		3	3	6	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
sragDara		3	3	16		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sragvin		3	3	27	50	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sraj		4	4	62	319	2	33	0.1034	1	1	0	1	R4_grounded_alignment
sraja		2	2	4	6	1	1	0.1667	0	0	1	1	R3_tagged_but_unaligned
srava		5	5	28	26	3	3	0.1154	1	0	0	1	R4_grounded_alignment
sravaRa		4	4	10	13	2	3	0.2308	0	0	0	1	R3_tagged_but_unaligned
sravantI		3	3	32	24	1	7	0.2917	1	1	0	1	R4_grounded_alignment
srazwar		3	3	21		0	0		0	0	0	1	R1_lemma_absent_from_dcs
srotas		7	7	102	485	10	54	0.1113	1	1	0	1	R4_grounded_alignment
srotasya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sru		12	12	280	459	12	66	0.1438	1	1	0	1	R4_grounded_alignment
sruGna		2	2	15		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sruti		2	2	26	65	6	11	0.1692	1	1	0	1	R4_grounded_alignment
sruva		3	2	7	102	2	4	0.0392	0	0	0	1	R3_tagged_but_unaligned
stAva		3	3	4	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
stUpa		2	2	31	59	0	0	0.0000	1	1	0	1	R4_grounded_alignment
staB		13	13	267		0	0		0	0	0	1	R1_lemma_absent_from_dcs
stabDatA		2	2	6	3	2	2	0.6667	0	0	0	1	R3_tagged_but_unaligned
stabDatva		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
stamBa		8	8	147	491	9	64	0.1303	1	1	0	1	R4_grounded_alignment
stamBaka		4	4	8	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
stamBanIya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
stamBana		7	7	25	82	5	16	0.1951	1	0	0	1	R4_grounded_alignment
stamBin		4	3	4	12	2	2	0.1667	0	0	0	1	R3_tagged_but_unaligned
stamba		4	4	57	70	5	11	0.1571	1	1	1	1	R4_grounded_alignment
stanAntara		2	2	13	76	2	8	0.1053	0	0	1	1	R3_tagged_but_unaligned
stana		2	2	100	559	7	64	0.1145	1	1	0	1	R4_grounded_alignment
stanita		3	3	30	49	2	10	0.2041	1	1	0	1	R4_grounded_alignment
star	1	7	7	240	8	1	2	0.2500	0	0	0	1	R3_tagged_but_unaligned
star	2	2	2	15	8	1	2	0.2500	1	1	0	1	R4_grounded_alignment
starI		2	2	14	10	1	2	0.2000	1	1	0	1	R4_grounded_alignment
steyin		3	3	10	16	0	0	0.0000	1	0	0	1	R4_grounded_alignment
stfti		2	2	7		0	0		1	1	0	1	R4_grounded_alignment
stiBi		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
stim		2	2	75		0	0		0	0	0	1	R1_lemma_absent_from_dcs
stoka		3	3	79	173	5	52	0.3006	2	2	0	1	R4_grounded_alignment
stokaka		2	2	11	10	0	0	0.0000	1	0	0	1	R4_grounded_alignment
stoma		6	5	92	462	2	32	0.0693	1	1	0	1	R4_grounded_alignment
stomaBAga		2	2	21	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
stomavAhas		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
stomya		2	2	6	10	1	1	0.1000	1	1	0	1	R4_grounded_alignment
stotra		2	2	74	237	2	9	0.0380	1	1	0	1	R4_grounded_alignment
stotriya		2	2	30	28	0	0	0.0000	1	1	0	1	R4_grounded_alignment
strERa		3	3	29	22	0	0	0.0000	1	1	0	1	R4_grounded_alignment
strI		4	4	99	3737	12	569	0.1523	1	1	0	1	R4_grounded_alignment
strIDana		2	2	5	29	0	0	0.0000	1	1	0	1	R4_grounded_alignment
strIDarma		3	3	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
strIjana		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
strIkAma		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
strIliNga	1	2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
strIpuMsa		3	3	21	35	1	1	0.0286	0	0	0	1	R3_tagged_but_unaligned
strIpumaMs		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
strItva		2	2	18	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
stu	1	5	5	171	1522	6	81	0.0532	1	1	0	1	R4_grounded_alignment
stuBa		2	2	4	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
stuti		3	3	59	188	3	10	0.0532	1	1	0	1	R4_grounded_alignment
styAna		5	5	21	12	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
su	1	2	2	68	11408	15	1369	0.1200	1	1	0	1	R4_grounded_alignment
su	4	7	7	140	11408	15	1369	0.1200	1	0	0	1	R4_grounded_alignment
su	6	2	2	98	11408	15	1369	0.1200	1	1	0	1	R4_grounded_alignment
suBAnu		3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBAsa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBAzin		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBAzita	1	2	2	28	20	1	1	0.0500	0	0	0	1	R3_tagged_but_unaligned
suBAzita	2	2	2	5	20	1	1	0.0500	0	0	0	1	R3_tagged_but_unaligned
suBIma		3	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBUta		2	2	10	6	1	3	0.5000	1	1	0	1	R4_grounded_alignment
suBUti	2	2	2	30	684	2	5	0.0073	0	0	1	1	R3_tagged_but_unaligned
suBUzaRa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBadra		10	10	58	40	1	2	0.0500	0	0	1	1	R3_tagged_but_unaligned
suBadraka		6	6	9	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suBaga		12	12	183	390	17	33	0.0846	1	1	1	1	R4_grounded_alignment
suBagaMkaraRa		2	2	3	8	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suBara		2	2	7	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suBava		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBawa		3	3	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBezaja		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suBikza		3	3	39	57	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
suBru	2	2	2	48	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suDA	2	10	10	57	298	7	47	0.1577	1	0	0	1	R4_grounded_alignment
suDAMSu		2	2	14	11	1	1	0.0909	0	0	0	1	R3_tagged_but_unaligned
suDAkara		3	3	10	5	1	3	0.6000	0	0	0	1	R3_tagged_but_unaligned
suDAman		3	3	12	16	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suDAmaya		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suDAniDi		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
suDArasa		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suDAsUti		3	2	5		0	0		0	0	1	1	R1_lemma_absent_from_dcs
suDAsravA		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
suDAtu		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suDAvAsa		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suDI	2	3	3	46	210	4	63	0.3000	1	1	0	1	R4_grounded_alignment
suDana		2	2	5	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
suDanvan		5	5	31	54	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suDarma	2	6	5	30	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suDarman		4	4	24	23	0	0	0.0000	1	0	0	1	R4_grounded_alignment
suDita	1	3	3	31	26	1	1	0.0385	1	1	0	1	R4_grounded_alignment
suDodBava		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suGoza		4	4	9	3	1	2	0.6667	0	0	1	1	R3_tagged_but_unaligned
suKASa	1	2	2	6	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suKAvant		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suKa		15	15	267	3515	18	295	0.0839	2	2	0	1	R4_grounded_alignment
suKaSayyA		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suKada		7	7	19	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suKagrAhya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suKajAta		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suKakara		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suKasADya		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suKin		2	2	53	323	4	33	0.1022	1	0	0	1	R4_grounded_alignment
suKodaya		2	2	8	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
suPala		4	4	15	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suSAka		2	2	6	3	1	1	0.3333	0	0	0	1	R3_tagged_but_unaligned
suSAnta		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suSAnti	2	3	3	6	8	1	2	0.2500	0	0	1	1	R3_tagged_but_unaligned
suSIla	2	7	7	22	10	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suSIta		4	4	9	41	1	8	0.1951	0	0	0	1	R3_tagged_but_unaligned
suSItala		2	2	6	24	1	1	0.0417	0	0	0	1	R3_tagged_but_unaligned
suSakti	2	2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suSarman	2	2	2	36	80	1	8	0.1000	1	0	0	1	R4_grounded_alignment
suSiKa		4	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suSloka		2	2	7	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suSoBana		3	3	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suSrIka		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suSrava		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suSravas		3	3	25	16	0	0	0.0000	2	2	0	1	R4_grounded_alignment
suSrut		2	2	10	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
suSruta		5	5	15	99	2	15	0.1515	1	0	0	1	R4_grounded_alignment
suSuBa		3	3	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
subAhu		8	8	62	57	2	6	0.1053	1	0	1	1	R4_grounded_alignment
subAla		3	3	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
subadDa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
subala		6	6	16	51	3	4	0.0784	1	0	0	1	R4_grounded_alignment
subanDu		2	2	18	6	1	2	0.3333	1	1	0	1	R4_grounded_alignment
suboDa	2	2	2	11	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
subrahmaRya		4	3	15	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
subrahman	1	3	3	7	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
subudDi	2	4	4	10	5	2	2	0.4000	0	0	1	1	R3_tagged_but_unaligned
sucAru		5	5	13	7	0	0	0.0000	1	0	0	1	R4_grounded_alignment
sucCAya		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sucakra		3	3	7	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sucakzus		2	2	3	4	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sucandra		7	7	13	7	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sucarita	1	2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sucarita	2	2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sucarman		2	2	2	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sucetas		3	3	7	1	1	1	1.0000	1	0	0	1	R4_grounded_alignment
sucitra		5	5	7	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sucitraka		3	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudAma		4	4	6	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sudAman		4	4	31	6	1	1	0.1667	1	0	0	1	R4_grounded_alignment
sudAmana		2	2	3	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sudAnta		3	3	4		0	0		0	0	1	1	R1_lemma_absent_from_dcs
sudAs		2	2	23	32	2	9	0.2812	1	1	0	1	R4_grounded_alignment
sudAsa		2	2	10	14	1	1	0.0714	1	1	0	1	R4_grounded_alignment
sudIrGa		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudIti	2	2	2	12	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sudaMzwra		5	5	6	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
sudakza		2	2	22		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudakziRa		6	6	12	43	1	7	0.1628	1	0	0	1	R4_grounded_alignment
sudala		2	2	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sudanta		4	4	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudarSa		2	2	5	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sudarSana		13	13	125	185	5	18	0.0973	2	2	1	1	R4_grounded_alignment
sudatta		3	3	5		0	0		0	0	1	1	R1_lemma_absent_from_dcs
sudeva	2	4	4	30	36	1	2	0.0556	1	1	0	1	R4_grounded_alignment
sudezRa		4	4	12	3	1	1	0.3333	1	0	0	1	R4_grounded_alignment
sudfS		4	4	24	15	1	3	0.2000	1	1	0	1	R4_grounded_alignment
sudfSya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudfzwa		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudina		3	3	21	9	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suduHKa		3	3	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suduScara		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sudurjaya		4	4	13	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sudyumna		2	2	20	32	2	3	0.0938	1	0	0	1	R4_grounded_alignment
suga	1	4	4	31	26	1	1	0.0385	1	1	0	1	R4_grounded_alignment
sugaRa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sugama		4	4	10	44	2	32	0.7273	0	0	0	1	R3_tagged_but_unaligned
suganDAQya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suganDa	2	9	9	79	100	8	11	0.1100	1	0	0	1	R4_grounded_alignment
suganDaka		4	4	14	8	1	2	0.2500	0	0	1	1	R3_tagged_but_unaligned
suganDi		3	3	60	203	3	20	0.0985	1	1	0	1	R4_grounded_alignment
suganDika		5	5	13	15	1	1	0.0667	0	0	0	1	R3_tagged_but_unaligned
suganDikusuma		2	2	3	0	0	0		0	0	0	1	R2_no_wordsem_tag
suganDimUla		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suganDin		2	2	9	28	2	10	0.3571	0	0	0	1	R3_tagged_but_unaligned
sugata		4	4	26	101	5	16	0.1584	0	0	1	1	R3_tagged_but_unaligned
sugati	2	2	2	5	12	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sugfhIta		2	2	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sugfha		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sugrIva		6	4	41	663	3	134	0.2021	1	0	0	1	R4_grounded_alignment
sugraha		3	3	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sugranTi		2	2	2	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sugupta		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suhArd		2	2	6	4	0	0	0.0000	1	1	0	1	R4_grounded_alignment
suhU		2	2	2		0	0		0	0	1	1	R1_lemma_absent_from_dcs
suhasta		4	4	17	6	1	1	0.1667	0	0	2	1	R3_tagged_but_unaligned
suhastya		2	2	6	5	0	0	0.0000	1	1	1	1	R4_grounded_alignment
suhava		3	3	18		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suhavis		2	2	3	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suhfd		3	3	72	1022	5	142	0.1389	1	1	0	1	R4_grounded_alignment
suhita		5	5	23		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suhotar		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
suhotra		2	2	28	41	1	1	0.0244	1	0	0	1	R4_grounded_alignment
suhuta		3	3	15		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sujAta	1	6	6	52	38	2	6	0.1579	2	1	0	1	R4_grounded_alignment
sujYAna	1	3	3	7		0	0		0	0	1	1	R1_lemma_absent_from_dcs
sujala		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sujanman	2	2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sujaya	1	2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sujihva		2	2	10	2	1	2	1.0000	1	1	0	1	R4_grounded_alignment
sukIrti	2	3	3	6	5	0	0	0.0000	1	0	1	1	R4_grounded_alignment
sukaRWa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sukala		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sukalpa		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sukandaka		2	2	5	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sukarRa	2	3	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sukarRaka		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sukara		3	3	21	45	1	12	0.2667	0	0	0	1	R3_tagged_but_unaligned
sukarman	2	4	4	29	8	2	2	0.2500	1	1	0	1	R4_grounded_alignment
sukeSa		4	4	10	31	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sukeSi		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sukesara		2	2	5	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
suketu		2	2	18	13	1	1	0.0769	0	0	0	1	R3_tagged_but_unaligned
sukft		2	2	61	8	1	1	0.1250	1	1	0	1	R4_grounded_alignment
sukfta	1	3	3	115	262	2	9	0.0344	1	1	0	1	R4_grounded_alignment
sukfta	2	2	2	66	262	2	9	0.0344	0	0	0	1	R3_tagged_but_unaligned
sukfti	2	4	4	5	9	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sukftin		4	4	33	38	3	5	0.1316	1	0	0	1	R4_grounded_alignment
sukftya	2	2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sukratu		2	2	25	32	1	2	0.0625	2	1	0	1	R4_grounded_alignment
sukumAra		6	6	72	134	7	29	0.2164	2	1	0	1	R4_grounded_alignment
sukumAraka		3	3	5	12	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sukzatra		2	2	12	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sukzetra	2	4	4	6	6	1	1	0.1667	0	0	1	1	R3_tagged_but_unaligned
