headword	L	root_key	immediate_base	upasarga	derivation_type	source	depth	is_leading_word_compound	chain
dattaka	31804	dA	datta		derived	pwg	3	False	dattaka>datta>dA>dA
dattatIrTakft	31807	dA	datta		compound	pwg	3	True	dattatIrTakft>datta>dA>dA
dattAtman	31812	dA	datta		compound	pwg	3	True	dattAtman>datta>dA>dA
dattAtreya	31813	dA	datta		compound	pwg	3	True	dattAtreya>datta>dA>dA
dattApradAnika	31814	dA	datta		compound	pwg	3	True	dattApradAnika>datta>dA>dA
dattAmitra	31815	dA	datta		compound	pwg	3	True	dattAmitra>datta>dA>dA
datti	31816	dA	dA		derived	pwg	2	False	datti>dA>dA
dattopanizad	31820	dA	datta		compound	pwg	3	True	dattopanizad>datta>dA>dA
datra	31822	dA	dA		derived	pwg	2	False	datra>dA>dA
datravant	31823	dA	datra		derived	pwg	3	False	datravant>datra>dA>dA
datrima	31824	dA	datra		derived	pwg	3	False	datrima>datra>dA>dA
dada	31828	dA	dA		derived	pwg	2	False	dada>dA>dA
dadi	31832	dA	dA		derived	pwg	2	False	dadi>dA>dA
dadfkzeRya	31834	darS	darS		derived	pwg	1	False	dadfkzeRya>darS
dadft	31835	BaNga	dar	dara	derived	pwg	3	False	dadft>dar>dara+BaNga>BaNga
dadruGna	31839	han	Gna		compound	pwg	2	True	dadruGna>Gna>han
dadrurogin	31841	ruj	roga		compound	pwg	2	True	dadrurogin>roga>ruj
daDa	31844	DA	DA		derived	pwg	1	False	daDa>DA
daDi	31848	DA	DA		derived	pwg	1	False	daDi>DA
daDi	31849	DA	DA		derived	pwg	1	False	daDi>DA
daDikarRa	31851	DA	daDi		compound	pwg	2	True	daDikarRa>daDi>DA
daDikUrcikA	31852	DA	daDi		compound	pwg	2	True	daDikUrcikA>daDi>DA
daDiGarma	31856	DA	daDi		compound	pwg	2	True	daDiGarma>daDi>DA
daDicAra	31857	DA	daDi		compound	pwg	2	True	daDicAra>daDi>DA
daDija	31858	DA	daDi		compound	pwg	2	True	daDija>daDi>DA
daDinadI	31860	DA	daDi		compound	pwg	2	True	daDinadI>daDi>DA
daDipucCa	31861	DA	daDi		compound	pwg	2	True	daDipucCa>daDi>DA
daDipuzpikA	31862	DA	daDi		compound	pwg	2	True	daDipuzpikA>daDi>DA
daDipuzpI	31863	DA	daDi		compound	pwg	2	True	daDipuzpI>daDi>DA
daDipUraRa	31864	DA	daDi		compound	pwg	2	True	daDipUraRa>daDi>DA
daDiPala	31866	DA	daDi		compound	pwg	2	True	daDiPala>daDi>DA
daDimaRqa	31867	DA	daDi		compound	pwg	2	True	daDimaRqa>daDi>DA
daDimuKa	31869	DA	daDi		compound	pwg	2	True	daDimuKa>daDi>DA
daDivaktra	31870	DA	daDi		compound	pwg	2	True	daDivaktra>daDi>DA
daDivant	31871	DA	daDi		derived	pwg	2	False	daDivant>daDi>DA
daDivAmana	31872	DA	daDi		compound	pwg	2	True	daDivAmana>daDi>DA
daDivAri	31873	DA	daDi		compound	pwg	2	True	daDivAri>daDi>DA
daDivAhana	31874	DA	daDi		compound	pwg	2	True	daDivAhana>daDi>DA
daDiSoRa	31876	DA	daDi		compound	pwg	2	True	daDiSoRa>daDi>DA
daDisaktu	31879	DA	daDi		compound	pwg	2	True	daDisaktu>daDi>DA
daDisara	31880	DA	daDi		compound	pwg	2	True	daDisara>daDi>DA
daDisAra	31881	DA	daDi		compound	pwg	2	True	daDisAra>daDi>DA
daDiskanda	31882	DA	daDi		compound	pwg	2	True	daDiskanda>daDi>DA
daDisneha	31883	DA	daDi		compound	pwg	2	True	daDisneha>daDi>DA
daDisveda	31885	DA	daDi		compound	pwg	2	True	daDisveda>daDi>DA
daDfza	31891	Darz	Darz		derived	pwg	1	False	daDfza>Darz
daDyaYc	31895	DA	daDi		compound	pwg	2	True	daDyaYc>daDi>DA
daDyanna	31896	DA	daDi		compound	pwg	2	True	daDyanna>daDi>DA
daDyAkara	31898	DA	daDi		compound	pwg	2	True	daDyAkara>daDi>DA
daDyASir	31900	DA	daDi		compound	pwg	2	True	daDyASir>daDi>DA
daDyuttara	31901	DA	daDi		compound	pwg	2	True	daDyuttara>daDi>DA
daDyuda	31902	DA	daDi		compound	pwg	2	True	daDyuda>daDi>DA
daDyodana	31903	DA	daDi		compound	pwg	2	True	daDyodana>daDi>DA
danuja	31909	jan	ja		compound	pwg	2	True	danuja>ja>jan
danujAri	31911	jan	danuja		compound	pwg	3	True	danujAri>danuja>ja>jan
dantaGarza	31926	han	Ga		compound	pwg	2	True	dantaGarza>Ga>han
dantaGAta	31927	han	GAta		compound	pwg	2	True	dantaGAta>GAta>han
dantacAla	31928	cal	cAla		compound	pwg	2	True	dantacAla>cAla>cal
dantacCada	31929	Cad	Cada		compound	pwg	2	True	dantacCada>Cada>Cad
dantacCadopamA	31930	Cad	dantacCada		compound	pwg	3	True	dantacCadopamA>dantacCada>Cada>Cad
dantajAta	31931	jan	jAta		compound	pwg	2	True	dantajAta>jAta>jan
dantapattra	31936	pat	pattra		compound	pwg	2	True	dantapattra>pattra>pat
dantapattraka	31937	pat	pattra		compound	pwg	2	True	dantapattraka>pattra>pat
dantapAlI	31940	pA	pA	ud	compound	pwg	3	True	dantapAlI>pA>ud+pA>pA
dantapuzpa	31943	puz	puzpa		compound	pwg	2	True	dantapuzpa>puzpa>puz
dantaprakzAlana	31945	par	pra		compound	pwg	2	True	dantaprakzAlana>pra>par
dantaBAga	31947	Baj	BAga		compound	pwg	2	True	dantaBAga>BAga>Baj
dantaroga	31955	ruj	roga		compound	pwg	2	True	dantaroga>roga>ruj
dantaharza	31980	han	ha		compound	pwg	2	True	dantaharza>ha>han
dantaharzaka	31981	han	ha		compound	pwg	2	True	dantaharzaka>ha>han
dantaharzaRa	31982	han	ha		compound	pwg	2	True	dantaharzaRa>ha>han
dantAGAta	31984	han	AGAta	A	compound	pwg	3	True	dantAGAta>AGAta>A+han>han
dantAda	31985	ad	ada		compound	pwg	2	True	dantAda>ada>ad
dantAyuDa	31988	yuD	AyuDa	A	compound	pwg	3	True	dantAyuDa>AyuDa>A+yuD>yuD
dantAlaya	31990	lI	Alaya	A	compound	pwg	3	True	dantAlaya>Alaya>A+lI>lI
danturacCada	32003	Cad	Cada		compound	pwg	2	True	danturacCada>Cada>Cad
dantocCizwa	32005	Siz	ucCizwa	ud	compound	pwg	3	True	dantocCizwa>ucCizwa>ud+Siz>Siz
dantozWaka	32007	sTA	ozWa	ava	compound	pwg	3	True	dantozWaka>ozWa>ava+sTA>sTA
dandaSa	32009	daMS	daMS		derived	pwg	1	False	dandaSa>daMS
dandaSUka	32010	daMS	daMS		derived	pwg	1	False	dandaSUka>daMS
dabDi	32013	daB	daB		derived	pwg	1	False	dabDi>daB
daBa	32016	daB	daB		derived	pwg	1	False	daBa>daB
daBIti	32017	daB	daB		derived	pwg	1	False	daBIti>daB
daBya	32018	daB	daB		derived	pwg	1	False	daBya>daB
daBra	32019	daB	daB		derived	pwg	1	False	daBra>daB
dama	32023	dam	dam		derived	pwg	1	False	dama>dam
dama	32024	dam	dam		derived	pwg	1	False	dama>dam
damaka	32025	dam	dam		derived	pwg	1	False	damaka>dam
damaGoza	32026	dam	dama		compound	pwg	2	True	damaGoza>dama>dam
damaTa	32027	dam	dam		derived	pwg	1	False	damaTa>dam
damaTu	32028	dam	dam		derived	pwg	1	False	damaTu>dam
damana	32029	dam	dam		derived	pwg	1	False	damana>dam
damanaka	32030	dam	damana		derived	pwg	2	False	damanaka>damana>dam
damamaya	32032	dam	dama		derived	pwg	2	False	damamaya>dama>dam
damayantikA	32033	dam	damayantI		derived	pwg	2	False	damayantikA>damayantI>dam
damayantI	32034	dam	dam		derived	pwg	1	False	damayantI>dam
damayitar	32035	dam	dam		derived	pwg	1	False	damayitar>dam
damitar	32037	dam	dam		derived	pwg	1	False	damitar>dam
damin	32038	dam	dam		derived	pwg	1	False	damin>dam
daMpati	32041	dam	dama		compound	pwg	2	True	daMpati>dama>dam
damBodBava	32048	BU	udBava	ud	compound	pwg	3	True	damBodBava>udBava>ud+BU>BU
damya	32050	dam	dam		derived	pwg	1	False	damya>dam
damya	32051	dam	dam		derived	pwg	1	False	damya>dam
damyasAraTi	32052	dam	damya		compound	pwg	2	True	damyasAraTi>damya>dam
dayA	32054	day	day		derived	pwg	1	False	dayA>day
dayArAma	32056	day	dayA		compound	pwg	2	True	dayArAma>dayA>day
dayAlu	32057	day	day		derived	pwg	1	False	dayAlu>day
dayAvant	32058	day	day		derived	pwg	1	False	dayAvant>day
dayitnu	32061	day	day		derived	pwg	1	False	dayitnu>day
dar	32063	BaNga	dara+BaNga	dara	prefix_root	pwg	2	False	dar>dara+BaNga>BaNga
dar	32064	BaNga	dara+BaNga	dara	prefix_root	pwg	2	False	dar>dara+BaNga>BaNga
dara	32065	BaNga	dar	dara	derived	pwg	3	False	dara>dar>dara+BaNga>BaNga
darakaRwikA	32066	BaNga	dara	dara	compound	pwg	4	True	darakaRwikA>dara>dar>dara+BaNga>BaNga
daraRa	32067	BaNga	dar	dara	derived	pwg	3	False	daraRa>dar>dara+BaNga>BaNga
daraRi	32068	BaNga	dar	dara	derived	pwg	3	False	daraRi>dar>dara+BaNga>BaNga
daraRIya	32069	BaNga	dar	dara	derived	pwg	3	False	daraRIya>dar>dara+BaNga>BaNga
daraTa	32070	BaNga	dar	dara	derived	pwg	3	False	daraTa>dar>dara+BaNga>BaNga
dari	32076	BaNga	dar	dara	derived	pwg	3	False	dari>dar>dara+BaNga>BaNga
daridra	32078	drA	drA		derived	pwg	1	False	daridra>drA
daridratA	32079	drA	daridra		derived	pwg	2	False	daridratA>daridra>drA
daridratva	32080	drA	daridra		derived	pwg	2	False	daridratva>daridra>drA
daridrARa	32082	drA	drA		derived	pwg	1	False	daridrARa>drA
daridrAyaka	32083	drA	drA		derived	pwg	1	False	daridrAyaka>drA
daridrita	32084	drA	drA		derived	pwg	1	False	daridrita>drA
daridritar	32085	drA	drA		derived	pwg	1	False	daridritar>drA
dartar	32090	BaNga	dar	dara	derived	pwg	3	False	dartar>dar>dara+BaNga>BaNga
dartnu	32091	BaNga	dar	dara	derived	pwg	3	False	dartnu>dar>dara+BaNga>BaNga
dardara	32092	BaNga	dar	dara	derived	pwg	3	False	dardara>dar>dara+BaNga>BaNga
dardarAmra	32093	BaNga	dardara	dara	compound	pwg	4	True	dardarAmra>dardara>dar>dara+BaNga>BaNga
darduracCadA	32097	Cad	Cada		compound	pwg	2	True	darduracCadA>Cada>Cad
darpa	32108	darp	darp		derived	pwg	1	False	darpa>darp
darpaka	32109	darp	darp		derived	pwg	1	False	darpaka>darp
darpapattraka	32112	pat	pattra		compound	pwg	2	True	darpapattraka>pattra>pat
darpasAra	32113	sar	sAra		compound	pwg	2	True	darpasAra>sAra>sar
darpin	32115	darp	darp		derived	pwg	1	False	darpin>darp
darBa	32118	darB	darB		derived	pwg	1	False	darBa>darB
darBamaya	32123	darB	darBa		derived	pwg	2	False	darBamaya>darBa>darB
darBamUlI	32124	darB	darBa		compound	pwg	2	True	darBamUlI>darBa>darB
darBAnUpa	32126	darB	darBa		compound	pwg	2	True	darBAnUpa>darBa>darB
darBAhvaya	32127	darB	darBa		compound	pwg	2	True	darBAhvaya>darBa>darB
darma	32130	BaNga	dar	dara	derived	pwg	3	False	darma>dar>dara+BaNga>BaNga
darman	32131	BaNga	dar	dara	derived	pwg	3	False	darman>dar>dara+BaNga>BaNga
darvihoma	32141	hu	homa		compound	pwg	2	True	darvihoma>homa>hu
darSa	32147	darS	darS		derived	pwg	1	False	darSa>darS
darSaka	32148	darS	darS		derived	pwg	1	False	darSaka>darS
darSata	32149	darS	darS		derived	pwg	1	False	darSata>darS
darSana	32151	darS	darS		derived	pwg	1	False	darSana>darS
darSanapAla	32153	pA	pAla	ud	compound	pwg	4	True	darSanapAla>pAla>pA>ud+pA>pA
darSanIya	32156	darS	darS		derived	pwg	1	False	darSanIya>darS
darSanojjvalA	32157	darS	darSana		compound	pwg	2	True	darSanojjvalA>darSana>darS
darSanopanizad	32158	darS	darSana		compound	pwg	2	True	darSanopanizad>darSana>darS
darSapa	32159	darS	darSa		compound	pwg	2	True	darSapa>darSa>darS
darSayAminI	32160	darS	darSa		compound	pwg	2	True	darSayAminI>darSa>darS
darSayitar	32161	darS	darS		derived	pwg	1	False	darSayitar>darS
darSavipad	32162	darS	darSa		compound	pwg	2	True	darSavipad>darSa>darS
darSin	32163	darS	darS		derived	pwg	1	False	darSin>darS
darSivaMs	32164	darS	darS		derived	pwg	1	False	darSivaMs>darS
darSya	32165	darS	darS		derived	pwg	1	False	darSya>darS
dala	32168	dal	dal		derived	pwg	1	False	dala>dal
dalaja	32171	dal	dala		compound	pwg	2	True	dalaja>dala>dal
dalataru	32173	dal	dala		compound	pwg	2	True	dalataru>dala>dal
dalana	32174	dal	dal		derived	pwg	1	False	dalana>dal
dalanirmoka	32175	dal	dala		compound	pwg	2	True	dalanirmoka>dala>dal
dalapuzpA	32177	dal	dala		compound	pwg	2	True	dalapuzpA>dala>dal
dalamAlinI	32178	dal	dala		compound	pwg	2	True	dalamAlinI>dala>dal
dalaSas	32179	dal	dala		derived	pwg	2	False	dalaSas>dala>dal
dalaSAlinI	32180	dal	dala		compound	pwg	2	True	dalaSAlinI>dala>dal
dalasUci	32183	dal	dala		compound	pwg	2	True	dalasUci>dala>dal
dalasnasA	32184	dal	dala		compound	pwg	2	True	dalasnasA>dala>dal
dalAKya	32185	dal	dala		compound	pwg	2	True	dalAKya>dala>dal
dalAQaka	32187	dal	dala		compound	pwg	2	True	dalAQaka>dala>dal
dalAQya	32188	dal	dala		compound	pwg	2	True	dalAQya>dala>dal
dalAmla	32190	dal	dala		compound	pwg	2	True	dalAmla>dala>dal
dalIkfta	32194	dal	dala		derived	pwg	2	False	dalIkfta>dala>dal
daleganDi	32195	dal	dala		derived	pwg	2	False	daleganDi>dala>dal
dalodBava	32196	dal	dala		compound	pwg	2	True	dalodBava>dala>dal
dalmi	32199	dal	dal		derived	pwg	1	False	dalmi>dal
dalmimant	32200	dal	dalmi		derived	pwg	2	False	dalmimant>dalmi>dal
dava	32202	du	du		derived	pwg	1	False	dava>du
davaTu	32203	du	du		derived	pwg	1	False	davaTu>du
davadagDaka	32204	du	dava		compound	pwg	2	True	davadagDaka>dava>du
davadahana	32205	du	dava		compound	pwg	2	True	davadahana>dava>du
davAgni	32207	du	dava		compound	pwg	2	True	davAgni>dava>du
davAnala	32208	du	dava		compound	pwg	2	True	davAnala>dava>du
daSakzitigarBa	32218	gam	ga		compound	pwg	2	True	daSakzitigarBa>ga>gam
daSagrAmapati	32222	pat	pati		compound	pwg	2	True	daSagrAmapati>pati>pat
daSanacCada	32238	Cad	Cada		compound	pwg	2	True	daSanacCada>Cada>Cad
daSanapada	32239	pad	pada		compound	pwg	2	True	daSanapada>pada>pad
daSanocCizwa	32245	Siz	ucCizwa	ud	compound	pwg	3	True	daSanocCizwa>ucCizwa>ud+Siz>Siz
daSapAdI	32249	pad	pAda		compound	pwg	2	True	daSapAdI>pAda>pad
daSapAramitADara	32250	Dar	Dara		compound	pwg	2	True	daSapAramitADara>Dara>Dar
daSapArSva	32251	pA	pA	ud	compound	pwg	3	True	daSapArSva>pA>ud+pA>pA
daSapUrvaraTa	32256	ar	raTa		compound	pwg	2	True	daSapUrvaraTa>raTa>ar
daSapeya	32258	pA	peya	ud	compound	pwg	4	True	daSapeya>peya>pA>ud+pA>pA
daSaraTa	32281	ar	raTa		compound	pwg	2	True	daSaraTa>raTa>ar
daSarca	32288	arc	fc		compound	pwg	2	True	daSarca>fc>arc
daSalakzaRaka	32290	lakzay	lakzaRa		compound	pwg	2	True	daSalakzaRaka>lakzaRa>lakzay
daSavArzika	32296	varz	varza		compound	pwg	2	True	daSavArzika>varza>varz
daSaviDa	32297	DA	viDA	vi	compound	pwg	3	True	daSaviDa>viDA>vi+DA>DA
daSavraja	32300	varj	vraja		compound	pwg	2	True	daSavraja>vraja>varj
daSaSlokI	32311	Sru	Sloka		compound	pwg	2	True	daSaSlokI>Sloka>Sru
daSastoBa	32315	stuB	stoBa		compound	pwg	2	True	daSastoBa>stoBa>stuB
daSasyA	32317	daSasy	daSasy		derived	pwg	1	False	daSasyA>daSasy
daSAkzara	32324	at	akzara		compound	pwg	3	True	daSAkzara>akzara>a>at
daSAnana	32328	an	Anana		compound	pwg	2	True	daSAnana>Anana>an
daSAnugAna	32330	an	anu		compound	pwg	2	True	daSAnugAna>anu>an
daSAvatAra	32340	av	ava		compound	pwg	2	True	daSAvatAra>ava>av
daSAvara	32341	av	avara		compound	pwg	3	True	daSAvara>avara>ava>av
daSeSa	32353	IS	ISa		compound	pwg	2	True	daSeSa>ISa>IS
dasyuhatya	32372	han	ha		compound	pwg	2	True	dasyuhatya>ha>han
dahati	32380	dah	dah		derived	pwg	1	False	dahati>dah
dahadahA	32381	dah	dah		derived	pwg	1	False	dahadahA>dah
dahana	32382	dah	dah		derived	pwg	1	False	dahana>dah
dahanarkza	32386	dah	dahana		compound	pwg	2	True	dahanarkza>dahana>dah
dahanAguru	32387	dah	dahana		compound	pwg	2	True	dahanAguru>dahana>dah
dahanArAti	32388	dah	dahana		compound	pwg	2	True	dahanArAti>dahana>dah
dahanIya	32389	dah	dah		derived	pwg	1	False	dahanIya>dah
dahanopala	32390	dah	dahana		compound	pwg	2	True	dahanopala>dahana>dah
dahanolkA	32391	dah	dahana		compound	pwg	2	True	dahanolkA>dahana>dah
daharasUtra	32395	sIv	sUtra		compound	pwg	2	True	daharasUtra>sUtra>sIv
dA	32399	dA	dA		derived	pwg	1	False	dA>dA
dA	32400	dA	dA		derived	pwg	1	False	dA>dA
dA	32401	dA	dA		derived	pwg	1	False	dA>dA
dA	32402	dA	dA		derived	pwg	1	False	dA>dA
dA	32403	dA	dA		derived	pwg	1	False	dA>dA
dA	32404	dA	dA		derived	pwg	1	False	dA>dA
dA	32405	dA	dA		derived	pwg	1	False	dA>dA
dA	32406	dA	dA		derived	pwg	1	False	dA>dA
dAkzAyaRayajYa	32411	dA	dA		compound	pwg	2	True	dAkzAyaRayajYa>dA>dA
dAkzikawa	32417	dA	dA		compound	pwg	2	True	dAkzikawa>dA>dA
dAkzikanTA	32418	dA	dA		compound	pwg	2	True	dAkzikanTA>dA>dA
dAkzikarza	32419	dA	dA		compound	pwg	2	True	dAkzikarza>dA>dA
dAkzikUla	32420	dA	dA		compound	pwg	2	True	dAkzikUla>dA>dA
dAkzigrAma	32421	dA	dA		compound	pwg	2	True	dAkzigrAma>dA>dA
dAkziGoza	32422	dA	dA		compound	pwg	2	True	dAkziGoza>dA>dA
dAkziRa	32423	dakz	dakziRA		derived	pwg	3	False	dAkziRa>dakziRA>dakziRa>dakz
dAkziRaSAla	32424	dakz	dakziRa		compound	pwg	2	True	dAkziRaSAla>dakziRa>dakz
dAkziRAtya	32425	dakz	dakziRA		derived	pwg	3	False	dAkziRAtya>dakziRA>dakziRa>dakz
dAkziRika	32428	dakz	dakziRA		derived	pwg	3	False	dAkziRika>dakziRA>dakziRa>dakz
dAkzinagara	32431	dA	dA		compound	pwg	2	True	dAkzinagara>dA>dA
dAkzipalada	32432	dA	dA		compound	pwg	2	True	dAkzipalada>dA>dA
dAkziprasTa	32433	dA	dA		compound	pwg	2	True	dAkziprasTa>dA>dA
dAkzihrada	32434	dA	dA		compound	pwg	2	True	dAkzihrada>dA>dA
dAkzya	32436	dakz	dakza		derived	pwg	2	False	dAkzya>dakza>dakz
dAqimapattraka	32440	dA	dA		compound	pwg	2	True	dAqimapattraka>dA>dA
dAqimapuzpa	32441	dA	dA		compound	pwg	2	True	dAqimapuzpa>dA>dA
dAqimapriya	32442	dA	dA		compound	pwg	2	True	dAqimapriya>dA>dA
dAqimaBakzaRa	32443	dA	dA		compound	pwg	2	True	dAqimaBakzaRa>dA>dA
dAqimIsAra	32445	dA	dA		compound	pwg	2	True	dAqimIsAra>dA>dA
dAta	32462	dA	ava+dA	ava	prefix_root	pwg	2	False	dAta>ava+dA>dA
dAta	32463	dA	ava+dA	ava	prefix_root	pwg	2	False	dAta>ava+dA>dA
dAtar	32464	dA	dA		derived	pwg	2	False	dAtar>dA>dA
dAtar	32465	dA	dA		derived	pwg	2	False	dAtar>dA>dA
dAtavya	32466	dA	dA		derived	pwg	2	False	dAtavya>dA>dA
dAti	32467	dA	dA		derived	pwg	2	False	dAti>dA>dA
dAtivAra	32468	dA	dA		compound	pwg	2	True	dAtivAra>dA>dA
dAtu	32469	dA	dA		derived	pwg	2	False	dAtu>dA>dA
dAtftA	32470	dA	dAtar		derived	pwg	3	False	dAtftA>dAtar>dA>dA
dAtftva	32471	dA	dAtar		derived	pwg	3	False	dAtftva>dAtar>dA>dA
dAtfpura	32472	dA	dAtar		compound	pwg	3	True	dAtfpura>dAtar>dA>dA
dAtra	32478	dA	dA		derived	pwg	2	False	dAtra>dA>dA
dAtra	32479	dA	dA		derived	pwg	2	False	dAtra>dA>dA
dAtva	32481	dA	dA		derived	pwg	2	False	dAtva>dA>dA
dADika	32483	DA	daDi		derived	pwg	2	False	dADika>daDi>DA
dADIca	32486	DA	daDyaYc		derived	pwg	3	True	dADIca>daDyaYc>daDi>DA
dADfvi	32487	Dar	Dar		derived	pwg	1	False	dADfvi>Dar
dADfzi	32488	Darz	Darz		derived	pwg	1	False	dADfzi>Darz
dAna	32490	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32491	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32492	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32493	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32494	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32495	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32496	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAna	32497	dA	dA		derived	pwg	2	False	dAna>dA>dA
dAnaka	32498	dA	dAna		derived	pwg	3	False	dAnaka>dAna>dA>dA
dAnakAma	32499	dA	dAna		compound	pwg	3	True	dAnakAma>dAna>dA>dA
dAnakusumAYjali	32500	dA	dAna		compound	pwg	3	True	dAnakusumAYjali>dAna>dA>dA
dAnacyuta	32501	dA	dAna		compound	pwg	3	True	dAnacyuta>dAna>dA>dA
dAnapati	32502	dA	dAna		compound	pwg	3	True	dAnapati>dAna>dA>dA
dAnapadDati	32503	dA	dAna		compound	pwg	3	True	dAnapadDati>dAna>dA>dA
dAnavajra	32508	dA	dAna		compound	pwg	3	True	dAnavajra>dAna>dA>dA
dAnavant	32509	dA	dAna		derived	pwg	3	False	dAnavant>dAna>dA>dA
dAnavapriyA	32511	dA	dA		compound	pwg	2	True	dAnavapriyA>dA>dA
dAnavAri	32512	ar	ari		compound	pwg	2	True	dAnavAri>ari>ar
dAnavIra	32513	dA	dAna		compound	pwg	3	True	dAnavIra>dAna>dA>dA
dAnavrata	32515	dA	dAna		compound	pwg	3	True	dAnavrata>dAna>dA>dA
dAnaSIla	32516	dA	dAna		compound	pwg	3	True	dAnaSIla>dAna>dA>dA
dAnaSUra	32517	dA	dAna		compound	pwg	3	True	dAnaSUra>dAna>dA>dA
dAnaSORqa	32518	dA	dAna		compound	pwg	3	True	dAnaSORqa>dAna>dA>dA
dAnastuti	32519	dA	dAna		compound	pwg	3	True	dAnastuti>dAna>dA>dA
dAnahemAdri	32520	dA	dAna		compound	pwg	3	True	dAnahemAdri>dAna>dA>dA
dAnADikAra	32521	dA	dAna		compound	pwg	3	True	dAnADikAra>dAna>dA>dA
dAnApnas	32522	dA	dAna		compound	pwg	3	True	dAnApnas>dAna>dA>dA
dAnin	32524	dA	dAna		derived	pwg	3	False	dAnin>dAna>dA>dA
dAnIya	32525	dA	dAna		derived	pwg	3	False	dAnIya>dAna>dA>dA
dAnucitra	32529	ci	citra		compound	pwg	3	True	dAnucitra>citra>cit>ci
dAnOkas	32533	dA	dAna		compound	pwg	3	True	dAnOkas>dAna>dA>dA
dAnti	32536	dam	dam		derived	pwg	1	False	dAnti>dam
dApana	32539	dA	dA		derived	pwg	2	False	dApana>dA>dA
dApanIya	32540	dA	dA		derived	pwg	2	False	dApanIya>dA>dA
dApayitavya	32541	dA	dA		derived	pwg	2	False	dApayitavya>dA>dA
dApya	32542	dA	dA		derived	pwg	2	False	dApya>dA>dA
dAmakaRWa	32546	dA	dAman		compound	pwg	3	True	dAmakaRWa>dAman>dA>dA
dAmagranTi	32547	dA	dAman		compound	pwg	3	True	dAmagranTi>dAman>dA>dA
dAmacandra	32548	dA	dAman		compound	pwg	3	True	dAmacandra>dAman>dA>dA
dAman	32551	dA	dA		derived	pwg	2	False	dAman>dA>dA
dAman	32552	dA	dA		derived	pwg	2	False	dAman>dA>dA
dAman	32553	dA	dA		derived	pwg	2	False	dAman>dA>dA
dAman	32554	dA	dA		derived	pwg	2	False	dAman>dA>dA
dAmana	32555	dam	damana		derived	pwg	2	False	dAmana>damana>dam
dAmanI	32557	dA	dAman		derived	pwg	3	False	dAmanI>dAman>dA>dA
dAmanvant	32559	dA	dAman		derived	pwg	3	False	dAmanvant>dAman>dA>dA
dAmalih	32561	dA	dAman		compound	pwg	3	True	dAmalih>dAman>dA>dA
dAmasiMha	32562	dA	dAman		compound	pwg	3	True	dAmasiMha>dAman>dA>dA
dAmAYcana	32563	dA	dAman		compound	pwg	3	True	dAmAYcana>dAman>dA>dA
dAminI	32564	dA	dAman		derived	pwg	3	False	dAminI>dAman>dA>dA
dAmodara	32566	dA	dAman		compound	pwg	3	True	dAmodara>dAman>dA>dA
dAmodaragupta	32567	dA	dA		compound	pwg	2	True	dAmodaragupta>dA>dA
dAmodaradatta	32568	dA	dA		compound	pwg	2	True	dAmodaradatta>dA>dA
dAmodaradeva	32569	dA	dA		compound	pwg	2	True	dAmodaradeva>dA>dA
dAmodarAraRya	32570	dA	dA		compound	pwg	2	True	dAmodarAraRya>dA>dA
dAmozRIza	32572	dA	dAman		compound	pwg	3	True	dAmozRIza>dAman>dA>dA
dAya	32576	dA	dA		derived	pwg	2	False	dAya>dA>dA
dAya	32577	dA	dA		derived	pwg	2	False	dAya>dA>dA
dAya	32578	dA	dA		derived	pwg	2	False	dAya>dA>dA
dAyaka	32579	dA	dA		derived	pwg	2	False	dAyaka>dA>dA
dAyaka	32580	dA	dA		derived	pwg	2	False	dAyaka>dA>dA
dAyabanDu	32581	dA	dAya		compound	pwg	3	True	dAyabanDu>dAya>dA>dA
dAyaBAga	32582	dA	dAya		compound	pwg	3	True	dAyaBAga>dAya>dA>dA
dAyAda	32583	dA	dAya		compound	pwg	3	True	dAyAda>dAya>dA>dA
dAyAdavant	32584	dA	dAyAda		derived	pwg	4	True	dAyAdavant>dAyAda>dAya>dA>dA
dAyAdya	32585	dA	dAyAda		derived	pwg	4	True	dAyAdya>dAyAda>dAya>dA>dA
dAyAdyatA	32586	dA	dAyAdya		derived	pwg	5	True	dAyAdyatA>dAyAdya>dAyAda>dAya>dA>dA
dAyin	32588	dA	dA		derived	pwg	2	False	dAyin>dA>dA
dAra	32589	BaNga	dar	dara	derived	pwg	3	False	dAra>dar>dara+BaNga>BaNga
dAra	32590	BaNga	dar	dara	derived	pwg	3	False	dAra>dar>dara+BaNga>BaNga
dAraka	32591	BaNga	dar	dara	derived	pwg	3	False	dAraka>dar>dara+BaNga>BaNga
dAraka	32592	BaNga	dar	dara	derived	pwg	3	False	dAraka>dar>dara+BaNga>BaNga
dAraka	32593	BaNga	dar	dara	derived	pwg	3	False	dAraka>dar>dara+BaNga>BaNga
dArakarman	32594	BaNga	dAra	dara	compound	pwg	4	True	dArakarman>dAra>dar>dara+BaNga>BaNga
