headword_iast	source_code	form_key
uttaraśaila		uttaraśaila
aparaśaila		aparaśaila
ambaraśaila	M	ambaraśaila
avaraśaila		avaraśaila
tuṣāraśaila		tuṣāraśaila
vihāraśaila		vihāraśaila
bhadraśaila	H	bhadraśaila
indraśaila		indraśaila
mekalaśaila		mekalaśaila
sayantrajalaśaila	M	sayantrajalaśaila
kālaśaila		kālaśaila
kulaśaila		kulaśaila
śivaśaila	I	śivaśaila
pūrvaśaila		pūrvaśaila
tridaśaśaila		tridaśaśaila
varāhaśaila		varāhaśaila
krīḍāśaila		krīḍāśaila
mahāśaila		mahāśaila
śikhiśaila	I	śikhiśaila
maṅiśaila		maniśaila
kālahastiśaila		kālahastiśaila
krimiśaila	S	krimiśaila
kṛmiśaila		kṛmiśaila
keliśaila		keliśaila
saptaṛṣiśaila	I	saptaṛṣiśaila
badarīśaila		badarīśaila
śrīśaila		śrīśaila
setuśaila		setuśaila
mṛddāruśaila		mṛddāruśaila
ṣaila	A	ṣaila
saila	H	saila
kola		kola
pañcakola		pancakola
rājakola		rājakola
kaṭakola		kaṭakola
śvetakola		śvetakola
vṛddhakola	M	vṛddhakola
samakola		samakola
grāmakola		grāmakola
grāmyakola		grāmyakola
citrakola		citrakola
kākola		kākola
sakākola		sakākola
śākola	M	śākola
kukola		kukola
pṛthukola		pṛthukola
kakkola		kakkola
takkola		takkola
makkola		makkola
aṅkola	S	ankola
aṃkola	I	ankola
kaṅkola		kankola
laghukaṅkola		laghukankola
rāyavaṅkola		rāyavankola
kāṅkola	G	kānkola
khola		khola
mūrdhakhola	S	mūrdhakhola
sakhola		sakhola
riṅkhola	M	rinkhola
preṅkhola		prenkhola
gola		gola
khagola		khagola
kuṅḍagola		kunḍagola
ardhagola	M	ardhagola
kadambagola	M	kadambagola
bhagola		bhagola
brahmagola		brahmagola
saumyagola		saumyagola
yantragola		yantragola
candragola		candragola
golagola		golagola
ilāgola	M	ilāgola
viriñcigola		virincigola
akṣigola	M	akṣigola
viṣṅugola		viṣnugola
uḍugola		uḍugola
bhūgola		bhūgola
dṛgola	S	dṛgola
dṛggola		dṛggola
bṛhadgola		bṛhadgola
vṛhadgola	S	vṛhadgola
hṛdgola		hṛdgola
ghola		ghola
cola		cola
pañcacola	G	pancacola
ardhacola	H	ardhacola
anapāyacola	P	anapāyacola
nicola		nicola
jola		jola
kaṭola		kaṭola
paṭola		paṭola
rājapaṭola		rājapaṭola
kaṭhola		kaṭhola
gaḍola		gaḍola
kaṅḍola		kanḍola
gaṅḍola		ganḍola
kāṅḍola		kānḍola
piṅḍola		pinḍola
ḍhola		ḍhola
tola		tola
ghanatola		ghanatola
dola		dola
paṭṭadola	M	paṭṭadola
avadola		avadola
āndola		āndola
skandola	M	skandola
saṃdola		sandola
marudāndola		marudāndola
hindola		hindola
caturdola		caturdola
pola		pola
kapola		kapola
mahākapola		mahākapola
sukapola		sukapola
bṛhatkapola		bṛhatkapola
kāpola		kāpola
mahākāpola		mahākāpola
bhola	M	bhola
dāmbhola		dāmbhola
niryola		niryola
rola		rola
kaṅkarola		kankarola
bhṛṅgarola		bhṛngarola
ralarola		ralarola
varola		varola
caurola		caurola
lola		lola
alola		alola
ālola		ālola
arthalola	M	arthalola
kāmalola	M	kāmalola
hūralola		hūralola
pralola		pralola
lolalola		lolalola
kālola		kālola
hṛllakālola		hṛllakālola
vyālola		vyālola
dolālola	M	dolālola
mahālola		mahālola
atilola		atilola
ratilola		ratilola
vilola		vilola
pravilola		pravilola
strīlola		strīlola
caṭulola	A	caṭulola
cāṭulola		cāṭulola
sulola		sulola
ullola		ullola
kallola		kallola
navayogakallola		navayogakallola
raktakallola		raktakallola
vinodakallola	M	vinodakallola
samudrakallola		samudrakallola
grahakallola		grahakallola
jhallola		jhallola
hillola	S	hillola
caṭullola		caṭullola
dullola	I	dullola
prollola	M	prollola
vola		vola
vavvola		vavvola
sola	M	sola
hola		hola
kahola		kahola
juhola	B	juhola
kaula		kaula
caula		caula
vṛttacaula	M	vṛttacaula
ānandacaula		ānandacaula
taula		taula
staula	G	staula
sthaula	M	sthaula
vādhaula		vādhaula
paula		paula
maula		maula
śaula		śaula
takla	B	takla
nakla	M	nakla
śakla		śakla
hiraṅyaśakla		hiranyaśakla
śukla		śukla
aśukla		aśukla
triḥśukla		triḥśukla
māghaśukla	M	māghaśukla
śrāvaṅaśukla	M	śrāvanaśukla
pañcaśukla		pancaśukla
vrajarājaśukla	M	vrajarājaśukla
vaidyanāthaśukla	M	vaidyanāthaśukla
sadānandaśukla	M	sadānandaśukla
bhīmaśukla		bhīmaśukla
śaṃkaraśukla		śankaraśukla
sundaraśukla		sundaraśukla
kṣīraśukla		kṣīraśukla
candraśukla		candraśukla
bhūdevaśukla		bhūdevaśukla
sarvaśukla		sarvaśukla
atiśukla		atiśukla
triśukla	H	triśukla
dviśukla		dviśukla
sādhuśukla	M	sādhuśukla
haribhānuśukla	M	haribhānuśukla
suśukla	M	suśukla
bṛhatśukla	I	bṛhatśukla
ṣukla	A	ṣukla
śaukla		śaukla
ṣaukla	A	ṣaukla
gla	M	gla
pragla	M	pragla
alagla	G	alagla
sugla		sugla
bṛhaddhla	P	bṛhaddhla
samāpla	A	samāpla
ambla		ambla
amla		amla
āmla		āmla
bṛhadamla		bṛhadamla
vṛhadamla	S	vṛhadamla
anamla		anamla
atyamla		atyamla
vyamla		vyamla
caturamla		caturamla
svādvamla		svādvamla
kāmla		kāmla
śākāmla		śākāmla
tṛṅāmla		tṛnāmla
tīkṣṅāmla	M	tīkṣnāmla
pañcāmla		pancāmla
phalapañcāmla		phalapancāmla
ciñcāmla		cincāmla
rājāmla		rājāmla
bījāmla		bījāmla
vījāmla	S	vījāmla
śreṣṭhāmla		śreṣṭhāmla
cūḍāmla		cūḍāmla
dhānyāmla		dhānyāmla
karāmla	G	karāmla
keśarāmla	B	keśarāmla
kesarāmla		kesarāmla
vīrāmla		vīrāmla
suvīrāmla		suvīrāmla
sauvīrāmla		sauvīrāmla
madhurāmla		madhurāmla
pūrāmla		pūrāmla
cukrāmla		cukrāmla
vetrāmla	M	vetrāmla
dalāmla		dalāmla
phalāmla		phalāmla
kālāmla		kālāmla
śuklāmla	S	śuklāmla
vṛkṣāmla		vṛkṣāmla
vetasāmla		vetasāmla
rasāmla		rasāmla
mahāmla		mahāmla
gṛhāmla	S	gṛhāmla
sumla		sumla
alla	S	alla
ulla		ulla
ṛlla	H	ṛlla
olla		olla
kalla		kalla
ākalla		ākalla
kokalla	M	kokalla
makkalla		makkalla
khalla		khalla
cikhalla		cikhalla
galla		galla
gaṅḍagalla	I	ganḍagalla
uḍigalla	H	uḍigalla
oḍigalla	H	oḍigalla
gūthoḍigalla	H	gūthoḍigalla
challa	H	challa
jalla	H	jalla
jājalla	M	jājalla
jhalla		jhalla
kaṭhalla	B	kaṭhalla
talla		talla
vidalla	P	vidalla
suvidalla		suvidalla
sauvidalla		sauvidalla
nalla		nalla
palla		palla
eraṅḍapalla	M	eranḍapalla
balla		balla
bhalla		bhalla
acchabhalla		acchabhalla
malla		malla
aśokamalla	M	aśokamalla
raṅavaṅkamalla	G	ranavankamalla
nāgamalla		nāgamalla
raṅgamalla		rangamalla
raṅaraṅgamalla		ranarangamalla
raṅavaṅgamalla		ranavangamalla
kalyāṅamalla		kalyānamalla
dakṣiṅamalla	P	dakṣinamalla
gajamalla		gajamalla
rājamalla		rājamalla
dvijamalla		dvijamalla
jaṭamalla		jaṭamalla
akṣoṭamalla	G	akṣoṭamalla
bhaṭṭamalla	G	bhaṭṭamalla
koṭṭamalla	H	koṭṭamalla
kāṣṭhamalla		kāṣṭhamalla
kroḍamalla	H	kroḍamalla
bharatamalla		bharatamalla
anihatamalla	H	anihatamalla
lokālokanihitamalla	H	lokālokanihitamalla
nāthamalla	M	nāthamalla
durjanamalla		durjanamalla
jayamalla		jayamalla
vijayamalla		vijayamalla
māṅikyamalla		mānikyamalla
sūryamalla		sūryamalla
śaramalla		śaramalla
kaṭāramalla		kaṭāramalla
kedāramalla		kedāramalla
vīramalla	M	vīramalla
cāṅuramalla	I	cānuramalla
citramalla	H	citramalla
mallamalla	M	mallamalla
yakṣamalla		yakṣamalla
harṣamalla		harṣamalla
siṃhamalla	M	sinhamalla
triṅāmalla		trināmalla
tṛṅāmalla		tṛnāmalla
rakṣāmalla		rakṣāmalla
mahāmalla		mahāmalla
pratimalla		pratimalla
apratimalla	R	apratimalla
hastimalla		hastimalla
parimalla		parimalla
lāharimalla		lāharimalla
trimalla		trimalla
pṛthvīmalla	M	pṛthvīmalla
anumalla		anumalla
ripumalla		ripumalla
yalla	M	yalla
lalla		lalla
lalalla		lalalla
valla		valla
kālavalla	H	kālavalla
vāvalla		vāvalla
nevalla	M	nevalla
kakvalla	G	kakvalla
śvalla	S	śvalla
śalla		śalla
halla		halla
mahalla		mahalla
bhālla		bhālla
mālla		mālla
likhikhilla	G	likhikhilla
vālikhilla		vālikhilla
cikkhilla		cikkhilla
cilla		cilla
śaṅkhacilla		śankhacilla
kuracilla		kuracilla
kurucilla		kurucilla
kaṭilla		kaṭilla
kaṭhilla		kaṭhilla
tilla	S	tilla
pilla		pilla
kṛṣṅapilla		kṛṣnapilla
kampilla	H	kampilla
kāmpilla		kāmpilla
kapphilla	M	kapphilla
kamphilla		kamphilla
billa		billa
bhilla		bhilla
medabhilla	M	medabhilla
gardabhilla		gardabhilla
dhamilla		dhamilla
saumilla		saumilla
dhammilla		dhammilla
cirilla		cirilla
villa		villa
kenduvilla		kenduvilla
hilla		hilla
gohilla		gohilla
kulla		kulla
kurukulla	H	kurukulla
khulla		khulla
agulla	G	agulla
culla		culla
ṭulla		ṭulla
pulla		pulla
phulla		phulla
aphulla		aphulla
sphāraphulla	M	sphāraphulla
praphulla		praphulla
pariphulla	R	pariphulla
sarvapariphulla		sarvapariphulla
suphulla		suphulla
utphulla		utphulla
samutphulla		samutphulla
protphulla		protphulla
samphulla	B	samphulla
saṃphulla		sanphulla
bulla		bulla
śulla		śulla
kṣulla		kṣulla
hulla		hulla
cūlla	H	cūlla
kaṅkella	B	kankella
vāghella		vāghella
cella	S	cella
śakacella	M	śakacella
sudella		sudella
nerella		nerella
vella		vella
kāravella		kāravella
māvella		māvella
sella		sella
aṅkolla		ankolla
golla	M	golla
ḍholla	H	ḍholla
kharasolla	M	kharasolla
avla	G	avla
miśla		miśla
āmiśla		āmiśla
tilamiśla		tilamiśla
nimiśla		nimiśla
sammiśla	M	sammiśla
saṃmiśla		sanmiśla
gauśla		gauśla
nimiṣla	A	nimiṣla
jahla		jahla
prahla		prahla
sahla		sahla
śihla	B	śihla
sihla		sihla
vehla	S	vehla
va		va
ava		ava
āva		āva
iva		iva
eva		eva
ataeva	S	ataeva
dhaḍieva		dhaḍieva
heḍieva		heḍieva
kaṃva	M	kanva
śaṃva		śanva
ṣaṃva	A	ṣanva
agnijiḥva	I	agnijiḥva
kava		kava
akava		akava
ajakava		ajakava
śakava	B	śakava
mārḍākava		mārḍākava
sārpākava		sārpākava
kārkavākava		kārkavākava
naivākava		naivākava
ajīkava		ajīkava
naiyaṅkava		naiyankava
traiśaṅkava		traiśankava
nyāṅkava		nyānkava
rāṅkava		rānkava
traisankava	I	traisankava
tārkava		tārkava
mārkava		mārkava
avaskava		avaskava
khava	S	khava
gava		gava
agava	H	agava
ṛgava	H	ṛgava
āgagava	R	āgagava
kṛṣṅagava	M	kṛṣnagava
pañcagava		pancagava
ajagava		ajagava
ājagava		ājagava
aṣṭagava		aṣṭagava
ṣaḍagava	S	ṣaḍagava
vanagava		vanagava
upagava	R	upagava
aupagava		aupagava
brahmaupagava	M	brahmaupagava
magava		magava
paramagava		paramagava
bhīmagava		bhīmagava
bhaimagava		bhaimagava
dhānyagava		dhānyagava
dāragava		dāragava
śūlagava		śūlagava
devagava	M	devagava
śaivagava		śaivagava
dvādaśagava		dvādaśagava
kṛśagava		kṛśagava
aṣṭāgava		aṣṭāgava
sārdāgava		sārdāgava
mahāgava		mahāgava
aḍigava	A	aḍigava
atigava		atigava
caturviṃśatigava	M	caturvinśatigava
adhigava		adhigava
vigava	H	vigava
dvigava		dvigava
kauṭīgava		kauṭīgava
śnauṣṭīgava		śnauṣṭīgava
śrauṣṭīgava		śrauṣṭīgava
āndhīgava		āndhīgava
mīgava	H	mīgava
anugava		anugava
sugava		sugava
bahugava		bahugava
mṛgava		mṛgava
segava		segava
ayogava	B	ayogava
āyogava		āyogava
purogava		purogava
apurogava		apurogava
stomapurogava		stomapurogava
somapurogava		somapurogava
brahmapurogava	G	brahmapurogava
gopurogava		gopurogava
paurogava		paurogava
aṅgava	B	angava
uḍaṅgava		uḍangava
praiyaṅgava		praiyangava
haiyaṃgava		haiyangava
hayyaṃgava		hayyangava
praiyyaṅgava		praiyyangava
plavaṅgava	I	plavangava
uśaṅgava		uśangava
uśaṃgava	M	uśangava
saṅgava	S	sangava
saṃgava		sangava
parāṅgava		parāngava
hāliṅgava		hālingava
puṅgava	B	pungava
puṃgava		pungava
bālhikapuṅgava	N	bālhikapungava
vāhīkapuṅgava	N	vāhīkapungava
gaṅapuṃgava		ganapungava
gajapuṃgava	M	gajapungava
sātvatapuṅgava	N	sātvatapungava
rathapuṃgava	M	rathapungava
sarpapuṃgava		sarpapungava
śākyapuṃgava		śākyapungava
narapuṅgava	B	narapungava
narapuṃgava	M	narapungava
samarapuṃgava	M	samarapungava
surapuṅgava	N	surapungava
dānavapuṅgava	N	dānavapungava
tridaśapuṃgava		tridaśapungava
tridaśapuṅgava	N	tridaśapungava
puruṣapuṃgava	M	puruṣapungava
puruṣapuṅgava	S	puruṣapungava
rākṣasapuṅgava	N	rākṣasapungava
vṛṣṅipuṅgava	N	vṛṣnipungava
munipuṃgava		munipungava
munipuṅgava	S	munipungava
pakṣipuṃgava		pakṣipungava
yadupuṅgava	N	yadupungava
yadupuṃgava	M	yadupungava
kurupuṅgava	N	kurupungava
kurupuṃgava	M	kurupungava
sraptāṃśupuṅgava	S	sraptānśupungava
saptāṃśupuṃgava		saptānśupungava
nirvatsaśiśupuṃgava		nirvatsaśiśupungava
gauṅgava		gaungava
ṣaḍgava		ṣaḍgava
aśvaṣaḍgava	S	aśvaṣaḍgava
hastiṣaḍgava	M	hastiṣaḍgava
goṣaḍgava		goṣaḍgava
jaradgava		jaradgava
jāradgava		jāradgava
sadgava		sadgava
cedipungava	N	cedipungava
punargava		punargava
bhārgava		bhārgava
caṅḍabhārgava		canḍabhārgava
dṛśānabhārgava	V	dṛśānabhārgava
sabhārgava	R	sabhārgava
āśubhārgava	G	āśubhārgava
dvigatbhārgava	V	dvigatbhārgava
vidanvantbhārgava	V	vidanvantbhārgava
pravadbhārgava	M	pravadbhārgava
mārgava		mārgava
dhāmārgava		dhāmārgava
adhāmārgava		adhāmārgava
caturgava		caturgava
maghava		maghava
rāghava		rāghava
amogharāghava		amogharāghava
anargharāghava		anargharāghava
saṃgītarāghava	M	sangītarāghava
unmattarāghava	M	unmattarāghava
udāttarāghava		udāttarāghava
prasannarāghava		prasannarāghava
vijayarāghava	M	vijayarāghava
rāyarāghava		rāyarāghava
ramaṅīyarāghava	M	ramanīyarāghava
anarghyarāghava		anarghyarāghava
anardhyarāghava	G	anardhyarāghava
vīrarāghava		vīrarāghava
śrīnivāsarāghava	M	śrīnivāsarāghava
jānakīrāghava		jānakīrāghava
lāghava		lāghava
alāghava	R	alāghava
hastalāghava		hastalāghava
arthalāghava	M	arthalāghava
grahalāghava		grahalāghava
kriyālāghava		kriyālāghava
atilāghava		atilāghava
buddhilāghava	M	buddhilāghava
gurulāghava		gurulāghava
āṅava		ānava
caṅava	M	canava
paṅava		panava
praṅava		pranava
parapraṅava	M	parapranava
sapraṅava		sapranava
ubhayataḥpraṅava	M	ubhayataḥpranava
sṭāṅava	A	sṭānava
sthāṅava		sthānava
māṅava		mānava
daṅḍamāṅava		danḍamānava
ardhamāṅava		ardhamānava
svapnamāṅava		svapnamānava
bhikṣāmāṅava		bhikṣāmānava
ḍiṅḍimāṅava		ḍinḍimānava
triṅava		trinava
tuṅava	H	tunava
tūṅava		tūnava
vīṅātūṅava		vīnātūnava
reṅava	I	renava
kāreṅava		kārenava
raiṅava		rainava
vaiṅava		vainava
upavaiṅava		upavainava
arṅava		arnava
ārṅava	H	ārnava
punarṅava		punarnava
ekārṅava		ekārnava
udakārṅava		udakārnava
yamakārṅava	M	yamakārnava
narakārṅava		narakārnava
vālukārṅava		vālukārnava
mātṛkārṅava		mātṛkārnava
vivekārṅava	M	vivekārnava
rāgārṅava		rāgārnava
yogārṅava		yogārnava
vivādabhaṅgārṅava		vivādabhangārnava
lavaṅārṅava	I	lavanārnava
purāṅārṅava		purānārnava
lālāpūrṅārṅava	M	lālāpūrnārnava
bharatārṅava		bharatārnava
duritārṅava	M	duritārnava
subhāṣitārṅava	M	subhāṣitārnava
saṃhitārṅava	M	sanhitārnava
saṃgītārṅava	G	sangītārnava
sutārṅava		sutārnava
sūtārṅava	M	sūtārnava
siddhāntārṅava	M	siddhāntārnava
saptārṅava		saptārnava
kathārṅava		kathārnava
vyavasthārṅava	M	vyavasthārnava
smārtavyavasthārṅava	M	smārtavyavasthārnava
yajurvedārṅava	M	yajurvedārnava
kṣīrodārṅava	G	kṣīrodārnava
govindārṅava	G	govindārnava
śabdārṅava		śabdārnava
tārābhaktasudhārṅava		tārābhaktasudhārnava
vicārasudhārṅava	M	vicārasudhārnava
śivabhaktisudhārṅava	M	śivabhaktisudhārnava
kṣubdhārṅava	M	kṣubdhārnava
janārṅava		janārnava
madanārṅava	M	madanārnava
saparvatavanārṅava	M	saparvatavanārnava
vasanārṅava		vasanārnava
jñānārṅava		jnānārnava
yoginījñānārṅava	G	yoginījnānārnava
śakunārṅava		śakunārnava
ratnārṅava	M	ratnārnava
praśnārṅava	G	praśnārnava
kāmārṅava	M	kāmārnava
dharmārṅava	M	dharmārnava
sadānandākhyadharmārṅava	M	sadānandākhyadharmārnava
nirṅayārṅava	M	nirnayārnava
jayārṅava		jayārnava
yuddhajayārṅava		yuddhajayārnava
hṛdayārṅava	M	hṛdayārnava
paryāyārṅava		paryāyārnava
prakriyārṅava	M	prakriyārnava
jñeyārṅava	M	jneyārnava
mithyārṅava		mithyārnava
vidyārṅava	M	vidyārnava
sūryārṅava	M	sūryārnava
samasyārṅava	M	samasyārnava
hāsyārṅava		hāsyārnava
svarārṅava		svarārnava
saṃsārārṅava	M	sansārārnava
vivādasārārṅava	M	vivādasārārnava
madirārṅava	M	madirārnava
kṣīrārṅava		kṣīrārnava
tripurārṅava		tripurārnava
mantrārṅava		mantrārnava
mudrārṅava		mudrārnava
kalārṅava		kalārnava
jalārṅava		jalārnava
salilārṅava		salilārnava
śivalīlārṅava	M	śivalīlārnava
kulārṅava		kulārnava
lakṣmīkulārṅava	G	lakṣmīkulārnava
vārṅava		vārnava
navārṅava	M	navārnava
bhavārṅava		bhavārnava
kaulavārṅava		kaulavārnava
śivārṅava		śivārnava
tattvārṅava	G	tattvārnava
kalāpatattvārṅava		kalāpatattvārnava
kṛtyatattvārṅava	G	kṛtyatattvārnava
kālatattvārṅava	G	kālatattvārnava
śivatattvārṅava	M	śivatattvārnava
śuddhitattvārṅava	M	śuddhitattvārnava
yogeśārṅava		yogeśārnava
bhāṣārṅava	G	bhāṣārnava
jyotiṣārṅava		jyotiṣārnava
rasārṅava		rasārnava
rasarasārṅava	M	rasarasārnava
samāsārṅava	M	samāsārnava
mahārṅava		mahārnava
kṛṣṅāmṛtamahārṅava	G	kṛṣnāmṛtamahārnava
vādamahārṅava	G	vādamahārnava
madanamahārṅava	M	madanamahārnava
vyasanamahārṅava	M	vyasanamahārnava
kṛtyamahārṅava	G	kṛtyamahārnava
kṣīramahārṅava		kṣīramahārnava
rasamahārṅava		rasamahārnava
śabdamuktāmahārṅava	M	śabdamuktāmahārnava
smṛtimahārṅava		smṛtimahārnava
lohārṅava	M	lohārnava
cariṣṅava	I	cariṣnava
pariṣṅava	I	pariṣnava
jaiṣṅava		jaiṣnava
vaiṣṅava		vaiṣnava
praṣṅavaiṣṅava		praṣnavaiṣnava
praśnavaiṣṅava		praśnavaiṣnava
vaidyakaśāstravaiṣṅava	M	vaidyakaśāstravaiṣnava
śaivavaiṣṅava	M	śaivavaiṣnava
brahmeśavaiṣṅava	M	brahmeśavaiṣnava
āgnāvaiṣṅava		āgnāvaiṣnava
aindrāvaiṣṅava		aindrāvaiṣnava
śrīvaiṣṅava		śrīvaiṣnava
pacava		pacava
kārapacava		kārapacava
kocava	H	kocava
cāñcava		cāncava
chava	H	chava
ucchava	H	ucchava
sanācchava	V	sanācchava
java		java
ajava	H	ajava
vātajava		vātajava
stimitajava	M	stimitajava
sṛtajava		sṛtajava
pavanajava		pavanajava
śīghrajava		śīghrajava
prajava		prajava
kathājava		kathājava
mājava		mājava
mahājava		mahājava
atijava		atijava
anujava	H	anujava
bahujava		bahujava
kaijava		kaijava
vaijava		vaijava
srotojava	M	srotojava
manojava		manojava
purojava		purojava
ājavaṃjava	H	ājavanjava
ājāvaṃjava	H	ājāvanjava
ārjava		ārjava
sadārjava		sadārjava
anārjava		anārjava
nirjava	H	nirjava
āpaṭava	M	āpaṭava
kāpaṭava		kāpaṭava
sunīthakāpaṭava	V	sunīthakāpaṭava
āraṭava	G	āraṭava
kāṭava		kāṭava
cāṭava		cāṭava
pāṭava		pāṭava
apāṭava		apāṭava
sampātapāṭava	M	sampātapāṭava
vākpāṭava		vākpāṭava
paṭṭava		paṭṭava
pārṭava	A	pārṭava
abhiṣṭava		abhiṣṭava
ariṣṭava	I	ariṣṭava
sauṣṭava		sauṣṭava
dauḥṣṭhava		dauḥṣṭhava
dauṣṭhava		dauṣṭhava
sauṣṭhava		sauṣṭhava
asauṣṭhava	S	asauṣṭhava
śabdasauṣṭhava	M	śabdasauṣṭhava
oḍava		oḍava
auḍava		auḍava
aśvabaḍava	G	aśvabaḍava
āraḍava		āraḍava
vaḍava		vaḍava
aśvavaḍava		aśvavaḍava
khāḍava		khāḍava
rāgakhāḍava		rāgakhāḍava
raktakhāḍava		raktakhāḍava
gāḍava		gāḍava
bāḍava	B	bāḍava
kuṅarabāḍava	G	kunarabāḍava
māḍava		māḍava
vāḍava		vāḍava
kuṅaravāḍava	G	kunaravāḍava
śāḍava		śāḍava
phalaśāḍava		phalaśāḍava
ṣāḍava		ṣāḍava
rāgaṣāḍava		rāgaṣāḍava
phalaṣāḍava		phalaṣāḍava
cairīḍava	I	cairīḍava
kuḍava		kuḍava
vaiḍava		vaiḍava
pauḍava	I	pauḍava
khaṅḍava		khanḍava
phalakhaṅḍava		phalakhanḍava
kāraṅḍava	H	kāranḍava
khāṅḍava		khānḍava
rāgakhāṅḍava		rāgakhānḍava
tāṅḍava		tānḍava
vivādatāṅḍava	G	vivādatānḍava
śabdatāṅḍava	M	śabdatānḍava
śivatāṅḍava	M	śivatānḍava
pāṅḍava		pānḍava
apāṅḍava		apānḍava
pracaṅḍapāṅḍava		pracanḍapānḍava
madhyamapāṅḍava	S	madhyamapānḍava
rāghavapāṅḍava	M	rāghavapānḍava
vipāṅḍava		vipānḍava
kurupāṅḍava		kurupānḍava
niṣpāṅḍava		niṣpānḍava
bhāṅḍava		bhānḍava
māṅḍava		mānḍava
sainḍava	A	sainḍava
saurasainḍava	A	saurasainḍava
tava	B	tava
ātava		ātava
śātakratava		śātakratava
ṣātakratava	A	ṣātakratava
saumakratava		saumakratava
śaukratava	I	śaukratava
kākṣatava		kākṣatava
saptadhātava	S	saptadhātava
traidhātava	G	traidhātava
saupātava		saupātava
daivayātava		daivayātava
kitava		kitava
akitava		akitava
yājñikakitava	M	yājnikakitava
tikakitava	M	tikakitava
dhūrtakitava		dhūrtakitava
akṣakitava		akṣakitava
pratikitava		pratikitava
strīkitava		strīkitava
mutava		mutava
ketava	I	ketava
sauparṅaketava		sauparnaketava
pauṣpaketava		pauṣpaketava
prajāhetava	I	prajāhetava
kaitava		kaitava
akaitava		akaitava
sakaitava		sakaitava
niṣkaitava		niṣkaitava
saitava		saitava
pautava		pautava
yautava		yautava
śaktava	S	śaktava
dadhisaktava	S	dadhisaktava
sāktava		sāktava
sāptatantava		sāptatantava
vāratantava		vāratantava
pauravatantava		pauravatantava
parapauravatantava		parapauravatantava
anantava	H	anantava
vantava		vantava
tāntava		tāntava
śaṅatāntava		śanatāntava
navatāntava		navatāntava
kārpāsatāntava		kārpāsatāntava
nistāntava		nistāntava
lāntava	M	lāntava
ārtava		ārtava
anārtava		anārtava
garbhagrahārtava		garbhagrahārtava
stava		stava
saṃstava		sanstava
asaṃstava		asanstava
maṅgalasaṃstava		mangalasanstava
abhisaṃstava		abhisanstava
śukamahimnaḥstava	M	śukamahimnaḥstava
śivamahimnaḥstava	M	śivamahimnaḥstava
śrīmahimnaḥstava	M	śrīmahimnaḥstava
viṣṅumahimnaḥstava	M	viṣnumahimnaḥstava
caturviṃśatidaṅḍakastava		caturvinśatidanḍakastava
rājātmakastava		rājātmakastava
brahmatarkastava		brahmatarkastava
lakṣmīnārāyaṅastava	M	lakṣmīnārāyanastava
pañcastava	M	pancastava
raṅgarājastava		rangarājastava
paścimaraṅgarājastava	M	paścimarangarājastava
śrīraṅgarājastava	M	śrīrangarājastava
varadarājastava	M	varadarājastava
nīlakaṅṭhastava	M	nīlakanṭhastava
śrīkaṅṭhastava	M	śrīkanṭhastava
vaikuṅṭhastava	M	vaikunṭhastava
saṃketastava		sanketastava
āśāntastava		āśāntastava
saptastava		saptastava
pārśvanāthastava	M	pārśvanāthastava
vedapadastava		vedapadastava
varapradastava		varapradastava
vedapādastava		vedapādastava
viśveśvaravedapādastava		viśveśvaravedapādastava
rāmapādastava	M	rāmapādastava
bhagavatīkeśādipādastava		bhagavatīkeśādipādastava
prasādastava	M	prasādastava
brahmānandastava	M	brahmānandastava
pañcāyudhastava		pancāyudhastava
halāyudhastava	M	halāyudhastava
pāpapraśamanastava	M	pāpapraśamanastava
vāmanastava		vāmanastava
sudarśanastava	M	sudarśanastava
pañcaratnastava		pancaratnastava
upastava		upastava
ṛṣabhastava		ṛṣabhastava
mahimastava	M	mahimastava
ātmastava		ātmastava
paramātmastava	M	paramātmastava
karmastava		karmastava
śatruṃjayastava	M	śatrunjayastava
ṣaḍāmnāyastava	M	ṣaḍāmnāyastava
kārttikeyastava	N	kārttikeyastava
āñjaneyastava	M	ānjaneyastava
suhṛtprakāśākhyastava	M	suhṛtprakāśākhyastava
dvādaśādityastava		dvādaśādityastava
sarvapūrtikarastava		sarvapūrtikarastava
śivaprasādasundarastava	M	śivaprasādasundarastava
rāmeśvarastava	M	rāmeśvarastava
namaskārastava		namaskārastava
sanatkumārastava	M	sanatkumārastava
śiṃśumārastava	M	śinśumārastava
rasakalpasārastava	M	rasakalpasārastava
karpūrastava		karpūrastava
prastava		prastava
aprastava	R	aprastava
maṅgalastava		mangalastava
vīrarāghavastava	M	vīrarāghavastava
paramānandamādhavastava	M	paramānandamādhavastava
bhairavastava		bhairavastava
kāpilavastava	H	kāpilavastava
vedasāraśivastava	M	vedasāraśivastava
devastava		devastava
mahādevastava	N	mahādevastava
mahāpuruṣastava	N	mahāpuruṣastava
prācetasastava	M	prācetasastava
vrajavilāsastava	M	vrajavilāsastava
navagrahastava	M	navagrahastava
vyapohastava	M	vyapohastava
laghusaptatikāstava		laghusaptatikāstava
haribhaktilatikāstava	M	haribhaktilatikāstava
laghusaptaśatikāstava	M	laghusaptaśatikāstava
durgāstava		durgāstava
vāgdevatāstava	M	vāgdevatāstava
sītāstava	M	sītāstava
śāradāstava	M	śāradāstava
mithyāstava		mithyāstava
mahāvidyāstava	M	mahāvidyāstava
vāstava		vāstava
avāstava	S	avāstava
