headword_iast	source_code	form_key
koṣalikam	A	koṣalikam
kauṣalikam	A	kauṣalikam
akālikam		akālikam
ekakālikam	M	ekakālikam
vaikālikam	M	vaikālikam
ṣāṣkulikam	A	ṣāṣkulikam
cūlikam	A	cūlikam
ṣailikam	A	ṣailikam
ñaulikam	A	naulikam
vikam	A	vikam
kaudravikam	A	kaudravikam
śikam		śikam
kaiśikam	I	kaiśikam
trairāṣikam	A	trairāṣikam
naiveṣikam	A	naiveṣikam
laiṣikam	A	laiṣikam
nirmakṣikam	M	nirmakṣikam
lokasākṣikam	M	lokasākṣikam
sasākṣikam	M	sasākṣikam
vahnisākṣikam		vahnisākṣikam
asikam	A	asikam
aupacchandasikam	A	aupacchandasikam
upanāsikam	A	upanāsikam
āhikam		āhikam
khaḍgīkam	A	khaḍgīkam
sarṅīkam	A	sarnīkam
tūṣṅīkam	M	tūṣnīkam
sphāṭīkam	A	sphāṭīkam
granṭīkam	A	granṭīkam
pratipratīkam	G	pratipratīkam
satīkam	A	satīkam
manīkam	A	manīkam
samanīkam	A	samanīkam
pratidantyanīkam	R	pratidantyanīkam
yathānīkam	M	yathānīkam
ābhīkam	A	ābhīkam
samīkam	A	samīkam
puṅḍarīkam	A	punḍarīkam
barbarīkam	A	barbarīkam
nārīkam	A	nārīkam
kalmalīkam	A	kalmalīkam
vyalīkam	M	vyalīkam
avyalīkam	M	avyalīkam
nirvyalīkam	M	nirvyalīkam
valīkam	A	valīkam
māḍvīkam	A	māḍvīkam
aiṣīkam	P	aiṣīkam
hṛṣīkam	A	hṛṣīkam
lālasīkam	A	lālasīkam
kareṅukam	A	karenukam
veṅukam	A	venukam
cūcukam	A	cūcukam
kāṭukam	A	kāṭukam
naiṅaṅṭukam	A	nainanṭukam
maṅḍukam	A	manḍukam
ḍunḍukam	A	ḍunḍukam
jatukam	A	jatukam
kutukam	A	kutukam
ahaitukam	M	ahaitukam
kautukam	A	kautukam
sakautukam	M	sakautukam
sāktukam	A	sāktukam
vastukam	A	vastukam
pādukam	I	pādukam
mṛdukam	M	mṛdukam
vārḍdukam	A	vārḍdukam
tindukam	A	tindukam
sādhukam	H	sādhukam
anukam	M	anukam
pratanukam	M	pratanukam
sanukam		sanukam
dhenukam	P	dhenukam
ḍainukam	A	ḍainukam
hibukam	A	hibukam
chubukam	A	chubukam
urvārukam	A	urvārukam
grāmerukam	A	grāmerukam
gaverukam	A	gaverukam
elukam	A	elukam
tālukam	A	tālukam
hīlukam	A	hīlukam
kulukam	A	kulukam
śukam		śukam
aṃṣukam	A	anṣukam
kaiṣukam	A	kaiṣukam
prabāhukam		prabāhukam
muhukam	A	muhukam
maṅḍūkam	I	manḍūkam
ānūkam		ānūkam
daśapuruṣānūkam		daśapuruṣānūkam
āphūkam	A	āphūkam
aulūkam	A	aulūkam
mātṛkam	I	mātṛkam
dṛkam	A	dṛkam
pratyekam	B	pratyekam
avivekam	M	avivekam
prasekam	M	prasekam
ekaikam	M	ekaikam
tokam	A	tokam
stokam	M	stokam
mokam	A	mokam
vimokam		vimokam
upavimokam		upavimokam
rokam	A	rokam
durokam		durokam
pretalokam	I	pretalokam
somalokam	I	somalokam
sūryalokam	I	sūryalokam
indralokam	I	indralokam
śivalokam	I	śivalokam
yathālokam		yathālokam
adhilokam		adhilokam
gaurīlokam	I	gaurīlokam
viṣṅulokam	I	viṣnulokam
pitṛlokam	I	pitṛlokam
yāvacchlokam		yāvacchlokam
svarlokam	I	svarlokam
pratiślokam		pratiślokam
anuṣlokam	A	anuṣlokam
saśokam	M	saśokam
viśokam	I	viśokam
pāreviśokam		pāreviśokam
ṣaukam	A	ṣaukam
sarvatodikkam	G	sarvatodikkam
caturdikkam		caturdikkam
būkkam	A	būkkam
sṛkkam	A	sṛkkam
prataṅkam		pratankam
naṣṭātaṅkam		naṣṭātankam
pratyaṅkam		pratyankam
adhilaṅkam	R	adhilankam
aśaṅkam	M	aśankam
niḥśaṅkam	M	niḥśankam
vītaśaṅkam		vītaśankam
apaśaṅkam		apaśankam
saśaṅkam	M	saśankam
nirāśaṅkam	M	nirāśankam
sāśaṅkam	M	sāśankam
viśaṅkam	M	viśankam
atisaviśaṅkam	R	atisaviśankam
nirviśaṅkam	M	nirviśankam
ṭāṅkam	A	ṭānkam
māmāṅkam	P	māmānkam
ūrmiṣaḍkam	I	ūrmiṣaḍkam
triṃṣatkam	A	trinṣatkam
sapariśritkam		sapariśritkam
ārkam		ārkam
savitarkam	R	savitarkam
madhuparkam	I	madhuparkam
talkam	A	talkam
ṣalkam	A	ṣalkam
mastiṣkam	A	mastiṣkam
ayajuṣkam	M	ayajuṣkam
puṣkam	A	puṣkam
bleṣkam	A	bleṣkam
baiṣkam	A	baiṣkam
ṣiraskam	A	ṣiraskam
kham		kham
upanakham	A	upanakham
adhimakham		adhimakham
prativedaśākham		prativedaśākham
pratiśākham		pratiśākham
aucikham	B	aucikham
āśikham		āśikham
mukham	A	mukham
āmukham	A	āmukham
apamukham	M	apamukham
upamukham		upamukham
khaṭakāmukham	A	khaṭakāmukham
kokāmukham	A	kokāmukham
yathāmukham		yathāmukham
pratimukham	M	pratimukham
abhimukham	G	abhimukham
nepathyābhimukham	M	nepathyābhimukham
parimukham		parimukham
avimukham	R	avimukham
itomukham	M	itomukham
viśvatomukham	M	viśvatomukham
parāṅmukham	M	parānmukham
aparāṅmukham	M	aparānmukham
prāṅmukham	M	prānmukham
sarvadiṅmukham		sarvadinmukham
svadiṅmukham		svadinmukham
saṃmukham	H	sanmukham
sammukham	M	sammukham
śatrusammukham	M	śatrusammukham
antarmukham	M	antarmukham
sukham	M	sukham
yathāsukham	G	yathāsukham
kadalīsukham		kadalīsukham
anusukham	H	anusukham
susukham	M	susukham
tṛkham	A	tṛkham
sollekham		sollekham
kaṅkham	A	kankham
ṣāṅkham	A	ṣānkham
nyūṅkham		nyūnkham
duḥkham	M	duḥkham
suduḥkham	M	suduḥkham
gam		gam
āgam	R	āgam
ajagam	A	ajagam
sānunagam	M	sānunagam
apagam	R	apagam
upagam	R	upagam
vyapagam	R	vyapagam
samupagam	R	samupagam
pratyupagam	M	pratyupagam
abhyupagam	R	abhyupagam
subhagam	M	subhagam
stanitasubhagam	M	stanitasubhagam
skhalitasubhagam	M	skhalitasubhagam
saubhagam	A	saubhagam
pratyagam	M	pratyagam
pragam	R	pragam
vipragam	R	vipragam
avagam	R	avagam
samavagam	R	samavagam
pratyavagam	R	pratyavagam
vyavagam	M	vyavagam
acchāgam	R	acchāgam
samudāgam	M	samudāgam
dvidhāgam	M	dvidhāgam
adhināgam	R	adhināgam
upāgam	R	upāgam
samupāgam	R	samupāgam
antaḥstomabhāgam		antaḥstomabhāgam
bahiḥstomabhāgam	M	bahiḥstomabhāgam
āparvabhāgam	R	āparvabhāgam
yathābhāgam		yathābhāgam
pratibhāgam	G	pratibhāgam
yathāvibhāgam		yathāvibhāgam
samāgam	R	samāgam
abhisamāgam	R	abhisamāgam
pratyāgam	R	pratyāgam
adhyāgam	R	adhyāgam
nyāgam	M	nyāgam
pratinyāgam	M	pratinyāgam
abhyāgam	R	abhyāgam
samabhyāgam	M	samabhyāgam
paryāgam	R	paryāgam
parāgam	A	parāgam
anuparāgam	M	anuparāgam
sarāgam	M	sarāgam
vairāgam	A	vairāgam
vilāgam	A	vilāgam
avāgam	M	avāgam
anvāgam	R	anvāgam
añjigam	B	anjigam
āñjigam	B	ānjigam
aḍigam	A	aḍigam
samaḍigam	A	samaḍigam
atigam	R	atigam
vyatigam	M	vyatigam
pratigam	R	pratigam
upātigam	R	upātigam
adhigam	R	adhigam
samadhigam	R	samadhigam
nigam	R	nigam
upanigam	M	upanigam
saṃnigam	R	sannigam
apigam	R	apigam
apasphigam	M	apasphigam
abhigam	R	abhigam
samabhigam	R	samabhigam
parigam	R	parigam
vigam	R	vigam
anugam	R	anugam
samanugam	R	samanugam
yugam	I	yugam
aḍipraṣṭiyugam	A	aḍipraṣṭiyugam
anuyugam		anuyugam
caturyugam	I	caturyugam
prugam	A	prugam
pramṛgam		pramṛgam
savegam	M	savegam
sāvegam		sāvegam
sodvegam	M	sodvegam
aparibhogam	M	aparibhogam
yathopayogam	G	yathopayogam
ananyayogam		ananyayogam
yathāprayogam		yathāprayogam
yathāyogam		yathāyogam
pratiyogam		pratiyogam
yathāviniyogam		yathāviniyogam
khaṅḍaśogam	M	khanḍaśogam
uggam	H	uggam
aṅgam	A	angam
lohitagaṅgam	M	lohitagangam
unmattagaṅgam		unmattagangam
saptagaṅgam	M	saptagangam
upagaṅgam	R	upagangam
anugaṅgam		anugangam
madhyegaṅgam		madhyegangam
pāregaṅgam		pāregangam
prāggaṅgam		prāggangam
tūṣṅīṃgaṅgam	G	tūṣnīngangam
śanairgaṅgam		śanairgangam
ābhaṅgam	A	ābhangam
atibhaṅgam	A	atibhangam
sabhrūbhaṅgam	M	sabhrūbhangam
pratyaṅgam	G	pratyangam
araṃgam	M	arangam
araṅgam	A	arangam
uttaraṅgam	A	uttarangam
vayoraṅgam	A	vayorangam
adhilavaṅgam	R	adhilavangam
anvaṅgam		anvangam
vyatiṣaṅgam		vyatiṣangam
avyatiṣaṅgam	M	avyatiṣangam
saṃgam	R	sangam
saṅgam	A	sangam
āsaṅgam	M	āsangam
niḥsaṅgam	M	niḥsangam
upasaṃgam	R	upasangam
akṣasaṅgam	M	akṣasangam
anakṣasaṅgam		anakṣasangam
yathāsaṅgam		yathāsangam
abhisaṃgam	R	abhisangam
prāgāṅgam		prāgāngam
sāṣṭāṅgam	A	sāṣṭāngam
yathāṅgam		yathāngam
viślathāṅgam	M	viślathāngam
prāṅgam	A	prāngam
sarvāṅgam	M	sarvāngam
liṅgam	A	lingam
upaliṅgam	A	upalingam
yathāliṅgam		yathālingam
mahāliṅgam	I	mahālingam
pratiliṅgam		pratilingam
agniliṅgam	I	agnilingam
abliṅgam	A	ablingam
hiraṅyaśṛṅgam	P	hiranyaśṛngam
antarāśṛṅgam		antarāśṛngam
ṣṛṅgam	A	ṣṛngam
laiṅgam	A	laingam
joṅgam	A	jongam
udgam	R	udgam
samudgam	A	samudgam
pratyudgam	R	pratyudgam
abhyudgam	A	abhyudgam
samabhyudgam	M	samabhyudgam
rangam	I	rangam
turāsangam	I	turāsangam
lingam	I	lingam
sahasralingam	I	sahasralingam
laingam	I	laingam
dṛkpathamgam	M	dṛkpathamgam
antargam	A	antargam
saṃvargam		sanvargam
udagapavargam		udagapavargam
prāgapavargam		prāgapavargam
prativargam	M	prativargam
aparivargam		aparivargam
stukāsargam		stukāsargam
pratisargam		pratisargam
utsargam	M	utsargam
pratimārgam	G	pratimārgam
anumārgam	A	anumārgam
madhyemārgam	G	madhyemārgam
sarvatomārgam		sarvatomārgam
nirgam	R	nirgam
abhinirgam	R	abhinirgam
vinirgam	R	vinirgam
saṃnirgam	R	sannirgam
anagham	P	anagham
saślāgham		saślāgham
atiṣṭigham	M	atiṣṭigham
mogham	M	mogham
adrogham	M	adrogham
adhijaṅgham	M	adhijangham
amaṅgham	B	amangham
saṃgham	P	sangham
dīrgham	M	dīrgham
nātidīrgham	M	nātidīrgham
kākaṅam	A	kākanam
niṣcukkaṅam	A	niṣcukkanam
ṭaṅkaṅam	A	ṭankanam
tarkaṅam	A	tarkanam
pratarkaṅam	A	pratarkanam
paritarkaṅam	A	paritarkanam
vitarkaṅam	A	vitarkanam
riṅkhaṅam	A	rinkhanam
gaṅam	P	ganam
aṅgaṅam	A	anganam
raṅgaṅam	A	ranganam
prāṅgaṅam	A	prānganam
saṃvargaṅam	A	sanvarganam
vimārgaṅam	A	vimārganam
ñaṅañaṅam	A	nanananam
pauruṣamjñaṅam	I	pauruṣamjnanam
ṅāṭaṅam	A	nāṭanam
ṣrapaṅam	A	ṣrapanam
āṣrapaṅam	A	āṣrapanam
pravapaṅam	A	pravapanam
parinirvapaṅam	A	parinirvapanam
ākṣapaṅam	A	ākṣapanam
prakṣapaṅam	A	prakṣapanam
pramāpaṅam	A	pramāpanam
sampramāpaṅam	A	sampramāpanam
niryāpaṅam	A	niryāpanam
anvantarāpaṅam		anvantarāpanam
avaṅrāpaṅam	A	avanrāpanam
prāpaṅam	A	prāpanam
agoḥprāpaṅam		agoḥprāpanam
parivāpaṅam	A	parivāpanam
nirvāpaṅam	A	nirvāpanam
kārṣāpaṅam	I	kārṣāpanam
prahāpaṅam	A	prahāpanam
parihāpaṅam	A	parihāpanam
kṣipaṅam	A	kṣipanam
rūpaṅam	A	rūpanam
nirūpaṅam	A	nirūpanam
kṛpaṅam	M	kṛpanam
akṛpaṅam	H	akṛpanam
sakṛpaṅam		sakṛpanam
hrepaṅam	A	hrepanam
kṣepaṅam	A	kṣepanam
ākṣepaṅam	A	ākṣepanam
upakṣepaṅam	A	upakṣepanam
prakṣepaṅam	A	prakṣepanam
avakṣepaṅam	A	avakṣepanam
samākṣepaṅam	A	samākṣepanam
nikṣepaṅam	A	nikṣepanam
vikṣepaṅam	A	vikṣepanam
saṅkṣepaṅam	A	sankṣepanam
utkṣepaṅam	A	utkṣepanam
samutkṣepaṅam	A	samutkṣepanam
ropaṅam	A	ropanam
āropaṅam	A	āropanam
vyaparopaṅam	A	vyaparopanam
avaropaṅam	A	avaropanam
samāropaṅam	A	samāropanam
aḍyāropaṅam	A	aḍyāropanam
aḍiropaṅam	A	aḍiropanam
arpaṅam	A	arpanam
tarpaṅam	A	tarpanam
ātarpaṅam	A	ātarpanam
apatarpaṅam	A	apatarpanam
avatarpaṅam	A	avatarpanam
abhitarpaṅam	A	abhitarpanam
paritarpaṅam	A	paritarpanam
pitṛtarpaṅam	I	pitṛtarpanam
santarpaṅam	A	santarpanam
darpaṅam	I	darpanam
samarpaṅam	A	samarpanam
pratyarpaṅam	A	pratyarpanam
sarpaṅam	A	sarpanam
saṃsarpaṅam	A	sansarpanam
apasarpaṅam	A	apasarpanam
upasarpaṅam	A	upasarpanam
prasarpaṅam	A	prasarpanam
avasarpaṅam	A	avasarpanam
atisarpaṅam	A	atisarpanam
abhisarpaṅam	A	abhisarpanam
parisarpaṅam	A	parisarpanam
visarpaṅam	A	visarpanam
samutsarpaṅam	A	samutsarpanam
ārambaṅam	A	ārambanam
udgrabhaṅam	A	udgrabhanam
rebhaṅam	A	rebhanam
kṣobhaṅam	A	kṣobhanam
saṅkṣobhaṅam	A	sankṣobhanam
ārambhaṅam	A	ārambhanam
prārambhaṅam	A	prārambhanam
vijṛmbhaṅam	A	vijṛmbhanam
samujjṛmbhaṅam	A	samujjṛmbhanam
āramaṅam	A	āramanam
uparamaṅam	A	uparamanam
abhiramaṅam	A	abhiramanam
apakramaṅam	A	apakramanam
upakramaṅam	A	upakramanam
prakramaṅam	A	prakramanam
samākramaṅam	A	samākramanam
atikramaṅam	A	atikramanam
pratikramaṅam	A	pratikramanam
nikramaṅam	A	nikramanam
abhikramaṅam	A	abhikramanam
vikramaṅam	A	vikramanam
anukramaṅam	A	anukramanam
caṅkramaṅam	A	cankramanam
saṅkramaṅam	A	sankramanam
utkramaṅam	A	utkramanam
vyutkramaṅam	A	vyutkramanam
niṣkramaṅam	A	niṣkramanam
upaniṣkramaṅam	A	upaniṣkramanam
abhiniṣkramaṅam	A	abhiniṣkramanam
naiṣkramaṅam	A	naiṣkramanam
paribhramaṅam	A	paribhramanam
udbhramaṅam	A	udbhramanam
virāmaṅam	A	virāmanam
bhrāmaṅam	A	bhrāmanam
gopucchabhrāmaṅam	I	gopucchabhrāmanam
armaṅam	A	armanam
vārmaṅam	A	vārmanam
brāhmaṅam	I	brāhmanam
mantrabrāhmaṅam	I	mantrabrāhmanam
madhubrāhmaṅam	I	madhubrāhmanam
anubrāhmaṅam		anubrāhmanam
paryayaṅam	A	paryayanam
krayaṅam	A	krayanam
niṣkrayaṅam	A	niṣkrayanam
āgrayaṅam	I	āgrayanam
saṃṣrayaṅam	A	sanṣrayanam
udaṣrayaṅam	A	udaṣrayanam
avaṣrayaṅam	A	avaṣrayanam
samāṣrayaṅam	A	samāṣrayanam
aḍiṣrayaṅam	A	aḍiṣrayanam
pariṣrayaṅam	A	pariṣrayanam
pravayaṅam	A	pravayanam
avakṣayaṅam	A	avakṣayanam
ūṣmāyaṅam	A	ūṣmāyanam
rāyaṅam	A	rāyanam
turāyaṅam	A	turāyanam
metrāyaṅam	A	metrāyanam
cāndrāyaṅam	I	cāndrāyanam
prāyaṅam	A	prāyanam
rāṅavāyaṅam	A	rānavāyanam
āgrahāyaṅam	M	āgrahāyanam
upāgrahāyaṅam		upāgrahāyanam
āraṅam	A	āranam
iraṅam	A	iranam
akaraṅam	A	akaranam
apakaraṅam	A	apakaranam
upakaraṅam	A	upakaranam
anapakaraṅam	A	anapakaranam
nāmakaraṅam	I	nāmakaranam
prakaraṅam	A	prakaranam
aprakaraṅam	A	aprakaranam
apākaraṅam	A	apākaranam
upākaraṅam	A	upākaranam
pratyupākaraṅam	A	pratyupākaranam
samākaraṅam	A	samākaranam
vyākaraṅam	A	vyākaranam
parākaraṅam	A	parākaranam
nirākaraṅam	A	nirākaranam
anirākaraṅam	A	anirākaranam
sapatrākaraṅam	A	sapatrākaranam
aḍikaraṅam	A	aḍikaranam
vyaḍikaraṅam	A	vyaḍikaranam
pratyadhikaraṅam		pratyadhikaranam
abhikaraṅam	A	abhikaranam
abhimukhīkaraṅam	A	abhimukhīkaranam
kṛṣṅīkaraṅam	A	kṛṣnīkaranam
pañcīkaraṅam	A	pancīkaranam
ḍvajīkaraṅam	A	ḍvajīkaranam
vyājīkaraṅam	A	vyājīkaranam
vājīkaraṅam	A	vājīkaranam
sampuṭīkaraṅam	A	sampuṭīkaranam
sphuṭīkaraṅam	A	sphuṭīkaranam
spaṣṭīkaraṅam	A	spaṣṭīkaranam
āḍīkaraṅam	A	āḍīkaranam
dvaiḍīkaraṅam	A	dvaiḍīkaranam
kroḍīkaraṅam	A	kroḍīkaranam
sapiṅḍīkaraṅam	I	sapinḍīkaranam
dṛḍhīkaraṅam	A	dṛḍhīkaranam
ṣālīnīkaraṅam	A	ṣālīnīkaranam
samīkaraṅam	A	samīkaranam
bhasmīkaraṅam	A	bhasmīkaranam
viṣayīkaraṅam	A	viṣayīkaranam
aviṣayīkaraṅam	A	aviṣayīkaranam
ṣaravyīkaraṅam	A	ṣaravyīkaranam
saṅkarīkaraṅam	A	sankarīkaranam
abhyantarīkaraṅam	A	abhyantarīkaranam
sṭirīkaraṅam	A	sṭirīkaranam
bhaṅgurīkaraṅam	A	bhangurīkaranam
pracurīkaraṅam	A	pracurīkaranam
citrīkaraṅam	A	citrīkaranam
pavitrīkaraṅam	A	pavitrīkaranam
miṣrīkaraṅam	A	miṣrīkaranam
vikalīkaraṅam	A	vikalīkaranam
maṅḍalīkaraṅam	A	manḍalīkaranam
phalīkaraṅam	A	phalīkaranam
pratiphalīkaraṅam	M	pratiphalīkaranam
tundilīkaraṅam	A	tundilīkaranam
bahulīkaraṅam	A	bahulīkaranam
mūlīkaraṅam	A	mūlīkaranam
svīkaraṅam	A	svīkaranam
vaṣīkaraṅam	A	vaṣīkaranam
mūṣīkaraṅam	A	mūṣīkaranam
anukaraṅam	A	anukaranam
baṭūkaraṅam	A	baṭūkaranam
tanūkaraṅam	A	tanūkaranam
hastekaraṅam	A	hastekaranam
pātraukaraṅam	A	pātraukaranam
nyakkaraṅam	A	nyakkaranam
nagnaṅkaraṅam	A	nagnankaranam
alaṅkaraṅam	A	alankaranam
camatkaraṅam	A	camatkaranam
āviṣkaraṅam	A	āviṣkaranam
bahiṣkaraṅam	A	bahiṣkaranam
prāduṣkaraṅam	A	prāduṣkaranam
saṃskaraṅam	A	sanskaranam
upasaṃskaraṅam	A	upasanskaranam
upaskaraṅam	A	upaskaranam
puraskaraṅam	A	puraskaranam
garaṅam	A	garanam
jāgaraṅam	A	jāgaranam
prajāgaraṅam	A	prajāgaranam
pratijāgaraṅam	A	pratijāgaranam
nigaraṅam	A	nigaranam
ācaraṅam	A	ācaranam
pracaraṅam	A	pracaranam
samācaraṅam	A	samācaranam
aḍicaraṅam	A	aḍicaranam
aticaraṅam	A	aticaranam
praticaraṅam		praticaranam
abhicaraṅam	A	abhicaranam
vyabhicaraṅam	A	vyabhicaranam
vicaraṅam	A	vicaranam
uccaraṅam	A	uccaranam
vyuccaraṅam	A	vyuccaranam
sañcaraṅam	A	sancaranam
anusañcaraṅam	A	anusancaranam
udḍaraṅam	A	udḍaranam
anudḍaraṅam	A	anudḍaranam
samudḍaraṅam	A	samudḍaranam
pratyudḍaraṅam	A	pratyudḍaranam
prataraṅam	A	prataranam
avataraṅam	A	avataranam
atitaraṅam	A	atitaranam
vitaraṅam	A	vitaranam
santaraṅam	A	santaranam
staraṅam	A	staranam
upastaraṅam	A	upastaranam
prastaraṅam	A	prastaranam
avastaraṅam	A	avastaranam
nistaraṅam	A	nistaranam
paristaraṅam	A	paristaranam
anustaraṅam	A	anustaranam
daraṅam	A	daranam
ādaraṅam	A	ādaranam
avadaraṅam	A	avadaranam
anādaraṅam	A	anādaranam
spharaṅam	A	spharanam
ābharaṅam	A	ābharanam
maraṅam	A	maranam
amaraṅam	A	amaranam
āmaraṅam		āmaranam
anumaraṅam	A	anumaranam
smaraṅam	A	smaranam
asmaraṅam	A	asmaranam
saṃsmaraṅam	A	sansmaranam
apasmaraṅam	A	apasmaranam
vismaraṅam	A	vismaranam
anusmaraṅam	A	anusmaranam
varaṅam	A	varanam
saṃvaraṅam	A	sanvaranam
anusaṃvaraṅam	A	anusanvaranam
apavaraṅam	A	apavaranam
pravaraṅam	A	pravaranam
prāvaraṅam	A	prāvaranam
vivaraṅam	A	vivaranam
tvaraṅam	A	tvaranam
ṣaraṅam	A	ṣaranam
saṃṣaraṅam	A	sanṣaranam
kṣaraṅam	A	kṣaranam
prakṣaraṅam	A	prakṣaranam
saṃsaraṅam	A	sansaranam
niḥsaraṅam	A	niḥsaranam
apasaraṅam	A	apasaranam
upasaraṅam	A	upasaranam
prasaraṅam	A	prasaranam
avasaraṅam	A	avasaranam
samavasaraṅam	A	samavasaranam
apāsaraṅam	A	apāsaranam
pratisaraṅam	A	pratisaranam
abhisaraṅam	A	abhisaranam
samabhisaraṅam	A	samabhisaranam
parisaraṅam	A	parisaranam
anusaraṅam	A	anusaranam
haraṅam	A	haranam
saṃharaṅam	A	sanharanam
upasaṃharaṅam	A	upasanharanam
abhisaṃharaṅam	A	abhisanharanam
apaharaṅam	A	apaharanam
upaharaṅam	A	upaharanam
praharaṅam	A	praharanam
avaharaṅam	A	avaharanam
abhyavaharaṅam	A	abhyavaharanam
vyavaharaṅam	A	vyavaharanam
upāvaharaṅam	A	upāvaharanam
samudāharaṅam	A	samudāharanam
pratyudāharaṅam	A	pratyudāharanam
abhyudāharaṅam	A	abhyudāharanam
samāharaṅam	A	samāharanam
pratyāharaṅam	A	pratyāharanam
vyāharaṅam	A	vyāharanam
pravyāharaṅam	A	pravyāharanam
abhivyāharaṅam	A	abhivyāharanam
anuvyāharaṅam	A	anuvyāharanam
pratiharaṅam	A	pratiharanam
abhiharaṅam	A	abhiharanam
pariharaṅam	A	pariharanam
viharaṅam	A	viharanam
anuharaṅam	A	anuharanam
nirharaṅam	A	nirharanam
kāraṅam	I	kāranam
akāraṅam	M	akāranam
nikāraṅam	A	nikāranam
yatkāraṅam		yatkāranam
niṣkāraṅam	A	niṣkāranam
abhiṅāraṅam	A	abhināranam
vicāraṅam	A	vicāranam
uccāraṅam	A	uccāranam
sañcāraṅam	A	sancāranam
jāraṅam	A	jāranam
āḍāraṅam	A	āḍāranam
upaḍāraṅam	A	upaḍāranam
sampraḍāraṅam	A	sampraḍāranam
paryavaḍāraṅam	A	paryavaḍāranam
pariḍāraṅam	A	pariḍāranam
viḍāraṅam	A	viḍāranam
udḍāraṅam	A	udḍāranam
sanḍāraṅam	A	sanḍāranam
pratāraṅam	A	pratāranam
avatāraṅam	A	avatāranam
nistāraṅam	A	nistāranam
dāraṅam	A	dāranam
avadāraṅam	A	avadāranam
pratidāraṅam	A	pratidāranam
pravidāraṅam	A	pravidāranam
sādhāraṅam	M	sādhāranam
utpāraṅam	A	utpāranam
sphāraṅam	A	sphāranam
māraṅam	A	māranam
upamāraṅam	A	upamāranam
smāraṅam	A	smāranam
saṃsmāraṅam	A	sansmāranam
apavāraṅam	A	apavāranam
pravāraṅam	A	pravāranam
talavāraṅam	A	talavāranam
viṣāraṅam	A	viṣāranam
kṣāraṅam	A	kṣāranam
ākṣāraṅam	A	ākṣāranam
sāraṅam	A	sāranam
niḥsāraṅam	A	niḥsāranam
apasāraṅam	A	apasāranam
prasāraṅam	A	prasāranam
samprasāraṅam	A	samprasāranam
pratisāraṅam	A	pratisāranam
abhisāraṅam	A	abhisāranam
utsāraṅam	A	utsāranam
samutsāraṅam	A	samutsāranam
protsāraṅam	A	protsāranam
prahāraṅam	A	prahāranam
pratihāraṅam	A	pratihāranam
vihāraṅam	A	vihāranam
apakiraṅam	A	apakiranam
upakiraṅam	A	upakiranam
prakiraṅam	A	prakiranam
anvavakiraṅam	A	anvavakiranam
vikiraṅam	A	vikiranam
udgiraṅam	A	udgiranam
samudgiraṅam	A	samudgiranam
viraṅam	A	viranam
hiraṅam	A	hiranam
avaḍīraṅam	A	avaḍīranam
udīraṅam	A	udīranam
samudīraṅam	A	samudīranam
parīraṅam	A	parīranam
vīraṅam	A	vīranam
guraṅam	A	guranam
avaguraṅam	A	avaguranam
curaṅam	A	curanam
churaṅam	A	churanam
vicchuraṅam	A	vicchuranam
parisphuraṅam	A	parisphuranam
sphuraṅam	A	sphuranam
gūraṅam	A	gūranam
prapūraṅam	A	prapūranam
pratipūraṅam	A	pratipūranam
abhipūraṅam	A	abhipūranam
paripūraṅam	A	paripūranam
meṣūraṅam	A	meṣūranam
visūraṅam	A	visūranam
madhyeraṅam		madhyeranam
preraṅam	A	preranam
goraṅam	A	goranam
choraṅam	A	choranam
ḍoraṅam	A	ḍoranam
upatoraṅam	R	upatoranam
sphoraṅam	A	sphoranam
sūtraṅam	A	sūtranam
tantraṅam	A	tantranam
mantraṅam	A	mantranam
āmantraṅam	A	āmantranam
upamantraṅam	A	upamantranam
pratimantraṅam	A	pratimantranam
nimantraṅam	A	nimantranam
upanimantraṅam	A	upanimantranam
abhimantraṅam	A	abhimantranam
anumantraṅam	A	anumantranam
sammantraṅam	A	sammantranam
yantraṅam	A	yantranam
niyantraṅam	A	niyantranam
aniyantraṅam	R	aniyantranam
niryantraṅam	M	niryantranam
mudraṅam	A	mudranam
praṅam	R	pranam
abhipraṅam	M	abhipranam
sampraṅam	M	sampranam
saṃpraṅam	R	sanpranam
miṣraṅam	A	miṣranam
sammiṣraṅam	A	sammiṣranam
śaravaṅam	I	śaravanam
āśravaṅam	M	āśravanam
saṃṣravaṅam	A	sanṣravanam
pratiṣravaṅam	A	pratiṣravanam
abhiṣravaṅam	A	abhiṣravanam
sravaṅam	A	sravanam
upasravaṅam	A	upasravanam
prasravaṅam	A	prasravanam
lavaṅam	I	lavanam
pratyakṣalavaṅam	I	pratyakṣalavanam
aḍiṣavaṅam	A	aḍiṣavanam
abhiṣavaṅam	A	abhiṣavanam
triṣavaṅam	M	triṣavanam
siḍrakāvaṅam	A	siḍrakāvanam
ucchrāvaṅam	A	ucchrāvanam
drāvaṅam	A	drāvanam
vidrāvaṅam	A	vidrāvanam
prāvaṅam	A	prāvanam
āṣrāvaṅam	A	āṣrāvanam
parisrāvaṅam	A	parisrāvanam
visrāvaṅam	A	visrāvanam
pariṣīvaṅam	A	pariṣīvanam
niṣevaṅam	A	niṣevanam
carvaṅam	A	carvanam
antarvaṅam	M	antarvanam
pārvaṅam	I	pārvanam
ṣālvaṅam	A	ṣālvanam
prahvaṅam	A	prahvanam
