headword_iast	source_code	form_key	in_union	union_dicts
buddhigrāhya	M	buddhigrāhya	1	AP CAE MW
nigrāhya		nigrāhya	1	CAE CCS MW PWG PWK
pratinigrāhya		pratinigrāhya	1	MW PWK
vinigrāhya		vinigrāhya	1	MW PWG PWK
apigrāhya	G	apigrāhya	1	MW PWG VCP
parigrāhya		parigrāhya	1	AP MW PWG PWK
aparigrāhya	M	aparigrāhya	1	MW
vigrāhya	R	vigrāhya	1	MW PWG
anugrāhya		anugrāhya	1	AP MW PD PWG PWK VCP
samanugrāhya		samanugrāhya	1	MW PWG PWK
sugrāhya	M	sugrāhya	1	MW
manogrāhya		manogrāhya	1	AP MW PWG PWK
svayaṃgrāhya		svayangrāhya	1	MW PWG PWK
saṃgrāhya		sangrāhya	1	CAE CCS MW PWG PWK
upasaṃgrāhya		upasangrāhya	1	AP CAE MW PWG PWK VCP
upasaṅgrāhya	A	upasangrāhya	1	AP CAE MW PWG PWK VCP
nirgrāhya		nirgrāhya	1	AP MW PWG PWK VCP
pratinirgrāhya		pratinirgrāhya	1	MW PWK
durgrāhya		durgrāhya	1	CAE CCS MW PWG PWK VCP
lāhya		lāhya	1	MW PWG PWK
śilāhya		śilāhya	1	MW PWG PWK
vāhya		vāhya	1	AP BUR CAE CCS MD MW PWG PWK VCP
avāhya	A	avāhya	1	AP VCP
āvāhya		āvāhya	1	MW PWK
saṃvāhya		sanvāhya	1	MW PWG PWK
asaṃvāhya		asanvāhya	1	PWK
sukhasaṃvāhya		sukhasanvāhya	1	MW PWK
rājavāhya		rājavāhya	1	MW PWG PWK
pṛṣṭhavāhya		pṛṣṭhavāhya	1	MW PWG PWK SCH VCP
vedavāhya	M	vedavāhya	1	AP MW
mandavāhya	I	mandavāhya	0	
skandhavāhya		skandhavāhya	1	MW PWK
apavāhya		apavāhya	1	MW PWG PWK VCP
upavāhya		upavāhya	1	BUR MD MW PWG PWK SCH VCP
aupavāhya		aupavāhya	1	AP CAE MD MW PWG PWK SCH VCP
damavāhya	I	damavāhya	0	
dharmavāhya	M	dharmavāhya	1	MW
pravāhya		pravāhya	1	MW PWG PWK VCP
kambalavāhya		kambalavāhya	1	MW PWG PWK
bālavāhya		bālavāhya	1	MW PWG PWK VCP
śucivāhya	M	śucivāhya	1	MW
ativāhya		ativāhya	1	MW PD PWG PWK VCP
abhivāhya		abhivāhya	1	AP CAE MD MW PWG PWK VCP
parivāhya	H	parivāhya	1	BHS
vivāhya		vivāhya	1	CAE CCS MW PWG PWK VCP
avivāhya		avivāhya	1	CAE MW PWK
strīvāhya		strīvāhya	1	MW PWG PWK
viṣṅuvāhya	S	viṣnuvāhya	1	MW PWG PWK VCP
nṛvāhya		nṛvāhya	1	MW PWK
vaivāhya		vaivāhya	1	AP CAE CCS MW PWG PWK
anovāhya		anovāhya	1	AP CAE CCS MW PD PWG PWK
śirovāhya		śirovāhya	1	MW PWK
nirvāhya		nirvāhya	1	CAE CCS MW PWG PWK
anirvāhya	M	anirvāhya	1	CAE CCS MW PD
svāhya		svāhya	1	MW PWG PWK
pṛtanāṣāhya		pṛtanāṣāhya	1	CAE GRA MW PWG PWK
abhimātiṣāhya	G	abhimātiṣāhya	1	GRA MW PWG
nṛṣāhya		nṛṣāhya	1	CAE CCS GRA MW PWK
sāhya		sāhya	1	BUR CAE CCS GRA MD MW PWG PWK VCP
pṛtanāsāhya	M	pṛtanāsāhya	1	CAE CCS MW PWK
naiṣṅihya		naiṣnihya	1	MW PWG PWK
aitihya		aitihya	1	BUR CAE MW PWG PWK VCP
anaitihya	R	anaitihya	1	MW PD PWK SCH VCP
abhimihya		abhimihya	1	AP MW PWG PWK VCP
dāmalihya	M	dāmalihya	1	MW
guhya		guhya	1	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP
saṃghaguhya		sanghaguhya	1	MW PWG PWK
rājaguhya	M	rājaguhya	1	CAE MW
yajñaguhya		yajnaguhya	1	INM MW PWK
vedaguhya		vedaguhya	1	MW PWG PWK
upaguhya	M	upaguhya	1	MW
devaguhya		devaguhya	1	CAE MW PWG PWK VCP
vāmadevaguhya		vāmadevaguhya	1	MW PWG PWK
haṃsaguhya		hansaguhya	1	MW PWG PWK
hamsaguhya	I	hamsaguhya	0	
kośopagatavastiguhya	H	kośopagatavastiguhya	1	BHS
kośagatavastiguhya	H	kośagatavastiguhya	1	BHS
ānaḍuhya		ānaḍuhya	1	MW PWG PWK VCP
duhya	S	duhya	1	MW PWG VCP
saṃduhya	G	sanduhya	1	PWG
samuhya		samuhya	1	MW PWG PWK
adhimuhya	G	adhimuhya	1	MW PD PWG
abhyuhya	H	abhyuhya	1	BHS
āruhya	M	āruhya	1	MW
anāruhya	M	anāruhya	1	CAE CCS MD MW PD
abhiruhya	M	abhiruhya	1	MW
druhya		druhya	1	MW PWG PWK VCP
upagūhya	M	upagūhya	1	MW
anūhya		anūhya	1	MW PD PWK SCH
samūhya		samūhya	1	MW PWG PWK VCP
abhyūhya	G	abhyūhya	1	MW PWG PWK VCP
gṛhya		gṛhya	1	AP BUR CAE CCS MD MW PWG PWK SCH VCP VEI
agṛhya		agṛhya	1	CAE CCS MD MW PD PWK SCH
drāhyāyaṅagṛhya	M	drāhyāyanagṛhya	1	MW
guṅagṛhya		gunagṛhya	1	AP CAE CCS MW PWK VCP
karṅagṛhya	G	karnagṛhya	1	GRA PWG
bhāradvājagṛhya		bhāradvājagṛhya	1	PWK
jyeṣṭhagṛhya	M	jyeṣṭhagṛhya	1	MW PWK SCH
bhūtagṛhya		bhūtagṛhya	1	MW PWK
hastagṛhya		hastagṛhya	1	CAE CCS GRA MW PWG PWK
pādagṛhya		pādagṛhya	1	CAE CCS GRA MW PWG PWK VCP
sāṃkhyāyanagṛhya		sānkhyāyanagṛhya	1	MW PWK
mādhyaṃdinagṛhya		mādhyandinagṛhya	1	MW PWK
apagṛhya	M	apagṛhya	1	MW PD PWK SCH
upagṛhya	M	upagṛhya	1	MW
bījavāpagṛhya	M	bījavāpagṛhya	1	MW
baijavāpagṛhya	M	baijavāpagṛhya	1	MW
āpastambagṛhya	M	āpastambagṛhya	1	MW PWK SCH
nāmagṛhya		nāmagṛhya	1	MW PWK
grāmagṛhya		grāmagṛhya	1	AP MW PWG PWK VCP
āryagṛhya		āryagṛhya	1	AP MW PWG PWK
śāṅḍilyagṛhya		śānḍilyagṛhya	1	MW PWK
khādiragṛhya		khādiragṛhya	1	MW PWG PWK
pragṛhya		pragṛhya	1	CAE CCS MW PWG PWK VCP
apragṛhya		apragṛhya	1	PWK
lāṅgūlagṛhya		lāngūlagṛhya	1	MW PWK
avagṛhya		avagṛhya	1	AP MW PWG PWK VCP
anavagṛhya		anavagṛhya	1	PD PWK
sarvagṛhya		sarvagṛhya	1	MW PWG PWK
upāgṛhya	M	upāgṛhya	1	MW
pratigṛhya		pratigṛhya	1	MW PWG PWK
apratigṛhya		apratigṛhya	1	AP MW PWG PWK
nigṛhya		nigṛhya	1	MW PWG PWK
vinigṛhya	R	vinigṛhya	0	
apigṛhya		apigṛhya	1	MW PWG PWK VCP
parigṛhya	M	parigṛhya	1	CAE MW
vigṛhya		vigṛhya	1	CAE MD MW PWG PWK
hastegṛhya		hastegṛhya	1	CAE MW PWG PWK
pādegṛhya		pādegṛhya	1	MW PWG PWK
lāṅgalegṛhya		lāngalegṛhya	1	MW PWK
lāṅgulegṛhya		lāngulegṛhya	1	MW PWK
upasaṃgṛhya	M	upasangṛhya	1	MW
udgṛhya	M	udgṛhya	1	MW
upodgṛhya	M	upodgṛhya	1	MW
spṛhya		spṛhya	1	AP MW PWG PWK VCP
naiḥspṛhya		naiḥspṛhya	1	MW PWK
gehya		gehya	1	AP CAE CCS GRA MW PWG PWK VCP
pradehya		pradehya	1	PWK
saṃdehya		sandehya	1	AP MW PWG PWK
sandehya	A	sandehya	1	AP MW PWG PWK
snehya		snehya	1	MW PWG PWK
asnehya		asnehya	1	MW PWK
naiḥsnehya		naiḥsnehya	1	CAE CCS MD MW PWG PWK
naisnehya		naisnehya	1	MW PWK
lehya		lehya	1	AP CAE CCS MW PWG PWK VCP
hṛdayalehya		hṛdayalehya	1	MW PWK
avalehya	A	avalehya	1	AP VCP
śvalehya		śvalehya	1	MW PWG PWK
daihya		daihya	1	AP CCS MD MW PWG PWK VCP
gohya		gohya	1	BUR MW PWG PWK VCP
agohya		agohya	1	AP BUR CAE CCS GRA MD MW PD PWG PWK
upagohya		upagohya	1	AP MW PWG PWK VCP
parigohya	H	parigohya	1	BHS
dohya		dohya	1	AP BUR CAE CCS MD MW PWG PWK VCP
abhidohya	M	abhidohya	1	MW PWK SCH
saṃdohya	G	sandohya	1	PWG
apohya	R	apohya	1	AP MW PWG PWK VCP
upohya	M	upohya	1	MW
vyapohya		vyapohya	1	MW PWG PWK
avyapohya		avyapohya	1	AP MW PWK
abhyārohya		abhyārohya	1	MW PWG PWK
anabhyārohya		anabhyārohya	1	MW PD PWK
lohya	M	lohya	1	MW
saulohya		saulohya	1	MW PWG PWK
gauhya	M	gauhya	1	MW
drauhya		drauhya	1	MW PWG PWK VCP
sauhya	G	sauhya	1	PWG
arhya		arhya	1	AP MW PWG PWK VCP
garhya		garhya	1	AP BUR CAE CCS MW PWG PWK VCP
vigarhya		vigarhya	1	CAE MW PWG PWK
lekhārhya	M	lekhārhya	1	MW PWK
gārhya		gārhya	1	AP CAE CCS MD MW PWG PWK
bhogārhya		bhogārhya	1	MW PWK
ra		ra	1	BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP
ara		ara	1	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI
āra		āra	1	BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP
īra		īra	1	CAE CCS MD MW PWG PWK SCH SKD VCP
ura	H	ura	1	AP BHS BUR CAE PWG SKD VCP
tejāura		tejāura	1	MW PWK
nāsāura	G	nāsāura	1	PWG
era	A	era	0	
aira		aira	1	MW PWG PWK VCP
ora	H	ora	1	BHS
kara		kara	1	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP
akara		akara	1	AP BUR INM MW PD PWK SCH
ākara		ākara	1	AP BHS BUR CAE CCS GRA MD MW PWG PWK VCP
ukara	H	ukara	1	BHS
okara	H	okara	1	BHS
kakara		kakara	1	MW PWG PWK VCP VEI
ekakara		ekakara	1	AP MW PWG PWK SCH VCP
pustakakara		pustakakara	1	MW PWK
vikakara		vikakara	1	MW PWG PWK VEI
ālokakara		ālokakara	1	BHS MW PWK SCH
sarvālokakara		sarvālokakara	1	MW PWK
śokakara		śokakara	1	MW PWG PWK
aśokakara		aśokakara	1	MW PWG PWK
kalaṅkakara	M	kalankakara	1	MW
arkakara	M	arkakara	1	MW PWK SCH
sukhakara		sukhakara	1	AP MW PWG PWK
duḥkhakara		duḥkhakara	1	AP CAE CCS MD MW PWK
bhāgakara	N	bhāgakara	1	INM
udvegakara		udvegakara	1	AP CAE MW PWK
anudvegakara		anudvegakara	1	CAE MW PD PWK
bhogakara		bhogakara	1	AP MD MW PWG PWK
yogakara		yogakara	1	MW PWK
bhaṅgakara		bhangakara	1	MW PWG PWK
ājñābhaṅgakara	M	ājnābhangakara	1	MW
saṅgakara	M	sangakara	1	MW
prajāsargakara	N	prajāsargakara	1	INM
nidāghakara		nidāghakara	1	MW PWG PWK VCP
phaṅakara		phanakara	1	MW PWG PWK VCP
vāraṅakara		vāranakara	1	MW PWK
lavaṅakara	G	lavanakara	0	
saṃdūṣaṅakara	M	sandūṣanakara	1	MW
praharṣaṅakara	M	praharṣanakara	1	MW
kalyāṅakara	M	kalyānakara	1	MW PWK SCH
prāṅakara		prānakara	1	AP MW PWG PWK VCP
sadyaḥprāṅakara		sadyaḥprānakara	1	AP MW PWK VCP
nirvāṅakara		nirvānakara	1	MW PWK
aruṅakara		arunakara	1	MW PWK
varṅakara	N	varnakara	1	INM SCH
uṣṅakara		uṣnakara	1	CAE CCS MW PWG PWK SCH VCP
tīkṣṅakara		tīkṣnakara	1	CAE MD MW PWG PWK
rājakara		rājakara	1	MW PWG PWK
kaṭakara	M	kaṭakara	1	MW
sphoṭakara		sphoṭakara	1	MW PWG PWK
kaṣṭakara	M	kaṣṭakara	1	AP MW
śastraghuṣṭakara	M	śastraghuṣṭakara	1	MW
ḍakara		ḍakara	1	PWG PWK
mahāḍakara		mahāḍakara	1	MW PWG PWK
caṅḍakara		canḍakara	1	CAE CCS MD MW PWG PWK SCH
daṅḍakara	P	danḍakara	0	
śūlodyatakara	M	śūlodyatakara	1	MW
ghātakara		ghātakara	1	MW PWG PWK
sainyaghātakara	M	sainyaghātakara	1	MW
nirghātakara		nirghātakara	1	MW PWK
avadātakara		avadātakara	1	PWK
vātakara		vātakara	1	MD MW PWK
arpitakara	M	arpitakara	1	MW
vyasanaprasāritakara	M	vyasanaprasāritakara	1	MW
abhyucchritakara	M	abhyucchritakara	1	MW
sitakara		sitakara	1	CAE CCS MW PWG PWK SCH VCP
hitakara		hitakara	1	AP CAE CCS MW PWG PWK
viparītakara	M	viparītakara	1	AP MW
śītakara		śītakara	1	CAE CCS MD MW PWG PWK VCP
aśītakara	M	aśītakara	1	MW PWK SCH VCP
sarvabhūtakara	N	sarvabhūtakara	1	INM
dyūtakara		dyūtakara	1	CAE CCS MW PWG PWK VCP
kṛtakara		kṛtakara	1	AP MW PWK SCH
amṛtakara		amṛtakara	1	MW PWK SCH
uddyotakara		uddyotakara	1	MW PWK SCH
bhaktakara		bhaktakara	1	MW PWG PWK VCP
vyaktāvyaktakara	N	vyaktāvyaktakara	1	INM
muktakara		muktakara	1	AP MW PWG PWK
raktapittakara	M	raktapittakara	1	MW
vṛttāvṛttakara	N	vṛttāvṛttakara	1	INM
antakara		antakara	1	AP CAE CCS MD MW PD PWG PWK VCP
anantakara		anantakara	1	AP MW PD PWG PWK
jīvitāntakara		jīvitāntakara	1	MW PWK
śāntāntakara		śāntāntakara	1	MW PWG PWK
bandhanāntakara	H	bandhanāntakara	1	BHS
janmāntakara	M	janmāntakara	1	MW
kṣatriyāntakara	M	kṣatriyāntakara	1	MW PWK SCH
śambarāntakara		śambarāntakara	1	MW PWK
śarīrāntakara	M	śarīrāntakara	1	CAE MW
tripurāntakara	M	tripurāntakara	1	MW PWK
srastakara	M	srastakara	1	MW
praśastakara		praśastakara	1	MW PWG PWK
manmathakara		manmathakara	1	AP INM MW PWG PWK
rathakara		rathakara	1	MW PWG PWK VCP
arthakara		arthakara	1	AP INM MD MW PWG PWK VCP
anarthakara	M	anarthakara	1	AP MW PD
nidānārthakara		nidānārthakara	1	MW PWK
tīrthakara		tīrthakara	1	BHS CAE CCS INM MW PWG PWK VCP
sthakara		sthakara	1	MW PWG PWK
madakara		madakara	1	AP MD MW PWG PWK
hṛdayonmādakara	M	hṛdayonmādakara	1	AP MW
āhlādakara	M	āhlādakara	1	CAE MW
vādakara	M	vādakara	1	AP MW
parivādakara	M	parivādakara	1	CAE CCS MW
mudakara		mudakara	1	MW PWG PWK
chedakara	M	chedakara	1	MW
parichedakara	H	parichedakara	1	BHS
prāṅacchedakara	M	prānacchedakara	1	MW
paricchedakara		paricchedakara	1	MW PWG PWK
bhedakara		bhedakara	1	AP CAE CCS MW PWG PWK
kulabhedakara	M	kulabhedakara	1	MW
modakara		modakara	1	MW PWG PWK
ānandakara	M	ānandakara	1	AP MW
nirānandakara		nirānandakara	1	CAE MW PWG PWK
kundakara	M	kundakara	1	MW
abādhakara		abādhakara	1	PWK
nirābādhakara		nirābādhakara	1	MW PWG PWK
bodhakara		bodhakara	1	AP MW PWG PWK VCP
pratirodhakara	M	pratirodhakara	1	MW
saudhakara		saudhakara	1	PWK
dhenudugdhakara		dhenudugdhakara	1	PWG PWK VCP
śrāddhakara	M	śrāddhakara	1	MW
vacanakara		vacanakara	1	AP CAE MD MW PWG PWK
avacanakara		avacanakara	1	MW PWK
udvejanakara		udvejanakara	1	CAE MW PWK
prajānidhanakara	N	prajānidhanakara	1	INM
tapanakara	M	tapanakara	1	MW
vepanakara	M	vepanakara	1	MW
rasāyanakara	M	rasāyanakara	1	MW
nāśanakara		nāśanakara	1	MW PWK
upakrośanakara	M	upakrośanakara	1	MW
sarvalokabhayāstambhitatvavidhvaṃsanakara		sarvalokabhayāstambhitatvavidhvansanakara	1	PWG PWK
sarvalokabhayāstambhitatvaviddhvaṃsanakara	M	sarvalokabhayāstambhitatvaviddhvansanakara	1	MW
avidyāndhakāravidhvamsanakara	H	avidyāndhakāravidhvamsanakara	1	BHS
asthisaṃdhānakara		asthisandhānakara	1	PWK
saṃmānakara		sanmānakara	1	PWK
sammānakara	M	sammānakara	1	MW
yānakara		yānakara	1	CAE MW PWG PWK
dinakara		dinakara	1	CAE CCS MW PWG PWK VCP
mahādevabhaṭṭadinakara	M	mahādevabhaṭṭadinakara	1	MW
bhāṭṭadinakara	G	bhāṭṭadinakara	1	MW PWG PWK
dānadinakara	M	dānadinakara	1	MW PWK
miśradinakara	M	miśradinakara	1	MW
tuhinakara		tuhinakara	1	CAE CCS MW PWK VCP
vighnakara		vighnakara	1	AP CAE MW PWG PWK
ratnakara		ratnakara	1	BHS MW PWG PWK
apakara		apakara	1	BHS PD PWG PWK
āpakara		āpakara	1	AP MW PWG PWK VCP
upakara	H	upakara	1	BHS
atāpakara		atāpakara	1	PD PWK
saṃtāpakara	M	santāpakara	1	MW
pāpakara	M	pāpakara	1	AP MW
lepakara		lepakara	1	MW PWG PWK
śilpakara	M	śilpakara	1	MW
kaphakara	M	kaphakara	1	MW VCP
nimbakara		nimbakara	1	MW PWK
prabhakara	H	prabhakara	1	BHS
lābhakara	M	lābhakara	1	AP MW
śubhakara		śubhakara	1	AP CAE CCS MD MW PWG PWK
manaḥkṣobhakara	M	manaḥkṣobhakara	1	MW
viṣṭambhakara		viṣṭambhakara	1	MW PWG PWK
stambhakara		stambhakara	1	AP MW PWG PWK
puṅyastambhakara		punyastambhakara	1	MW PWG PWK
mahādevapuṅyastambhakara	M	mahādevapunyastambhakara	1	MW
garbhakara		garbhakara	1	AP MW PWG PWK VCP
makara		makara	1	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP VEI
mātaṅgamakara		mātangamakara	1	MW
mātaṃgamakara	M	mātangamakara	1	MW
śramakara		śramakara	1	CAE MW PWG PWK
samaviṣamakara		samaviṣamakara	1	MW PWK
samakara		samakara	1	MW PWK
puṅatāmakara		punatāmakara	1	MW PWG PWK
mahādevapuṅatāmakara	M	mahādevapunatāmakara	1	MW
hastimakara	M	hastimakara	1	MW
karimakara		karimakara	1	MW PWG PWK SCH
himakara		himakara	1	CAE CCS MW PWG PWK SCH VCP
ahimakara	M	ahimakara	1	MW SCH
kṣemakara		kṣemakara	1	AP CAE CCS MD MW PWG PWK VCP
yogakṣemakara	M	yogakṣemakara	1	CAE MW
hemakara		hemakara	1	INM MW PWG PWK
tigmakara		tigmakara	1	CAE CCS MD MW PWG PWK VCP
padmakara		padmakara	1	AP MW PWG PWK VCP
unmakara		unmakara	1	MW PWG PWK
janmakara		janmakara	1	MW PWK SCH
puṃjanmakara	M	punjanmakara	1	MW
karmakara		karmakara	1	CAE MW PWG PWK
paṭṭakarmakara		paṭṭakarmakara	1	MW PWK
dāsakarmakara		dāsakarmakara	1	MW PWK
gṛhakarmakara		gṛhakarmakara	1	MW PWK
bhṛtikarmakara	M	bhṛtikarmakara	1	MW PWK SCH
adhikarmakara		adhikarmakara	1	MW PD PWG PWK
brahmakara		brahmakara	1	MW PWG PWK
abhaṃyakara	A	abhanyakara	0	
udayakara		udayakara	1	MW PWG PWK
bhayakara		bhayakara	1	AP CAE CCS MD MW PWG PWK VCP
pratibhayakara		pratibhayakara	1	MW PWK
vismayakara	M	vismayakara	1	MW
pratyayakara	M	pratyayakara	1	CAE MW
vyayakara		vyayakara	1	MW PWG PWK
saṃśayakara		sanśayakara	1	CAE CCS MW PWK
kuśeśayakara	M	kuśeśayakara	1	MW
kṣayakara		kṣayakara	1	AP CAE CCS MW PWG PWK
balāsakṣayakara	M	balāsakṣayakara	1	MW
priyakara		priyakara	1	AP MW PWG PWK
apriyakara		apriyakara	1	AP CAE MD MW PWK
vipriyakara		vipriyakara	1	MW PWK
vākyakara		vākyakara	1	MW PWG PWK
anārogyakara		anārogyakara	1	AP MW PD PWK
cāturvarṅyakara	N	cāturvarnyakara	1	INM
rājyakara		rājyakara	1	MD MW PWG PWK
vaiyāpṛtyakara		vaiyāpṛtyakara	1	MW PWK
vaiyāvṛtyakara	M	vaiyāvṛtyakara	1	MW PWK
vaiyāvṛttyakara		vaiyāvṛttyakara	1	MW PWK
tīrthyakara	H	tīrthyakara	1	BHS
vādyakara	M	vādyakara	1	MW
priyadhānyakara		priyadhānyakara	1	MW PWK
kāpyakara		kāpyakara	1	BUR MW PWG PWK VCP
sāhāyyakara		sāhāyyakara	1	AP MW PWK
kāryakara		kāryakara	1	AP BHS MW PWG PWK
vīryakara	M	vīryakara	1	MW
sūryakara		sūryakara	1	CAE MW PWG PWK
sthairyakara	M	sthairyakara	1	MW
vaśyakara		vaśyakara	1	MW PWG PWK
preṣyakara	G	preṣyakara	1	MW PWG
hāsyakara		hāsyakara	1	CAE MW PWG PWK
sāhyakara		sāhyakara	1	MW PWK
kuñjarakara	M	kunjarakara	1	MW
darakara		darakara	1	MW PWK
bedarakara		bedarakara	1	MW PWK
vedarakara		vedarakara	1	MW PWG PWK
saṃjvarakara	M	sanjvarakara	1	MW
svarakara		svarakara	1	AP MW PWG PWK
akṣarakara	M	akṣarakara	1	MW PD PWK SCH
saṃvatsarakara		sanvatsarakara	1	INM MW PWG PWK
kārakara		kārakara	1	AP MW PWG PWK VCP
svākārakara		svākārakara	1	MW PWK
tuṣārakara		tuṣārakara	1	CAE CCS MW PWK SCH VCP
atuṣārakara	R	atuṣārakara	1	MD MW PD PWK SCH
nīhārakara		nīhārakara	1	MW PWG PWK
śiśirakara		śiśirakara	1	CAE MW PWG PWK
aśiśirakara		aśiśirakara	1	MW PWK
vairakara		vairakara	1	CAE CCS MW PWG PWK VCP
krakara		krakara	1	BUR MW PWG PWK VCP
śukrakara		śukrakara	1	AP MW PWG PWK VCP
agrakara		agrakara	1	AP CAE CCS MD MW PD PWG PWK
pātrakara	H	pātrakara	1	BHS
citrakara		citrakara	1	AP CAE CCS MW PWG PWK SCH VCP
mūtrakara		mūtrakara	1	MW PWG PWK
kṣetrakara		kṣetrakara	1	MW PWG PWK SCH
sūtrapattrakara		sūtrapattrakara	1	MW PWG PWK
bhadrakara	I	bhadrakara	0	
samudrakara	M	samudrakara	1	MW
mādhavacandrakara		mādhavacandrakara	1	MW PWG PWK
nagarandhrakara		nagarandhrakara	1	MD MW PWG PWK VCP
prakara		prakara	1	BUR CAE CCS MD MW PWG PWK SCH VCP
aprakara	A	aprakara	1	AP MW
bāṣpaprakara	M	bāṣpaprakara	1	MW
sahasrakara		sahasrakara	1	AP CAE CCS MW PWG PWK VCP
ṣaṭsahasrakara	M	ṣaṭsahasrakara	1	MW
niścalakara	M	niścalakara	1	MW
jalakara	M	jalakara	1	AP MW
balakara		balakara	1	AP MD MW PWG PWK
sadyobalakara	M	sadyobalakara	1	MW PWK
śalakara		śalakara	1	CAE MW PWG PWK
karālakara	M	karālakara	1	MW
kulakara		kulakara	1	MW PWG PWK
avakara		avakara	1	BHS BUR CAE CCS MD MW PWG PWK SCH VCP
mādhavakara		mādhavakara	1	MW PWG PWK
navakara	M	navakara	1	MW
anavakara		anavakara	1	PD PWK
udbhavakara	M	udbhavakara	1	AP MW
sarvabhāvakara	N	sarvabhāvakara	1	INM MW
samākṣarāvakara		samākṣarāvakara	1	MW PWG PWK
drāvakara		drāvakara	1	MW PWG PWK VCP
śivakara		śivakara	1	AP MW PWG PWK
bhūrbhuvakara		bhūrbhuvakara	1	MW PWG PWK
ūrdhvakara		ūrdhvakara	1	CAE CCS MD MW PWK
sarvakara	M	sarvakara	1	MW
kṣapāviśvakara	I	kṣapāviśvakara	0	
śakara		śakara	1	CAE MW PWG PWK
jātibhraṃśakara	S	jātibhranśakara	1	CAE MW
vaṃśakara		vanśakara	1	AP CAE CCS INM MD MW PWG PWK
kuruvaṃśakara	N	kuruvanśakara	1	INM
dvādaśakara		dvādaśakara	1	MW PWG PWK VCP
vaśakara		vaśakara	1	CCS INM MD MW PWG PWK
sabhāvaśakara	M	sabhāvaśakara	1	MW
nirāśakara		nirāśakara	1	MW PWK
lokeśakara	M	lokeśakara	1	MW
upadeśakara	N	upadeśakara	1	INM
anādeśakara		anādeśakara	1	AP MW PD PWK
praiṣakara		praiṣakara	1	MW PWK
doṣakara		doṣakara	1	AP MD MW PWK
subhikṣakara	M	subhikṣakara	1	MW
varṣakara	G	varṣakara	1	MW PWG
harṣakara		harṣakara	1	AP MW PWG PWK
sarvaharṣakara		sarvaharṣakara	1	MW PWG PWK
sakara	H	sakara	1	AP BHS MW
māṃsakara	M	mānsakara	1	MW
niḥśreyasakara	M	niḥśreyasakara	1	CAE MW
divasakara		divasakara	1	CAE CCS MD MW PWG PWK VCP
kāsakara	M	kāsakara	1	MW
avabhāsakara		avabhāsakara	1	BHS MW PWG PWK
trāsakara	M	trāsakara	1	MW
hāsakara		hāsakara	1	MW PWK
dehakara		dehakara	1	CAE CCS MW PWG PWK
mohakara	M	mohakara	1	MW
kanakākara		kanakākara	1	MW PWK
tripatākākara		tripatākākara	1	PWK
sukhākara		sukhākara	1	MW PWK
duḥkhākara		duḥkhākara	1	MD MW PWG PWK
anātmaślāghākara		anātmaślāghākara	1	PD PWK
jaṅghākara		janghākara	1	MW PWG PWK VCP
phaṅākara		phanākara	1	MW PWG PWK VCP
lavaṅākara		lavanākara	1	MD MW PWG PWK SCH
guṅākara		gunākara	1	BHS MD MW PWG PWK VCP
rāmaguṅākara	M	rāmagunākara	1	MW
dravyaguṅākara	M	dravyagunākara	1	MW PWK
karuṅākara		karunākara	1	MW PWG PWK
svarṅākara		svarnākara	1	MW PWG PWK
prajākara		prajākara	1	MW PWG PWK
bījākara	M	bījākara	1	MW
rujākara		rujākara	1	CAE MW PWG PWK VCP
pūjākara		pūjākara	1	MW PWK
majjākara	M	majjākara	1	MW
lajjākara		lajjākara	1	AP CAE CCS MW PWK
ājñākara		ājnākara	1	AP CAE MW PWG PWK VCP
prajñākara		prajnākara	1	MW PWG PWK
sadyaḥprajñākara		sadyaḥprajnākara	1	MW PWK
pratijñākara	M	pratijnākara	1	MW
jaṭākara	M	jaṭākara	1	MW
vaṭākara		vaṭākara	1	MW PWG PWK
pīḍākara		pīḍākara	1	AP CAE CCS MW PWK
rajatākara	G	rajatākara	1	MW PWG
latākara		latākara	1	MW PWG PWK
amṛtākara		amṛtākara	1	MW PWG PWK
vyathākara	M	vyathākara	1	AP MW
kṣaṅadākara		kṣanadākara	1	CAE CCS MW PWG PWK VCP
bhidākara	M	bhidākara	1	MW
mudākara	M	mudākara	1	MW
kumudākara		kumudākara	1	CAE CCS MW PWK VCP
mṛdākara	B	mṛdākara	1	BUR MW PWG
śabdākara		śabdākara	1	MW PWG PWK
svadhākara		svadhākara	1	AP CAE CCS MW PWG PWK
kṣudhākara		kṣudhākara	1	MW PWK
sudhākara		sudhākara	1	CAE CCS MW PWG PWK
chandaḥsudhākara		chandaḥsudhākara	1	MW PWK
rekhājātakasudhākara	M	rekhājātakasudhākara	1	MW
yogasudhākara		yogasudhākara	1	MW PWK
saṃgītasudhākara	M	sangītasudhākara	1	MW PWK
vādasudhākara	M	vādasudhākara	1	MW
bodhasudhākara	G	bodhasudhākara	1	MW PWG PWK
prabodhasudhākara	G	prabodhasudhākara	1	MW PWG PWK
praśnasudhākara	M	praśnasudhākara	1	MW
śṛṅgārasudhākara		śṛngārasudhākara	1	MW PWK
